Lionel Messi,利昂内尔·梅西
Nerio Alessandri,内里奥·亚历山大
Roberta Bianconi,罗伯塔·比安科尼
Rafael Tolói,拉斐尔·特洛伊
Primo Baran,普里莫·巴兰
Niccolò Figari,尼科洛·菲加里
Pier Giacomo Castiglioni,皮埃爾·賈科莫·卡斯蒂廖尼
Rinaldo Roggero,里纳尔多·罗杰罗
Pierangelo Vignati,皮耶兰杰洛·维尼亚蒂
Rachele Bruni,拉凯莱·布鲁尼
Nello Greco,塞巴斯蒂亚诺·格雷科
Nello Governato,内洛·戈韦尔纳托
Nadir Minotti,納德爾·米諾迪
Piero Anversa,皮耶罗·安韦萨
Roberta Pinotti,罗贝塔·皮诺蒂
Roberto Accornero,罗伯托·阿科内罗
Raffaele Pucino,拉斐爾·普奇諾
Roberto Ferraris,罗伯托·费拉里斯
Roberto Ferrari (schermidore),罗伯托·费拉里·(击剑运动员)
Roberto Masciarelli,罗伯托·马夏雷利
Roberto Manzi,罗伯托·曼齐
Roberto Marson,罗伯托·马尔松
Sabrina Bertini,萨布丽娜·贝尔蒂尼
Pierpaolo Cristofori,皮耶尔保罗·克里斯托福里
Roberto Romanini,罗伯托·罗马尼尼
Remo Capitani,雷莫·卡皮塔尼
Roberto Calcaterra,罗伯托·卡尔卡泰拉
Roberto Bomprezzi,罗伯托·邦普雷齐
Pierluigi Chicca,皮耶路易吉·基卡
Salvatore Cabella,萨尔瓦托雷·卡贝拉
Paolo Ragosa,保罗·拉戈萨
Piero Rebaudengo,皮耶罗·雷包登戈
Piero Portaluppi,皮耶罗·波尔塔卢皮
Roberto Pangaro,罗伯托·潘加罗
Renato Sellani,雷纳托·瑟拉尼
Silvia Bosurgi,西尔维娅·博苏尔吉
Silvia Hsieh,謝嘉宜
Roberto La Barbera,罗伯托·拉巴尔贝拉
Raniero Nicolai,拉涅罗·尼古拉
Silvia Strukel,西尔维娅·斯特鲁凯尔
Silvia Todeschini,西尔维娅·托代斯基尼
Silvio Baracchini,西尔维奥·巴拉基尼
Renato Bosatta,雷纳托·博萨塔
Simona Abbate,西蒙娜·阿巴特
Piero Poli,皮耶罗·波利
Piero Schlesinger,皮耶罗·施莱辛格
Renzo Bariviera,伦佐·巴里维耶拉
Riccardo Tempestini,里卡尔多·滕佩斯蒂尼
Roby Zucchi,罗比·祖基
Salvatore Oppes,萨尔瓦托雷·奥佩斯
Salvatore Matrecano,萨尔瓦托雷·马特雷卡诺
Renzo Ranuzzi,伦佐·拉努齐
Samuel Deguara,森姆·迪加拿
Sara Morganti,萨拉·莫尔甘蒂
Riccardo Dei Rossi,里卡尔多·代罗西
Riccardo De Magistris,里卡尔多·德马吉斯特里斯
Riccardo Cervi,里卡多·塞爾維
Simone Missiroli,西莫尼·米西羅利
Salvatore Sabella,薩爾瓦托雷·薩貝拉
Sandro Riminucci,山德罗·里米努奇
Sandro Resegotti,山德罗·雷塞戈蒂
Simone Favaro,西蒙尼·法瓦羅
Riccardo Moraschini,里卡多·莫拉斯奇尼
Pietro Marcello (regista),皮耶卓·馬切洛
Pietro Leone,彼得罗·莱昂内
Sandra Truccolo,桑德拉·特鲁科洛
Rosaria Aiello,罗萨里娅·阿耶洛
Rosabell Laurenti Sellers,罗莎贝尔·劳伦蒂·塞勒斯
Rufo Emiliano Verga,鲁福·埃米利亚诺·韦尔加
Simone Zaza,西蒙尼·扎扎
Stefania Zanussi,斯特凡尼娅·扎努西
Stefania Passaro,斯特凡尼娅·帕萨罗
Stefania Stanzani,斯特凡尼娅·斯坦扎尼
Simone Buti,西莫内·布蒂
Romano Garagnani,罗马诺·加拉尼亚尼
Romeo Romanutti,罗密欧·罗马努蒂
Sauro Bufalini,绍罗·布法利尼
Sebastiano Serafini,賽巴斯蒂亞諾·賽拉菲尼
Tony Wolf,安東尼奧·盧帕泰利
Stefano Bellone,斯特凡诺·贝洛内
Sergio Ferriani,塞尔焦·费里亚尼
Stefano Lavarini,斯提凡诺·拉瓦里尼
Stefano Luongo,斯特凡诺·卢翁戈
Stefano Lippi,斯特凡诺·利皮
Alessandro Bassoli,亞歷山德羅·巴索利
Aldo Manganaro,阿尔多·曼加纳罗
Tullio Baraglia,图利奥·巴拉利亚
Stefano Pantano,斯特凡诺·潘塔诺
Sergio Marelli,塞尔焦·马雷利
Vittorio Orlandi,维托里奥·奥兰迪
Vittorio Morelli di Popolo,维托里奥·莫雷利·迪波波洛
Valentina Gardellin,瓦伦蒂娜·加尔代林
Vittorio Tracuzzi,维托里奥·特拉库齐
Susanna Bonfiglio,苏珊娜·邦菲利奥
Sergio Mattarella,塞尔焦·马塔雷拉
Ugo Tomeazzi,乌戈·托梅亚齐
Sergio Mocellini,塞尔焦·莫切利尼
Alessandro De Vitis,亞歷桑德羅·德維蒂斯
Stefano Travaglia,斯特法諾·特拉瓦利亞
Stefano Zuffi,斯特凡诺·祖菲
Alessandro De Minicis,亚历山德罗·德米尼西斯
Silvano Basagni,西尔瓦诺·巴萨尼
Teresa Frassinetti,特雷莎·弗拉西内蒂
Amato Ferrari,阿马托·法拉利
Tania Di Mario,塔尼娅·迪马里奥
Susanna Ronconi,苏珊娜·隆科尼
Andrea Belotti,安德烈·貝羅蒂
Valentino Pellarini,瓦伦蒂诺·佩拉里尼
Walter Molea,瓦尔特·莫莱亚
Thomas Fabbiano,托馬斯·法比亞諾
Antonio Donnarumma,安東尼奧·多納魯馬
Anna Maria Alberghetti,安娜·玛丽亚·阿尔伯盖蒂
William Negri,威廉·内格里
Anna Maria Toso,安娜·玛丽亚·托索
Antonino Caltabiano,安东尼诺·卡尔塔比亚诺
Antonio Albanese (schermidore),安东尼奥·阿尔巴内塞
Federico Barba,費德里科·巴爾達
Valentina Turisini,瓦伦蒂娜·图里西尼
Viviana Ballabio,维维安娜·巴拉比奥
Fernando Cavallini,费尔南多·卡瓦利尼
Wladimiro Calarese,弗拉迪米罗·卡拉雷塞
Valerio Verre,瓦萊里奧·瓦雷
Wanda Sandon,万达·桑东
Angelo Esposito,安傑羅·埃斯波西托
Angela Marino,安杰拉·马里诺
Vasco Regini,瓦斯科·雷吉尼
Valerio Amoroso,瓦萊里奥·阿莫羅索
Filippo Mannucci,菲利波·曼努奇
Luigi Sepe,路易吉·塞皮
Luigi Cuomo,路易吉·科莫
Luca Vanni,盧卡·瓦尼
Michela Moioli,米凯拉·莫约利
Arcangelo Pinelli,阿尔坎杰洛·皮内利
Luca Ceppitelli,盧卡·塞皮特利
Vincenzo Esposito (cestista),温琴佐·埃斯波西托
Vincenzo Ferdinandi,文森佐·費迪南迪
Vincenzo Ferrera,文森佐·费雷拉
Matteo Guarise,马泰奥·加里斯
Frank Chamizo,弗兰克·查米索
Vincenzo D'Angelo (pallanuotista),温琴佐·丹杰洛
Francesco Zampano,法蘭西斯高·贊潘奴
Gianni Averaimo,詹尼·阿韦拉伊莫
Gianmario Comi,吉安馬里奥·科米
Gian Marco Ferrari,吉安·馬可·法拉利
Gianluca Lapadula,詹卢卡·拉帕杜拉
Riccardo Piscitelli,里卡多·皮斯西特拉
Martino Goretti,马蒂诺·戈雷蒂
Mario Milano (wrestler),馬蘭奴
Marcello Trotta,馬塞洛·特羅塔
Simone Verdi,西蒙尼·維爾迪
Bryan Cristante,布莱恩·克里斯坦特
Marcella Hazan,玛塞拉·哈赞
Carola Mangiarotti,卡萝拉·曼贾罗蒂
Angelo Vanzin,安杰洛·万津
Susanna Batazzi,苏珊娜·巴塔齐
George Fabio Biagi,喬治·比亞吉
Charlène Guignard,沙莱娜·吉尼亚尔
Riccardo Improta,里卡多·因普羅塔
Marco Innocenti (tiratore),马尔科·因诺琴蒂
Marco Fossati,馬爾科·恩齊奧·弗萨蒂
Marco Silvestri,馬爾科·西爾維斯特里
Marco Sportiello,馬爾科·斯波爾蒂耶洛
Maria Scutti,玛丽亚·斯库蒂
Cristiano Piccini,克里斯蒂亞諾·皮奇尼
Massimiliano Busellato,馬西米利亞諾·布切拉托
Rosetta Cattaneo,羅塞塔·卡塔內奧
Matteo Bianchetti,馬特奧·比安凱蒂
Roberto Inglese,罗伯托·因格莱塞
Daniele Baselli,達尼埃萊·巴塞利
Dario Del Fabro,達里奥·德爾法布羅
Giovanni Schillaci,乔瓦尼·斯基拉奇
Matteo Politano,馬泰奧·波利塔諾
Russell Bufalino,羅素·布法利諾
Salvatore Molina,薩爾瓦托·摩利納
Livio La Padula,利维奥·拉帕杜拉
Davide Adorni,戴維·阿多尼
Davide Zappacosta,達維德·扎帕科斯塔
Giuseppina Bersani,朱塞平娜·贝尔萨尼
Federico Ceccherini,费代里科·切凯里尼
Michele Monti,米凯莱·蒙蒂
Simone Colombi,西蒙尼·科倫比
Omar Visintin,奧馬爾·維辛廷
Mario Paonessa,马里奥·保内萨
Doriana Pigliapoco,多里亚娜·皮利亚波科
Jacopo Dezi,雅科波·德齊
Stefano Sabelli,史提芬·沙貝利
Simone Fontecchio,西莫内·丰泰基奥
Hachim Mastour,哈基姆·马斯图尔
Diego Falcinelli,迭戈·法尔奇内利
Reka Der-Cipriani,德尔·雷卡·奇普里亚尼
Amedeo Fani,阿梅迪奥·法尼
Luca Garri,卢卡·加里
Simone Corazza,西蒙尼·科拉扎
Stefano Beltrame (calciatore),斯特法諾·貝爾特拉梅
Tullio Moneta,图利奥·莫内塔
Tommaso Iannone,托馬索·伊恩朗尼
Andrea Antonelli,安德烈亞·安東內利
Linda Cerruti,琳达·切鲁蒂
Diego Laxalt,迭戈·拉克索爾特
Emerson Palmieri,埃莫森·帕爾米耶里
Rodrigo de Paul,羅德里戈·迪·保羅
Arturo Licata,阿圖羅·里卡沓
Rubén Botta,鲁本·博塔
Niccolò Mornati,尼科洛·莫尔纳蒂
Nicola Bellomo (calciatore),尼古拉·貝洛莫
Nicola Murru,尼古拉·穆魯
Leonardo Gatto,萊昂納多·加托
Pinocchio,匹诺曹
Salvatore Fisichella (tenore),薩爾瓦托雷·費斯切拉
Antonio Giovinazzi,安東尼奧·焦維納齊
Achille Gavoglio,阿基莱·加沃利奥
Dylan Sprouse,迪倫·斯普羅斯
Raffaele Di Gennaro,拉斐爾·迪詹納羅
Vincenzo Abbagnale,温琴佐·阿巴尼亚莱
Giovanni Di Lorenzo (calciatore),吉奧瓦尼·迪洛倫佐
Simone Scuffet,西蒙尼·斯库菲特
Leonardo Spinazzola,莱昂纳多·斯皮纳佐拉
Bruno Amadio,喬瓦尼·布拉格林
Valentina Nappi,瓦倫蒂娜·納皮
Luca Vettori,盧卡·維托里
Stefano Sturaro,斯特法諾·斯圖拉羅
Cécile Kyenge,西西莉·坎基
Chiara Ferragni,琪亞拉·法拉格尼
Domenico Bartoli (giornalista),多米尼科·巴尔托利
Marco Spissu,马尔科·斯皮苏
Pietro Ruta,彼得罗·鲁塔
Pietro Tacchi Venturi,彼得罗·塔奇·文丘里
Erika Bello,埃丽卡·贝洛
Franco Benedetti,佛朗哥·贝内代蒂
Emanuele Liuzzi,埃马努埃莱·柳齐
Francesco Fossi,弗朗切斯科·福西
Alessia Afi Dipol,阿莱西娅·迪波尔
Cristina Chirichella,克里斯蒂娜·基里切拉
Marco Cecchinato,馬爾科·切基納托
Vincenzo Capelli (canottiere),温琴佐·卡佩利
Simone Anzani,西蒙尼·安扎尼
Günther Steiner,京特·施泰納
Romolo Calabrese,羅慕洛·卡拉貝斯
José Mauri,何塞·毛里
Francesco Fedato,弗蘭切斯科·費達托
Luca Martinelli (calciatore),盧卡·馬丁內利
Vittorio Podestà,维托里奥·波德斯塔
Alessio Cragno,阿萊西奥·克拉尼奥
Federico Ricci (calciatore),费德里科·里奇
Francesco Bagnaia,弗朗切斯科·巴尼亚亚
Federico Di Francesco,費德里科·迪弗朗切斯科
Leonardo Sarto,萊昂納多·薩托
Leonardo Pavoletti,萊昂納多·帕沃雷蒂
Alberto Cerri,阿爾貝托·切里
Michele Campagnaro,邁克·坎帕尼亞羅
Tommaso Allan,托馬索·阿蘭
Daniele Rugani,達尼埃萊·盧加尼
Thomas Beretta,托馬斯·貝雷塔
Salvatore Rossini,萨尔瓦托雷·罗西尼
Matteo Piano,馬特奧·皮亞諾
Domenico Montrone,多梅尼科·蒙特罗内
Patrizio Stronati,帕特里奇奥·斯特羅納蒂
Mihai Bobocica,米哈伊·博博奇卡
Daniele Mazzone,達尼埃萊·馬佐內
Antonio Vicino,安东尼奥·维奇诺
Roberto Gagliardini,羅伯托·加利亞迪尼
Cristina Sciolla,克里斯蒂娜·肖拉
Federico Mattiello,费德里科·马蒂耶洛
Federico Bernardeschi,費德里科·貝納德斯奇
Armando Izzo (calciatore),阿曼多·伊佐
Marco Fuser,馬爾科·福塞
Andrea Manici,安德烈·曼尼奇
Filippo Ambrosini,菲利波·安布罗西尼
Antonietta Baistrocchi,安东涅塔·巴伊斯特罗基
Andrea Magrassi,安德烈亞·馬格拉斯
Guendalina Sartori,古恩达利娜·萨尔托里
Agostino Camigliano,阿戈斯蒂諾·卡米利亞諾
Alfredo Pochettino,阿尔费雷多·波凯蒂诺
Niccolò Belloni,尼科洛·貝洛尼
Luigi Di Maio,路易吉·迪马约
Stefano Tonut,斯特凡诺·托努特
Amedeo Della Valle,阿梅代奧·德拉瓦萊
Michele Ruzzier,邁克·魯治爾
Maria Elena Boschi,瑪麗亞·博斯基
Gabriel Boschilia,加比爾·保治利亞
Orietta Grossi,奥列塔·格罗西
Luca Bittante,盧卡·比坦特
Mariangela Piancastelli,玛丽安杰拉·皮安卡斯泰利
Leonardo Capezzi,萊昂納多·卡佩齊
Lisa Vittozzi,莉萨·维托齐
Manuel Pucciarelli,曼努埃爾·佩斯亞利尼
Piero Codia,皮耶羅·科迪亞
Danilo Cataldi,達尼洛·卡塔爾迪
Lorenzo Rosseti,瓦列里奧·羅塞蒂
Camilla Patriarca,卡米拉·帕特里亚尔卡
Emanuela Silimbani,埃马努埃拉·西林巴尼
Liam Bertazzo,利亚姆·贝尔塔佐
Marinella Draghetti,马里内拉·德拉盖蒂
Achraf Lazaar,阿舒拉夫·拉沙亞
Andrea Giovannini,安德烈亚·焦万尼尼
Silvana Sconciafurno,西尔瓦娜·斯孔恰富尔诺
Luigi Brugnaro,路易吉·布鲁尼亚罗
Lia Quartapelle,莉亞·夸爾塔佩雷
Federico Bonazzoli,费德里科·博纳佐利
Costanza Ferro,科斯坦扎·费罗
Marco Mattiacci,马可·马蒂亚奇
Nunzia Serradimigni,农齐亚塔·塞拉迪米尼
Laura Teani,劳拉·泰亚尼
Alessandro Velotto,亚历山德罗·韦洛托
Myriam Sylla,米莉安·塞拉
Alessia Russo (ginnasta),阿莱西娅·鲁索
Vittorio Parigini,維托里奥·帕里吉尼
Stefano Napolitano,斯泰法諾·納波利塔諾
Maria Rosa Candido,玛丽亚·罗莎·坎迪多
Alex Ferrari,阿萊克斯·費拉里
Accursio Bentivegna,阿庫爾西·本蒂韋尼亞
Rosanna Vergnano,罗莎娜·韦尔尼亚诺
Matteo Donati,馬特奧·多納蒂
Luca Mazzitelli,盧卡·馬齊特利
Arianna Castiglioni,阿里安娜·卡斯蒂廖尼
Luca Rizzo,盧卡·里佐
Renato Paratore,雷纳托·帕拉托雷
Salvatore Garau,萨尔瓦多·加罗
Maurizio Malvestiti,毛里齊奧·馬爾韋斯蒂蒂
Luca Parlato,卢卡·帕拉托
Roberta Faccin,罗伯塔·法钦
Eugene Scalia,尤金·斯卡利亚
Antonio Barreca,安東尼奧·巴雷卡
Pierpaolo Frattini,皮耶尔保罗·弗拉蒂尼
Mattia Aramu,馬蒂亞·阿拉姆
Luca Lezzerini,盧卡·萊切里尼
Pierluigi Gollini,皮爾路易吉·戈利尼
Sofia Lodi,索菲娅·洛迪
Michaël Bodegas,米夏埃尔·博德加斯
Matteo Rizzo,马泰奥·里佐
Antonio Vittorioso,安东尼奥·维托廖索
Rossella Gregorio,萝塞拉·格雷戈里奥
Mattia Caldara,馬蒂亞·卡戴拉
Marco Pinato,馬爾科·皮納托
Rolando Mandragora,羅蘭多·曼德拉格拉
Luca Maestri,卢卡·梅斯特里
Simone Ragusi,西蒙尼·拉古齊
Carlo Biotti,卡洛·比奥蒂
Tommaso Dotti,托馬索·多蒂
Umberto Borsò,翁贝托·博尔索
Daniele Verde,丹尼爾·維爾德
Niccolò Macii,尼科洛·马奇
Martina Batini,马丁娜·巴蒂尼
Stefano Oppo,斯特凡诺·奥波
Enrico Berrè,恩里科·贝雷
Fausto Desalu,埃塞奥萨·德萨卢
Enrico Garozzo,恩里科·加罗佐
Alberto Cirio,阿尔贝托·奇里奥
Vincenzo Renzuto Iodice,温琴佐·伦祖托
Giulio Bisegni,吉歐里奧·比塞尼
Edoardo Goldaniga,埃杜爾多·格爾達尼加
Francesca Deidda,弗兰切斯卡·戴达
Beatrice Callegari,贝亚特里切·卡莱加里
Giampaolo Ricci,詹保罗·里奇
Gianni Moscon,詹尼·莫斯孔
Kevin Lasagna,凱文·拉薩尼亞
Maurizio Arrivabene,毛里齐奥·阿里瓦贝内
Daniele Garozzo,達尼埃萊·加羅佐
Luca Curatoli,卢卡·库拉托利
Angelica Moratelli,安杰莉卡·莫拉泰利
Simona Quadarella,西蒙娜·夸达雷拉
Marco Barbini,馬爾科·巴爾比尼
Arianna Garibotti,阿里安娜·加里博蒂
Michele Caccavale,米凯莱·卡卡瓦莱
Simone Giannelli,西莫内·詹内利
Simone Consonni,西莫内·孔松尼
Michele Scartezzini,米凯莱·斯卡尔泰齐尼
Matilda Lutz,瑪蒂爾達·魯茨
Carlo Tavecchio,卡洛·塔韦基奥
Ivan Provedel,伊萬·普羅維德爾
Santo Condorelli,桑托·孔多雷利
Carlo Bazzi (artista),卡罗·巴齐
Mario Bardi,马里奥·巴尔迪
Simone Resta,西蒙尼·雷斯塔
Vincenzo Dolce,温琴佐·多尔切
Ettore Gliozzi,埃托雷·格利奥齊
Paolo Pittino,保罗·皮蒂诺
Jasmine Paolini,贾斯明·保利尼
Matteo Ricci (calciatore),馬特奧·里奇
Alessia Maurelli,阿莱西娅·毛雷利
Alberto Grassi,阿爾貝托·格拉西
Andrea Fulignati,安德烈亞·弗里格納蒂
Michele Somma,米歇爾·索馬
Alessio Foconi,阿莱西奥·福科尼
Giovanni Battista Rabino,乔凡尼·巴蒂斯塔·拉比诺
Claudio Di Coste,克劳迪奥·迪科斯特
Giorgia Bordignon,焦尔贾·博尔迪尼翁
Franco Cervi,佛朗哥·塞爾維
Giovani Lo Celso,吉奥瓦尼·洛塞尔索
Monica Graziana Contrafatto,莫妮卡·孔特拉法托
Dado Coletti,达多·科莱蒂
Massimo Stano,馬西莫·斯塔諾
Alex Meret,阿列克斯·梅雷特
Davide Pascolo,戴維德·帕斯卡羅
Gianluigi Donnarumma,基安盧基·當拿隆馬
Simone Sabbioni,西莫内·萨比奥尼
Davide Calabria,大衛·卡拿比亞
Andrea Conti (calciatore 1994),安德烈·孔蒂
Giovanni Tocci,乔瓦尼·托奇
Mattia Binotto,马蒂亚·比诺托
Marco Di Costanzo (canottiere),马尔科·迪科斯坦佐
Matteo Lodo,马泰奥·洛多
Matteo Castaldo,马泰奥·卡斯塔尔多
Matteo Pessina,马泰奥·佩西纳
Filippo Ganna,菲利波·甘纳
Angelo De Donatis,安傑洛·德多納蒂斯
Luigi Arisio,路易吉·阿里西奥
Francesco Vicari,弗朗塞斯克·韋卡里
Nicolò Barella,尼科洛·巴雷拉
Andrea Nencini,安德烈亚·南奇尼
Andrea Nannini,安德烈亚·南尼尼
Wladimiro Falcone,弗拉迪米罗·法尔科内
Alessia Arisi,阿莱西娅·阿里西
Gabriele Cimini,加布里埃莱·奇米尼
Diana Bacosi,迪亚娜·巴科西
Riccardo Filippelli,里卡多·菲利佩里
Silvana Stanco,席爾瓦娜·史坦科
Nicholas Presciutti,尼古拉斯·普雷休蒂
Alessia Cara,艾莉希亞·卡拉
Lorenzo Pellegrini,洛倫佐·佩萊格里尼
Paola Egonu,宝拉·艾格努
Gonzalo Echenique,贡萨洛·埃切尼克
Carlotta Zofkova,卡洛塔·佐夫科娃
Leonardo Cesar Jardim,莱奥·雅尔丁
Anna Danesi,安娜·达尼西
Francesca Pomeri,弗兰切斯卡·波梅里
David Pasqualucci,戴维·帕斯夸卢奇
Stefano Sensi,斯特法諾·森西
Irma Testa,伊尔玛·泰斯塔
Federico Dimarco,费德里科·迪马尔科
Alice Volpi,阿莉切·沃尔皮
Odette Giuffrida,奥黛特·朱弗里达
Mattia Vitale,維泰利
Martina Centofanti,马丁娜·琴托凡蒂
Arianna Perilli,阿里安娜·佩里利
Luca Mazzone,卢卡·马佐内
Marco Tumminello,馬高·天米路
Nicola Tumolero,尼古拉·图莫莱罗
Alessia Orro,阿莱西娅·奥罗
Irene Franchini,伊雷妮·弗兰基尼
Pietro Boselli,皮埃特羅·博塞利
Ofelia Malinov,欧菲莉亚·马里诺夫
Agnelli (famiglia),阿涅利家族
Chiara Tabani,基娅拉·塔巴尼
Gino Pasqualotto,吉诺·帕斯夸洛托
Andrea Favilli,安德烈·法維利
Mattia Camboni,马蒂亚·坎博尼
Andrea Micheletti,安德烈亚·米凯莱蒂
Gabriele Rossetti (tiratore),加布里埃莱·罗塞蒂
Gianluca Scamacca,詹盧卡·斯卡馬卡
Margherita Panziera,玛格丽塔·潘齐耶拉
Enrico D'Aniello,恩里科·达尼埃洛
Garibaldo Nizzola,加里巴尔多·尼佐拉
Carlo Canna,卡羅·卡納
Amos Mosaner,阿莫斯·莫萨纳
Massimiliano Mondello,马西米利亚诺·蒙代洛
Sergio Rossi (designer),塞爾焦·羅西
Roberto Crivello,R.施利華路
Abraham Conyedo,阿夫拉姆·孔涅多
Giulia Ghiretti,朱莉娅·吉雷蒂
Giuseppe Pezzella,朱塞佩·佩澤拉
Salvatore Farina (generale),萨尔瓦多莱·法利纳·(将军)
Martina Alzini,马丁娜·阿尔齐尼
Virginia Raggi,維吉尼亞·拉吉
Claudia Mandia,克劳迪娅·曼迪亚
Vittoria Ceretti,維多利亞·伽里蒂
Gabriele Roberto,加布里埃莱·罗伯托
Francesco Lamon,弗朗西斯科·拉蒙
Stefano Sottile,斯特凡诺·索蒂莱
Manfredi Rizza,曼弗雷迪·里扎
Giorgio Minisini,乔治·米尼西尼
Giovanni Abagnale,乔瓦尼·阿巴尼亚莱
Ester Palmesino,埃丝特·帕尔墨兹诺
Luca Pizzini,盧卡·皮齊尼
Marta Cavalli,玛尔塔·卡瓦利
Mirko Zanni,米尔科·赞尼
Martina Trevisan,玛蒂娜·特雷维桑
Valentina Rodini,瓦伦蒂娜·罗迪尼
Andrea Santarelli,安德烈亚·桑塔雷利
Alexandra Agiurgiuculese,亚历山德拉·阿久尔久库莱塞
Anna Costalunga,安娜·科斯塔伦加
Federico Chiesa,費德里科·奇薩
Davide Biraschi,戴維德·比拉奇
Alessandro Bastoni,亞歷山德羅·巴斯東尼
Monica Bastiani,莫妮卡·巴斯蒂亚尼
Will Artino,阿提諾
Luca Furbatto,卢卡·弗巴托
Stefania Salvemini,斯特凡尼娅·萨尔韦米尼
Marco Lodadio,马尔科·洛达迪奥
Filippo Tortu,菲利波·托尔图
Giada Rossi,贾达·罗西
Antonino Pizzolato,安东尼诺·皮佐拉托
Nicola Bartolini,尼古拉·巴尔托利尼
Elisa Balsamo,埃莉萨·巴尔萨莫
Ugo Crescenzi,优格·克雷申齐
Riccardo Orsolini,里卡多·奧索利尼
Davide Ghiotto,達維德·吉奧托
Manuel Locatelli,曼努埃尔·洛卡特利
Fabio Basile,法比奥·巴西莱
Elios Manzi,埃廖斯·曼齐
Moise Kean,莫伊塞·基恩
Danilo Fraquelli,达尼洛·弗拉奎利
Niccolò Mannion,尼科·曼尼恩
Letizia Paternoster,莱蒂齐娅·帕特诺斯特
Kevin Bonifazi,凱文·博尼法齊
Marcell Jacobs,馬塞爾·雅各布斯
Domenico Tedesco,多梅尼科·特德斯科
Adalberto Giazotto,阿达尔贝托·贾佐托
Rebecca Ghilardi,丽贝卡·吉拉尔迪
Daniel Grassl,达尼埃尔·格拉斯尔
Rachele Barbieri,拉凯莱·巴尔别里
Nicolò Zaniolo,尼古洛·扎尼奥洛
Andrea Pinamonti,安德雷亞·皮納蒙蒂
Lorenzo Sonego,洛倫佐·索內戈
Gianluca Mancini,吉安盧卡·曼奇尼
Lucilla Boari,露西拉·博阿里
Mattia Zaccagni,馬蒂亞·扎卡尼
Viviana Bottaro,维维安娜·博塔罗
Francesco Bocciardo,弗朗切斯科·博恰尔多
Vincenzo Boni,温琴佐·博尼
Marco Fichera,马尔科·菲凯拉
Ruggero Tita,鲁杰罗·蒂塔
Luigi Chinazzo,路易吉·基纳佐
Loreta Gulotta,洛蕾塔·古洛塔
Sara Franceschi,萨拉·弗兰切斯基
Giovanni Achenza,乔瓦尼·阿肯扎
Fabio Cavallucci,法比奥·卡瓦卢奇
Matilda De Angelis,瑪蒂爾達·德·安傑利斯
Zaynab Dosso,扎伊纳布·多索
Milena Baldassarri,米莱娜·巴尔达萨里
Stefano Postiglione,斯特凡诺·波斯蒂廖内
Nicolò Martinenghi,尼古洛·马丁嫩吉
Manuel Lazzari,曼努埃爾·拉扎里
Michele Malfatti,米凯莱·马尔法蒂
Chiara Consonni,基娅拉·孔松尼
Paolo Cecchetto,保罗·切凯托
Pietro Pellegri,皮埃特罗·佩莱格里
Alice Pagani,愛麗絲·帕加尼
Tatiana Andreoli,塔蒂亚娜·安德烈奥利
Alessandro Plizzari,亚历山德罗·普利扎里
Patrick Cutrone,帕特里克·库特罗内
Chiara Pellacani,基娅拉·佩拉卡尼
Luiz Felipe Ramos Marchi,路易斯·菲利佩·(足球員)
Riccardo Sbertoli,里卡尔多·斯贝尔托利
Matteo Gabbia,马泰奥·加比亚
Martina Criscio,马丁娜·克里肖
Felipe Drugovich,费利佩·德鲁戈维奇
Siciliani,西西里人
Jordan Bardella,若尔丹·巴尔代拉
Vito Dell'Aquila,维托·德拉奎拉
Andrea Vavassori,安德烈亚·瓦瓦索里
Stefano Gori,斯蒂法诺·吉奥
Matteo Berrettini,馬泰奧·貝雷蒂尼
Laura Rogora,蘿拉·羅戈拉
Piero Sfiligoi,皮耶罗·斯菲利戈伊
Leone Barbaro,莱昂内·巴尔巴罗
Alberto Magliozzi,阿尔贝托·马格里奥齐
Alessandro Pajola,亚历山德罗·帕约拉
Gualtiero Galmanini,瓜尔蒂耶罗·加尔马尼尼
Maria Giuseppa Robucci,瑪麗亞·朱塞帕·羅布奇
Mario Acchini,马里奥·阿基尼
Paolo Di Girolamo,保罗·迪吉罗拉莫
Francesco Schisano,弗朗切斯科·斯基萨诺
Ezio Acchini,埃齐奥·阿基尼
Vincenzo Serpico,温琴佐·塞尔皮科
Simone Molteni,西莫内·莫尔泰尼
Guglielmo Vicario,古列爾莫·維卡里奧
Giacomo Gentili,贾科莫·真蒂利
Andrea Panizza,安德烈亚·帕尼扎
Michele Geraci (economista),迈克·杰拉奇
Antonio Fantin,安东尼奥·凡廷
Monica Boggioni,莫妮卡·博焦尼
Gabriel Soares,加布里埃尔·索阿雷斯
Simone Barlaam,西莫内·巴拉姆
Roberto Russo (pallavolista),罗伯托·鲁索
Giorgia Villa,焦尔吉娅·维拉
Valentina Bellè,瓦伦蒂娜·贝莱
Asia D'Amato,阿西娅·达马托
Silvia Parente,西尔维娅·帕伦特
Andrea Cassinelli,安德烈亞·卡西內利
Giuseppe Conte,朱塞佩·孔特
Sandro Tonali,桑德罗·托纳利
Daniele Lavia,达尼埃莱·拉维亚
Gianluca Galassi,詹卢卡·加拉西
Giulio Pinali,朱利奧·皮納利
Elisabetta Cocciaretto,伊丽莎白·科恰雷托
Yuri Romanò,尤里·罗马诺
Leandro Mosca,莱安德罗·莫斯卡
Arianna Bridi,阿里安娜·布里迪
Filippo Megli,菲利波·梅利
