Paris,パリ
Locmaria-Plouzané,ロクマリア＝プルザネ
Alstom,アルストム
Camaret-sur-Mer,カマレ＝シュル＝メール
Telgruc-sur-Mer,テルグリュック＝シュル＝メール
Air Tahiti Nui,エア・タヒチ・ヌイ
Saint-Ségal,サン＝セガル
Paris-Tours,パリ〜ツール
Équipe de France masculine de basket-ball,バスケットボールフランス代表
BNP Paribas,BNPパリバ
Mont-Dore (Puy-de-Dôme),モン＝ドール・(ピュイ＝ド＝ドーム県)
Fresnicourt-le-Dolmen,フレニクール＝ル＝ドルメン
Villefranche-de-Conflent,ヴィルフランシュ＝ド＝コンフラン
Clisson,クリソン
Plounévez-Lochrist,プルネヴェ＝ロクリスト
Bretons,ブルトン人
Union sportive Boulogne Côte d'Opale,USブローニュ
Usson (Puy-de-Dôme),ユソン・(ピュイ＝ド＝ドーム県)
Brennilis,ブレンニリス
Monbazillac,モンバジャック
Équipe cycliste Decathlon AG2R La Mondiale,デカトロン・AG2R・ラ・モンディアル
Areva,オラノ
Palace (hôtel),グランドホテル
Saint-Saturnin (Puy-de-Dôme),サン＝サテュルナン・(ピュイ＝ド＝ドーム県)
Espérance sportive Troyes Aube Champagne,トロワAC
Dune du Pilat,ピラ砂丘
Attentats de mars 2012 en France,ミディ＝ピレネー連続銃撃事件
Tournus,トゥールニュ
Marennes (Charente-Maritime),マレンヌ
Maison de Poitiers-Aquitaine,ポワティエ家
Simple dames des Internationaux de France 2001,2001年全仏オープン女子シングルス
Ville-d'Avray,ヴィル＝ダヴレー
Jardin du Luxembourg,リュクサンブール公園
Fos-sur-Mer,フォス＝シュル＝メール
Arianespace,アリアンスペース
Juifs Mizrahim,ミズラヒム
Géants de processions et de cortèges,巨人と大頭
Guérande,ゲランド
Paradou,パラドゥー
Liste des communes de la Guadeloupe,グアドループのコミューンの一覧
Estaing (Aveyron),エスタン・(アヴェロン県)
Charleval (Bouches-du-Rhône),シャルルヴァル・(ブーシュ＝デュ＝ローヌ県)
Stolpersteine,ストルパーシュタイン
Dexia (banque),デクシア
Guimiliau,ギミリオー
Dom Pérignon (cuvée),ドン・ペリニヨン・(ワイン)
Gaillac,ガヤック
Grand Palais (Paris),グラン・パレ
Îles Gambier,ガンビエ諸島
Daoulas (Finistère),ダウラ
Indre (Loire-Atlantique),アンドル・(ロワール＝アトランティック県)
Longpré-les-Corps-Saints,ロングプレ＝レ＝コール＝サン
Armagnac (eau-de-vie),アルマニャック・(ブランデー)
Équipe de France masculine de handball,ハンドボールフランス代表
Dijon Football Côte-d'Or,ディジョンFCO
Pont de Normandie,ノルマンディー橋
Bourgueil,ブルグイユ
Ayen,アヤン
Saint-Jean-d'Angély,サン＝ジャン＝ダンジェリ
Hachette Livre,アシェット・リーブル
Saint-Louis (Haut-Rhin),サン＝ルイ・(オー＝ラン県)
Plouhinec (Finistère),プルイネック・(フィニステール県)
Vaison-la-Romaine,ヴェゾン＝ラ＝ロメーヌ
La Charité-sur-Loire,ラ・シャリテ＝シュル＝ロワール
Vacqueyras (Vaucluse),ヴァッケラス
Framatome,フラマトム
Sully-sur-Loire,シュリー＝シュル＝ロワール
Ministère de la Culture (France),文化省・(フランス)
Championnat de France de football 1948-1949,ディヴィジオン・ナシヨナル1948-1949
Léon (Landes),レオン・(ランド県)
Grignan-les-adhémar,グリニャン・レ・ザデマール
Luberon (AOC),コート・デュ・リュベロン
Castelnaud-la-Chapelle,カステルノー＝ラ＝シャペル
Tricolore (ballon),トリコロール・(サッカー)
Canton de la Côte Vermeille,コート＝ヴェルメイユ小郡
Thiais,ティエ
Tableau des médailles des Jeux olympiques d'été de 1924,1924年パリオリンピックのメダル受賞数一覧
Bataille de Nancy,ナンシーの戦い
.bl,.bl
Tour de France 1936,ツール・ド・フランス1936
Montmorency (Val-d'Oise),モンモランシー・(ヴァル＝ドワーズ県)
Saint-Paul (La Réunion),サン＝ポール・(レユニオン)
Châteldon,シャテルドン
Font-Romeu-Odeillo-Via,フォン＝ロムー＝オデイヨ＝ヴィア
Fangataufa,ファンガタウファ環礁
Office de radiodiffusion-télévision française,ORTF
Tour de France 1903,ツール・ド・フランス1903
Beaumont (Puy-de-Dôme),ボーモン・(ピュイ＝ド＝ドーム県)
LVMH - Moët Hennessy Louis Vuitton,LVMH
Vouvray (Indre-et-Loire),ヴーヴレ
Roman de Renart,狐物語
Tableau des médailles des Jeux olympiques de 1900,1900年パリオリンピックのメダル受賞数一覧
Tour des Alpes-Maritimes,ツール・デ・ザルプ＝マリティーム・エ・デュ・ヴァール
Laboratoire de Bure,ムーズ・オート＝マルヌ地層研究所
Maison de Talleyrand-Périgord,タレーラン＝ペリゴール家
Bataille de Malplaquet,マルプラケの戦い
Lourmarin,ルールマラン
Trappes,トラップ・(フランス)
Leucate,ルカート
Sancerre,サンセール
Louhans,ルーアン・(ソーヌ＝エ＝ロワール県)
Bonneville (Haute-Savoie),ボンヌヴィル・(オート＝サヴォワ県)
Pécharmant,ペシャルマン
Gérardmer,ジェラールメ
Peugeot 908 (2011),プジョー・908
Corsair International,コルセール・インターナショナル
Carantec,カランテック
Tournoi de tennis de Monte-Carlo,モンテカルロ・マスターズ
Internationaux de France de tennis 1952,1952年全仏選手権・(テニス)
Gare de Neuilly - Porte Maillot,ヌイイ＝ポルト・マイヨ駅
Plongeon aux Jeux olympiques d'été de 1924,1924年パリオリンピックの飛込競技
Université Rennes-II,レンヌ第二大学
Avions de transport régional,ATR・(航空機メーカー)
En avant de Guingamp,EAギャンガン
Sotteville-lès-Rouen,ソットヴィル＝レ＝ルーアン
Beuvron-en-Auge,ブーヴロン＝アン＝オージュ
Métro de Rennes,レンヌ地下鉄
Côte-de-brouilly,コート・ド・ブルイィ
Football Club gueugnonnais,FCグーニョン
Observatoire de Nice,ニース天文台
Brouilly,ブルイィ
Pont-à-Mousson,ポンタ＝ムッソン
Saint-amour (AOC),サン＝タムール
Club de Paris,パリクラブ
Observatoire de Paris,パリ天文台
Barcillonnette,バルシヨネット
Côtes-du-marmandais,コート・デュ・マルマンデ
Racing Club de France,ラシン・クラブ・ド・フランス
Bugarach,ビュガラッシュ
La Bastide-Clairence,ラ・バスティッド＝クレーランス
Sites préhistoriques et grottes ornées de la vallée de la Vézère,ヴェゼール渓谷の先史的景観と装飾洞窟群
Conservatoire national supérieur de musique et de danse de Paris,パリ国立高等音楽・舞踊学校
Tro Bro Leon,トロ・ブロ・レオン
Buzet (AOC),ビュゼ
Vol Turkish Airlines 981,トルコ航空DC-10パリ墜落事故
Sucy-en-Brie,シュシー＝アン＝ブリ
Heurtevent,ウルトヴァン
Maison de Broglie,ブロイ公
Bastille (métro de Paris),バスティーユ駅・(メトロ)
Arrondissement de Nanterre,ナンテール郡
Rillieux-la-Pape,リリュー＝ラ＝パプ
Festival de Cannes 1996,第49回カンヌ国際映画祭
Brives-Charensac,ブリーヴ＝シャランサック
La Garnache,ラ・ガルナシュ
Les Mureaux,レ・ミュロー
Saint-Julien-en-Genevois,サン＝ジュリアン＝アン＝ジュヌヴォワ
Villeparisis,ヴィルパリジ
Rugby Europe,ラグビーヨーロッパ
Vélizy-Villacoublay,ヴェリジー＝ヴィラクブレー
Sainte-Foy-lès-Lyon,サント＝フォワ＝レ＝リヨン
Non-conformistes des années 1930,1930年代の非順応主義者
Listrac-Médoc,リストラック・メドック
Tour de France 1967,ツール・ド・フランス1967
Patinage de vitesse aux Jeux olympiques de 1992,1992年アルベールビルオリンピックのスピードスケート競技
Saint-Julien-Beychevelle,サン＝ジュリアン＝ベイシュヴェル
Aiguèze,エゲーズ
Alcatel-Lucent,アルカテル・ルーセント
Berre-l'Étang,ベール＝レタン
Conques,コンク
La Celle-Saint-Cloud,ラ・セル＝サン＝クルー
Internationaux de France de tennis 1971,1971年全仏オープン
Saint-joseph (AOC),サン・ジョゼフAOC
Affaire du collier de la reine,首飾り事件
Citroën DS,シトロエン・DS
Batterie de Merville,メルヴィル砲台
Stade Raymond-Kopa,スタッド・レイモン・コパ
Belle Époque,ベル・エポック
Sospel,ソスペル
Thalys,タリス
Ministère de la Justice (France),司法省・(フランス)
Club des feuillants,フイヤン派
Jeux paralympiques d'hiver de 1992,1992年アルベールビルパラリンピック
Andrezé,アンドルゼ
Sallertaine,サレルテーヌ
Bosc-Roger-sur-Buchy,ボスク＝ロジェ＝シュル＝ビュシー
Entente florale Europe,花のまちコンクール
Bandol,バンドール
Stade Chaban-Delmas,スタッド・シャバン＝デルマス
Cotentin,コタンタン半島
Omaha Beach,オマハ・ビーチ
Maisons-Laffitte,メゾン＝ラフィット
Côtes-de-duras,コート・ド・デュラス
Abbaye de Fontenay,フォントネーのシトー会修道院
Decathlon (entreprise),デカトロン
Herblay-sur-Seine,エルブレ＝シュル＝セーヌ
Lunel,リュネル
Championnat de France de football 1949-1950,ディヴィジオン・ナシヨナル1949-1950
Dombasle-sur-Meurthe,ドンバール＝シュル＝ムルト
Colomiers,コロミエ
Tournoi de tennis de Strasbourg,ストラスブール国際
Sevran,スヴラン
Polo aux Jeux olympiques de 1900,1900年パリオリンピックのポロ競技
Gardanne,ガルダンヌ
Arcueil,アルクイユ
Mirepoix (Ariège),ミルポワ・(アリエージュ県)
Prix de la mise en scène du Festival de Cannes,カンヌ国際映画祭・監督賞
Agence de l'Union européenne pour les chemins de fer,欧州鉄道機関
Nontron,ノントロン
Union sportive Orléans Loiret football,USオルレアン・ロワレ
Simple dames des Internationaux de France 2012,2012年全仏オープン女子シングルス
Gardes suisses (France),ギャルド・スイス
Loc-Eguiner,ロック＝エギネール
Baccarat,バカラ・(ムルト＝エ＝モゼル県)
Tour méditerranéen cycliste professionnel,ツール・メディテラネアン
Festival de Cannes 2011,第64回カンヌ国際映画祭
Épuration à la Libération en France,エピュラシオン
Moruroa,ムルロア環礁
Viva World Cup,VIVAワールドカップ
Dol-de-Bretagne,ドル＝ド＝ブルターニュ
Longwy,ロンウィ
Arzano (Finistère),アルザノ
Loudéac,ルデアック
Légende de la Belle Maguelone,ティークのマゲローネによるロマンス
Agence pour l'énergie nucléaire,経済協力開発機構原子力機関
Union internationale des chemins de fer,国際鉄道連合
Brussels Cycling Classic,ブリュッセル・サイクリング・クラシック
Saint-Laurent-du-Maroni,サン＝ローラン＝デュ＝マロニ
Villeneuve-Loubet,ヴィルヌーヴ＝ルベ
Yerres,イエール・(エソンヌ県)
Noisy-le-Sec,ノワジー＝ル＝セック
Argentat,アルジャンタ
Sainte-Foy-la-Grande,サント＝フォワ＝ラ＝グランド
Col Agnel,アニェル峠
Route européenne 7,E07号線
Sceaux (Hauts-de-Seine),ソー・(オー＝ド＝セーヌ県)
Arutua (atoll),アルトゥア環礁
Cervières (Loire),セルヴィエール・(ロワール県)
Gare de Marseille-Saint-Charles,マルセイユ・サン・シャルル駅
Cité de Carcassonne,歴史的城塞都市カルカソンヌ
Transilien,トランシリアン
Champeix,シャンペイ
Nouvion,ヌヴィオン
Col du Somport,ソンポルト峠
Château d'Amboise,アンボワーズ城
Plaisir (Yvelines),プレジール・(イヴリーヌ県)
Tour d'Italie 2002,ジロ・デ・イタリア・2002
Romainville,ロマンヴィル
La Chapelle-Saint-Géraud,ラ・シャペル＝サン＝ジェロー
Tour de France 1919,ツール・ド・フランス1919
Congrès pour la liberté de la culture,文化自由会議
Révocation de l'édit de Nantes,フォンテーヌブローの勅令
Mont Orohena,オロヘナ山
Paris-Tours 2008,パリ〜ツール2008
Conservatoire national des arts et métiers,フランス国立工芸院
Orsay,オルセー
Metz-le-Comte,メス＝ル＝コント
Place Charles-de-Gaulle,シャルル・ド・ゴール広場
Centrale nucléaire de Flamanville,フラマンヴィル原子力発電所
Jouy-en-Josas,ジュイ＝アン＝ジョザス
Conservatoire américain de Fontainebleau,アメリカ音楽院
Aéroport de Toulouse-Blagnac,トゥールーズ・ブラニャック空港
Amaury Sport Organisation,アモリ・スポル・オルガニザシオン
Pont Alexandre-III,アレクサンドル3世橋
Jeux mondiaux en salle 1985,1985年世界室内陸上競技大会
Tome des Bauges,トム・デ・ボージュ
Lampaul-Ploudalmézeau,ランポール＝プルダルメゾー
Île des Faisans,フェザント島
La Poste (entreprise française),フランス郵政公社
France 2,フランス2
Gare de Toulouse-Matabiau,トゥールーズ・マタビオ駅
Pouilly-fuissé,プイィ・フュイッセ
Labeaume (Ardèche),ラボーム
Institut Pasteur,パスツール研究所
Plogoff,プロゴフ
Drapeau de La Réunion,レユニオンの旗
Costières-de-nîmes,コスティエール・ド・ニーム
Pont de la Tournelle,トゥールネル橋
Racing Club de Cannes,RCカンヌ
Saulieu,ソーリュー
Sauternes (Gironde),ソーテルヌ
Murat-sur-Vèbre,ミュラ＝シュル＝ヴェブル
Quatre Jours de Dunkerque,ダンケルク4日間レース
Grotte Chauvet,ショーヴェ洞窟
Limay,リメー
Oye-Plage,オワ＝プラージュ
Tour de France 1935,ツール・ド・フランス1935
Champdeniers,シャンドニエ＝サン＝ドニ
Tour de France 1982,ツール・ド・フランス1982
La Roche-Canillac,ラ・ロッシュ＝カニヤック
La Roche-Posay,ラ・ロッシュ＝ポゼ
Championnat de France de football 1954-1955,ディヴィジオン・ナシヨナル1954-1955
Arpajon-sur-Cère,アルパジョン＝シュル＝セール
Tubuai,トゥブアイ島
Place du Tertre,テルトル広場
Championnat de France de football 1973-1974,ディヴィジオン・アン1973-1974
Lavaur (Tarn),ラヴォール・(タルヌ県)
Arrondissement de Boulogne-Billancourt,ブローニュ＝ビヤンクール郡
Festival de Cannes 1963,第16回カンヌ国際映画祭
Stade de la Meinau,スタッド・ドゥ・ラ・メノ
Cast (Finistère),カスト・(フランス)
Bohars,ボアール
Air Moorea,エア・モーレア
Groupe Ionis,IONIS教育グループ
Mornas,モルナス
Internationaux de France de tennis 1927,1927年全仏選手権・(テニス)
Léaupartie,レオパルティ
Lamotte-du-Rhône,ラモット＝デュ＝ローヌ
Siège d'Orléans (1428-1429),オルレアン包囲戦
Grande mosquée de Paris,グランド・モスケ・ド・パリ
Plonévez-Porzay,プロネヴェ＝ポルゼ
