党委书记,党委員会の責任者
西藏南路站,西蔵南路駅
蓝村路站,藍村路駅
松江新城站,松江新城駅
浦东国际机场站,浦東国際機場駅
百花齐放、百家争鸣,百花斉放百家争鳴
北塘区,北塘区
北庭故城遗址,ビシュバリク
北屯市,北屯市
龙山县,龍山県
三星堆遺址,三星堆遺跡
天河体育中心,天河体育中心体育場
长沙市,長沙市
南雄市,南雄市
黎语,リー語
中國－巴基斯坦邊界,中国＝パキスタン国境
商洛市,商洛市
武漢世界貿易大廈,武漢世界貿易センター
东方市,東方市
澳門新葡京酒店,グランドリスボア
兰陵县,蘭陵県
仓山区,倉山区
苍溪县,蒼渓県
国立西南联合大学,国立西南聯合大学
汾阳市,汾陽市
洛浦县,ロプ県
乃堆拉山口,ナトゥ・ラ峠
平遥古城,平遥古城
果洲群島,果洲群島
呼图壁县,フトビ県
庐山会议,廬山会議
巴马瑶族自治县,巴馬ヤオ族自治県
红山区,紅山区
佛冈县,仏岡県
京哈高速公路,京哈高速道路
小河墓地,小河墓地
汀九橋,汀九橋
北京地鐵八通線,北京地下鉄八通線
苏州高新技术产业开发区,蘇州高新技術産業開発区
廣東道,広東道
南昌站,南昌駅
寶蓮禪寺,宝蓮禅寺
中北大学,中北大学
南乐县,南楽県
内蒙古科技大学,内モンゴル科学技術大学
2012年环北京自行车赛,ツアー・オブ・北京2012
中国共产党中央书记处,中国共産党中央書記処
中华人民共和国国务院副总理,国務院副総理
北回归线,北回帰線
2008年夏季奧林匹克運動會比賽場館列表,2008年北京オリンピックの競技会場
火焰山,火焔山
海北藏族自治州,海北チベット族自治州
深圳證券交易所,深圳証券取引所
沁水县,沁水県
元宝山区,元宝山区
广水市,広水市
湖滨区,湖浜区
京津城际铁路,京津都市間鉄道
佛坪县,仏坪県
娄山关路站,婁山関路駅
威宁路站,威寧路駅
淞虹路站,淞虹路駅
灵岩南路站,霊岩南路駅
北新泾站,北新涇駅
世纪公园站,世紀公園駅
汤阴县,湯陰県
厦门高崎国际机场,廈門高崎国際空港
木里藏族自治县,ムリ・チベット族自治県
2009年中国大奖赛,2009年中国グランプリ
横断山脉,横断山脈
巴中市,巴中市
中山大学,中山大学
中华人民共和国国家标准,中華人民共和国国家標準
自治旗,自治旗
重庆大学,重慶大学
中華人民共和國法律,中華人民共和国法
蒙古高原草原-內蒙古草原-东北草原,モンゴル・満洲草原
铜川市,銅川市
延安市,延安市
宝鸡市,宝鶏市
麻山区,麻山区
澳門甲組足球聯賽,マカオサッカーリーグファーストディビジョン
2008年夏季奧林匹克運動會男子100米自由泳比賽,2008年北京オリンピックの競泳競技・男子100m自由形
长白山脈,長白山脈
椒江区,椒江区
望花区,望花区
中华人民共和国政府,中華人民共和国政府
东西湖区,東西湖区
2008年中国大奖赛,2008年中国グランプリ
府谷县,府谷県
道真仡佬族苗族自治县,道真コーラオ族ミャオ族自治県
澄迈县,澄邁県
湘江,湘江
嘉绒语,ギャロン語
武汉理工大学,武漢理工大学
四姑娘山,四姑娘山
南丫島,ラマ島
中国围棋天元战,中国囲棋天元戦
九龍江,九龍江
甘丹寺,ガンデン寺
磁州窑,磁州窯
张华浜站,張華浜駅
中华人民共和国财政部,中華人民共和国財政部
中华人民共和国交通运输部,中華人民共和国交通運輸部
中华人民共和国司法部,中華人民共和国司法部
中国葡萄酒,中国のワイン
西北工业大学,西北工業大学
中國人民解放軍駐香港部隊,人民解放軍駐香港部隊
燕山大学,燕山大学
安康市,安康市
青铜峡市,青銅峡市
廣深鐵路,広深線
2008年夏季奧林匹克運動會自行車比賽－女子越野賽,2008年北京オリンピックの自転車競技・MTB女子クロスカントリー
2008年夏季奧林匹克運動會自行車比賽－男子越野賽,2008年北京オリンピックの自転車競技・MTB男子クロスカントリー
金沙江,金沙江
港城路站,港城路駅
曲阜的孔庙、孔林、孔府,三孔
京九铁路,京九線
华南,華南
包河区,包河区
晋州市,晋州市
文县,文県
巴宜区,巴宜区
结古寺,ジェグ寺
羊卓雍错,ヤムドク湖
江永县,江永県
先行者,先行者
中国人民解放军国防科技大学,中国人民解放軍国防科学技術大学
中国石化,中国石油化工
苏州话,蘇州
没有共产党就没有新中国,共産党がなければ新しい中国はない
西吉县,西吉県
巴丹吉林沙漠,バダインジャラン砂漠
祁连县,祁連県
繁体字,繁体字
榆林市,楡林市
天津地铁,天津地下鉄
香港航空,香港航空
上海北站,上海北駅
博格达峰,ボゴダ峰
复兴门站,復興門駅
车师,車師
富锦路站,富錦路駅
北京中医药大学,北京中医薬大学
土桥站,土橋駅
四惠東站,四恵東駅
四惠站,四恵駅
苹果园站,苹果園駅
源汇区,源匯区
方正县,方正県
汉中市,漢中市
南宁市,南寧市
涟水县,漣水県
荔枝角,茘枝角
新浪,新浪
2012年夏季殘奧會中國澳門代表團,2012年ロンドンパラリンピックのマカオ選手団
城阳区,城陽区
钓鱼台国宾馆,釣魚台国賓館
中央人民政府和西藏地方政府关于和平解放西藏办法的协议,十七か条協定
215国道,G215国道
汕头大学,汕頭大学
复旦大学上海医学院,上海医科大学
小西灣,小西湾
华南理工大学,華南理工大学
沙田至中環綫,沙田至中環線
前綫,前線
渝北区,渝北区
吳淞鐵路,呉淞鉄道
查干湖,査干湖
中国语言,中華人民共和国の言語
中国篮球协会,中国バスケットボール協会
香港體育館,香港コロシアム
秦淮河,秦淮河
京沈高速公路,京瀋高速道路
中华人民共和国国务委员,国務委員 (中華人民共和国)
河北大学,河北大学
对外经济贸易大学,対外経済貿易大学
昆明市,昆明市
黄山市,黄山市
温岭市,温嶺市
上海交通大学,上海交通大学
中国科学院,中国科学院
习水县,習水県
岢岚县,岢嵐県
齐长城,斉の長城
北京西站,北京西駅
渤海,渤海
曹县,曹県
梅江,梅江
锡伯族,シベ族
觀塘,観塘
如心廣場,ニーナタワー
克木族,コム族
陇南市,隴南市
新野县,新野県
山海关,山海関
青藏高原,チベット高原
广州地铁1号线,広州地下鉄1号線
澳門葡京酒店,ホテル・リスボア
2010年亚洲运动会中国代表团,2010年アジア競技大会中国選手団
2008年中国奶制品污染事件,三鹿粉ミルク汚染事件
松北区,松北区
2006年世界短道游泳锦标赛,2006年世界短水路選手権
天坛大佛,天壇大仏
上海轨道交通10号线,上海軌道交通10号線
全国十大考古新发现,中国十大考古新発見
顺德区,順徳区
历下区,歴下区
中华人民共和国教育部,中華人民共和国教育部
北京猛虎队,北京タイガース
天津雄獅隊,天津ライオンズ
太平湖车辆段,太平湖車両基地
越王勾践剑,越王勾践剣
台灣居民來往大陸通行證,台湾居民来往大陸通行証
荐福寺,大薦福寺
膠濟鐵路,膠済線
香港醫院列表,香港の病院の一覧
香港科學館,香港科学館
天水圍站,天水囲駅
门头沟区,門頭溝区
嘉陵江,嘉陵江
北角,北角
苏州站,蘇州駅
县辖区,県轄区
地区,地区
翠屏区,翠屏区
盛京银行,盛京銀行
中华人民共和国农业部,中華人民共和国農業部
副省级市辖区,副省級区
家庭联产承包责任制,生産責任制
布洛阿特峰,ブロード・ピーク
嶗山區,ロウ山区
石澳,石澳
統一戰線,中国共産党指導下の多党合作と政治協商制
獅子山,獅子山 (香港)
宁德核电站,寧徳原子力発電所
秀茂坪,秀茂坪
慈雲山,慈雲山
南京夫子庙,夫子廟
东经130度线,東経130度線
柳城县,柳城県
古交市,古交市
吴中区,呉中区
重慶大廈,重慶大厦
天津奥林匹克体育中心体育场,天津オリンピックセンタースタジアム
城头山遗址,城頭山遺跡
海峡两岸关系协会,海峡両岸関係協会
加舒爾布魯木IV峰,ガッシャーブルムIV峰
内蒙古大学,内モンゴル大学
松桃苗族自治县,松桃ミャオ族自治県
江孜县,ギャンツェ県
香山公园,香山公園 (北京市)
白玉县,白玉県
昌都邦達機場,チャムド・バンダ空港
容城县,容城県
丘北县,丘北県
中国中央电视台军事·农业频道,中国中央電視台軍事・農業チャンネル
香港高爾夫球公開賽,香港オープン
文井路站,文井路駅
西藏历史,チベットの歴史
南城县,南城県
西单民主墙,民主の壁
皇仁書院,皇仁書院
香港區議會,区議会 (香港)
成渝铁路,成渝線
滨绥铁路,浜綏線
京承铁路,京承線
桑干河,桑乾河
南疆铁路,南疆線
京包铁路,京包線
永修县,永修県
2002年冬季奧林匹克運動會中國代表團,2002年ソルトレークシティオリンピックの中国選手団
麻阳苗族自治县,麻陽ミャオ族自治県
四川北路站,四川北路駅
广州国际金融中心,広州国際金融センター
太子河,太子河
康马县,カンマル県
陵水黎族自治县,陵水リー族自治県
天津站,天津駅
扶余市,扶余市
合肥市,合肥市
澳門國際機場,マカオ国際空港
呼中区,呼中区
新乡县,新郷県
數碼港,サイバーポート
牛頭角,牛頭角
馬頭圍,馬頭圍
西區海底隧道,香港第三海底トンネル
薄扶林,薄扶林
香港大會堂,香港大会堂
九龍灣,九龍湾
2007年中国反卫星导弹试验,中国の人工衛星破壊実験
岳麓区,岳麓区
上海站,上海駅
沙面岛,沙面島
安福县,安福県
昂昂溪区,昂昂渓区
涡扇10,WS-10
舒城县,舒城県
邵氏兄弟,ショウ・ブラザーズ
白银市,白銀市
四川冠城足球俱樂部,四川冠城足球倶楽部
霍特國際商學院,ハルト・インターナショナル・ビジネススクール
广州站,広州駅
广州地铁2号线,広州地下鉄2号線
二里頭文化,二里頭文化
南迦巴瓦峰,ナムチャバルワ
上海博物馆,上海博物館
怡和午炮,ヌーンデイ・ガン
香港鐵路博物館,香港鉄路博物館
沈大高速公路,瀋大高速道路
香格里拉酒店,シャングリ・ラ・ホテルズ&リゾーツ
北海舰队,北海艦隊
深圳站,深圳駅
东辽河,東遼河
白云山,白雲山
重庆轨道交通2号线,重慶軌道交通2号線
中国女子篮球联赛,中国女子バスケットボールリーグ
203国道,G203国道
222国道,G222国道
中华人民共和国网络审查,中国のネット検閲
山东泰山足球俱乐部,山東泰山足球倶楽部
赣江,贛江
中华人民共和国监察部,中華人民共和国監察部
2004年亞洲盃足球賽,AFCアジアカップ2004
昌邑区,昌邑区
金昌市,金昌市
嘉峪關市,嘉峪関市
大雁塔,大雁塔
中國共產黨全國代表大會,中国共産党全国代表大会
回族,回族
承德避暑山庄和外八庙,避暑山荘
华北地区,華北
教师节,教師の日
江蘇希望之星隊,江蘇ホープスターズ
中央美术学院,中央美術学院
松花湖,松花湖
中華人民共和國澳門特別行政區基本法,マカオ特別行政区基本法
議事亭前地,セナド広場
盘山,盤山 (天津市)
毛乌素沙漠,ムウス砂漠
319国道,G319国道
东北财经大学,東北財経大学
石龙镇,石竜鎮
报恩寺塔,報恩寺塔
香港文化,香港の文化
時代廣場,タイムズスクウェア
馬灣高架道路,馬湾高架道路
岑溪市,岑渓市
2009年冬季世界大學生運動會,2009年冬季ユニバーシアード
辽西省,遼西
無錫體育中心體育館,無錫体育中心
美兰区,美蘭区
半坡陶符,半坡文字
虹桥路站,虹橋路駅
复兴区,復興区
宜昌长江公路大桥,宜昌長江公路大橋
墨江哈尼族自治县,墨江ハニ族自治県
肃宁县,粛寧県
信州区,信州区
洛陽市,洛陽市
芒康县,マルカム県
刘家峡水电站,劉家峡水力発電所
番禺区,番禺区
定西市,定西市
日坛,日壇
大连周水子国际机场,大連周水子国際空港
宁晋县,寧晋県
兰州市,蘭州市
库尔勒市,コルラ市
中国民间传说,中国の民間伝承
獅子山隧道,獅子山トンネル
天主教大同教区,大同教区
永济市,永済市
中國時區,中国の時刻
庆阳市,慶陽市
南山区,南山区
坪石镇,坪石鎮
南昌地铁,南昌地下鉄
京西国际学校,北京京西学校
黑龙江大学,黒竜江大学
酒泉市,酒泉市
天水市,天水市
加舒尔布鲁木I峰,ガッシャーブルムI峰
領展房地產投資信託基金,リンク不動産投資信託基金
东华大学,東華大学
淺水灣,レパルスベイ
中华人民共和国国防科学技术工业委员会,中華人民共和国国防科学技術工業委員会
錦上路站,錦上路駅
欣澳站,欣澳駅
中国东北地区,中国東北部
澳門特別行政區政府,マカオ特別行政区政府
建始县,建始県
黃島區,黄島区
強-5,Q-5
西津桥,西津橋
高银金融117,高銀金融117
桐柏县,桐柏県
平房区,平房区
玉佛寺,玉仏寺
加舒尔布鲁木II峰,ガッシャーブルムII峰
额济纳河,エチナ川
大连银行,大連銀行
柳园镇,柳園鎮
便宜坊,便宜坊
太谷区,太谷区
2012年澳門格蘭披治三級方程式大賽,2012年のマカオグランプリ
乌尔禾区,ウルホ区
北京信息科技大学,北京信息科技大学
萝北县,蘿北県
辽宁师范大学,遼寧師範大学
广深铁路股份有限公司,広深鉄路株式会社
双林寺,双林寺 (山西省)
明故宫,明故宮
七·二〇事件,武漢事件
大炮台,サンパウロ砲台
中朝边界,中朝国境
揭阳潮汕机场,掲陽潮汕空港
