George Washington,조지 워싱턴
Benjamin I. Schwartz,벤저민 I. 슈워츠
Steven Weinberg,스티븐 와인버그
Bo Diddley,보 디들리
Fredric March,프레드릭 마치
Alexander Hamilton,알렉산더 해밀턴
Kareem Abdul-Jabbar,카림 압둘 자바
Wilhelm Reich,빌헬름 라이히
The Notorious B.I.G.,노토리어스 B.I.G.
Robin Tunney,로빈 터니
Madeleine Stowe,매들린 스토
Henry Lehrman,헨리 레만
Gilbert N. Lewis,길버트 뉴턴 루이스
Christina McHale,크리스티나 맥헤일
Frank McCourt,프랭크 매코트
Ike Turner,아이크 터너
Larry James,래리 제임스
Paul Muni,폴 무니
Ornette Coleman,오넷 콜먼
Louise Ritter,루이스 리터
Oliver Stone,올리버 스톤
Peter J. Katzenstein,피터 카첸슈타인
Paul Lukas,폴 루커스
Kelly Packard,켈리 팩카드
Christian Bale,크리스천 베일
Kris Kristofferson,크리스 크리스토퍼슨
Rudy Youngblood,루디 영블러드
Nathaniel Peffer,너새니얼 페퍼
B.o.B,B.o.B
Robert J. Wilke,로버트 J. 윌크
Dwight Smith,드와이트 스미스
Jack London,잭 런던
Wayne Gretzky,웨인 그레츠키
Bibi Besch,비비 베쉬
Ingo Preminger,잉고 프레민저
Louise Fletcher,루이즈 플레처
Aaron Burr,에런 버
Marion Jones,매리언 존스
Eli Whiteside,일라이 화이트사이드
Dennis M. Ritchie,데니스 리치
Zoom,줌
Vanessa Brown,바네사 브라운
William Campbell,윌리엄 캠벨
John Banner,존 배너
Kacey Kox,케이시 콕스
Jackie Joyner-Kersee,재키 조이너커시
Timbaland,팀발랜드
Danja,데인자
Tim Morehouse,팀 모어하우스
Marc Singer,마크 싱어
George C. Scott,조지 C. 스콧
Bijou Phillips,비주 필립스
John Lewis,존 루이스
James Lankford,제임스 랭크퍼드
Wallis Simpson (Marge Simpson),윈저 공작 부인 월리스
Telly Savalas,텔리 사바라스
Rich Harrison,리치 해리슨
Kim Cattrall,킴 캐트럴
Kathy Hochul,캐시 호컬
Broderick Crawford,브로더릭 크로퍼드
Jessica Tandy,제시카 탠디
Vix Crow,얼리샤 폭스
Kim Raver,킴 레이버
Brenda Song,브렌다 송
Mary Lynn Rajskub,메리 린 라이스커브
Sarah Chang,장영주
Art Carney,아트 카니
Lucille Lund,루실리 룬드
James Roday Rodriguez,제임스 로데이
Jack Kilby,잭 킬비
Christina Milian,크리스티나 밀리안
Wilt Chamberlain,윌트 체임벌린
David Patrick Kelly,데이비드 패트릭 켈리
Robert H. Goddard,로버트 고다드
Julia Stiles,줄리아 스틸스
Louis Kahn,루이스 칸
Gael García Bernal,가엘 가르시아 베르날
Shirley Temple,셜리 템플
Phyllis Diller,필리스 딜러
Fats Domino,패츠 도미노
Iggy Pop,이기 팝
Kat DeLuna,캣 드루나
Harold Urey,해럴드 클레이턴 유리
Ernest Dichter,어니스트 디히터
George F. Smoot,조지 스무트
Lucille Ball,루실 볼
Richard E. Byrd,리처드 E. 버드
Margaret Mead,마거릿 미드
Silvana Gallardo,실바나 갈라도
Juliette Lewis,줄리엣 루이스
Gene Tierney,진 티어니
Benjamin W. Harris,벤저민 W. 해리스
Steven Hill,스티븐 힐
Martin J. Sherwin,마틴 J. 셔윈
John McAfee,존 맥아피
Dante Spinotti,단테 스피노티
Czesław Miłosz,체스와프 미워시
Peter Fonda,피터 폰다
John Ortiz,존 오르티스
Abraham Flexner,에이브러햄 플렉스너
Fergie,퍼기
Sarah Shahi,세라 샤히
Janet Gaynor,재닛 게이너
Melissa Benoist,멀리사 베노이스트
Victoria Jackson,빅토리아 잭슨
Charles Henry Hitchcock,찰스 헨리 히치콕
Kevin Jonas,케빈 조너스
Thomas Watson,토머스 J. 왓슨 주니어
Chris Paul,크리스 폴
Amaury Nolasco,아마우리 놀라스코
John Glenn,존 글렌
Mario Puzo,마리오 푸조
Rebecca Hall,리베카 홀
Forest Whitaker,포리스트 휘터커
Hubert Humphrey,휴버트 호레이쇼 험프리
Ivan Lendl,이반 렌들
Erin Way,에린 웨이
Joseph Nye,조지프 나이
Elliott Smith,엘리엇 스미스
Lewis Black,루이스 블랙
Sandy Berger,샌디 버거
William Alfred Fowler,윌리엄 앨프리드 파울러
Maria Shriver,마리아 슈라이버
Julius Erving,줄리어스 어빙
Newt Gingrich,뉴트 깅리치
Georgia O'Keeffe,조지아 오키프
Kelly Rutherford,켈리 러더포드
Fran Drescher,프랜 드레셔
Shiri Appleby,시리 애플비
Grace Park,그레이스 박
John James Audubon,존 제임스 오듀본
Harper Lee,하퍼 리
Robert Langdon,로버트 랭던
Annie Jump Cannon,애니 점프 캐넌
Lea Thompson,리 톰프슨
Man Ray,만 레이
Ashley Benson,애슐리 벤슨
Geraldine Chaplin,제럴딘 채플린
Joe Spano,조 스파노
Gar Samuelson,가 사무엘슨
Irwin Rose,어윈 로즈
Raymond Chandler,레이먼드 챈들러
Hannibal Lecter,한니발 렉터
Edward O. Wilson,에드워드 오스본 윌슨
Edward Adelbert Doisy,에드워드 애들버트 도이지
Mary Pierce,마리 피르스
I. M. Pei,I. M. 페이
Joseph Smith,조지프 스미스 2세
Dennis Tito,데니스 티토
Eliza Dushku,엘리자 두슈쿠
Alan Dershowitz,앨런 더쇼비츠
Frank Wess,프랭크 웨스
J. Edgar Hoover,존 에드거 후버
Etta James,에타 제임스
Frank Gehry,프랭크 게리
Benny Goodman,베니 굿맨
Peter Berg,피터 버그
Annabeth Gish,애나베스 기시
Nikki Blonsky,니키 블론스키
Warren Sapp,워런 샙
Gary Sinise,게리 시니스
Vera Wang,베라 왕
Jill Clayburgh,질 클레이버그
Jennifer Carpenter,제니퍼 카펜터
Cote de Pablo,코드 데 파블로
Rose McGowan,로즈 맥고완
Jack Kevorkian,잭 케보키언
Dorothea Lange,도로시아 랭
Mark Hamill,마크 해밀
Anton Heida,앤턴 하이다
Maureen Tucker,모린 터커
Alison Sudol,어 파인 프렌지
Christina Hendricks,크리스티나 헨드릭스
Lenny Kravitz,레니 크래비츠
Jean Seberg,진 시버그
Kenny McCormick,케니 매코믹
Milton Friedman,밀턴 프리드먼
John Coda,존 코다
Samuel Colt,새뮤얼 콜트
Merle Haggard,멀 해거드
Deanna Russo,디애나 루소
Atle Selberg,아틀레 셀베르그
Diana Taurasi,다이애나 토라시
Teresa Edwards,테리사 에드워즈
Stan Marsh,스탠 마시
Jessye Norman,제시 노먼
Tara Reid,타라 리드
Max Theiler,막스 타일러
Chris Poland,크리스 폴란드
Catherine Hicks,캐서린 힉스
Diablo Cody,디아블로 코디
Faye Reagan,페이 레이건
Aubrey Plaza,오브리 플라자
Arthur Rubinstein,아르투르 루빈스타인
Amelita Galli-Curci,아멜리타 갈리 쿠르치
Larry Cedar,래리 세더
Jody Williams,조디 윌리엄스
Anna Wintour,안나 윈투어
Adrian Grenier,에이드리언 그러니어
Frank Whaley,프랭크 훼일리
Karen L. Nyberg,캐런 나이버그
Edwin O. Reischauer,에드윈 라이샤워
Reid Hoffman,리드 호프먼
Katie Couric,케이티 쿠릭
Devon Aoki,데본 아오키
Marisa Miller,마리사 밀러
Lars Ahlfors,라르스 알포르스
Timothy Leary,티모시 리어리
Ray Bolger,레이 볼거
Randy Marsh,랜디 마시
Robert Rodriguez,로버트 로드리게스
Condoleezza Rice,콘돌리자 라이스
Wendy Brown,웬디 브라운
Edward Mills Purcell,에드워드 밀스 퍼셀
Nate Dogg,네이트 독
Philip Johnson,필립 존슨
Renata Scotto,레나타 스코토
Joan Rivers,조운 리버스
Melissa Sue Anderson,멀리사 수 앤더슨
Brittany Daniel,브리트니 대니얼
Brandon Lee,브랜던 리
Warren Buffett,워런 버핏
Olga Fikotová,올가 피코토바
Ben Stiller,벤 스틸러
Lawrence Kasdan,로런스 캐즈던
Jasika Nicole,재시카 니콜
Dale Carnegie,데일 카네기
Chef,쉐프
Mr. Garrison,허버트 게리슨
Janice Dickinson,재니스 디킨슨
Kathleen Battle,캐슬린 배틀
Wendy Testaburger,웬디 테스타버거
Tolkien Black,톨킨 블랙
Paris Hilton,패리스 힐턴
Dianne Feinstein,다이앤 파인스타인
Sean Young,숀 영
Erich Maria Remarque,에리히 마리아 레마르크
Maureen Stapleton,모린 스테이플턴
Ray Liotta,레이 리오타
Lloyd Kaufman,로이드 코프먼
Roderick MacKinnon,로더릭 매키넌
Kyle Broflovski,카일 브로플로브스키
Eric Cartman,에릭 카트먼
Liane Cartman,리안 카트먼
Eric Clapton,에릭 클랩튼
Jaco Pastorius,자코 파스토리우스
Jordana Brewster,조더나 브루스터
Mildred Harris,밀드러드 해리스
Edward James Olmos,에드워드 제임스 올모스
David Robinson,데이비드 로빈슨
Catherine Bell,캐서린 벨
China Anne McClain,차이나 앤 매클레인
"Barrington Moore, Jr.",배링턴 무어 주니어
Vince Carter,빈스 카터
Ellen Burstyn,엘런 버스틴
Brenda Lee,브렌다 리
Melissa Gilbert,멀리사 길버트
Clyde Donovan,클라이드 도너번
Ralph Waldo Emerson,랠프 월도 에머슨
Josie Maran,조시 매런
James Bond,제임스 본드
Gia Carangi,지아 커랜지
Annie Oakley,애니 오클리
Chyler Leigh,카일러 리
Henry Morgenthau,헨리 모겐쇼
Debbie Stabenow,데비 스태버나우
Anne Bancroft,앤 밴크로프트
George Foster Shepley,조지 포스터 셰플리
Martin Lawrence,마틴 로런스
Albert Rothstein,앨버트 로스스틴
Chris Colfer,크리스 콜퍼
Rebecca Soni,리베카 소니
Jim Metzler,짐 메츨러
Richard Axel,리처드 액설
James Tobin,제임스 토빈
Tracie Thoms,트레이시 톰스
Reggie Johnson,레지 존슨
Benjamin Wood,벤저민 우드
Martin Sheen,마틴 신
Rock Hudson,록 허드슨
Stanley Donen,스탠리 도넌
Gerry Goffin,제리 고핀
Roger Ebert,로저 이버트
Tweek Tweak,트윅
Morgan Freeman,모건 프리먼
Tsung-Dao Lee,리정다오
Marvin Griffin,마빈 그리핀
Kelly Rowland,켈리 롤런드
Andrea Dworkin,안드레아 드워킨
Laura Leighton,로라 레이튼
Thomas Stevenson Drew,토머스 S. 드루
Margaret O'Brien,마가렛 오브라이언
Dick Cheney,딕 체니
Aron Jóhannsson,아론 요한슨
Thomas Conrad Porter,토머스 콘래드 포터
John Petrucci,존 페트루치
Jon Stewart,존 스튜어트
Patricia Heaton,퍼트리샤 히튼
Jayma Mays,제이마 메이스
Christina Ricci,크리스티나 리치
Owen Chamberlain,오언 체임벌린
Mira Sorvino,미라 소르비노
Merle Oberon,멀 오베론
Charles Francis Richter,찰스 릭터
Allan Lane,앨런 레인
Amanda Bynes,어맨다 바인스
Polykarp Kusch,폴리카프 쿠시
Jacinda Barrett,재신다 배럿
Walter Houser Brattain,월터 하우저 브래튼
Glenn Ford,글렌 포드
Channing Tatum,채닝 테이텀
Jenny Thompson,제니 톰슨
Shailene Woodley,셰일린 우들리
Ashley Roberts,애슐리 로버츠
Liam Aiken,리엄 에이킨
Michelle Rodriguez,미셸 로드리게스
Mary Blair,메리 블레어
Morena Baccarin,모레나 바카린
Liza Weil,리자 웨일
Charles Hard Townes,찰스 하드 타운스
Heather O'Rourke,헤더 오루크
Coretta Scott King,코레타 스콧 킹
Tom Waits,톰 웨이츠
Dania Ramirez,다니아 라미레스
Gloria Estefan,글로리아 에스테판
Wendy Makkena,웬디 매케나
Brad Friedel,브래드 프리델
Mary Daly,메리 데일리
Charles G. Dawes,찰스 G. 도스
Jaime Pressly,제이미 프레슬리
Helena Rubinstein,헬레나 루빈스타인
Jenny McCarthy,제니 매카시
Amanda Beard,어맨다 비어드
Tipper Gore,티퍼 고어
Geraldine Farrar,제랄딘 파라
Curtis Granderson,커티스 그랜더슨
Robert Venturi,로버트 벤투리
Rita Levi-Montalcini,리타 레비몬탈치니
Richard Gere,리처드 기어
Angie Stone,앤지 스톤
Alexandra Stevenson,알렉산드라 스티븐슨
Linus Pauling,라이너스 폴링
Amber Tamblyn,앰버 탬블린
Martika,마티카
Noah Webster,노아 웹스터
Michael Biehn,마이클 빈
Christopher Walken,크리스토퍼 워컨
Joan Jett,조앤 제트
John Debney,존 데브니
Lee Harvey Oswald,리 하비 오스월드
Thomas Kuhn,토머스 쿤
Glenn T. Seaborg,글렌 T. 시보그
David Fincher,데이비드 핀처
Mayim Bialik,마임 비알릭
Emma Caulfield,에마 콜필드
Rudy Giuliani,루돌프 줄리아니
Anne Rice,앤 라이스
Agnes Moorehead,애그니스 무어헤드
Suzanne Pleshette,수잰 플레셧
Dana Vollmer,다나 볼머
Kate Mara,케이트 마라
Irving Langmuir,어빙 랭뮤어
Gina Torres,지나 토레스
Julie London,줄리 런던
Celeste Holm,설레스트 홈
Elizabeth Murray,엘리자베스 머리
Igor Sikorsky,이고르 시코르스키
Ronnie James Dio,로니 제임스 디오
Jared Dudley,재러드 더들리
Kelly Hu,켈리 후
Lawrence Tierney,로런스 티어니
Natasha Richardson,나타샤 리처드슨
Darius Johnson-Odom,데리어스 존슨오덤
Susan Kare,수전 케어
Jonathan Demme,조너선 데미
Keiko Agena,케이코 아지나
Amy Ryan,에이미 라이언
Donald Rumsfeld,도널드 럼즈펠드
Patrick Dempsey,패트릭 뎀프시
Joan Benoit Samuelson,존 베노이트 사무엘손
Bailee Madison,베일리 매디슨
Abbey Lincoln,애비 링컨
Marie Colvin,마리 콜빈
Rebecca Gayheart,리베카 게이하트
Burt Bacharach,버트 배커랙
Kim Novak,킴 노백
Steven Pinker,스티븐 핑커
Inari Vachs,이나리 박스
Annette O'Toole,애넷 오툴
Torrie Wilson,토리 윌슨
Annette Abbott Adams,애넷 애벗 애덤스
Monica Lewinsky,모니카 르윈스키
Billy Ray Cyrus,빌리 레이 사이러스
Khloé Kardashian,클로이 카다시안
Rick Riordan,릭 라이어던
Ed Lee,에드 리
André Kertész,안드레 케르테스
Patricia Wettig,퍼트리샤 웨티그
Bret Easton Ellis,브렛 이스턴 엘리스
Morgan York,모건 요크
Ethelda Bleibtrey,에셀다 블라이브트리
Robert Noyce,로버트 노이스
Gloria Steinem,글로리아 스타이넘
Hedy Lamarr,헤디 라마르
Sandra Magnus,샌드라 매그너스
Patrick Swayze,패트릭 스웨이지
Solange Knowles,솔란지 놀스
Miranda Lambert,미란다 램버트
Matthew Fox,매슈 폭스
Carlos Bocanegra,카를로스 보카네그라
Melissa Belote,멀리사 벨로트
Aisha Tyler,아이샤 타일러
Sanaa Lathan,사나 레이선
Wolf Blitzer,울프 블리처
Whoopi Goldberg,우피 골드버그
Emmylou Harris,에밀루 해리스
Kimmie Meissner,키미 메이스너
David Shepherd Nivison,데이비드 니비슨
Pete Conrad,피트 콘래드
Greg Mankiw,그레고리 맨큐
will.i.am,윌 아이 앰
Chris Wedge,크리스 웨지
Samuel Adams,새뮤얼 애덤스
Robert Gates,로버트 게이츠
Joaquin Phoenix,호아킨 피닉스
Christopher Hitchens,크리스토퍼 히친스
Barbara Robbins,바버라 로빈스
Stephen Colbert,스티븐 콜베어
Kristen Wiig,크리스틴 위그
Katie Featherston,케이티 페더스턴
Jake Silbermann,제이크 실버먼
Lisa Marie,리사 메리
Walter Mondale,월터 먼데일
Lake Bell,레이크 벨
Juliet Landau,줄리엣 랜다우
Dan Quayle,댄 퀘일
Carmen Electra,카르멘 엘렉트라
Caleb Deschanel,칼레브 데이셔넬
Betty Ford,베티 포드
Henry Mancini,헨리 맨시니
Jimbo Kern,짐보 컨
Craig Tucker,크레이그 터커
Sara Gilbert,세라 길버트
Paula Abdul,폴라 압둘
Helen Slater,헬렌 슬레이터
Jacqueline Susann,재클린 수잔
Marvin Marsh,마빈 마시
Ronda Rousey,론다 로우지
Marlee Matlin,말리 매틀린
Ann Miller,앤 밀러
Annabella Sciorra,애나벨라 시오라
Robert Trujillo,로버트 트루히요
Claudia Christian,클라우디아 크리스천
Linda Park,린다 박
Bonnie Blair,보니 블레어
Kara DioGuardi,카라 디오가디
McKayla Maroney,맥케일라 마루니
Bernadette Peters,버나뎃 피터스
Nico Tortorella,니코 토터렐라
Louisa May Alcott,루이자 메이 올컷
Charisma Carpenter,카리스마 카펜터
Sara Paxton,세라 팩스턴
Helena Mattsson,헬레나 맛손
Alexis Dziena,알렉시스 지에나
Barbara Walters,바버라 월터스
B. F. Skinner,버러스 프레더릭 스키너
Herman Wouk,허먼 워크
Daniel Keyes,대니얼 키스
Helen Hayes,헬렌 헤이스
Molly Ringwald,몰리 링월드
Douglas Diamond,더글러스 다이아몬드
Dina Meyer,디나 메이어
Briana Evigan,브리아나 에비건
Alexandra Daddario,알렉산드라 다다리오
John Stockton,존 스탁턴
Seneca,세네카족
Mike Myers,마이크 마이어스
Nana Visitor,나나 비지터
Kurt Vonnegut,커트 보니것
Francis Fukuyama,프랜시스 후쿠야마
Bill Cosby,빌 코스비
Vanessa Marcil,버네사 마실
Sylvia Sidney,실비아 시드니
Kate Upton,케이트 업턴
Joey Bishop,조이 비숍
Larry King,래리 킹
Sharon Stouder,샤론 스타우더
Jordan Ladd,조던 래드
Kazimierz Fajans,카시미르 파얀스
Wolfgang Köhler,볼프강 쾰러
Odette Annable,오뎃 애너블
Bill Russell,빌 러셀
Danica Patrick,대니카 패트릭
Ralph Bunche,랠프 번치
Belladonna,벨라돈나
Jenna Haze,제나 헤이즈
Jesse James,제시 제임스
Ann Rutherford,앤 루더포드
Hanna Hilton,한나 힐턴
Krissy Lynn,크리시 린
Helen Stephens,헬렌 스티븐스
Lana Parrilla,라나 파리야
Kim Kardashian,킴 카다시안
Lacie Heart,레이시 하트
Crissy Moran,크리시 모란
Billy Graham,빌리 그레이엄
Raul Hilberg,라울 힐베르크
Mary Engle Pennington,메리 엥글 페닝턴
Judith Resnik,주디스 레스닉
Gracie Glam,그레이시 글램
Bobbi Starr,보비 스타
Charles Scott Sherrington,찰스 스콧 셰링턴
Kelly Madison,켈리 매디슨
Candace Parker,캔디스 파커
Joanna Campbell,조애나 캠벨
John Kenneth Galbraith,존 케네스 갤브레이스
Patricia Cornwell,퍼트리샤 콘월
Brittany Andrews,브리트니 앤드루스
Danny Kaye,대니 케이
Lauren German,로런 저먼
Janet Evans,재닛 에번스
Lori Petty,로리 페티
Tiffany Cohen,티퍼니 코헨
DaShaun Wood,더숀 우드
Max Wertheimer,막스 베르트하이머
Sally Ride,샐리 라이드
Jorja Fox,조자 폭스
Elizabeth Gilbert,엘리자베스 길버트
Vonda N. McIntyre,본다 N. 매킨타이어
Roger Guillemin,로제 기유맹
Tenley Albright,텐리 올브라이트
Dianne Reeves,다이앤 리브스
Flo Rida,플로 라이더
Rudolf Serkin,루돌프 제르킨
Herbert Bayer,헤르베르트 바이어
Barry White,배리 화이트
Anatole Litvak,아나톨 리트박
Hans Richter,한스 리히터
Christina Grimmie,크리스티나 그리미
Emily Procter,에밀리 프록터
Ashlee Simpson,애슐리 심슨
Friedrich Wilhelm von Steuben,프리드리히 빌헬름 폰 슈토이벤
Kristin Chenoweth,크리스틴 체노웨스
Marilyn Manson,마릴린 맨슨
Bree Turner,브리 터너
Maggie Siff,매기 시프
Adolf Busch,아돌프 부슈
Bridgit Mendler,브리짓 멘들러
Summer Bishil,서머 비실
Sindee Coxx,신디 콕스
Gabrielle Union,개브리엘 유니언
Tori Black,토리 블랙
Janel Parrish,저넬 패리시
Carol Potter,캐럴 포터
Rachel Ticotin,레이철 티코틴
Jane Greer,제인 그리어
Lily Pons,릴리 폰스
Shonda Rhimes,숀다 라임즈
Hailee Steinfeld,헤일리 스타인펠드
Lily Aldridge,릴리 앨드리지
Jessica Stroup,제시카 스트로프
Vickie Guerrero,비키 게레로
Mary Higgins Clark,메리 히긴스 클라크
Pauley Perrette,폴리 페럿
Sasha Alexander,사샤 알렉산더
Lisa Eilbacher,리사 에일바처
Drake Bell,드레이크 벨
