Россия,러시아
События сентября — октября 1993 года в Москве,1993년 러시아 헌정위기
Образование в России,러시아의 교육
Уэлен,웰렌
Новая Сибирь,노바야시비리섬
Кострома (река),코스트로마강
Служба внешней разведки Российской Федерации,러시아 대외정보국
Волга-Днепр,볼가 드네포르 항공
Забайкалье,자바이칼
Южно-Сахалинск (аэропорт),유즈노사할린스크 공항
Наши (движение),나시 (러시아의 단체)
Карымская Сопка,카림스키 화산
Политические партии России,러시아의 정당
Чепца,쳅차강
Альма (река),알마강
Лужники (стадион),루즈니키 스타디움
Краснопресненская,크라스노프레스넨스카야역
Финал Лиги чемпионов УЕФА 2008,2008 UEFA 챔피언스리그 결승전
Россия (небоскрёб),러시아 타워
Десна (приток Днепра),데스나강
Хопёр,호표르강
Яблоновый хребет,야블로노비산맥
Ханка,한카호
Приволжский федеральный округ,프리볼시스키 연방관구
Прусская Ромува,로무바 (사원)
Европейская часть России,유럽 러시아
Исеть,이세티강
Шорцы,쇼르인
Фаддеевский,파데옙스키섬
Остров Жаннетты,자네트섬
Гогланд,고글란트섬
Зубово-Полянский район,주보보폴랸스키군
Пограничный (Приморский край),포그라니치니
Marussia Motors,마러시아 모터스
Котельный,코텔니섬
Ленин (атомный ледокол),레닌 쇄빙선
Охотск,오호츠크
Острова Диомида,다이오미드 제도
Корякский округ,코랴크 자치구
Сбербанк России,스베르방크
Кижи (остров),키지섬
Саяны,사얀산맥
Ильмень,일멘호
Большевик (остров),볼셰비크섬
Мыс Дежнёва,데즈뇨프곶
Уфа (аэропорт),우파 국제공항
Урал (футбольный клуб),FC 우랄 예카테린부르크
Мутновский,무트노브스키산
Соловецкие острова,솔로베츠키 제도
"Киевская (станция метро, Кольцевая линия)",키옙스카야역 (콜체바야선)
Онон,오논강
Архангельский район,아르한겔스키군 (바시키르 공화국)
Самара (приток Волги),사마라강 (러시아)
Бой у Валутиной горы,발루티노 전투
Метро-2,메트로-2
Smirnoff,스미노프
Пражская (станция метро),프라시스카야역
Глобус (авиакомпания),글로부스 항공
Архипелаг Императрицы Евгении,예브게니 군도
Государственные и официальные языки в субъектах Российской Федерации,러시아의 언어
Епархия Святого Климента в Саратове,가톨릭 사라토프 교구
