Douglas Adams,ダグラス・アダムズ
David Walliams,デヴィッド・ウォリアムス
Hannen Swaffer,ハンネン・スワッファー
Twiggy,ツイッギー
Nicollette Sheridan,ニコレット・シェリダン
Jim Clark (film editor),ジム・クラーク・(編集技師)
Antony Gormley,アントニー・ゴームリー
Daphne Walker (figure skater),ダフネ・ウォーカー
Paul Anderson (footballer),ポール・アンダーソン・(サッカー選手)
Jonathan Hyde,ジョナサン・ハイド
Henry Thomas Buckle,ヘンリー・バックル
Moura Lympany,モーラ・リンパニー
Andrew Latimer,アンドリュー・ラティマー
Savannah Marshall,サバンナ・マーシャル
George Albert Boulenger,ジョージ・アルバート・ブーレンジャー
Alec Issigonis,アレック・イシゴニス
Solarstone,ソーラーストーン
Charles Eliot (diplomat),チャールズ・エリオット・(外交官)
Andrea Arnold,アンドレア・アーノルド
Joanna Hiffernan,ジョアンナ・ヒファーナン
Geraldine McCaughrean,ジェラルディン・マコックラン
Steve Hodge,スティーヴ・ホッジ
Fabian Delph,ファビアン・デルフ
Terry Jones,テリー・ジョーンズ
Alan Minter,アラン・ミンター
Emily Watson,エミリー・ワトソン
G. E. M. Anscombe,エリザベス・アンスコム
Kaya Scodelario,カヤ・スコデラリオ
Max Minghella,マックス・ミンゲラ
Lulu (singer),ルル・(歌手)
George Cruikshank,ジョージ・クルックシャンク
Alan Pardew,アラン・パーデュー
Paul Young,ポール・ヤング
Allan Wells,アラン・ウェルズ
Peter Reid,ピーター・リード
E. W. Hobson,アーネスト・ウィリアム・ホブソン
Chris Dickens,クリス・ディケンズ
George H. Bryan,ジョージ・H・ブライアン
Simon Le Bon,サイモン・ル・ボン
Laila Rouass,ライラ・ロス
Frank Fielding,フランク・フィールディング
Jessica Mitford,ジェシカ・ミットフォード
Pippa Mann,ピッパ・マン
Valda Osborn,ヴァルダ・オズボーン
Elizabeth Maconchy,エリザベス・マコンキー
Craig Eastmond,クレイグ・イーストモンド
Jenny Beavan,ジェニー・ビーヴァン
Jo O'Meara,ジョー・オメアラ
Stanley Baldwin,スタンリー・ボールドウィン
Ernest Mason Satow,アーネスト・サトウ
Ramsay MacDonald,ラムゼイ・マクドナルド
Brenda Blethyn,ブレンダ・ブレッシン
Rosamund Pike,ロザムンド・パイク
Joan Plowright,ジョーン・プロウライト
Margaret Rutherford,マーガレット・ラザフォード
Sonya Walger,ソーニャ・ヴァルゲル
Samantha Morton,サマンサ・モートン
Emily Mortimer,エミリー・モーティマー
Anthony Asquith,アンソニー・アスキス
Stanhope Forbes,スタンホープ・フォーブス
Lucy Davis,ルーシー・デイヴィス
Jo Durie,ジョー・デュリー
Richey Edwards,リッチー・ジェームス・エドワーズ
Ivor Novello,アイヴァー・ノヴェロ
Neville Southall,ネヴィル・サウスオール
Jack Cardiff,ジャック・カーディフ
David Brewster,ディヴィッド・ブリュースター
Lauren Bennett,ローレン・ベネット
Michael Jackson (writer),マイケル・ジャクソン・(ライター)
Craig Cathcart,クレイグ・キャスカート
Christophe Berra,クリストフ・ベラ
Matt Helders,マット・ヘルダース
Lindsey Davis,リンゼイ・デイヴィス・(作家)
Leo Sayer,レオ・セイヤー
Ray Clemence,レイ・クレメンス
Karel Reisz,カレル・ライス
Patrick Head,パトリック・ヘッド
Tony Woodcock (footballer),トニー・ウッドコック・(サッカー選手)
Michael Billington (actor),マイケル・ビリントン
"David Wilson, Baron Wilson of Tillyorn",デイヴィッド・ウィルソン・(ティルヨンのウィルソン男爵)
Mary Hopkin,メリー・ホプキン
Rebecca Hall,レベッカ・ホール
Peggy Ashcroft,ペギー・アシュクロフト
Kelly Holmes,ケリー・ホームズ
Kelly Macdonald,ケリー・マクドナルド
Cher Lloyd,シェール・ロイド
Emma Thompson,エマ・トンプソン
H. H. Asquith,ハーバート・ヘンリー・アスキス
Mary Beard (classicist),メアリー・ビアード
Anna Wintour,アナ・ウィンター
Lady Sovereign,レディー・ソヴァリン
Clifton Parker,クリフトン・パーカー
J. D. Bernal,ジョン・デスモンド・バナール
Alexandra Byrne,アレクサンドラ・バーン
Caron Wheeler,キャロン・ウィーラー
Sheila Chandra,シーラ・チャンドラ
Terry Farrell (architect),テリー・ファレル・(建築家)
Kathryn Beaumont,キャサリン・ボーモント
Freddie Sears,フレディ・シアーズ
Lord Dunsany,ロード・ダンセイニ
Josh Herdman,ジョシュア・ハードマン
T. E. Lawrence,トーマス・エドワード・ロレンス
Olave Baden-Powell,オレブ・ベーデン＝パウエル
Corinne Bailey Rae,コリーヌ・ベイリー・レイ
Asma al-Assad,アスマー・アル＝アサド
KT Tunstall,KTタンストール
Wendy Hiller,ウェンディ・ヒラー
Estelle (musician),エステル・(ミュージシャン)
Catherine Bell (actress),キャサリン・ベル
David Batty,デビッド・バッティ
Jared Harris,ジャレッド・ハリス
Connie Talbot,コニー・タルボット
Rhona Mitra,ローナ・ミトラ
Sean Biggerstaff,ショーン・ビガースタッフ
Bradley James,ブラッドリー・ジェームズ
Terry Butcher,テリー・ブッチャー
Delroy Lindo,デルロイ・リンドー
Iain Turner,イアイン・ターナー
Colin Salmon,コリン・サーモン
Dave Charlton,デイヴ・チャールトン
Helen Oyeyemi,ヘレン・オイェイェミ
Owen Willans Richardson,オーエン・リチャードソン
Thomas Hanbury,トーマス・ハンブリー
Merle Oberon,マール・オベロン
Victoria Pendleton,ヴィクトリア・ペンドルトン
Nicole Cooke,ニコール・クック
Ian McKellen,イアン・マッケラン
Jason Statham,ジェイソン・ステイサム
Harriet Cohen,ハリエット・コーエン
Jack Cork,ジャック・コーク
Beckii Cruel,ベッキー・クルーエル
Mike Williamson (footballer),マイク・ウィリアムソン
Herbert Read,ハーバート・リード
David Nugent,デヴィッド・ニュージェント
Ronald Neame,ロナルド・ニーム
Samantha Eggar,サマンサ・エッガー
Mary Douglas,メアリー・ダグラス
Rebecca Mader,レベッカ・メイダー
Layla El,レイラ・エル
Hannah Murray,ハンナ・マリー
Mel Collins,メル・コリンズ
Dave Davies,デイヴ・デイヴィス
Alexander McCall Smith,アレグザンダー・マコール・スミス
Paul Cook,ポール・クック
Patrick Doyle,パトリック・ドイル
David Warner (actor),デビッド・ワーナー・(俳優)
James Nesbitt,ジェームズ・ネスビット
Lord Alfred Douglas,アルフレッド・ダグラス
"Maud Carnegie, Countess of Southesk",モード・(サウスエスク伯爵夫人)
Graham Swift,グレアム・スウィフト
Nick Frost,ニック・フロスト
Julian Sands,ジュリアン・サンズ
Hannah Simone,ハンナ・シモン
Steve Coppell,スティーヴ・コッペル
Julia Annas,ジュリア・アナス
Neil Lennon,ニール・レノン
Phil Manzanera,フィル・マンザネラ
Daniel Bedingfield,ダニエル・ベディングフィールド
Dave Kitson,デイヴ・キットソン
Mick Ronson,ミック・ロンソン
Gary Windo,ゲイリー・ウィンド
Owen Hargreaves,オーウェン・ハーグリーヴス
Johann Hari,ヨハン・ハリ
Norman Smith (record producer),ノーマン・スミス
Russell T Davies,ラッセル・T・デイヴィス
Dave Ball (guitarist),デイヴ・ボール
George S. Robertson,ジョージ・S・ロバートソン
Gavin Harrison,ギャヴィン・ハリソン
Terry Hayes,テリー・ヘイズ
Caroline Bliss,キャロライン・ブリス
Sonia (singer),ソニア・(歌手)
Luke Pasqualino,ルーク・パスカリーノ
Ambrosius Aurelianus,アンブロシウス・アウレリアヌス
Patrick Macnee,パトリック・マクニー
Roger Whittaker,ロジャー・ウィテッカー
Francesca Annis,フランチェスカ・アニス
Shirley Strong,シャーリー・ストロング
Danny Higginbotham,ダニー・ヒギンボザム
Steven Gerrard,スティーヴン・ジェラード
Ben Mansfield,ベン・マンスフィールド
Gerard Butler,ジェラルド・バトラー
Ernest Gellner,アーネスト・ゲルナー
Olivia Williams,オリヴィア・ウィリアムズ
Mary Leakey,メアリー・リーキー
Princess Marina of Greece and Denmark,マリナ・(ケント公爵夫人)
"Princess Alexandra, The Honourable Lady Ogilvy",アレクサンドラ・(レディ・オギルヴィ)
Sarah Miles,サラ・マイルズ
Harry Patch,ハリー・パッチ
Ian Richardson,イアン・リチャードソン
Darren Anderton,ダレン・アンダートン
Anton Rodgers,アントン・ロジャース
Guy Hamilton,ガイ・ハミルトン
"Sir William Robertson, 1st Baronet",ウィリアム・ロバート・ロバートソン
Jo Walton,ジョー・ウォルトン
Tarzan,ターザン
"Prince Richard, Duke of Gloucester",リチャード・(グロスター公)
Roger Deakins,ロジャー・ディーキンス
Helena Bonham Carter,ヘレナ・ボナム＝カーター
Tadeusz Bór-Komorowski,タデウシュ・コモロフスキ
Neil Murray (British musician),ニール・マーレイ
Ken Hensley,ケン・ヘンズレー
Henry Tonks,ヘンリー・トンクス
Tracey Thorn,トレイシー・ソーン
Sarah Storey,サラ・ストーリー
Bernard Sumner,バーナード・サムナー
Margery Sharp,マージェリー・シャープ
Cara Seymour,カーラ・シーモア
Rik Mayall,リック・メイヨール
Anna Lee,アンナ・リー・(俳優)
Sam Warburton,サム・ウォーバートン
Christianna Brand,クリスチアナ・ブランド
"Jonathan Davies (rugby union, born 1988)",ジョナサン・デーヴィス・(1988年生のラグビー選手)
Jason Kenny,ジェイソン・ケニー
Geoffrey Burbidge,ジェフリー・バービッジ
Helen McCrory,ヘレン・マックロリー
Chris Sutton,クリス・サットン
Robert T. A. Innes,ロバート・イネス
Byron Webster,バイロン・ウェブスター
Andrew Knott,アンドリュー・ノット
Fred Frith,フレッド・フリス
Nicholas Winton,ニコラス・ウィントン
Charlotte Church,シャルロット・チャーチ
Karen Gillan,カレン・ギラン
Edgar Adrian,エドガー・エイドリアン
Anthony Davidson,アンソニー・デビッドソン
Eddie Irvine,エディ・アーバイン
John Watson (racing driver),ジョン・ワトソン・(レーサー)
Derek Warwick,デレック・ワーウィック
Tony Brooks (racing driver),トニー・ブルックス
E. Nesbit,イーディス・ネズビット
Margot Fonteyn,マーゴ・フォンテイン
John Macleod (physiologist),ジョン・ジェームズ・リチャード・マクラウド
Natalia Tena,ナタリア・テナ
Nikolai Medtner,ニコライ・メトネル
Hank Marvin,ハンク・マーヴィン
Jaroslav Drobný,ヤロスラフ・ドロブニー
Adolph Deutsch,アドルフ・ドイチュ
Andrew Marvell,アンドルー・マーヴェル
Roy Harper (singer),ロイ・ハーパー
Roger Hunt,ロジャー・ハント
Boaz Myhill,ボアズ・マイヒル
Peter Gethin,ピーター・ゲシン
Peter Collins (racing driver),ピーター・コリンズ
Roger Williamson,ロジャー・ウィリアムソン
Tony Brise,トニー・ブライズ
Justin Wilson (racing driver),ジャスティン・ウィルソン
Mark Blundell,マーク・ブランデル
Jonathan Palmer,ジョナサン・パーマー
Martin Donnelly (racing driver),マーティン・ドネリー
Mark Clattenburg,マーク・クラッテンバーグ
Frank Bridge,フランク・ブリッジ
John Wetton,ジョン・ウェットン
Steve Bloomer,スティーブ・ブルーマー
Thomas Adès,トーマス・アデス
Torin Thatcher,トリン・サッチャー
Alan Shepherd,アラン・シェパード・(ライダー)
Kelvin Burt,ケルヴィン・バート
Michelle Magorian,ミシェル・マゴリアン
Jamie Waylett,ジェイミー・ウェイレット
Paul McStay,ポール・マクステイ
Kim Little,キム・リトル
Timothy Grubb,ティモシー・グラブ
Alex Kingston,アレックス・キングストン
Tracy Chevalier,トレイシー・シュヴァリエ
Ruth Rendell,ルース・レンデル
Joanna Pettet,ジョアンナ・ペティット
Deborah Moore,デボラ・ムーア
Stephenie McMillan,ステファニー・マクミラン
Steven Moffat,スティーヴン・モファット
John Kendrew,ジョン・ケンドリュー
Janet McTeer,ジャネット・マクティア
Rose Leslie,ローズ・レスリー
George William Russell,ジョージ・ウィリアム・ラッセル
John Flaxman,ジョン・フラクスマン
Colin Davis,コリン・デイヴィス
Dizzee Rascal,ディジー・ラスカル
Piers Courage,ピアス・カレッジ
Bobby Charlton,ボビー・チャールトン
Jackie Oliver,ジャッキー・オリバー
"John Crichton-Stuart, 7th Marquess of Bute",ジョニー・ダンフリーズ
Marsha Thomason,マーシャ・トマソン
Lucy Gordon (actress),ルーシー・ゴードン
Helen Fielding,ヘレン・フィールディング
Simon Phillips (drummer),サイモン・フィリップス
Phil Campbell (musician),フィル・キャンベル
Kenneth Colley,ケネス・コリー
Sam Claflin,サム・クラフリン
Ron Moody,ロン・ムーディー
A. S. Byatt,A・S・バイアット
Vivian Campbell,ヴィヴィアン・キャンベル
