梅澤貴史,우메자와 타카시
井上和香,이노우에 와카
近藤喜文,콘도 요시후미
藤本英雄,후지모토 히데오
キョン,쿈
信藤健仁,신토 카쓰요시
金崎夢生,카나자키 무
宇津木瑠美,우쓰기 루미
髙瀬愛実,다카세 메구미
矢野喬子,야노 교코
上村愛子,우에무라 아이코
沢松奈生子,사와마쓰 나오코
清水隆行,시미즈 다카유키
藤井裕久,후지이 히로히사
二条天皇,니조 천황
加茂元照,가모 모토테루
牧野信一,마키노 신이치
後村上天皇,고무라카미 천황
後伏見天皇,고후시미 천황
小林幸子,고바야시 사치코
二ノ宮知子,니노미야 도모코
高橋みゆき,다카하시 미유키
水本裕貴,미즈모토 히로키
千葉茂,지바 시게루
内田朝陽,우치다 아사히
水夏希,미즈 나쓰키
坂本冬美,사카모토 후유미
神尾葉子,가미오 요코
海堀あゆみ,가이호리 아유미
福元美穂,후쿠모토 미호
近藤直也,콘도 나오야
二宮洋一,니노미야 히로카주
寺田周平,테라다 슈헤이
池内豊,이케우치 유타카
阪口夢穂,사카구치 미즈호
衣笠祥雄,기누가사 사치오
大野晋,오노 스스무
平岩親吉,히라이와 지카요시
豊田清,도요다 기요시
古味直志,코미 나오시
岡林信康,오카바야시 노부야스
越智大祐,오치 다이스케
木佐貫洋,기사누키 히로시
田口宏子,타구치 히로코
斎藤桃子,사이토 모모코
後宇多天皇,고우다 천황
美村里江,미무라
中川昭一,나카가와 쇼이치
松永行,마쓰나가 아키라
花園天皇,하나조노 천황
酒井まゆ,사카이 마유
渡部英麿,와타나베 히데마로
濱田マリ,하마다 마리
穐田和恵,아키타 가즈에
織田信治,오다 노부하루
桜乃彩音,사쿠라노 아야네
中村斉,나카무라 히토시
金子みすゞ,가네코 미스즈
竹本英史,타케모토 에이지
樫野有香,카시노 유카
津島佑子,쓰시마 유코
田中明日菜,다나카 아스나
松山基範,마쓰야마 모토노리
皆川亮二,미나가와 료지
清水隆三,시미주 류조
田中順也,다나카 준야
興梠慎三,고로키 신조
高木和道,타카기 카즈미치
渡邉千真,와타나베 카즈마
徳永悠平,도쿠나가 유헤이
杉山元,스기야마 하지메
田中隼磨,타나카 하유마
玉井操,타마이 미사오
山田直輝,야마다 나오키
原口元気,하라구치 겐키
足利尊氏,아시카가 다카우지
西園寺公望,사이온지 긴모치
吉田玲子,요시다 레이코
久保帯人,쿠보 다이토
アレックス・ラミレス,알렉스 라미레스
石垣佑磨,이시가키 유마
荒木雅博,아라키 마사히로
内藤如安,나이토 조안
甲田学人,코다 가쿠토
KEIKO (1985年生の歌手),구보타 게이코
五島純玄,고토 스미하루
SUEMITSU & THE SUEMITH,수에미츠 & 더 수에미스
土岐麻子,도키 아사코
上杉斉憲,우에스기 나리노리
上杉茂憲,우에스기 모치노리
大山倍達,최영의
田尻智,다지리 사토시
南雲忠一,나구모 주이치
川島なお美,가와시마 나오미
北乃きい,기타노 기이
大澤正明,오사와 마사아키
北別府学,기타벳푸 마나부
徳川綱誠,도쿠가와 쓰나노부
西角友宏,니시카도 도모히로
石岡瑛子,이시오카 에이코
KENN,KENN
小野田寛郎,오노다 히로
邑野みあ,무라노 미아
小林薫,고바야시 가오루
沢村一樹,사와무라 잇키
中川秀政,나카가와 히데마사
有賀長雄,아리가 나가오
有馬豊氏,아리마 도요우지
武藤章,무토 아키라
野原しんのすけ,신짱구
藤原頼嗣,후지와라노 요리쓰구
東郷平八郎,도고 헤이하치로
栗林忠道,구리바야시 다다미치
村岡博人,무라오카 히로토
酒井香奈子,사카이 카나코
古賀淳也,코가 준야
髙橋信二,다카하시 신지
松永共広,마쓰나가 도모히로
谷本正憲,다니모토 마사노리
小谷澄之,고타니 스미유키
山地悠紀夫,야마지 유키오
東野峻,도노 슌
藤田元司,후지타 모토시
松本哲也,마쓰모토 데쓰야
真堂圭,신도 케이
タモリ,타모리
青地茂綱,아오치 시게쓰나
矢野燿大,야노 아키히로
保村真,야스무라 마코토
蛭田達也,히루타 다쓰야
多村仁志,다무라 히토시
竹田宮恒徳王,다케다노미야 쓰네요시
鳥居忠恒,도리이 다다쓰네
ヤマグチノボル,야마구치 노보루
稲盛和夫,이나모리 가즈오
田中耕太郎,다나카 고타로
上尾野辺めぐみ,가미오노베 메구미
山縣有朋,야마가타 아리토모
田中角栄,다나카 가쿠에이
西島克彦,니시지마 카츠히코
八条宮智仁親王,하치조노미야 도시히토
藤村富美男,후지무라 후미오
鈴木保奈美,스즈키 호나미
吉田茂,요시다 시게루
西山将士,니시야마 마사시
高松大樹,다카마쓰 다이키
佐藤昭雄,사토 아키오
弥助,야스케
新居昭乃,아라이 아키노
福山潤,후쿠야마 준
イサム・ノグチ,이사무 노구치
田村正和,타무라 마사카즈
落合るみ,오치아이 루미
紺野秀樹,곤노 히데키
小暮英麻,코구레 에마
中村礼子,나카무라 레이코
灰村キヨタカ,하이무라 키요타카
勝田清孝,가쓰타 기요타카
安藤裕子,안도 유코
八木智哉,야기 도모야
鎌池和馬,카마치 카즈마
孝明天皇,고메이 천황
西村雄一,니시무라 유이치
勝野洋,카츠노 히로시
相良頼房,사가라 나가쓰네
北里柴三郎,기타자토 시바사부로
士郎正宗,시로 마사무네
福田孝行,후쿠다 다카유키
大橋歩夕,오오하시 아유루
AKIRA,AKIRA
要潤,가나메 준
黒部光昭,쿠로베 테루아키
沢田謙太郎,사와다 켄타로
長沼健,나가누마 겐
鈴木保男,수주키 야수오
箭内政之,야나이 마사유키
ダーブロウ有紗,아리사
平岡秀夫,히라오카 히데오
根岸隆,네기시 타카시
中西永輔,나카니시 에이슈케
有安杏果,아리야스 모모카
岡本太郎,오카모토 다로
大和悠河,야마토 유우가
小泉又次郎,고이즈미 마타지로
推古天皇,스이코 천황
永田杏奈,나가타 안나
伊坂幸太郎,이사카 고타로
林権助,하야시 곤스케
大来佐武郎,오키타 사부로
佐藤昭大,사토 아키히로
一木喜徳郎,이치키 기토쿠로
佐々木彩夏,사사키 아야카
左,히다리
吉田孝行,요시다 다카유키
酒井直樹,사카이 나오키
小池兼司,고이케 겐지
織田哲郎,오다 데쓰로
熊澤尚人,쿠마자와 나오토
寺沢大介,데라사와 다이스케
髙木美帆,다카기 미호
川口順子,가와구치 요리코
川井憲次,가와이 겐지
真木よう子,마키 요코
佐藤ゆうこ,사토 유코
星野充昭,호시노 미쓰아키
桃井かおり,모모이 카오리
福原みほ,후쿠하라 미호
平松晶子,히라마쓰 아키코
青木周蔵,아오키 슈조
武内健,다케우치 겐
三枝夕夏,사에구사 유카
宇崎竜童,우자키 류도
青木一男,아오키 가즈오
帆足和幸,호아시 가즈유키
日之内エミ,히노우치 에미
チョコボール向井,초코볼 무카이
栗山巧,구리야마 다쿠미
藤澤恵麻,후지사와 에마
少年ライフル魔事件,가타기리 미사오
神尾光臣,카미오 미쓰오미
川本真琴,가와모토 마코토
三塚博,미쓰즈카 히로시
飯田里穂,이이다 리호
堂本剛,도모토 쓰요시
李相日,이상일
永田亮子,나가타 료코
Cocco,코코
中川一郎,나카가와 이치로
市川由衣,이치카와 유이
桜田淳子,사쿠라다 준코
玉井詩織,다마이 시오리
早見あかり,하야미 아카리
萩原広道,하기와라 히로미치
中村悠一,나카무라 유이치
津村まこと,츠무라 마코토
千利休,센노 리큐
佐川一政,사가와 잇세이
今村直樹,이마무라 나오키
井上真樹夫,이노우에 마키오
永川勝浩,나가카와 가쓰히로
太田真一郎,오타 신이치로
織田優成,오다 유세이
森山眞弓,모리야마 마유미
青木琴美,아오키 코토미
じまんぐ,지망구
吉川元春,깃카와 모토하루
橋本龍太郎,하시모토 류타로
マシ・オカ,마시 오카
恩田美栄,온다 요시에
輿石東,고시이시 아즈마
船木勝一,후나키 쇼이치
つじあやの,쓰지 아야노
池田勇人,이케다 하야토
栗原小巻,쿠리하라 코마키
小林正樹,고바야시 마사키
山岸凉子,야마기시 료코
瀬越憲作,세고에 겐사쿠
辻谷耕史,츠지타니 코지
青野武,아오노 다케시
小野坂昌也,오노사카 마사야
内田篤人,우치다 아쓰토
上川隆也,카미카와 타카야
岩永哲哉,이와나가 데쓰야
岩崎征実,이와사키 마사미
芝山努,시바야마 츠토무
青柳隆志,아오야기 타카시
T-岡田,오카다 다카히로
毛利秀包,모리 히데카네
笹倉綾人,사사쿠라 아야토
朝井秀樹,아사이 히데키
高橋紹運,다카하시 쇼운
yukihiro,유키히로
huke,huke
nayuta,Nayuta
川島永嗣,가와시마 에이지
足利義政,아시카가 요시마사
足利義輝,아시카가 요시테루
松野頼三,마쓰노 라이조
竹本直一,다케모토 나오카즈
伊藤達也,이토 다쓰야
hyde,하이도
tetsuya,tetsuya
かきふらい,카키플라이
hitomi,히토미
miwa,미와
角野栄子,가도노 에이코
一条天皇,이치조 천황
源義経,미나모토노 요시쓰네
西郷隆盛,사이고 다카모리
LISA,LISA
永井柳太郎,나가이 류타로
杉井光,스기이 히카루
山崎宗鑑,야마자키 소칸
林芙美子,하야시 후미코
大島弓子,오시마 유미코
細川晴元,호소카와 하루모토
毛利隆元,모리 다카모토
末吉秀太,스에요시 슈타
山田顕義,야마다 아키요시
朝倉宗滴,아사쿠라 소테키
笠原留美,카사하라 루미
矢部浩之,야베 히로유키
ヤスダスズヒト,야스다 스즈히토
片山洋,가타야마 히로시
冨田弘一郎,도미타 고이치로
石原伸晃,이시하라 노부테루
有栖川宮幸子女王 (東山天皇の中宮),유키코 여왕
ハセガワケイスケ,하세가와 케이스케
島田満,시마다 미치루
薄田泣菫,스스키다 규킨
三谷幸喜,미타니 고키
橋本晃司,하시모토 고지
高城れに,다카키 레니
岡崎慎司,오카자키 신지
金城武,가네시로 다케시
天谷宗一郎,아마야 소이치로
金刃憲人,가네토 노리히토
隠善智也,인젠 도모야
加藤大輔,가토 다이스케
長野久義,조노 히사요시
朴春琴,박춘금
韓昌祐,한창우
金城基泰,김기태
荒勝文策,아라카쓰 분사쿠
寺沢徹,데라사와 도루
宮藤官九郎,구도 간쿠로
田代まさし,다시로 마사시
武豊,타케 유타카
梅原大吾,우메하라 다이고
鷹司平通,다카쓰카사 도시미치
河森正治,카와모리 쇼지
宮市亮,미야이치 료
吉井小百合,요시이 사유리
足利義尚,아시카가 요시히사
白鵬翔,하쿠호 쇼
秋篠宮文仁親王,아키시노노미야 후미히토
MIYAVI,미야비
仲代達矢,나카다이 다쓰야
楠本イネ,쿠스모토 이네
田中マルクス闘莉王,다나카 마르쿠스 툴리오
駒野友一,고마노 유이치
今村昌平,이마무라 쇼헤이
村山富市,무라야마 도미이치
源義平,미나모토노 요시히라
本田貴子,혼다 타카코
江國香織,에쿠니 가오리
重光葵,시게미쓰 마모루
沢松和子,사와마쓰 가즈코
小林沙苗,코바야시 사나에
浜美枝,하마 미에
三好義継,미요시 요시쓰구
齋藤彩夏,사이토 아야카
小山伸一郎,고야마 신이치로
島津歳久,시마즈 도시히사
つぼみ,쓰보미
Noria,Noria
阿部正勝,아베 마사카쓰
支倉凍砂,하세쿠라 이스나
穂井田元清,호이다 모토키요
兒玉秀雄,고다마 히데오
晶エリー,오사와 유카
小宮山悟,고미야마 사토루
新浦壽夫,니우라 히사오
yuri,유리
motsu,모쓰
春奈るな,하루나 루나
清水香里,시미즈 카오리
小川洋子,오가와 요코
正仁親王妃華子,마사히토 친왕비 하나코
憲仁親王妃久子,노리히토 친왕비 히사코
櫻井翔,사쿠라이 쇼
長嶋清幸,나가시마 기요유키
夏田鐘甲,우종갑
金達寿,김달수
中田翔,나카타 쇼
能見篤史,노미 아쓰시
最澄,사이초
高田翔,다카다 쇼
元良親王,모토요시 친왕
別所浩郎,벳쇼 고로
大島正太郎,오시마 쇼타로
つなこ,츠나코
仲尾修一,나카오 슈이치
森本貴幸,모리모토 다카유키
紅玉いづき,고교쿠 이즈키
さとうふみや,사토 후미야
渡辺多恵子,와타나베 다에코
樹なつみ,이쓰키 나쓰미
いがらしみきお,이가라시 미키오
北川みゆき,기타가와 미유키
小山慶一郎,고야마 게이치로
伊達政宗,다테 마사무네
稲本潤一,이나모토 준이치
岡松和夫,오카마쓰 가즈오
ダンス☆マン,댄스☆맨
三浦翔平,미우라 쇼헤이
石黒英雄,이시구로 히데오
YOSHIKI,요시키
坂口博信,사카구치 히로노부
日蓮,니치렌
赤松健,아카마쓰 겐
柳生宗矩,야규 무네노리
哀川翔,아이카와 쇼
植松伸夫,우에마쓰 노부오
仁孝天皇,닌코 천황
榊原諒,사카키바라 료
浅尾拓也,아사오 다쿠야
久米宏,구메 히로시
金子千尋,가네코 지히로
丹羽雄哉,니와 유야
竹中平蔵,다케나카 헤이조
團琢磨,단 다쿠마
沢庵宗彭,다쿠안 소호
北条綱成,호조 쓰나시게
宗茂,소 시게루
宗猛,소 다케시
大久保嘉人,오쿠보 요시토
錦織圭,니시코리 게이
小川祐忠,오가와 스케타다
斎藤隆,사이토 다카시
植村秀,우에무라 슈
中鉢良治,주바치 료지
櫻井浩美,사쿠라이 하루미
宝田明,타카라다 아키라
深澤直人,후카사와 나오토
ラサール石井,라 사르 이시이
麻原彰晃,아사하라 쇼코
千代の富士貢,지요노후지 미쓰구
盛田昭夫,모리타 아키오
上杉謙信,우에스기 겐신
カレン・ロバート,로버트 카렌
油谷繁,아부라야 시게루
英照皇太后,에이쇼 황태후
木本花音,기모토 가논
高橋ユウ,유 타카하시
倉田保昭,쿠라타 야스아키
孝霊天皇,고레이 천황
坂本九,사카모토 큐
寺尾聰,데라오 아키라
