"Фоменко, Анатолий Тимофеевич",阿纳托利·季莫费耶维奇·福缅科
"Долгих, Владимир Иванович",弗拉基米尔·多尔吉赫
"Нудельман, Александр Эммануилович",亚历山大·诺德尔曼
"Тагава, Кэри-Хироюки",田川洋行
"Лазарев, Сергей Вячеславович",賽奇·拉查列夫
"Крючков, Владимир Александрович",弗拉基米尔·克留奇科夫
"Ламонова, Евгения Алексеевна",叶夫根尼娅·拉莫诺娃
"Королёв, Ярослав Игоревич",雅洛斯拉弗·科若列夫
"Николаенко, Александр Николаевич (бадминтонист)",亚历山大·尼科拉恩科
"Антонов, Олег Ярославович",奧列格·安東諾夫·(排球運動員)
"Хрулёв, Анатолий Николаевич",阿纳托利·赫鲁廖夫
"Мезенцев, Дмитрий Фёдорович",德米特里·梅津采夫
"Леонов, Николай Сергеевич",尼古拉·谢尔盖耶维奇·列昂诺夫
"Бугорский, Анатолий Петрович",阿纳托利·布戈尔斯基
"Тохтахунов, Алимжан Турсунович",阿里木江·吐尔逊诺维奇·托合塔洪诺夫
"Петросян, Леон Аганесович",莱昂·彼得罗相
"Левичев, Николай Владимирович",尼古拉·列维切夫
"Пацкевич, Александра Вячеславовна",亚历山德拉·帕茨克维奇
"Гребенников, Женя",耶尼亞·格雷本尼科夫
"Афонин, Юрий Вячеславович",尤里·阿福宁
"Мороз, Павел Васильевич",帕維爾·莫洛茲
"Мусин, Илья Александрович",伊利亚·阿列克桑德罗维奇·穆辛
"Королёв, Владимир Иванович",弗拉基米尔·伊万诺维奇·科罗廖夫
"Белявский, Давид Сагитович",达维德·别利亚夫斯基
"Сорокин, Алексей Иванович (адмирал)",阿列克谢·索罗金
"Зимин, Виктор Михайлович",维克托·米哈伊洛维奇·济明
"Виктюк, Роман Григорьевич",罗曼·维克秋克
"Кнорозов, Юрий Валентинович",尤里·克诺罗索夫
"Благовещенский, Алексей Сергеевич",阿列克谢·布拉戈维申斯基
"Михалкин, Владимир Михайлович",弗拉基米尔·米哈尔金
"Савиных, Виктор Петрович",维克托·萨维内赫
"Кубасов, Валерий Николаевич",瓦列里·库巴索夫
"Колесников, Михаил Петрович (военачальник)",米哈伊尔·彼得罗维奇·科列斯尼科夫
"Падерина, Наталья Фёдоровна",纳塔利娅·帕杰林娜
"Красносельский, Вадим Николаевич",瓦季姆·克拉斯諾謝利斯基
"Фортов, Владимир Евгеньевич",弗拉基米尔·福尔托夫
"Соколов, Владимир Евгеньевич",弗拉基米尔·叶夫根尼耶维奇·索科洛夫
КГБист,KG野獸
"Берлинская, Людмила Валентиновна",柳德米拉·别林斯卡娅
"Ивашов, Леонид Григорьевич",列昂尼德·伊瓦绍夫
"Рязанский, Сергей Николаевич",谢尔盖·梁赞斯基
"Антошкин, Николай Тимофеевич",尼古拉·安托什金
"Энберт, Александр Юрьевич",亚历山大·恩别特
"Шатов, Олег Александрович",奧里格·沙托夫
"Слуцкий, Леонид Эдуардович",列昂尼德·爱德华多维奇·斯卢茨基
"Кузаков, Константин Степанович",康斯坦丁·斯捷潘诺维奇·库扎科夫
"Захаров, Георгий Нефёдович",格奥尔基·扎哈罗夫
"Антонов, Анатолий Иванович (дипломат)",阿纳托利·安东诺夫
"Ведерников, Александр Александрович",亚历山大·亚历山德罗维奇·韦杰尔尼科夫
"Фаткулина, Ольга Александровна",奥莉加·法特库林娜
"Скокова, Юлия Игоревна",尤利娅·斯科科娃
"Алипов, Алексей Александрович",阿列克谢·阿利波夫
"Соколов, Олег Валерьевич",奧列格·索科洛夫
"Лещенко, Лев Валерьянович",列夫·列先科
"Юрский, Сергей Юрьевич",谢尔盖·尤尔斯基
"Петренко, Василий Эдуардович",瓦西里·彼得连科
"Баландин, Александр Сергеевич",亚历山大·谢尔盖耶维奇·巴兰金
"Сафронов, Виктор Сергеевич",維克托·薩夫羅諾夫
"Чилингаров, Артур Николаевич",阿尔图尔·奇林加罗夫
"Голодец, Ольга Юрьевна",奥莉加·戈洛杰茨
"Степко, Олег Сергеевич",奥列格·斯特普科
Oxxxymiron,Oxxxymiron
"Шеремет, Павел Григорьевич",帕維爾·舍列梅特
"Глушков, Николай Алексеевич",尼古拉·格盧什科夫
"Певцов, Дмитрий Анатольевич",德米特里·佩夫佐夫
"Абдразаков, Аскар Амирович",阿斯卡·亞德拉札可夫
"Арзамасова, Елизавета Николаевна",莉萨·阿尔扎玛索娃
"Абдразаков, Ильдар Амирович",伊尔达尔·阿布德拉扎科夫
"Абдулаев, Магомед Имранович",穆罕默德·阿卜杜拉耶夫
"Арефьев, Николай Васильевич",尼古拉·瓦西里耶维奇·阿列菲耶夫
"Некрасов, Андрей Львович",安德烈·利沃维奇·涅克拉索夫
"Прокопьев, Александр Юрьевич",亚历山大·尤里耶维奇·普罗科皮耶夫
"Климов, Алексей Васильевич",阿列克谢·克利莫夫
"Лановой, Василий Семёнович",瓦西里·兰诺沃伊
"Дворцевой, Сергей Владимирович",謝爾蓋·德沃爾采沃伊
"Елистратов, Семён Андреевич",谢苗·叶利斯特拉托夫
"Асмаев, Виктор Карпович",維克多·阿斯馬耶夫
"Диордица, Александр Филиппович",亚历山大·迪奥尔迪察
"Дзасохов, Александр Сергеевич",亚历山大·扎索霍夫
"Бабаевский, Семён Петрович",谢苗·巴巴耶夫斯基
"Ястржембский, Сергей Владимирович",謝爾蓋·亞斯特任布斯基
"Исмаилов, Тельман Марданович",捷利曼·伊斯梅洛夫
"Медведев, Жорес Александрович",若列斯·亚历山德罗维奇·梅德韦杰夫
"Абрамович, Юрий Гарриевич",尤里·阿布拉莫维奇
"Мартынович, Александр Владимирович",亞歷山大·馬丁諾維奇
"Нарусова, Людмила Борисовна",柳德米拉·纳鲁索娃
"Шапошников, Евгений Иванович",叶夫根尼·沙波什尼科夫
"Аршба, Отари Ионович",奥塔里·阿尔什巴
"Аршинова, Алёна Игоревна",阿廖娜·阿尔希诺娃
"Агарков, Егор Прокопьевич",叶戈尔·阿加尔科夫
"Нурмагомедов, Хабиб Абдулманапович",哈比布·努曼格莫多夫
"Ашурбейли, Игорь Рауфович",伊格尔·阿舒尔贝利
"Архипов, Иван Васильевич",伊万·阿尔希波夫
Онуфрий (Березовский),欧诺菲力
"Червоненко, Степан Васильевич",斯捷潘·契尔沃年科
"Серова, Елена Олеговна",叶连娜·谢罗娃
"Баркашов, Александр Петрович",亞歷山大·巴爾卡紹夫
"Крутой, Игорь Яковлевич",伊戈尔·克鲁托伊
"Крунич, Александра",亞歷山德拉·克魯尼奇
"Авен, Пётр Олегович",彼得·奥列戈维奇·阿文
"Красова, Вера Викторовна",薇拉·克拉索娃
"Мединский, Владимир Ростиславович",弗拉基米尔·梅金斯基
"Анофриев, Олег Андреевич",奥列格·阿诺弗里耶夫
"Хромачёва, Ирина Павловна",伊琳娜·克罗玛彻娃
"Бибилов, Анатолий Ильич",阿納托利·比比洛夫
"Шомин, Валерий Кимович",瓦列里·肖明
"Юдашкин, Валентин Абрамович",瓦伦丁·尤达什金
"Меркурьев, Александр Сергеевич",亚历山大·麦克尔耶夫
"Филиппов, Владимир Михайлович",弗拉基米尔·菲利波夫
"Трифонов, Даниил Олегович",丹尼尔·特里福诺夫
"Антипова, Евгения Петровна",葉夫根尼亞·安季波娃
"Головкин, Сергей Александрович (серийный убийца)",谢尔盖·戈洛夫金
"Уфимцев, Пётр Яковлевич",彼得·乌菲莫切夫
"Мартынов, Владимир Иванович",弗拉基米尔·马丁诺夫
"Логинов, Александр Викторович",亞歷山大·洛吉諾夫
"Старобинский, Алексей Александрович",阿列克谢·斯塔罗宾斯基
"Приходько, Сергей Эдуардович",谢尔盖·爱德华多维奇·普里霍季科
"Баженов, Тимофей Тимофеевич",季莫费·巴热诺夫
