上皇后美智子,美智子上皇后
稲盛和夫,稻盛和夫
西角友宏,西角友宏
井戸敏三,井戶敏三
木城ゆきと,木城幸人
徳川綱誠,德川綱誠
南雲忠一,南云忠一
田尻智,田尻智
山岸凉子,山岸凉子
小林正樹,小林正樹
林芙美子,林芙美子
大島弓子,大島弓子
栗原小巻,栗原小卷
小林沙苗,小林沙苗
長谷川逸子,長谷川逸子
久保帯人,久保带人
小野田寛郎,小野田寬郎
神尾葉子,神尾葉子
安藤なつみ,安藤夏美
伊藤比呂美,伊藤比吕美
大山倍達,大山倍達
仲村佳樹,仲村佳樹
東郷平八郎,东乡平八郎
栗林忠道,栗林忠道
三塚博,三塚博
武内健,武內健
宇崎竜童,宇崎龍童
髙橋信二,高橋信二
要潤,要潤
三枝夕夏,三枝夕夏
松本哲也・(野球),松本哲也
神尾光臣,神尾光臣
青木一男,青木一男
櫻井浩美,櫻井浩美
北条綱成,北條綱成
坂東玉三郎・(5代目),坂東玉三郎·(第五代)
宝田明,寶田明
深澤直人,深澤直人
矢野燿大,矢野燿大
川野淳次,川野淳次
タモリ,塔摩利
真堂圭,真堂圭
竹田恒徳,竹田恆德
穐田和恵,龝田和惠
織田信治,織田信治
蛭田達也,蛭田達也
多村仁志,多村仁志
青地茂綱,青地茂綱
保村真,保村真
沢村一樹,澤村一樹
上杉茂憲,上杉茂憲
桜乃彩音,櫻乃彩音
土岐麻子,土岐麻子
大橋歩夕,大橋步夕
藤田元司,藤田元司
KEIKO・(1985年生の歌手),Keiko
中川秀政,中川秀政
東野峻,東野峻
EXILE・AKIRA,AKIRA·(艺人)
足利義尚,足利義尚
田中角栄,田中角荣
白鵬翔,白鵬翔
帆足和幸,帆足和幸
石黒英雄,石黑英雄
栗山巧,栗山巧
安藤裕子,安藤裕子
田形皇女,田形皇女
三浦翔平,三浦翔平
天谷宗一郎,天谷宗一郎
八木智哉,八木智哉
金刃憲人,金刃憲人
鎌池和馬,鎌池和馬
チョコボール向井,向山裕
呉由姫,吳由姬
笹倉綾人,笹倉綾人
山本海人,山本海人
小早川秀包,小早川秀包
朝井秀樹,朝井秀樹
吉川元春,吉川元春
森山眞弓,森山真弓
紀皇女,紀皇女
長野久義,長野久義
隠善智也,隱善智也
T-岡田,岡田貴弘
青木琴美・(漫画家),青木琴美
加藤大輔,加藤大輔
阿部雅司,阿部雅司
中原昌也,中原昌也
河森正治,河森正治
柳生宗矩,柳生宗矩
足利尊氏,足利尊氏
上田美和,上田美和
船木勝一,船木勝一
輿石東,輿石東
平野耕太,平野耕太
梅林茂,梅林茂
寺尾聰,寺尾聰
沢庵宗彭,澤庵宗彭
加藤正人・(ゲームクリエイター),加藤正人
川上信夫,川上信夫
お市の方,阿市
重光葵,重光葵
沢松和子,泽松和子
江國香織,江國香織
足利義輝,足利義輝
足利義政,足利义政
岡本太郎,岡本太郎
根岸隆,根岸隆
上田清司,上田清司
加藤凌平,加藤凌平
藤野かほる,藤野薰
藤本達夫,藤本达夫
山本脩斗,山本脩斗
原田左之助,原田左之助
石井宏・(競泳選手),石井宏
山縣有朋,山縣有朋
西園寺公望,西園寺公望
伊坂幸太郎,伊坂幸太郎
織田優成,織田優成
一木喜徳郎,一木喜德郎
井上真樹夫,井上真樹夫
太田真一郎,太田真一郎
林権助,林权助
永川勝浩,永川勝浩
大来佐武郎,大来佐武郎
はいむらきよたか,灰村清孝
小山伸一郎,小山伸一郎
山田顕義,山田顯義
晶エリー,晶愛麗
毛利隆元,毛利隆元
高橋紹運,高橋紹運
穂井田元清,穗井田元清
細川晴元,細川晴元
支倉凍砂,支倉凍砂
朝倉宗滴,朝倉宗滴
末吉秀太,末吉秀太
島津歳久,島津歲久
瀬越憲作,瀨越憲作
芝山努,芝山努
つぼみ・(AV女優),蕾·(AV女優)
岩崎征実,岩崎征實
岩永哲哉,岩永哲哉
源義平,源義平
田上富久,田上富久
吉富昭仁,吉富昭仁
和田慎二,和田慎二
本田貴子,本田貴子
秋山準,秋山準
武豊,武豐
石原伸晃,石原伸晃
笠原留美,笠原留美
島田満,島田滿
逢坂浩司,逢坂浩司
幸子女王,幸子女王
織田圭祐,織田圭祐
野坂浩賢,野坂浩贤
ハセガワケイスケ,長谷川啟介
矢部浩之,矢部浩之
迎夏生,迎夏生
絵夢羅,繪夢羅
川本喜八郎,川本喜八郎
憲仁親王妃久子,憲仁親王妃久子
正仁親王妃華子,正仁親王妃華子
つだみきよ,津田美樹代
篠原千絵,篠原千繪
筑波さくら,筑波櫻
やまねあやの,山根绫乃
託基皇女,多紀皇女
山村暮鳥,山村暮鳥
中村悠一,中村悠一
原史奈,原史奈
津村まこと,津村真琴
細川直美,細川直美
大来皇女,大來皇女
畑野ひろ子,畑野浩子
後藤理沙,後藤理沙
田村正和,田村正和
上田敏,上田敏
柳澤伯夫,柳泽伯夫
小川洋子,小川洋子
伊藤仁斎,伊藤仁齋
清水香里,清水香里
山室光史,山室光史
高橋直純,高橋直純
三好義継,三好義繼
大河内一楼,大河內一樓
佐久間盛政,佐久間盛政
波多野和俊,波多野和俊
齋藤彩夏,齋藤彩夏
大和悠河,大和悠河
片霧烈火,片霧烈火
堂本剛,堂本剛
山本有三,山本有三
飯田里穂,飯田里穗
上川隆也,上川隆也
酒井法子,酒井法子
田中佑典,田中佑典
田中和仁,田中和仁
工藤夕貴,工藤夕贵
川上未映子,川上未映子
平野文,平野文
谷村奈南,谷村奈南
松井須磨子,松井須磨子
扇千景,扇千景
しいなえいひ,椎名英姬
笛木優子,笛木優子
南野陽子,南野阳子
UA・(歌手),UA·(歌手)
潮田玲子,潮田玲子
尾辻かな子,尾辻加奈子
小椋久美子,小椋久美子
彩音,彩音
山内房治郎,山内房治郎
香里奈,香里奈
坂井真紀,坂井真紀
板垣退助,板垣退助
ベッキー,Becky
伊藤清,伊藤清
長塚京子,长冢京子
Riya,Riya
青山七恵,青山七惠
小渕優子,小淵優子
池田勇人,池田勇人
孝明天皇,孝明天皇
岡崎トミ子,岡崎富子
西村雄一,西村雄一
中村礼子,中村禮子
推古天皇,推古天皇
つじあやの,辻亞彌乃
石岡瑛子,石岡瑛子
角野栄子,角野榮子
浜美枝,濱美枝
仲代達矢,仲代達矢
福士加代子,福士加代子
一条天皇,一條天皇
巴御前,巴御前
多和田葉子,多和田葉子
神保道夫,神保道夫
吉田茂,吉田茂
本多光太郎,本多光太郎
日野宗子,日野宗子
マツモトトモ,松本友·(漫畫家)
田中亜土夢,田中亞土夢
阿部正勝,阿部正勝
小藤文次郎,小藤文次郎
井村雅代,井村雅代
杉井光,杉井光
白井貴子・(バレーボール),白井貴子·(排球運動員)
宮藤官九郎,宮藤官九郎
飯篠家直,飯篠家直
保坂和志,保坂和志
田代まさし,田代政
山崎宗鑑,山崎宗鑑
福地源一郎,福地源一郎
永井柳太郎,永井柳太郎
小柳ゆき,小柳由紀
榊原諒,榊原諒
脇谷亮太,脇谷亮太
伊達宗城,伊達宗城
カレン・ロバート,罗伯特·库伦
志摩清英,志摩清英
鬼庭綱元,鬼庭綱元
木ノ本嶺浩,木之本岭浩
志治達雄,志治達雄
高川格,高川格
黒部光昭,黑部光昭
仲井眞弘多,仲井真弘多
冬目景,冬目景
七尾奈留,七尾奈留
天国・(人物),天國·(日本人物)
金原ひとみ,金原瞳
ミシェル・フェレ,法拉美穗
皇名月,皇名月
関勉,關勉
山田五十鈴,山田五十鈴
摩文仁賢和,摩文仁賢和
春畑道哉,春畑道哉
在原業平,在原業平
後亀山天皇,後龜山天皇
称光天皇,稱光天皇
後花園天皇,後花園天皇
最澄,最澄
櫻井翔,櫻井翔
森田健作,森田健作
楠本イネ,楠本稻
伊倉一恵,伊倉一惠
兵藤慎剛,兵藤慎剛
Faylan,Faylan
桂正和,桂正和
荒木経惟,荒木经惟
浦田武,浦田武
高田賢三,高田贤三
May・J.,May·J.
今日出海,今日出海
藤山愛一郎,藤山爱一郎
三浦祥朗,三浦祥朗
高塚正也,高塚正也
渋谷茂,涩谷茂
一条房家,一條房家
日野由利加,日野由利加
星野貴紀,星野貴紀
ながやす巧,永安巧
沼田祐介,沼田祐介
三上博史,三上博史
内山理名,內山理名
近江知永,近江知永
本因坊秀和,本因坊秀和
本因坊算悦,本因坊算悅
今野緒雪,今野緒雪
山本匠馬,山本匠馬
玉置浩二,玉置浩二
米倉涼子,米仓凉子
南沢奈央,南澤奈央
平山あや,平山綾
加藤あい,加藤愛
寺島拓篤,寺島拓篤
大泉洋,大泉洋
鈴木杏樹,鈴木杏樹
平木理化,平木理化
千葉景子,千葉景子
大賀典雄,大賀典雄
原田雅彦,原田雅彦
足利義勝,足利義勝
遠藤愛,远藤爱
千秋・(タレント),藤本千秋
土田尚史,土田尚史
三橋加奈子,三橋加奈子
小笠原亜里沙,小笠原亞里沙
菊池寛,菊池寬
彩花みん,彩花珉
土井利勝,土井利勝
若尾文子,若尾文子
江夏豊,江夏豐
瀧川幸辰,泷川幸辰
三輪士郎,三輪士郎
立花慎之介,立花慎之介
丸山隆平,丸山隆平
堀絢子,堀絢子
久米宏,久米宏
兼田敏,兼田敏
柿崎景家,柿崎景家
金子千尋,金子千尋
久保裕也・(野球),久保裕也
藪恵壹,藪惠壹
浅尾拓也,淺尾拓也
TIGARAH,Tigarah
鈴木このみ,鈴木KONOMI
狗神煌,狗神煌
高橋ユウ,高橋優·(女演員)
木本花音,木本花音
丹羽雄哉,丹羽雄哉
羽田美智子,羽田美智子
森永卓郎,森永卓郎
英照皇太后,英照皇太后
團琢磨,团琢磨
兼崎健太郎,兼崎健太郎
加戸誉夫,加戶譽夫
竹中平蔵,竹中平藏
あさぎ桜,淺木櫻
堀北真希,堀北真希
中山文十郎,中山文十郎
十河一存,十河一存
兎塚エイジ,兔塚英志
中西妙子,中西妙子
豊口めぐみ,豐口惠
源信・(僧侶),源信·(僧人)
鷹森淑乃,鷹森淑乃
真鍋譲治,真鍋讓治
小川祐忠,小川祐忠
植村秀,植村秀
中鉢良治,中鉢良治
ラサール石井,拉沙爾石井
五代友厚,五代友厚
福地翼,福地翼
斎藤隆・(野球),齋藤隆·(棒球選手)
家中宏,家中宏
松山千春,松山千春
小林俊彦・(漫画家),小林俊彦
内山眞人,內山真人
吉井怜,吉井怜
倉田保昭,仓田保昭
片岡信和,片岡信和
徳永暁人,德永曉人
河田聡,河田聪
佐久間紅美,佐久間紅美
北白川房子,北白川房子
山野さと子,山野智子
黒乃奈々絵,黑乃奈奈繪
Sister・MAYO,Sister·MAYO
安宅信康,安宅信康
鈴木重秀,鈴木重秀
山田規三生,山田規三生
野見祐二,野見祐二
八神ひろき,八神浩樹
志村由美,志村由美
長谷有洋,長谷有洋
村井貞勝,村井貞勝
島津斉興,岛津齐兴
武論尊,武論尊
天神有海,天神有海
島津忠義,島津忠義
中村正雄・(陸軍中将),中村正雄
中田あすみ,中田明日見
夢野久作,夢野久作
藤原家隆・(従二位),藤原家隆
大家友和,大家友和
沢田謙太郎,澤田謙太郎
千利休,千利休
目黒萌絵,目黑萌繪
小林隆男,小林隆男
酒井直樹・(サッカー選手),酒井直樹·(足球員)
小野坂昌也,小野坂昌也
青野武,青野武
碧也ぴんく,碧也緋紅
辻谷耕史,辻谷耕史
廣瀬栄理子,廣瀨榮理子
前田美順,前田美順
小栗旬,小栗旬
本橋麻里,本橋麻里
園田博之,園田博之
末綱聡子,末綱聰子
木下さくら,木下櫻
秋元康,秋元康
岡本昌弘,岡本昌弘
杉森建,杉森建
わたなべひろし,渡邊浩
具志堅用高,具志堅用高
吉屋信子,吉屋信子
小大君,小大君
田中友幸,田中友幸
大植英次,大植英次
西郷菊次郎,西鄉菊次郎
三輪勝恵,三輪勝惠
小林恵・(女優),小林惠
古川雄大,古川雄大
武田修宏,武田修宏
白鳥百合子,白鳥百合子
泉ピン子,泉平子
田中美佐子,田中美佐子
宝亀克寿,寶龜克壽
渡辺マナミ,Aimmy
新垣勉・(歌手),新垣勉
牧田哲也,牧田哲也
Hitomi,Hitomi
Tetsuya,Tetsuya
かきふらい,Kakifly
佐川一政,佐川一政
Hyde,Hyde
H.NAOTO,H.NAOTO
Huke,Huke
Miwa,Miwa
橋本龍太郎,橋本龍太郎
Nayuta,Nayuta
Yozuca*,Yozuca*
Yukihiro,Yukihiro
野田聖子,野田聖子
高橋はるみ,高橋春美
宮崎吾朗,宮崎吾朗
大川とみ,大川富
高樹のぶ子,高樹信子
松崎キミ代,松崎君代
渡部高志,渡部高志
司馬江漢,司马江汉
毛利甚八,毛利甚八
東久邇成子,東久邇成子
種田山頭火,種田山頭火
池田厚子,池田厚子
出町豊,出町豐
北条義時,北條義時
高松宮宣仁親王,高松宮宣仁親王
小林陽太郎,小林陽太郎
相原豊,相原丰
フランク永井,法蘭克永井
田村ゆかり,田村由香里
東海林太郎,东海林太郎
浅野温子,淺野溫子
村上幸平,村上幸平
青山草太,青山草太
和央ようか,和央葉華
紺野まひる,紺野真晝
SoulJa,SoulJa
西川大輔,西川大辅
比嘉愛未,比嘉愛未
草壁皇子,草壁皇子
江口洋介,江口洋介
谷澤恵里香,谷澤惠里香
宇徳敬子,宇德敬子
内川藍維,內川藍維
原田ひとみ,原田瞳
森川美穂,森川美穗
小川真奈,小川真奈
徳川光貞,德川光貞
藤原惺窩,藤原惺窩
山田啓二,山田啟二
継谷昌三,继谷昌三
池谷幸雄,池谷幸雄
青山穣,青山穰
天野洋一,天野洋一
山田風太郎,山田風太郎
市川実日子,市川實日子
今井麻美,今井麻美
松永政行,松永政行
畠田好章,畠田好章
石田卓也・(俳優),石田卓也
西又葵,西又葵
瀬戸大也,濑户大也
知念孝,知念孝
柿澤弘治,柿澤弘治
森山輝久,森山辉久
菅原貞敬,菅原贞敬
西郷局,西鄉局
徳川頼宣,德川賴宣
清水宗治,清水宗治
鷹司和子,鷹司和子
中野尚弘,池田尚弘
川島永嗣,川島永嗣
池山田剛,池山田剛
ヤマトタケル,日本武尊
内田篤人,内田笃人
瓜生外吉,瓜生外吉
鳥居元忠,鳥居元忠
直木三十五,直木三十五
佐藤優樹・(歌手),佐藤優樹
宮崎勤,宮崎勤
堤康次郎,堤康次郎
出口陽,出口陽
中西優香,中西優香
小池里奈,小池里奈
田口壮,田口壯
尾上松之助,尾上松之助
賀屋興宣,賀屋興宣
高師直,高師直
秋田児童連続殺害事件,畠山鈴香
赤松真人,赤松真人
大場真人,大場真人
蓮佛美沙子,蓮佛美沙子
尼子経久,尼子經久
宇喜多直家,宇喜多直家
浦田直也,浦田直也
五十嵐亮太,五十嵐亮太
五十嵐卓哉,五十嵐卓哉
天海祐希,天海祐希
福井俊彦,福井俊彦
佐々木主浩,佐佐木主浩
顕如,顯如
川原礫,川原礫
花田光,花田光
金太郎,金太郎
中村由利・(歌手),中村由利
速水優,速水优
勝田里奈,勝田里奈
久保田利伸,久保田利伸
小木曽汐莉,小木曾汐莉
桜庭ななみ,櫻庭奈奈美
藤あや子,藤彩子
鈴木貞一,铃木贞一
小林恵美,小林惠美
森高千里,森高千里
熊沢蕃山,熊泽蕃山
松原剛志,松原剛志
大堀恵,大堀惠
佐々木蔵之介,佐佐木藏之介
山崎貴,山崎貴
松浦隆信,松浦隆信
西郷隆盛,西鄉隆盛
マシ・オカ,岡政偉
今村昌平,今村昌平
村山富市,村山富市
源義経,源義經
金城武,金城武
駒野友一,驹野友一
田中マルクス闘莉王,田中鬥莉王
武田勝頼,武田勝賴
土井裕泰,土井裕泰
有坂成章,有坂成章
大野克夫,大野克夫
北の湖敏満,北之湖敏滿
喜多村英梨,喜多村英梨
武田梨奈,武田梨奈
スティーヴ・アオキ,史蒂夫·青木
櫻井孝宏,櫻井孝宏
井上雄彦,井上雄彦
小泉進次郎,小泉進次郎
木坂規矩三,木坂規矩三
今井正,今井正
建部賢弘,建部贤弘
吉村真晴,吉村真晴
有馬洪,有馬洪
武藤遊戯,武藤遊戲
遍昭,遍昭
前山田健一,前山田健一
いのくちゆか,豬口有佳
丸井ことの,丸井琴乃
佐藤安孝,佐藤安孝
小瀬戸俊昭,小濑户俊昭
畠山智之,畠山智之
加瀬亮,加瀨亮
夏帆,夏帆
小泉孝太郎,小泉孝太郎
杉浦太陽,杉浦太陽
壱智村小真,壹智村小真
村上もとか,村上紀香
村上義清,村上義清
池田恒興,池田恆興
佐々木道誉,佐佐木道譽
椎名へきる,椎名碧流
浦野一美,浦野一美
緋村剣心,緋村劍心
北畠顕家,北畠顯家
森可成,森可成
東山紀之,东山纪之
金田一京助,金田一京助
G.G.佐藤,G.G.佐藤
高山樗牛,高山樗牛
佐佐木信綱,佐佐木信綱
土井隆雄,土井隆雄
盛田昭夫,盛田昭夫
大佛次郎,大佛次郎
森本貴幸,森本貴幸
宮市亮,宮市亮
森川智之,森川智之
深津尚子,深津尚子
小和田敏子,小和田敏子
村治佳織,村治佳织
渡部善斗,渡部善斗
中西悠子,中西悠子
石塚友二,石塚友二
小沢一郎,小泽一郎
中務,中務
川村万梨阿,川村万梨阿
久生十蘭,久生十蘭
氷室冴子,冰室冴子
広中和歌子,廣中和歌子
伊藤整一,伊藤整一
江口冨士枝,江口富士枝
大島直人,大岛直人
磯谷廉介,磯谷廉介
佐々木るん,佐佐木留恩
玄昉,玄昉
島津久光,岛津久光
清水玲子,清水玲子
菅原孝標女,菅原孝標女
岡崎恒子,岡崎恆子
山本博・(アーチェリー選手),山本博·(射箭選手)
福田敬子,福田敬子
樽床伸二,樽床伸二
西崎崇子,西崎崇子
岡野玲子,岡野玲子
笠原江梨香,笠原江梨香
Nujabes,Nujabes
大島永遠,大島永遠
平沢里菜子,平澤里菜子
吉田健一・(英文学者),吉田健一
