George Washington,乔治·华盛顿
Paul Bremer,保罗·布雷默
Regina King,蕾吉娜·金
Chester W. Nimitz,切斯特·威廉·尼米兹
Rumer Willis,鲁默·威利斯
Logan Tom,洛根·湯娒
Bree Turner,布里·特纳
Ronda Rousey,龙达·鲁西
Henry Morgenthau Sr.,老亨利·摩根索
Anthony Perkins,安東尼·柏金斯
Khaled Hosseini,卡勒德·胡賽尼
Ralph Nader,拉尔夫·纳德
Robert Sean Leonard,羅伯·蕭恩·萊納德
Seann William Scott,西恩·威廉·史考特
Elizabeth Blackwell,伊麗莎白·布萊克威爾
Carole King,卡洛爾·金
Flannery O'Connor,弗兰纳里·奥康纳
Lily Aldridge,莉莉·奧爾德里奇
Ivana Trump,伊凡娜·川普
Hikaru Utada,宇多田光
Lynn Margulis,琳·馬古利斯
Ted Turner,泰德·透納
Morgan Freeman,摩根·弗里曼
Shonda Rhimes,珊达·莱梅斯
Candace Parker,坎达丝·帕克
Steve Vai,史提芬·范
Eric Clapton,埃里克·克莱普顿
Nancy Reagan,南希·里根
Lawrence Lessig,勞倫斯·雷席格
Danny Elfman,丹尼·葉夫曼
Lee Van Cleef,李·范克里夫
Ralph Waldo Emerson,拉尔夫·沃尔多·爱默生
Dick Cheney,迪克·切尼
Zodiac Killer,黃道十二宮殺手
Zoe Kazan,柔依·卡山
Zoe Lofgren,佐伊·洛夫格伦
Theda Bara,蒂達·巴拉
Josh Groban,喬許·葛洛班
Otis Redding,奧蒂斯·雷丁
Clara Bow,克拉拉·鲍
Betty Friedan,貝蒂·傅瑞丹
Martha Stewart,瑪莎·史都華
Elizabeth Olsen,伊丽莎白·奥尔森
Anne Heche,安·海契
Alexis Smith,亚历克西丝·史密斯
Marion Davies,玛丽恩·戴维斯
Janel Parrish,贾娜尔·帕里希
Sofia Coppola,蘇菲亞·柯波拉
Alan Greenspan,艾伦·格林斯潘
Aron Jóhannsson,阿隆·約翰遜
Scottie Pippen,斯科蒂·皮蓬
Quincy Jones,昆西·琼斯
Tony Scott,托尼·斯科特
Maggie Grace,瑪姬·格蕾斯
Will Ferrell,威爾·法洛
Bonnie Raitt,邦妮·雷特
Dionne Warwick,迪翁·沃里克
Anne Fletcher,安妮·佛萊契
Julie Gonzalo,朱莉·冈萨洛
Baruj Benacerraf,巴茹·贝纳塞拉夫
Lori Loughlin,洛莉·路格林
Percival Lowell,帕西瓦尔·罗威尔
Jackie Speier,傑基·斯貝爾
Stevie Nicks,史蒂薇·妮克絲
Michelle Branch,密雪兒·布蘭奇
Richard Gere,李察·基爾
Taylor Momsen,泰萊·麥遜
Kenneth G. Wilson,肯尼斯·威爾森
James Cronin,詹姆斯·克罗宁
Sienna Miller,絲安娜·美娜
Jonathan Demme,強納森·德米
Sheryl Sandberg,雪莉·桑德伯格
James Tiptree Jr.,小詹姆斯·提普奇
Cecilia Payne-Gaposchkin,塞西莉亞·佩恩-加波施金
David Baltimore,戴维·巴尔的摩
Olivia Thirlby,奥莉薇·瑟尔比
Linda Darnell,蓮達·丹妮露
Yo-Yo Ma,馬友友
Jensen Ackles,詹森·艾克尔斯
Brendan Fraser,布蘭登·費雪
Emily Blunt,艾美莉·賓特
Lee Harvey Oswald,李·哈維·奧斯瓦爾德
Whoopi Goldberg,琥碧·戈柏
Carl Sandburg,卡爾·桑德堡
Zoey Deutch,柔伊·德區
Patrick Swayze,派屈克·史威茲
Vera Rubin,薇拉·魯賓
Jack Palance,杰克·帕兰斯
Jeffery Taylor,杰弗里·泰勒·(篮球运动员)
Stanley Donen,斯坦利·多南
Butch van Breda Kolff,巴奇·范布雷德·考尔夫
Arnett Moultrie,阿奈特·摩爾特里
Gerry Goffin,格里·戈芬
Jane Jensen,珍·簡森
Natalie Maines,娜塔丽·麦恩斯
John Hasbrouck Van Vleck,約翰·范扶累克
Benicio del Toro,班尼西歐·狄奧·托羅
Michael Dell,迈克尔·戴尔
Joyce Compton,乔伊丝·康普顿
Jay Leno,杰·雷诺
Jamie-Lynn Sigler,潔美-琳·辛格勒
Djuna Barnes,朱娜·巴恩斯
Priscilla Presley,普里西拉·普里斯萊
Diane Neal,黛安·尼尔
Leah Remini,莉亞·蕾米妮
Glenn T. Seaborg,格倫·西奧多·西博格
Linus Pauling,萊納斯·鮑林
Ish Smith,伊許·史密斯
Mary T. Meagher,玛丽·T·马尔
Gabby Giffords,加布里埃尔·吉福兹
Ludacris,卢达克里斯
Maya Lin,林璎
Bree Olson,布莉·歐森
Nelly,耐利
Herman Wouk,赫尔曼·沃克
Tori Amos,多莉·艾莫絲
Ne-Yo,尼歐·(歌手)
Hedy Lamarr,海蒂·拉玛
Joshua Lederberg,乔舒亚·莱德伯格
David Oyelowo,大衛·奧伊羅
Mary Ainsworth,瑪麗·愛因斯沃斯
Naomi Novik,娜奧米·諾維克
Genevieve Cortese,吉納維芙·科蒂斯
Amy Tan,谭恩美
Lynne Cheney,琳恩·切尼
Jennifer Granholm,珍妮弗·格蘭霍姆
Lauryn Williams,劳琳·威廉斯
Alicia Sacramone,艾丽西亚·萨克拉莫内
Barbara Morgan,芭芭拉·摩根
Laura Nyro,劳拉·尼罗
Nikki Reed,妮琪·利德
Betsy Ross,贝特西·罗斯
Steven Tyler,史蒂芬·泰勒
Samaire Armstrong,莎蜜拉·阿姆斯壯
Hayley Atwell,海莉·阿特维尔
Foxy Brown (rapper),騷狐狸·(歌手)
Sue Grafton,蘇·葛拉芙頓
Mark Reed (physicist),马克·里德
Nas,纳斯
Kurt Vonnegut,库尔特·冯内古特
Gary North (economist),加里·诺斯·(经济学家)
George Healis,乔治·希利斯
Eric Lichaj,艾力·列查積
Brad Guzan,布拉德·古赞
Andreas Papandreou,安德烈亚斯·帕潘德里欧
Madeleine Carroll,玛德琳·卡罗尔
Mary Baker Eddy,瑪麗·貝克·艾迪
Paul Bettany,保羅·彼特尼
Naima Mora,儷瑪·摩娜
Liu Yifei,刘亦菲
Ethel Waters,埃塞尔·沃特斯
Jane Alexander,简·亚历山大
Nellie Tayloe Ross,内莉·泰洛·罗斯
Phylicia Rashad,菲莉西亚·拉沙德
Elaine Stritch,伊莱恩·斯特里奇
Louis Farrakhan,路易斯·法拉堪
Drew Gilpin Faust,德鲁·吉尔平·福斯特
Christopher Hitchens,克里斯托弗·希欽斯
Rosalynn Carter,罗莎琳·卡特
Hugh Hefner,休·海夫納
Joe Satriani,喬·沙翠亞尼
Billy Joel,比利·乔尔
Elizabeth Banks,伊丽莎白·班克斯
Judith Butler,朱迪斯·巴特勒
Marley Shelton,瑪莉·雪登
Jerry Goldsmith,杰里·戈德史密斯
Dan Quayle,丹·奎尔
Pat Benatar,佩特·班納塔
Sasha Cohen,萨莎·科恩
Linda Kozlowski,琳达·柯兹罗斯基
Jordan Danger,喬丹·辛森
Laura Marano,蘿拉·馬拉諾
Sally Kirkland,莎莉·柯蘭
Paul Alivisatos,保羅·阿利維薩托斯
Chad Mirkin,查德·米爾金
Nicholas Sparks,尼可拉斯·史派克
America Ferrera,艾美莉卡·弗利拉
Regina Hall,雷吉娜·霍尔
Edward Albee,爱德华·阿尔比
Peggy Lipton,佩姬·利普顿
Carol Kane,卡萝尔·凯恩
Walter Mondale,沃尔特·蒙代尔
Michelle Kwan,关颖珊
Amy Smart,艾咪·史瑪特
Meryl Davis,梅莉·戴維斯
Alison Brie,爱丽森·布里
Britt Robertson,布丽特妮·罗伯森
Michelle Phillips,蜜雪兒·菲利普斯
Jill Biden,吉尔·拜登
Marsha Mason,瑪莎·曼森
Ellen McLain,埃伦·麦克莱恩
Krystal Meyers,克莉絲朵·梅兒
Jill Stein,吉爾·斯泰因
Marguerite MacIntyre,瑪格麗特·馬科林苔
Edna Purviance,埃德娜·珀维安斯
Lynda Carter,琳達·卡特
Helen Frankenthaler,海伦·佛兰肯瑟勒
Catherine Oxenberg,凯瑟琳·奥克森伯格
Jaclyn Smith,賈桂琳·史密斯
Betty Robinson,贝蒂·鲁宾逊
Chanel Iman,香奈兒·依曼
Mare Winningham,梅尔·温宁厄姆
Amanda Bearse,阿曼达·比尔斯
Holland Taylor,霍兰·泰勒
Douglass North,道格拉斯·诺斯
Judith Barsi,朱迪丝·芭西
Yuan T. Lee,李遠哲
Lisa Nowak,莉薩·諾瓦克
Judith Resnik,朱迪斯·蕾斯尼克
Louis E. Brus,路易斯·布鲁斯
Tenley Albright,譚莉·歐布萊特
Janet Evans,珍妮特·埃文斯
Sally Ride,萨莉·莱德
Barbara Gordon,芭芭拉·戈登
Simon Kinberg,賽門·金柏格
Alexis Amore,亞莉克希絲·阿莫爾
Jesse Eisenberg,傑西·艾森柏格
Voltairine de Cleyre,伏爾泰琳·克蕾
Lauren Vélez,蘿倫·維萊斯
Elizabeth Beisel,伊麗莎白·拜索
Eleanor H. Porter,愛蓮娜·霍奇曼·波特
Cassandra Clare,卡珊卓拉·克蕾兒
Mary Kay Bergman,马莉·凯·伯格曼
"Nancy Astor, Viscountess Astor",阿斯特子爵夫人南希·阿斯特
Vincent Price,文森特·普莱斯
George Emil Palade,喬治·埃米爾·帕拉德
Laurel Holloman,勞雷爾·霍勒曼
Chris Tucker,克里斯·塔克
Joshua Jackson,約書亞·傑克遜
Anne Tyler,安妮·泰勒
Rachael Yamagata,山形瑞秋
Bianca Knight,比安卡·奈特
Suzy Amis Cameron,蘇西·艾米斯·卡麥隆
Billie Burke,比莉·伯克
Philip Showalter Hench,菲利普·肖瓦特·亨奇
Amy Beach,艾米·比奇
Jean Peters,简·皮特斯
Kellan Lutz,凱蘭·魯茲
Rogers Hornsby,羅傑·霍斯比
Walter Brennan,沃尔特·布伦南
Phillip Phillips,菲利普·菲利普斯
Hilary Hahn,希拉里·哈恩
Kayden Kross,凱登·克羅斯
Martha Nussbaum,玛莎·努斯鲍姆
Anne Francis,安妮·弗朗西斯
Adam Levine,亞當·列維
Shelley Duvall,谢莉·杜瓦尔
Daniela Ruah,丹妮拉·鲁阿
Torrey DeVitto,托瑞·狄维托
Peggy Whitson,佩吉·惠特森
Beverly Sills,贝弗利·希尔斯
Janis Ian,珍妮斯·艾恩
Taraji P. Henson,塔拉吉·P·漢森
Nancy Meyers,南茜·迈耶斯
Ma Barker,妈妈巴克
Laura Benanti,蘿拉·班南蒂
Hunter S. Thompson,亨特·斯托克顿·汤普森
Elbridge Gerry,埃尔布里奇·格里
Paul Wolfowitz,保罗·沃尔福威茨
Jennifer Ehle,詹妮弗·艾莉
Christian Serratos,克莉絲汀·瑟拉圖絲
Margaret Burbidge,瑪格麗特·伯比奇
Mariel Zagunis,玛丽埃尔·扎格尼斯
Ruth Prawer Jhabvala,露絲·鮑爾·賈華拉
Hannah Teter,汉娜·泰特
Brooke Bennett,布鲁克·本内特
"Marie-Chantal, Crown Princess of Greece",瑪麗-珊圖·米勒
Chloë Sevigny,科洛·塞维尼
Rosalyn Tureck,罗莎琳·图雷克
Robert J. Flaherty,羅伯·佛萊厄提
Barbara Bain,芭芭拉·贝恩
Rachel Corrie,若雪·柯利
Alex Acker,亚利克斯·阿克
Becca Tobin,貝卡·托賓
Justin Hartley,賈斯汀·哈特雷
Alexander Berkman,亞歷山大·貝克曼
Jason Aldean,傑森·奧爾迪恩
Anaïs Nin,阿内丝·尼恩
Raymond Carver,瑞蒙·卡佛
Curtis Tomasevicz,柯蒂斯·托马塞维奇
Travis Barker,特拉维斯·巴克
Bob Sheppard,鮑伯·謝帕德
George Steinbrenner,喬治·史坦布瑞納
Mary Rand,玛丽·兰德
Elizabeth Bishop,伊丽莎白·毕晓普
Seth Rogen,塞斯·羅根
William Fichtner,威廉·菲克纳
Louis Sullivan,路易斯·沙利文
Dudley R. Herschbach,达德利·赫施巴赫
Titus O'Neil,泰德斯·歐尼爾
Marvin Miller,馬文·米勒
Muddy Waters,马迪·沃特斯
Ron Perlman,朗·普尔曼
Russell Westbrook,羅素·衛斯特布魯克
Michael Madsen,迈克尔·马德森
Elihu Root,羅脫
Floyd Landis,弗洛伊德·兰迪斯
Bryan Singer,布萊恩·辛格
AJ Michalka,AJ·蜜雪卡
Angie Dickinson,安吉·迪金森
Allison Mack,艾莉森·麦克
Vivica A. Fox,薇薇卡·A·福克斯
Amandla Stenberg,阿曼德拉·斯坦伯格
Jim Elliot,吉姆·艾略特
Zora Neale Hurston,佐拉·尼尔·赫斯顿
Kal Penn,凱爾朋·蘇雷什·默迪
John Browning,约翰·勃朗宁
Erin Heatherton,艾琳·希瑟頓
Brock Lesnar,布洛克·雷斯納
Gladys Knight,葛蕾蒂絲·奈特
Jason Derulo,杰森·德鲁罗
Howard Martin Temin,霍华德·马丁·特明
Margaret Mayall,瑪格麗特·梅耶爾
Cam Gigandet,凯姆·吉甘特
Aly Michalka,艾莉·蜜雪卡
Mary Lou Retton,瑪莉·盧·雷頓
Henry Taube,亨利·陶布
Leo Baekeland,利奥·贝克兰
Jascha Heifetz,雅沙·海菲茨
Joseph Erlanger,約瑟夫·厄爾蘭格
Katharine Jefferts Schori,嘉芙蓮·舒歌莉
George Stigler,喬治·斯蒂格勒
Gertrude Ederle,格特鲁德·埃德尔
Elaine Chao,趙小蘭
William Hanna,威廉·汉纳
Mihajlo Pupin,米海洛·卜平
William Walker (filibuster),威廉·沃克
Mike Barrett (basketball),迈克·巴雷特
Sandra Bernhard,桑德拉·伯恩哈德
Paulina Porizkova,寶麗娜·波域斯高娃
Leah Dizon,莉亞·迪桑
Linda Perry,琳达·佩里
Romina Power,罗米娜·珀尔
Kelsey Grammer,凱爾塞·格拉瑪
Eileen Chang,張愛玲
Timothy McVeigh,提摩太·占士·麥克維
Ray Romano,雷·羅曼諾
Poul Anderson,波尔·安德森
Anna Belknap,安娜·貝爾納普
Laura Dern,蘿拉·鄧恩
Suzanne Vega,苏珊娜·薇佳
Curtis Hanson,柯蒂斯·汉森
John Turturro,約翰·特托羅
Kaillie Humphries,凯莉·汉弗莱斯
Debbie Allen,黛比·艾伦
Kristin Armstrong,克丽斯廷·阿姆斯特朗
John Dillinger,约翰·迪林杰
Judy Greer,茱蒂·葛瑞兒
Dita Von Teese,蒂塔·万提斯
Gordon Moore,高登·摩爾
Jane Dee Hull,简·迪伊·赫尔
Beth Behrs,贝丝·贝尔斯
Kara Lynn Joyce,卡拉·琳恩·乔伊斯
Hobart Alter,霍巴特·奥尔特
Shantel VanSanten,仙朵·范桑頓
Tonya Harding,坦雅·哈定
Emilio Estevez,艾米利奥·艾斯特维兹
Christa Miller,克里斯塔·米勒
Kathy Baker,凯茜·贝克
Gene Sharp,吉恩·夏普
Lisa Blount,麗莎·布朗特
Nathaniel Shaler,纳撒尼尔·谢勒
Zhi-Xun Shen,沈志勋
Zhong Lin Wang,王中林
Samuel Ryan Curtis,塞缪尔·瑞恩·柯蒂斯
Beiwen Zhang,张蓓雯
Robert C. Baker,羅伯特·貝克
Jane Luu,劉麗姮
Ken Kesey,肯·克西
Pete Seeger,皮特·西格
Leon Panetta,莱昂·帕内塔
Emile Hirsch,艾米爾·荷許
Lloyd Shapley,劳埃德·沙普利
Rachel Bilson,瑞秋·比爾森
Moshe Safdie,摩西·萨夫迪
Nicola Peltz,妮寇拉·佩茲
G Hannelius,吉娜維芙·漢內柳斯
Jackie Robinson,傑基·羅賓森
Katherine Paterson,凯瑟琳·佩特森
Charles J. Pedersen,查尔斯·佩德森
Nancy Wilson (rock musician),南希·威爾森·(搖滾音樂家)
Janet Yellen,珍妮特·耶倫
Jessy Schram,洁茜·施拉姆
Debbie Reynolds,德琵·雷諾
Vicki Draves,维多利亚·马纳洛-德雷弗斯
Jackie Evancho,賈姬·伊凡柯
Tiffany Young,Tiffany·(少女時代)
Melissa Rauch,梅丽莎·劳奇
George Minot,喬治·邁諾特
Toni Kukoč,托尼·库科奇
Leighton Meester,麗頓·麥斯達
Gilbert Gottfried,吉尔伯特·戈特弗里德
Jaden Smith,贾登·史密斯
Olivia Munn,奥利维亚·穆恩
Maya Rudolph,玛雅·鲁道夫
Allison Iraheta,艾麗森·艾拉希塔
Rose Kennedy,罗丝·肯尼迪
Jason Kidd,贾森·基德
Jonas Salk,乔纳斯·索尔克
Alicia Silverstone,艾莉西亞·席薇史東
April Bowlby,艾普尔·鲍白
Hannah Kearney,汉娜·卡尼
A. M. Rosenthal,亚伯拉罕·迈克尔·罗森塔尔
Theodosius Dobzhansky,费奥多西·多布然斯基
Cedar Walton,悉達·華爾頓
Wade Boggs,韋德·博格斯
Karl Malone,卡爾·馬龍
Alyson Hannigan,艾莉森·汉尼根
Katrina Bowden,卡特里娜·宝登
H.D.,希尔达·杜利特尔
Jennifer Morrison,珍妮花·摩利遜
Giuseppe Rossi,朱塞佩·罗西
Mohamed El-Erian,穆罕默德·埃里安
Frank Lucas (Oklahoma politician),弗兰克·卢卡斯·(俄克拉荷马州)
Jonathan Banks,喬納森·班克斯
Rosemary Radford Ruether,罗斯玛丽·雷德福·路德
Cindy Crawford,仙迪·歌羅馥
Selma Blair,莎瑪·布萊兒
Gloria Vanderbilt,格洛丽亚·范德比尔特
Maria Tallchief,瑪麗亞·塔爾切夫
Dave Cowens,戴夫·考恩斯
Kathy Jordan,凯茜·乔丹
"Angela Williams (sprinter, born 1980)",安杰拉·威廉斯
Wil Wheaton,威尔·惠顿
Jonathan Pollard,喬納森·波拉德
April Matson,艾普爾·馬特遜
Hope Davis,霍普·戴维斯
Diane Sawyer,黛安·索耶
Janet Reno,珍妮特·雷諾
Michael Welch (actor),邁克·威爾奇
Richard Bach,理查德·巴赫
Ted Deutch,特德·多伊奇
Marija Gimbutas,瑪利亞·金布塔斯
T-Pain,提潘
Barbara McClintock,巴巴拉·麦克林托克
Logan Lerman,羅根·勒曼
Sewall Wright,休厄尔·赖特
Karen Bradley,卡倫·布拉德利
Elliot Goldenthal,艾略特·高登索
Ariana Richards,雅莉安娜·理察斯
Carolina Herrera,卡羅琳娜·海萊拉
Linda B. Buck,琳达·巴克
Olga Korbut,奥尔加·科尔布特
Tom Welling,汤姆·威灵
Victoria Justice,維多利亞·嘉絲蒂
Chryste Gaines,克丽丝特·盖恩斯
Eddie Vedder,艾迪·維達
Jim Thorpe,吉姆·索普
Vera Farmiga,韋娜·法米加
Aileen Wuornos,艾琳·乌尔诺斯
Elwood V. Jensen,埃尔伍德·詹森
Jason Day,傑森·戴伊
Dyan Cannon,黛安·坎农
Beau Garrett,碧儿·加勒特
Peggy Fleming,佩姬·佛萊明
Lizzy Caplan,麗茲·凱普蘭
Indra Nooyi,卢英德
Kelli Garner,凱莉·嘉納
Olivia Wilde,奧利維亞·魏爾德
Steven Strait,史蒂文·斯崔特
Dema Kovalenko,德马·科瓦连科
Ed Wood,艾德·伍德
Roger Y. Tsien,钱永健
Hilary Putnam,希拉里·怀特哈尔·普特南
Meg Tilly,梅格·蒂莉
Joanna Cassidy,乔安娜·卡西迪
Kathleen Quinlan,凱薩琳·昆蘭
Heather Matarazzo,希瑟·玛塔拉佐
Alvan Graham Clark,阿尔万·格雷厄姆·克拉克
Sarah Drew,萨拉·德鲁
Lalo Schifrin,拉羅·西夫林
Jack Horner (paleontologist),杰克·R·霍纳
Margo Harshman,馬戈·哈什曼
Nicole Linkletter,妮歌·寧列特
Laurie Metcalf,蘿莉·麥凱佛
Julie Harris,朱莉·哈里斯
Jim Caviezel,吉姆·卡維佐
Tyson Gay,泰森·盖伊
Tim Howard,添·侯活
Dennis Quaid,丹尼斯·奎德
Vivian Maier,薇薇安·迈尔
Robert Moog,罗伯特·穆格
Frank Stubbs (ice hockey),弗兰克·斯塔布斯
Spencer Johnson (writer),派屈克·史賓賽·約翰遜
Jeri Ryan,洁丽·雷恩
Kate Bosworth,凱特·博斯沃斯
Katherine Anne Porter,凯瑟琳·安·波特
Erica Jong,埃丽卡·容
Rosemarie DeWitt,羅絲瑪麗·德威特
Kelly Preston,凯莉·普雷斯顿
Jodie Sweetin,喬蒂·史威汀
Summer Glau,薩摩·格拉
Kay Panabaker,凯伊·帕娜贝克
Joanna Hayes,乔安娜·海斯
Genie (feral child),吉妮
Dan Calichman,丹·卡利奇曼
Meir Kahane,梅爾·卡漢
Buckethead,布赖恩·帕特里克·卡罗尔
Thora Birch,索拉·伯奇
James F. Blake,詹姆斯·F·布萊克
Crawford Long,克劳福德·朗
Lori McNeil,洛丽·麦克尼尔
Clarence Zener,克拉倫斯·齊納
Michael Weatherly,邁克·韋瑟利
John C. Underwood,约翰·C·安德伍德
Frank Morgan,弗兰克·摩根
Cobie Smulders,科比·斯馬得兒
Isabelle Fuhrman,伊莎贝拉·弗尔曼
George Akerlof,乔治·阿克洛夫
Kathleen Turner,凯瑟琳·特纳
Sheryl Crow,雪瑞兒·可洛
Jeb Bush,傑布·布希
Marié Digby,瑪莉·笛比
Courtney Love,寇特妮·洛芙
Anna Tatishvili,安娜·塔提什維利
Calamity Jane,災星簡
Mia Hamm,米娅·哈姆
Ted Kaczynski,泰德·卡辛斯基
Dan Fogelberg,丹·佛格柏
Bohuslav Martinů,博胡斯拉夫·馬爾蒂努
Francis Lewis,弗朗西斯·刘易斯
Robert Knepper,罗伯特·克耐普
Woody Harrelson,伍迪·哈里森
James Baker,詹姆斯·贝克
Laura Linney,羅娜·蓮妮
Lesley Ann Warren,莱斯莉·安·沃伦
Sarah Wayne Callies,莎拉·维恩·考丽丝
Hiram Bingham III,海勒姆·宾厄姆三世
Edwin Griswold Nourse,埃德溫·諾斯
Keith Herron,基思·赫伦
Kay Redfield Jamison,凯·雷德菲尔德·贾米森
Ileana Ros-Lehtinen,伊蓮娜·羅絲-雷提南
Irina Levitina,列莉娜·列维蒂娜
Anwar al-Awlaki,安瓦爾·奧拉基
Lana Turner,拉娜·特纳
Eartha Kitt,厄莎·凯特
Chet Culver,切特·卡尔弗
Guy Mitchell,蓋·米歇爾
John C. Reilly,约翰·C·赖利
Sean Hayes,肖恩·海斯
Morris Kline,莫里斯·克莱因
Harrison Barnes,哈里森·巴恩斯
Harry Reems,哈里·里姆斯
Wanda Sykes,旺达·塞克丝
Kathleen Kennedy (producer),凱斯琳·甘迺迪·(電影監製)
Ty Burrell,泰·布利爾
Ryan Lochte,瑞安·洛赫特
Margaret Geller,瑪格利特·蓋勒
Natalie Zemon Davis,娜塔莉·澤蒙·戴維斯
Hayley Williams,海莉·威廉斯
Edward Said,爱德华·萨义德
J. Z. Knight,傑西奈
Sylvia Beach,西尔维娅·毕奇
Makenzie Vega,麦肯锡·维加
Me'Lisa Barber,梅莉莎·巴伯
Rosemary Kennedy,罗斯玛丽·肯尼迪
Edward Tatum,爱德华·劳里·塔特姆
James McHenry,詹姆斯·麦克亨利
Joey Lauren Adams,裘伊·羅倫·亞當斯
Stanley Tucci,史丹利·特治
Edward Witten,爱德华·威滕
Clifford Shull,克利福德·沙尔
Samantha Mathis,萨曼莎·马西斯
Mary Parker Follett,瑪麗·帕克·傅麗特
Kelly Carlson,凯莉·卡尔森
Eleanor Parker,埃莉诺·帕克
Anna Lee Fisher,安娜·菲舍尔·(宇航员)
Barbara Barrie,芭芭拉·巴里
Roy Chapman Andrews,安得思
Yaphet Kotto,耶佛·哥圖
Marion Jones Farquhar,玛丽昂·琼斯·法夸尔
Laura Ingalls Wilder,蘿拉·英格斯·懷德
Moira Kelly,莫伊拉·凯利
Tress MacNeille,特蕾絲·麥克尼爾
Adam Hicks,亞當·希克斯
Michael Jai White,邁克·賈·懷特
Dennis Rodman,丹尼斯·罗德曼
George Clinton (vice president),乔治·克林顿
Chris Sanders,克里斯·桑德斯
Nick Jonas,尼克·強納斯
Josh Radnor,乔什·拉德诺
Allan MacLeod Cormack,阿蘭·麥克萊德·科馬克
Brian Schmidt,布莱恩·施密特
George Perle,乔治·珀尔
Chris Bosh,克里斯·波什
William Feller,威廉·费勒
Abigail Breslin,艾碧·貝絲琳
George Tenet,乔治·特尼特
Mena Suvari,米娜·苏瓦丽
Salli Richardson,莎莉·理查德森
Carol Channing,卡萝尔·钱宁
Crystal Kay,克莉絲朵·凱兒
John Templeton,約翰·坦伯頓
John Foster Dulles,约翰·福斯特·杜勒斯
Daniel D. Tompkins,丹尼尔·D·汤普金斯
Barbara Boxer,芭芭拉·柏克瑟
Amy Lowell,艾米·洛威尔
Edith Roosevelt,伊蒂絲·羅斯福
Susan Hayward,蘇珊·海華
Judith Miller,朱迪思·米勒
Ben Bernanke,本·伯南克
Lisa Marie Presley,莉萨·玛丽·普雷斯利
Peggy Wood,佩吉·伍德
Elizabeth Hartman,伊麗莎白·哈特曼
Millie Perkins,米莉·佩金斯
Kevin Richardson (musician),凯文·理查德森
Betsy Blair,贝齐·布莱尔
Carrie Snodgress,卡丽·斯诺德格雷斯
Kristi Yamaguchi,克丽斯蒂·山口
Odetta,歐蒂塔
Penny Marshall,潘妮·马歇尔
