George Washington,ジョージ・ワシントン
Jim Calhoun,ジム・カルフーン
Katie Holmes,ケイティ・ホームズ
Rudolph Schindler,ルドルフ・シンドラー
Joseph Rock,ジョセフ・フランシス・チャールズ・ロック
Max Reinhardt,マックス・ラインハルト
Herbert Graf,ハーバート・グラフ
Otto F. Kernberg,オットー・カーンバーグ
Helene Deutsch,ヘレーネ・ドイチュ
Robert W. Holley,ロバート・W・ホリー
Hamilton Smith,ハミルトン・スミス
James Garner,ジェームズ・ガーナー
Jodie Foster,ジョディ・フォスター
Alexander Granach,アレクサンダー・グラナック
David Dreier,デーヴィッド・ドライアー
William Henry Welch,ウィリアム・H・ウェルチ
Talia Shire,タリア・シャイア
Fernando del Valle,フェルナンド・デル・バジェ
Paul Vojta,ポール・ヴォイタ
"John Pierpont Morgan, Jr.",ジョン・ピアポント・モルガン・ジュニア
Raimund Abraham,ライムンド・アブラハム
Francis Lederer,フランツ・レデラー
Fred Edward Fiedler,フレッド・フィードラー
Davey Armstrong,デイヴィー・アームストロング
Cassidey,ペイズリー・アダムス
Al Jarreau,アル・ジャロウ
George Meany,ジョージ・ミーニー
Maria Eisner,マリア・アイスナー
German Americans,ドイツ系アメリカ人
Kristina M. Johnson,クリスティーナ・M・ジョンソン
Joseph Altman,ジョセフ・アルトマン
Paul Newman,ポール・ニューマン
Nina Simone,ニーナ・シモン
Josef von Sternberg,ジョセフ・フォン・スタンバーグ
René Spitz,ルネ・スピッツ
John Simon,ジョン・サイモン
Walter Szczerbiak,ウォルター・ザービアック
Zack Snyder,ザック・スナイダー
Brigid Brannagh,ブリジッド・ブラナー
Edwin Ernest Salpeter,エドウィン・サルピーター
Donald Symons,ドナルド・サイモンズ
Gregory Peck,グレゴリー・ペック
Heinz Kohut,ハインツ・コフート
Hanns Eisler,ハンス・アイスラー
Susan J. Helms,スーザン・J・ヘルムズ
Ray Manzarek,レイ・マンザレク
David Levine,デイヴィッド・レヴィン
Christina Aguilera,クリスティーナ・アギレラ
Hartland Snyder,ハートランド・スナイダー
Olive Borden,オリーヴ・ボーデン
Jack Conway,ジャック・コンウェイ
Stephanie Zimbalist,ステファニー・ジンバリスト
Ernst Haas,エルンスト・ハース
Alan Arkin,アラン・アーキン
Beatrice Hicks,ビートリス・ヒックス
Mircea Eliade,ミルチャ・エリアーデ
Theodor Reik,テーオドール・ライク
Turhan Bey,ターハン・ベイ
Mel Gibson,メル・ギブソン
Frances Lee McCain,フランシス・リー・マッケイン
Paul Federn,ポール・フェダーン
Elissa Landi,エリッサ・ランディ
Gustave E. von Grunebaum,グスタフ・E・フォン・グルーネバウム
Marsha Ivins,マーシャ・アイビンス
Mary Lou Jepsen,メアリー・ルー・ジェプセン
Wolfgang Puck,ウルフギャング・パック
Steve Mahre,スティーヴ・メーア
Ida Henrietta Hyde,アイダ・ヘンリエッタ・ハイド
Tyra Ferrell,ティラ・フェレル
Bob Etheridge,ボブ・イーサーリッジ
Edward Norton Lorenz,エドワード・ローレンツ
Joan Higginbotham,ジョアン・ヒギンボサム
Phil Mahre,フィリップ・メーア
Carrie Fisher,キャリー・フィッシャー
Robert F. Furchgott,ロバート・ファーチゴット
Harrison Schmitt,ハリソン・シュミット
Katy Perry,ケイティ・ペリー
Jeff Bridges,ジェフ・ブリッジス
Ernst Badian,エルンスト・バディアン
Kathryn P. Hire,キャサリン・P・ハイヤー
Christopher Lloyd,クリストファー・ロイド
Ernestine Schumann-Heink,エルネスティーネ・シューマン＝ハインク
Rachel Nichols,レイチェル・ニコルズ
Dorothy Salisbury Davis,ドロシー・ソールズベリ・デイヴィス
Spider-Man,スパイダーマン
Cybill Shepherd,シビル・シェパード
Norman Thagard,ノーマン・サガード
Mary Steenburgen,メアリー・スティーンバージェン
Nicolas Cage,ニコラス・ケイジ
George O. Abell,ジョージ・オグデン・エイベル
Alfred Thayer Maan,アルフレッド・セイヤー・マハン
Jennifer Love Hewitt,ジェニファー・ラブ・ヒューイット
Jason Raize,ジェイソン・レイズ
George Rapp,ジョージ・ラップ
Rickie Winslow,リッキー・ウィンスロー
Denzel Washington,デンゼル・ワシントン
Frederick Irving Herzberg,フレデリック・ハーズバーグ
Betty Comden,ベティ・コムデン
Harry Fischbeck,ハリー・フィッシュベック
Loraine Gonzales,ロレイン・ゴンザレス
Michael Moore,マイケル・ムーア
Art Tatum,アート・テイタム
Rosa Parks,ローザ・パークス
Daniel Carleton Gajdusek,ダニエル・カールトン・ガジュセック
Alberto Del Rio,アルベルト・デル・リオ
Thomas A. Steitz,トマス・A・スタイツ
J. D. Salinger,J・D・サリンジャー
Q-Tip,Qティップ
Peter Arnett,ピーター・アーネット
Ralph Asher Alpher,ラルフ・アルファー
Superman,スーパーマン
Renato Dulbecco,レナート・ドゥルベッコ
Allan Houser,アラン・ハウザー
John H. Clifford,ジョン・H・クリフォード
Alan Shepard,アラン・シェパード
Dave Brubeck,デイヴ・ブルーベック
Gene Pitney,ジーン・ピットニー
Mike Tyson,マイク・タイソン
Peter Diamond,ピーター・ダイアモンド
Detlef Weigel,デトレフ・ヴァイゲル
Raymond Davis Jr.,レイモンド・デイビス
Thomas Mifflin,トマス・ミフリン
Randall Cunningham,ランドール・カニンガム
Rashard Lewis,ラシャード・ルイス
Barbara Cochran,バーバラ・コクラン
John Henderson,ジョン・ヘンダーソン
Ted DiBiase Jr.,テッド・デビアス・ジュニア
Booth Gardner,ブース・ガードナー
Tippi Hedren,ティッピ・ヘドレン
Carmen Twillie,カーメン・トゥイリー
Jeffrey Carney,ジェフリー・カーニー
Charles Sealsfield,チャールズ・シールズフィールド
Matt Damon,マット・デイモン
Jack Anderson,ジャック・アンダーソン
Egon Ranshofen-Wertheimer,エゴン・ランスホーフェン＝ヴェルトハイマー
Emma Willard,エマ・ウィラード
Louis Handley,ルイス・ハンドリー
Miroslav Marcovich,ミロスラフ・マルコビッチ
Al Capone,アル・カポネ
Edwin Hubble,エドウィン・ハッブル
Rosanna Arquette,ロザンナ・アークエット
Tamarine Tanasugarn,タマリネ・タナスガーン
Megan Fox,ミーガン・フォックス
Steve Perry,スティーヴ・ペリー
Clint Eastwood,クリント・イーストウッド
European Americans,ヨーロッパ系アメリカ人
Sarah Palin,サラ・ペイリン
Johnny Cash,ジョニー・キャッシュ
Kurt Wiese,ヴィーゼ
Jill Ireland,ジル・アイアランド
Elvin Bethea,エルビン・ベセア
Richard Mentor Johnson,リチャード・メンター・ジョンソン
Ginnifer Goodwin,ジニファー・グッドウィン
Hazel Abel,ヘイゼル・エイベル
Jordan Rudess,ジョーダン・ルーデス
Thomas Leonidas Crittenden,トマス・L・クリッテンデン
Henry Middleton,ヘンリー・ミドルトン
Alice Drummond,アリス・ドラモンド
Keshia Baker,ケシア・ベイカー
Demi Moore,デミ・ムーア
Carlos d'Alessio,カルロス・ダレッシオ
Carl R. Eklund,カール・R・エークルンド
Nicholas Schenck,ニコラス・シェンク
Hiram Johnson,ハイラム・ジョンソン
Israel Kamakawiwoʻole,イズラエル・カマカヴィヴォオレ
Charlize Theron,シャーリーズ・セロン
Oskar Homolka,オスカー・ホモルカ
Lisette Model,リゼット・モデル
William Giauque,ウイリアム・ジオーク
William P. Murphy,ウィリアム・P・マーフィ
Jan Stenerud,ヤン・ステナルード
Frank Gorshin,フランク・ゴーシン
Marshall Warren Nirenberg,マーシャル・ニーレンバーグ
Edward Calvin Kendall,エドワード・カルビン・ケンダル
Dustin Hoffman,ダスティン・ホフマン
Dimitri Logothetis,ディミトリ・ロゴセティス
Rita Hayworth,リタ・ヘイワース
William H. Crawford,ウィリアム・クロウフォード
Edmond H. Fischer,エドモンド・フィッシャー
Thelonious Monk,セロニアス・モンク
Henrietta Swan Leavitt,ヘンリエッタ・スワン・リーヴィット
Julianne Moore,ジュリアン・ムーア
Beaumont Newhall,ビューモント・ニューホール
Thaddeus Shideler,タデウス・シデラー
Igor Olshansky,イゴール・オルシャンスキー
John Winston Jones,ジョン・ウィンストン・ジョーンズ
Patti Page,パティ・ペイジ
David Lane,デヴィッド・レーン
Eddie George,エディ・ジョージ
Arthur Miller,アーサー・ミラー
Dale T. Mortensen,デール・モーテンセン
Malcolm X,マルコム・X
Ann Hampton Callaway,アン・ハンプトン・キャラウェイ
Paul Barbarin,ポール・バーバリン
Charlton Heston,チャールトン・ヘストン
Emma Goldman,エマ・ゴールドマン
Lonnie Gordon,ロニー・ゴードン
William Greer,ウィリアム・グリア
Edward Elmer Smith,E・E・スミス
Chris Meledandri,クリス・メレダンドリ
Mark David Chapman,マーク・チャップマン
Sitting Bull,シッティング・ブル
Hoyt Axton,ホイト・アクストン
Norman Johnson,ノーマン・ジョンソン
Max Roach,マックス・ローチ
Christopher George,クリストファー・ジョージ
Bill Christian,ビル・クリスチャン
Joe Theismann,ジョー・サイズマン
Sidney Darlington,シドニー・ダーリントン
Donald Arthur Glaser,ドナルド・グレーザー
Eddie Murphy,エディ・マーフィ
Simon Rex,サイモン・レックス
Thomas Birch,トーマス・バーチ (画家)
Ricardo Arias Espinosa,リカルド・アリアス
Michael Tucker,マイケル・タッカー
Luis Walter Alvarez,ルイス・ウォルター・アルヴァレズ
George Tobias,ジョージ・トビアス
Edwin G. Krebs,エドヴィン・クレープス
Christopher A. Sims,クリストファー・シムズ
David Allen,デビッド・アレン
Winrich Kolbe,ウィンリック・コルベ
Justin Timberlake,ジャスティン・ティンバーレイク
Phil McGraw,フィル・マグロー
Charles Tart,チャールズ・タート
Buddy DeSylva,バディ・G・デシルヴァ
Joshua Lawrence Chamberlain,ジョシュア・チェンバレン
Brian Kobilka,ブライアン・コビルカ
Philip Kaufman,フィリップ・カウフマン
Jacob Read,ジェイコブ・リード
Chris Evans,クリス・エヴァンズ
Sean Waltman,ショーン・ウォルトマン
Jon Beckwith,ジョナサン・ベックウィス
Mickey Rourke,ミッキー・ローク
Chuck Daly,チャック・デイリー
Brett Cullen,ブレット・カレン
Angelo Dundee,アンジェロ・ダンディー
DJ Khaled,DJキャレド
Robert Lefkowitz,ロバート・レフコウィッツ
Tony MacAlpine,トニー・マカパイン
Dan Shechtman,ダニエル・シェヒトマン
Lauren Weisberger,ローレン・ワイズバーガー
Leonard Spigelgass,レナード・スピゲルガス
Bill Paxton,ビル・パクストン
Pearl S. Buck,パール・S・バック
James M. Cain,ジェームズ・M・ケイン
Talisa Soto,タリサ・ソト
Bernie Mac,バーニー・マック
Deborah Lynn Scott,デボラ・リン・スコット
Fredrik Franson,フレデリック・フランソン
Lionel Casson,ライオネル・カーソン
Tonya Pinkins,トーニャ・ピンキンズ
W. H. Auden,W・H・オーデン
Large Professor,ラージ・プロフェッサー
Al Leiter,アル・ライター
Lisa Kudrow,リサ・クドロー
Gerty Cori,ゲルティー・コリ
Justin Bartha,ジャスティン・バーサ
Jeffrey Hunter,ジェフリー・ハンター
Kevin Rankin,ケヴィン・ランキン
Valentina de Angelis,ヴァレンティーナ・デ・アンジェリス
Julius Axelrod,ジュリアス・アクセルロッド
Shannon Boxx,シャノン・ボックス
Jeff Scott Soto,ジェフ・スコット・ソート
Wassily Leontief,ワシリー・レオンチェフ
Paul Flory,ポール・フローリー
George Rockingham Gilmer,ジョージ・ロッキングハム・ギルマー
Kristen Bell,クリスティン・ベル
George Takei,ジョージ・タケイ
Barbara Bates,バーバラ・ベイツ
Terry Labonte,テリー・ラボンテ
Rosser Reeves,ロッサー・リーブス
Jacob Artist,ジェイコブ・アーティスト
Tammy Lynn Sytch,タミー・リン・シッチ
Reese Witherspoon,リース・ウィザースプーン
Bret Hart,ブレット・ハート
Harrison Ford,ハリソン・フォード
Frederick Miller,フレデリック・エドワード・ジョン・ミラー
Cory Doctorow,コリイ・ドクトロウ
Freddie Slack,フレディ・スラック
Edward Emerson Barnard,エドワード・エマーソン・バーナード
Joe Grant,ジョー・グラント
Matt Groening,マット・グレイニング
Edge,エッジ
Hulk Hogan,ハルク・ホーガン
Cate Blanchett,ケイト・ブランシェット
Doug Atkins,ダグ・アトキンス
Anne Morgan,アン・モルガン
William Jennings Bryan,ウィリアム・ジェニングス・ブライアン
Jessica Alba,ジェシカ・アルバ
Nancy King,ナンシー・キング
Elmer Keith,エルマー・キース
Philip A. Beachy,フィリップ・ビーチー
Charles Cioffi,チャールズ・シオフィ
Dax McCarty,ダックス・マッカーティー
Emily Deschanel,エミリー・デシャネル
Garrett Eckbo,ガレット・エクボ
Anthony Kiedis,アンソニー・キーディス
Nikolay Kolin,ニコライ・コリーン
William A. Wallace,ウィリアム・ウォレイス
Howard Gardner,ハワード・ガードナー
Marvin Minsky,マービン・ミンスキー
Chris Jericho,クリス・ジェリコ
Rey Mysterio,レイ・ミステリオ・ジュニア
"Thomas W. Sneddon, Jr.",トム・スネドン
Walker Percy,ウォーカー・パーシー
George Ripley,ジョージ・リプリー
James Ransone,ジェームズ・ランソン
Jim Morrison,ジム・モリソン
Norbert Wiener,ノーバート・ウィーナー
Annie Dillard,アニー・ディラード
Frank Kelly Freas,ケリー・フリース
The Notorious B.I.G.,ノトーリアス・B.I.G.
Julianna Baggott,ジュリアナ・バゴット
