九龍塘,가우룽통
上海海港足球俱乐部,상하이 하이강
绍兴柯桥越甲足球俱乐部,저장 이텅
西九龍中心,드래건 센터
安宁市,안닝시
銅鑼灣,코즈웨이베이
天后站,틴하우역
安宁区,안닝구
九龍灣站,가우룽완역
茘枝角站,라이지곡역
油塘站,야우통역
葵興站,콰이힝역
杏花邨站,항파췬역
大窩口站,다이워하우역
炮台山站,포트리스 힐역
茘景站,라이깅역
筲箕灣站,사우게이완역
闽江,민강 (푸젠성)
官渡区,관두구
深圳航空,선전 항공
侯马市,허우마시
八達通,옥토퍼스 카드
潮阳区,차오양구 (산터우시)
朝阳县,차오양현
中俄混合語,캬흐타어
华东地区,화둥
朝天区,차오톈구
东乡区,둥샹구
潮南区,차오난구
嘉樂庇總督大橋,카르발류 총독 대교
鱼峰区,위펑구
淄博市,쯔보시
株洲市,주저우시
南沙区·(广州市),난사구 (광저우시)
淄川区,쯔촨구
子长市,쯔창시
蒙山县,멍산현
中国人民解放军,중국 인민해방군
安塞区,안싸이구
安平县,안핑현
安丘市,안추시
安仁县,안런현
中国地理,중화인민공화국의 지리
寶安縣,보안현
中华人民共和国科学技术部,중화인민공화국 과학기술부
东营区,둥잉구
2019年1月6日日食,2019년 1월 6일 일식
岑巩县,천궁현
柏孜克里克千佛洞,베제클리크 천불동
西安交通大学,시안 자오퉁 대학
北京孔庙,베이징 공묘
香港文華東方酒店,만다린 오리엔탈 호텔 홍콩
板约瀑布,더톈-반족 폭포
大报恩寺琉璃塔,영곡탑
沅江,원강 (하천)
2008年夏季奧林匹克運動會自行車比賽—女子BMX賽,2008년 하계 올림픽 사이클 여자 BMX
国家开发银行,국가개발은행
中国气象局,중국기상국
2008年夏季奧林匹克運動會自行車比賽—女子爭先賽,2008년 하계 올림픽 사이클 여자 스프린트
青海湖,칭하이호
夏尔巴人,셰르파
江津区,장진구 (충칭시)
珠江,주강 (강)
虹口足球场,훙커우 축구장
包头市,바오터우시
蘆洲區,루저우구 (신베이시)
乌海市,우하이시
临县,린현
赤峰市,츠펑시
鄂尔多斯市,어얼둬쓰시
通辽市,퉁랴오시
大兴安岭地区,다싱안링 지구
呼伦贝尔市,후룬베이얼시
海东市,하이둥시
密山市,미산시
新华社,신화통신사
兴山县,싱산현
连江县,롄장현 (중화인민공화국)
济南大学,지난 대학 (지난시)
社区·(行政区划),사구 (행정 구역)
中国美术学院,중국미술학원
来宾市,라이빈시
贺州市,허저우시
河池市,허츠시
福田区,푸톈구
广东省人民体育场,광둥성 인민경기장
中国共产党中央军事委员会,중국공산당 중앙군사위원회
中国联通,중국연합통신
2008年夏季奧林匹克運動會跆拳道女子67公斤以上级比赛,2008년 하계 올림픽 태권도 여자 %2B67kg급
中國愛樂樂團,중국 필하모닉 오케스트라
成都大熊猫繁育研究基地,청두 판다 연구기지
北京宏登足球俱樂部,베이징 훙덩
街道办事处,가도변사처
人民广场·(上海),인민광장
江铃汽车,랜드윈드
中国人民解放军广州军区,광저우 군구
中国人民解放军南京军区,난징 군구
吳城文化,우청 문화
海南岛,하이난섬
中国人民解放军济南军区,지난 군구
玉林市,위린시 (광시 좡족 자치구)
百色市,바이써시
瑞星,라이징 안티바이러스
重庆市奥林匹克体育中心,충칭 올림픽 스포츠 센터
中华人民共和国商务部,중화인민공화국 상무부
南京总统府,난징 총통부
香蕉糕,헝지우고우
滷水墨魚,로우서이막위
2008年夏季奧林匹克運動會游泳比賽,2008년 하계 올림픽 수영
乐山大佛,러산 대불
丽江市,리장시
芗城区,샹청구 (장저우시)
钦州市,친저우시
贵港市,구이강시
稷下學宮,직하학궁
防城港市,팡청강시
梧州市,우저우시
船山区,촨산구
川汇区,촨후이구
港式英語,홍콩식 영어
船营区,촨잉구
淳化县,춘화현
楚雄市,추슝시
淳安县,춘안현
2008年夏季奧林匹克運動會女子200米自由泳比賽,2008년 하계 올림픽 수영 여자 200m 자유형
205国道,국도 제205호선 (중국)
秭归县,쯔구이현
兴凯湖,한카호
304国道,국도 제304호선 (중국)
2008年夏季奧林匹克運動會手球比賽,2008년 하계 올림픽 핸드볼
紫金县,쯔진현
自流井区,쯔류징구
白沙黎族自治县,바이사 리족 자치현
鄂温克族自治旗,에벤크족 자치기
巴彦淖尔市,바옌나오얼시
乌兰察布市,우란차부시
2008年夏季奧林匹克運動會跆拳道比賽—女子49公斤級,2008년 하계 올림픽 태권도 여자 49kg급
喀和鐵路,카허 철로
上海虹橋站,상하이 훙차오역
第5屆亞洲電影大獎,제5회 아시안 필름 어워즈
中华人民共和国国家旅游局,중화인민공화국 국가여유국
大连人民体育场,다롄 인민 경기장
深圳地铁3号线,선전 지하철 3호선
中国邮政,중국우정
2008年夏季奧林匹克運動會跆拳道比賽—女子57公斤級,2008년 하계 올림픽 태권도 여자 57kg급
粟特语,소그드어
齐齐哈尔市,치치하얼시
崇左市,충쭤시
甘德县,간더현
梓潼县,쯔퉁현
常宁市,창닝시
反分裂國家法,반분열국가법
相城区,샹청구 (쑤저우시)
北京北体大足球俱乐部,베이징 베이티다
中国足球协会,중국 축구 협회
2008年夏季奧林匹克運動會羽毛球女子單打比賽,2008년 하계 올림픽 배드민턴 여자 단식
锡林郭勒盟,시린궈러맹
北京理工足球俱乐部,베이징 이공대학 축구단
中国电视围棋快棋赛,중국 TV 바둑 속기전
屯門區,튄문구
南京站,난징역
香港邊境禁區,변경금구
龙井茶,용정차
中华人民共和国国家安全部,중화인민공화국 국가안전부
幻彩詠香江,심포니 오브 라이츠
2008年夏季奧林匹克運動會女子50米自由泳比賽,2008년 하계 올림픽 수영 여자 50m 자유형
成安县,청안현 (한단시)
承德县,청더현
成都武侯祠,무후사
陈仓区,천창구
城步苗族自治县,청부 먀오족 자치현
澄城县,청청현
磁县,츠현
西藏航空,티베트 항공
成都市体育中心,청두 스포츠 센터
公民足球隊,시티즌 AA
慈利县,츠리현
大庆油田,다칭 유전
红河,홍강
资溪县,쯔시현
资兴市,쯔싱시
布里亚特人,부랴트인
紫云苗族布依族自治县,쯔윈 먀오족 부이족 자치현
资中县,쯔중현
资阳市,쯔양시
资源县,쯔위안현
2008年夏季奧林匹克運動會羽毛球比賽,2008년 하계 올림픽 배드민턴
紫阳县,쯔양현
子洲县,쯔저우현
琅琊区,랑야구
云南三江并流保护区,싼장빙류
禄丰市,루펑시 (추슝 이족 자치주)
2008年夏季奧林匹克運動會自行車比賽—男子凱林賽,2008년 하계 올림픽 사이클 남자 경륜
新源县,신위안현
沈阳东进足球俱乐部,선양 둥진
南區·(香港),남구 (홍콩)
灣仔區,완자이구
九龍城區,가우룽싱구
中华人民共和国高速公路,중화인민공화국의 고속도로
南日島戰役,난르다오 전역
友谊西路站,유이시루역
潞州区,루저우구 (창즈시)
城口县,청커우현
城关区·(兰州市),청관구 (란저우시)
成都天诚足球俱乐部,청두 톈청
城固县,청구현
平城区,핑청구
四川省成都市石室中学,시시 고등학교
成武县,청우현
城区·(汕尾市),청구 (산웨이시)
城西区,청시구
城区·(晋城市),청구 (진청시)
城厢区,청샹구
城区·(阳泉市),청구 (양취안시)
武汉大学,우한 대학
2008年夏季奧林匹克運動會自行車比賽,2008년 하계 올림픽 사이클
鄱阳湖,포양호
乌苏里江,우수리강
武夷山·(世界遗产),우이산
阿里地区,아리 지구
隆回县,룽후이현
韩城市,한청시
南郊区·(大同市),윈강구
永靖县,융징현
南京路·(上海市),난징루
东丰县,둥펑현
城中区·(柳州市),청중구 (류저우시)
海拉尔区,하이라얼구
城中区·(西宁市),청중구 (시닝시)
雁江区,옌장구
灵隐寺,링인쓰
城子河区,청쯔허구
鲤城区,리청구 (취안저우시)
仁化县,런화현
中国商用飞机,중국상용항공공사
庆城县,칭청현
措美县,춰메이현
雅江县,야장현
邻水县,린수이현
西充县,시충현
卫滨区,웨이빈구 (신샹시)
南部县,난부현
石棉县,스몐현
开封市,카이펑시
中国中央电视台,중국중앙텔레비전
中印边境战争,인도-중국 전쟁
哈米尼干,함니간인
水富市,수이푸시
格重康峰,갸충캉산
奧凱航空,오케이 항공
塔河县,타허현
红花岗区,훙화강구
娃哈哈,와하하 합작 회사
中央人民广播电台,중앙인민방송국
喀拉库勒湖·(中国),카라쿠리호
河套,허타오
县级市,현급시
中国共产主义青年团,중국공산주의청년단
泉港区,취안강구
漾濞彝族自治县,양비 이족 자치현
长城汽车,만리장성 자동차
青山区·(武汉市),칭산구 (우한시)
友谊县,유이현
靖宇县,징위현
错那市,춰나시
炉霍县,루훠현
中国第一汽车集团,디이 자동차
顺庆区,순칭구
江安县,장안현
乐至县,러즈현
武胜县,우성현
开江县,카이장현
南江县,난장현 (바중시)
宣汉县,쉬안한현
高坪区,가오핑구
天全县,톈취안현
丹巴县,단바현
青神县,칭선현
洪雅县,훙야현
乡城县,샹청현 (간쯔)
理县,리현 (아바)
岳池县,웨츠현
泸定县,루딩현
汉源县,한위안현
国家电网,국가전망공사
九龙坡区,주룽포구
中国足球协会超级联赛,중국 슈퍼리그
2012年亞洲沙灘運動會,2012년 해변 아시안 게임
中国石油天然气集团,중국 석유 천연가스 공사
中華人民共和國鐵路運輸,중화인민공화국의 철도
称多县,청둬현
赤鱲角,첵랍콕섬
玄武区,쉬안우구 (난징시)
雨城区,위청구
托克逊县,토크순현
中國貨運航空,중국화물항공
中华人民共和国城市列表,중화인민공화국의 도시 목록
佛山世纪莲体育中心,센추리 로터스 스타디움
中华人民共和国人权,중화인민공화국의 인권
赤坎区,츠칸구
祁连山,치롄산맥
从江县,충장현
措勤县,춰친현
碧江区,비장구
丛台区,충타이구
西拉木伦河,시라무룬허
石渠县,스취현
东山区·(乌鲁木齐市),둥산구 (우루무치시)
色达县,써다현
九寨沟县,주자이거우현
彭山区,펑산구 (메이산시)
锦江·(岷江支流),금강 (쓰촨성)
九龙县,주룽현
筠连县,쥔롄현
金阳县,진양현
汇川区,후이촨구
盘州市,판저우시
普格县,푸거현
水城区,수이청구
沐川县,무촨현
叙州区,쉬저우구
阆中市,랑중시
会理市,후이리시
绥阳县,쑤이양현
盐源县,옌위안현
合肥之戰,합비 전투
北海市,베이하이시
注射死刑,독살형
中华人民共和国经济,중화인민공화국의 경제
烟台市,옌타이시
赛里斯,세리카
曲阜市,취푸시
兴宁区,싱닝구
萧山区,샤오산구
封开县,펑카이현
君士坦丁堡普世牧首区,콘스탄티노폴리스 세계 총대주교청
葵涌,쿠이충
中國交通建設公司,중국교통건설유한공사
中欧国际工商学院,중국 유럽 국제공상학원
海峽兩岸關係,양안 관계
中国西北航空,중국서북항공
静安寺站,징안사역
世纪大道站·(上海市),스지다다오역
祥符区,샹푸구
奇瑞汽车,체리 자동차
荔湾区,리완구
世界电子竞技大赛2009,월드 사이버 게임즈 2009
珍宝岛,전바오섬
蘇豪區·(香港),소호 (홍콩)
永胜县,융성현
中美撞机事件,하이난섬 사건
峨山彝族自治县,어산 이족 자치현
2011年中国足球超级联赛,중국 슈퍼리그 2011
萨尔图区,싸얼투구
上海东方体育中心,상하이 오리엔탈 스포츠 센터
临江市,린장시
翁牛特旗,웡뉴터 기
1952年夏季奥林匹克运动会中国代表团,1952년 하계 올림픽 중국 선수단
松花江,쑹화강
遥感系列卫星,야오간 위성
風順堂區,상로렌수 당구
中国邮政航空,중국우편항공
望德堂區,상라자루 당구
大堂區,세 당구
红其拉甫山口,쿤자랍 고개
飞天舱外航天服,페이티엔 우주복
市府恆隆廣場,포럼 66
中國香港體育協會暨奧林匹克委員會,중국 홍콩 체육 협회 올림픽 위원회
新九龍,산가우룽
什刹海,스차하이
中国人寿保险,차이나 생명보험
中国民主建国会,중국 민주 건국회
中国民主促进会,중국 민주 촉진회
中国农工民主党,중국 농공 민주당
厦门足球俱乐部,샤먼 란스
华坪县,화핑현
独山县,두산현
普安县,푸안현
麻江县,마장현
三穗县,싼쑤이현
巧家县,차오자현
新吴区,신우구 (우시시)
北緯36度線,북위 36도
北緯39度線,북위 39도
2010年亞洲運動會柔道比賽,2010년 아시안 게임 유도
上海联城足球俱乐部,상하이 롄청
2010年中国足球超级联赛,중국 슈퍼리그 2010
张家界荷花国际机场,장자제 허화 국제공항
云县,윈현 (린창시)
沿河土家族自治县,옌허 투자족 자치현
湄潭县,메이탄현
务川仡佬族苗族自治县,우촨 거라오족 먀오족 자치현
海島市,하이다오시
甘洛县,간뤄현
北緯32度線,북위 32도
六枝特区,류즈 특구
冕宁县,몐닝현
北緯34度線,북위 34도
雷波县,레이보현
会东县,후이둥현 (량산)
威宁彝族回族苗族自治县,웨이닝 이족 후이족 먀오족 자치현
越西县,웨시현 (량산)
喜德县,시더현
珙县,궁현
凤冈县,펑강현
普定县,푸딩현
马龙区,마룽구
汗腾格里峰,한텡그리봉
板桥水库,반차오 댐
蒙地卡羅體育會,CD 몬테카를로
丹崑特大橋,단쿤터 대교
东兴区,둥싱구
萬山群島,완산 군도
银川市,인촨시
中国建筑集团,중국건축공정총공사
国家级经济技术开发区,국가급경제기술개발구
阿房宫,아방궁
中国电信,중국전신
中國西部航空,서부항공
泸溪县,루시현 (샹시)
璧山区,비산구
2008年夏季奧林匹克運動會男子1500米自由泳比賽,2008년 하계 올림픽 수영 남자 1500m 자유형
1992年國際足協室內五人足球世界錦標賽,1992년 FIFA 풋살 세계 선수권 대회
