George Washington,乔治·华盛顿
Roger Boisjoly,罗杰·博伊斯乔利
William J. Duiker,威廉‧杜克
Alexi Lalas,亚历克赛·拉拉斯
David Finkelhor,大卫·芬克尔霍
Mark Zuckerberg,马克·扎克伯格
Diana Ross,戴安娜·罗斯
Eric W. Weisstein,埃里克·韦斯坦因
Sol LeWitt,索爾·勒維特
Gunter Schlierkamp,君特·斯里坎普
Carl Lewis,卡尔·路易斯
Amber Rayne,安珀·芮恩
Harry Houdini,哈利·胡迪尼
Criss Angel,克里斯·安杰尔
Anne Hathaway,安妮·海瑟薇
Faye Dunaway,費·唐娜薇
Anna Politkovskaya,安娜·波利特科夫斯卡娅
Toni Morrison,托妮·莫里森
John S. Tanner,約翰·S·塔納
Charlie Ward,查理·沃德
Paul Krugman,保羅·克魯格曼
Jaime Herrera Beutler,海梅·埃雷拉·博伊特勒
Woody Shaw,伍迪·蕭爾
Joan Baez,琼·贝兹
Janet Jackson,珍妮·杰克逊
John Williams,約翰·威廉斯
Amanda Peet,阿曼达·皮特
Larry Hagman,拉里·哈格曼
Fred Astaire,弗雷德·阿斯泰爾
Kim Basinger,金·貝辛格
Rachel Carson,雷切尔·卡森
Lindsey Carmichael,琳赛·卡迈克尔
Werner Bachmann,沃纳·以马利·巴赫曼
Sergei Rachmaninoff,谢尔盖·拉赫玛尼诺夫
Winona Ryder,薇诺娜·瑞德
Henry Lee Lucas,亨利·李·卢卡斯
David O. Selznick,大卫·O·塞尔兹尼克
Kendrick Perkins,肯德里克·帕金斯
Jon Kasdan,乔恩·卡斯丹
Liv Tyler,莉芙·泰萊
Eazy-E,埃里克·林恩·赖特
Tina Turner,蒂娜·特纳
Robert De Niro,罗伯特·德尼罗
Samuel Goldwyn,塞缪尔·高德温
Audrey Hollander,奧黛麗·霍蘭德
Aurora Snow,奧羅拉·斯諾
Vladimir Nabokov,弗拉基米爾·納博可夫
David Hedison,大衛·哈迪森
Žydrūnas Ilgauskas,扎伊德鲁纳斯·伊尔格斯卡斯
Cecil B. DeMille,塞西爾·德米爾
Jackie Chan,房仕龍
Schoolboy Q,學男Q
Taylor Dayne,泰勒·戴恩
Brittany Murphy,布蘭妮·墨菲
Marin Ireland,馬林·艾爾蘭
George Peppard,喬治·佩帕德
John Dewey,约翰·杜威
Ana Castillo,安娜．卡斯提洛
Benoit Mandelbrot,本華·曼德博
John C. Frémont,約翰·福瑞蒙特
Albert R. Broccoli,艾伯特·布洛克里
Michael Rossmann,迈克尔·罗斯曼
Darren O'Day,達倫·奧'戴
Sidney Altman,西德尼·奥尔特曼
Robert Frost,羅伯特·佛洛斯特
Christian B. Anfinsen,克里斯蒂安·B·安芬森
Charles Conrad Schneider,查爾斯·康拉德·施奈德
Niki de Saint Phalle,妮基·桑法勒
Ze Frank,傑·法蘭克
Bruce Nauman,布鲁斯·南蒙
Zebulon Baird Vance,澤布倫·貝爾德·萬斯
Zebulon Pike,紀伯倫·派克
Gerhard Casper,格哈德·卡斯珀
Yung Joc,荣格·贾克
Robert Indiana,罗伯特·印第安纳
Peter Agre,彼得·阿格雷
Machine Gun Kelly,机关枪凯利
Lana Del Rey,拉娜·德雷
Branscombe Richmond,布蘭斯科姆·里奇蒙
Sigourney Weaver,雪歌妮·薇佛
George Murdock,喬治·莫達克
Cheech Marin,切奇·马林
Bing Crosby,冰·哥羅士比
Jack Warner,杰克·华纳
William Plumer,威廉·普卢默
Joe Johnson,乔·约翰逊
Johnny Whitaker,约翰尼·惠特克
Mildred Harnack,米爾德雷德·哈納克
Shaquille O'Neal,沙奎尔·奥尼尔
Elia Kazan,伊利亚·卡赞
Danielle Steel,丹妮爾·斯蒂爾
Carl David Anderson,卡尔·戴维·安德森
Johnny Depp,強尼·戴普
Zeb Atlas,Zeb Atlas
Jessica Simpson,潔西卡·辛普森
David Scott,大卫·斯科特 (佐治亚州政治人物)
Elden Auker,艾爾登·奧克
Caterina Fake,卡特琳娜·費克
Irakli Tsereteli,伊拉克利·策烈铁里
John Michael Talbot,约翰·約瑟夫·塔波特
Edward Dickinson Baker,爱德华·迪金森·贝克
Larry Manetti,賴瑞·馬內蒂
Tom Cruise,汤姆·克鲁斯
Jackson Pollock,杰克逊·波洛克
Oliver Hardy,奧利佛·哈迪
Kurt Otto Friedrichs,卡特·佛萊德里克斯
Paul Berg,保羅·伯格
Susan Sarandon,蘇珊·莎蘭登
James Stewart,詹姆斯·史都華
Willard Boyle,威拉德·博伊尔
Jeff Young,杰夫·杨
Jimmie Lee Sloas,吉米·李·史洛亞斯
Chuck Behler,查克·貝勒
Raoul Walsh,拉烏爾·沃爾什
Hal Roach,哈尔·罗奇
Harriet Tubman,哈莉特·塔布曼
H. P. Lovecraft,霍華德·菲利普斯·洛夫克拉夫特
Farrah Fawcett,花拉·科茜
Peter Schutz,彼得·舒茨
Walter Donaldson,華特·唐納森
Herbert C. Brown,赫伯特·布朗
Barbara Potter,芭芭拉·波特
Paul D. Boyer,保罗·博耶
Paul Samuelson,保羅·安東尼·薩繆爾森
Christy Mathewson,克里斯提·馬修森
Gene Kelly,金·凱利
Robert Oppenheimer,罗伯特·奥本海默
Dennis Hopper,丹尼斯·霍珀
Hans Lachmann-Mosse,漢斯·拉赫曼·莫賽
Willem de Kooning,威廉·德·库宁
Natalie Portman,娜塔莉·波特曼
Bill Thomas,比爾·托馬斯
Nicole Kidman,妮可·基德曼
Horace Maynard,霍勒斯·梅納德
John Bissell Carroll,约翰·比塞尔·卡罗尔
Zecharia Sitchin,撒迦利亞·西琴
Harriet Beecher Stowe,哈里特·伊丽莎白·比彻·斯托
Hans Massaquoi,汉斯·马萨奎
Mila Kunis,米拉·库尼斯
Ernest Borgnine,喧尼斯·鮑寧
Buckminster Fuller,巴克敏斯特·富勒
Joe Frazier,喬·弗雷澤
Diane Keaton,黛安·基顿
George Lopez,乔治·洛佩兹
Henry James,亨利·詹姆斯
Masiela Lusha,玛歇娜·卢莎
Craig Ferguson,克雷格·费格斯
T. S. Eliot,T·S·艾略特
Miguel,馬吉爾
Brooklyn Lee,布鲁克林·李
George Lucas,乔治·卢卡斯
Ayn Rand,艾茵·兰德
Max Otte,马克斯·奥特
Cassie Ventura,凱西·溫德拉
Patrick Simmons,派崔克·西蒙斯
Adam Sandler,亞當·山德勒
Stanley Kramer,斯坦利·克雷默
Jake Gyllenhaal,杰克·吉林哈尔
Yul Brynner,尤·伯連納
Ernest Lawrence,欧内斯特·劳伦斯
Josef Albers,约瑟夫·亚伯斯
Kate Hudson,凯特·赫德森
Waris Ahluwalia,沃里斯·阿盧瓦利亞
Helen Keller,海倫·凱勒
Bill Monroe,比尔·门罗
Paul Wittgenstein,保罗·维特根斯坦
Charles Eames,查理斯·伊姆斯
Sylvia Plath,希薇亞·普拉斯
Macaulay Culkin,麥考利·克金
Gena Lee Nolin,吉娜·李·诺琳
Steve Cishek,史特夫·庫謝克
Cassandra Steen,卡桑德拉·斯蒂恩
Thorstein Veblen,托斯丹·范伯倫
Clinton Davisson,克林顿·戴维孙
Jon Landau,乔恩·兰多
Eleanor Rosch,埃莉诺·罗什
Jamie Anne Allman,占美．安妮．艾倫
Q'orianka Kilcher,欧琳卡·乔彻
Jimmy Smits,杰米·史密兹
Benjamin Bratt,本杰明·布拉特
Ernie Pyle,恩尼·派爾
Tony Sbarbaro,托尼·斯巴巴罗
Kimberly Peirce,金柏莉·皮爾斯
Harry Callahan,哈利·卡拉漢
Roselyn Sánchez,罗塞莉·桑切斯
Robert Todd Carroll,羅伯特·卡羅爾
Roger D. Kornberg,罗杰·科恩伯格
Robert Wilson,罗伯特·威尔逊
Nancy Pelosi,南希·佩洛西
Milla Jovovich,米拉·乔沃维奇
Kurt Russell,寇特·羅素
Ralph Macchio,小雷夫·喬治·馬奇歐
Leonardo DiCaprio,莱昂纳多·迪卡普里奥
Mike Petke,迈克·佩特克
Rodney Davis,羅德尼·戴維斯
Helen Hunt,海伦·亨特
James Dutton,詹姆斯·达顿
Jennifer Connelly,珍妮佛·康納莉
Groucho Marx,格魯喬·馬克思
Wilhelm Steinitz,斯坦尼茨
Sarah Jessica Parker,莎拉·潔西卡·帕克
Earl Mac Rauch,厄爾·麥克·勞赫
Hermann August Hagen,赫尔曼·奥古斯特·哈根
Mockingbird,仿聲鳥 (驚奇漫畫)
Eddy Duchin,艾迪·杜钦
Amber Valletta,琥珀·瓦萊塔
Philip K. Dick,菲利普·狄克
William Faulkner,威廉·福克納
Viggo Mortensen,維高·摩天臣
Ndamukong Suh,達蒙江·蘇
Jeff Carroll,杰夫·卡罗尔
Mos Def,莫斯·迪夫
Rachel Weisz,麗素·慧絲
A. O. Scott,A·O·斯科特
Mr. Magic,魔術先生
Tommy Lee Jones,湯米·李·瓊斯
Alec Baldwin,艾力·寶雲
Marla Gibbs,玛拉·吉布斯
Drew Brees,德鲁·布里斯
Richard Feynman,理查德·菲利普斯·費曼
Murphy J. Foster,墨菲·J·福斯特
Gloria Katz,格洛麗亞·卡茨
Charlie Parker,查利·帕克
Steven Soderbergh,史蒂文·索德伯格
Pat McCrory,帕特·麥克克羅里
Thalía,坦莉雅
Nathan Eovaldi,內森·艾爾瓦迪
Dave Hansen,戴夫·韓森
Don Blasingame,唐·布拉辛賈姆
Hoodie Allen,胡迪·艾伦
Ron Howard,朗·侯活
John Steinbeck,約翰·史坦貝克
Dorothy M. Metcalf-Lindenburger,陶乐茜·梅特尔夫
Joe Benjamin,乔·本杰明
Buster Keaton,巴斯特·基頓
Glenn Miller,格伦·米勒
Lauren Bacall,羅蘭·比歌
Jake Johnson,傑克·約翰森
Peter Revson,彼得·雷夫森
Karen Keskulla Uhlenbeck,凯伦·乌伦贝克
Richard Corliss,理查德·科里斯
Scott Speed,斯科特·斯皮德
William Fox,威廉·福斯
Paula Fox,寶拉·福克斯
Eugene Isaac Meyer,尤金·I·迈耶
Butch Otter,巴奇·奧特
Terry Branstad,特里·布兰斯塔德
Mario Andretti,马里奥·安德烈蒂
Magic Johnson,魔术师约翰逊
Matt Sorum,馬特·索朗姆
Bob Kerrey,鮑伯·克里
Candice King,坎迪丝·阿科拉
Peter Debye,彼得·德拜
Mervyn LeRoy,茂文·李洛埃
Jack Nicholson,杰克·尼科尔森
Richie Ginther,里奇·金瑟爾
Dan Gurney,丹·格瑞尼
Elias James Corey,艾里亚斯·詹姆斯·科里
Harry C. Oberholser,哈里·C·奥伯霍尔策
Brad Paisley,布拉德·佩斯利
Cadwallader David Colden,卡德瓦拉德·D·科登
Eva Mendes,伊娃·门德斯
Donald J. Cram,唐纳德·克拉姆
Charles H. Henry,查爾斯·H·亨利
Thomas Cech,托马斯·切赫
Tom McGrath,汤姆·麦格拉斯
Truman Capote,杜鲁门·卡波特
Tennessee Williams,田纳西·威廉斯
Charlie Sheen,查理·辛
Elisha Otis,艾利沙·葛萊弗斯·奧蒂斯
Oral Roberts,羅拔士
Jamie Foxx,傑米·福克斯
Hayden Panettiere,希丹·彭尼蒂亞
Mickey Rooney,米基·鲁尼
Frederic Kimber Seward,弗雷德里克·休沃德
Karan Brar,卡兰·布拉尔
Steve Buscemi,史蒂夫·布西密
Eli Wallach,伊萊·沃勒克
Bill Vukovich,比尔·武科维奇
Thomas Mann,湯瑪斯·曼恩
Bud Cort,巴德·寇特
Laura Prepon,劳拉·普莱潘
John Carroll,约翰·卡罗尔
Todd Lowe,托德·羅威
Chris Bauer,克里斯·鮑爾
Norman Scott,諾曼·史考特
Michael Phelps,迈克尔·菲尔普斯
Harry Schell,哈里·谢尔
Ted Kennedy,泰德·肯尼迪
Fred Agabashian,佛瑞德·埃格巴士安
Hap Sharp,哈帕·夏普
Rikky von Opel,里基·馮·奧佩爾
Sidney Poitier,西德尼·波蒂埃
Mark Donohue,馬克·多洛修
Brett Lunger,布雷特·朗厄
Matthew Perry,馬修·派瑞
Kirk Douglas,柯克·道格拉斯
Robert Duvall,勞勃·杜瓦
Rudolph Schoenheimer,魯道夫·舍恩海默
David Call,大衛·考爾
Ed Lauter,艾德·罗特
Kristin Bauer van Straten,克里斯汀·鲍尔·馮·斯翠登
ZaSu Pitts,扎苏·皮茨
Marisa Coughlan,瑪莉莎·考夫倫
John Koch,约翰·科赫
Cuba Gooding Jr.,小库珀·古丁
Gus Arnheim,盖斯·阿恩海姆
Jennifer Garner,珍妮佛·嘉納
Stephen King,斯蒂芬·金
Anthony Rapp,安東尼·瑞普
Paul Davis,保罗·戴维斯
Leo Reisman,莱奥·瑞斯曼
William A. Moffett,威廉·阿杰·莫菲特
James R. Schlesinger,詹姆斯·施萊辛格
Charles Wallace Richmond,查尔斯·华莱士·里士满
Tad Lincoln,塔德·林肯
Joseph Weizenbaum,约瑟夫·维森鲍姆
Janina Gavankar,詹妮娜·加万卡
Sylvester Stallone,席維斯·史特龍
James Harden,詹姆斯·哈登
Harold Lloyd,哈羅德·勞埃德
Tommy Hilfiger,汤米·席尔菲格
Jackie Mason,杰基·梅森
Chris Columbus,克里斯·哥伦布
Douglas Fairbanks,范朋克
George Antheil,喬治·安塞爾
James Pickens,小詹姆斯·皮肯斯
Harry Warner,哈利·华纳
Jack Coleman,傑克·科爾曼
Matt Murphy,馬特·墨菲
James H. Billington,詹姆斯·哈德利·贝灵顿
Martin Fowler,马丁·福勒
Lillian Gish,莉蓮·吉許
Hans Baron,漢斯·巴倫
Tom Beauchamp,湯姆·比徹姆
George Follmer,喬治·福爾默
Tony Bettenhausen,托尼·贝滕豪森
Bobby Unser,鮑比·昂瑟
Hans Zimmer,漢斯·季默
Nat King Cole,納·京·高爾
Katie Ledecky,姬蒂·雷德基
Mel Brooks,梅爾·布魯克斯
Andre Iguodala,安德烈·伊格达拉
Samuel Finley Breese Morse,萨缪尔·摩尔斯
T. R. Knight,T·R·奈特
Richard Linklater,理查德·林克莱特
Doris Day,桃樂絲·黛
Lucas Luetge,盧卡斯·利特基
Ace Steel,艾斯·史特爾
Isaac Bashevis Singer,艾薩克·巴甚維斯·辛格
Nicole Arendt,妮可·阿倫特
Bob Sweikert,鲍勃·斯威科特
Michael Crichton,迈克尔·克莱顿
Percy Williams Bridgman,珀西·布里奇曼
Bobby Ball,博比·鲍尔
Billie Holiday,比莉·霍利戴
Jack McGrath,杰克·麦克格拉斯
Bobby Rahal,鲍比·拉哈尔
"Charles Francis Adams, Sr.",老查理斯·弗朗西斯·亚当斯
John Malkovich,約翰·馬克維奇
Blythe Danner,布萊絲·丹娜
Joseph Martin Reichard,约瑟夫·马丁·雷夏德
William Joyce,威廉·乔伊斯
John C. Mather,约翰·马瑟
Jack Szostak,杰克·绍斯塔克
Ronny Cox,罗尼·考克斯
Michael McMillian,麥克·麥克米蘭
Isaiah Washington,伊賽亞·華盛頓
Hanya Holm,汉雅·霍尔姆
Rudolf Carnap,鲁道夫·卡尔纳普
William Trautmann,威廉·特勞特曼
Ed Harris,艾·夏里斯
Jesse Williams,杰西·威廉姆斯
Pierre Ramond,皮埃尔·拉蒙
Nicholas G. Carr,尼古拉斯·卡尔
Heather Vandeven,海瑟·方德萬
Jean Oser,吉恩·奧澤爾
Sidney Sheldon,西德尼·谢尔顿
Ricki Lake,里琪·雷克
Janeane Garofalo,珍尼恩·加羅法洛
Adrien Brody,阿德里安·布罗迪
Micah Solusod,米卡·索尤賽德
Jessica Capshaw,潔西卡·卡普肖
Candy Clark,坎迪·克拉克
Sara Ramirez,莎拉·拉米瑞茲
George E. Smith,乔治·史密斯
Tim Maudlin,提姆·莫德林
Stefan Heym,斯蒂芬·埃姆
Jimmy Bryan,吉米·布莱恩
Bruce Beutler,布鲁斯·博伊特勒
Duane Carter,杜安·卡特
Jim Hall,吉姆·霍尔
Cecil Green,塞西尔·格林
Sam Hanks,薩姆·漢克斯
Charles Bukowski,亨利·查爾斯·布可夫斯基
Oona O'Neill,烏娜·奧尼爾
Hajo Holborn,哈乔·霍尔本
Bobby Fish,巴比·費許
Michael Collins,迈克尔·科林斯
Lucy R. Lippard,露西·利帕德
John Brahm,约翰·布拉姆
Mauri Rose,莫里·羅斯
Roger Penske,罗杰·彭斯克
Troy Ruttman,特洛伊·鲁特曼
Chandra Wilson,桑德拉·威爾森
Ludwig Bemelmans,路德威·白蒙
Uschi Obermaier,乌丝琪·奥伯迈尔
Christopher Lambert,克里斯多弗·藍伯特
Joie Chitwood,乔伊·奇特伍德
Henry Banks,亨利·班克斯
Tom Clancy,湯姆·克蘭西
Will Smith,威爾·史密斯
Ashraf Ghani,艾什勒弗·贾尼
Hans von Ohain,汉斯·冯·奥海恩
Dankmar Adler,丹克瑪·艾德勒
Justin Chambers,賈斯汀·錢柏斯
Kirsten Dunst,克斯汀·鄧斯特
Johann Deisenhofer,约翰·戴森霍费尔
Kate Capshaw,凯特·卡普肖
Lillian Moller Gilbreth,莉蓮·莫勒·吉爾布雷斯
Anthony Fokker,安东尼·福克
Herman Bing,哈曼·賓
Paul Morphy,摩菲
Jay Grdina,賈斯汀·史特林
Stipe Miocic,斯蒂普·米欧奇
Jawed Karim,贾韦德·卡里姆
Kira Buckland,基拉·巴克蘭
Chris Cason,克里斯·卡森
Jerry Unser,小杰里·翁泽
Johnny Thomson,约翰尼·汤姆逊
William Cantrell,比尔·坎特雷尔
Rutina Wesley,卢蒂娜·卫斯理
Mike Vogel,邁克·沃格爾
Ricky Berens,里基·贝伦斯
John Denver,約翰·丹佛
Sojourner Truth,索杰纳·特鲁思
Edward Frenkel,爱德华·弗伦克尔
Robert Bruce Elliott,R·布魯斯·埃利奧特
Kevin Kline,奇雲·格連
Ralph Steinman,拉尔夫·斯坦曼
Adele Goldstine,阿黛尔·戈德斯坦
Nelsan Ellis,尼爾森·艾力斯
Elizabeth Marvel,伊莉莎白·瑪佛爾
Ignace Gelb,伊格纳斯·盖尔布
Susie Essman,蘇茜·伊斯曼
Sam Trammell,山姆·特拉梅爾
Carl Zuckmayer,卡尔·扎克迈尔
Mike Nazaruk,迈克·纳扎鲁克
David Lee,大衛·李
Max Horkheimer,麥克斯·霍克海默
Sandra Oh,吳珊卓
John Rawls,约翰·罗尔斯
Dave Chappelle,戴夫查普爾
AnnaSophia Robb,安娜蘇菲亞·羅伯
Jean Harlow,珍·哈露
Max Delbrück,馬克斯·德爾布呂克
Peter Criss,彼得·克里斯
Jerry Hoyt,杰瑞·霍伊特
Tyra Banks,泰雅·賓絲
Beno Gutenberg,賓諾·古登堡
Herbert Morris,赫伯特·莫里斯
Michael Keaton,米高·基頓
Julie Bowen,朱莉·鲍温
David Gross,戴维·格罗斯
Holly Hunter,荷莉·亨特
Sylvia Nasar,西爾維雅·娜薩
Briana Banks,布莉安娜·班克斯
Andrea Bowen,安德莉·鮑恩
Mikaela Shiffrin,米凱拉·席弗琳
Kevin McHale,凯文·麦克海尔
Isaiah Mustafa,艾赛亚·穆斯塔法
Tod Murphy,托德·墨菲
Flying Lotus,飛蓮之音 /Flying Lotus
Bea Arthur,比特里斯·亚瑟
Jim Carrey,金·凯瑞
Wendell Meredith Stanley,温德尔·梅雷迪思·斯坦利
Erich Mendelsohn,埃里克·门德尔松
Herbie Hancock,賀比·漢考克
Joan Crawford,瓊·克勞馥
Bob Bondurant,鮑勃·邦杜蘭特
Jim Rathmann,吉姆·拉思曼
Steven Chu,朱棣文
Lee Marvin,李·馬榮
Eddie Sachs,艾迪·萨克斯
Andy Linden,安迪·林登
Myrna Loy,玛娜·洛伊
Danny Kladis,丹尼·克拉迪斯
Jimmy Davies,吉米·戴维斯
George Connor,乔治·康纳
Zach Galligan,扎克·加利根
Zach Grenier,薩克·格雷尼爾
Carol Chomsky,卡罗尔·乔姆斯基
Curtis Stevens,柯蒂斯·史蒂文斯
Stanley J. Korsmeyer,斯坦利·J·科尔斯梅尔
Baruch Samuel Blumberg,巴鲁克·塞缪尔·布隆伯格
Rodger Ward,罗杰·沃德
Ted Williams,泰德·威廉斯
Cherami Leigh,谢拉米·李
Chris Niosi,克里斯托弗·尼奥斯
Ernest Edwin Sechler,歐內斯特·埃德溫·西奇勒
Franz Boas,法蘭茲·鮑亞士
John Wayne,约翰·韦恩
Zac Posen,扎克·珀森
Andy Rooney,安迪·魯尼
Walt Brown,沃尔特·布朗
James Byeram Owens,詹姆斯·拜拉姆·歐文斯
Ei-ichi Negishi,根岸英一
Jennifer Lopez,珍妮弗·洛佩兹
Otto Loewi,奥托·勒维
Joseph Strick,約瑟·斯特里克
John Updike,約翰·厄普代克
Keith Ellison,凱斯·埃里森
Tammy Baldwin,塔米·鮑德溫
Zach Braff,扎克·布拉夫
Fritz Albert Lipmann,弗里茨·阿尔贝特·李普曼
Max Schmeling,马克斯·施梅林
Dick Rathmann,迪克·拉思曼
Duke Dinsmore,杜克·丁斯莫尔
Karl Deutsch,卡爾·杜意奇
Julia Roberts,朱莉娅·罗伯茨
Lars Ulrich,拉尔斯·乌尔里希
Frank Sinatra,法蘭·仙納杜拉
Helmut Jahn,赫爾穆特·揚
Carl Joachim Friedrich,卡尔·约阿希姆·弗里德里希
Heinz Fraenkel-Conrat,海因茨·弗倫克爾·康拉特
Ray Bradbury,雷·布萊伯利
Daniel Webster,丹尼尔·韦伯斯特
Cosma Shiva Hagen,科斯马·席瓦·哈根
Blake Jenner,布莱克·詹納
John Cusack,約翰·庫薩克
Leo Strauss,列奥·施特劳斯
John Morgan,約翰·摩根
Rajarsi Janakananda,拉札西·迦拿卡南達
Klaus Mann,克劳斯·曼
Melvin Frank,梅爾文·法蘭
Julie Adams,朱莉·亞當斯
Lion Feuchtwanger,利翁·福伊希特万格
Chris Kaman,克里斯·卡曼
Albert Bierstadt,阿爾伯特·比爾施塔特
Kurt Zadek Lewin,库尔特·扎德克·勒温
Mariah Carey,瑪麗亞·凱莉
Zach Wamp,扎克·瓦姆普
Zach Tyler Eisen,扎克·泰勒·艾森
Charles Herbert Allen,查尔斯· 赫伯特· 艾伦
William Hurt,威廉·赫特
Edith Hamilton,伊迪絲·漢密爾頓
William Powell,威廉·鲍威尔
Terrence Jones,泰伦斯·琼斯
John Augustus Roebling,約翰·奧古斯塔斯·羅布林
Zach Randolph,扎克·兰多夫
Ruth Westheimer,露丝韦斯特海默
Myron Fohr,迈伦·福尔
Lance Reventlow,兰斯·雷文洛
Zach Johnson,扎克·约翰逊
Curt Siodmak,科特·西奧德梅克
Herman Frasch,赫爾曼·弗拉施
Zach Helm,薩奇·荷翁
Demond Greene,德蒙·格雷内
Andreas Gruentzig,安德里亞斯·格倫登希
Travis Webb,斯派德·韦布
O. Henry,欧·亨利
Carl Scarborough,卡尔·斯卡伯勒
Chuck Stevenson,查克·史蒂文森
Zach Staenberg,柴克·史登堡
Zach Roerig,扎克·羅里格
Pat Flaherty,帕特·弗莱厄蒂
Amy Lee,埃米·李
Samuel L. Jackson,森姆·L·積遜
Paul Russo,保罗·拉索
John Grisham,約翰·葛里遜
Charles Boyer,查爾斯·博耶
James Horner,詹姆斯·霍纳
Ahmed Zewail,亞米德·齊威爾
Merlin Stone,梅林·斯通
Zach Galifianakis,碩·加利費安納基斯
Sandra Bullock,珊卓·布拉克
Adam Riess,亚当·里斯
Arthur Penn,阿瑟·佩恩
John Howard Northrop,约翰·霍华德·诺思罗普
Stanisława Walasiewicz,斯坦尼斯洛娃·瓦拉谢维奇
Murray Gell-Mann,默里·盖尔曼
Zachary Scott,扎查瑞·斯考特
Emilio G. Segrè,埃米利奥·塞格雷
Peter Walter,彼得·瓦尔特
Lewis Morris Rutherfurd,路易斯·拉瑟弗德
Jane Fonda,珍·芳達
David Copperfield,大衛·考柏菲
Zachary Abel,扎克瑞·阿贝尔
A. J. Foyt,A·J·福伊特
Asaph Hall,阿萨夫·霍尔
Charles Stark Draper,查爾斯·斯塔克·德雷珀
Demi Lovato,黛咪·洛瓦特
Éamon de Valera,埃蒙·德·瓦莱拉
Zachariah Chandler,撒迦利亚·钱德勒
Richard F. Heck,理查德·赫克
Jessie Willcox Smith,潔西·威克斯·史密斯
Richard Smalley,理查德·斯莫利
John Fenn,约翰·贝内特·芬恩
Kurt Gödel,庫爾特·弗雷德里希·哥德爾
Bill Holland,比爾·霍蘭
Adolf Busemann,阿道夫·布斯曼
Konrad Heiden,康拉德·海登
Candice Bergen,坎娣絲·伯根
Erich von Stroheim,艾利·馮·史托洛海姆
Walt Faulkner,沃尔特·福克纳
Arno Allan Penzias,阿诺·彭齐亚斯
Fritz Künkel,弗里茨-昆克尔
August Belmont,奥古斯特·贝尔蒙特
Martin Wagner,馬丁·華格納
Werner Klemperer,威尔纳·克伦佩勒
Eckard Wimmer,埃卡德·溫默
Martin Chalfie,马丁·查尔菲
Zachery Ty Bryan,柴可利·泰·布萊恩
James B. Pollack,詹姆斯·波拉克
