GND-Kennung,GND ID
Grenzgänger im Raum Berlin 1948–1961,1948년–1961년 베를린 광역권 통근 문제
Gliederung der Bundeswehr,독일 연방군 편제
Gliederung des Heeres (Bundeswehr),독일 연방 육군의 부대 및 조직 목록
Septemberverschwörung,오스터 음모사건
Mia electric,미아전기자동차
Haidhausen,하이트하우젠
Gymnasium an der Stadtmauer,김나지움 안 더 슈타트마우어
Liberale Demokraten,자유민주당
IV. Korps,제4군단
Internationaler Delphischer Rat,세계델픽위원회
Schloss Kransberg,크란스베르크성
Hanau-Steinheim,하나우슈타인하임
Olympische Geschichte Deutschlands,올림픽 독일 선수단
Heldburg,헬드부르크
Helenenstraße,헬레넨슈트라세
Heidekrautbahn,하이데크라우트선
Justizvollzugsanstalt Tegel,테겔 교도소
Hasselsweiler,하셀스바일러
Reichsbürgerbewegung,라이히스뷔르거 운동
Hermes Europe,헤르메스 (기업)
Herzogenaurach,헤르초게나우라흐
Bahnhof Berlin Jannowitzbrücke,베를린 야노비츠브뤼케역
Kabinett Goebbels,괴벨스 내각
Kirche in Not/Ostpriesterhilfe,고통받는 교회 돕기
IU Internationale Hochschule,Iubh 응용과학대학교
Index Theologicus,Index Theologicus
Inspekteur der Luftwaffe,공군총감
I. Korps,제1군단
II. Korps,제2군단
INXS,INXS
Reichsinstitut für Geschichte des neuen Deutschlands,신독일 역사 제국연구소
Statkraft,스태트크래프트
Japanische Botschaft in Berlin,주베를린 일본 대사관
Israelische Botschaft in Berlin,주독일 이스라엘 대사관
Kühne Logistics University,퀴네 물류 대학
Landtagswahl in Thüringen 1990,1990년 튀링겐 주의회 선거
Johannisfriedhof,요하니스프리트호프
U-Bahnhof Unter den Linden,운터 덴 린덴역
Karl-Schwarzschild-Medaille,카를 슈바르츠실트 메달
Luftwaffenamt,공군청
Justizvollzugsanstalt Moabit,모아비트 교도소
Luftlandebrigade 25 „Schwarzwald“,제25공수여단
Pixabay,픽사베이
Kinopolis,키노폴리스
École pour l’informatique et les nouvelles technologies,에피텍
Landtagswahl in Thüringen 1994,1994년 튀링겐 주의회 선거
Kommando Heer,독일 육군사령부
Kurtrier,트리어 대주교령
Kunsthochschule Mainz,마인츠 예술대학
Kunstsammlung der Universität Göttingen,괴팅겐 대학교 미술관
Europastraße 552,유럽 고속도로 552호선
Köthen,쾨텐
Landtagswahl in Nordrhein-Westfalen 2017,2017년 노르트라인베스트팔렌 주의회 선거
Landtagswahl in Thüringen 1999,1999년 튀링겐 주의회 선거
Landtagswahl in Thüringen 2004,2004년 튀링겐 주의회 선거
Audi A7,아우디 A7
Marinedivision Nordsee,북해해군사단
Kanadisch-deutsche Beziehungen,독일-캐나다 관계
Marinedivision Ostsee,남해해군사단
Marinekommando Rostock,동부해군사령부
Museum für Islamische Kunst,이슬람 미술 박물관
MetaGer,MetaGer
Lüthorst,뤼토르스트
Max-Planck-Institut für Mathematik in den Naturwissenschaften,막스 플랑크 과학 수학 연구소
Militärische Ausbildungsstätte,독일 사관학교
Luftlandebrigade 27,제27공수여단
Lufttransportkommando,항공수송사령부
Luftwaffendivision,독일 연방군 항공사단
Mediadesign Hochschule,미디어디자인 대학교
Lupinenstraße,르 피나 스트 라스
Mitglied des Deutschen Bundestages,독일 연방하원 의원
U-Bahnhof Leopoldplatz,레오폴트플라츠역
Deutsche Teilnehmer der Olympischen Sommerspiele 1972,1972년 하계 올림픽 독일 연방 공화국 선수단
Neoplan Centroliner,네오플랜 센트로라이너
Mossenberg-Wöhren,모센베르크뵈흐렌
Grenze zwischen Deutschland und Frankreich,독일-프랑스 국경
Grenze zwischen Deutschland und der Schweiz,독일-스위스 국경
Grenze zwischen Deutschland und Österreich,독일-오스트리아 국경
Bagger 288,바거 288
Berlin-Mitte,미테
Franz-Beckenbauer-Pokal,프란츠 베켄바우어컵
S2,라인-마인 S반 2호선
Panzergrenadierbrigade 5 „Kurhessen“,제5기갑척탄병여단
Artweaver,아트위버
Königlich Preußische Hauptkadettenanstalt,독일 육군사관학교
Parlamentariergruppe,의원 단체
DFB-Supercup 1994,DFB-슈퍼컵 1994
DFB-Supercup 1995,DFB-슈퍼컵 1995
DFB-Supercup 1996,DFB-슈퍼컵 1996
DFB-Supercup 1990,DFB-슈퍼컵 1990
DFB-Supercup 1989,DFB-슈퍼컵 1989
DFB-Supercup 1987,DFB-슈퍼컵 1987
Deutsche Teilnehmer der Olympischen Zwischenspiele 1906,1906년 중간 올림픽 독일 선수단
politische Partei in Deutschland,독일의 정당
Puppenmuseum Dresden,드레스덴 인형 박물관
600. Infanterie-Division,제600보병사단
Rechtspfleger,법정관계자
SASCOM,특수탄약지원사령부
Regional-Express,레기오날-익스프레스
Regio-S-Bahn Donau-Iller,레기오 S반 도나우일러
S-Bahn Vorarlberg,포어아를베르크 S-반
SC Sand,SC 샌드
Reichsoberhandelsgericht,Reichsoberhandelsgericht
Reichstagswahl August 1867,1867년 8월 독일 총선
Reichstagswahl Februar 1867,1867년 2월 북독일 연방 선거
Hyundai Motorsport,현대 모터스포츠
RISM,Répertoire International des Sources Musicales
Europastraße E441,유럽 고속도로 441호선
Fußball-Regionalliga,레기오날리가
Europäischer Filmpreis 1996,제9회 유럽 영화상
52. nördlicher Breitenkreis,북위 52도
SIG Sauer,지크자우어
Sauo,자우오
Schadow-Gymnasium,샤도프 김나지움
Schneeball,슈네발
Zentrallimburgisch,중앙 림뷔르흐어
Sinfonieorchester Aachen,아헨 심포니 오케스트라
606. Infanterie-Division (Wehrmacht),제606보병사단
Tartelette,커스터드 타르트
Bahnhof Birkenwerder,비르켄베르더역
716. Infanterie-Division,제716정지사단
Bahnhof Oranienburg,오라니엔부르크역
U-19-Fußball-Europameisterschaft 2016,2016년 AFC U-19 축구 선수권 대회
U-Bahnhof Rotes Rathaus,로테스 라트하우스역
Stiefelhöhe,슈티펠회헤산
Ruder-Weltmeisterschaften 1983,1983년 세계 조정 선수권 대회
51. nördlicher Breitenkreis,북위 51도
Transfermarkt,트랜스퍼마크트
MediaMarkt,메디아마아크트
Telc gGmbH,TELC
Deutsche Renaissance,독일 르네상스
Grenze zwischen Deutschland und Tschechien,독일-체코 국경
TSV Dachau 1865,TSV 1865 다하우
Strenesse,슈트레네세
"Mein Gott, hilf mir, diese tödliche Liebe zu überleben","신이시여, 이 죽음에 이르는 사랑 속에서 우리를 살아남게 하소서"
Deutschland 1945 bis 1949,연합군의 독일 점령 지역
Vietnamesische Botschaft in Berlin,주 독일 베트남 대사관
Expo 2000,Expo 2000
Hans-Dietrich-Genscher-Haus,한스디트리히 겐셔 하우스
Grenze zwischen Dänemark und Deutschland,덴마크-독일 국경
Wahl zum Abgeordnetenhaus von Berlin 1985,1985년 서베를린 주 선거
Vereinte Nationen Ausbildungszentrum Bundeswehr,독일 연방군 UN 훈련소
Europastraße E234,유럽 고속도로 234호선
Vollstreckbarkeit,집행력
Wandrers Nachtlied,나그네의 밤 노래
Bahnhof Mahlow,말로역
ADM Wild,Wild
Bundesstraße 56n,연방도 제56n호선
Fauna Europaea,유럽동물지
379. Infanterie-Division,제373보병사단
Bundesstraße 33a,연방도 제33a호선
Jagdgeschwader 26,제26전투비행단
Jagdgeschwader 3 „Udet“,제3전투비행단 우데트
557. Infanterie-Division,제557보병사단
10. östlicher Meridian,동경 10도
359. Infanterie-Division,제359보병사단
Grenze zwischen Deutschland und den Niederlanden,네덜란드-독일 국경
Grenze zwischen Deutschland und Luxemburg,독일-룩셈부르크 국경
Ministerpräsident,총리
Schlacht von Nürnberg,뉘른베르크의 전투
YAML (Framework),YAML
DFL-Supercup 2012,DFL-슈퍼컵 2012
Grenze zwischen Belgien und Deutschland,독일-벨기에 국경
Jagdgeschwader zur besonderen Verwendung,특수배치전투비행단
ökonomische Geschichte von Deutschland,독일의 경제사
Fischer Racing,피셔 레이싱
Audi Cup,아우디컵
Baumkuchen,바움쿠헨
Bahnhof Berlin Schichauweg,베를린 시하우베크역
DFL-Supercup 2011,DFL-슈퍼컵 2011
Kreisleiter,군구지휘자
deutsche Kunst,독일의 미술
DFB-Pokal-Endspiel 2011,2011 DFB-포칼 결승전
DFB-Pokal-Endspiel 2012,2012 DFB-포칼 결승전
Frieslande,프리슬란트
Bahnhof Hohen Neuendorf (b Berlin),호엔 노이엔도르프역
Bahnhof Berlin Innsbrucker Platz,베를린 인스브루커 플라츠역
Hackbraten,미트로프
Streitbare Demokratie,방어적 민주주의
AECOM,AECOM
Bahnhof Berlin-Johannisthal,베를린 요하니스탈역
Deutsch-iranische Beziehungen,독일-이란 관계
FC Augsburg II,FC 아우크스부르크 II
Straßenbahn Essen,에센 노면전차
Föderalismus in Deutschland,독일의 연방제
FC Ingolstadt 04 II,FC 잉골슈타트 04 II
Schwere SS-Panzer-Abteilung 103,제103SS중전차대대
deutsche Energiewirtschaft,독일의 에너지
Roggenbrot,호밀빵
Großer Wannsee,대반호
Reisewarnung,여행경보
Der Klassiker,데어 클라시커
DIN 1421,ISO 2145
Techno Viking,테크노 바이킹
Deutsche Teilnehmer der Olympischen Winterspiele 2014,2014년 동계 올림픽 독일 선수단
S-Bahnhof Altglienicke,베를린 알트글리니케역
Bahnhof Berlin-Lichtenrade,베를린 리히텐라데역
Bahnhof Lottstetten,로트슈테튼역
Deutsch-südkoreanische Beziehungen,대한민국-독일 관계
Deutsch-uruguayische Beziehungen,독일-우루과이 관계
Christopher Street Day,크리스토퍼 스트리트 데이
Wikimania 2005,위키마니아 2005
S-Bahnhof Grünbergallee,베를린 그륀베르크알레역
Hamburger SV II,함부르크 SV II
Bahnhof Zeuthen,초이텐역
Vulkan Gruppe,불칸 그룹
Bahnhof Waldshut,발츠후트역
Barbadisch-deutsche Beziehungen,바베이도스-독일 관계
Baden,바덴
Alternative für Deutschland,독일을 위한 대안
Neukölln,노이쾰른
S-Bahnhof Wildau,빌다우역
Bahnhof Bernau-Friedenstal,베르나우 프리덴스탈역
Bahnhof Mühlenbeck-Mönchmühle,뮐렌베크묀히뮐레역
Große Koalition,대연정
Volksabstimmung über das Staatsoberhaupt des Deutschen Reichs von 1934,1934년 독일 국민투표
Bahnhof Lehnitz,레니츠역
Berlin Fashion Week,베를린 패션 위크
S-Bahnhof Nöldnerplatz,베를린 뇔드너플라츠역
Flakturm I,동물원 대공포탑
Haltepunkt Borgsdorf,보르크스도르프역
Werder Bremen II,SV 베르더 브레멘 II
Nördliche Kalkalpen,북부석회암알프스
Bahnhof Bergfelde,베르크펠데역
Bahnhof Berlin-Buch,베를린 부흐역
S-Bahnhof Pankow-Heinersdorf,베를린 팡코하이너스도르프역
S-Bahnhof Spindlersfeld,베를린 슈핀들러스펠트역
Bundeskanzler,독일의 총리
Lichtenberg,리히텐베르크
Haltepunkt Berlin Plänterwald,베를린 플렌터발트역
Bahnhof Berlin Osdorfer Straße,베를린 오스도르퍼 슈트라세역
Europäisches Patentamt,유럽특허청
DFB-Pokal-Endspiel 2009,2009 DFB-포칼 결승전
Kaufmann,카우프만 (성씨)
Schnellboot,에스보트
Kulturdenkmal in Deutschland,독일의 문화재
Heer,독일 육군
Flugplatz Eisenhüttenstadt,Eisenhüttenstadt
Bundesliga 2013/14,푸스발-분데스리가 2013-14
Großer Preis von Deutschland 2013,2013년 독일 그랑프리
Spvgg 05 Frankfurt-Oberrad,SpVgg 05 오버라드
SpVgg Greuther Fürth II,SpVgg 그로이터 퓌르트 II
Bahnhof Jestetten,예슈테튼역
Atotech,아토텍
Kategorie:Fluggesellschaft (Deutschland),분류:독일의 항공사
DFL-Supercup 2013,DFL-슈퍼컵 2013
Baiern,바이에른인
Bundesstraße 523,연방도 제523호선
Bahnhof Teltow Stadt,텔토 슈타트역
Top Ten Club,톱 텐 클럽
Thyssen AG,티센
Fußball-Europameisterschaft der Frauen 2001/Kader,UEFA 여자 유로 2001 선수 명단
URW Type Foundry,URW++
DFB-Supercup 1992,DFB-슈퍼컵 1992
DFB-Supercup 1988,DFB-슈퍼컵 1988
Kurköln,쾰른 선제후국
VfL Bochum II,VfL 보훔 II
Schwaben,슈바벤
DFB-Supercup 1993,DFB-슈퍼컵 1993
DFB-Pokal-Endspiel 2010,2010 DFB-포칼 결승전
Borussia Mönchengladbach II,보루시아 묀헨글라트바흐 II
Hochwasser in Mitteleuropa 2013,2013년 유럽 홍수
Thomas Sabo,토마스사보
DFB-Pokal-Endspiel 2007,2007 DFB-포칼 결승전
DFB-Pokal-Endspiel 2013,2013 DFB-포칼 결승전
29. Waffen-Grenadier-Division der SS „RONA“ (russische Nr. 1),무장돌격여단 러시아 국민해방군
Einsatzkommando,특수작전특공대
UEFA-Champions-League-Finale 2015,2015 UEFA 챔피언스리그 결승전
PCK-Raffinerie,PCK 정유공장
SUSE,SUSE
Aktienregister,주주명부
Deutsch-litauische Beziehungen,독일-리투아니아 관계
Deutsch-mazedonische Beziehungen,독일-마케도니아 공화국 관계
SSV Ulm 1846,SSV 울름 1846
Eiserner Mann,무쇠인간
Bundestagswahl 2017,2017년 독일 연방의회 선거
Kabinett Merkel III,제3차 메르켈 내각
ABC-Abwehrkommando der Bundeswehr,연방군화생방방어사령부
Marienkrankenhaus Schwerte,Marienkrankenhaus Schwerte
Fußball-Europameisterschaft 2024,UEFA 유로 2024
Hambach,함바흐
Amt für Heeresentwicklung,육군개발청
Botschaft der Volksrepublik China (Bonn),주독일 중국 대사관 본 구청사
Grenze zwischen Deutschland und Polen,독일-폴란드 국경
S-Bahnhof Oberspree,베를린 오버슈프레역
WikiCon,위키백과:위키컨퍼런스
Internationale Filmfestspiele Berlin 2014,제64회 베를린 국제 영화제
Landtagswahl in Thüringen 2014,2014년 튀링겐 주 주의회 선거
Flix,플릭스버스
Bundesliga 2014/15,푸스발-분데스리가 2014-15
Airbus Defence and Space,에어버스 디펜스 앤드 스페이스
BMW S 1000 R,BMW S1000R
Kommando Feldjäger der Bundeswehr,연방군야전엽병사령부
CHE Hochschulranking,CHE 랭킹
eSport-Bund Deutschland,독일 e스포츠 연맹
Deutsch-Schwedische Grenze,독일-스웨덴 국경
Bürgerschaftswahl in Hamburg 2015,2015년 함부르크 주의회 선거
Bedeutende Kurstädte Europas,유럽의 대 온천 마을
Vertretung der Regierung von Québec in München,주뮌헨 퀘벡 정부 대표부
Munich International School,뮌헨 국제 학교
DFL-Supercup 2014,DFL-슈퍼컵 2014
VfL Wolfsburg II,VfL 볼프스부르크 II
Mercedes-Maybach,메르세데스-마이바흐
DFB-Pokal-Endspiel 2014,2014 DFB-포칼 결승전
Botschaft der Republik Korea (Bonn),옛 주독일 대한민국 대사관 본 청사
Tischtennisweltmeisterschaft 2017,2017년 세계 탁구 선수권 대회
Bahnhof Waßmannsdorf,바스만스도르프역
DFB-Pokal-Endspiel 2008,2008 DFB-포칼 결승전
"Wirtschafts- und Handelsbüro Hongkong, Berlin",주베를린 홍콩 경제무역대표부
Neue Normalität,뉴 노멀
Konfessionslosigkeit,독일의 무종교
Seebatallion,해상대대
Memoria Urbana Berlin,"도시의 기억, 베를린"
Wasserschutzpolizei,수상보호경찰
Inter Leipzig,인터 라이프치히
Be quiet!,비콰이엇
Internationale Filmfestspiele Berlin 2015,제65회 베를린 국제 영화제
Mercedes-Benz M 176/M 177/M 178,메르데세스-벤츠 M176/M177/M178 엔진
RhodeCode,로드코드
Bob-Weltmeisterschaft 2017,2017년 FIBT 세계 선수권 대회
Fallschirmjägerregiment 31,제31강하엽병연대
Olympische Sommerspiele 2016/Teilnehmer,2016년 하계 올림픽 독일 선수단
Luftfahrtamt der Bundeswehr,연방군 항공청
Landtagswahl in Brandenburg 2019,2019년 브란덴부르크주 주의회 선거
Luftlandebrigade 1,제1공수여단
PEGIDA,서양의 이슬람화를 반대하는 애국 유럽인
Bundesliga 2015/16,푸스발-분데스리가 2015-16
Landtagswahl in Baden-Württemberg 2016,2016년 바덴뷔르템베르크 주의회 선거
Bahnhof Eichwalde,아이히발데역
Bahnhof Singen (Hohentwiel),징겐(호헨트빌)역
Landtagswahl in Rheinland-Pfalz 2016,2016년 라인란트팔츠 주의회 선거
Landtagswahl in Sachsen-Anhalt 2016,2016년 작센안할트 주의회 선거
Landtagswahl in Thüringen 2019,2019년 튀링겐 주의회 선거
Generalkonsulat der Volksrepublik China in München,주뮌헨 중화인민공화국 총영사관
DFB-Pokal-Endspiel 2015,2015 DFB-포칼 결승전
Wahl zum Abgeordnetenhaus von Berlin 2016,2016년 베를린 주의회 선거
Voxeljet,Voxeljet AG
Korea-Verband,코리아 협의회
Blacklane,블랙래인
chess24.com,Chess24.com
Bahnstrecke Berlin-Karow–Fichtengrund,베를린 카로-피히텐그룬트선
Landtagswahl in Bayern 2018,2018년 바이에른 주의회 선거
Nordische Skiweltmeisterschaften 2021,2021년 세계 노르딕 스키 선수권 대회
Botschaft des Königreichs Saudi-Arabien in Berlin,주 독일 사우디아라비아 대사관
DFL-Supercup 2015,DFL-슈퍼컵 2015
SC Freiburg II,SC 프라이부르크 II
Deutsches Spionagemuseum,베를린 스파이 박물관
FSK 12,FSK 12
FSK 16,FSK 16
FSK 18,FSK 18
Moers,모어스
Wir Bürger,진보와 개혁 연합
Mercedes-Benz OM 656,메르세데스-벤츠 OM656 엔진
Mercedes-Benz OM 654,메르세데스-벤츠 OM654 엔진
DFB-Pokal-Endspiel 2016,2016 DFB-포칼 결승전
Bundesminister der Finanzen,재무장관
Eisenbahnunfall von Bad Aibling am 9. Februar 2016,바트아이블링 열차 충돌 사고
Democracy in Europe Movement 2025,유럽민주화운동
Bundesstraße 392,연방도 제392호선
Sexuelle Übergriffe in der Silvesternacht 2015/16,독일 신년전야 동시다발 성폭행 사건
Forschermeile,포르셰르마일레
Internationale Filmfestspiele Berlin 2016,제66회 베를린 국제 영화제
Deutsches Brot,독일의 빵
Delivery Hero,딜리버리히어로
Thailändische Botschaft in Berlin,주 독일 태국 대사관
Bundesliga 2016/17,푸스발-분데스리가 2016-17
Wahl des deutschen Bundespräsidenten 2017,2017년 독일 연방대통령 선거
Landtagswahl in Hessen 2018,2018년 헤센 주의회 선거
Landtagswahl in Niedersachsen 2017,2017년 니더작센 주의회 선거
Madrider Mitteilungen,Madrider Mitteilungen
DFL-Supercup 2016,DFL-슈퍼컵 2016
Kurzgesagt,Kurzgesagt – In a Nutshell
Kunstgewerbeschule Dresden,드레스덴 공예학교
Taipeh Vertretung in der Bundesrepublik Deutschland,주 독일 타이베이 대표부
Sprengstoffanschlag von Ansbach,2016년 안스바흐 폭탄 테러
Anschlag im Einkaufscenter Olympia 2016,2016년 뮌헨 쇼핑몰 총기 난사 사건
Dingo Pictures,딩고 픽처스
G20-Gipfel in Hamburg 2017,2017년 함부르크 G20 정상회의
Generalkonsulat des Staates Israel in München,주뮌헨 이스라엘 총영사관
Rundfunkbeitrag,독일의 수신료 징수제
Schlacht im Tollensetal,톨렌제 싸움터
Bundestagswahl 2021,2021년 독일 연방의회 선거
Internationale Filmfestspiele Berlin 2017,제67회 베를린 국제 영화제
Mastodon,마스토돈
Cyber- und Informationsraum,사이버정보정복업무군
Anschlag auf den Berliner Weihnachtsmarkt an der Gedächtniskirche,2016년 베를린 테러
ÖBB Nightjet,나이트젯
Tötung von Benno Ohnesorg,베노 오네소르그 살해
PM-International,PM-International
Olympische Winterspiele 2018/Teilnehmer (Deutschland),2018년 동계 올림픽 독일 선수단
Kunstsammlungen der Veste Coburg,Coburg 요새의 군 역사 수집
Bahnhof Lindau-Reutin,린다우-로이틴역
Bundesliga 2017/18,분데스리가 2017-18
DFB-Pokal-Finale 2017,2017 DFB-포칼 결승전
DFL-Supercup 2017,DFL-슈퍼컵 2017
BioNTech,바이온텍
Anschlag auf den Mannschaftsbus von Borussia Dortmund,보루시아 도르트문트 버스 폭발 테러
Stopselclub,마개 클럽
League of Legends European Championship,리그 오브 레전드 유러피언 챔피언십
Botschaft der Republik Indonesien in Berlin,주 독일 인도네시아 대사관
Mossen-Berg,모센베르크
U-Bahnhof Senefelderplatz,제네펠더플라츠역
S-Bahnhof Prenzlauer Allee,베를린 프렌츨라우어 알레역
S-Bahnhof Bornholmer Straße,베를린 보른홀머 슈트라세역
Fipronil-Skandal 2017,2017년 살충제 달걀 파동
Pressearchiv 20. Jahrhundert,20세기 프레스 아카이브
Hamburger Stadtbahnanschluss,함부르크선 도심연결선
Pavillon der Einheit,통일정
Bundesstraße 39a,연방도 제39a호선
Olympische Sommerspiele 2020/Teilnehmer,2020년 하계 올림픽 독일 선수단
FC Bayern Campus,FC 바이에른 캄푸스
Bahnhof Basdorf,바스도르프역
Internationale Filmfestspiele Berlin 2018,제68회 베를린 국제 영화제
Die blaue Partei,파랑당
DeepL Übersetzer,DeepL
Ionity,아이오니티
Ausbildungseinrichtung des Heeres,육군훈련소
Evangelische Kirche mit Wehrfriedhof,Evangelische Kirche Kirchbrombach
Butzbacher Straße 15,부츠바흐 가 15
Bundesliga 2018/19,분데스리가 2018-19
Heart of Code,하트  오브 코드
Hinterland Jazz Orchestra,힌터 랜드 재즈 오케스트라
Landtagswahl in Niedersachsen 2022,2022년 니더작센주 주의회 선거
Türkgücü München,튀르크귀쥐 뮌헨
GND-Kennung,GND ID
DFL-Supercup 2018,DFL-슈퍼컵 2018
100 Beste Plakate,100 베스테 플라카테 (100 Beste Plakate)
Das architektonische Werk von Le Corbusier,르 코르뷔지에의 건축 작품
Berlin Marathon 2018,2018 베를린 마라톤
Parteitag der CDU Deutschlands 2018 (Dezember),2018년 독일 기독교민주연합 대표 선거
Internationale Filmfestspiele Berlin 2019,제69회 베를린 국제 영화제
Kriegerdenkmal Riesdorf,크리거덴칼 리스도르프
Gelbwestenbewegung,노란 조끼 시위
Extinction Rebellion,멸종에의 반란
Orthomol,오쏘몰
Automobili Pininfarina,오토모빌리 피닌파리나
Bundesliga 2019/20,분데스리가 2019-20
DFL-Supercup 2019,DFL-슈퍼컵 2019
Europa-Park-Stadion,유로파파크 슈타디온
Bundesliga 2020/21,분데스리가 2020-21
Landtagswahl in Thüringen 2024,다음 튀링겐 주의회 선거
Internationale Filmfestspiele Berlin 2020,제70회 베를린 국제 영화제
Mercedes-Benz AG,메르세데스-벤츠
Fußball-Bundesliga 2022/23,분데스리가 2022-23
COVID-19-Pandemie,코로나바이러스감염증-19 유행
COVID-19-Pandemie in Deutschland,독일의 코로나19 범유행
Regierungskrise in Thüringen 2020,2020년 튀링겐 정치 위기
COVID-19 Pandemie in Europa,유럽의 코로나바이러스감염증-19 유행
DFL-Supercup 2020,DFL-슈퍼컵 2020
DFB-Pokal 2020/21,DFB-포칼 2020-21
Anschlag in Hanau 2020,2020년 하나우 총기 난사 사건
Artillerielehrbataillon 325,제325포병교도대대
Großer Preis der Eifel 2020,2020년 아이펠 그랑프리
Max-Planck-Institut für Sicherheit und Privatsphäre,막스플랑크 보안 및 정보보호 연구소
"Bodendenkmal in Fladungen, #D-6-5426-0025",Fladungen의 문화 유산 D-6-5426-0025
Magdeburger Brücke,부산 교
Friedhofskapelle Heilig-Kreuz-Straße 35 in Ansbach (D-5-61-000-90#2),안스바흐의 Friedhofskapelle Heilig-Kreuz-Straße 35
Amerikanisches Generalkonsulat in Leipzig,주 라이프치히 미국 총영사관
Special Olympics World Summer Games 2023,2023년 하계 스페셜 올림픽
Alpenhochwasser 2020,폭풍 알렉스
Friedensstatue,평화의 소녀상
Fußball-Bundesliga 2021/22,분데스리가 2021-22
Internationale Filmfestspiele Berlin 2021,제71회 베를린 국제 영화제
Nürnberger Versicherung 2002,Nürnberger Versicherung 2002
Nürnberger Versicherung 2001,Nürnberger Versicherung 2001
Nürnberger Versicherung 2000,Nürnberger Versicherung 2000
Nürnberger Versicherung-Emmi 1999,Nürnberger Versicherung-Emmi 1999
The Greenery-Hawk 1999,The Greenery-Hawk 1999
Discover Airlines,디스커버 항공
Wagner Group GmbH,바그너 그룹 GmbH
Westflüchtlinge,서방 난민
Armee der Einheit,군대의 통합
Gebietstausch 1945 im Harz,1945년 하르츠 영토 교환
DFB-Pokal 2022/23,DFB-포칼 2022-23
Ubisoft Düsseldorf,유비소프트 뒤셀도르프
Das Dritte Land,제3의 자연
Munzinger Personen,먼징거 페르소나
Hochwasser in West- und Mitteleuropa 2021,2021년 유럽 홍수
World University Games (Summer) 2025,2025년 하계 유니버시아드
BVG-Baureihe J,BVG J
Internationale Filmfestspiele Berlin 2022,제72회 베를린 국제 영화제
Korean Film Festival Frankfurt,한국영화제
Gumpertsreuth,Gumpertsreuth
Kabinett Scholz,숄츠 내각
BVG-Baureihe JK,BVG JK
Nord Stream,노르트스트림
Orkan Zeynep,폭풍우 유니스
Phönix,Phönix
Eisenbahnunfall von Ebenhausen-Schäftlarn,Ebenhausen-Schäftlarn 철도 사고
Wahl zum Abgeordnetenhaus von Berlin 2023,2023년 베를린 시의회 선거
DFL-Supercup 2022,DFL-슈퍼컵 2022
Affenpocken-Ausbruch 2022,2022년 원숭이두창 유행
Amokfahrt in Berlin 2022,2022년 베를린 자동차 충돌
Internationale Filmfestspiele Berlin 2023,제73회 베를린 국제 영화제
Umweltkatastrophe in der Oder 2022,2022년 오더 환경재앙
Fußball-Bundesliga 2023/24,분데스리가 2023-24
Olympische Sommerspiele 2024/Teilnehmer,2024년 하계 올림픽 독일 선수단
Deutschlandticket,도이칠란트티켓
Putschversuch in Deutschland 2022,2022년 독일 쿠데타 모의
Patriotische Union,애국 동맹
Generalkonsulat der Republik Korea in Frankfurt,주프랑크푸르트 대한민국 총영사관
Koreanisches Kulturzentrum Berlin,주독일 한국문화원
Womanizer,우머나이저
DFB-Pokal 2023/24,DFB-포칼 2023-24
City Airlines,루프트한자 시티항공
Deutsches Theater Berlin,도이체 극장
FV Bonn-Endenich,FV 본-엔데니히 1908
Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,자라 바겐크네히트 동맹
Gebäude der Staats- und Universitätsbibliothek Göttingen,괴팅겐 니더작센 주립 겸 대학도서관
