Pioneer plaque,先驅者鍍金鋁板
2002 Winter Olympic bid scandal,2002年冬季奥林匹克运动会贿选丑闻
Xamarin,Xamarin
In-Q-Tel,IQT電信
"Delleker, California",德勒克·(加利福尼亞州)
Gum Wall,口香糖牆
"Lithia Springs, Georgia",利西亞泉
"Lyndon, New York",林顿·(纽约州)
National Education Association,全國教育協會·(美國)
Title IX,教育法修正案第九条
"Elbert, Colorado",艾伯特·(科罗拉多州)
"Garden Prairie, Illinois",花園草原·(伊利諾伊州)
"Gilson, Illinois",吉爾森·(伊利諾伊州)
Hayes Volcano,海斯火山
Mount Drum,德拉姆火山
"White Heath, Illinois",懷特希思·(伊利諾伊州)
"Area codes 214, 469, 972, and 945",北美电话区号214、469、972和945
Florida Institute of Technology,佛羅里達理工學院
Franklin Medal,富蘭克林獎章
Kansas Jayhawks,堪萨斯大学杰鹰队
Magpul Industries,馬格普工業公司
"Markle, Indiana",马克尔·(印第安纳州)
"Monterey, Indiana",蒙特瑞·(印地安納州)
"Buford, Ohio",比福德
"Del Sur, California",德爾瑟·(加利福尼亞州)
"Elgin, Lancaster County, South Carolina",埃尔金·(南卡罗来纳州兰开斯特县)
"Grapevine, California",格雷普維恩·(加利福尼亞州)
"Lincoln Acres, California",林肯英畝·(加利福尼亞州)
"Nipton, California",尼普頓·(加利福尼亞州)
"Ocotillo Wells, California",奧科蒂洛韋爾斯·(加利福尼亞州)
"Panoche, California",帕諾奇·(加利福尼亞州)
"Petrolia, California",佩特羅利亞·(加利福尼亞州)
"Pine Mountain, Harris County, Georgia",派恩芒廷·(喬治亞州哈里斯縣)
"Pinecliffe, Colorado",派恩克利夫·(科羅拉多州)
"Stoneham, Colorado",斯托納姆·(科羅拉多州)
"Wildwood, Georgia",懷爾德伍德·(喬治亞州)
"Beaver Creek, Colorado",比弗溪·(科羅拉多州)
"Eastaboga, Alabama",伊斯塔博加·(阿拉巴馬州)
Embarcadero Center,内河码头中心
"Jolon, California",喬倫·(加利福尼亞州)
"Pine Grove, Amador County, California",派恩格羅夫·(加利福尼亞州阿馬多爾縣)
Scripps National Spelling Bee,全美拼字比赛
Sidley Austin,盛德律师事务所
Smart Museum of Art,斯马特美术馆
St. Louis Film Critics Association,圣路易斯影评人协会
Standing Liberty quarter,站姿自由女神25美分硬币
"Mossville, Illinois",莫斯維爾·(伊利諾伊州)
"Kings Mountain, California",金斯芒廷·(加利福尼亞州)
NBBJ,NBBJ建筑事务所
NBCSN,NBCSN
West Michigan,西密西根
"Mount Berry, Georgia",芒特貝里·(喬治亞州)
Roxbury Crossing station,罗克斯伯里十字站
"West Almond, New York",西阿蒙德
John Street Methodist Church,约翰街卫理公会教堂
Amazon Lab126,Lab126
"Beverly, Illinois",貝弗利·(伊利諾伊州)
Montauk Branch,蒙塔克支线
Sony Ericsson Live with Walkman,Sony·Ericsson·Live·with·Walkman
"Burton, Illinois",伯頓·(伊利諾伊州)
United States District Court for the Eastern District of New York,美国纽约东区联邦地区法院
1958 Major League Baseball season,1958年美國職棒大聯盟球季
1971 Major League Baseball season,1971年美國職棒大聯盟球季
1989 Major League Baseball season,1989年美國職棒大聯盟球季
BMT Myrtle Avenue Line,BMT默特尔大道线
MTV Movie Award for Best On-Screen Duo,MTV影視大獎最佳搭檔
1999 Major League Baseball season,1999年美國職棒大聯盟球季
Franciscan Monastery of the Holy Land in America,圣墓山方济各会修道院
Kleiner Perkins,凯鹏华盈
Master Apartments,大師公寓
"Paynesville, California",佩恩斯維爾·(加利福尼亞州)
South Dakota's at-large congressional district,南達科他州單一國會選區
"Friend, Kansas",弗倫德·(堪薩斯州)
List of metropolitan statistical areas,按人口排列的美國都會區列表
Pinson Mounds,平森土丘
18th Military Police Brigade (United States),美國陸軍第18憲兵旅
"Alleene, Arkansas",阿利恩·(阿肯色州)
Allendale Columbia School,艾伦代尔哥伦比亚学校
"Allendale, Indiana",艾倫代爾·(印地安納州)
Alma College,阿爾瑪學院
"Alpine, DeKalb County, Alabama",阿爾派因·(迪卡爾布縣)
"Alpine, Indiana",阿爾派恩·(印地安納州)
"Alpine, Los Angeles County, California",阿爾派恩·(加利福尼亞州洛杉磯縣)
"Alquina, Indiana",阿爾奎納·(印地安納州)
"Alsace, California",阿爾薩斯·(加利福尼亞州)
"Altamont, California",阿爾塔蒙特·(加利福尼亞州)
Amador Valley High School,阿馬多爾谷高中
Amazon Prime Video,Amazon·Prime·Video
Lake Worth Beach station,沃思湖站
"Bellwood, Alabama",貝爾伍德·(阿拉巴馬州)
"Bement Township, Piatt County, Illinois",比門特鎮區·(伊利諾伊州皮亞特縣)
"Bena, California",貝薩·(加利福尼亞州)
"Bennington Township, Marshall County, Illinois",本寧頓鎮區·(伊利諾伊州馬歇爾縣)
Berryessa/North San José station,貝里埃薩／北聖何塞站
"Beyerville, Arizona",拜爾維爾·(亞利桑那州)
"Bible Grove, Illinois",比布爾格羅夫·(伊利諾伊州)
"Biddles Corner, Delaware",比德爾斯角·(特拉華州)
Big Apple Circus,纽约大苹果马戏团
"Big Bend, Butte County, California",大本德·(加利福尼亞州比尤特縣)
"Big Bend, Placer County, California",大本德·(加利福尼亞州普萊瑟縣)
"Big Bunch, California",大班奇·(加利福尼亞州)
"Big Fork, Arkansas",大福克·(阿肯色州)
"Big Pines, California",大派恩斯·(加利福尼亞州)
"Big Springs, Kansas",比格斯普林斯·(堪薩斯州)
Big Three (American television),美國三大電視網
Bigfoot trap,大脚怪陷阱
Biograph Theater,比沃格拉夫劇院
American Association for Cancer Research,美国癌症研究协会
American Film Institute Awards 2000,2000年美國電影學會獎
American Law Library,美国法律文库
American Pharmacists Association,美国药师协会
American Printing House for the Blind,美国盲人印刷所
American Samoa Department of Education,美属萨摩亚教育部
Amtrak Thruway,美鐵巴士
AngelList,AngelList
Apishapa River,阿皮沙帕河
Cloudflare,Cloudflare
Apple Jacks,蘋果肉桂脆片
Arkansas's 3rd congressional district,阿肯色州第三國會選區
Arlington Senior High School,阿靈頓高級中學
Atlantic station (Staten Island Railway),亞特蘭大車站·(史泰登島鐵路)
"Auburn Junction, Indiana",奧本章克申·(印地安納州)
"Aucilla, Florida",奧西拉·(佛羅里達州)
Auditorium (Community of Christ),基督社区礼堂
"Augusta Township, Hancock County, Illinois",奧古斯塔鎮區·(伊利諾伊州漢考克縣)
"Auraria, Georgia",奧勒立亞·(喬治亞州)
"Aurora Township, Cloud County, Kansas",奧羅拉鎮區·(堪薩斯州克勞德縣)
"Aurora, Arkansas",奧羅拉·(阿肯色州)
"Aux Sable Township, Grundy County, Illinois",奧克斯塞布爾鎮區·(伊利諾伊州格蘭迪縣)
Broadcom,博通有限
"Black Butte, California",布萊克比尤特·(加利福尼亞州)
"Black Hawk Township, Jefferson County, Iowa",布萊克霍克鎮區·(愛荷華州傑佛遜縣)
"Black Township, Posey County, Indiana",布萊克鎮區·(印地安納州波西縣)
"Blair Township, Clay County, Illinois",布萊爾鎮區·(伊利諾伊州克萊頓)
"Blair, Randolph County, Illinois",布萊爾·(伊利諾伊州蘭道夫縣)
"Bloom Township, Ford County, Kansas",布盧姆鎮區·(堪薩斯州福特縣)
"Blooming Grove Township, Franklin County, Indiana",布盧明格羅夫鎮區·(印地安納州富蘭克林縣)
"Blue Ball, Delaware",布盧鮑爾·(特拉華州)
Blue Letter Bible,藍字聖經
"Blue River Township, Hancock County, Indiana",布盧里弗鎮區·(印地安納州漢考克縣)
"Blue River Township, Henry County, Indiana",布盧里弗鎮區·(印地安納州亨利縣)
BlueStacks,蓝叠
"Bluffton, Arkansas",布拉夫頓·(阿肯色州)
"Bass, Arkansas",巴斯·(阿肯色州)
"Bath, Indiana",巴思·(印地安納州)
Battle of Blackstock's Farm,布萊克斯托克農場戰役
Battle of North Point,北角之役
"Bay Point, Monroe County, Florida",灣點·(佛羅里達州門羅縣)
"Bayliss, California",貝利斯·(加利福尼亞州)
"Bazaar, Kansas",巴扎·(堪薩斯州)
Beaconsfield station (MBTA),比肯斯菲尔德站
"Beal, Indiana",比爾·(印地安納州)
"Bear Valley, Mariposa County, California",貝爾谷·(加利福尼亞州馬里波薩縣)
"Beaty Crossroads, Alabama",貝蒂克羅斯羅茲·(阿拉巴馬州)
"Beaver City, Indiana",比弗城·(印地安納州)
"Beaver Township, Decatur County, Kansas",比弗鎮區·(堪薩斯州第開特縣)
"Beaver Township, Humboldt County, Iowa",比弗鎮區·(愛荷華州洪堡縣)
"Bedford Township, Wayne County, Illinois",貝德福德鎮區·(伊利諾伊州韋恩縣)
"Beirne, Arkansas",貝爾尼·(阿肯色州)
Bel Air Church,贝莱尔教会
"Bellefonte Township, Boone County, Arkansas",貝爾豐特鎮區·(阿肯色州布恩縣)
"Bakers Corner, Indiana",貝克斯科納·(印地安納州)
"Bard, California",巴德·(加利福尼亞州)
"Barnhill, Illinois",巴恩希爾·(伊利諾伊州)
"Barr, Sangamon County, Illinois",巴爾·(伊利諾伊州桑加蒙縣)
Boylston station,博伊尔斯顿站
"Armstrong, Florida",阿姆斯特朗·(佛羅里達州)
"Ash Grove, Indiana",阿什格羅夫·(印地安納州)
"Ashboro, Indiana",阿什伯勒·(印地安納州)
"Ashmore Township, Coles County, Illinois",阿什莫爾鎮區·(伊利諾伊州科爾斯)
Association of the United States Army,美國陸軍協會
"Athens Township, Jewell County, Kansas",阿森斯鎮區·(堪薩斯州朱厄爾縣)
"Athens, Arkansas",阿森斯·(阿肯色州)
Atherton station,艾瑟顿站
"Atlanta, Idaho",阿特蘭大·(愛達荷州)
"Atlas, Illinois",阿特拉斯·(伊利諾伊州)
Autry Museum of the American West,美國西部奧特里博物館
"Avery, Iowa",埃弗里·(愛荷華州)
Aviation Safety Reporting System,航空安全报告系统小组委员会
"Avon, Contra Costa County, California",阿旺·(加利福尼亞州康特拉科斯塔縣)
B'nai Yosef Synagogue,约瑟之子会堂
"Back Gate, Arkansas",巴克蓋特·(阿肯色州)
"Badger, California",巴德傑·(加利福尼亞州)
"Badwater, California",巴德沃特·(加利福尼亞州)
"Damascus, Alabama",達馬斯卡斯·(阿拉巴馬州)
"Livingston, Georgia",利文斯頓·(喬治亞州)
United Express Flight 6291,联航快运6291号班机坠毁事故
"Canoe, Alabama",卡諾埃·(阿拉巴馬州)
"Cardonia, Indiana",卡多尼亞·(印地安納州)
"Carle Springs, Illinois",卡爾斯普林斯·(伊利諾伊州)
"Carlin Precinct, Calhoun County, Illinois",卡林縣區·(伊利諾伊州卡爾霍恩縣)
"Carlyle, Kansas",卡萊爾·(堪薩斯州)
Carnegie Council for Ethics in International Affairs,卡內基國際事務倫理委員會
"Carpenter, Delaware",卡彭特·(特拉華州)
"Carrier Mills Township, Saline County, Illinois",卡里爾米爾斯鎮區·(伊利諾伊州薩林縣)
"Carroll Township, Vermilion County, Illinois",卡洛爾鎮區·(伊利諾伊州弗米利恩縣)
"Carrollwood Village, Florida",卡洛爾伍德村·(佛羅里達州)
"Casa Loma, Santa Clara County, California",卡薩婁馬·(加利福尼亞州)
"Cass Township, Pulaski County, Indiana",卡斯鎮區·(印地安納州普瓦斯基縣)
"Cassadaga, Florida",卡薩達加·(佛羅里達州)
"Castella, California",卡斯特拉·(加利福尼亞州)
"Cates, Indiana",凱茨·(印地安納州)
"Catlin Township, Vermilion County, Illinois",卡特林鎮區·(伊利諾伊州弗米利恩縣)
Cavium,凱為半導體
"Cazenovia Township, Woodford County, Illinois",卡澤諾維亞鎮區·(伊利諾伊州伍德福德縣)
"Chamness, Illinois",查姆內斯·(伊利諾伊州)
Charles McMahon and Darwin Judge,查爾斯·麥馬漢與達爾文·賈基
"Chatham Township, Sangamon County, Illinois",查塔姆鎮區·(伊利諾伊州桑加蒙縣)
"Chattahoochee Plantation, Georgia",查特胡奇普兰泰申
List of airports in Ohio,俄亥俄州机场列表
"Burlington, Alabama",伯靈頓·(阿拉巴馬州)
"Burnside, Iowa",伯恩賽德·(愛荷華州)
"Burr Oak, Iowa",伯爾奧克·(愛荷華州)
"Burr Oak, Marshall County, Indiana",伯爾奧克·(印地安納州馬歇爾縣)
"Butler Center, Indiana",巴特勒森特·(印地安納州)
"Butler Township, Vermilion County, Illinois",巴特勒鎮區·(伊利諾伊州弗米利恩縣)
"Cache, Illinois",凱什·(伊利諾伊州)
"Cahone, Colorado",卡洪·(科羅拉多州)
"Cain Township, Fountain County, Indiana",凱恩鎮區·(印地安納州方廷縣)
"Callender, California",卡倫達·(加利福尼亞州)
Caloosahatchee Bridge,克卢萨哈奇大桥
"Calumet, Arkansas",卡魯梅·(阿肯色州)
"Calvin Township, Jewell County, Kansas",卡爾文鎮區·(朱厄爾縣)
"Cambria Pines, California",坎布里亞派恩斯·(加利福尼亞州)
Campbellsville University,康伯斯威爾大學
"Canaan (village), Connecticut",卡南·(康乃狄克州村落)
"Avenue B and C, Arizona",B和C大道·(亞利桑那州)
"Avilla Township, Comanche County, Kansas",阿維拉鎮區·(堪薩斯州科曼奇縣)
"Baldwin Precinct, Randolph County, Illinois",鮑德溫縣區·(伊利諾伊州蘭道夫縣)
"Bethany, Georgia",伯大尼·(喬治亞州)
"Bird City Township, Cheyenne County, Kansas",伯德城鎮區·(堪薩斯州夏延縣)
Anchorage Museum,安克雷奇歷史藝術博物館
"Anderson Township, Warrick County, Indiana",安德森鎮區·(印地安納州沃里克縣)
"Anderson, Cass County, Illinois",安德森·(伊利諾伊州卡斯縣)
"Andover Township, Henry County, Illinois",安多佛鎮區·(伊利諾伊州亨利縣)
"Andrew Jackson, Alabama",安德魯·傑克遜·(阿拉巴馬州)
Andrew W. Mellon Auditorium,安德鲁·梅隆礼堂
"Andrewville, Delaware",安德魯維爾·(特拉華州)
Ann Arbor Area Transportation Authority,安娜堡地區交通總署
Ann Arbor Public Schools,安娜堡公立学校
"Annapolis, Indiana",安納波利斯·(印地安納州)
Arch Street Friends Meeting House,亚区街聚会所
Area code 260,北美電話區號260
Area codes 217 and 447,北美電話區號217
Arizona's 2nd congressional district,亞利桑那州第二國會選區
Harbor Gateway Transit Center,海港門戶交通中心
Protestant Episcopal Church Mission,美国圣公会差会
"Arrington Township, Wayne County, Illinois",阿靈頓鎮區·(伊利諾伊州韋恩縣)
U.S. Route 360,360号美国国道
TPG Angelo Gordon,安祖高顿
Basic Enlisted Submarine School,美國水兵潛艇學校
NASA Space Flight Medal,美國宇航局太空飛行獎章
Orchard Street,柯察街
Primetime Emmy Award for Outstanding Host for a Reality or Competition Program,黃金時段艾美獎最佳實境及實境競技節目主持人
College of Charleston,查爾斯頓學院
Eleven Times Square,时代广场11号
Essex Street,埃塞克斯街·(纽约)
"Little Norway, California",小挪威·(加利福尼亞州)
"St. Philip's Church (Charleston, South Carolina)",圣公会圣腓力堂·(查尔斯顿)
"Abe Springs, Florida",阿布斯普林斯·(佛羅里達州)
"Adair, Illinois",阿代爾·(伊利諾伊州)
"Adams Township, Carroll County, Indiana",亞當斯鎮區·(印地安納州卡洛爾縣)
Advantage Rent a Car,優勢租車
"Aerial Acres, California",天線英畝·(加利福尼亞州)
Alewife station,灰西鲱站
Korean Military Advisory Group,驻韩美军顾问团
"Ahwahnee Estates, California",阿赫瓦尼莊園·(加利福尼亞州)
Air Force One photo op incident,空军一号低飞拍照事件
"Alamana, Florida",阿拉馬納
Alaska Mental Health Enabling Act,阿拉斯加精神健康促进法
Alaska statistical areas,阿拉斯加州統計區
"Alberhill, California",阿爾伯希爾·(加利福尼亞州)
Albuquerque International Balloon Fiesta,阿爾伯克基國際熱氣球嘉年華
Albuquerque Little Theatre,阿布奎基小劇院
Alford plea,阿尔弗德抗辩
"Alfred, New York",阿尔弗雷德·(纽约州)
"Alhambra Valley, California",阿罕布拉谷·(加利福尼亞州)
Green Line (Washington Metro),華盛頓地鐵綠線
Orange Line (Washington Metro),華盛頓地鐵橙線
"Chatterton, Indiana",查特頓·(印地安納州)
"Chauncey, Illinois",昌西·(伊利諾伊州)
"Chimney Rock, Colorado",煙囪岩·(科羅拉多州)
Chinatowns in Queens,皇后區唐人街
Church Hill Tunnel,教堂山隧道
Dallas–Fort Worth Film Critics Association Awards 2007,2007年达拉斯—沃斯堡影评人协会奖
"Denny, California",丹尼·(加利福尼亞州)
"Eagle Center, Iowa",伊格爾森特·(愛荷華州)
"Eagle Creek Township, Lake County, Indiana",伊格爾克里克鎮區·(印地安納州萊克縣)
"Eagle Township, Kossuth County, Iowa",伊格爾鎮區·(愛荷華州科蘇特縣)
"Eagletown, Indiana",伊格爾敦·(印地安納州)
East River (Colorado),东河·(科罗拉多州)
F. Scott Fitzgerald House,費茲傑羅大屋
Facility for Rare Isotope Beams,稀有同位素束流装置
"Fair Oaks, Indiana",費爾奧克斯·(印地安納州)
"Fairmount Township, Butler County, Kansas",費爾芒特鎮區·(巴特勒縣)
Provident Credit Union Event Center,聖荷西州立活動中心
"Sidney Township, Fremont County, Iowa",西德尼鎮區·(愛荷華州弗里蒙特縣)
"Wildcat Township, Tipton County, Indiana",懷爾德凱特鎮區·(印地安納州蒂普頓縣)
"Deposit, New York",德波斯特
"Fish Rock, California",菲什羅克·(加利福尼亞州)
Flag of Salt Lake City,鹽湖城市旗
"Flintstone, Georgia",弗林茨通·(喬治亞州)
