Dortmund,ドルトムント
Niederwiesa,ニーダーヴィーザ
Leubsdorf,ハマーロイスドルフ
Erkelenz,エルケレンツ
Ischtar-Tor,イシュタル門
Mittenwald,ミッテンヴァルト
Sinn,ジン川
Junkers Ju 52/3m,Ju 52
Wattenmeer,ワッデン海
Brühl,ブリュール
Gotha,ゴータ
Bünde,ビュンデ
Albstadt,アルプシュタット
Filderstadt,フィルダーシュタット
Pegnitz,ペグニッツ
Kamen,カーメン
Bogen,ボーゲン (市)
Lebus,ルブシュ
Muschelwitz,ムシェルヴィッツ
Oberstaufen,オーベルストアウフェン
Ruhrort,ルーアオルト
Hainichen,ハイニッヒェン
Serben,セルビア人
Leda,レダ川
Isen,イセン
Oberschöna,オーバーシェーナ
Ostrau,オストラウ (ザクセン州)
Völklinger Hütte,フェルクリンゲン製鉄所
WTA Leipzig,スパルカッセン・カップ
Aschau im Chiemgau,ホーエンアシャウ
Cyclassics Hamburg,ユーロアイズ・サイクラシックス
Lichtenberg/Erzgeb.,リヒテンベルク
Straubing,シュトラウビング
Deutschland Tour,ドイツ・ツアー
Denkmal für die ermordeten Juden Europas,虐殺されたヨーロッパのユダヤ人のための記念碑
Homburg,ホンブルク
Opernhaus Halle,ハレ歌劇場
Justizpalast,ニュルンベルク刑務所
MTU Aero Engines,MTUエアロエンジンズ
Fellbach,フェルバッハ
Playmobil,プレイモービル
Nürnberger Ärzteprozess,医者裁判
Striegistal,シュトリーギスタール
Amberg,アンベルク
Wismar,ヴィスマール
Oderbruch,オーダーブルッフ
Rosenthal,ローゼンタール
BMW,BMW
Frankenberg/Sa.,フランケンベルク
Frauenstein,フラウエンシュタイン
Neuhausen/Erzgeb.,ノイハウゼン/エルツゲビルゲ
Taura,タウラ
Nordhausen,ノルトハウゼン
Wechselburg,ヴェクセルブルク
Lahr/Schwarzwald,ラー (バーデン＝ヴュルテンベルク州)
Bitter Automobile,ビッター
Borgward,ボルクヴァルト
Astrophysikalisches Institut und Universitäts-Sternwarte Jena,イェーナ天文台
Junkers Ju 87,Ju 87
Rodgau,ロートガウ
Bismarck-Gymnasium,ビスマルク校
ATP Stuttgart,メルセデス・カップ
Rheydt Hauptbahnhof,ライト中央駅
Justizpalast,ミュンヘン地方裁判所
Landessternwarte Heidelberg-Königstuhl,ケーニッヒシュトゥール天文台
Auto Union,アウトウニオン
Mercedes-AMG,メルセデスAMG
Amphicar,アンフィカー
Königstuhl,ケーニッヒシュトゥール
PreZero-Arena,ライン・ネッカー・アレーナ
Intercity-Express,ICE
Technische Universität Ilmenau,イルメナウ工科大学
Mercedes-Benz Group,メルセデス・ベンツ・グループ
Flughafen Hamburg,ハンブルク空港
Leonberg,レオンベルク
Bad Kreuznach,バート・クロイツナハ
Wiesenttal,ヴィーゼントタール
Koldenbüttel,コルデンビュッテル
Oberursel (Taunus),オーバーウルゼル
Wissen/Sieg,ヴィッセン
Lehrte,レールテ
Rochlitz,ロッホリツ
Schotten,ショッテン
Pinneberg,ピンネベルク
Bahnstrecke Deutz–Gießen,ケルン - ギーセン線
Waldheim,ヴァルトハイム
Brand-Erbisdorf,ブラント＝エルビスドルフ
Oederan,エーダーアン
Bietigheim-Bissingen,ビーティッヒハイム＝ビッシンゲン
Olympiastadion München,ミュンヘン・オリンピアシュタディオン
Starnberger See,シュタルンベルク湖
Spreewiese,シュプレーヴィーゼ
Landau in der Pfalz,ランダウ・イン・デア・プファルツ
Bruchsal,ブルッフザール
Leisnig,ライスニヒ
Lunzenau,ルンツェナウ
Döbeln,デーベルン
Ostfriesische Inseln,東フリースラント諸島
ISO 3166-2:DE,ISO 3166-2:DE
TSV 1860 München,TSV1860ミュンヘン
Platz der Republik,共和国広場 (ベルリン)
Schiefer Turm von Suurhusen,ズールフーゼンの斜塔
Dümpelfeld,デューンペルフェルト
Saterfriesisch,東フリジア語
Cyclone Empire,サイクロン・エンパイア
Weser-Aller-Bahn,アラー-ヴェーザー線
Sparneck,シュパルネック
Eisenach,アイゼナハ
Sparkassen Giro Bochum,スパルカッセン・ジロ・ボーフム
Alemannisch,アレマン語
Hartha,ハルタ
Neuseen Classics – Rund um die Braunkohle,ノイゼーン・クラシクス - ルント・ウム・ディー・ブラウンコーレ
Internationale Filmfestspiele Berlin,ベルリン国際映画祭
Burgstädt,ブルクシュテット
Deutsche Nationalbibliothek,ドイツ国立図書館
Kampen,カンペン
Nordfriesische Inseln,北フリジア諸島
Westerland,ヴェスターランド
Weinheim,ヴァインハイム
Flughafen München,ミュンヘン空港
Der Spiegel,デア・シュピーゲル
Monheim am Rhein,モンハイム・アム・ライン
Kaarst,カールスト
Niederländisch,オランダ語
KZ Bergen-Belsen,ベルゲン・ベルゼン強制収容所
Dachau,ダッハウ
Wittdün auf Amrum,ヴィットデュン
Landkreis Eichsfeld,アイクスフェルト郡
Kyffhäuserkreis,キフホイザー郡
Leck,レック
Boizenburg/Elbe,ボイツェンブルク
Landkreis Schmalkalden-Meiningen,シュマルカルデン＝マイニンゲン郡
Landkreis Hildburghausen,ヒルトブルクハウゼン郡
Hörnum (Sylt),ヘルヌム
Landkreis Heilbronn,ハイルブロン郡
Halberstadt,ハルバーシュタット
Rüdesheim,リューデスハイム (オイスキルヒェン)
Roßwein,ロスヴァイン
Stendal,ステンダル
Bad Windsheim,バート・ヴィンツハイム
Satzkorn,ザッツコルン
Neckarwestheim,ネッカーヴェストハイム
Landkreis Weimarer Land,ヴァイマラー・ラント郡
Schloss Nymphenburg,ニンフェンブルク宮殿
KZ-Außenlager Ohrdruf,オーアドゥルフ強制労働収容所
nordfriesische Sprache,北フリジア語
Landkreis Sonneberg,ゾネベルク郡
Ilm-Kreis,イルム郡
Unter den Linden,ウンター・デン・リンデン
Zirndorf,ツィルンドルフ
documenta,ドクメンタ
Weserbergland,ヴェーザー山地
Rottenburg am Neckar,ロッテンブルク・アム・ネッカー
Solling,ゾリング
Landkreis Nordhausen,ノルトハウゼン郡
Wermelskirchen,ヴェルメルスキルヒェン
Unstrut-Hainich-Kreis,ウンシュトルット＝ハイニヒ郡
Landkreis Sömmerda,ゼメルダ郡
Großdehsa,グロースデザ
Deutsches Museum,ドイツ博物館
Bundesliga 2006/07,ドイツ・ブンデスリーガ2006-2007
Bad Rappenau,バート・ラッペナウ
Saale-Holzland-Kreis,ザーレ＝ホルツラント郡
Landkreis Greiz,グライツ郡
Truppenübungsplatz Oberlausitz,オーベルラウジッツ演習場
Groß Gaglow,グロース・ガーグロウ
Flöha,フローハ
Mittweida,ミットヴァイダ
Deensen,デーンゼン
Zoom Erlebniswelt Gelsenkirchen,ゾーム・エルレブニスヴェルト
Hochtief,ホッホティーフ
ZYX Music,ZYXミュージック
Zalando,ザランド
Möhrendorf,メーレンドルフ
Horch,ホルヒ
Nationalsozialistischer Untergrund,国家社会主義地下組織
Waldspirale,ヴァルトシュピラーレ
Internationale Bachakademie Stuttgart,国際バッハ協会
Dielmissen,ディールミッセン
Bundeswappen Deutschlands,ドイツの国章
Stiebel Eltron,スティーベルエルトロン
Stammbach,シュタムバッハ
Bulgaren,ブルガリア人
Landkreis Waldeck-Frankenberg,ヴァルデック＝フランケンベルク郡
Schwalm-Eder-Kreis,シュヴァルム＝エーダー郡
Ar 65,Ar 65
Hanomag,ハノマーグ
Höchst,フランクフルト＝ヘーヒスト
Echtershausen,エヒタースハウゼン
Oder-Neiße-Grenze,オーデル・ナイセ線
Cherry,ZFエレクトロニクス
Main-Taunus-Kreis,マイン＝タウヌス郡
Wetteraukreis,ヴェッテラウ郡
FC Sachsen Leipzig,FCザクセン・ライプツィヒ
Großer Preis von Deutschland 2009,2009年ドイツグランプリ
Großer Preis von Deutschland 2010,2010年ドイツグランプリ
ZFC Meuselwitz,ZFCモイゼルヴィッツ
Deutsche Männer-Handballnationalmannschaft,ハンドボールドイツ代表
Neuhaus im Solling,ノイハウス・イム・ゾリンク
Münchberg,ミュンヒベルク
Wacker Burghausen,SVヴァッカー・ブルクハウゼン
Biathlon-Weltmeisterschaften 2012,2012年バイアスロン世界選手権
Neumarkt-Sankt Veit,ノイマルクト＝ザンクト・ファイト
Landkreis Altenburger Land,アルテンブルガー・ラント郡
Landkreis Kassel,カッセル郡
cdv Software Entertainment,CDVソフトウェア・エンターテインメント
Werra-Meißner-Kreis,ヴェラ＝マイスナー郡
Landkreis Hersfeld-Rotenburg,ヘルスフェルト＝ローテンブルク郡
Landkreis Bergstraße,ベルクシュトラーセ郡
Odenwaldkreis,オーデンヴァルト郡
Nordsee,ノルトゼー
Weichering,ヴァイヘリング
Symrise,シムライズ
Kreisstadt,郡庁所在都市
Essen Hauptbahnhof,エッセン中央駅
Martinstag,聖マルティヌスの日
ESCP Business School,ESCP EUROPE
Frickingen,フリッキンゲン
Landkreis Saalfeld-Rudolstadt,ザールフェルト＝ルドルシュタット郡
Saale-Orla-Kreis,ザーレ＝オルラ郡
Die Welt,ディ・ヴェルト
Messegelände Hannover,ハノーファー国際見本市会場
Wartburgkreis,ヴァルトブルク郡
Landkreis Gotha,ゴータ郡
Zabeltitz,ツァーベルティッツ
Roland Berger,ローランド・ベルガー
Peenestrom,ペーネシュトロム川
Landkreis Fulda,フルダ郡
Vogelsbergkreis,フォーゲルスベルク郡
Landkreis Marburg-Biedenkopf,マールブルク＝ビーデンコプフ郡
Landkreis Gießen,ギーセン郡
Jever,イェファー
Regierungsbezirk Münster,ミュンスター行政管区
Regierungsbezirk Detmold,デトモルト県
Tschetschenen,チェチェン人
Z-Plan,Z計画
Rheingau-Taunus-Kreis,ラインガウ＝タウヌス郡
Hochtaunuskreis,ホーホタウヌス郡
Main-Kinzig-Kreis,マイン＝キンツィヒ郡
Landkreis Offenbach,オッフェンバッハ郡
Lahn-Dill-Kreis,ラーン＝ディル郡
Landkreis Limburg-Weilburg,リムブルク＝ヴァイルブルク郡
Heroldsberg,ヘロルツベルク
Massing,マッシング
Mücke Motorsport,ミュッケ・モータースポーツ
Lenne,レネ
Zaber,ツァーバー
arte,アルテ
Regierungsbezirk Karlsruhe,カールスルーエ県
Irminsul,イルミンズール
Sozialistische Einheitspartei Westberlins,西ベルリン社会主義統一党
Friesische Inseln,フリースラント諸島
Scheitenkorb,シャイテンコルブ
Emtmannsberg,エムトマンスベルク
Heiligenhaus,ハイリゲンハウス
Großwallstadt,グロースヴァルシュタット
Unterschwaningen,ウンターシュヴァーニンゲン
ZF Friedrichshafen AG,ZFフリードリヒスハーフェン
Arcandor,カールシュタット・クヴェレ
Leine,ライネ川
Palast der Republik,共和国宮殿
Junkers Flugzeug- und Motorenwerke,ユンカース
Arado Ar 68,Ar 68
Rheinmetall,ラインメタル
Wörth am Main,ヴェルト・アム・マイン
Deggingen,デッギンゲン
Berlin-Marathon,ベルリン・マラソン
Neustadt an der Aisch,ノイシュタット・アン・デア・アイシュ
Neustadt am Kulm,ノイシュタット・アム・クルム
Großmehring,グロースメーリング
Baltmannsweiler,バルトマンスヴァイラー
Bairisch,バイエルン・オーストリア語
Fraunhofer-Gesellschaft,フラウンホーファー協会
Bundesliga 2007/08,ドイツ・ブンデスリーガ2007-2008
Regierungsbezirk Düsseldorf,デュッセルドルフ行政管区
Regierungsbezirk Köln,ケルン行政管区
Regierungsbezirk Kassel,カッセル県
Regierungsbezirk Gießen,ギーセン県
Regierungsbezirk Arnsberg,アルンスベルク行政管区
Funke Mediengruppe,デア・ヴェステン
FC 08 Homburg,FC08ホンブルク
Großer Preis von Deutschland,ドイツグランプリ
Rhein-Neckar-Kreis,ライン＝ネッカー郡
Regierungsbezirk Darmstadt,ダルムシュタット県
Oberlausitz,オーバー
Nürnberger Prozesse,ニュルンベルク裁判
Dahme,ダーメ川
Die Tageszeitung,ディー・ターゲスツァイトゥング
Waltrop,ヴァルトロプ
Brüder der christlichen Schulen,ラ・サール会
Lausitzer Rundschau,ラウズィッツァー・ルントシャウ
Burgstetten,ブルクシュテッテン
Institut für Sexualwissenschaft,性科学研究所
Schloss Berg,ベルク城
Regierungsbezirk Stuttgart,シュトゥットガルト県
Neckar-Odenwald-Kreis,ネッカー＝オーデンヴァルト郡
Adelberg,アーデルベルク
Bempflingen,ベンプフリンゲン
Frickenhausen,フリッケンハウゼン
Landkreis Groß-Gerau,グロース＝ゲーラウ郡
Landkreis Darmstadt-Dieburg,ダルムシュタット＝ディーブルク郡
Liste von Flüssen in Deutschland,ドイツの河川の一覧
Ramstein Air Base,ラムシュテイン空軍基地
Stettiner Haff,シュチェチン湾
Neukirchen bei Sulzbach-Rosenberg,ノイキルヒェン・バイ・ズルツバッハ＝ローゼンベルク
Republik Freies Wendland,ウェントラント自由共和国
Niederstaufenbach,ニーダーシュタウフェンバッハ
thyssenkrupp AG,ティッセンクルップ
Südschleswigscher Wählerverband,南シュレースヴィヒ選挙人同盟
Chemnitzer FC,ケムニッツFC
Enzkreis,エンツ郡
Landkreis Calw,カルフ郡
Schoeps,ショップス
Birgland,ビルグラント
Zell unter Aichelberg,ツェル・ウンター・アイヒェルベルク
RWE,RWE
TSV Großbardorf,TSVグロースバードルフ
Seefeld,ゼーフェルト (オーバーバイエルン)
Bad Ditzenbach,バート・ディッツェンバッハ
Regierungsbezirk Freiburg,フライブルク県
Regierungsbezirk Tübingen,テュービンゲン県
Wirtschaft Deutschlands,ドイツの経済
Abmahnung,排除措置
Grafing bei München,グラーフィング・バイ・ミュンヘン
Zell im Fichtelgebirge,ツェル・イム・フィヒテルゲビルゲ
Empfingen,エンプフィンゲン
Trostberg,トロストベルク
Gmund am Tegernsee,グムント・アム・テーゲルンゼー
Marx-Engels-Forum,マルクス・エンゲルス・フォーラム
Verein für Raumschiffahrt,宇宙旅行協会
Winterhausen,ヴィンターハウゼン
Rennsteig,レンシュタイグ
Tonhalle Düsseldorf,トーンハレ
Bahnstrecke Berlin–Lehrte,ベルリン-レールテ線
Martin-Luther-Universität Halle-Wittenberg,マルティン・ルター大学ハレ・ヴィッテンベルク
Gesamtdeutsche Mannschaft,オリンピックの東西統一ドイツ選手団
Zell am Main,ツェル・アム・マイン
Schiltberg,シルトベルク
Glatten,グラッテン
Bernried am Starnberger See,ベルンリート・アム・シュタルンベルガー・ゼー
Schirnding,シルンディング
Demokratie Jetzt,民主主義を今
Zabergäubahn,ツァーベルゴイ線
Zabern-Affäre,ツァーベルン事件
Gammelshausen,ガンメルスハウゼン
Birenbach,ビレンバッハ
Weisenbach,ヴァイゼンバッハ
Heiningen,ハイニンゲン
Landkreis Karlsruhe,カールスルーエ郡
Landkreis Rastatt,ラシュタット郡
Landkreis Emmendingen,エメンディンゲン郡
Landkreis Breisgau-Hochschwarzwald,ブライスガウ＝ホッホシュヴァルツヴァルト郡
Landkreis Freudenstadt,フロイデンシュタット郡
Ortenaukreis,オルテナウクライス
Deutsche Teilnehmer der Olympischen Winterspiele 2010,2010年バンクーバーオリンピックのドイツ選手団
Stadion am Lotter Kreuz,シュターディオン・アム・ロッター・クロイツ
Müglitztal,ミュグリッツタール
Landkreis Konstanz,コンスタンツ郡
Schwarzwald-Baar-Kreis,シュヴァルツヴァルト＝バール郡
Engelsbrand,グリュンバッハ
Landkreis Waldshut,ヴァルツフート郡
Lohmen,ローメン
Ripuarisch,リプアーリ語
Schillertheater,シラー劇場 (ベルリン)
Großheirath,グロースハイラート
Erkenbrechtsweiler,エルケンブレヒツヴァイラー
