Lionel Messi,リオネル・メッシ
Gianni Cavina,ジャンニ・カヴィーナ
Milva,ミルバ
Lamberto Gardelli,ランベルト・ガルデルリ
Memo Benassi,メーモ・ベナッシ
Andrea Bertolini,アンドレア・ベルトリーニ
Ugo Poletti,ウーゴ・ポレッティ
Terence Hill,テレンス・ヒル
Pietro Rava,ピエトロ・ラーバ
Demetrio Albertini,デメトリオ・アルベルティーニ
Andrea Cassarà,アンドレア・カッサーラ
Andrea Checchi,アンドレア・ケッキ
Francesco Baiano,フランチェスコ・バイアーノ
Guido Agosti,グイド・アゴスティ
Luca Rossettini,ルカ・ロッセッティーニ
Mauro Santambrogio,マウロ・サンタンブロージョ
Arnaldo Pomodoro,アルナルド・ポモドーロ
Maurice Taylor,モーリス・テイラー
Andrea Giordana,アンドレア・ジョルダーナ
Francesca Neri,フランチェスカ・ネリ
Gianluca Grava,ジャンルカ・グラーヴァ
Andrea Carnevale,アンドレア・カルネヴァーレ
Catalani,カタルーニャ人
Simone Rosalba,シモーネ・ロサルバ
Enzo Dara,エンツォ・ダーラ
Guccio Gucci,グッチオ・グッチ
Giuseppe Ruzzolini,ジュゼッペ・ルッツォリーニ
Fabio Luisi,ファビオ・ルイージ
Andrea Gasbarroni,アンドレア・ガスバッローニ
John Turturro,ジョン・タトゥーロ
Arnoldo Foà,アルノルド・フォア
Boris Pahor,ボリス・パホル
Fabio Borini,ファビオ・ボリーニ
Angelo Iorio,アンジェロ・イオリオ
Paolo Savona,パオロ・サボナ
Emanuele Canonica,エマヌエーレ・カノーニカ
Ildebrando Pizzetti,イルデブランド・ピツェッティ
Stefano Baldini,ステファノ・バルディーニ
Alberto Lupo,アルベルト・ルーポ
Andrea Mandorlini,アンドレア・マンドリーニ
Simone Corsi,シモーネ・コルシ
Titta Ruffo,ティッタ・ルッフォ
Piero Dusio,ピエロ・ドゥジオ
Samantha Cristoforetti,サマンサ・クリストフォレッティ
Giuseppe Colombo,ジュゼッペ・コロンボ
Roberto Ferrari,ロベルト・フェッラーリ
Katia Ricciarelli,カーティア・リッチャレッリ
Vanessa Hessler,ヴァネッサヘスラー
Andrea Esposito,アンドレア・エスポージト
Andrea Iannone,アンドレア・イアンノーネ
Pierluigi Casiraghi,ピエルルイジ・カジラギ
Giuseppe Tosi,ジュゼッペ・トージ
Ivo Perilli,イーヴォ・ペリッリ
Andrea Cupi,アンドレア・クーピ
Eraldo Pecci,エラルド・ペッチ
Andrea Crisanti,アンドレア・クリザンティ
Arturo Dominici,アルトゥーロ・ドミニチ
Vittorio Grigolo,ヴィットーリオ・グリゴロ
Andrea Coda,アンドレア・コーダ
Andrea Fortunato,アンドレア・フォルトゥナート
Francesco Cilea,フランチェスコ・チレア
Niccolò Ammaniti,ニコロ・アンマニーティ
Ángel Di María,アンヘル・ディ・マリア
Arianna Follis,アリアンナ・フォリス
Antonio Sabàto Jr.,アントニオ・サバト・ジュニア
Enrico Benzing,エンリコ・ベンジン
Giancarlo Antognoni,ジャンカルロ・アントニョーニ
Martina Guiggi,マルティーナ・グイッジ
Vigor Bovolenta,ヴィゴール・ボボレンタ
Robert Acquafresca,ロベルト・アクアフレスカ
Antonino Pagliaro,アントニーノ・パグリアーロ
Andrea Guerra,アンドレア・グエラ
Oliviero Toscani,オリビエーロ・トスカーニ
Max Fabiani,マックス・ファビアーニ
Giorgio Di Centa,ジョルジョ・ディ・チェンタ
Valentino,ヴァレンティノ・ガラヴァーニ
Davide Rebellin,ダヴィデ・レベッリン
Silvia Federici,シルヴィア・フェデリーチ
Andrea Guardini,アンドレア・グアルディーニ
Stefano Guberti,ステファノ・グベルティ
Giovannino Guareschi,ジョヴァンニ・グアレスキ
Carlo Emilio Gadda,カルロ・エミリオ・ガッダ
Ines Pellegrini,イネス・ペレグリーニ
Andrea Lucchesini,アンドレア・ルッチェーニ
Andrea Luci,アンドレア・ルーチ
Giovanni Visconti,ジョヴァンニ・ヴィスコンティ
Osvaldo Cavandoli,オズヴァルド・カヴァンドーリ
Fratello Metallo,チェザーレ・ボニッチ
Michele Pazienza,ミケーレ・パツィエンツァ
Antonino Asta,アントニーノ・アスタ
Josefa Idem,ヨセファ・イデム
Andrea Mantovani,アンドレア・マントヴァーニ
Antonino Cassarà,アントニーノ・"ニンニ"・カッサラ
Antonino Fogliani,アントニーノ・フォリアーニ
Corrado Gini,コッラド・ジニ
Mattia De Sciglio,マッティア・デ・シリオ
Raoul Bova,ラウル・ボヴァ
Antonino Caponnetto,アントニーノ・カポンネット
Michele Placido,ミケーレ・プラチド
Mattia Destro,マッティア・デストロ
Giovanni Battista Casti,ジョヴァンニ・バッティスタ・カスティ
Fabio Fognini,ファビオ・フォニーニ
Andrea Masiello,アンドレア・マジエッロ
Gilberto Simoni,ジルベルト・シモーニ
Paolo Savoldelli,パオロ・サヴォルデッリ
Antonia Truppo,アントニア・トゥルッポ
Nunzio Rotondo,ヌンツィオ・ロトンド
Antonio Angelillo,アントニオ・アンヘリージョ
Rachele Guidi,ラケーレ・グイーディ
Giuseppe Merosi,ジュゼッペ・メロシ
Ivan Della Mea,イヴァン・デラ・メア
Marco Delvecchio,マルコ・デルヴェッキオ
Roberto Calvi,ロベルト・カルヴィ
Piero Liatti,ピエロ・リアッティ
Fabio Liverani,ファビオ・リヴェラーニ
Renato Guttuso,レナート・グットゥーソ
Andrea Minguzzi,アンドレア・ミングッツィ
Salvatore Foti,サルヴァトーレ・フォティ
Giuseppe Tucci,ジュゼッペ・トゥッチ
Lino Lacedelli,リーノ・ラテェデリ
Federico Casarini,フェデリコ・カザリーニ
Andrea Scotti,アンドレア・スコッティ
Antonio Abondio,アントニオ・アボンディオ
Antonino Votto,アントニーノ・ヴォットー
Guido Marini,グイード・マリーニ
Marco Andreolli,マルコ・アンドレオッリ
Alessio Tacchinardi,アレッシオ・タッキナルディ
Nino Cerruti,ニノ・チェルッティ
Luigi Arienti,ルイジ・アリエンティ
Franco Bitossi,フランコ・ビトッシ
Sergio Caprari,セルジオ・カプラリ
Giuliano Bonfante,ジュリアーノ・ボンファンテ
Luigi Vitale,ルイジ・ヴィターレ
Jacopo Amigoni,ヤコポ・アミゴーニ
Isolde Kostner,イゾルデ・コストナー
Nicoletta Braschi,ニコレッタ・ブラスキ
Antonino Rocca,アントニオ・ロッカ
Claudio Villa,クラウディオ・ビルラ
Andrea Pasqualon,アンドレーア・パスクアロン
Marcelo Tieppo Huertas,マルセロ・ウェルタス
Giacomo Agostini,ジャコモ・アゴスチーニ
Antonello Cuccureddu,アントネッロ・クックレドゥ
Nilla Pizzi,ニッラ・ピッツィ
Antonio Rossellino,アントニオ・ロッセリーノ
Carlo Savina,カルロ・サヴィーナ
Aureliano Bolognesi,アウレリアーノ・ボロネージ
Antonello Fassari,アントネッロ・ファサーリ
Duccio Tessari,ドゥッチョ・テッサリ
Giorgio Cagnotto,ジョルジョ・カニョット
Matteo Montaguti,マッテオ・モンタグティ
Lido Vieri,リード・ヴィエーリ
Sol Polito,ソル・ポリート
Valerio Belli,ヴァレリオ・ベッリ
Andrea Palini,アンドレア・パリーニ
Giacomo Bulgarelli,ジャコモ・ブルガレッリ
Antonio Albanese,アントニオ・アルバネーゼ
Andrea Raggi,アンドレア・ラッジ
Antonio Bevilacqua,アントニオ・ベヴィラクア
Andrea Morricone,アンドレア・モリコーネ
Enzo Biagi,エンツォ・ビアージ
Giovanni Ferrari,ジョヴァンニ・フェッラーリ
Gino Colaussi,ジーノ・コラウッシ
Alessandra Mastronardi,アレッサンドラ・マストロナルディ
Gabriella Dorio,ガブリエラ・ドリオ
Andrea Pininfarina,アンドレア・ピニンファリーナ
Vincenzo Picardi,ビンチェンツォ・ピカルディ
Mattia Pasini,マティア・パシーニ
Giorgia,ジョルジア・トドラーニ
Sergio Scariolo,セルヒオ・スカリオーロ
Giacomo Nizzolo,ジャコーモ・ニッツォーロ
Andrea Tafi,アンドレア・タフィ
Michele Ferrero,ミケーレ・フェレロ
Goffredo Alessandrini,ゴッフレード・アレッサンドリーニ
Luca Stefani,ルカ・ステファニ
Marco Giovannetti,マルコ・ジョヴァンネッティ
Alexander Langer,アレクサンダー・ランガー
Davide Biondini,ダヴィデ・ビオンディーニ
Roberto Cammarelle,ロベルト・カンマレーレ
Fortunato Baliani,フォルトゥナート・バリアーニ
Cesare Salvadori,チェーザレ・サルバドーリ
Ottavio Cogliati,オッターヴィオ・コリアーティ
Roberto Rolfo,ロベルト・ロルフォ
Antonio Avati,アントーニオ・アヴァティ
Francesco Camusso,フランチェスコ・カムッソ
Pietro Paolo Virdis,ピエトロ・パオロ・ビルディス
Yvonne Sanson,イヴォンヌ・サンソン
Giovanbattista Venditti,ジョヴァンバティスタ・ヴェンディッティ
Domenico Valentino,ドミニコ・ヴァレンティノ
Valentina Cortese,ヴァレンティナ・コルテーゼ
Nico Pulzetti,ニコ・プルツェッティ
Enrico Bomba,エンリコ・ボンバ
Romeo Neri,ロメオ・ネーリ
Nadia Fanchini,ナディア・ファンキーニ
Vladimir Luxuria,ウラジーミル・ルクスリア
Giampaolo Dallara,ジャンパオロ・ダラーラ
Stefano Gervasoni,ステファーノ・ジェルヴァゾーニ
Egidio Notaristefano,エジディオ・ノタリステ―ファノ
Giulia Quintavalle,ジュリア・クインタバレ
Arianna Fontana,アリアナ・フォンタナ
Giampaolo Caruso,ジャンパオロ・カルーゾ
Luca Brandolini,ルカ・ブランドリーニ
Bartolomeo Manfredi,バルトロメオ・マンフレディ
Fabio Cudicini,ファビオ・クディチーニ
Giovanni De Benedictis,ジョバンニ・デ・ベネディクティス
Fausto Bertoglio,ファウスト・ベルトリオ
Silpa Bhirasri,シン・ピーラシー
Salvatore Baccaro,サルヴァトーレ・バッカーロ
Stefano Pirazzi,ステファノ・ピラッツィ
Domenico Graziani,ドメニコ・グラツィアーニ
Johanna Schnarf,ヨアナ・スクナーフ
Patrizio Prata,パトリジオ・プラータ
Eberardo Pavesi,エベラルド・パヴェージ
Vasco Bergamaschi,ヴァスコ・ベルガマスキ
Antonio Carluccio,アントニオ・カルルッチョ
Maurizio Fondriest,マウリツィオ・フォンドリエスト
Marco Sala,マルコ・サーラ
Giorgio Levi Della Vida,ジョルジョ・レヴィ・デッラ・ヴィーダ
Gianni Franciolini,ジャンニ・フランチョリーニ
Gabriele Amorth,ガブリエーレ・アモルト
Gianni Versace,ジャンニ・ヴェルサーチ
Vittorio Algeri,ヴィットーリオ・アルジェーリ
Gianluigi Lentini,ジャンルイジ・レンティーニ
Antonio Pesenti,アントニオ・ペゼンティ
Alberto Nosè,アルベルト・ノセ
Fabrizio Ferron,ファブリツィオ・フェロン
Arturo Riccardi,アルトゥーロ・リッカルディ
Paolo Tiralongo,パオロ・ティラロンゴ
Roberto Visentini,ロベルト・ヴィセンティーニ
Rita Grande,リタ・グランデ
Mario Filippeschi,マリオ・フィリッペスキ
Giuseppe Cardone,ジュゼッペ・カルドーネ
Antonio Di Gennaro,アントニオ・ディ・ジェンナロ
Rita Pavone,リタ・パヴォーネ
Al Bano,アル・バノ
Maurizio Iorio,マウリツィオ・イオリオ
Marco Marcato,マルコ・マルカート
Antonio Brivio,アントニオ・ブリーヴィオ
Raffaella Reggi,ラファエラ・レジ
Kirk Morris,カーク・モリス
Giulio Petroni,ジュリオ・ペトローニ
Davide Brivio,ダヴィデ・ブリーヴィオ
Antonio Bailetti,アントニオ・バイレッティ
Giuseppe Occhialini,ジュセッペ・オキャリーニ
Pino Cerami,ピノ・チェラミ
Elena Runggaldier,エレナ・ルンガルディエル
Adriano Galliani,アドリアーノ・ガッリアーニ
Francesco Monterisi,フランチェスコ・モンテリージ
Matteo Contini,マッテオ・コンティーニ
Franco Albini,フランコ・アルビニ
Ivana Spagna,スパーニャ
Margherita Sarfatti,マルゲリータ・サルファッティ
Lilí de Álvarez,リリ・デ・アルバレス
Rossana Podestà,ロッサナ・ポデスタ
Elisa Di Francisca,エリザ・ディ・フランチスカ
Gianni Motta,ジャンニ・モッタ
Franco Scaglione,フランコ・スカリオーネ
Samuele Longo,サムエレ・ロンゴ
María Mercader,マリア・メルカデル
Achille Compagnoni,アキレ・コンパニョーニ
Vittorio Goretti,ヴィットーリオ・ゴレッティ
Edda Ciano,エッダ・ムッソリーニ
Francesco Bardi,フランチェスコ・バルディ
Gabriella Paruzzi,ガブリエラ・パルッツィ
Raimundo Orsi,ライムンド・オルシ
Rajna Kabaivanska,ライナ・カバイヴァンスカ
Giammario Piscitella,ジャンマリオ・ピシテッラ
Federica Faiello,フェデリカ・ファイエラ
Antonio Cavoli,アントニオ・カヴォリ
Ferdinando Baldi,フェルディナンド・バルディ
Christian De Lorenzi,クリスチャン・デ・ロレンツィ
Gaetano D'Agostino,ガエターノ・ダゴスティーノ
Monica Frassoni,モニカ・フラッソーニ
Alberto Bonucci,アルベルト・ボヌッチ
Agenore Incrocci,アジェノーレ・インクロッチ
Serse Coppi,セルセ・コッピ
Massimo Maccarone,マッシモ・マッカローネ
Afro Basaldella,アフロ・バサルデラ
Dario Franceschini,ダリオ・フランチェスキーニ
Mario Corso,マリオ・コルソ
Giovanni Battista Caproni,ジョヴァンニ・バッチスタ・カプロニ
Mario David,マリオ・ダヴィド
Fabio Caserta,ファビオ・カゼルタ
Marika Zanforlin,マリカ・ザンフォルリン
Magda Olivero,マグダ・オリヴェロ
Francesco Masciarelli,フランチェスコ・マシャレッリ
Giovanni Valetti,ジョヴァンニ・ヴァレッティ
Mario Ambrosino,マリオ・アンブロジーノ
Antonio Filippini,アントニオ・フィリッピーニ
Fedora Barbieri,フェドーラ・バルビエーリ
Edwige Fenech,エドウィジュ・フェネシュ
Simone Pavan,シモーネ・パヴァン
Guido Rimonda,グイード・リモンダ
Antonio Janigro,アントニオ・ヤニグロ
Antonio Juliano,アントニオ・ジュリアーノ
Rodolfo Massi,ロドルフォ・マッシ
Antonino Barillà,アントニーノ・バリッラ
Fratelli Bandiera,バンディエラ兄弟
Diego Gambetta,ディエゴ・ガンベッタ
Stefania Craxi,ステファニア・クラクス
Marina Colasanti,マリーナ・コラサンティ
Roberto Alagna,ロベルト・アラーニャ
Guido Crepax,グイド・クレパックス
Paolo Marcello Brignoli,パオロ・ブリニョーリ
Karim Laribi,カリム・ラリビ
Alfonso di Borbone Dampierre,アルフォンソ・デ・ボルボーン
Toni Servillo,トニ・セルヴィッロ
Uto Ughi,ウート・ウーギ
Tarcisio Burgnich,タルチシオ・ブルニチ
Igor Markevitch,イーゴリ・マルケヴィチ
Antonio Maria Magro,アントニオ・マリア・マグロー
Tomas Locatelli,トマス・ロカテッリ
Crescenzio Sepe,クレッシェンツィオ・セーペ
Carlo Campogalliani,カルロ・カンポガリアーニ
David Balleri,ダヴィド・バッレーリ
Raffaella Carrà,ラファエラ・カラ
Mara Carfagna,マーラ・カルファーニャ
Daniele Orsato,ダニエレ・オルサート
Lucia Bosè,ルチア・ボゼー
Antonio Giolitti,アントニオ・ジョリッティ
Libero Liberati,リベロ・リベラーティ
Claudio Graziano,クラウディオ・グラツィアーノ
Antonio Leonviola,アントニオ・レオンヴィオラ
Antonio Ligabue,アントニオ・リガブーエ
Carlo Alberto dalla Chiesa,カルロ・アルベルト・ダッラ・キエーザ
