동해시,東海市·(韓國)
2018년 한일 해상 군사 분쟁,2018年日韓雷達鎖定爭議
2019년 대한민국 재보궐선거,2019年大韓民國補選
에버글로우,EVERGLOW
P NATION,P·NATION
대한민국-리투아니아 관계,立陶宛—韓國關係
리프트 라이벌즈 2019 - 레드 리프트,2019年英雄聯盟洲際系列賽·-·LPL/LCK/LMS%26VCS
대한민국-라오스 관계,韓寮關係
대한민국의 국새,大韓民國國璽
대한민국-북마케도니아 관계,韩国—北马其顿关系
대한민국-우즈베키스탄 관계,韩国—乌兹别克斯坦关系
에어로케이,可依航空
어썸이엔티,Awesome娛樂
SuperM,SuperM
"홍자매 (홍진아, 홍자람)",洪氏姊妹
위 엔터테인먼트,OUI娛樂
스윙 엔터테인먼트,Swing娛樂
주한중국문화원,首尔中国文化中心
플라이강원,江原航空
하남풍산역,河南豐山站
하남검단산역,河南黔丹山站
하남시청역,河南市廳站
충남 아산 FC,忠南牙山足球俱乐部
강일역,江一站
새로운보수당,新保守党
대안신당,代案新黨
미래를향한전진4.0,向未來前進4.0
노량대교 (경남),露梁大桥
대한민국의 코로나19 범유행,2019冠狀病毒病韓國疫情
버닝썬 게이트,Burning·Sun事件
슈퍼밴드,Super·Band·(韓國綜藝)
제55회 백상예술대상,第55屆百想藝術大獎
2019년 강원도 산불,江原道森林大火
2021년 대한민국 재보궐선거,2021年大韓民國補選
대한민국 제22대 국회의원 선거,2024年大韓民國國會選舉
더 팩트 뮤직 어워즈,The·Fact·Music·Awards
영일만항선,迎日灣港線
오목천역,梧木川站
별마당도서관,星空圖書館
영일만항역,迎日灣港站
제40회 청룡영화상,第40屆青龍電影獎
2019년 AFC 여자 클럽 챔피언십,2019年亞足聯女子球會錦標賽
파주군,坡州郡
세러데이,Saturday·(韓國女子團體)
진접역,榛接站
별내별가람역,別內星江站
주한 슬로바키아 대사관,斯洛伐克驻韩国大使馆
Dplus KIA,Dplus·KIA
2022년 대한민국 재보궐선거,2022年大韓民國補選
아시아콘텐츠어워즈,亚洲内容大奖
크랙시,CRAXY
2021년 부산광역시장 보궐선거,2021年釜山市長補選
카카오엔터테인먼트,Kakao娛樂
에어프레미아,普莱米娅航空
보라매병원역,波拉美醫院站
대한민국 제21대 국회의원 선거 여론 조사,2020年大韓民國國會選舉民意調查
새진보연합,基本所得黨
N번방 사건,N号房事件
MBC M,MBC·M
코로나19 범유행,2019冠状病毒病疫情
수도권 전철 수인·분당선,首都圈電鐵水仁·盆唐線
미래한국당,未來韓國黨
서원역,書院站·(首爾)
당곡역,堂谷站
서울대벤처타운역,首爾大學創投城站
국민의힘,國民力量
의정부 경전철 차량기지 임시승강장,複合文化融合園區站
빅플래닛메이드엔터,Big·Planet·Made娛樂
버가부,BugAboo
북울산역,北蔚山站
커넥트 엔터테인먼트,KONNECT娛樂
한국선거방송,韓國選舉廣播
원종역,遠宗站
서해선,西海線
FC ENM,FC·ENM
아이칠린,ICHILLIN'
달고나,韓式椪糖
케플러 (음악 그룹),Kep1er
IVE,IVE·(組合)
주한 월남 공화국 대사관,越南共和國駐韓國大使館
대한민국의 핵무기 개발,韓國核子武器開發計畫
케이오지 엔터테인먼트,KOZ娛樂
로엔엔터테인먼트,LOEN娛樂
Black Mamba,Black·Mamba·(歌曲)
군산옥산신호장,群山玉山信号场
군산항역,群山港站
KTX-이음,KTX-Eum
김천 상무 FC,金泉尚武足球俱樂部
외유내강,外柔內剛·(電影公司)
외동역,外东信号场
한중일 녜웨이핑배 바둑마스터스,中日韩聂卫平杯围棋大师赛
덱스터 스튜디오,DEXTER·STUDIOS
보라매공원역,波拉美公園站
관악산역,冠岳山站
동해선 광역전철,广域电铁东海线
서울지방병무청역,首爾地方兵務廳站
한국의 갯벌,韩国滩涂
2022년 동계 올림픽 대한민국 선수단,2022年冬季奧林匹克運動會韓國代表團
오남역,梧南站
광주 학산빌딩 붕괴 사고,光州拆遷樓倒塌事故
수원화교중정소학교,水原華僑小學
SSG 랜더스,SSG登陸者
빅히트 뮤직,BIGHIT·MUSIC
NewJeans,NewJeans
빌리프랩,BELIFT·LAB
주광주 중국 총영사관,中国驻光州总领事馆
드림캐쳐 컴퍼니,Dreamcatcher·Company
하이그라운드 (연예기획사),HIGHGRND
삼성 갤럭시 Z 플립 4,三星Galaxy·Z·Flip·4
삼성 갤럭시 Z 폴드 4,三星Galaxy·Z·Fold·4
KBS 코리아,KBS·Korea
대목장,大木匠·(朝鮮半島)
BTS Bon Voyage,BTS·Bon·Voyage
2020년 한국 집중호우,2020年韓國洪災
제56회 대종상,第56屆大鐘獎
대한민국의 입양,韩国收养
골드메달리스트,Goldmedalist
이담 엔터테인먼트,EDAM娛樂
대한민국의 고령화,韩国人口老龄化
대한민국 제10대 대통령 선거,1979年大韓民國總統選舉
가야고분군,伽倻古墳群
주제주 중국 총영사관,中国驻济州总领事馆
주부산 중국 총영사관,中国驻釜山总领事馆
주한 타이베이 대표부 부산 사무처,駐韓國臺北代表部釜山辦事處
주부산 일본 총영사관,日本駐釜山總領事館
2021년 서울특별시장 보궐선거,2021年首爾市長補選
ENHYPEN,ENHYPEN
주제주 일본 총영사관,日本駐濟州總領事館
하이업엔터테인먼트,High·Up娛樂
연평도 해역 공무원 피격 사망 사건,韩国公务员延坪岛海域遭枪杀事件
2024년 하계 올림픽 대한민국 선수단,2024年夏季奥林匹克运动会韩国代表团
홍콩 경제무역대표부 서울 사무소,香港經濟貿易辦事處首爾辦公室
태풍 힌남노,颱風軒嵐諾
기후민생당,民生黨
아시아의 코로나19 범유행,2019冠狀病毒病亞洲疫情
국민의당 (2020년),國民之黨·(2020年)
친박신당,親朴新黨
조선변호사,朝鮮律師
FIFTY FIFTY,FIFTY·FIFTY
모드하우스,Modhaus
더불어시민당,共同市民黨
우리공화당 (2020년),我們共和黨·(2020年)
RED MOON (카드의 EP),RED·MOON
열린민주당,開放民主黨
위버스 (플랫폼),Weverse
오르빗 (음악 그룹),ORβIT
CRAVITY,CRAVITY
대한민국 제21대 국회,第21屆大韓民國國會
앤피오엔터테인먼트,Npio娛樂
LE SSERAFIM,LE·SSERAFIM
하이키,H1-KEY
미드 시즌 인비테이셔널 2022,2022年英雄联盟季中邀请赛
어도어 (기업),ADOR
제56회 백상예술대상,第56屆百想藝術大獎
윤석열 정부,尹錫悅政府
이정문 (1973년),李楨文
TAN (음악 그룹),TAN·(韓國組合)
Woo!ah!,Woo!ah!
시대전환,时代转换
리그 오브 레전드 월드 챔피언십 2023,英雄联盟2023赛季全球总决赛
제28회 부산국제영화제,第28届釜山国际电影节
서경주역,西慶州站·(東海線)
포켓돌스튜디오,PocketDol·Studio
동 (행정 구역),洞·(行政区划)
이세계아이돌,异世界女团
2022~2023년 엠폭스 유행,2022-2023年猴痘爆发
KISS OF LIFE (음악 그룹),KISS·OF·LIFE·(組合)
TripleS,TripleS
이태원 참사,梨泰院踩踏事故
2022년 아시안 게임 대한민국 선수단,2022年亞洲運動會韓國代表團
성남역,城南站·(京畿道)
대한민국 대통령실,韓國總統室
마마무%2B,MAMAMOO%2B
보이넥스트도어,BOYNEXTDOOR
제41회 청룡영화상,第41屆青龍電影獎
대한민국의 고속철도,韓國高速鐵路
조국혁신당,祖國革新黨
리센느,RESCENE
국민의미래,國民未來
치지직,CHZZK
유니스 (음악 그룹),UNIS
개혁신당 (2024년),改革新黨
2024년 대한민국 의료대란,2024年韓國醫生罷工
이재명 피습 사건,李在明遇刺事件
2023년 여름 한반도 집중호우,2023年韩国洪灾
한국의희망,韓國希望
루네이트,LUN8
병역법 위반 등의 범죄처벌에 관한 특별조치법,兵役法違反等犯罪處罰相關特別措置法
