당진시,唐津市 (忠清南道)
대한민국 해군사관학교,韓国海軍士官学校
신흥사,新興寺
양주역,楊州駅
안산선,安山線
1999년 동계 아시안 게임,1999年アジア冬季競技大会
부안소방서,扶安消防署
남해소방서,南海消防署
고성소방서,固城消防署
주한 우크라이나 대사관,駐韓ウクライナ大使館
일산 호수공원,一山湖水公園
서울예술고등학교,ソウル芸術高等学校
대구부산고속도로,大邱-釜山高速道路
타임스퀘어,タイムスクエア
통근열차,通勤列車
현대제철,現代製鉄
대한민국의 법학전문대학원,法学専門大学院
이철희 장영자 어음 사기 사건,張玲子事件
이명박 정부,李明博政権
리라아트고등학교,リラアート高等学校
부관훼리,釜関フェリー
1954년 아시안 게임 대한민국 선수단,1954年アジア競技大会韓国選手団
1990년 전의역 열차 추돌 사고,1990年全義駅列車追突事故
1995년 괴산 열차 전복 사고,1995年槐山列車転覆事故
2011년 부천국제판타스틱영화제,第15回富川国際ファンタスティック映画祭
2012년 부천국제판타스틱영화제,第16回富川国際ファンタスティック映画祭
3011함,海洋
4·19혁명 기념일,4.19革命記念日
6·25 전쟁일,6.25戦争日
서울특별시의 교통,ソウルの交通
대한민국 진실화해를위한과거사정리위원회,真実・和解のための過去事整理委員会
태풍 개미,ケーミー
U리그,Uリーグ
위덕대학교,威徳大学校
울산문수야구장,蔚山文殊野球場
울산방송,蔚山放送
운달산,雲達山
울진비행훈련원,蔚珍飛行場
돈의문,敦義門
게임물관리위원회,ゲーム物管理委員会
돌아오지 않는 다리,帰らざる橋
중소기업은행,中小企業銀行
2008년 숭례문 방화 사건,崇礼門放火事件
인천교통공사,仁川交通公社
중앙일보,中央日報
부산항,釜山港
판교테크노밸리,板橋テクノバレー
청간정,清澗亭
흥덕사지,清州興徳寺址
보길도,甫吉島
.한국,.한국
10·27 법난,10・27法難
10·28 건국대학교 사건,10・28建国大学事件
동천동,東川洞
야탑동,野塔洞
예맥어,濊貊語
예봉산,礼峰山
여주대학교,驪州大学校
영축산,霊鷲山
영취산,霊鷲山
영덕천,永徳川
영등포동,永登浦洞
영남일보배,嶺南日報杯プロ最高手戦
영남알프스,嶺南アルプス
부산 미국문화원 방화 사건,釜山アメリカ文化院放火事件
청산역,青山駅
원광대학교,圓光大学校
KNN(주식회사 케이엔엔),KNN
국도 제1호선,国道1号線
서울랜드,ソウルランド
운천역,雲泉駅
대한민국 공군,大韓民国空軍
현대중공업,HD現代重工業
엔트리브 소프트,Ntreev Soft
B.A.P,B.A.P
LIG넥스원,LIGネクスワン
KAIST 부설 한국과학영재학교,韓国科学技術院附設韓国科学英才学校
한국화학융합시험연구원,韓国化学融合試験研究院
한국교통안전공단,韓国交通安全公団
대한중석,大韓重石
고려대학교 도서관,高麗大学図書館
고려대학교 의료원,高麗大学校医療院
고려대학교 세종캠퍼스,高麗大学校世宗キャンパス
한국기술교육대학교,韓国技術教育大学校
한국과학기술한림원,韓国科学技術翰林院
한국아마추어무선연맹,韓国アマチュア無線連盟
전국민족민주유가족협의회,全国民族民主遺家族協議会
대한변호사협회,大韓弁護士協会
광덕산,広徳山
국가철도공단,国家鉄道公団
낙동강역,洛東江駅
서경대학교,西京大学校
대한민국 검찰청,検察庁
소양강댐,昭陽江ダム
GS25,GS25
대한민국 법제처,法制処
안심역,安心駅
CJ제일제당,CJ第一製糖
교수신문,教授新聞
경복고등학교,景福高等学校
경남고등학교,慶南高等学校
경남대학교,慶南大学校
거창경찰서,居昌警察署
전문대학,専門大学
문산면,文山面
삼산동 (울산),三山洞
무거동,無去洞
담양소방서,潭陽消防署
나주소방서,羅州消防署
목포소방서,木浦消防署
한국독립당,韓国独立党
보성소방서,宝城消防署
군산복합화력발전소,群山発電所
강릉 아이스하키I 경기장,江陵ホッケーセンター
용비어천가,竜飛御天歌
2008년 대한민국 미국산 쇠고기 수입 협상 논란,2008年大韓民国米国産牛肉輸入交渉論争
울산대학교 의과대학,蔚山大学校医科大学
운장산,雲長山
운문면,雲門面
운문산,雲門山
한국영화아카데미,韓国映画アカデミー
한국진보연대,韓国進歩連帯
한국철도공사 4400호대 디젤 기관차,韓国鉄道4400形ディーゼル機関車
한국철도공사 7400호대 디젤 기관차,韓国鉄道7400形ディーゼル機関車
한국철도공사 7500호대 디젤 기관차,韓国鉄道7500形ディーゼル機関車
육군훈련소 인분 사건,韓国陸軍訓練所食糞事件
운부군옥,韻府群玉
순천소방서,順天消防署
여주경찰서,驪州警察署
고흥경찰서,高興警察署
고양경찰서,高陽警察署
고령경찰서,高霊警察署
울릉경찰서,鬱陵警察署
여수소방서,麗水消防署
인제경찰서,麟蹄警察署
용인서부경찰서,龍仁西部警察署
시도 (옹진군),矢島
어청도,於青島
군산 공군기지,群山空軍基地
휘문고등학교,徽文高等学校
아르바이트,アルバイト
응봉산,鷹峰山
대한민국의 국어순화,国語醇化運動
원수,共和国元帥
서울특별시청사,ソウル特別市庁
계관산,鶏冠山
천등산,天登山
소요산,逍遥山
대한민국 제7대 국회의원 선거,第7代総選挙
광주광역시 도시철도공사 1000호대 전동차,光州広域市都市鉄道公社1000系電車
소태역,所台駅
마로니에공원,マロニエ公園
서울의 봄,ソウルの春
주한 미군 지위 협정,在韓米軍地位協定
KBS 스토리,KBS W
KBS 드라마,KBS Drama
KBS 제3TV,KBS第3テレビジョン
KBS 키즈,KBS Kids
KBS 프라임,KBS Prime
KB금융그룹,KB金融グループ
KB증권,現代証券
DRX,DRX
LS일렉트릭,LS産電
MBC NET,MBCネット
MBC 대학가요제,MBC大学歌謡祭
대한민국 육군,大韓民国陸軍
Mnet 아시안 뮤직 어워드,Mnet Asian Music Awards
대한민국 산림청,山林庁
한진그룹,韓進グループ
대한민국 사적,大韓民国指定史跡
제6보병사단,第6歩兵師団
10월 유신,十月維新
영진전문대학교,永進専門大学校
동의대학교,東義大学校
대흥사,大興寺
2010년 동계 패럴림픽 대한민국 선수단,2010年バンクーバーパラリンピックの韓国選手団
서면,西面
동화사,桐華寺
한국전통문화대학교,韓国伝統文化大学
신공덕역,新孔徳駅
롯데웰푸드,ロッテウェルフード
롯데호텔 부산,ロッテホテル釜山
차령산맥,車嶺山脈
루터대학교,ルター大学校
잠실철교,蚕室鉄橋
MBC 에브리원,MBC Every1
MBC 뮤직,MBC Music
MBC 스포츠+,MBC Sports+
마천동,馬川洞
고명역,高明駅
주한 일본 대사관,在大韓民国日本国大使館
원주공항,原州空港
블랙이글스,ブラックイーグルス
숭의야구장,仁川公設運動場野球場
계명대역,啓明大駅
쌍계사,双渓寺
대한민국 제2대 국회의원 선거,第2代総選挙
은해사,銀海寺
목포해양대학교,国立木浦海洋大学校
KBS춘천방송총국,KBS春川放送総局
한강대교,漢江大橋
우석대학교,又石大学校
월악산국립공원,月岳山国立公園
월드컵 분수대,ワールドカップ噴水台
세계장신구박물관,世界装身具博物館
양화천,楊花川
서울외국인묘지공원,ソウル外国人墓地公園
양지천,陽智川
양산종합운동장,梁山総合運動場
동원과학기술대학교,東園科学技術大学校
경운대학교,慶雲大学校
서울 요리,ソウル料理
대한민국의 아카데미상 외국어영화상 출품작,アカデミー国際長編映画賞韓国代表作品の一覧
창녕경찰서,昌寧警察署
대한민국의 군 목록,大韓民国の郡の一覧
한국의 집,韓国の家
신문박물관,新聞博物館
함양경찰서,함양경찰서
합천경찰서,합천경찰서
진보신당 (대한민국),進歩新党連帯会議
지평리 전투,砥平里戦闘
양양국제공항,襄陽国際空港
백범김구기념관,白凡記念館
EBS 1TV,EBS第1テレビジョン
E채널,Eチャンネル
FNC 엔터테인먼트,FNCエンターテインメント
GS (기업),GS (企業)
GS수퍼마켓,GSスーパーマーケット
GYM 엔터테인먼트,GYMエンターテインメント
의령경찰서,宜寧警察署
정관읍,鼎冠邑
서삼릉,西三陵
두음 법칙,頭音法則
한국철도공사 368000호대 전동차,韓国鉄道公社368000系電車
한국철도공사 8100호대 전기 기관차,韓国鉄道8100形電気機関車
해병대 민항기 오인 사격 사건,韓国海兵隊民間機誤射事件
대영고등학교 (서울),大永高等学校
전주예술고등학교,全州芸術高等学校
장로회신학대학교,長老会神学大学校
장안읍,長安邑
김유신묘,金庾信墓
롯데칠성음료,ロッテ七星飲料
롯데시네마,ロッテシネマ
호텔 코리아나,コリアナホテル
금호건설,錦湖産業
남해경찰서,南海警察署
하동경찰서,河東警察署
서울성동경찰서,ソウル城東警察署
사천경찰서,泗川警察署
산청경찰서,山清警察署
진주경찰서,晋州警察署
고성경찰서,固城警察署
함안경찰서,咸安警察署
통영경찰서,統営警察署
거제경찰서,巨済警察署
진해경찰서,鎮海警察署
마산중부경찰서,馬山中部警察署
마산동부경찰서,馬山東部警察署
창원중부경찰서,昌原中部警察署
창원서부경찰서,昌原西部警察署
관동대학교 아이스하키II 경기장,カトリック関東大学校体育館
광운인공지능고등학교,光云人工知能高等学校
경북고등학교,慶北高等学校
전곡역,全谷駅
대광리역,大光里駅
연천역,漣川駅
방화대교,傍花大橋
미래희망연대,未来希望連帯
용인 시민 FC,龍仁FC
창원종합운동장,昌原総合運動場
백상예술대상,百想芸術大賞
안동역,安東駅
백양사,白羊寺
가비앤제이,Gavy N.J
녹동역,鹿洞駅
안강읍,安康邑
한동대학교,韓東大学校
농업박물관,農業博物館
전국축구선수권대회,全国サッカー選手権大会
서대문독립공원,西大門独立公園
세종대로,世宗大路
대한민국 제5대 국회의원 선거,第5代総選挙
청주국제공항,清州国際空港
창원대학교,昌原大学校
태백선,太白線
휴맥스,HUMAX
중부내륙선,中部内陸線
울주 대곡리 반구대 암각화,盤亀台岩刻画
아리랑 1호,アリラン1号
부산대역,釜山大駅
부산경남경마공원,釜山慶南競馬場
대한민국 제9대 국회의원 선거,第9代総選挙
죽전역,竹田駅
마산종합운동장 야구장,馬山総合運動場野球場
신천역,新川駅
김포대교,金浦大橋
순천왜성,順天倭城
안양외국어고등학교,安養外国語高等学校
한국디지털미디어고등학교,韓国デジタルメディア高等学校
범일역,凡一駅
서울올림픽기념관,ソウルオリンピック記念館
포항역,浦項駅
세계일보,世界日報
마곡사,麻谷寺
남대문로,南大門路
대한민국 국민권익위원회,大韓民国国民権益委員会
이리역 폭발 사고,裡里駅爆発事故
광역철도,広域電鉄
중앙로역,中央路駅
감포읍,甘浦邑
마산역,馬山駅
올림픽대로,オリンピック大路
온천장역,温泉場駅
번영로,釜山第一都市高速道路
유성온천,儒城温泉
포스코,ポスコ
인천대교,仁川大橋
KBO 한국시리즈,韓国シリーズ
우신운수,宇信運輸
평강 성서 유물박물관,平康聖書遺物博物館
대한화학회,大韓化学会
서울대학교병원 의학박물관,ソウル大学校病院医学博物館
제3땅굴,南侵第3トンネル
한국 문화 속의 호랑이,韓国文化における虎
티맥스소프트,TmaxSoft
무령왕릉,武寧王陵
통인동,通仁洞
통의동,通義洞
동원대학교,東元大学校
신윤복필 풍속도 화첩,蕙園伝神帖
건국훈장,建国勲章
안양대학교,安養大学校
KBS 연기대상,KBS演技大賞
대전 도시철도,大田都市鉄道
남산도서관,南山図書館
