Dortmund,多特蒙德
Bundesliga 2006/07,2006年至2007年德国足球甲级联赛
Döbeln,德伯爾恩
Wechselburg,韦希塞尔堡
Main-Kinzig-Kreis,美因-金齐希县
Taura,陶拉
Nordfriesische Inseln,北弗里西亚群岛
Westerland,韦斯特兰
Regierungsbezirk Arnsberg,阿恩斯贝格行政区
Penig,佩尼西
Ullsteinhaus,乌尔斯坦大楼
Regierungsbezirk Köln,科隆行政区
Oederan,奥埃德兰
Hochtaunuskreis,霍赫陶努斯县
Neuschönau,诺伊舍瑙
Hörder Bach,赫爾德巴赫河
Schloss Linderhof,林德霍夫宫
1. FC Herzogenaurach,黑措根奥拉赫足球俱乐部
1. FC Heidenheim,海登海姆足球俱乐部
Regierungsbezirk Düsseldorf,杜塞尔多夫行政区
Charlottenburg,夏洛滕堡
Interfriesischer Rat,菲仕蘭理事會
Rheingau-Taunus-Kreis,莱茵高-陶努斯县
Jückelberg,于克尔贝尔格
1. FC Kleve,克莱韦足球俱乐部
Schlacht im Hürtgenwald,許特根森林戰役
1. FC Köln,科隆第一足球俱乐部
Regierungsbezirk Münster,明斯特行政区
Regierungsbezirk Detmold,代特莫尔德行政区
Göpfersdorf,格普费尔斯多夫
Frohnsdorf,弗罗恩斯多夫
documenta,卡塞尔文献展
Wirtschaft Deutschlands,德國經濟
Alte Nationalgalerie,舊國家畫廊
1. FCA Darmstadt,FCA达姆施塔特
Lufthansa CityLine,汉莎城际航空
Landkreis Groß-Gerau,大盖劳县
Landkreis Darmstadt-Dieburg,达姆施塔特-迪堡县
Neckar-Odenwald-Kreis,内卡尔-奥登瓦尔德县
Regierungsbezirk Stuttgart,斯图加特行政区
Malmedy-Massaker,馬爾美迪慘案
1. FC Eschborn,埃施伯恩足球俱乐部
Deutsche Bundesbank,德意志联邦银行
1. FC Germania 08 Ober-Roden,日耳曼尼亚上罗登
Hörnum (Sylt),赫尔努姆
Landkreis Marburg-Biedenkopf,马尔堡-比登科普夫县
Landkreis Gießen,吉森县
Rhein-Neckar-Kreis,莱茵-内卡县
Toppmannsbach,托普曼斯巴赫河
Ausoniusstraße,朗格勒－梅斯罗马道路
1. FC Mülheim,米尔海姆第一足球俱乐部
Regierungsbezirk Karlsruhe,卡尔斯鲁厄行政区
1. FC Lichtenfels,利希滕费尔斯足球俱乐部
1. FC Lok Stendal,施滕达尔火车头
1. FC Lübars,吕巴斯第一足球俱乐部
1. FC Lokomotive Leipzig,莱比锡火车头足球俱乐部
1. FC Mönchengladbach,门兴格拉德巴赫第一足球俱乐部
arte,Arte
Risum-Lindholm,里苏姆-林德霍尔姆
Regierungsbezirk Kassel,卡塞尔行政区
Regierungsbezirk Gießen,吉森行政区
Zaisenhausen,蔡森豪森
Zahrensdorf,察伦斯多夫
1. FC Neubrandenburg 04,新勃兰登堡04
1. FC Neukölln,新克尔恩第一足球俱乐部
1. FC Normannia Gmünd,诺曼尼亚格明德
1. FC Passau,帕绍足球俱乐部
1. FC Pforzheim,普福爾茨海姆足球會
1. FC Phönix Lübeck,吕贝克凤凰
Schwabstedt,施瓦布斯特
nordfriesische Sprache,北弗里斯兰语
Weierbach,韋爾巴赫河 (布倫斯巴赫河支流)
1. FC Haßfurt,哈斯富尔特足球俱乐部
Langenleuba-Niederhain,兰根洛伊巴-尼德赖因
Leisnig,莱斯尼希
Lunzenau,伦策瑙
Zakspeed,扎克斯皮德車隊
Nord-Ostsee-Kanal,基爾運河
Großer Preis von Deutschland,德國大獎賽
Landkreis Freudenstadt,弗罗伊登施塔特县
Ortenaukreis,奥特瑙县
Regierungsbezirk Darmstadt,达姆施塔特行政区
Oberlausitz,上盧薩蒂亞
Usedom,乌瑟多姆
Flöha,弗勒哈
Mittweida,米特魏达
Großer Preis von Deutschland 2008,2008年德国大奖赛
Salm,薩爾姆河
SC Sperber Hamburg,汉堡雀鹰
Ziegelheim,齐格尔海姆
1. FC 01 Bamberg,班贝格足球俱乐部
1. FC Aschersleben,阿舍尔斯莱本第一足球俱乐部
1. FC Bayreuth,拜罗伊特足球俱乐部
1. FC Bad Kötzting,巴特克茨廷足球俱乐部
1. FC Burg,布尔格足球俱乐部
1. FC Bocholt,博霍尔特第一足球俱乐部
1. FC Eislingen,艾斯林根足球俱乐部
Rochlitz,罗利茨
Sparneck,施帕尔内克
Enzkreis,恩茨县
Landkreis Calw,卡尔夫县
Kirchroth,基尔希罗特
Regierungsbezirk Tübingen,蒂宾根行政区
Deensen,登森
Zirndorf,齐尔恩多夫
Tornowsee,托爾諾湖 (東普里格尼茨-魯平縣)
Regierungsbezirk Freiburg,弗赖堡行政区
Horch,霍希
Nationalsozialistischer Untergrund,地下国社
Landkreis Bergstraße,贝格施特拉瑟县
Odenwaldkreis,奥登瓦尔德县
Landkreis Lörrach,罗拉赫县
Liebstadt,利布斯塔特
Müglitztal,米格利茨塔尔
Landkreis Konstanz,康斯坦茨县
Hamminkeln,哈明克尔恩
Landkreis Tuttlingen,图特林根县
Neustadt in Sachsen,萨克森地区诺伊施塔特
Die Welt,世界报
Messegelände Hannover,漢諾威會展中心
Langeneß,兰格内斯
Pretzschendorf,普雷茨兴多夫
1. FFC 08 Niederkirchen,下基兴08
1. FFC Recklinghausen,雷克林豪森第一女子足球俱乐部
1. FFC Frankfurt,法兰克福第一女子足球俱乐部
1. FFC Turbine Potsdam,波茨坦涡轮第一女子足球俱乐部
Landkreis Emmendingen,埃门丁根县
Landkreis Breisgau-Hochschwarzwald,布赖施高县
Brauneck,布勞內克山
Waigolshausen,魏戈尔斯豪森
ESCP Business School,ESCP欧洲商学院
Eggingen,埃金根
Martinstag,聖瑪爾定節
Dielmissen,迪尔米森
Weiding,魏丁
Weichering,魏歇灵
Alte Akademie,旧学会
Hanomag,哈諾馬格
Pilsensee,皮爾森湖
Nationalgalerie Berlin,國立美術館
Landkreis Karlsruhe,卡尔斯鲁厄县
Landkreis Rastatt,拉施塔特县
Charité,夏綠蒂教學醫院
1. FC Recklinghausen,雷克林豪森第一足球俱乐部
1. FC Saarbrücken,萨尔布吕肯
1. FC Sand,桑德足球俱乐部
1. FC Schwalmstadt,施瓦姆施塔特足球俱乐部
1. FC Sobernheim,索伯恩海姆第一足球俱乐部
Möhrendorf,默赫伦多夫
1. FC Schweinfurt 05,施韦因富特05足球俱乐部
Schwarzwald-Baar-Kreis,施瓦尔茨瓦尔德-巴尔县
Bairisch,奥地利-巴伐利亚语
Landkreis Biberach,比伯拉赫县
Landkreis Waldshut,瓦尔茨胡特县
Lohmen,洛门
Hüffenhardt,许芬哈尔特
Schutter,舒特河 (多瑙河支流)
Alb-Donau-Kreis,山地-多瑙县
DB Schenker Logistics,德铁辛克物流
Neustadt an der Aisch,艾施河畔诺伊施塔特
Ruhpolding,鲁波尔丁
Weißensberg,魏森斯贝格
1. FV Bebra,贝布拉足球俱乐部
Landesschule Pforta,普佛達
Bahnstrecke Berlin–Görlitz,柏林－格尔利茨铁路
Junge Welt,青年世界报
Landkreis Rottweil,罗特韦尔县
Landkreis Tübingen,蒂宾根县
1. FC Union Solingen,索林根联盟足球俱乐部
1. FC Viersen,菲尔森第一足球俱乐部
1. FC Wilmersdorf,威默斯多夫足球俱乐部
1. FC Wunstorf,文斯托夫第一足球俱乐部
1. FC Wülfrath,维尔夫拉特第一足球俱乐部
Hammah,哈马
Tschetschenen,车臣人
Jever,耶费尔
Emtmannsberg,埃姆特曼斯贝格
Rathmannsdorf,拉特曼斯多夫
Klingelbach,克林格尔巴赫
Deutsche Fußballmeisterschaft 1982,1982年德国女子足球锦标赛
Trassenheide,特拉森海德
Grassau,格拉绍
Neustadt am Kulm,库尔姆山麓诺伊施塔特
Großmehring,大梅林
Lautert,劳特尔特
Michelsneukirchen,米歇尔斯诺伊基兴
Grafing bei München,慕尼黑附近格拉芬
Zell im Fichtelgebirge,菲希特尔格比尔格山麓策尔
Wörth am Main,美因河畔韦尔特
Waabs,瓦布斯
Friesische Inseln,弗里西亞群島
Sozialistische Einheitspartei Westberlins,西柏林统一社会党
Rathen,拉滕
Landkreis Ravensburg,拉芬斯堡县
Heroldsberg,黑罗尔茨贝格
Massing,马兴
Mücke Motorsport,Mücke Motorsport車隊
Oberschweinbach,上施韦因巴赫
Kaltenmühlbach,卡爾滕米爾巴赫河
Kaiser-Wilhelm-Denkmal an der Porta Westfalica,威廉皇帝纪念碑
Issel,舊艾瑟爾河
Straßkirchen,施特拉斯基兴
Arado Ar 68,Ar 68
Preischeid,普赖沙伊德
Deutsch-ukrainische Beziehungen,德國－烏克蘭關係
Neukirchen bei Sulzbach-Rosenberg,苏尔茨巴赫-罗森贝格附近新基兴
Zeuthen,措伊滕
Stammbach,施坦巴赫
Sonthofen,松托芬
Osterberg,奥斯特贝格
Stiebel Eltron,斯寶亞創
Institut für Sexualwissenschaft,性學研究中心
Gauting,高廷
Schloss Berg,贝尔格城堡
Ebersbach-Neugersdorf,埃伯斯巴赫-新盖斯多夫
Buseck,布塞克
Chemnitz,赫姆尼茨河
Birenbach,比伦巴赫
Nürnberger Prozesse,纽伦堡审判
Lenne,伦讷
Landkreis Reutlingen,罗伊特林根县
Rabenau,拉伯瑙
Gesamtdeutsche Mannschaft,奥林匹克运动会德国联合代表团
Bahnstrecke Stuttgart–Horb,贵宜铁路
Bernried am Starnberger See,斯塔尔恩贝格尔湖畔贝尔恩里德
Schirnding,席尔恩丁
Bodenseekreis,博登湖县
Landkreis Sigmaringen,锡格马林根县
Jestetten,耶斯特滕
Nollendorfplatz,诺伦多尔夫广场
Elsenz,埃尔森茨河
Neukirchen-Vluyn,诺伊基尔兴-夫卢因
Neukirchen vorm Wald,森林前新基兴
Bruckberg,布鲁克贝格
Abmahnung,停止并终止
Mechow,梅肖夫
Wikimedia Deutschland,德國維基媒體協會
Majakowskiring,马雅可夫斯基环路
Struppen,施特鲁彭
Heiningen,海宁根
Stolpen,施托尔彭
Alpen,阿尔彭
Burgstetten,布尔格斯特滕
Olympische Sommerspiele 1972,1972年夏季奥林匹克运动会
Streitmühlbach,施特賴特米爾巴赫河
Stadt Wehlen,施塔特韦伦
Unterschwaningen,翁特尔施瓦宁根
Landkreis Schwäbisch Hall,施韦比施哈尔县
Ostalbkreis,奥斯塔尔伯县
Großwallstadt,大瓦尔斯塔特
1. FC Kaiserslautern,凯泽斯劳滕足球俱乐部
Martin-Luther-Universität Halle-Wittenberg,哈雷-维滕贝格大学
Horstmar,霍尔斯特马尔
Sonsbeck,松斯贝克
Glatten,格拉滕
Tharandt,塔兰特
Wilsdruff,维尔斯德鲁夫
Xanten,克桑滕
Mandau,曼达瓦河
Elbe-Havel-Kanal,易北-哈弗尔运河
Lieps,利普斯湖
Hünxe,欣克塞
Schmiedeberg,施米德贝尔格
Empfingen,恩普芬根
Rosenthal-Bielatal,罗森塔尔-比拉塔尔
Bad Rippoldsau-Schapbach,巴德里波尔曹-沙普巴赫
Reinhardtsdorf-Schöna,赖因哈尔茨多夫-舍纳
Zollernalbkreis,佐勒纳尔布县
Bad Ditzenbach,巴德迪岑巴赫
Landkreis Heidenheim,海登海姆县
Landkreis Göppingen,格平根县
Zell unter Aichelberg,艾谢尔山下采尔
Schermbeck,舍尔恩贝克
Lengerich,伦格里希
Odenwald,歐登瓦德山
Hockenheim,霍肯海姆
Pleiße,普萊瑟河
Westdeutschland,德國西部
Neufahrn bei Freising,弗赖兴附近诺伊法尔恩
Gmund am Tegernsee,特格尔恩湖畔格蒙德
Hörstel,赫尔斯特尔
Landkreis Esslingen,埃斯林根县
Baltmannsweiler,巴尔特曼斯魏莱尔
Deggingen,德金根
Jungfernsee,永芬湖
Tecklenburg,特克伦堡
Rems-Murr-Kreis,雷姆斯-穆尔县
Hohenlohekreis,霍恩洛厄县
Main-Tauber-Kreis,美因-陶伯县
US Army Europe,美國駐歐陸軍
Zwiesel,茨维塞尔
Walkertshofen,瓦尔克尔茨霍芬
Großheirath,大海拉特
"Benediktinerabtei St. Martin, Wiblingen",維布林根修道院
Bahnstrecke Hamm–Minden,哈姆-明登铁路
Moosburg an der Isar,伊萨尔河畔莫斯堡
VfB Mühlburg,米尔堡体育俱乐部
Landkreis Südwestpfalz,西南普法尔茨县
Rhein-Pfalz-Kreis,莱茵-普法尔茨县
Fraunberg,弗罗因贝格
Reuth bei Erbendorf,埃尔本多夫附近罗伊特
Marx-Engels-Forum,马克思-恩格斯广场
Sand am Main,美因河畔桑德
Verein für Raumschiffahrt,太空旅行學會
Ludwigsstadt,卢德维格斯塔特
Grimms Märchen,格林童話
Lausitz,卢萨蒂亚
Zell am Main,美因河畔策尔
Schiltberg,席尔特贝格
Siegesallee,胜利大道
Pankow,潘科
Gammelshausen,加梅尔斯豪森
Trostberg,特罗斯特贝格
Hopsten,霍普斯滕
Hütterscheid,许特尔沙伊德
Roland Berger,罗兰贝格
Peenestrom,佩內斯特龍河
Weisenbach,魏森巴赫
Frickenhausen,弗里肯豪森
Adelberg,阿德尔贝尔格
Bempflingen,本普夫林根
Altenberge,阿尔滕贝尔格
Landkreis Bad Dürkheim,巴特迪克海姆县
Landkreis Kaiserslautern,凯撒斯劳滕县
Elchesheim-Illingen,埃尔歇斯海姆-伊林根
Rhein-Lahn-Kreis,莱茵-拉恩县
Westerwaldkreis,韦斯特瓦尔德县
Deutsche Gebärdensprache,德国手语
Ripuarisch,利普里安語
Schillertheater,席勒劇院
Axel Springer SE,阿克塞爾·斯普林格集團
FC Schalke 04,沙尔克04足球俱乐部
Baiersdorf,拜埃尔斯多尔夫
Landkreis Alzey-Worms,阿尔蔡-沃尔姆斯县
Landkreis Kusel,库塞尔县
Donnersbergkreis,当纳斯贝格县
1. Panzer-Division,德国国防军陆军第1装甲师
1. Panzerarmee,第1裝甲軍團
1. Panzerdivision,德國陸軍第1裝甲師
1. SC Göttingen 05,哥廷根05
Deuerling,多伊埃灵
Engelsbrand,恩格尔斯布兰德
Ladbergen,拉德贝尔根
Flugzeugkollision von Überlingen,烏伯林根空難
Berghof,贝格霍夫
Neustadt bei Coburg,科堡附近诺伊施塔特
Gingen an der Fils,菲尔斯河畔金根
Landkreis Cochem-Zell,科赫姆-采尔县
Landkreis Böblingen,伯布林根县
Landkreis Ludwigsburg,路德维希堡县
Laer,拉埃尔
Ruder-Weltmeisterschaften 2007,2007年世界赛艇锦标赛
Landkreis Mainz-Bingen,美因茨-宾根县
Landkreis Bad Kreuznach,巴特克罗伊茨纳赫县
Landkreis Vulkaneifel,埃菲尔火山县
Landkreis Bernkastel-Wittlich,贝恩卡斯特尔-维特利希县
Wimsheim,维姆斯海姆
Nordwalde,诺尔德瓦尔德
Wiernsheim,维尔恩斯海姆
Tönisvorst,特尼斯福尔特
Alanus Hochschule für Kunst und Gesellschaft,阿兰努斯学院
Ochtrup,奥特鲁普
Deutsche Bundespost,德國聯邦郵政
Metelen,梅特伦
Forschungszentrum caesar,歐洲高級研究中心
Holzkirch,霍尔茨基尔希
Artern,阿尔特尔恩
Hannover 96,汉诺威96足球俱乐部
Kabardinisch,卡巴尔达语
Weißbach,魏斯巴赫 (巴登-符腾堡州)
Landkreis Neuwied,新维德县
Landkreis Altenkirchen (Westerwald),阿尔滕基兴县
Erkenbrechtsweiler,埃尔肯布雷希茨魏莱尔
Continental AG,大陆集团
Botanischer Garten und Botanisches Museum Berlin,柏林植物園
Bissingen an der Teck,泰克山麓比辛根
Lotte,洛特
Bundesstraße 1,德国1号国道
Bundesstraße 2,德国2号国道
Bundesstraße 3,B3号联邦公路
Rhein-Hunsrück-Kreis,莱茵-洪斯吕克县
Landkreis Birkenfeld,比肯费尔德县
Lödla,勒德拉
Monstab,蒙斯塔布
BG 74 Göttingen,哥廷根籃球俱樂部
Hundersingen,亨德辛根
Lienen,利嫩
Landkreis Germersheim,盖默斯海姆县
Landkreis Südliche Weinstraße,南魏恩斯特拉瑟县
Arholzen,阿罗尔岑
1. SC Feucht,菲切特
Westfalen,西發里亞
Werther (Westf.),韦尔特尔
Jiddisch,意第緒語
Altbach,阿尔特巴赫
Berliner Sport-Club,柏林體育俱樂部
Recke,雷克
Mettingen,梅廷根
Rositz,罗西茨
Kriebitzsch,克里比茨希
Landkreis Trier-Saarburg,特里尔-萨尔堡县
Eifelkreis Bitburg-Prüm,比特堡-普吕姆埃菲尔县
Grefrath,格雷夫拉特
Tiefenbronn,蒂芬布龙
Ködderitzsch,克德里茨希
Börtlingen,伯尔特林根
Watzmann,瓦茨曼山
Severin,塞费林
Bundesstraße 20,德国20号联邦公路
Westerkappeln,韦斯特尔卡佩尔恩
Coswig,科斯维希
Wolfschlugen,沃尔夫施卢根
KUKA AG,库卡
Kolverath,科尔费拉特
Hirschstein,希尔施斯泰因
Großenhain,格罗森海恩
Deizisau,戴齐绍
Landkreis Mayen-Koblenz,迈恩-科布伦茨县
Landkreis Ahrweiler,阿尔魏勒县
Bundesstraße 17,B17号联邦公路
Bundesstraße 10,B10号联邦公路
Wesenitz,韋澤尼茨河
Bundesstraße 14,B14号联邦公路
Bundesstraße 15,B15号联邦公路
Bundesstraße 16,B16号联邦公路
Ölbronn-Dürrn,厄尔布龙-迪尔恩
Klipphausen,克利福森
Sternenfels,施特尔嫩费尔斯
Bundesstraße 7,德國聯邦公路7號
Bundesstraße 8,B8号联邦公路
Bundesstraße 9,德国9号联邦公路
Bundesstraße 6,B6号联邦公路
Bundesstraße 11,德国11号联邦公路
Bundesstraße 13,德国13号联邦公路
Neuenkirchen,新基兴
Ketzerbachtal,克策尔巴塔尔
Bundesstraße 4,B4号联邦公路
Bundesstraße 5,德國聯邦公路B5
Saerbeck,萨埃尔贝克
Hille,希莱
Wettringen,韦特林根
Bundesstraße 28,德国28号联邦公路
Bundesstraße 30,德国30号国道
Espelkamp,埃斯佩尔坎普
Spessart,施佩萨尔特
Bundesstraße 31,德国31号国道
Henschel & Sohn,亨舍爾
1. Suhler SV,苏尔第一体育俱乐部
Städelsches Kunstinstitut,施泰德艺术馆
Diera-Zehren,迪拉-策伦
Brüggen,布魯根
Bundesstraße 39,德国39号联邦公路
Bundesstraße 41,德国41号联邦公路
Liste der Bezirke und Ortsteile Berlins,柏林区份
Volksempfänger,国民收音机
Sardisch,薩丁尼亞語
Ottersweier,奥特尔斯魏埃尔
Remchingen,雷姆欣根
Knittlingen,克尼特林根
Taben-Rodt,塔本-罗特
Urbach,乌尔巴赫
Bundesstraße 23,聯邦公路23號
Loffenau,洛费瑙
Fujitsu Technology Solutions,富士通技术解决方案
Luftfahrtgesellschaft Walter,瓦尔特航空
Ebersbach,埃贝尔斯巴赫
Glaubitz,格劳比茨
Betzenstein,贝岑施泰因
Kieselbronn,基塞尔布龙
Gröditz,格勒迪茨
Pegnitz,佩格尼茨河
Lübbecke,呂貝克
Bundesstraße 48,德国48号联邦公路
Bundesstraße 49,德国49号联邦公路
Röderaue,勒德劳埃
Mühlhausen im Täle,米赫尔豪森伊姆特莱
Oberboihingen,上博伊欣根
Moritzburg,莫里茨堡
Maulbronn,毛尔布龙
Nauwalde,瑙瓦尔德
Petershagen,佩特尔斯哈根
Rheinmünster,赖因明斯特尔
Niefern-Öschelbronn,尼费尔恩-厄舍尔布龙
Lommatzsch,洛马奇
Gemeinsame Normdatei,整合规范文档
Bundesstraße 36,德国36号联邦公路
Bundesstraße 38,德国38号联邦公路
Schwalmtal,施瓦尔姆塔尔
Teddy Award,泰迪熊奖
Leuben-Schleinitz,洛伊本-斯希莱尼茨
Lampertswalde,兰佩尔茨瓦尔德
Neuhausen auf den Fildern,诺伊豪森奥夫登菲尔德尔恩
Radeburg,拉德堡
Radebeul,拉德博伊尔
Mitte,米特区
Böhmenkirch,伯赫门基尔希
Glonn,格隆河 (芒法爾河支流)
Niederkrüchten,下克吕希滕
Notzingen,诺钦根
Preußische T 14,普鲁士T14型蒸汽机车
Glewitz,格莱维茨
Preußisch Oldendorf,普罗伊西施奥尔登多夫
Lichtenwald,利希滕瓦尔德
Riesa,裏薩
Hofheim in Unterfranken,霍夫海姆
U-Bahn Frankfurt,法兰克福地铁
Karstadt,卡尔施泰特
MSV Neuruppin,诺伊鲁平边疆体育俱乐部
Nossen,诺森
MAN,曼恩歐洲股份公司
Herforst,黑尔福尔斯特
Niederau,尼德奥
Fußball-Weltmeisterschaft 2006,2006年世界杯足球赛
Neuhausen/Spree,诺伊豪森 (勃兰登堡州)
U-Bahn München,慕尼黑地鐵
Focke-Wulf Fw 190,Fw 190戰鬥機
Käbschütztal,克布许茨塔尔
Ottenbach,奥滕巴赫 (巴登-符腾堡州)
Rahden,拉登
Bundesstraße 44,德国44号联邦公路
Schlierbach,施利尔巴赫
Ziegelsee,齊格爾湖
Meißen,迈森
Köngen,肯根
Hüllhorst,许尔霍尔斯特
Armenisch,亞美尼亞語
Basketball-Europameisterschaft 1993,1993年欧洲篮球锦标赛
Brunsmark,布伦斯马尔克
.de,.de
Polabisch,波拉布語
Ellwangen,埃尔旺根
Neidlingen,奈德林根
Maybach,梅巴赫
10. Panzerdivision,德國聯邦國防軍第10裝甲師
Strukdorf,施特鲁克多尔夫
Fichtelberg,菲希特尔贝尔格
FF USV Jena,耶拿大学
Rhönblick,伦布利克
Mercedes-Benz,梅赛德斯-奔驰
Hürup,许鲁普
Althütte,阿尔蒂特
Schlacht bei Riade,里阿德
Crytek,Crytek
Metropolregion Rhein-Ruhr,萊茵-魯爾
Mechernich,梅歇尔尼希
Landkreis Rügen,吕根县
1000-km-Rennen auf dem Nürburgring,紐柏林6小時耐力賽
Museum für Kunst und Kulturgeschichte Dortmund,多特蒙德艺术和文化历史博物馆
Wangen im Allgäu,阿尔高地区旺根
Breitenbrunner Bach,布賴滕布倫巴赫河
Strehla,施特雷拉
Deutsche Stiftung Weltbevölkerung,德国世界人口基金会
Mehmels,梅梅尔斯
Fallschirmjägertruppe,空降獵兵
Schönfeld,申费尔德
Stauchitz,施陶希茨
Heimsheim,海姆斯海姆
Stemwede,施特姆韦德
Holzmaden,霍尔茨马登
Nünchritz,宁希里茨
Priestewitz,普里斯特维茨
Bad Wünnenberg,巴德维嫩贝尔格
Haselbach,哈瑟尔巴赫_(图林根州)
Treben,特雷本
Fockendorf,福肯多夫
2. Bundesliga 1988/89,1988年至1989年德國足球乙級聯賽
Deutsche Basketballnationalmannschaft,德國國家男子籃球隊
Heiligendamm,海利根达姆
Gallien,高卢
Zeithain,蔡泰因
Altenbeken,阿尔滕贝肯
Stadelhofen,施塔德尔霍芬
Eintracht Frankfurt,法兰克福足球俱乐部
Ohmden,奥姆登
Neckartenzlingen,内卡尔滕茨林根
Gerstenberg,格尔斯滕贝尔格
Windischleuba,温迪施洛伊巴
Niesky,尼斯基
Bad Lippspringe,巴德利普斯普林格
Zepelin,策佩林
Neusalza-Spremberg,诺伊萨尔察-斯普伦贝尔格
Tauscha,陶沙
Weserstadion Platz 11,威悉体育场11号场
Borchen,博尔兴
Irschenberg,伊尔申贝格
Mainau,迈瑙岛
Hann. Münden,漢恩明登
Weilheim an der Teck,泰克山麓魏尔海姆
Büren,比伦
Frankfurt (Main) Hauptbahnhof,法兰克福火车总站
Pfaff,普法夫 (公司)
Bernstadt a. d. Eigen,艾根地区伯恩斯塔特
Albertstadt,阿尔贝城
Adenau,阿德瑙
Herrnhut,黑尔恩胡特
Schopfloch,绍普夫洛
Mühlacker,米赫拉克尔
Langenscheidt,朗氏出版社
Dießen am Ammersee,迪森阿姆阿梅尔塞
Zentralstelle für jüdische Auswanderung,猶太移民局中央辦公室
Wallhausen,瓦尔豪森
Keltern,克尔特尔恩
Zeppelin NT,齊柏林 NT軟式飛船
Königslutter am Elm,埃尔姆山麓柯尼希斯卢特
