Angela Merkel,アンゲラ・メルケル
Karl Otto Koch,カール・オットー・コッホ
Carl Stumpf,カール・シュトゥンプ
Ingo Steuer,インゴ・シュトイアー
Dita Parlo,ディタ・パルロ
Albrecht Brandi,アルブレヒト・ブランディ
Adolf Meyer,アドルフ・マイヤー
Ruth Fuchs,ルート・フックス
Francis Buchholz,フランシス・ブーフホルツ
Gerd von Rundstedt,ゲルト・フォン・ルントシュテット
Christian Danner,クリスチャン・ダナー
Alexander Parvus,アレクサンドル・パルヴス
Heinz Guderian,ハインツ・グデーリアン
Woldemar Voigt,ヴォルデマール・フォークト
Antje Traue,アンチュ・トラウェ
Udo Voigt,ウド・ヴォイト
Wilhelm Burgdorf,ヴィルヘルム・ブルクドルフ
Freya von Moltke,フレイヤ・フォン・モルトケ
Sebastian Virdung,セバスチャン・ヴィルドゥング
Ernst August I.,エルンスト・アウグスト1世
Hennes Junkermann,ハンス・ユンカーマン
Lauritz Schoof,ラウリツ・ショーフ
Marco Haber,マルコ・ハーバー
August Ludwig,アウグスト・ルートヴィヒ (アンハルト＝ケーテン侯)
Waldemar Magunia,ヴァルデマール・マグニア
Annekatrin Thiele,アンネカトリン・ティエレ
Wilhelm Waiblinger,ヴィルヘルム・ヴァイブリンガー
Heidi Brühl,ハイジ・ブリュール
Daniel Kehlmann,ダニエル・ケールマン
Robin Szolkowy,ロビン・ゾルコーヴィ
Per Mertesacker,ペア・メルテザッカー
Christian Ludwig von Brandenburg-Schwedt,クリスティアン・ルートヴィヒ・フォン・ブランデンブルク＝シュヴェート
Edelgard Bulmahn,エーデルガルト・ブールマン
Hans Scharoun,ハンス・シャロウン
Marco Kurz,マルコ・クルツ
Paul Güßfeldt,ポール・ギュスフェルト
Laura Perls,ローラ・パールズ
Klaus von Dohnanyi,クラウス・フォン・ドホナーニ
Andrea Petković,アンドレア・ペトコビッチ
Anni Friesinger-Postma,アンニ・フリージンガー
Hartwig Gauder,ハートヴィッヒ・ガウダー
Günther Schumacher,ギュンター・シューマッハー
Sönke Wortmann,ゼーンケ・ヴォルトマン
Anna-Lena Grönefeld,アンナ＝レナ・グローネフェルド
Zacharias Ursinus,ツァハリーアス・ウルジーヌス
Günter Wand,ギュンター・ヴァント
Hermann Gunkel,ヘルマン・グンケル
Stefan von Pfalz-Simmern-Zweibrücken,シュテファン
Hans Christian Blech,ハンス・クリスチャン・ブレヒ
Harry Kupfer,ハリー・クプファー
Diana Amft,ディアーナ・アムフト
Philipp Vandenberg,フィリップ・ファンデンベルク
Feridun Zaimoglu,フェリドゥン・ザイモグル
Sercan Sararer,セルジャン・サラレル
Kurt Maetzig,クルト・マエツィヒ
Otto Deßloch,オットー・デスロホ
Stefanie Zweig,シュテファニー・ツヴァイク
Johann,ヨハン
Johann Christian Joseph,ヨハン・クリスティアン
Georg Hohermuth von Speyer,ゲオルク・フォン・シュパイヤー
Kurt Daluege,クルト・ダリューゲ
Ramin Djawadi,ラミン・ジャヴァディ
Wolfgang Thierse,ヴォルフガング・ティールゼ
Paul Löbe,パウル・レーベ
Udo Dirkschneider,ウド・ダークシュナイダー
Babett Peter,バベット・ペーター
Johann II.,ヨハン2世
Joachim Król,ヨアキム・クロール
Franz Seldte,フランツ・ゼルテ
Otto Ernst Remer,オットー・エルンスト・レーマー
Georg Späth,ゲオルク・シュペート
Johann Baptist Homann,ヨハン・ホーマン
Maximilian von Edelsheim,マクシミリアン・フォン・エーデルスハイム
Alfred Müller-Armack,アルフレート・ミュラー＝アルマック
Theodor Krancke,テオドール・クランケ
Hans Dorr,ハンス・ドア
Frauenlob,フラウエンロープ
Fritz Thyssen,フリッツ・ティッセン
Hermann Breith,ヘルマン・ブライト
Marcus Hahnemann,マーカス・ハーネマン
Hermann Baumann,ヘルマン・バウマン
Inge Helten,インゲ・ヘルテン
Elisabeth Röhm,エリザベス・ローム
Martin Sandberger,マルティン・ザントベルガー
Jan Hendrik Schön,ヘンドリック・シェーン
Gerhard Poschner,ゲアハルト・ポシュナー
Christian Albrecht,クリスティアン・アルブレヒト
Sebastian Haffner,セバスティアン・ハフナー
Otto Günsche,オットー・ギュンシェ
Stefan Steinweg,シュテファン・シュタインベック
Peter von Heydebreck,ペーター・フォン・ハイデブレック
Eduard Fortunat,エドゥアルト・フォルトゥナート
Andreas Schnaas,アンドレアス・シュナース
Kathleen Weiß,カトレーン・ワイス
Reinhard Hardegen,ラインハルト・ハーデガン
Otto Mayer,オットー・マイヤー
Benno Ohnesorg,ベンノ・オーネゾルク
Theodor Morell,テオドール・モレル
Albert von Schrenck-Notzing,アルベルト・フォン・シュレンク＝ノッチング
Bruno Labbadia,ブルーノ・ラッバディア
Joachim Lemelsen,ヨアヒム・レメルセン
Roger Shah,ロジャー・シャー
Walter Krupinski,ヴァルター・クルピンスキー
Carl Legien,カール・レギーン
Wiltrud Probst,ヴィルトルート・プロブスト
Christoph Cellarius,クリストフ・ツェラリウス
Franziska van Almsick,フランツィスカ・ファン・アルムシック
Curd Jürgens,クルト・ユルゲンス
Ernst Torgler,エルンスト・トルクラー
Markus Bott,マルクス・ボット
Rochus Misch,ローフス・ミシュ
Viktoria Luise von Preußen,ヴィクトリア・ルイーゼ・フォン・プロイセン
Conrad Albrecht,コンラート・アルブレヒト
Josef Clemens,ヨーゼフ・クレメンス
Wolfgang Kramer,ウォルフガング・クラマー
Franz Josef Jung,フランツ・ヨーゼフ・ユング
Wilhelm Groener,ヴィルヘルム・グレーナー
Hans Spemann,ハンス・シュペーマン
Otto John,オットー・ヨーン
William Beier,ウィリアム・バイアー
Karl Pfeffer-Wildenbruch,カール・プフェッファー＝ヴィルデンブルッフ
Dieter Henrich,ディーター・ヘンリッヒ
Rosemarie Trockel,ローゼマリー・トロッケル
Elisabeth Henriette von Hessen-Kassel,エリーザベト・ヘンリエッテ・フォン・ヘッセン＝カッセル
Johann Baptist Metz,ヨハン・バプティスト・メッツ
Gerhart M. Riegner,ゲアハルト・M・リークナー
Carl Runge,カール・ルンゲ
Joel Matip,ジョエル・マティプ
Alexandros Margaritis,アレクサンドロス・マルガリティス
Günter Dyhrenfurth,ギュンター・ディーレンフルト
Ulrich Greifelt,ウルリヒ・グライフェルト
Hans Erwin von Spreti-Weilbach,ハンス・フォン・シュプレーティ＝ヴァイルバッハ
Hans Naumann,ハンス・ナウマン
Hermann Weingärtner,ヘルマン・ヴァインゲルトナー
Aljona Savchenko,アリオナ・サフチェンコ
Heinrich von Preußen,ハインリヒ・フォン・プロイセン
Hans-Jürgen von Arnim,ハンス＝ユルゲン・フォン・アルニム
Helmut Knochen,ヘルムート・クノッヘン
Götz Otto,ゲッツ・オットー
Johann Wilhelm Weinmann,ヨハン・ヴィルヘルム・ヴァインマン
Theo Jörgensmann,テオ・ユルゲンスマン
Roland Freisler,ローラント・フライスラー
Erich Auerbach,エーリヒ・アウエルバッハ
Herbert Backe,ヘルベルト・バッケ
Felix Steiner,フェリックス・シュタイナー
Gisela Arendt,ジゼラ・アーレント
Otto Ciliax,オットー・チリアクス
Elisabeth Schumann,エリザベート・シューマン
Franz Pfeffer von Salomon,フランツ・プフェファー・フォン・ザロモン
Albert Schäffle,アルベルト・シェフレ
Marcus Böhme,マルクス・ベーメ
Helga Arendt,ヘルガ・アーレント
Daniel-Henry Kahnweiler,ダニエル＝ヘンリー・カーンワイラー
Hildegard Knef,ヒルデガルト・クネフ
Erwin Panofsky,エルヴィン・パノフスキー
Viktoria von Hessen-Darmstadt,ヴィクトリア
Gustav Regler,グスタフ・レグラー
Heinrich Severloh,ハインリッヒ・ゼーフェロー
Gisela Birkemeyer,ギゼラ・ビルケマイヤー
Hannah Elisabeth Pick-Goslar,ハンネリ・ホースラル
Friedrich Kasimir,フリードリヒ・カジミール (プファルツ＝ランツベルク公)
Karl von Einem,カール・フォン・オイネム
Hubert Lanz,フーベルト・レンツ
Felix von Hartmann,フェリックス・フォン・ハルトマン
Erwin Jaenecke,エルヴィン・イェーネッケ
Albrecht Unsöld,アルブレヒト・ウンゼルト
Hans Mayer,ハンス・マイヤー
Claus Offe,クラウス・オッフェ
Friedrich Hoßbach,フリードリヒ・ホスバッハ
Gudrun Wagner,グードルン・ワーグナー
Bartholomäus Ringwaldt,バルトロメウス・リングヴァルト
Christian Zacharias,クリスティアン・ツァハリアス
Akif Pirinçci,アーキフ・ピリンチ
Magnus Hirschfeld,マグヌス・ヒルシュフェルト
Shawn Bradley,ショーン・ブラッドリー
Stephan Hocke,シュテファン・ホッケ
Alexander Herr,アレクサンダー・ヘル
Max Bolkart,マックス・ボルカート
Walter Noddack,ワルター・ノダック
Georg Friedrich Christian Bürklein,ゲオルク・フリードリヒ・クリスティアン・ビュルクライン
Michael Gwisdek,ミヒャエル・グヴィスデク
Hans F. K. Günther,ハンス・ギュンター
Karl-Adolf Hollidt,カール＝アドルフ・ホリット
Otto Baum,オットー・バウム
Ernst Günther Schenck,エルンスト＝ギュンター・シェンク
Paul Panzer,ポール・パンザー
Werner Sobek,ヴェルナー・ゾベック
Fritz von Opel,フリッツ・フォン・オペル
Ewald André Dupont,E・A・デュポン
Jörg Ritzerfeld,イェルク・リッツァーフェルト
Karl Wilhelm Friedrich,カール・ヴィルヘルム・フリードリヒ
Karl Wilhelm Ferdinand Solger,カール・ヴィルヘルム・フェルディナント・ゾルガー
Max Färberböck,マックス・フェーベルベック
Mark 'Oh,Mark 'Oh
Friedrich von Preußen,フリードリヒ・フォン・プロイセン
Friedrich Geiger,フリードリッヒ・ガイガー
Otto I.,オットー1世
Karl Koller,カール・コラー
Thomas Hoeren,トーマス・ヘーレン
Vadim Glowna,ヴァディム・グロウナ
Anna Maria von Pfalz-Neuburg,アンナ・マリア・フォン・プファルツ＝ノイブルク
Johann Friedrich von Schleswig-Holstein-Gottorf,ヨハン・フレデリク
Wunibald Kamm,ヴニバルト・カム
Jacob Praetorius der Jüngere,ヤーコプ・プレトリウス
Elijah Levita,エリヤ・レヴィータ
Peter Schamoni,ペーター・シャモニ
Maro Engel,マーロ・エンゲル
Ferdinand Kurlbaum,フェルディナント・クルルバウム
Manfred Stolpe,マンフレート・シュトルペ
Christian Reitz,クリスチャン・ライツ
Theodor Wiegand,テオドール・ウィーガンド
Manuel Cardona Castro,マヌエル・カルドナ
Wilhelm Olbers Focke,ヴィルヘルム・フォッケ
Elisabeth Sophia von Sachsen-Altenburg,エリーザベト・ゾフィー・フォン・ザクセン＝アルテンブルク
Hermann Heller,ヘルマン・ヘラー
Sandra Kiriasis,サンドラ・キリアシス
Robert Bartko,ロベルト・バルトコ
Ernst Ziller,エルンスト・ツィラー
Piano Man,ピアノマン
Lil Dagover,リル・ダゴファー
Wolfgang Scheidel,ウォルフガング・シャイデル
Wolfgang Danne,ヴォルフガング・ダンネ
Felix Kracht,フェリックス・クラヒト
Ewa Paradies,エワ・パラダイス
Karl Hanke,カール・ハンケ
Curt Sachs,クルト・ザックス
Thomas Kretschmann,トーマス・クレッチマン
Maximilian von Weichs,マクシミリアン・フォン・ヴァイクス
Friedrich H. Lewy,フレデリック・レビー
Franco Foda,フランコ・フォーダ
Otto von Knobelsdorff,オットー・フォン・クノーベルスドルフ
Felix Jacoby,フェリックス・ジェイコビー
Hermann von Ihering,ヘルマン・フォン・イーエリング
Traugott Herr,トラウゴット・ヘル
Wilhelm Nußelt,ヴィルヘルム・ヌセルト
Lothar Rendulic,ロタール・レンデュリック
Erich Priebke,エーリヒ・プリーブケ
Franz von Hipper,フランツ・フォン・ヒッパー
Gerhard Frey,ゲルハルト・フライ
Annemarie Renger,アンネマリー・レンガー
Walther Kranz,ヴァルター・クランツ
Winifred Wagner,ヴィニフレート・ワーグナー
Jürgen Stark,ユルゲン・シュタルク
Stefano Celozzi,ステファノ・チェロッツィ
Kurt von Tippelskirch,クルト・フォン・ティッペルスキルヒ
Wilhelm von Bezold,ヴィルヘルム・フォン・ベゾルト
Florian Schwarthoff,フローリアン・シュヴァルトホフ
John Rabe,ジョン・ラーベ
Bernhard Rust,ベルンハルト・ルスト
Andi Deris,アンディ・デリス
Emma zu Waldeck und Pyrmont,エンマ・フォン・ヴァルデック＝ピルモント
"Ernst August I, Herzog von Braunschweig",エルンスト・アウグスト
Karl Vossler,カール・フォスラー
Rudolf Koch,ルドルフ・コッホ
Friedrich Meinecke,フリードリヒ・マイネッケ
Johann Wilhelm,ヨハン・ヴィルヘルム (ザクセン＝イェーナ公)
Friedrich Wilhelm,フリードリヒ・ヴィルヘルム (ザクセン＝マイニンゲン公)
Heinz Lammerding,ハインツ・ラマーディング
Siegfried Jerusalem,ジークフリート・イェルザレム
Udo Beyer,ウド・バイヤー
Hans-Jürgen Stumpff,ハンス＝ユルゲン・シュトゥムプフ
Manfred Winkelhock,マンフレッド・ヴィンケルホック
Margot Glockshuber,マーゴット・グロクシュバー
Urban Hettich,ウルバン・ヘティヒ
Patrick Femerling,パトリック・フェメルリンク
Kronprinz Wilhelm von Preußen,ヴィルヘルム・フォン・プロイセン
Michael Schenker,マイケル・シェンカー
Friedrich zu Schaumburg-Lippe,フリードリヒ・ツー・シャウムブルク＝リッペ
Karl Joël,カール・ジョエル
Johannes Baader,ヨハネス・バーダー
Armin Hary,アルミン・ハリー
Oswald Pohl,オズヴァルト・ポール
Werner Hamacher,ヴェルナー・ハーマッハー
Thomas Rabe,トーマス・ラーベ
George Bähr,ゲオルク・ベーア
Erwin Rösener,エルヴィン・レーゼナー
Viktoria von Baden,ヴィクトリア・フォン・バーデン
Maria Anna von der Pfalz,マリア・アンナ・フォン・プファルツ＝ノイブルク
Albert Speer junior,アルベルト・シュペーア・ジュニア
