Douglas Adams,ダグラス・アダムズ
Beeban Kidron,ビーバン・キドロン
"John Ganzoni, 2nd Baron Belstead",ジョン・ガンゾニー
Philip Chetwode,フィリップ・チェットゥッド
"Greville Howard, Baron Howard of Rising",グレヴィル・ハワード
Jamie Lidell,ジェイミー・リデル
Derek Johnson,デレク・ジョンソン
Dido,ダイド
Peter Foldes,ピーター・フォルデス
Ian Holloway,イアン・ホロウェイ
Kevin Davies,ケヴィン・デイヴィス
Charlie Adam,チャーリー・アダム
Holliday Grainger,ホリデイ・グレインジャー
Tom Watson,トム・ワトソン (労働党)
Mary McCartney,メアリー・マッカートニー
Benjamin Robins,ベンジャミン・ロビンズ
Herbert Morrison,モリソン
"John Spencer-Churchill, 11th Duke of Marlborough",ジョン・スペンサー＝チャーチル
"Julian Asquith, 2nd Earl of Oxford and Asquith",ジュリアン・アスキス (第2代オックスフォード＝アスキス伯爵)
Matthew Upson,マシュー・アップソン
"Frederick Lindemann, 1st Viscount Cherwell",フレデリック・リンデマン
"William Cavendish-Bentinck, 7th Duke of Portland",ウィリアム・キャヴェンディッシュ＝ベンティンク (第7代ポートランド公爵)
"John Birt, Baron Birt",ジョン・バート
"Robert Gascoyne-Cecil, 7th Marquess of Salisbury",ロバート・ガスコイン＝セシル
William Moseley,ウィリアム・モーズリー
Alexander Siddig,アレクサンダー・シディグ
"Patrick Boyle, 10th Earl of Glasgow",パトリック・ボイル
"Dominick Browne, 4th Baron Oranmore and Browne",ドミニク・ブラウン (第4代オレンモア＝ブラウン男爵)
"James Lindesay-Bethune, 16th Earl of Lindsay",ジェームズ・リンジー＝ベスーン (第16代リンジー伯爵)
"Michael Bowes-Lyon, 18th Earl of Strathmore and Kinghorne",マイケル・ボーズ＝ライアン
"Thomas Denman, 3rd Baron Denman",トマス・デンマン
Paul Ince,ポール・インス
Robin Cook,ロビン・クック
Jerry Desmonde,ジェリー・デズモンド
Leonard Trelawny Hobhouse,レナード・ホブハウス
George Shaw,ジョージ・ショー
Desmond Morris,デズモンド・モリス
David Blunkett,デイヴィッド・ブランケット
Stewart Downing,スチュワート・ダウニング
"John Harding, 1st Baron Harding of Petherton",ジョン・ハーディング (初代ハーディング・オブ・ザートン男爵)
Eric Laithwaite,エリック・レイスウェイト
Steve McClaren,スティーブ・マクラーレン
"Malcolm Sinclair, 20th Earl of Caithness",マルコム・シンクレア
"John Montagu, 11th Earl of Sandwich",ジョン・モンタギュー
"Willoughby Norrie, 1st Baron Norrie",ウィロビー・ノリー
William Walton,ウィリアム・ウォルトン
Jack Straw,ジャック・ストロー
Colin Jackson,コリン・ジャクソン
Alf Ramsey,アルフ・ラムゼイ
Nathan Delfouneso,ネイサン・デルフォンゾ
Marc Albrighton,マーク・オルブライトン
Roberta Blackman-Woods,ロバータ・ブラックマン＝ウッズ
Mark Lawrenson,マーク・ローレンソン
Nicola Blackwood,ニコラ・ブラックウッド
Simon Reynolds,サイモン・レイノルズ
"James Graham, 8th Duke of Montrose",ジェイムズ・グラハム (第8代モントローズ公爵)
"Valerie Amos, Baroness Amos",ヴァレリー・アモス
"Frederick Marquis, 1st Earl of Woolton",フレデリック・マーキス (初代ウールトン伯爵)
Anna Atkins,アンナ・アトキンス
Tony Iommi,トニー・アイオミ
George Mallory,ジョージ・マロリー
Dan Wheldon,ダン・ウェルドン
Kate Winslet,ケイト・ウィンスレット
Fraizer Campbell,フレイザー・キャンベル
Declan Galbraith,デクラン・ガルブレイス
Cary Elwes,ケイリー・エルウィス
Harold Ridley,リドレー
Alexander Munro,アレクサンダー・ムンロー
Arthur Darvill,アーサー・ダーヴィル
Drew McIntyre,ドリュー・マッキンタイア
Steven Taylor,スティーブン・テイラー
Davitt Moroney,デイヴィット・モロニー
Andrew Bingham,アンドリュー・ビンガム
Lara Pulver,ララ・パルヴァー
Jamie xx,ジェイミー・xx
"Michael Jay, Baron Jay of Ewelme",マイケル・ジェイ (ジェイ・オブ・ユーウェルム男爵)
"Charles Canning, 1st Earl Canning",チャールズ・カニング
Kevin Rowland,ケヴィン・ローランド
Edward Judd,エドワード・ジャッド
Paul Grice,ポール・グライス
Aga Khan IV,アーガー・ハーン4世
Alma Reville,アルマ・レヴィル
Robert Fripp,ロバート・フリップ
Gary Speed,ガリー・スピード
Morrissey,モリッシー
Joey Barton,ジョーイ・バートン
Arnold Wesker,アーノルド・ウェスカー
Jack Colback,ジャック・コルバック
Bernard Archard,バーナード・アーチャード
David Vaughan,デヴィッド・ヴォーン
Linda Thompson,リンダ・トンプソン
Tom Blenkinsop,トム・ブレンキンソップ
Heather Wheeler,ヒーザー・ウィーラー
Chris White,クリス・ホワイト
Peter Bone,ピーター・ボン
Greg Mansell,グレッグ・マンセル
"Robert Lindsay, 29th Earl of Crawford",ロバート・リンジー
Joan Aiken,ジョーン・エイケン
Pat Jennings,パット・ジェニングス
Timothy Garton Ash,ティモシー・ガートン・アッシュ
Flora Robson,フローラ・ロブソン
Mark Selby,マーク・セルビー
Pete Doherty,ピート・ドハーティ
Billy Bremner,ビリー・ブレムナー
"Michael Bishop, Baron Glendonbrook",マイケル・ビショップ
Duncan Sandys,ダンカン・サンディス
Mick Jagger,ミック・ジャガー
David Platt,デビッド・プラット
Ben Amos,ベン・エイモス
Les Ferdinand,レス・ファーディナンド
P. F. Strawson,ピーター・フレデリック・ストローソン
Brian Epstein,ブライアン・エプスタイン
"John Kerr, Baron Kerr of Kinlochard",ジョン・カー、キンロッカードのカー男爵
"John Spencer-Churchill, 10th Duke of Marlborough",ジョン・スペンサー=チャーチル
Jo Grimond,ジョー・グリモンド
Crispin Blunt,クリスピン・ブラント
James Herriot,ジェイムズ・ヘリオット
Mike Newell,マイク・ニューウェル
Steve Harper,スティーヴ・ハーパー
Alan Whitehead,アラン・ホワイトヘッド
Yamilé Aldama,ヤミレ・アルダマ
Ben Bradshaw,ベン・ブラッドショー
Wade Barrett,ウェイド・バレット
Boris Karloff,ボリス・カーロフ
Steve Brine,スティーブ・ブライン
James Brokenshire,ジェイムズ・ブロークンシャー
Karen Bradley,カレン・ブラッドリー
Tahesia Harrigan,タヘシア・ハリガン＝スコット
Julian Brazier,ジュリアン・ブレイジャー
Katherine Legge,キャサリン・レッグ
Eva Ibbotson,エヴァ・イボットソン
Domino Harvey,ドミノ・ハーヴィー
Graham Brady,グレアム・ブレイディ
John Whittingdale,ジョン・ウィッティングデール
Jade Goody,ジェイド・グッディ
Nonso Anozie,ノンソー・アノジー
Michael Gambon,マイケル・ガンボン
David Prowse,デビッド・プラウズ
Craig Gardner,クレイグ・ガードナー
Carl Robinson,カール・ロビンソン
Chris Ashton,クリス・アシュトン
Roy Hodgson,ロイ・ホジソン
Jim Herrick,ジム・ヘリック
James Gray,ジェームズ・グレイ
Edward Collingwood,エドワード・コーリングウッド
Paddy Barnes,パディ・バーンズ
Lauren Cohan,ローレン・コーハン
Connor Wickham,コナー・ウィッカム
Raheem Sterling,ラヒーム・スターリング
Hazel Blears,ヘーゼル・ブリアーズ
Cathleen Nesbitt,キャスリーン・ネスビット
Tom Brake,トム・ブレイク
Nigella Lawson,ナイジェラ・ローソン
David Hamilton,デイヴィッド・ハミルトン
Tim Roth,ティム・ロス
Christopher Greenwood,クリストファー・グリーンウッド
Susannah Harker,スザンナ・ハーカー
Mary Ure,メアリー・ユーア
Joe Loss,ジョー・ロス
Eileen Essell,アイリーン・エッセル
James McNeill Whistler,ジェームズ・マクニール・ホイッスラー
"Robin Dixon, 3rd Baron Glentoran",ロビン・ディクソン
"Frederick Dainton, Baron Dainton",フレデリック・ディントン
"Arnold McNair, 1st Baron McNair",アーノルド・マクネア
Mary Norton,メアリー・ノートン
Adam Hammill,アダム・ハミル
"Alan Brooke, 1st Viscount Alanbrooke",アラン・ブルック (初代アランブルック子爵)
John Louis Emil Dreyer,ジョン・ドレイヤー
Georgia Tennant,ジョージア・モフェット
Graham Greene,グレアム・グリーン
Theresa May,テリーザ・メイ
Leopold David de Rothschild,レオポルド・デーヴィッド・ド・ロスチャイルド
M.I.A.,M.I.A.
Barry Ferguson,バリー・ファーガソン
Bill Wiggin,ビル・ウィギン
"Timothy Beaumont, Baron Beaumont of Whitley",ティム・ビューモント
"Janet Young, Baroness Young",ジャネット・ヤング
"David Neuberger, Baron Neuberger of Abbotsbury",デイヴィッド・ニューバーガー (ニューバーガー男爵)
"Nat Wei, Baron Wei",ナット・ウェイ
Vince Clarke,ヴィンス・クラーク
Sean Hoare,ショーン・ホア
James Joll,ジェームズ・ジョル
"William Cavendish-Bentinck, 6th Duke of Portland",ウィリアム・キャヴェンディッシュ＝ベンティンク
Nick Brown,ニック・ブラウン
Craig Whittaker,クレイグ・ホイッテイカー
Geraldine McEwan,ジェラルディン・マキューアン
"Richard Kahn, Baron Kahn",リチャード・カーン
"Hallam Tennyson, 2nd Baron Tennyson",ハラム・テニソン (第2代テニソン男爵)
"John Hamilton-Gordon, 1st Marquess of Aberdeen and Temair",ジョン・ハミルトン＝ゴードン (初代アバディーン＝テメイア侯爵)
"Charles Hardinge, 1st Baron Hardinge of Penshurst",チャールズ・ハーディング
"Stephen Green, Baron Green of Hurstpierpoint",ステファン・グリーン
"Michael Brougham, 5th Baron Brougham and Vaux",マイケル・ブルーム
Bon Scott,ボン・スコット
Stuart Sutcliffe,スチュアート・サトクリフ
"Douglas Haig, 1st Earl Haig",ダグラス・ヘイグ
Clive Granger,クライヴ・グレンジャー
Angus Deaton,アンガス・ディートン
Matt Smith,マット・スミス
Stuart Holden,スチュアート・ホールデン
Asa Butterfield,エイサ・バターフィールド
Tony Judt,トニー・ジャット
Christopher Eccleston,クリストファー・エクルストン
"Arthur Gore, 9th Earl of Arran",アーサー・ゴア
"David Douglas-Home, 15th Earl of Home",デビッド・ダグラス＝ヒューム (第15代ヒューム伯爵)
"Nicholas Phillips, Baron Phillips of Worth Matravers",ニコラス・フィリップス
Katherine Parkinson,キャサリン・パーキンソン
Alice Keppel,アリス・ケッペル
"Janric Craig, 3rd Viscount Craigavon",ジャンリック・クレイグ
Moira Shearer,モイラ・シアラー
Manny Charlton,マニー・チャールトン
Christopher Kelk Ingold,クリストファー・ケルク・インゴルド
Herbert Ponting,ハーバート・ポンティング
Georg Solti,ゲオルク・ショルティ
Tom Hollander,トム・ホランダー
Kevin McKidd,ケヴィン・マクキッド
Onora O'Neill,オノラ・オニール
Wayne Rooney,ウェイン・ルーニー
Chris Bryant,クリス・ブライアント
Thomas Brodie-Sangster,トーマス・サングスター
Ian Kershaw,イアン・カーショー
John Charles,ジョン・チャールズ
Duncan James,ダンカン・ジェイムス
"Peter Inge, Baron Inge",ピーター・イング
"Nicolas Rea, 3rd Baron Rea",ジョン・ニコラス・リー
Frank Whittle,フランク・ホイットル
Jane Asher,ジェーン・アッシャー
George Forrest,ジョージ・フォレスト
"John Hunt, Baron Hunt",ジョン・ハント
"Edward Evans, 1st Baron Mountevans",エドワード・エヴァンズ (初代マウントエヴァンズ男爵)
Norman Tebbit,ノーマン・テビット
Sam Hutchinson,サム・ハッチンソン
David Yates,デヴィッド・イェーツ
Fred Perry,フレッド・ペリー
David Haye,デビッド・ヘイ
Susan Greenfield,スーザン・グリーンフィールド
Keith Vaz,キース・ヴァズ
Danny Gabbidon,ダニー・ガビドン
David Dunn,デヴィッド・ダン
Rick Wakeman,リック・ウェイクマン
Bill Wyman,ビル・ワイマン
John Turner,ジョン・ターナー
Diana Cooper,ダイアナ・クーパー
"Thomas Ashton, 1st Baron Ashton of Hyde",トマス・アシュトン (ハイドの初代アシュトン男爵)
Heather Mills,ヘザー・ミルズ
Fiona Bruce,フィオナ・ブルース
Claude Auchinleck,クルード・オーキンレック
Barbara Steele,バーバラ・スティール
Olivia d'Abo,オリヴィア・ダボ
"Frederick Lugard, 1st Baron Lugard",フレデリック・ルガード
"Rufus Isaacs, 1st Marquess of Reading",ルーファス・アイザックス
"Herbert Plumer, 1st Viscount Plumer",ハーバート・プルーマー
Daley Thompson,デイリー・トンプソン
Arthur Drewry,アーサー・ドルリー
Princess Helena Victoria of Schleswig-Holstein,ヘレナ・ヴィクトリア・オブ・シュレスウィグ＝ホルスタイン
Brian Jones,ブライアン・ジョーンズ
John Gielgud,ジョン・ギールグッド
Norman Haworth,ウォルター・ハース
Ian Blair,イアン・ブレア
Paul McGann,ポール・マッギャン
Shayne Ward,シェイン・ワード
Blake Aldridge,ブレイク・オルドリッジ
Malcolm Bruce,マルコム・ブルース
David Lodge,デイヴィッド・ロッジ
Annie Ross,アニー・ロス
Harold Wilson,ハロルド・ウィルソン
Curtis Davies,カーティス・デイヴィス
Nick Hornby,ニック・ホーンビィ
Alec Douglas-Home,アレック・ダグラス＝ヒューム
"David Young, Baron Young of Graffham",グラファム卿デビッド・ヤング
Harold Macmillan,ハロルド・マクミラン
Mark Strong,マーク・ストロング
Jeremy Browne,ジェレミー・ブラウン
David Willetts,デイヴィッド・ウィレッツ
