Douglas Adams,더글러스 애덤스
Eddie Calvert,에디 캘버트
Dominic O'Brien,도미닉 오브라이언
Julia Ormond,줄리아 오먼드
Svetlana Alliluyeva,스베틀라나 알릴루예바
John Parr,존 파
Julie Andrews,줄리 앤드루스
"Princess Louise, Duchess of Argyll",영국 공주 루이즈
Joanne Whalley,조앤 웰리
Anna Popplewell,애나 포플웰
Lily Collins,릴리 콜린스
Sophia Myles,소피아 마일스
Natascha McElhone,너태샤 매컬혼
Amanda Tapping,어맨다 태핑
Jony Ive,조너선 아이브
John McLaughlin (musician),존 맥러플린
Stephen Darby,스티븐 다비
Julian Lennon,줄리언 레논
Zuleikha Robinson,줄레이카 로빈슨
Jacqueline du Pré,재클린 뒤 프레
Georgie Henley,조지 헨리
Mike Phelan,마이크 펠런
Ray Davies,레이 데이비스
Blaze Bayley,블레이즈 베일리
Ivor Novello,아이버 노벨로
David Millar,데이비드 밀러 (사이클 선수)
Victor Turner,빅터 터너
Jack Cardiff,잭 카디프
Charles Thomson Rees Wilson,찰스 톰슨 리스 윌슨
Kurt Mahler,쿠르트 말러
Sammy Ameobi,새미 아메오비
Patrick Bamford,패트릭 뱀퍼드
Peter Hammill,피터 해밀
Sam Johnstone,샘 존스턴
Susannah York,수재나 요크
Ross Barkley,로스 바클리
Julie Walters,줄리 월터스
Lena Headey,레나 헤디
Islam Feruz,이슬람 페루즈
John Peel,존 필
Craig Eastmond,크레이그 이스트먼드
Graham Nash,그레이엄 내시
Andy Goldsworthy,앤디 골즈워디
Andrew Loog Oldham,앤드류 루그 올덤
Kit Harington,킷 해링턴
Andrew Latimer,앤드루 래티머
Tom Heaton,톰 히턴
Howard Jacobson,하워드 제이컵슨
Lucy Davis,루시 데이비스
Anish Kapoor,애니시 커푸어
Miranda Richardson,미란다 리처드슨
Tom Baker,톰 베이커
Peter Davison,피터 데이비슨
Alan Wilder,앨런 와일더
James Robinson (writer),제임스 로빈슨
Peter Milligan,피터 밀리건
Patrick Macnee,패트릭 맥니
Mitch Hewer,미치 휴어
Charles Gmelin,찰스 그멜린
Diana Douglas,다이애나 더글러스
Luke Pasqualino,루크 파스퀄리노
Peter Ebdon,피터 입던
Valda Osborn,발다 오스본
Jimmy Page,지미 페이지
Paul Potts,폴 포츠
Brenda Blethyn,브렌다 블레신
Rosamund Pike,로저먼드 파이크
Paul Young,폴 영
Alan Pardew,앨런 파듀
Jaye Davidson,제이 데이비드슨
James Purefoy,제임스 퓨어포이
Neil Lennon,닐 레넌
Jack Cork,잭 코크
Jessica Barden,제시카 바든
Sarah Douglas (actress),세라 더글러스
Emily Watson,에밀리 왓슨
G. E. M. Anscombe,G. E. M. 앤스콤
Christian Coulson,크리스천 콜슨
Paul Anderson (footballer),폴 앤더슨 (축구 선수)
Eduardo Paolozzi,에두아르도 파올로치
Herbert Lom,허버트 롬
Len Blavatnik,렌 블라바트니크
Owen Hargreaves,오언 하그리브스
Sarah Burton,세라 버턴
Kaya Scodelario,카야 스코델라리오
Lulu (singer),룰루 (가수)
Eric Sykes,에릭 사이크스
Patsy Kensit,팻시 켄짓
Rita Ora,리타 오라
Max Minghella,맥스 밍겔라
Daniel Day-Lewis,다니엘 데이 루이스
Katie Johnson (English actress),케이티 존슨
George Best,조지 베스트
Sandie Shaw,샌디 쇼
Vera Lynn,베라 린
Richard Johnson (actor),리처드 존슨 (배우)
Ernest Mason Satow,어니스트 매이슨 사토우
Valerie Hobson,발레리 홉슨
Hannah Taylor-Gordon,해나 테일러고든
Shirley Strong,셜리 스트롱
Danny Higginbotham,대니 히긴보텀
Lord Dunsany,로드 던세이니
Terry Butcher,테리 버처
Delroy Lindo,델로이 린도
Iain Turner,이언 터너
Mary Hopkin,메리 홉킨
Rebecca Hall,리베카 홀
William Hartnell,윌리엄 하트넬
Ramsay MacDonald,램지 맥도널드
Cher Lloyd,셰어 로이드
Connie Talbot,코니 탤벗
David Walliams,데이비드 월리엄스
Catherine Bell (actress),캐서린 벨
Jared Harris,재러드 해리스
Rhona Mitra,로나 미트라
Imogen Heap,이머전 히프
Harry Maguire,해리 매과이어
KT Tunstall,KT 턴스톨
Stanley Baldwin,스탠리 볼드윈
Twiggy,트위기
Nicollette Sheridan,니콜렛 셰리든
Terry Jones,테리 존스
Anna Wintour,애나 윈터
Wendy Hiller,웬디 힐러
Estelle (musician),에스텔 (음악가)
Walter Smith,월터 스미스
Rupert Penry-Jones,루퍼트 펜리존스
Kelly Macdonald,켈리 맥도널드
Fabian Delph,페이비언 델프
Lady Sovereign,레이디 소버린
Peggy Ashcroft,페기 애시크로프트
Kelly Holmes,켈리 홈스
Layla El,레일라 엘
Merle Oberon,멀 오베론
Victoria Pendleton,빅토리아 펜들턴
Princess Beatrice,요크 공녀 베아트리스
Princess Eugenie,요크 공녀 유제니
Mary Leakey,메리 리키
Hannah Murray,해나 머리
Patrick Doyle,패트릭 도일
Olivia Williams,올리비아 윌리엄스
Joan Plowright,조앤 플로라이트
Sonya Walger,소냐 왈거
David Warner (actor),데이비드 워너
Robbie Gee,로비 지
Michael Jackson (writer),마이클 잭슨 (작가)
Bernard Sumner,버나드 섬너
Leo Sayer,리오 세이어
Sean Biggerstaff,숀 비거스태프
Bradley James,브래들리 제임스
Simone Lahbib,시몬 러비브
Geraldine McCaughrean,제럴딘 매코크런
Rik Mayall,릭 메이올
Daniel Bedingfield,대니얼 베딩필드
Dave Kitson,데이브 킷슨
Andrea Arnold,앤드리아 아널드
James Nesbitt,제임스 네즈빗
"Maud Carnegie, Countess of Southesk",파이프 공녀 모드
Rob Knox,롭 녹스
Neil Murray (British musician),닐 머리
Ken Hensley,켄 헨슬리
Terry Farrell (architect),테리 패럴 (건축가)
Tracey Thorn,트레이시 손
J. D. Bernal,존 데스먼드 버널
Edgar Adrian,에드거 에이드리언
Helen McCrory,헬렌 매크로리
Chris Sutton,크리스 서턴
Honeysuckle Weeks,허니서클 윅스
Mike Williamson (footballer),마이크 윌리엄슨
Beckii Cruel,베키 크루엘
Margaret Rutherford,마거릿 러더퍼드
Samantha Morton,서맨사 모턴
Emily Mortimer,에밀리 모티머
Nick Frost,닉 프로스트
Julian Sands,줄리언 샌즈
Peter Hill-Wood,피터 힐우드
Mark Clattenburg,마크 클래튼버그
Boaz Myhill,보애즈 마이힐
Stacey Solomon,스테이시 솔로몬
Edward Youde,에드워드 유드
Norman Smith (record producer),노먼 스미스
Russell T Davies,러셀 T 데이비스
George S. Robertson,조지 S. 로버트슨
Josh Herdman,조슈아 허드먼
Mike Bailey (actor),마이크 베일리
Craig Cathcart,크레이그 카스카트
Mary Beard (classicist),메리 비어드
Mel Collins,멜 콜린스
Dave Davies,데이브 데이비스
Samantha Barks,서맨사 바크스
Gwendoline Christie,그웬돌린 크리스티
Jodie Kidd,조디 키드
Steven Naismith,스티븐 네이스미스
Ian Richardson,이언 리처드슨
H. H. Asquith,H. H. 애스퀴스
"David Wilson, Baron Wilson of Tillyorn",윌슨오브틸리언 남작 데이비드 윌슨
Karel Reisz,카렐 라이스
John Keegan,존 키건
Jade Ramsey,제이드 램지
Siegfried Sassoon,시그프리드 서순
Samantha Eggar,서맨사 에거
Rebecca Mader,리베카 메이더
Corinne Bailey Rae,커린 베일리 레이
Asma al-Assad,아스마 알아사드
Margot Fonteyn,마고 폰테인
E. Nesbit,에디스 네스빗
Kelly Osbourne,켈리 오스본
Charlotte Church,샬럿 처치
Karen Gillan,캐런 길런
Emma Thompson,엠마 톰슨
Malky Mackay,말키 매케이
Alison Goldfrapp,앨리슨 골드프랩
John Macleod (physiologist),존 제임스 리카드 매클라우드
Lauren Bennett,로런 베넷
David Brewster,데이비드 브루스터
Alex Kingston,앨릭스 킹스턴
Tracy Chevalier,트레이시 슈발리에
Natalia Tena,내털리아 테나
Thomas Adès,토마스 아데스
Natasha Hamilton,너태샤 해밀턴
Ophelia Lovibond,오필리아 러비본드
Daisy Donovan,데이지 도너번
Steven Gerrard,스티븐 제라드
Roy Harper (singer),로이 하퍼
Nikolai Medtner,니콜라이 메트네르
Jason Statham,제이슨 스테이섬
Charlotte Riley,샬럿 라일리
Shelley Conn,셸리 콘
Gerard Butler,제라드 버틀러
Ernest Gellner,어네스트 겔너
Nicholas Winton,니컬러스 윈턴
Linzey Cocker,린지 코커
Anna Lee,안나 리
Janet McTeer,재닛 맥티어
Ruth Rendell,루스 렌델
John Kendrew,존 켄드루
Hank Marvin,행크 마빈
Owen Willans Richardson,오언 윌런스 리처드슨
Andrew Marvell,앤드루 마벌
Roger Hunt,로저 헌트
Marsha Thomason,마샤 토머슨
Helen Fielding,헬렌 필딩
Alison Steadman,앨리슨 스테드먼
Amanda Levete,어맨다 레베트
Ms. Dynamite,미스 다이너마이트
A. S. Byatt,A. S. 바이엇
Saffron Burrows,새프런 버로스
Geraldine James,제럴딘 제임스
Laura Mulvey,로라 멀비
Colin Baker,콜린 베이커
Kate O'Mara,케이트 오마라
Roger Deakins,로저 디킨스
Colin Davis,콜린 데이비스
Frank Bridge,프랭크 브리지
Dizzee Rascal,디지 래스컬
Hannah Simone,해나 시몬
Tarzan,타잔
"Prince Richard, Duke of Gloucester",글로스터 공작 리처드
Helena Bonham Carter,헬레나 보넘 카터
Gabrielle Anwar,개브리엘 앤워
Alice Eve,앨리스 이브
Donald Crisp,도널드 크리스프
Ron Moody,론 무디
Peter B. Kronheimer,피터 크론하이머
"Princess Alexandra, The Honourable Lady Ogilvy",오너러블 레이디 알렉산드라 오길비
Pippa Middleton,피파 미들턴
Princess Marina of Greece and Denmark,그리스와 덴마크의 공주 마리나
Jacqueline Bisset,재클린 비셋
Leila Lopes,레일라 로페스
John Wetton,존 웨튼
Vivian Campbell,비비언 캠벨
Steve Bloomer,스티브 블루머
Simon Phillips (drummer),사이먼 필립스
Phil Campbell (musician),필 캠벨
Stella McCartney,스텔라 매카트니
Diana Rigg,다이애나 리그
Honor Blackman,오너 블랙먼
Sam Claflin,샘 클라플린
Colin Salmon,콜린 새먼
Steven Moffat,스티븐 모펏
John Laurie,존 로리
John Watson (racing driver),존 왓슨 (자동차 경주 선수)
Frances de la Tour,프랜시스 데 라 투어
Mutya Buena,무트야 부에나
Jessie Cave,제시 케이브
Sally Hawkins,샐리 호킨스
"Louise, Princess Royal",파이프 공작부인 프린세스 로열 루이즈
Heidi Range,하이디 레인지
Denis Law,데니스 로
Hannah Tointon,해나 토인턴
Alicia Boole Stott,얼리샤 불 스톳
Kim Little,킴 리틀
Amelia Lily,어밀리아 릴리
Ian McKellen,이언 매켈런
T. E. Lawrence,토머스 에드워드 로런스
Shirley Henderson,셜리 헨더슨
April Pearson,에이프릴 피어슨
Elsa Lanchester,엘자 랜체스터
Marina Sirtis,머리나 서티스
Robert Browning,로버트 브라우닝
Beth Gibbons,베스 기번스
Virginia Wade,버지니아 웨이드
Grantley Goulding,그랜틀리 골딩
Steve Clark,스티브 클라크 (음악가)
Michelle McManus,미셸 맥매너스
Rose Leslie,로즈 레슬리
Selita Ebanks,셀리타 이뱅크스
Finn Jones,핀 존스
Neon Hitch,네온 히치
Jamie Waylett,제이미 웨일릿
Mark Day (film editor),마크 데이
Charles Villiers Stanford,찰스 빌리어스 스탠포드
Richard Ashcroft,리처드 애시크로프트
Simon Curtis (filmmaker),사이먼 커티스 (영화 제작자)
Stephen Graham,스티븐 그레이엄 (배우)
Jermaine Beckford,저메인 벡퍼드
Bobby Charlton,보비 찰턴
Elaine Paige,일레인 페이지
John Pople,존 포플
Walter Bagehot,월터 배젓
Tony Craig,토니 크레이그
Carlo Nash,카를로 내시
Simon Fuller,사이먼 풀러
Anthony Daniels,앤서니 대니얼스
Chris Rankin,크리스 랭킨
Paula Radcliffe,폴라 래드클리프
Michelle Ryan,미셸 라이언
Joe Orton,조 오튼
Colin Wilson,콜린 윌슨
Simon West,사이먼 웨스트
Eve Muirhead,이브 뮤어헤드
Stella Gonet,스텔라 고네이
Bill Foulkes,빌 폴크스
"John Crichton-Stuart, 7th Marquess of Bute",제7대 뷰트 후작 존 크라이턴스튜어트
"Mary, Princess Royal and Countess of Harewood",헤어우드 백작부인 프린세스 로열 메리
Jeremy Irons,제러미 아이언스
Pam Ferris,팸 페리스
Louise Brown,루이스 브라운
Jocelyn Bell Burnell,조셀린 벨 버넬
Frederick Gowland Hopkins,프레더릭 가울랜드 홉킨스
Joely Richardson,조엘리 리처드슨
Miriam Margolyes,미리엄 마걸리스
Olivia Harrison,올리비아 해리슨
Hermione Baddeley,허마이어니 배들리
Joe Ledley,조 레들리
Ian McShane,이언 맥셰인
Gemma Jones,제마 존스
Catherine Schell,캐서린 쉘
John Stewart Bell,존 스튜어트 벨
Pattie Boyd,패티 보이드
Barbara Hepworth,바바라 헤프워스
Shirley Manson,셜리 맨슨
William Burnside,윌리엄 번사이드
Barry Bannan,배리 배넌
Andrzej Panufnik,안제이 파누프니크
Nell Gwyn,넬 귄
Alexandra Burke,알렉산드라 버크
John Williams (guitarist),존 윌리엄스 (기타 연주자)
Mary Quant,메리 퀀트
Graham Hancock,그레이엄 핸콕
Freema Agyeman,프리마 아저먼
Juno Temple,주노 템플
Ninette de Valois,니네트 드 발루아
Olivia Hussey,올리비아 핫세
Maisie Williams,메이지 윌리엄스
J. B. Priestley,존 보인턴 프리스틀리
Felicity Jones,펄리시티 존스
David Slade,데이비드 슬레이드
Iain Glen,이언 글렌
Nick Leeson,닉 리슨
John Simm,존 심
Fiona Fullerton,피오나 풀러튼
Brian Cox (physicist),브라이언 콕스 (물리학자)
Caryl Churchill,카릴 처칠
Indira Varma,인디라 바마
Chaim Weizmann,하임 바이츠만
Samantha Fox,서맨사 폭스
Gabriella Wilde,가브리엘라 와일드
Julie Covington,줄리 커빙턴
Sebastian Faulks,시배스천 폭스
Wayne Routledge,웨인 라우틀리지
Emma Heming Willis,에마 헤밍
Pat Rice,팻 라이스
Marina Diamandis,마리나 앤드 더 다이아몬즈
Rebekah Brooks,리베카 브룩스
Harriet Harman,해리엇 하먼
Alice Liddell,앨리스 리들
Rosemary Harris,로즈메리 해리스
Gracie Fields,그레이시 필즈
Janice Galloway,재니스 겔러웨이
Stephen McManus,스티븐 맥매너스
Kenneth Clark,케네스 클라크
George Romney (painter),조지 롬니 (화가)
Angela Carter,앤절라 카터
Sydney Brenner,시드니 브레너
Elisabeth Sladen,엘리자베스 슬레이든
Baroness Orczy,오르치 엠마
Princess Victoria of the United Kingdom,영국 공주 빅토리아
Paul Weller,폴 웰러
Chris Brunt,크리스 브런트
Ian Stewart (mathematician),이언 스튜어트 (수학자)
Richard Hooker,리처드 후커
Annie Besant,애니 베전트
Colin Ferguson,콜린 퍼거슨
Deep Roy,딥 로이
Aynsley Dunbar,앤슬리 던바
Romola Garai,로멀러 개리
Teddy Sheringham,테디 셰링엄
Millvina Dean,밀비나 딘
Dakota Blue Richards,다코타 블루 리처즈
Charlotte Rampling,샬럿 램플링
Martin McDonagh,마틴 맥도나
"Jack Robinson (footballer, born 1993)",잭 로빈슨
J. W. S. Cassels,존 윌리엄 스콧 캐셀스
Rachel Hurd-Wood,레이철 허드우드
Hayley Atwell,헤일리 앳웰
Kathryn Prescott,캐스린 프레스콧
Emilia Clarke,에밀리아 클라크
Sophie Kinsella,소피 킨셀라
Richard Wilson (Scottish actor),리처드 윌슨 (스코틀랜드의 배우)
Nichola Burley,니컬라 벌리
Lesley Manville,레슬리 맨빌
John E. Walker,존 E. 워커
Ian McDonald (musician),이언 맥도널드 (음악가)
David Cox (statistician),데이비드 콕스 (통계학자)
Jonathan Nolan,조너선 놀런
Ray Stevenson,레이 스티븐슨
Yvonne Ridley,이본 리들리
Rob Lee,롭 리
Adrian Goldsworthy,에이드리언 골즈워디
Kirsty MacColl,커스티 맥콜
Sharon Maguire,샤론 매과이어
Hilary Mantel,힐러리 맨텔
Maggie Cheung,장만옥
Joan Robinson,조안 로빈슨
Shirley Bassey,셜리 배시
Imelda Staunton,이멜다 스탠턴
Jenny Agutter,제니 애거터
Adrian Boult,에이드리언 볼트
Adrian Biddle,에이드리언 비들
Cecilia Payne-Gaposchkin,세실리아 페인가포슈킨
Jeremy Northam,제러미 노섬
Kano (British musician),카노 (래퍼)
Afshan Azad,아프샨 아자드
Jennifer Ehle,제니퍼 일리
Margaret Burbidge,마거릿 버비지
Kathy Burke,캐시 버크
Imogen Holst,이모겐 홀스트
Katie Jarvis,케이티 자비스
Angie Zelter,앤지 젤터
Nicola Griffith,니컬라 그리피스
Jennifer Saunders,제니퍼 손더스
Lily Cole,릴리 콜
Wanda Ventham,완다 벤담
Leon Jackson,리언 잭슨
Karen David,캐런 데이비드
Emily Beecham,에밀리 비첨
Terry Chimes,테리 차임스
Róisín Murphy,로신 머피
Steven Waddington,스티븐 워딩턴
Andy Abraham,앤디 에이브러햄
Prince Arthur of Connaught,코넛 공자 아서
David Sylvian,데이빗 실비언
Doris Hare,도리스 헤리
Ruth Prawer Jhabvala,루스 프라워 자브발라
Keisha Buchanan,케이샤 뷰캐넌
Ronald George Wreyford Norrish,로널드 조지 레이퍼드 노리시
Adrian Lyne,에이드리언 라인
"Princess Alice, Countess of Athlone",올버니 공녀 앨리스
Jhumpa Lahiri,줌파 라히리
Lili Kraus,릴리 크라우시
Claire Bloom,클레어 블룸
Cush Jumbo,쿠시 점보
Adrian Lester,에이드리언 레스터
Heather Sears,헤더 시어스
Adrian Rawlins,에이드리언 롤린스
Juliet Mills,줄리엣 밀스
Patricia Medina,패트리샤 메디나
Quentin Skinner,퀜틴 스키너
Trudie Styler,트루디 스타일러
James Meade,제임스 미드
Jacob Bronowski,제이콥 브로노우스키
James Callis,제임스 캘리스
Dave Gibbons,데이브 기번스
Jane Lapotaire,제인 라포테어
Jon Walmsley,존 웜슬리
Roger Scruton,로저 스크러턴
Sam Riley,샘 라일리
Sarah Jayne Dunn,세라 제인 던
"Chris Martin (footballer, born 1988)",크리스 마틴 (축구 선수)
Bev Bevan,베브 베번
H. L. A. Hart,H. L. A. 하트
Celia Imrie,실리아 임리
Mary Lou McDonald,메리 루 맥도널드
Ewen Bremner,유언 브렘너
Gary Ablett (English footballer),게리 아블렛
Piers Morgan,피어스 모건
Reginald Johnston,레지널드 존스턴
Michael Balint,마이클 발린트
Betty Balfour,베티 발포어
Sarita Choudhury,사리타 슈드후리
Crispin Wright,크리스핀 라이트
Atticus Ross,애티커스 로스
Nicola Sturgeon,니컬라 스터전
Sophie Thompson,소피 톰프슨
Nigel Adkins,나이젤 앳킨스
Linton Kwesi Johnson,린턴 퀘시 존슨
Sami Yusuf,사미 유수프
Richard Wright (footballer),리처드 라이트 (축구 선수)
