Paris,巴黎
Morschwiller-le-Bas,下莫什维莱尔
Ailly-sur-Noye,努瓦河畔阿伊
Michelbach,米歇尔巴克
Allaines,阿莱讷
Pourrain,普兰
Tournoi des Six Nations,六國錦標賽
Arconcey,阿尔孔塞
Viviers,维维耶
Villebichot,维勒比绍
Ancy-sur-Moselle,摩泽尔河畔昂西
Baronville,巴龙维尔
Mitzach,米察克
Riedisheim,里迪赛姆
Aizecourt-le-Haut,上艾兹库尔
Ostheim,奥斯泰姆
Béchy,贝希
Chazilly,沙济伊
Villon,维隆
Mittlach,米特拉克
Chailly-sur-Armançon,阿尔芒松河畔沙伊
Aizecourt-le-Bas,下艾兹库尔
Pouilly-en-Auxois,欧苏瓦地区普伊
Assevillers,阿瑟维莱尔
Châteauneuf,沙托讷夫
Bidestroff,比代斯特罗夫
Villy,维利
Kédange-sur-Canner,卡内尔河畔凯当日
Ailly-le-Haut-Clocher,阿伊勒欧克洛谢
Allenay,阿勒奈
Basse-Rentgen,巴斯朗特让
Riespach,里耶斯帕克
Châtellenot,沙泰勒诺
Arvillers,阿尔维莱尔
Buchy,比希
Rouvray,鲁夫赖
Contz-les-Bains,孔茨莱班
Meilly-sur-Rouvres,梅伊叙鲁夫尔
Gondrexange,贡德雷克桑日
Rimbachzell,里姆巴克泽
Blancey,布朗塞
Givry,日夫里
Allonville,阿隆维尔
Rosoy,罗苏瓦
Merry-Sec,梅里塞克
Mont-Saint-Jean,蒙圣让
Papeete,帕皮提
Chartres,沙特尔
Arry,阿里
Reiningue,雷南格
Arguel,阿尔古埃勒
Maconge,马孔日
Bliesbruck,布利斯布吕克
Essey,埃塞
séisme et tsunami de 2004 dans l'océan Indien,2004年印度洋大地震
Civry-en-Montagne,锡夫里昂蒙塔涅
Ottmarsheim,奥特马赛姆
Allery,阿勒里
Loudrefing,卢德勒凡
Mata Utu,马塔乌图
Gigny,日尼
Ranspach,朗斯帕克
Martrois,马尔特鲁瓦
Retzwiller,雷茨维莱尔
Murbach,米尔巴克
Laduz,拉迪兹
Albert,阿爾貝
Fontenailles,丰特纳耶
Colmar,科尔马
Rimbach-près-Guebwiller,盖布维莱尔附近林巴克
bataille de Verdun,凡尔登战役
110 mètres haies aux Jeux olympiques d'été de 1900,1900年夏季奥林匹克运动会田径男子110公尺跨栏比赛
Belles-Forêts,贝勒福雷
Commarin,科马兰
Biding,比丹
Rouen,鲁昂
Marcilly-Ogny,马西伊-奥尼
Bistroff,比斯特罗夫
Arras,阿拉斯
Gosselming,戈塞尔曼
Polynésie française,法屬玻里尼西亞
Rouvres-sous-Meilly,鲁夫尔苏梅伊
Vandenesse-en-Auxois,欧苏瓦地区旺德内斯
Grand Liban,大黎巴嫩
Obersaasheim,奥贝尔萨阿桑
Osenbach,奥森巴克
Blies-Guersviller,布利斯盖尔斯维莱尔
Tchétchènes,车臣人
Courcelles-Chaussy,库尔塞勒绍西
Mollau,莫洛
athlétisme aux Jeux olympiques de 1900 – 60 mètres hommes,1900年夏季奧林匹克運動會田徑男子60米比賽
lancer du marteau masculin aux Jeux olympiques d'été de 1900,1900年夏季奥林匹克运动会田径男子链球比赛
athlétisme aux Jeux olympiques de 1900 – 400 mètres hommes,1900年夏季奧林匹克運動會田徑男子400米比賽
Orbey,奥尔贝
Athies,阿蒂
Dinard,迪纳尔
Mouffy,穆菲
Villing,维兰
Thoisy-le-Désert,图瓦西勒代塞尔
Éguilly,埃吉伊
Créancey,克雷昂塞
Coupe du monde de football 1938,1938年世界盃足球賽
Niffer,尼弗
Richwiller,里什维莱尔
Ygos-Saint-Saturnin,伊戈圣萨蒂尔南
Semarey,瑟马雷
Escource,埃斯库尔斯
Rixheim,里克赛姆
Xanrey,克桑雷
siège d'Alésia,阿莱西亚之战
Haselbourg,阿塞尔堡
Puzieux,皮济约
Puttigny,皮蒂尼
Sainte-Sabine,圣萨比娜
camembert,卡芒贝尔奶酪
Losne,洛讷
Goin,古万
Laperrière-sur-Saône,索恩河畔拉佩里耶尔
Grémecey,格雷姆塞
Chaux-des-Crotenay,绍德克罗特奈
Mars,马尔斯
Saint-Pierre-la-Roche,圣皮埃尔拉罗什
Volgelsheim,福尔格尔赛姆
stade de la Rabine,拉比讷球场
Wuisse,维伊斯
Oberlarg,奥贝尔拉尔
Mafate,馬法特
Chevilly,舍维伊
Arquèves,阿尔凯沃
Riquewihr,里克维尔
Entrevernes,昂特勒韦尔讷
alémanique,阿勒曼尼语
Obreck,奥布雷克
Air France,法國航空
Wail,瓦伊
Harreberg,阿尔贝尔
autoroute A340,A340高速公路
Montagny-lès-Seurre,蒙塔尼莱瑟尔
Meysse,梅斯
Allociné,AlloCiné
Mano,马诺
Montot,蒙托
Saint-Amarin,圣阿马兰
Valmunster,瓦尔曼斯泰
Lostroff,洛斯特罗夫
Prévocourt,普雷沃库尔
Cruas,克吕阿斯
Rouffach,鲁法克
Aubigny-en-Plaine,欧比尼昂普莱讷
Rumersheim-le-Haut,上鲁默赛姆
bataille de la Somme,索姆河战役
Anzeling,昂兹兰
Vœgtlinshoffen,弗格特林索芬
Mise en demeure,停止并终止
vasière,泥灘
Échenon,埃什农
corse,科西嘉语
Magny-lès-Aubigny,马尼莱索比尼
Vahl-lès-Bénestroff,瓦勒-莱贝内斯特罗夫
diocèse de Carcassonne et Narbonne,天主教卡爾卡松教區
Munchhouse,明舒斯
Saint-Martin-sur-Lavezon,拉韦宗河畔圣马丹
Esbarres,埃巴尔
Mulcey,米尔塞
Wahlbach,瓦尔巴克
Chambrey,尚布雷
Sceautres,索特尔
Brazey-en-Plaine,布拉泽昂普莱讷
Ruelisheim,吕利赛姆
Corcy,科尔西
Charrey-sur-Saône,索恩河畔沙雷
.yt,.yt
Pau,波城
Saint-Vincent-de-Barrès,圣樊尚德巴雷斯
Munster,曼斯泰
Rochemaure,罗什莫尔
Ranspach-le-Haut,朗斯帕克莱奥
Virming,维尔曼
Saint-Symphorien-sur-Saône,索恩河畔圣桑福里安
Mamoudzou,马穆楚
arrondissement de Grenoble,格勒诺布尔区
Grand Villeneuvois,大洛特河畔新城城市圈公共社区
Bourges,布尔日
Biarritz,比亚里茨
Samerey,萨姆雷
langue des signes française,法语手语
Morville-sur-Nied,尼德河畔莫维尔
Albi,阿尔比
Oberentzen,奥伯朗特藏
Bourgneuf,布尔讷夫
Niedermorschwihr,涅代尔莫尔斯克维
Roppentzwiller,罗彭茨维莱尔
Omex,奥梅
Obermorschwihr,奥贝尔莫尔斯克维
Pulversheim,皮尔沃赛姆
Val-de-Bride,瓦勒德布里德
Trouhans,特鲁昂
Saint-Hervé,圣埃尔韦
Muespach,米埃斯帕克
Pays de Gex Agglo,热克斯地区城市圈公共社区
Association mondiale anationale,无國籍全球世界语协会
Saint-Jean-de-Losne,圣让德洛讷
Championnats de France de cyclisme sur route,法国公路自行车全国锦标赛
tramway de Royan,鲁瓦扬有轨电车
Budling,比德兰
Sotzeling,索特泽兰
Bourg-en-Bresse,布雷斯地区布尔格
Olympique de Marseille,馬賽足球俱樂部
Rosbruck,罗斯布吕克
Corberon,科尔伯龙
Juvelize,瑞沃利兹
Vogelgrun,福格尔格林
Saint-Médard,圣梅达尔
Bousselange,布斯朗日
Lucy,吕西
Saizy,赛济
Munwiller,曼维莱
Nouvelle-Calédonie,新喀里多尼亞
Saint-Sulpice,圣叙尔皮斯
Bagnot,巴尼奥
Saint-Seine-en-Bâche,圣塞纳昂巴什
Mittelwihr,米特尔维尔
Chivres,希夫尔
Leers,莱尔斯
Thaix,泰镇
Angevillers,昂日维莱
Saint-Jeure-d'Andaure,圣热尔当多尔
.pm,.pm
Sardy-lès-Épiry,萨尔迪莱塞皮里
Saint-Félicien,圣费利西安
Vaudevant,沃德旺
Corgengoux,科尔让古
Commune de Paris,巴黎公社
Les Albres,莱萨尔布
Neuwiller,讷维莱尔
Orschwihr,奥尔什维尔
Teigny,泰尼
Tamnay-en-Bazois,巴祖瓦地区唐奈
Buding,比丹
Sermoise-sur-Loire,卢瓦尔河畔塞尔穆瓦斯
Broin,布鲁万
Trugny,特吕尼
Sichamps,锡尚
Le Ban-Saint-Martin,勒邦圣马丹
Bining,比南
Labatie-d'Andaure,拉巴蒂当多尔
Auvillars-sur-Saône,索恩河畔欧维拉尔
Merten,梅尔滕
Burtoncourt,比尔通库尔
Munster,曼斯泰
Oron,奥龙
Neuf-Brisach,新布里萨克
Glanon,格拉农
Chamblanc,尚布朗
Zealandia,西兰大陆
Ardenne,阿登
Zarbeling,扎尔伯兰
Arriance,阿里扬斯
Dauphiné,多菲内
Hargarten-aux-Mines,阿加滕欧米讷
Saxi-Bourdon,萨克西布尔东
Sermages,塞尔马日
Courcelles-sur-Nied,尼德河畔库尔塞勒
Bonnencontre,博南孔特尔
Sémelay,塞姆莱
Saint-Victor,圣维克托
Colombier-le-Vieux,旧科隆比耶
Jallanges,雅朗日
Labruyère,拉布吕耶尔
Lemoncourt,勒蒙库尔
Devesset,德韦塞
Paimpont,潘蓬
opération Michael,麥可作戰
Bozas,博扎
Hangviller,昂格维莱
Bisten-en-Lorraine,洛林地区比斯滕
Issoire,伊苏瓦尔
Saint-Nazaire,圣纳泽尔
Tannay,塔奈
Moyenvic,穆瓦延维克
Saint-Vérain,圣韦兰
Alboussière,阿尔布西耶尔
Moulin-Rouge,红磨坊
Michelin,米其林
sentier européen E4,E4欧洲长距离徒步路径
Lechâtelet,勒沙特莱
Thianges,蒂扬日
Lanthes,朗特
Lafarre,拉法尔
Taconnay,塔科奈
Arlebosc,阿尔勒博斯克
Savigny-Poil-Fol,萨维尼普瓦勒福勒
Saint-Cricq,圣克里克
Lafare,拉法尔
Grosbois-lès-Tichey,格罗布瓦莱蒂谢
Ancey,昂塞
Blain,布兰
Organisation internationale de la francophonie,法语国家及地区国际组织
Creutzwald,克勒茨瓦尔德
Holacourt,奥拉库尔
Roubaix,鲁贝
Pouilly-sur-Saône,索恩河畔普伊
Tour de France,环法自行车赛
Rodalbe,罗达尔布
Saint-Seine,圣塞纳
L'Hôpital-Saint-Blaise,洛皮塔勒圣布莱斯
Nice,尼斯
Colmen,科尔门
Montmain,蒙曼
front de l'Ouest,西方戰線
Corny-sur-Moselle,摩泽尔河畔科尔尼
Suilly-la-Tour,叙伊拉图尔
Ébersviller,埃贝尔斯维莱
Seurre,瑟尔
sommet du G20 de 2011,2011年二十國集團坎城峰會
Agey,阿热
Craincourt,克兰库尔
Kerling-lès-Sierck,凯尔兰莱谢尔
centrale nucléaire du Tricastin,特里卡斯廷核电站
Haute-Normandie,上諾曼地
Basse-Terre,巴斯特尔岛
Sarre,萨尔河
Bébing,贝班
effondrement du tunnel de Vierzy,维耶尔济隧道坍塌事故
Reporters sans frontières,无国界记者
l'Étale,埃塔勒山
chemin de randonnée Européen E5,E5欧洲长距离徒步路径
Vénus de Milo,米洛的维纳斯
Labergement-lès-Seurre,拉贝热芒莱瑟尔
Aff,阿夫河
TotalEnergies,道达尔
Exposition internationale d'Électricité,国际电力博览会
Blaisy-Bas,下布莱西
Blaisy-Haut,上布莱西
Cattenom,卡特农
Bussy-la-Pesle,比西拉佩勒
Baulme-la-Roche,博尔姆拉罗什
Arcey,阿尔塞
Tichey,蒂谢
Gorze,戈尔兹
Talon,塔隆
Gissey-sur-Ouche,乌什河畔日塞
Angoulême,昂古莱姆
Behren-lès-Forbach,贝伦莱福尔巴克
Montbéliard,蒙贝利亚尔
Allouis,阿卢伊
Charly-Oradour,沙尔利-奥拉杜尔
Vers-sur-Selle,塞勒河畔韦尔
César du meilleur film d'animation,凯撒奖最佳动画电影奖
maison royale de Saint-Louis,聖路易王宮
tahitien,大溪地語
Saint-Révérien,圣雷韦里安
Airbus Helicopters,空中客车直升机公司
forêts primaires de hêtres des Carpates et forêts anciennes de hêtres d’Allemagne,喀爾巴阡山脈原始山毛櫸森林和德國古山毛櫸森林
Tazilly,塔齐利
Juville,瑞维尔
Aubigny-lès-Sombernon,欧比尼莱松贝农
Basse-Normandie,下诺曼底
Gergueil,热尔格伊
Barbirey-sur-Ouche,乌什河畔巴尔比雷
château de Montpensier,蒙庞西埃城堡
Champagne Salon,沙龍香檳
Drée,德雷
picard,皮卡第语
mahorais,马约特语
Bobigny,博比尼
Kirschnaumen,基什瑙门
Saint-Dié-des-Vosges,孚日圣迪耶
Saint-Pierre-et-Miquelon,圣皮埃尔和密克隆
Gustavia,古斯塔维亚
Échannay,埃沙奈
bataille de Sedan,色当会战
Montreuil-Juigné,蒙特勒伊-瑞涅
Nébian,内比扬
Verdun,凡尔登
Paris-Roubaix,巴黎–魯貝
L'Oréal,萊雅
Aboncourt,阿邦库尔
Eurostar,歐洲之星
Surgy,叙尔日
Doulezon,杜勒宗
Étauliers,埃托利耶
liste des hôtels particuliers parisiens,巴黎的法式宅第列表
Institut supérieur de l'aéronautique et de l'espace,法国高等航空航天学院
Grenant-lès-Sombernon,格勒南莱松贝农
Nord-Pas-de-Calais,北部-加来海峡
Haut-Clocher,欧克洛谢
Berling,贝尔兰
Manche,英吉利海峡
Montmartre,蒙馬特
Mercure de France,文雅信使
Altviller,阿尔特维莱尔
Charleville-sous-Bois,沙勒维尔苏布瓦
wallon,瓦隆语
Mongausy,蒙戈西
code Insee,INSEE编码
Gentelles,让泰勒
Saint-Privat,圣普里瓦
bataille de Loigny,卢瓦尼拉巴塔耶战役
Reyssouze,雷蘇茲河
Knutange,克尼唐日
Ternant,泰尔南
Sainte-Agnès,圣阿涅斯
Wangen,旺让
Le Chambon-sur-Lignon,利尼翁河畔勒尚邦
Oberrœdern,奥贝尔罗埃代尔恩
Pech-Luna,佩什吕纳
Remilly-en-Montagne,蒙塔尼地区雷米利
Toul,图勒
Le Verdon-sur-Mer,滨海勒韦尔东
Grouches-Luchuel,格鲁什-吕许埃勒
Castelner,卡斯泰尔内
Saint-Saulge,圣索日
Monlezun-d'Armagnac,蒙勒赞达马尼亚克
Grébault-Mesnil,格雷博梅尼勒
Le Capitole,卡比托勒号列车
aéroport de Bâle-Mulhouse-Fribourg,巴塞尔－米卢斯－弗赖堡欧洲机场
Mesmont,梅蒙
Grivillers,格里维莱尔
Arzviller,阿尔兹维莱尔
carnaval de Dunkerque,敦克爾刻狂歡節
futunien,福圖納語
auvergnat,奥弗涅方言
Matra,馬特拉
Grandcourt,格朗库尔
Saint-Jean-de-Bœuf,圣让德伯夫
Grosbois-en-Montagne,格罗布瓦昂蒙塔涅
Waldolwisheim,瓦尔多尔维赛姆
Prâlon,普拉隆
Montoillot,蒙图瓦约
bichelamar,比斯拉马语
carnaval de Limoux,利穆狂欢节
Mâlain,马兰
ndjuka,恩久卡語
Saint-Aubin-de-Cadelech,圣欧班德卡德莱什
Sorbs,索尔布
Saint-Anthot,圣昂托
Naujac-sur-Mer,滨海诺雅克
Institut national de la statistique et des études économiques,法国国家统计与经济研究所
mangarévien,曼加雷瓦語
rapa,拉帕语
paumotu,土阿莫土語
Beux,伯村
Henriville,亨利维尔
Saint-Mathieu-de-Tréviers,圣马蒂厄-德特雷维耶
Madirac,马迪拉克
Aubagnan,欧巴尼昂
Grécourt,格雷库尔
Béguey,贝盖
Flandre française,法國佛蘭德斯地區
Moustier-Ventadour,穆斯捷旺塔杜尔
Pezuls,珀聚勒
Ussac,于萨克
Crainvilliers,克兰维利耶
Vieilmoulin,维耶伊穆兰
Bayonne,巴约讷
Sombernon,松贝农
ligure,利古里亚语
Saint-Victor-sur-Ouche,乌什河畔圣维克托
Schœnau,舍诺
Cazillac,卡济亚克
Savigny-sous-Mâlain,萨维尼苏马兰
Hohengœft,奥恩格夫特
Ligier,利吉爾
Zœbersdorf,佐埃贝尔斯多尔
Sallebœuf,萨勒伯夫
Polynésie,玻里尼西亞
Augny,欧尼
Forces françaises de l'intérieur,法兰西内政军
fort de Douaumont,杜奥蒙要塞
gymnastique aux Jeux olympiques d'été de 1900,1900年夏季奧林匹克運動會體操比賽
Saint-Malo-en-Donziois,东齐瓦地区圣马洛
Wallis-et-Futuna,瓦利斯和富圖納
Saint-Germain-Chassenay,圣日耳曼-沙斯奈
Dolving,多尔万
Gueudecourt,格德库尔
Weiterswiller,韦泰尔斯维莱
Saint-Honoré-les-Bains,圣奥诺雷莱班
La Wantzenau,拉旺策诺
arrondissement de Montbard,蒙巴尔区
Gamaches,加马什
gascon,加斯科涅语
Weinbourg,韦恩堡
Bastia,巴斯蒂亚
Verrey-sous-Drée,韦雷苏德雷
champagne,香槟酒
Veyrines-de-Domme,韦里讷德多姆
résistance intérieure française,法國抵抗運動
Sainte-Marie-sur-Ouche,乌什河畔圣玛丽
Guerbigny,盖尔比尼
Puy-l'Évêque,皮莱韦克
Gézaincourt,热赞库尔
Grand-Laviers,大拉维耶
Goyencourt,瓜扬库尔
Saint-Léger-des-Vignes,圣莱热德维涅
Hauconcourt,欧孔库尔
Havange,阿旺日
Distroff,迪斯特罗夫
Saint-Julien-de-Lampon,圣于连德朗蓬
Alzing,阿尔赞
Ginchy,然希
Brouderdorff,布鲁代尔多夫
Le Kremlin-Bicêtre,勒克雷姆兰-比塞特尔
Glisy,格利西
Saint-Martin-sur-Nohain,诺安河畔圣马丹
Guébling,盖布兰
Gauville,戈维尔
Guébestroff,盖贝斯特罗夫
Saint-Hilaire-en-Morvan,莫尔旺地区圣伊莱尔
Frucourt,弗吕库尔
Pujols-sur-Ciron,锡龙河畔皮若勒
Saint-Péreuse,圣佩勒斯
Insming,安斯曼
Gratibus,格拉蒂比
région de France,法国大区
canal de l'Est,东部运河
Côte d'Albâtre,雪花石膏海岸
Gorges,戈尔日
sarphatique,查法蒂语
Jardin,雅尔丹
Les Lèches,莱莱什
13e régiment de dragons parachutistes,第13空降龍騎團
Lamarque,拉马克
13e demi-brigade de Légion étrangère,法國外籍兵團第13團
Guignemicourt,吉涅米库尔
Issy-les-Moulineaux,伊西萊穆利諾
Camblanes-et-Meynac,康布拉讷和梅纳克
Saint-Félix-de-Foncaude,圣费利德丰科德
canal du Nivernais,尼韦尔奈运河
Saint-Aunès,圣欧内斯
Saint-Martin-d'Heuille,圣马丹德耶
Salagnac,萨拉尼亚克
Tarquimpol,塔尔坎波勒
Gueschart,盖沙尔
canton de Villemomble,维勒蒙布勒县
Saint-Léger-de-Fougeret,圣莱热德富日雷
Waldhambach,瓦尔当巴克
Vibersviller,维贝尔斯维莱
Cellier-du-Luc,塞利耶迪吕克
Saint-Nabord,圣纳博尔
Saint-Laurent-l'Abbaye,圣洛朗拉拜
Gruny,格吕尼
Saint-Sulpice-d'Excideuil,圣叙尔皮斯-代克西德伊
Soussac,苏萨克
université de Strasbourg,斯特拉斯堡大学
Le Plagnal,勒普拉尼亚勒
Turckheim,蒂尔凯姆
Saint-Firmin,圣菲尔曼
université de Versailles-Saint-Quentin-en-Yvelines,凡尔赛大学
Saint-Pierre-le-Moûtier,圣皮埃尔勒穆捷
Saint-Hilaire-Fontaine,圣伊莱尔方丹
canton de Recey-sur-Ource,乌尔斯河畔勒塞县
canton de Semur-en-Auxois,欧苏瓦地区瑟米尔县
canton de Venarey-les-Laumes,沃纳雷莱洛姆县
Saint-Alban-en-Montagne,圣阿尔邦昂蒙塔涅
Laval-d'Aurelle,拉瓦勒多雷勒
Saint-Laurent-les-Bains,圣洛朗莱班
Froyelles,弗罗耶勒
Many,马尼
Saint-Laurent-la-Vallée,圣洛朗拉瓦莱
canton de Châtillon-sur-Seine,塞纳河畔沙蒂永县
canton de Laignes,莱涅县
canton de Montbard,蒙巴尔县
Zommange,佐芒日
Saint-Ouen-sur-Loire,卢瓦尔河畔圣旺
Rochepaule,罗什波勒
Saint-André-en-Vivarais,维瓦赖地区圣安德烈
Laveyrune,拉韦吕讷
Château-Rouge,鲁日堡
Grattepanche,格拉特庞什
Annot,阿诺特
Saint-Gratien-Savigny,圣格拉蒂安萨维尼
Saint-Père,圣佩尔
Brû,布吕
Gapennes,加佩讷
Les Aires,莱赛尔
Saint-Loup-des-Bois,圣卢
Frémery,弗雷默里
Saint-Lon-les-Mines,圣隆莱米讷
.fr,.fr
Saint-Franchy,圣弗朗希
Marange-Zondrange,马朗日-宗德朗日
Saint-Parize-en-Viry,圣帕里兹昂维里
Tulle,蒂勒
Messanges,梅桑日
Gorenflos,戈朗夫洛
Thicourt,蒂库尔
Saint-Pierre-du-Mont,圣皮埃尔迪蒙
Saint-Epvre,圣埃夫尔
canton d'Albert,阿尔贝县
Mugron,米格龙
AXA,安盛
Saulx,索村
Ars-sur-Moselle,摩泽尔河畔阿尔斯
Foucarmont,富卡蒙
prix Marcel-Duchamp,杜象獎
Téterchen,泰泰尔尚
Fresnes-en-Saulnois,索尔努瓦地区弗雷斯内
Syndicat français de la critique de cinéma,法國影評人聯合會
Vatimont,瓦蒂蒙
Valentigney,瓦朗蒂涅
communauté d’agglomération,城市圈公共社区
Beaurainville,博兰维尔
Cherbourg-Octeville,瑟堡-奥克特维尔
14e arrondissement de Paris,巴黎十四区
Saint-Agrève,圣阿格雷沃
Monze,蒙兹
Brenac,布勒纳克
prix Goncourt,龚古尔文学奖
Saint-Maurice,圣莫里斯
Artois,亞多亞
pas de Calais,多佛尔海峡
Lidrezing,利德勒赞
Albertville,阿尔贝维尔
famille Rothschild,羅斯柴爾德家族
Mars,马尔
gallo,加洛语
Saint-Germain-des-Bois,圣日耳曼德布瓦
Trèbes,特雷布
Saint-Quentin-sur-Nohain,诺安河畔圣康坦
.mf,.mf
Saint-Denis,聖但尼
Cavanac,卡瓦纳克
Lasbordes,拉斯博尔德
Maizières-lès-Metz,迈济耶尔莱梅斯
Bureau de recherches géologiques et minières,法国国家地质矿产研究院
langue d'oïl,奥依语
col de Saverne,萨韦尔讷岭
arrondissement de Torcy,托尔西区
Rasteau,拉斯托
Grivesnes,格里韦讷
Mélanésie,美拉尼西亞
Tournehem-sur-la-Hem,埃姆河畔图尔讷姆
Ley,莱村
Sanofi,赛诺菲
canton d'Ollioules,奥利乌勒县
île Clipperton,克利珀頓島
Somme,索姆河
Frères des écoles chrétiennes,喇沙會
Val-de-Roulans,瓦勒德鲁朗
Carquebut,卡尔克比
Saint-Jean-de-Paracol,圣让德帕拉科勒
Véraza,韦拉扎
Teting-sur-Nied,尼德河畔泰坦
Lindre-Haute,上兰德尔
Tincry,坦克里
Les Inconnus,莱斯·伊康努斯乐队
Maubeuge,莫伯日
conciergerie de Paris,巴黎古监狱
Tapisserie de Bayeux,贝叶挂毯
Lafage,拉法日
Blois,布卢瓦
Laneuveville-en-Saulnois,索尔努瓦地区拉纳弗维尔
Académie française,法兰西学术院
Escaut,斯海尔德河
Saint-Martin-du-Puy,圣马丹迪皮
Osmose Productions,滲透製作
Jumilhac-le-Grand,大瑞米亚克
Angers,昂热
Vaxy,瓦克西
Pettoncourt,佩通库尔
1er arrondissement de Marseille,马赛第一区
1er arrondissement de Paris,巴黎第一区
château de Champs-sur-Marne,马恩香榭城堡
Saint-Romain-la-Virvée,圣罗曼拉维尔韦
France aux Jeux olympiques d'été de 2012,2012年夏季奧林匹克運動會法國代表團
AS365 Dauphin,歐洲直升機公司 AS-365N2 海豚
Eurocopter AS350 Écureuil,松鼠一型直升機
Gouy,古伊
Les Peintures,莱潘蒂尔
projet d'aéroport du Grand Ouest,大西部机场计划
La Défense,拉德芳斯站
îles du Vent,向风群岛
Bannay,巴奈
Freistroff,弗雷斯特罗
Bagneux,巴涅
24 Heures du Mans,勒芒24小时耐力赛
Saint-Seurin-de-Cursac,圣瑟兰德屈尔萨克
Laudrefang,洛德勒方
Nœux-les-Mines,讷莱米讷
Besançon,贝桑松
Zaessingue,采桑格
Montséret,蒙特塞雷
canton d'Agde,阿格德县
Hémilly,埃米利
Vals-des-Tilles,瓦尔代蒂莱
préfecture de police de Paris,巴黎警察
Cannes,戛纳
AS565 Panther,AS565直升機
Guéblange-lès-Dieuze,盖布朗日莱迪约兹
bataille de Soissons,苏瓦松战役
stade du Moustoir,勒·茅斯托瓦球場
place des Quatre-Dauphins,四海豚广场
place de l'Hôtel-de-Ville,市政厅广场
Saint-Malo,圣马洛
arrondissement de Castres,卡斯特尔区
Bronvaux,布龙沃
Fouquenies,富克尼
Henridorff,亨利多夫
Fréchencourt,弗雷尚库尔
Montauban-de-Bretagne,布列塔尼地区蒙托邦
France aux Jeux olympiques d'hiver de 1924,1924年冬季奥林匹克运动会法国代表团
canton de Plateau d'Hauteville,普拉托多特维尔县
Lanans,拉南
Nexans,耐克森
Gaule,高卢
ATD Quart Monde,協助一切沮喪絕望者運動
ligne Maginot,马奇诺防线
Amou,阿穆
Rimons,里蒙
Marcillac,马西亚克
Frohen-sur-Authie,欧蒂河畔弗罗昂
Sainte-Florence,圣弗洛朗斯
Dannelbourg,达内尔堡
Bettange,贝唐日
1re armée,法國第1集團軍
1re division blindée,法国第1装甲师
voie des Fêtes et voie navette du métro de Paris,节日线
aéroport Saint‑Jean–Gustave III,聖巴泰勒米
Berthelming,贝特尔曼
ordre national de la Légion d'honneur,法國榮譽軍團勳章
Fédération internationale des traducteurs,国际翻译工作者联合会
club des Patineurs et Hockeyeurs Dijonnais,第戎冰球俱乐部
Melun Val de Seine,默伦塞纳河谷城市圈公共社区
