George Washington,조지 워싱턴
Paula Patton,폴라 패튼
Keyshia Cole,키샤 콜
Lynn Collins,린 콜린스
Stormy Daniels,스토미 대니얼스
Lisa Ann,리사 앤
June Carter Cash,준 카터 캐시
Majandra Delfino,마한드라 델피노
Azura Skye,아주라 스카이
Seann William Scott,숀 윌리엄 스콧
Robert Sean Leonard,로버트 숀 레너드
John Frankenheimer,존 프랭컨하이머
Frederick Douglass,프레더릭 더글러스
Laura Ramsey,로라 램지
Cree Summer,크리 서머
Mario Capecchi,마리오 카페키
Mimi Rogers,미미 로저스
Joanna Newsom,조애나 뉴섬
Kenneth G. Wilson,케네스 G. 윌슨
Wilhelm Weitling,빌헬름 바이틀링
Jaromír Weinberger,야로미르 베인베르거
James Cronin,제임스 왓슨 크로닌
Sienna Miller,시에나 밀러
Edie McClurg,에디 매클러그
Richard Fleischer,리처드 플라이셔
Shenae Grimes,셔네이 그라임스
Valentina Lisitsa,발렌티나 리시차
Margaux Hemingway,마고 헤밍웨이
Kristen Dalton (Miss USA),크리스틴 돌턴 (미스 USA)
Rogers Hornsby,로저스 혼즈비
Kath Soucie,캐스 수시
Anna Sui,애나 수이
Alison Sweeney,앨리슨 스위니
Steve Reich,스티브 라이히
Andrew Prine,앤드류 프린
Abraham Joshua Heschel,아브라함 J. 헤셸
Ellen Pompeo,엘런 폼페오
Shirley Booth,셜리 부스
Judy Holliday,주디 홀리데이
Tila Tequila,틸라 테킬라
Shawnee Smith,쇼니 스미스
Jeff Buckley,제프 버클리
Robert S. Mulliken,로버트 멀리컨
Clea DuVall,클리어 듀발
Julie Lynn Holmes,줄리 린 홈스
Marie Dressler,마리 드레슬러
Lynndie England,린디 잉글랜드
Barbara Bain,바버라 베인
Rosalyn Tureck,로잘린 투렉
Erica Leerhsen,에리카 리어슨
Jordan Mechner,조던 메크너
Carl Sandburg,칼 샌드버그
Taylor Momsen,테일러 맘슨
Jensen Ackles,젠슨 애클스
Brendan Fraser,브렌던 프레이저
Leonard Bloomfield,레너드 블룸필드
Albert O. Hirschman,앨버트 허쉬만
Sofia Coppola,소피아 코폴라
Crystal Renn,크리스털 렌
Mia Sara,미아 세라
Theresa Russell,테리사 러셀
Christie Brinkley,크리스티 브링클리
Scottie Pippen,스코티 피펜
Alan Greenspan,앨런 그린스펀
Emily Blunt,에밀리 블런트
L. J. Smith (author),L. J. 스미스
John Stith Pemberton,존 펨버턴
Mary Stuart Masterson,메리 스튜어트 마스터슨
Salomon Bochner,잘로몬 보흐너
Quincy Jones,퀸시 존스
Stella Stevens,스텔라 스티븐스
Adrienne Barbeau,에이드리엔 바보
Rosalind Chao,로절린드 차오
Adrienne Frantz,에이드리엔 프랜츠
Evelyn Keyes,에벌린 키스
Jaimie Alexander,제이미 알렉산더
Tony Scott,토니 스콧
Jack Palance,잭 팰런스
Elaine Chao,일레인 차오
William Hanna,윌리엄 해나
Lili Taylor,릴리 테일러
Rima Fakih,리마 파키
Amerie,에이머리
Arianna Huffington,애리애나 허핑턴
Dee Dee Bridgewater,디 디 브리지워터
Alex Morgan,앨릭스 모건
Annie Potts,애니 포츠
Allisyn Snyder,앨리신 애슐리 암
Anna Maria Perez de Tagle,애나 마리아 페레스 데 타그레
Jennifer Tisdale,제니퍼 티스데일
Ally Sheedy,앨리 시디
Kirby Grant,커비 그랜트
Alice Walker,앨리스 워커
Rachelle Lefevre,라셸 르페브르
Elisabeth Moss,엘리자베스 모스
Olesya Rulin,올레샤 루린
Patricia Arquette,퍼트리샤 아켓
Itzhak Perlman,이츠하크 펄먼
Donna Haraway,도나 해러웨이
Allison Schmitt,앨리슨 슈밋
Malese Jow,멀리스 자우
Helen Reddy,헬렌 레디
Catherine O'Hara,캐서린 오하라
Jena Malone,제나 멀론
Mamie Eisenhower,매미 아이젠하워
Helen Thomas,헬렌 토머스
James W. Marshall,제임스 W. 마셜
Loretta Young,로레타 영
John Hasbrouck Van Vleck,존 해즈브룩 밴블렉
Nicole Haislett,니콜 헤이즐렛
Grace Moore,그레이스 무어
Alyssa Campanella,앨리사 캄파넬라
Beatrix Loughran,베아트릭스 로우란
Mary Wickes,메리 윅스
Mary Rand,메리 랜드
Leah Pipes,리아 파이프스
Seyla Benhabib,세일라 벤하비브
Curtis Hanson,커티스 핸슨
Liz Sheridan,리즈 셰리던
Spencer Grammer,스펜서 그래머
Stonewall Jackson,스톤월 잭슨
Anneliese van der Pol,아넬리서 판데르폴
Judy Collins,주디 콜린스
Margaret Dumont,마거릿 듀몬트
Dominique Dunne,도미니크 던
Seychelle Gabriel,세이셸 게이브리얼
Beth Behrs,베스 베어스
Tori Amos,토리 에이머스
Steven Tyler,스티븐 타일러
Debra Wilson,데브라 윌슨
Garth Brooks,가스 브룩스
Nicky Hilton,니키 힐튼
Oliver Smithies,올리버 스미시스
Christine Jorgensen,크리스틴 조겐슨
Bessie Coleman,베시 콜먼
Ashley Scott,애슐리 스콧
Betsy Palmer,베치 파머
Francia Raisa,프랜시아 레이사
Michael Michele,마이클 미셸
Traci Bingham,트레이시 빙엄
Jenette Goldstein,제넷 골드스타인
Nas,나스
Joe Satriani,조 새트리아니
Hugh Hefner,휴 헤프너
Kaillie Humphries,케일리 험프리스
Debbie Allen,데비 앨런
Upton Sinclair,업턴 싱클레어
Gates McFadden,게이츠 맥패든
Charlaine Harris,샬레인 해리스
Amy Van Dyken,에이미 밴 다이켄
Lisa Lopes,레프트 아이
Colleen Dewhurst,콜린 듀허스트
Marilynne Robinson,마릴린 로빈슨
Vera-Ellen,베라엘런
Cassandra Peterson,카산드라 피터슨
Paul Butcher (actor),폴 버처
Roxann Dawson,록샌 도슨
Nichelle Nichols,니셸 니컬스
Lisa Blount,리사 블런트
Jana Kramer,제나 크레이머
Pat Proft,팻 프로프트
Frances Callier,프랜시스 콜리어
Debbie Reynolds,데비 레이놀즈
Bess Truman,베스 트루먼
Connie Francis,카니 프랜시스
Julia Grant,줄리아 그랜트
Lady Bird Johnson,레이디 버드 존슨
Frances Cleveland,프랜시스 클리블랜드
Sam Houston,샘 휴스턴
Paul Anka,폴 앵카
Roy Scheider,로이 샤이더
Benicio del Toro,베니시오 델 토로
Ludacris,루다크리스
Merrin Dungey,메린 던게이
Tom Wolfe,톰 울프
Steve Carell,스티브 커렐
Gabby Giffords,개브리엘 기퍼즈
Ne-Yo,니요
Frances Perkins,프랜시스 퍼킨스
Herbert Biberman,허버트 비버먼
Alexis Arquette,알렉시스 아켓
Erin Sanders,에린 샌더스
Harold Smith (diver),해럴드 스미스 (다이빙 선수)
Wiley Post,윌리 포스트
Erin Gray,에린 그레이
Aliana Lohan,앨리 로언
Melissa George,멀리사 조지
Sheryl Lee,셰릴 리
Dana Plato,다나 플래토
Jessica Marais,제시카 마레
Billy Joel,빌리 조엘
Gaston Strobino,개스턴 스트로비노
Maria Menounos,마리아 메노노스
Ginger Lynn,진저 린
Cathy Lee Crosby,캐시 리 크로스비
Barbara Gordon,바바라 고든
Louis E. Brus,루이스 E. 브루스
Samuel Barber,새뮤얼 바버
Kris Allen,크리스 앨런
L. Ron Hubbard,L. 론 허버드
Ronnie Coleman,로니 콜먼
Candace Bushnell,캔디스 부슈널
Brook Lee,브룩 리
Riley Keough,라일리 키오
Aimee Teegarden,에이미 티가든
"Peyton List (actress, born 1986)",페이턴 리스트 (1986년)
Russi Taylor,루시 테일러
Sean Combs,숀 콤스
Shannon Lucid,섀넌 루시드
Debbie Gibson,데비 깁슨
Jo Van Fleet,조 밴플리트
Fairuza Balk,페어루자 발크
Peggy Guggenheim,페기 구겐하임
Laura Benanti,로라 베넌티
Jennifer Hale,제니퍼 헤일
Elmer Clifton,엘머 클리프턴
Kathryn McCormick,캐스린 매코믹
Josh Hutcherson,조시 허처슨
Tony Levin,토니 레빈
Frank Campeau,프랭크 캠포
Howard Hesseman,하워드 헤스먼
Madeline Carroll,매들린 캐럴 (1996년)
KaDee Strickland,케이디 스트리클런드
Diane Lane,다이앤 레인
Ariana Richards,아리애나 리처즈
Carolina Herrera,카롤리나 에레라
Mamie Van Doren,마미 밴 도런
Marcia Wallace,마샤 월리스
Anna Nalick,애나 날릭
Rachel Corrie,레이철 코리
Justin Hartley,저스틴 하틀리
Josh Holloway,조시 홀러웨이
Paul Cohen,폴 코언
Katharine Drexel,가타리나 드렉셀
Ming-Na Wen,밍나 원
Lillian Hellman,릴리언 헬먼
Leontyne Price,레온타인 프라이스
Jenna Ushkowitz,제나 우슈코비츠
Mya (singer),마이아 (가수)
Vanessa Ferlito,버네사 페를리토
Jessy Schram,제시 슈람
Vicki Draves,비키 드레이브스
ODB (wrestler),제시카 크레사
Missi Pyle,미시 파일
Skylar Grey,스카일라 그레이
Allison Scagliotti,앨리슨 스카글리오티
Janet Yellen,재닛 옐런
Tawny Cypress,토니 사이프러스
Alice Faye,앨리스 페이
Tenskwatawa,텐스콰타와
Betty Thomas,베티 토머스
Carrie Bradshaw,캐리 브래드쇼
Joely Fisher,조엘리 피셔
Jo Stafford,조 스태퍼드
Becca Tobin,베카 토빈
Jerry Bruckheimer,제리 브룩하이머
Jane Russell,제인 러셀
Nikki Cox,니키 콕스
Gale Sondergaard,게일 손더가드
Elizabeth Montgomery,엘리자베스 몽고메리
Claire Trevor,클레어 트레버
Ann Sheridan,앤 쉐리던
Grant Wood,그랜트 우드
La Toya Jackson,라토야 잭슨
Rosalind Russell,로절린드 러셀
Alice Brady,앨리스 브레이디
Diana Gordon (singer),윈터 고든
G. D. Spradlin,G. D. 스프래들린
Betty Grable,베티 그레이블
Orson Scott Card,오슨 스콧 카드
Kenny Rogers,케니 로저스
Jimmie Johnson,지미 존슨
Carroll Baker,캐럴 베이커
Tiffany Darwish,티파니 다위시
Frances Conroy,프랜시스 콘로이
John B. Watson,존 B. 왓슨
Walter Gilbert,월터 길버트
Elizabeth McGovern,엘리자베스 맥거번
Pam Grier,팸 그리어
Sherwood Anderson,셔우드 앤더슨
Gail Kim,게일 킴
Leslie Carter,레슬리 카터
Googoosh,구구시
Sunny (singer),써니 (1989년)
Geoff Stults,제프 스털츠
Gretchen Mol,그레천 몰
April Bowlby,에이프릴 볼비
Aileen Wuornos,에일린 워노스
Vera Farmiga,베라 파미가
Titus O'Neil,타이터스 오닐
Russell Westbrook,러셀 웨스트브룩
William Walker (filibuster),윌리엄 워커
Joker (character),조커 (DC 코믹스)
Daniel Kahneman,대니얼 카너먼
Severo Ochoa,세베로 오초아
Indra Nooyi,인드라 누이
Tamika Catchings,타미카 캐칭스
Allison Mack,앨리슨 맥
Amandla Stenberg,어맨들라 스텐버그
David Letterman,데이비드 레터먼
Marnette Patterson,마넷 패터슨
Jorge Garcia,조지 가르시아
Tisha Campbell,티샤 캠벨마틴
Kelli Garner,켈리 가너
Jennifer Gareis,제니퍼 개러이스
Gail Devers,게일 디버스
Teri Garr,테리 가
John Edwards,존 에드워즈
Kate Voegele,케이트 보겔레
Theodore Schultz,시어도어 슐츠
Dianne Wiest,다이앤 위스트
Chester W. Nimitz,체스터 니미츠
Jessica Jung,제시카 (1989년)
Jennifer Esposito,제니퍼 에스포지토
Linda McMahon,린다 맥마흔
Nancy Sinatra,낸시 시나트라
Albert Claude,알베르 클로드
Barbara Alyn Woods,바버라 앨린 우즈
Wil Wheaton,윌 휘턴
B. Reeves Eason,B. 리브스 이슨
Gloria Vanderbilt,글로리아 밴더빌트
Jonathan Pollard,조나단 폴라드
Donna Tartt,도나 타트
Selma Blair,셀마 블레어
Alexander Berkman,알렉산더 버크먼
Jason Aldean,제이슨 올딘
Camille Paglia,커밀 팔리아
Ann Blyth,앤 블라이스
Joe Trohman,조 트로먼
Carol Burnett,캐럴 버넷
Gage Golightly,게이지 골라이틀리
Bebe Daniels,베베 대니얼스
Anne Shirley (actress),앤 셜리 (배우)
Skye McCole Bartusiak,스카이 매콜 바터시아크
Paul Bremer,폴 브레머
DJ Shadow,DJ 섀도
Kelsey Grammer,켈시 그래머
Eileen Chang,장아이링
Lawrence Lessig,로런스 레시그
Carole King,캐럴 킹
Rhea Perlman,레아 펄먼
C. J. Cherryh,C. J. 체리
Belinda Carlisle,벨린다 칼라일
Barbara Bach,바버라 바크
Tammy Wynette,태미 와이넷
Madeline Kahn,매들린 칸
Nathalia Ramos,나탈리아 라모스
Anita Baker,어니타 베이커
Josie Bissett,조시 비셋
Tyne Daly,타인 데일리
Eve Arden,이브 아덴
Joseph Whipp,조셉 윕
Agnes Ayres,애그니스 에어스
Lee Miller,리 밀러
Henry Plummer,헨리 플러머
Carly Schroeder,칼리 슈로더
Margo Harshman,마고 하시먼
Joey Ryan (wrestler),조이 라이언
Zhong Lin Wang,왕중린
Susan Peters,수전 피터스
Gracie Allen,그레이시 앨런
Mitzi Gaynor,미치 게이너
Kim Batten,킴 배튼
Marla Sokoloff,말라 소콜로프
Lori Singer,로리 싱어
Kristen Johnston,크리스틴 존스턴
Jane Wyatt,제인 와이어트
Linda Gray,린다 그레이
Coleman Hawkins,콜먼 호킨스
Otis Redding,오티스 레딩
Josh Groban,조쉬 그로반
Robert Morse,로버트 모스
Diane Ladd,다이앤 래드
Rosie Perez,로지 페레스
Anne Ramsey,앤 램지
Rosemary Radford Ruether,로즈메리 래드퍼드 류터
Zodiac Killer,조디악 킬러
Zoe Kazan,조 카잔
Zoe Lister-Jones,조이 리스터존스
Zoey Deutch,조이 도이치
Zoe McLellan,조이 매클렐런
Mariel Hemingway,매리얼 헤밍웨이
Jane Curtin,제인 커틴
Kathryn Grayson,캐스린 그레이슨
Tallulah Bankhead,털룰라 뱅크헤드
Maria Ouspenskaya,마리아 우스펜스카야
Buckethead,버킷헤드
Tamlyn Tomita,탬린 토미타
Leslie Easterbrook,레슬리 이스터브룩
Alana de la Garza,얼래나 데 라 가자
Becki Newton,베키 뉴턴
Rita Wilson,리타 윌슨
Irene Cara,아이린 카라
Betty Compson,베티 콤슨
Rosemary Harris,로즈메리 해리스
Monica Keena,모니카 키나
Megan Mullally,메건 멀랠리
Marilyn vos Savant,메릴린 보스 사반트
Frances Dee,프랜시스 디
Ellen Muth,엘런 뮤스
Ashley Jones,애슐리 존스
Verna Felton,버나 펠턴
Vartan Malakian,바탄 말라키안
Scotty McCreery,스코티 매크리리
Constance Bennett,콘스턴스 베넷
Barbara McClintock,바버라 매클린톡
Jonathan Banks,조너선 뱅크스
Cindy Crawford,신디 크로퍼드
James Biberi,제임스 비버리
Will Ferrell,윌 페럴
Karl Malone,칼 멀론
Alyson Hannigan,앨리슨 해니건
Jennifer Morrison,제니퍼 모리슨
Percival Lowell,퍼시벌 로웰
Bethany Hamilton,베서니 해밀턴
Helen Walton,헬렌 월턴
Jonas Salk,조너스 소크
Dian Fossey,다이앤 포시
Laura San Giacomo,로라 샌 자코모
Jay Leno,제이 레노
David Oyelowo,데이비드 오옐러워
Susan Strasberg,수전 스트래스버그
Anna Chlumsky,애나 클럼스키
Linda Cardellini,린다 카델리니
Maggie Grace,매기 그레이스
Alicia Silverstone,얼리시아 실버스톤
Leighton Meester,레이턴 미스터
Melinda Clarke,멀린다 클라크
Natasha Lyonne,너태샤 리온
Tim Cook,팀 쿡
Olivia Wilde,올리비아 와일드
Joshua Lederberg,조슈아 레더버그
Cheryl Ladd,셰릴 래드
Steven Strait,스티븐 스트레이트
Tom Welling,톰 웰링
Victoria Justice,빅토리아 저스티스
Blanchard Ryan,블랜처드 라이언
Lisa Nicole Carson,리사 니콜 카슨
Sean Stone,숀 스톤
Susan Flannery,수전 플래너리
Eileen Davidson,아일린 데이비드슨
Nina Hartley,니나 하틀리
Ray Cummings,레이먼드 킹 커밍스
Jennifer Taylor (actress),제니퍼 비니 테일러
Judith Miller,주디스 밀러
Nan Goldin,낸 골딘
Stefanie Powers,스테퍼니 파워스
Sarah Steele,사라 스틸
Iman (model),이만 압둘마지드
Amy Lowell,에이미 로웰
Lindsey McKeon,린지 매키언
Deborah Shelton,데버라 셸턴
Angela Bettis,앤절라 베티스
Gina Philips,지나 필립스
Madeleine Martin,매들린 마틴
Jacqueline Emerson,재클린 에머슨
J (South Korean singer),제이 (가수)
Nelly,넬리
Brad Guzan,브래드 구잔
"Peyton List (actress, born 1998)",페이턴 리스트 (1998년)
Roger Y. Tsien,로저 첸
Lexi Randall,렉시 랜들
Jayne Meadows,제인 메도스
Frank Morgan,프랭크 모건
Cobie Smulders,코비 스멀더스
Debra Jo Rupp,데브라 조 럽
Eleanor Powell,엘리너 파월 (배우)
Kristen Cloke,크리스틴 클로크
Cecily von Ziegesar,세실리 본 지게사
Dominique Swain,도미니크 스웨인
Michael V. Gazzo,마이클 V. 가조
Linda B. Buck,린다 B. 벅
Samuel L. Mitchill,새뮤얼 미칠
Betty Field,베티 필드
Laura Allen,로라 앨런
Makenzie Vega,매켄지 베가
Brandi Chastain,브랜디 채스테인
Brooke Tessmacher,브룩 애덤스 (프로레슬링 선수)
Carly Fiorina,칼리 피오리나
Susana Martinez,수재나 마르티네스
Hilary Rhoda,힐러리 로다
Rosemary Kennedy,로즈마리 케네디
Joyce Compton,조이스 콤프턴
Michael Dell,마이클 델
Columbus Short,콜럼버스 쇼트
Andreas Papandreou,안드레아스 파판드레우
Rosalynn Carter,로절린 카터
Felicia Day,펄리샤 데이
Tina Majorino,티나 메이저리노
Judith Butler,주디스 버틀러
Jane Jacobs,제인 제이콥스
Michelle Wie West,미셸 위
Miranda July,미란다 줄라이
Iris Chang,아이리스 장
Monica Potter,모니카 포터
Adam Hicks,애덤 힉스
Johnathon Schaech,조너선 셱
Natalie Zemon Davis,내털리 지먼 데이비스
Thomas Ian Nicholas,토머스 이언 니컬러스
James McHenry,제임스 맥헨리
Brooke Burns,브룩 번스
Christy Canyon,크리스티 캐니언
Sabrina Bryan,사브리나 브라이언
Martina McBride,마티나 맥브라이드
Tyson Gay,타이슨 게이
Meredith Eaton,메러디스 이튼
Nicholas Sparks,니컬러스 스파크스
Dennis Quaid,데니스 퀘이드
Lindsay Price,린지 프라이스
Janelle Monáe,저넬 모네이
America Ferrera,아메리카 페레라
Elizabeth Banks,엘리자베스 뱅크스
Sheryl Crow,셰릴 크로
Alexa Nikolas,알렉사 니컬러스
Lucius Shepard,루시어스 셰퍼드
Alice Greczyn,앨리스 그레친
Jim Caviezel,짐 커비즐
Robert Moog,로버트 모그
Nancy Marchand,낸시 마천드
Martha Chase,마사 체이스
Allie DeBerry,앨리 디베리
Florence Lawrence,플로렌스 로렌스
Tim Howard,팀 하워드
Melody Gardot,멜로디 가르도
Marin Hinkle,매린 힝클
Adrianne Curry,에이드리언 커리
Willa Holland,윌라 홀랜드
Camryn Manheim,캠린 맨하임
Mary Fallin,메리 팰린
Barbara Barrie,바버라 배리
Loni Anderson,로니 앤더슨
Una Merkel,우나 머켈
Nicholas Hammond,니컬러스 해먼드
Millie Perkins,밀리 퍼킨스
James Wong Howe,제임스 웡 호우
Ruby Dee,루비 디
Stanisław Ulam,스타니스와프 울람
Edward Albee,에드워드 올비
Rebbie Jackson,레비 잭슨
Anaïs Nin,아나이스 닌
Adrienne Shelly,에이드리엔 셸리
Heidi Montag,하이디 몬태그
Madison Pettis,매디슨 페티스
Margaret Fuller,마거릿 풀러
Lisa Leslie,리사 레슬리
Margaret Truman,마거릿 트루먼
Sandra Faber,샌드라 페이버
Lana Turner,라나 터너
Anwar al-Awlaki,안와르 알아울라키
Barbara Bonney,바바라 보니
Dan Fogelberg,댄 포글버그
