日本,일본
立山町,다테야마정
箱根町,하코네정
外房線,소토보선
壮瞥町,소베쓰정
日高本線,히다카 본선
飯舘村,이타테촌
蕨市,와라비시
レベルファイブ,LEVEL-5
川内町・(愛媛県),가와우치정 (에히메현)
日本の文化,일본의 문화
備前市,비젠시
重信町,시게노부정
日本のポルノ,일본의 포르노그래피
2000年シドニーオリンピックの柔道競技,2000년 하계 올림픽 유도
中富良野町,나카후라노정
五霞町,고카정
グランドスラム・東京,도쿄 그랜드슬램 유도대회
東大寺,도다이지
秦野市,하다노시
兵庫県立大学,효고 현립 대학
日本の琵琶,비와
第20回参議院議員通常選挙,제20회 일본 참의원 의원 통상선거
清水市,시미즈시
ねじれ国会,네지레 국회
第2次森内閣・(改造・中央省庁再編後),제2차 모리 내각 개조내각 (중앙 성청 개편 후)
第37回衆議院議員総選挙,제37회 일본 중의원 의원 총선거
航空自衛隊,항공자위대
高徳院,고토쿠인
第44回衆議院議員総選挙,제44회 일본 중의원 의원 총선거
1964年東京オリンピックのメダル受賞数一覧,1964년 하계 올림픽 메달 집계
鳴門市,나루토시
中部国際空港,주부 국제공항
奄美群島,아마미 군도
奥尻島,오쿠시리섬
ISO・3166-2:JP,ISO 3166-2:JP
霊屋,타마야
大山崎町,오야마자키정
東屯田通停留場,히가시톤덴도리 정류장
あま市,아마시
日本国と中華人民共和国との間の平和友好条約,중일평화우호조약
古川市,후루카와시
松山市,마쓰야마시
盛岡市,모리오카시
可児郡,가니군
薩摩藩,사쓰마번
東浦町,히가시우라정
印旛郡,인바군
鵜沼宿,우누마주쿠
有田町,아리타정
浅草神社,아사쿠사 신사
第一三共,다이이찌산쿄
猪苗代町,이나와시로정
AKB48劇場,AKB48 극장
多度津駅,다도쓰역
JR,JR
黒岩駅,구로이와역
小沢駅,고자와역
蕨岱駅,와라비타이역
鷲ノ巣信号場,와시노스 신호장
二股駅,후타마타역 (홋카이도)
AKABEiSOFT2,아카베소프트2
石倉駅,이시쿠라역
静岡鉄道静岡清水線,시즈오카 철도 시즈오카시미즈선
山崎駅・(北海道),야마사키역
北豊津信号場,기타토요쓰역
中ノ沢駅,나카노사와역
伊豆急行線,이즈 급행선
横須賀市,요코스카시
宇都宮市,우쓰노미야시
熱郛駅,넷푸역
本石倉駅,혼이시쿠라역
富士屋ホテル,후지야 호텔
Lump・of・Sugar,Lump of Sugar
いりなか駅,이리나카역
伊豆諸島,이즈 제도
野田生駅,노다오이역
箱根・駒ヶ岳ロープウェー,하코네 고마가타케 로프웨이
三種の神器・(電化製品),삼종신기 (가전제품)
名古屋市立大学,나고야 시립 대학
重陽,중양절
関西外国語大学,간사이 외국어대학
半田市,한다시
鹿嶋市,가시마시 (이바라키현)
豊中市,도요나카시
伊豆の国市,이즈노쿠니시
井原市,이바라시
宇陀市,우다시
日本車輌製造,닛폰차량제조
大日駅,다이니치역
2001年世界水泳選手権,2001년 세계 수영 선수권 대회
東北本線,도호쿠 본선
黒川駅・(愛知県),구로카와역 (아이치현)
矢場町駅,야바초역
東別院駅,히가시베쓰인역
紀伊国,기이국
名城公園駅,메이조코엔역
福田康夫内閣,후쿠다 야스오 내각
清水駅・(静岡県),시미즈역 (시즈오카현)
千種駅,지쿠사역
荒畑駅,아라하타역
山越駅,야마코시역
浅草花やしき,하나야시키
東急百貨店,도큐 백화점
横浜・八景島シーパラダイス,요코하마 핫케이지마 시 파라다이스
紀伊山地,기이 산지
スーパーダッシュ文庫,슈퍼 대시 문고
21・21・DESIGN・SIGHT,21 21 DESIGN SIGHT
磐田駅,이와타역 (시즈오카현)
ガイナックス,가이낙스
日蓮正宗,일련정종
第18回参議院議員通常選挙,제18회 일본 참의원 의원 통상선거
山形国際ドキュメンタリー映画祭,야마가타 국제 다큐멘터리 영화제
新馬場駅,신반바역
大江戸温泉物語,오에도온센 모노가타리
八田駅,핫타역
岩塚駅,이와쓰카역
庄内通駅,쇼나이도리역
星ヶ丘駅・(愛知県),호시가오카역 (아이치현)
上社駅,가미야시로역
浅間町駅,센겐초역
池下駅,이케시타역
一社駅,잇샤역
日本の教育,일본의 교육
スケバン,스케반
豊後国,분고국
渋川駅,시부카와역
ボンズ・(アニメ制作会社),본즈 (기업)
筑後国,지쿠고국
美濃国,미노국
摂津国,셋쓰국
覚王山駅,가쿠오잔역
新栄町駅・(愛知県),신사카에마치역 (아이치현)
川名駅,가와나역 (아이치현)
小田急50000形電車,오다큐 전철 50000형 전동차
新宿コマ劇場,신주쿠 코마 극장
旭駅・(千葉県),아사히역 (지바현)
東静岡駅,히가시시즈오카역
笠岡市,가사오카시
新宿住友ビルディング,신주쿠 스미토모 빌딩
新宿NSビル,신주쿠 NS 빌딩
後楽園球場,고라쿠엔 구장
豊田市,도요타시
母島,하하지마섬
竹富島,다케토미섬
バスケットボール女子日本リーグ,일본 여자 농구 리그
国立駅,구니타치역
安八町,안파치정
仙台市地下鉄,센다이시 지하철
天満駅,덴마역
宇部市,우베시
倉敷市,구라시키시
キャメロット・(ゲーム会社),카멜롯 (기업)
109・(商業施設),109 (건축물)
金沢大学,가나자와 대학
第5回先進国首脳会議,제5회 G7 정상회의
TV・FUN,APF TV Fun
海士町,아마정
二本松市,니혼마쓰시
広島市立大学,히로시마 시립 대학
丸森町,마루모리정
小学館漫画賞,쇼가쿠칸 만화상
流通経済大学,류쓰케이자이 대학
新宿,신주쿠
神戸電鉄,고베 전철
海部郡・(愛知県),아마군
古河市,고가시 (이바라키현)
鹿屋体育大学,가노야 체육 대학
1998年長野オリンピックのスノーボード競技,1998년 동계 올림픽 스노보드
石垣市,이시가키시
M-flo,M-flo
Taspo,Taspo
神楽岡駅,가구라오카역
昆布駅,곤부역
蘭越駅,란코시역
森駅・(北海道),모리역 (홋카이도)
落部駅,오토시베역
谷中霊園,야나카 령원
石谷信号場,이시야역
植田駅・(名古屋市),우에다역 (아이치현)
ポケモンジェット,포켓몬 제트
中野市,나카노시
伊予市,이요시
中央区・(神戸市),주오구 (고베시)
府中市・(広島県),후추시 (히로시마현)
JR福知山線脱線事故,JR 후쿠치야마선 탈선 사고
赤塚駅,아카쓰카역 (이바라키현)
馬橋駅,마바시역
四国大学,시코쿠 대학
常陸大宮市,히타치오미야시
駒ヶ根市,고마가네시
院政,원정 (일본사)
日本の政治,일본의 정치
国府津駅,고즈역 (가나가와현)
リブレ・(企業),리브레 (출판사)
前橋市,마에바시시
磐城国,이와키국 (메이지 시대)
日活,닛카쓰
江南駅・(愛知県),고난역 (아이치현)
福井市,후쿠이시
硫黄島・(東京都),이오섬
大坂の陣,오사카 전투
鳥島・(八丈支庁),도리시마섬 (이즈 제도)
オリコン,오리콘
BEGIN・(バンド),BEGIN (음악 그룹)
りんくうタウン,린쿠타운
駿河国,스루가국
昭和町駅・(香川県),쇼와초역 (가가와현)
伊勢国,이세국
岡山市,오카야마시
琵琶湖,비와호
高知市,고치시
鎌倉市,가마쿠라시
松阪市,마쓰사카시
丸亀市,마루가메시
伊賀市,이가시
今治市,이마바리시
六甲山,롯코산
小郡市,오고리시
レクシスネクシス,렉시스
長与町,나가요정
東京地下鉄,도쿄 지하철 (기업)
鹿島市,가시마시 (사가현)
東京ゲームショウ,도쿄 게임 쇼
岩泉町,이와이즈미정
保土ヶ谷宿,호도가야슈쿠
社会民主党・(日本・1996-),사회민주당 (일본)
第32回衆議院議員総選挙,제32회 일본 중의원 의원 총선거
国縫駅,군누이역
黒松内駅,구로마쓰나이역
王政復古・(日本),왕정복고의 대호령
本場所,혼바쇼
安食駅,아지키역
民主党・(日本・1998-2016),"민주당 (일본, 1998년)"
竹原市,다케하라시
七ヶ浜町,시치가하마정
国立国会図書館,국립국회도서관
三陸海岸,산리쿠 연안
1972年ミュンヘンオリンピックの柔道競技,1972년 하계 올림픽 유도
伊勢神宮,이세 신궁
泉南市,센난시
オリンパス,올림푸스
福島第二原子力発電所,후쿠시마 제2 원자력 발전소
草津線,구사쓰선
岩国藩,이와쿠니번
胆振支庁,이부리 지청
SENGOKU・RAIDEN・CHAMPIONSHIP,센고쿠 라이덴 챔피언십
留萌支庁,루모이 지청
上大岡駅,가미오오카역
貨幣博物館,화폐박물관 (일본)
江田島市,에타지마시
江戸城,에도성
八幡浜市,야와타하마시
高松市,다카마쓰시
桜井線,사쿠라이선
大原郡,오하라군
早川駅,하야카와역
鴨宮駅,가모노미야역 (가나가와현)
光明寺・(太宰府市),고묘젠지
根府川駅,네부카와역
貴生川駅,기부카와역
梅屋敷駅・(東京都),우메야시키역 (도쿄도)
櫛田神社・(福岡市),구시다 신사 (후쿠오카시)
館林駅,다테바야시역
真鶴駅,마나즈루역
鳥取市,돗토리시
旭川市,아사히카와시
和歌山市,와카야마시
餅,모찌
栗原市,구리하라시
名古屋市美術館,나고야시 미술관
阪急電鉄,한큐 전철
北茨城市,기타이바라키시
雌阿寒岳,메아칸산
Verbatim,버바팀
内海町・(香川県),우치노미정
小諸市,고모로시
茅野市,지노시
四国中央市,시코쿠추오시
大和高田市,야마토타카다시
常陸太田市,히타치오타시
元赤坂,모토아카사카
新横浜ラーメン博物館,신요코하마 라멘 박물관
岡谷市,오카야시
稲敷市,이나시키시
伊豆箱根鉄道,이즈하코네 철도
東京都美術館,도쿄도 미술관
柏駅,가시와역
三河島駅,미카와시마역
大磯駅,오이소역
駒ヶ岳駅,고마가타케역
日本テレビ放送網,닛폰 TV 방송망
大山観光電鉄大山鋼索線,오야마 케이블카
東関東自動車道,히가시칸토 자동차도
レッスルキングダム・(プロレス興行),레슬킹덤
三井記念美術館,미쓰이 기념미술관
東山駅・(北海道),히가시야마역 (홋카이도)
桂川駅・(北海道),가쓰라가와역 (홋카이도)
アメヤ横丁,아메야요코초
赤坂サカス,아카사카 사카스
姫川信号場,히메카와역 (홋카이도)
津市,쓰시
アジアリーグアイスホッケー,아시아리그 아이스하키
牛丼,규동
大津市,오쓰시
北緯38度線,북위 38도
隠岐諸島,오키 제도
富里市,도미사토시
岩見沢市,이와미자와시
千歳市,지토세시
伊達市・(北海道),다테시 (홋카이도)
石狩市,이시카리시
山手線,야마노테선
鳥栖駅,도스역
羽曳野市,하비키노시
守口市,모리구치시
神栖市,가미스시
アルファ・システム,알파 시스템
三次市,미요시시 (히로시마현)
津久見市,쓰쿠미시
ソフトバンクグループ,소프트뱅크 그룹
五島市,고토시
新庄市,신조시
貝殻島,시그날니섬
潮来市,이타코시
甲府市,고후시
国会・(日本),일본 국회
なにわの海の時空館,나니와 바다의 시공관
豊予海峡,호요 해협
会津鉄道,아이즈 철도
豊田駅,도요다역
本宮市,모토미야시
大創産業,다이소
能登半島,노토반도
三方ヶ原の戦い,미카타가하라 전투
中川郡・(天塩国),나카가와군 (데시오국)
近鉄奈良線,긴테쓰 나라선
江坂駅,에사카역
マキタ,마끼다
八坂神社,야사카 신사
田沢湖駅,다자와코역
瀬戸内市,세토우치시
湘南ベルマーレ,쇼난 벨마레
十勝支庁,도카치 지청
上川支庁,가미카와 지청
根室支庁,네무로 지청
紋別市,몬베쓰시
釧路支庁,구시로 지청
檜山支庁,히야마 지청
日高支庁,히다카 지청
善隣教,선린교
大垣藩,오가키번
石狩支庁,이시카리 지청
上九一色村,가미쿠이시키촌
空知支庁,소라치 지청
キネティックノベル,키네틱 노벨
きのさき・(列車),기노사키 (열차)
高田藩,다카다번
渡島支庁,오시마 지청 (홋카이도)
稚内駅,왓카나이역
自由民主党の派閥,자유민주당의 파벌
後志支庁,시리베시 지청
海老名駅,에비나역
明石藩,아카시번
宗谷支庁,소야 지청
沖縄社会大衆党,오키나와 사회대중당
ジャパンラグビーリーグワン,JAPAN RUGBY LEAGUE ONE
徳重駅・(名古屋市),도쿠시게역
国鉄203系電車,일본국유철도 203계 전동차
十三駅,주소역
池田駅・(大阪府),이케다역 (오사카부)
三国駅・(大阪府),미쿠니역 (오사카부)
石橋阪大前駅,이시바시한다이마에역
工画堂スタジオ,코가도 스튜디오
第46回衆議院議員総選挙,제46회 일본 중의원 의원 총선거
神沢駅,가미사와역 (아이치현)
相生山駅,아이오이야마역
鳴子北駅,나루코키타역
埼玉スタジアム2002,사이타마 스타디움 2002
アムールプレート,아무르판
熱田神宮,아쓰타 신궁
アクワイア・(ゲーム会社),어콰이어 (기업)
美瑛駅,비에이역
札樽自動車道,삿손 자동차도
日野自動車,히노 자동차
道東自動車道,도토 자동차도
道央自動車道,도오 자동차도
三菱鉛筆,미쓰비시 연필
福井駅・(福井県),후쿠이역 (후쿠이현)
静岡県小笠山総合運動公園スタジアム,시즈오카 스타디움
CHEMISTRY,CHEMISTRY (음악 그룹)
大分スポーツ公園総合競技場,쇼와 덴코 돔 오이타
ロッテグループ,롯데그룹
下関市,시모노세키시
日本の警察,일본의 경찰
