Idioma catalán,加泰罗尼亚语
Castell de Mur,卡斯特利德穆尔
Parque Güell,桂尔公园
Villava,比利亚瓦
Zorraquín,索拉金
Requejo (Zamora),雷克霍
Ceutí,塞乌蒂
Golpe de Estado en España de 1981,1981年西班牙未遂政变
Teatro Campos Elíseos,香榭丽舍剧院·(毕尔巴鄂)
Cabriel,卡夫列爾河
Primera División de España 2010-11,2010–11賽季西班牙足球甲級聯賽
Tribunal Supremo (España),最高法院·(西班牙)
Río Cidacos,錫達科斯河
Río Arga,阿爾加河
Río Aragón,阿拉贡河
Río Ega,埃加河
Río Najerilla,納赫里利亞河
Río Mijares,米哈雷斯河
Río Turia,圖里亞河·(西班牙)
Alcolea del Río,滨河阿尔科莱阿
Rubiana,鲁维亚
Brieva de Cameros,布列瓦德卡梅罗斯
La Carolina,拉卡罗利纳
Catedral de la Santa Cruz (Cádiz),加的斯主教座堂
Villaluenga del Rosario,比利亚伦加-德尔罗萨里奥
Alquiza,阿尔基萨
Ibieca,伊维耶卡
Batalla de Munda,蒙達戰役
Navaleno,纳瓦莱诺
Toques,托克斯
Guadarrama (Madrid),瓜达拉马
Arzúa,阿尔苏阿
Carral,卡拉尔·(西班牙)
Frumales,弗鲁马莱斯
Bandera de Castilla-La Mancha,卡斯提爾-拉曼查旗幟
Cualedro,夸莱德罗
Villanueva de Bogas,博加斯新镇
Diócesis de Ciudad Real,天主教雷阿爾城教區
Aeropuerto de Menorca,梅诺卡机场
La Bisbal de Falset,拉维斯瓦尔德法尔塞特
Torre PwC,普華永道大樓
Aeropuerto de Melilla,梅利利亚机场
Llombay,利翁瓦伊
Macastre,马卡斯特雷
Liria,利里亚
Yátova,亚托瓦
Estación de Madrid-Chamartín-Clara Campoamor,馬德里查馬丁車站
Pedralba (Valencia),佩德拉尔瓦·(巴伦西亚省)
Río Huerva,韋爾瓦河
Estación de Atocha,马德里阿托查车站
Río Gállego,加列戈河
Río Jiloca,希洛卡河
Zoológico de Barcelona,巴塞罗那动物园
Utebo,乌特沃
Batalla de las Navas de Tolosa,拉斯纳瓦斯·德·托洛萨会战
Torre Cepsa,西班牙國家石油大樓
Tremedal de Tormes,特雷梅达尔德托尔梅斯
El Mirón,埃尔米龙
Consejo General del Poder Judicial,司法权总委员会
La Estrella (Toledo),莱斯特雷利亚
Algarra,阿尔加拉
Río Cinca,辛卡河
Río Guadalope,瓜達洛佩河
Río Segre,塞格雷河
Entrena,恩特雷纳
Noguera Pallaresa,諾格拉帕利亞雷薩河
Río Ésera,埃塞拉河
Noguera Ribagorzana,諾格拉里瓦戈薩納河
Río Matarraña,馬塔拉尼亞河
Santa Eufemia del Barco,圣欧费米娅-德尔巴科
Orusco de Tajuña,塔胡尼亚河畔奥鲁斯科
Torrevieja,托雷维耶哈
Las Omañas,拉索马尼亚斯
Castilforte,卡斯蒂尔福尔特
Villamediana,比利亚梅迪亚纳
Torrejoncillo,托雷洪西略
Gastronomía del País Vasco,巴斯克飲食
Cañizo (Zamora),卡尼索
Lloréns,略伦斯斯德尔佩内德斯
Horta de San Juan,奥尔塔德桑特霍安
El Rosal (Pontevedra),埃尔罗萨尔
Torquemada (Palencia),托尔克马达·(市镇)
Valhermoso de la Fuente,巴尔埃尔莫索德拉丰特
Búger,布赫尔
Fuentes de Rubielos,丰特斯德鲁维耶洛斯
Cordillera Prelitoral Catalana,加泰羅尼亞前海岸山脈
Umbrete,温夫雷特
Morcín,莫尔辛
Segunda División de España 2004-05,2004年至2005年西班牙足球乙级联赛
Socovos,索科沃斯
Segunda División de España 2002-03,2002年至2003年西班牙足球乙级联赛
Ribarroja del Turia,里瓦-罗哈德图里亚
Anexo:Gran Premio de Europa de 2011,2011年欧洲大奖赛
Tratado de los Pirineos,比利牛斯條約
Río Alhama (afluente del Ebro),阿拉马河
ISO 3166-2:ES,ISO·3166-2:ES
Río Jalón,哈隆河
Estadio de Riazor,里亚索球场
Club Deportivo Tenerife,特內里費體育會
Costa Brava,布拉瓦海岸
Tour de Francia 2009,2009年环法自行车赛
Cazorla,卡索尔拉
Universidad Complutense de Madrid,马德里康普顿斯大学
Club Polideportivo Ejido,埃希多体育
Club de Fútbol Villanovense,比利亚诺文塞足球俱乐部
Foncea,丰塞亚
Vilarrodona,比拉-罗多纳
Oveja merina,美利奴羊
Portezuelo (Cáceres),波特苏埃洛·(卡塞雷斯省)
Universidad de Barcelona,巴塞罗那大学
Cortes Generales,西班牙國會
Adiós (Navarra),阿迪奥斯
Puertas (Salamanca),普埃尔塔斯
Lucena del Cid,卢塞纳德尔西德
Batalla de Ocaña,奧卡尼亞戰役
Sierra de los Filabres,菲拉布雷斯山脈
Sierra de la Carrasqueta,卡拉斯克塔山脈
Serie 252 de Renfe,西班牙国铁252型电力机车
Zotes del Páramo,索特斯德尔帕拉莫
Quintanilla del Molar,金塔尼利亚德尔莫拉尔
Universidad Ramon Llull,拉蒙·柳利大学
Universidad Pompeu Fabra,庞培法布拉大学
Bien de interés cultural (España),西班牙國家文物古蹟
Los Santos (Salamanca),洛桑托斯
Gimenells i el Pla de la Font,希梅内利斯和埃尔普拉德拉丰特
Anexo:Monarcas de Asturias,阿斯图里亚斯君主列表
Plaza de toros de La Malagueta,马拉加斗牛场
Estación Espacial Internacional,国际空间站
Guerra de Devolución,遗产战争
Bárig,巴尔斯
Aeropuerto de La Gomera,戈梅拉机场
Aranda de Moncayo,阿兰达德蒙卡约
Primera División de España 2002-03,2002–03赛季西班牙足球甲级联赛
Alcublas,阿尔库夫拉斯
Monserrat (Valencia),蒙塞拉特·(巴伦西亚省)
Barbens,巴尔文斯
Arcaya,阿爾凱亞
Becerril de la Sierra,贝塞里尔-德拉谢拉
Marquina-Jeméin,马尔基纳-赫门
Priaranza del Bierzo,普里亚兰萨德尔维耶尔索
Tour de Francia 2005,2005年环法自行车赛
Segunda División de España 1976-77,1976年至1977年西班牙足球乙级联赛
Cabañas Raras,卡瓦尼亚斯拉拉斯
Ardón (León),阿尔东·(莱昂省)
Universidad Politécnica de Madrid,马德里理工大学
Desastre aéreo de Tenerife,特內里費空難
Comarca del Eume,欧梅县
Primera División de España 1997-98,1997–98赛季西班牙足球甲级联赛
Tarifa,塔里法
España en el Festival de la Canción de Eurovisión Junior,西班牙在歐洲青少年歌唱大賽之歷年表現
Bandera de Canarias,加那利群島旗幟
Primera División de España 1943-44,1943–44赛季西班牙足球甲级联赛
Fútbol Club Barcelona (femenino),巴塞罗那足球俱乐部女队
San Martín de Valderaduey,巴尔德拉杜埃河畔圣马丁
Santibáñez el Bajo,下桑蒂瓦涅塞尔
Teulada,特乌拉达
Primera División de España 1930-31,1930-31赛季西班牙足球甲级联赛
Deportivo Alavés,阿拉维斯体育
Castrillón,卡斯特里利翁
Blancafort,布兰卡福尔特
Membrillera,门夫里列拉
La Calzada de Béjar,拉卡尔萨达德韦哈尔
El Bosque (España),埃尔博斯克
Magaña,马加尼亚
Corvera de Asturias,科尔韦拉德阿斯图里亚斯
Zuheros,苏埃罗斯
Zuya,苏亚·(阿拉瓦省)
Fasnia,法斯尼亚
Llosa de Ranes,拉略萨德拉内斯
Zumaya,苏马亚
Primera División de España 1976-77,1976–77赛季西班牙足球甲级联赛
La Antigua (León),兰蒂瓜
Fresno de la Vega,弗雷斯诺德拉韦加
Boca de Huérgano,博卡德韦尔加诺
El Burgo Ranero,埃尔武尔戈拉内罗
Almanza,阿尔曼萨·(莱昂省)
Cangas de Onís,坎加斯德奥尼斯
Los Barrios de Luna,卢纳河畔洛斯巴里奥斯
Zubizuri,祖毕祖里桥
Bustillo del Páramo,布斯蒂略德尔帕拉莫
Zufre,苏夫雷
Acebedo,阿塞韦多
Algadefe,阿尔加德费
Unión Deportiva Vecindario,贝辛达里奥足球俱乐部
Ariañy,阿里亚尼
Fuencarral-El Pardo,丰卡拉尔-埃尔帕尔多区
Valcarlos,巴尔卡洛斯
Torrico,托里科
Povedilla,波韦迪利亚
Atienza,阿蒂恩萨
Pampaneira,潘潘埃拉
Villahermosa del Río,比利亚埃尔莫萨德尔里奥
Ansoáin,安索艾恩
Sierra de Alcaraz,阿爾卡拉斯山脈
Aeropuerto de Palma de Mallorca,马略卡岛帕尔马机场
Hinojosa del Duque,伊诺霍萨-德尔杜克
Copa Intercontinental 2000,2000年洲際盃
Arico,阿里科
Sopelana,索佩拉纳
Santa Úrsula,圣乌尔苏拉
Universidad CEU Cardenal Herrera,CEU埃雷拉主教大学
Sierra Nevada (España),內華達山脈·(西班牙)
Cabreros del Río,卡夫雷罗斯德尔里奥
Brazuelo,布拉苏埃洛
Berlanga del Bierzo,贝尔兰加德尔维耶尔索
Itálica,意大利迦
Grañén,格拉年
Burón (León),布龙·(莱昂省)
Bercianos del Páramo,贝尔西亚诺斯德尔帕拉莫
Bercianos del Real Camino,贝尔西亚诺斯德尔雷亚尔卡米诺
Alija del Infantado,阿利哈德林凡塔多
Boñar,博尼亚尔
Caravaca de la Cruz,卡拉瓦卡德拉克鲁斯
Catedral de Sevilla,塞维利亚主教座堂
Deyá,德亚
Valdilecha,巴尔迪莱查
Fornelos de Montes,福尔内洛斯德蒙特斯
Inmigración china en España,西班牙華人
Nevada (Granada),内瓦达
Ogíjares,奥希哈雷斯
Pungín,蓬欣
Casas del Puerto,卡萨斯德尔普埃尔托德维利亚托罗
Tibidabo,蒂比達博山
San Esteban del Valle,圣埃斯特万德尔瓦列
Oimbra,奥因布拉
Orduña,奥尔杜尼亚
Alfoz de Bricia,阿尔福斯德夫里西亚
La Bola,拉博拉
Fanlo,凡洛
Primera División de España 1950-51,1950–51赛季西班牙足球甲级联赛
Sitio de Zaragoza (1809),第二次薩拉戈薩圍城戰
Ibdes,伊夫德斯
Nogueruelas,诺格鲁埃拉斯
Palacio de la Zarzuela,萨苏埃拉宫
Mandayona,曼代奥纳
Ramiranes,拉米拉斯
Liñola,利尼奥拉
Pozo-Lorente,波索-洛伦特
Pozuelo (Albacete),波苏埃洛
Pozo Cañada,波索卡尼亚达
Riópar,里奥帕尔
Pétrola,彼得罗拉
ESCP Business School,ESCP欧洲高等商学院
Trienio Liberal,自由三年
Metro de Barcelona,巴塞罗那地铁
Segunda División de España 1955-56,1955年至1956年西班牙足球乙级联赛
Segunda División de España 1997-98,1997年至1998年西班牙足球乙级联赛
Magaluf,马加鲁夫
Panoramio,Panoramio
Ciudad de las Artes y las Ciencias,藝術科學城
Villanueva de Oscos,奥斯科斯新镇
Segunda División de España 2001-02,2001年至2002年西班牙足球乙级联赛
Observatorio de Sierra Nevada,内华达山脉天文台
Coirós,科伊罗斯
Udías,乌迪亚斯
Olesa de Bonesvalls,奥莱萨-德博内斯瓦尔斯
Gemuño,赫穆尼奥
Asturiano (asturleonés de Asturias),阿斯图里亚斯语
Acueducto de Segovia,塞哥维亚输水道
Torre de Hércules,海格力斯塔
Padul,埃尔帕杜尔
Sumbilla,孙比利亚
Plasencia,普拉森西亞
Segunda División de España 1935-36,1935年至1936年西班牙足球乙级联赛
Primera División de España 1975-76,1975–76赛季西班牙足球甲级联赛
Mendata,门达塔
Pájara,帕哈拉
Bahía de Cádiz,加的斯湾·(小)
La Puebla de Almoradiel,阿尔莫拉迭尔镇
Guadix,瓜迪斯
Primera División de España 2007-08,2007–08赛季西班牙足球甲级联赛
Tudela,图德拉
Estadio de San Mamés (1913),圣马梅斯球场·(1913年)
La Morera,拉莫雷拉
Olvera,奥尔维拉
Salou,萨洛·(塔拉戈纳省)
Magaz de Pisuerga,马加斯德皮苏埃尔加
Santa Margarita y Monjós,圣玛格丽塔和蒙霍斯
Primera División de España 1944-45,1944–45赛季西班牙足球甲级联赛
Cotobad,科托瓦德
Azofra (La Rioja),阿索夫拉
Beceite,贝塞特
Vitigudino,比蒂古迪诺
Segunda División de España 1990-91,1990年至1991年西班牙足球乙级联赛
Primera División de España 2008-09,2008–09賽季西班牙足球甲級聯賽
Batalla de Alba de Tormes (1809),托尔梅斯河畔阿尔瓦之战
Generalife,赫内拉利费宫
Bujaraloz,布哈拉洛斯
Plaza de toros de Valencia,巴伦西亚斗牛场
Castejón de Monegros,卡斯特洪德莫内格罗斯
Cobeña (Madrid),科韦尼亚
Dima,迪马
Torrehermosa,托雷埃尔莫萨
Irijo,伊里霍
Real Monasterio de San Lorenzo de El Escorial,埃斯科里亚尔修道院
Auditorio de Tenerife,特内里费礼堂
Ciurana,休拉纳
Ikurriña,巴斯克旗幟
Países Catalanes,加泰隆尼亞語地區
Otívar,奥蒂瓦尔
Nívar,尼瓦尔
Villalbilla de Burgos,比利亚尔维利亚德武尔戈斯
Villa de Otura,奥图拉
Orce,奥尔塞
Villacañas,比利亚卡尼亚斯
Cózar,科萨尔
Mas de Barberáns,马斯德瓦尔韦兰斯
Águilas,阿吉拉斯
Extremeño (lingüística),埃斯特雷馬杜拉語
Selección de rugby de España,西班牙國家橄欖球隊
Segunda División de España 1998-99,1998年至1999年西班牙足球乙级联赛
Álora,阿洛拉
Alcalá de Gurrea,古雷阿堡
Mirandilla,米兰迪利亚
Bularros,布拉罗斯
Primera División de España 1986-87,1986–87赛季西班牙足球甲级联赛
Andújar,安杜哈尔
Villanueva del Rebollar de la Sierra,雷沃利亚尔德拉谢拉新镇
Hontanaya,翁塔奈阿
Samboal,桑沃阿尔
Herradón de Pinares,埃拉东德皮纳雷斯
Abajas,阿瓦哈斯
San Pedro del Romeral,圣佩德罗德尔罗梅拉尔
Nigüelas,尼圭拉斯
Alós de Balaguer,阿洛斯德瓦拉格尔
Itero del Castillo,伊特罗德尔卡斯蒂略
Río Llobregat,略夫雷加特河
Río Francolí,弗蘭科利河
Río Cardener,卡爾德內爾河
Río Ter,特爾河
Río Tordera,托爾德拉河
Guerra de Castilla (Borneo),卡斯蒂利亞戰爭
Río Fluviá,弗盧維亞河
Distrito de San Martín (Barcelona),聖馬提區
Taifa de Denia,德尼亞泰法
Segunda División de España 1930-31,1930年至1931年西班牙足球乙级联赛
Garganta la Olla,加尔甘塔劳利亚
Villar de Torre,托雷村
Campotéjar,坎波特哈尔
Soto del Barco,索托德尔瓦尔科
Palacio Real de Aranjuez,阿蘭胡埃斯王宮
Negrilla de Palencia,内格里利亚德帕伦西亚
Lejona,莱霍纳
Rojales,罗哈莱斯
Valdelarco,巴尔德拉尔科
Carabaña,卡拉瓦尼亚
Sotillo (Segovia),索蒂略
Múgica (España),穆希卡
Hoyo de Manzanares,奥约-德曼萨纳雷斯
Villanueva de Gómez,戈麦斯新镇
Alcántara de Júcar,阿尔坎特拉德克苏克尔
Cruz procesional,遊行十字架
Camponaraya,坎波纳拉亚
Diócesis de Gerona,天主教赫罗纳教区
Historia del Real Madrid Club de Fútbol,皇家马德里足球俱乐部历史
Campeonato Mundial de Bádminton de 2006 - Dobles masculino,2006年世界羽毛球錦標賽男子雙打項目
Almonaster la Real,阿尔莫纳斯特尔拉雷亚尔
Campeonato Mundial de Balonmano Masculino de 2013,2013年世界男子手球錦標賽
Masó,拉马索
Idiomas de España,西班牙语言
Liga Europa de la UEFA 2013-14,2013–14年歐霸盃
Asociación de Academias de la Lengua Española,西班牙語學院協會
Maspujols,马斯普霍尔斯
Llíber,利韦尔
Arenales de San Gregorio,阿雷纳莱斯德圣格雷戈里奥
Peñafiel,佩尼亚菲耶尔
Valdenuño Fernández,巴尔德努尼奥费尔南德斯
Panda Security,Panda·Security
Castañeda (Cantabria),卡斯塔涅达
El Acebrón,埃拉塞夫龙
Segunda División de España 1971-72,1971年至1972年西班牙足球乙级联赛
Pedernales (Vizcaya),佩德纳莱斯·(比斯开省)
Mezquita-catedral de Córdoba,科尔多瓦主教座堂
Vuelta a España,环西自行车赛
Gandía,甘迪亚
Línea 11 (Metro de Madrid),馬德里地鐵11號線
Sotés,索特斯
La Iglesuela del Tiétar,莱格莱苏埃拉
Santa Pola,圣波拉
Club Gimnàstic de Tarragona,塔拉戈納體操
Ituero de Azaba,伊图埃罗德亚萨瓦
Canals (Valencia),卡纳尔斯
Hombrados,翁夫拉多斯
Arellano,阿雷利亚诺
Elda,埃尔达
Anexo:Premio Concha de Plata a la mejor dirección,最佳導演銀貝殼獎
Bolsas y Mercados Españoles,西班牙證券市場公司
Morón de la Frontera,莫龙-德拉弗龙特拉
Masroig,埃尔马斯罗伊格
Idioma valenciano,巴倫西亞語
Meis,梅斯·(蓬特韦德拉省)
Universidad Católica de Murcia Club de Fútbol,梅西亞天主教大學足球會
España en el Festival de la Canción de Eurovisión,西班牙在欧洲歌唱大赛之历年表现
Duruelo,杜鲁埃洛
Barcarrota,巴尔卡罗塔
Alanís,阿拉尼斯
Air Comet,彗星航空
Senant,塞南·(塔拉戈纳省)
El Cubo de Don Sancho,埃尔库沃德东桑乔
Primera División de España 1966-67,1966–67赛季西班牙足球甲级联赛
Castrojeriz,卡斯特罗赫里斯
Ibi,伊维·(阿利坎特省)
Río Alcanadre,阿爾卡納德雷河
San Adrián (Navarra),圣阿德里安
Foyos,福伊奥斯
Yurreta,尤雷塔
Serie 276 de Renfe,西班牙国铁276型电力机车
Puerto de Santa Cruz de Tenerife,圣克鲁斯-德特内里费港
Donamaría,唐娜玛丽亚
Siglo de Oro,西班牙黄金时代
Jete,赫特
Perafort,佩拉福特
La Galera,拉加莱拉
Serie 100 de Renfe,西班牙国铁100型电力动车组
Villagonzalo Pedernales,比利亚贡萨洛佩德尔纳莱斯
Benisanet,贝尼萨内特
Añover de Tajo,阿尼奥韦尔德塔霍
Musques,穆斯克斯
Segura (Guipúzcoa),塞古拉
Firgas,菲尔加斯
Aldea del Fresno,弗雷斯诺村
Canalejas de Peñafiel,卡纳莱哈斯德佩尼亚菲耶尔
Millares,米利亚雷斯
Catedral de San Cristóbal de La Laguna,拉拉古纳主教座堂
Idioma caló,卡洛语
Ayora (España),艾奥拉
Quesa,克萨·(西班牙市镇)
Basílica de Nuestra Señora de la Candelaria,坎德拉里亚圣殿
Segunda División de España,西班牙足球乙级联赛
Supercopa de Europa 1997,1997年欧洲超级杯
Nombre español,西班牙语姓名
Comarca de Ferrol,费罗尔县
Bienvenida (Badajoz),比恩贝尼达
Primera División de España 1971-72,1971–72赛季西班牙足球甲级联赛
Ajamil de Cameros,阿哈米尔德卡梅罗斯
Mocejón,莫塞洪
Belorado,贝洛拉多
Segunda División de España 1932-33,1932年至1933年西班牙足球乙级联赛
Villafranca del Cid,锡德自由镇
Banco Popular Español,西班牙人民銀行
Irura,伊鲁拉
Buenache de la Sierra,布埃纳切德拉谢拉
Benafarces,贝纳法尔塞斯
Zabalza,萨瓦尔萨
Idioma gótico,哥德語
Rosal de la Frontera,罗萨尔-德拉弗龙特拉
Aller,阿列尔
Falset,法尔塞特
Dosaiguas,杜埃赛格斯
Grisel,格里塞尔
Valacloche,巴拉克洛切
Urueña,乌鲁埃尼亚
Tuenti,Tuenti
Fines,菲内斯
Navia (Asturias),纳维亚
La Puebla de Montalbán,蒙塔尔万镇
Limpias,林皮亚斯
Frades de la Sierra,弗拉德斯德拉谢拉
Casas de los Pinos,卡萨斯德洛斯皮诺斯
Serie 251 de Renfe,西班牙國鐵251型電力機車
Albero Bajo,下阿尔韦罗
Partido Obrero de Unificación Marxista,马克思主义统一工人党
Medellín (España),麦德林·(巴达霍斯省)
Rodoñá,罗多尼亚
Tramacastiel,特拉马卡斯铁尔
María de la Salud,玛丽亚德拉萨卢德
Pla de Santa María,埃尔普拉德圣马里亚
Teide,泰德峰
Puerto del Rosario,罗萨里奥港
Primera División de España 1942-43,1942–43赛季西班牙足球甲级联赛
Aeropuerto de Zaragoza,薩拉戈薩機場
Ley de Memoria Histórica de España,歷史記憶法
Cenia,拉塞尼亚
Valdecasa,巴尔德卡萨
Pitillas,皮蒂利亚斯
Primera División de España 1945-46,1945–46赛季西班牙足球甲级联赛
Estrecho de Gibraltar,直布羅陀海峽
Archidiócesis de Madrid,天主教马德里总教区
Lebrija (Sevilla),莱夫里哈
Gran Vía de las Cortes Catalanas,加泰罗尼亚议会大道
Castillo de Bellver,贝利韦尔城堡
Segunda División de España 1982-83,1982年至1983年西班牙足球乙级联赛
Gascón (occitano),加斯科涅语
Herreros de Suso,埃雷罗斯德苏索
Valdevacas y Guijar,巴尔德瓦卡西吉哈尔
Ayelo de Rugat,阿耶洛德鲁加特
Zapardiel de la Ribera,萨帕尔迭尔德拉里韦拉
Vallclara,巴利克拉拉
Peleas de Abajo,下佩莱阿斯
Congreso de los Diputados,眾議院·(西班牙)
Palacio de Deportes de la Comunidad de Madrid,馬德里自治區體育中心
Retamal de Llerena,雷塔马尔德列雷纳
Peligros,佩利格罗斯
Vianos,比亚诺斯
Villa de Ves,贝斯镇
Clariana de Cardener,克拉里亚纳德卡尔德内尔
Villamalea,比利亚马莱亚
Dosbarrios,多斯瓦里奥斯
Supercopa de Europa 1989,1989年欧洲超级杯
Atarazanas Reales de Barcelona,巴塞隆納皇家造船廠
Palazuelos de Eresma,帕拉苏埃洛斯德埃雷斯马
Arancón,阿兰孔
Pomer,波梅尔
Torneo Internacional de Ajedrez Ciudad de Linares,利纳雷斯国际象棋超级大赛
Villardiegua de la Ribera,比利亚尔迭瓜德拉里韦拉
.es,.es
Peñarroya de Tastavins,佩尼亚罗亚德塔斯塔温斯
Pinos Genil,皮诺斯赫尼尔
Santa Ana (Cáceres),圣阿纳
Pórtugos,波尔图戈斯
Bidegoyan,比德戈扬
Betelu,贝特卢
Diócesis de Mondoñedo-Ferrol,天主教蒙多涅多-費羅爾教區
Arrancudiaga,阿兰库迪亚加
