Osasco,奥萨斯库
Folha de S.Paulo,聖保羅頁報
Guajará-Mirim,瓜亞拉米林
São José dos Ausentes,圣若泽-杜斯奥森蒂斯
Mariana,馬里亞納
Canguçu,坎古苏
Santa Vitória do Palmar,圣维多利亚-杜帕尔马
Mogeiro,莫热鲁
Aeroporto Internacional de Belém,瓦爾德坎斯國際機場
João Costa,若昂科斯塔
Buritizal,布里蒂扎尔
Arceburgo,阿尔塞堡
Itamarandiba,伊塔马兰迪巴
Tupanciretã,图潘西雷唐
Desterro do Melo,德斯特鲁-杜梅鲁
Ji-Paraná,日帕拉納
Santo Antônio da Patrulha,圣安东尼奥-达帕特鲁利亚
Rolante,罗兰蒂
Várzea Grande (Mato Grosso),大瓦爾澤亞
Nova Hartz,新哈茨
São José do Rio Pardo,帕尔杜河畔圣若泽
Três Coroas,特雷斯科罗阿斯
Rio Tapajós,塔帕若斯河
Parque Nacional das Emas,埃马斯国家公园
Itapitanga,伊塔皮坦加
Nepomuceno,内波穆塞努
Rio do Pires,里约杜皮雷斯
Vale S.A.,淡水河谷
Maracanaço,烏拉圭對巴西·(1950年國際足協世界盃)
Juazeiro (Bahia),茹阿澤魯
Regiões do Brasil,巴西地理分区
Natércia (Minas Gerais),纳特尔西亚
Morro Reuter,莫鲁雷乌蒂尔
Pitangui,皮坦吉
Nova Petrópolis,新彼得罗波利斯
Parobé,帕罗贝
Catanduva,卡坦杜瓦
Castanhal,卡斯塔尼亞爾·(帕拉州)
Patos de Minas,帕图斯迪米纳斯
Jari (Rio Grande do Sul),雅里
Cachoeiro de Itapemirim,伊塔佩米林河畔卡舒埃魯
Três Corações,特雷斯科拉松伊斯
Serra Negra (São Paulo),塞拉内格拉
Nova Araçá,新阿拉萨
Itacurubi,伊塔库鲁比
Flores da Cunha,弗洛里斯-达库尼亚
Boa Vista do Sul,南博阿维斯塔
Passos (Minas Gerais),帕苏斯
Portão (Rio Grande do Sul),波尔唐
Unibanco,巴西聯合銀行
Itararé,伊塔拉雷
Iconha,伊科尼亞
Orizânia,奥里扎尼亚
Madre de Deus de Minas,马德里迪德乌斯迪米纳斯
Fernando Prestes,费尔南多-普雷斯特斯
Irati (Santa Catarina),伊拉蒂·(聖卡塔琳娜州)
Minador do Negrão,米纳多-杜内格朗
São Bento (Paraíba),聖本圖·(帕拉伊巴州)
Rio Aripuanã,阿里普阿南河
Criciúma,克里西烏馬
Nilópolis,尼洛波利斯
Ivoti,伊沃蒂
Valparaíso de Goiás,戈亚斯州瓦尔帕莱索
Itaara,伊塔阿拉
Lindoia,林多亚
Ivorá,伊沃拉·(巴西)
Pontão,蓬唐
Maquiné,马基内
Caraguatatuba,卡拉瓜塔图巴
Presidente Epitácio,埃皮塔西奥总统城
Itanhaém,伊塔尼亚恩
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,里約熱內盧聯邦科技教育中心
São Valentim do Sul,南圣瓦伦廷
Cotiporã,科蒂波朗
Restinga Sêca,雷斯廷加塞卡
Protásio Alves (Rio Grande do Sul),普罗塔西奥阿尔韦斯
Putinga,普廷加
Aeromóvel,空气动力铁路
Auditório Ibirapuera,伊比拉布埃拉大礼堂
Seleção Brasileira de Futebol Feminino,巴西國家女子足球隊
Metrô de Porto Alegre,阿雷格里港地鐵
Lages,拉热斯·(圣卡塔琳娜州)
José Gonçalves de Minas,若泽贡萨尔维斯-迪米纳斯
Vargem Alta,上大瓦爾任
Rio Parnaíba,帕納伊巴河
Conceição do Rio Verde,韦尔迪河畔康塞桑
Doresópolis,多雷索波利斯
Águas Formosas,阿瓜斯福莫萨斯
Nambiquaras,南比夸拉族
Usina Hidrelétrica de Furnas,福爾納斯水庫
Arroio Trinta,阿罗约特林塔
Guaporé,瓜波雷
Novo Barreiro,新巴雷鲁
Guarani das Missões,瓜拉尼-达斯米松伊斯
Vargeão,瓦尔热昂
São Sebastião (São Paulo),聖塞巴斯蒂昂·(聖保羅州)
Ilha de Itamaracá,伊塔马拉卡
Lagoa dos Três Cantos,拉戈阿-杜斯特雷斯坎图斯
São José do Inhacorá,圣若泽-杜伊尼亚科拉
Tocantinópolis,托坎蒂诺波利斯
Setubinha,塞图比尼亚
Palmitos,帕尔米图斯
Fernando Pedroza,費南多-佩德羅薩
Dois Lajeados,多伊斯拉热阿杜斯
Frei Paulo,弗雷保羅
Linha 2 do Metrô de São Paulo,聖保羅地鐵2號線
Carlos Barbosa,卡洛斯-巴尔博萨
Santa Tereza,圣特雷扎
Silveira Martins,锡尔韦拉马丁斯
Jeceaba,热塞阿巴
Alto Bela Vista,上贝拉维斯塔
União do Oeste,西乌尼昂
Balneário Arroio do Silva,巴尔内阿里奥阿罗约杜西尔瓦
Paial,帕亚尔
Apiúna,阿皮乌纳
Marcelino Ramos,马塞利努拉穆斯
Barra do Guarita,巴拉杜瓜里塔
Cacequi,卡塞基
Iraí (Rio Grande do Sul),伊拉伊
São Miguel do Oeste,西圣米格尔
Balneário Gaivota,巴内阿里约盖沃塔
Romelândia,罗梅兰迪亚
Iporã do Oeste,西伊波朗
Divinolândia,迪维诺兰迪亚
Serrinha (Rio Grande do Norte),塞里尼亞·(北里約格朗德州)
Pico da Bandeira,班代拉峰
Dionísio Cerqueira,迪奥尼西奥塞尔凯拉
Serra Alta,上塞拉
Campo Erê,坎波埃莱
Lindóia do Sul,南林多亚
Presidente Getúlio,热图利乌总统镇
Saudades (Santa Catarina),绍达迪斯
Japurá (Amazonas),雅普拉·(亞馬遜州)
São Miguel da Boa Vista,圣米格尔-达博阿维斯塔
Entre-Ijuís,恩特里-伊茹伊斯
Pinheiro Machado (Rio Grande do Sul),皮内鲁马沙杜
Inhambupe,伊尼扬布皮
Fundão (Espírito Santo),豐當·(聖埃斯皮里圖州)
Umuarama,乌穆阿拉马
Iporanga,伊波兰加
Araguaçu,阿拉瓜苏
Mesquita (Rio de Janeiro),梅斯基塔·(里約熱內盧州)
Israelândia,伊斯拉埃兰迪亚
Ilha Fiscal,菲斯卡爾島
Santana da Ponte Pensa,圣安娜-达蓬蒂彭萨
Iracema do Oeste,西伊拉塞马
Forquilha,福基利亚
Teutônia,特乌托尼亚
Marques de Souza,马基斯迪索扎
Guará (São Paulo),瓜拉
Roque Gonzales,罗克贡扎利斯
Tunápolis,图纳波利斯
Mondaí,蒙达伊
Ipumirim,伊普米林
Guabiruba,瓜比鲁巴
Tigrinhos,蒂格里纽斯
Ascurra,阿斯库拉
Arvoredo,阿尔沃雷多
Cachoeira (Bahia),卡舒埃拉
Nova Santa Rita (Rio Grande do Sul),新聖麗塔·(南里奧格蘭德州)
Muitos Capões,穆伊图斯卡蓬伊斯
Cipotânea,锡波塔内阿
Francisco Beltrão,弗朗西斯科貝爾特朗
Extremoz,埃斯特雷穆斯
Acidente radiológico de Goiânia,戈亞尼亞事故
Erval Grande,大埃瓦尔
Barão de Grajaú,巴朗-迪格拉雅乌
Jundiaí do Sul,南容迪亚伊
Prelazia de Itaituba,天主教伊泰图巴自治监督区
Araçariguama,阿拉萨里瓜马
Porto Real,雷亚尔港
Pacajá,帕卡雅
Paranacity,帕拉纳西蒂
Imbé,因贝
Capão Bonito do Sul,南卡龐博尼圖
Copa América de 1983,1983年美洲國家盃
Gabriel Monteiro,加布里埃尔蒙泰鲁
Serrania,塞拉尼亚
Cesário Lange,塞萨里乌兰日
Catuípe,卡图伊佩
Padre Carvalho,卡瓦略神父鎮
Campo Belo,坎普贝卢
José Bonifácio (São Paulo),若澤博尼法西烏·(聖保羅州)
Condeúba,孔德乌巴
Wanderley (Bahia),温特利
Alfredo Chaves,阿爾弗雷多沙維斯
Quatro Irmãos,四兄弟鎮
São José do Peixe,圣若泽-杜佩谢
Trindade (Goiás),特林达迪·(巴西)
Itajubá,伊塔茹巴
Corumbaíba,科伦拜巴
Carinhanha,卡里尼亚尼亚
Goianápolis,戈亚纳波利斯
Ourinhos,欧里尼奥斯
Guarani de Goiás,戈亚斯州瓜拉尼
Simonésia,锡莫内西亚
Girau do Ponciano,吉劳-杜蓬西亚努
Vargem Grande do Sul,南大瓦尔任
Córrego do Ouro,科雷古-杜欧鲁
Vitória de Santo Antão,维多利亚-迪圣安唐
Riversul,里韦尔苏尔
Bonito (Mato Grosso do Sul),博尼塔·(南馬托格羅索州)
Nova Bassano,新巴萨努
Silvânia,锡尔瓦尼亚
Marechal Deodoro (Alagoas),德奥多鲁元帅镇
Pirajuí,皮拉茹伊
Candói,坎多伊
Igreja Nova (Alagoas),新伊格雷雅
Vale Verde (Rio Grande do Sul),瓦利韦尔迪
São Lourenço (Minas Gerais),圣洛伦索·(米纳斯吉拉斯州)
Estância Velha,旧埃斯坦西亚
Monte Alegre dos Campos,蒙蒂阿莱格里-杜斯坎波斯
Itapiranga (Santa Catarina),伊塔皮蘭加·(聖卡塔琳娜州)
Sabará,萨巴拉
Serra do Tumucumaque,图穆库马克山脉
Morungaba,莫伦加巴
Senador Canedo,卡内杜参议员镇
Jacupiranga,雅库皮兰加
Parque Nacional do Itatiaia,伊塔蒂艾亚国家公园
Peritiba,佩里蒂巴
Ponta do Seixas,蓬度塞沙斯
Madre de Deus (Bahia),马德里-迪德乌斯
Glorinha,格洛里尼亚
João Monlevade,若昂蒙莱瓦迪
Itacaré,伊塔卡雷
Ubatuba,乌巴图巴
Pirapó,皮拉波
Alfredo Marcondes,阿尔弗莱多马尔孔德斯
Fátima do Sul,南法蒂馬
Cândido Sales,坎迪杜萨利斯
Sandovalina,桑多瓦利纳
Balneário Camboriú,巴内阿里约坎博里乌
Doutor Severiano,塞韦里亚努博士镇
São Pedro do Butiá,圣佩德罗-杜布蒂亚
Caravelas (Bahia),卡拉韦拉斯
Nova Prata,新普拉塔
Nova Palma,新帕尔马
Faxinal do Soturno,法希纳尔-杜索图努
Salvador das Missões,萨尔瓦多-达斯米松伊斯
Nova Alvorada,新阿尔沃拉达
Ituporanga,伊图波兰加
Santiago do Sul,南圣地亚哥
Dom Bosco (Minas Gerais),唐博斯库
Piracanjuba,皮拉坎茹巴
Cruz Alta (Rio Grande do Sul),上克鲁斯
Jaupaci,雅乌帕西
Novo Brasil,新巴西·(戈亞斯州)
Palmeiras de Goiás,戈亚斯州帕尔梅拉斯
Corumbá de Goiás,戈亚斯州科伦巴
Cerro Grande,大塞罗
Lajeado do Bugre,拉热阿杜-杜布格里
Boa Vista das Missões,博阿维斯塔达斯米索埃斯
São Paulo das Missões,圣保罗-达斯米松伊斯
Chapada (Rio Grande do Sul),沙帕达
Rio dos Índios,里奥杜斯印第乌斯
Nova Boa Vista,新博阿维斯塔
Campos Borges,坎波斯博尔热斯
Jaboticaba,雅博蒂卡巴
Vicente Dutra,圣维森特杜特拉
Vale Real,瓦利雷阿尔
Itatiba do Sul,南伊塔蒂巴
Itatiaiuçu,伊塔蒂亚尤苏
Ipameri,伊帕梅里
Vila Olímpia,奥林匹亚村
Ibirapuã,伊比拉普阿
Cumari,库马里
Rio Abunã,阿布南河
Barbalha,巴巴利亚
Placas,普拉卡斯
Rubiácea (São Paulo),鲁比亚塞阿
Santa Clara do Sul,南圣克拉拉
Itatiba,伊塔蒂巴
Nova Brasilândia,新布拉西兰迪亚
Ocauçu,奥考苏
Chapada de Areia,沙帕达-迪阿雷亚
Chapada dos Guimarães (Mato Grosso),沙帕达-杜斯吉马朗伊斯
Jesúpolis,热苏波利斯
Resplendor,雷斯普伦杜
Alegria (Rio Grande do Sul),阿莱格里亚
Sete de Setembro,九月七日镇
Conceição de Macabu,马卡布河畔康塞桑
Ministro Andreazza,安德烈亞扎部長鎮
Campeonato Mundial de Basquetebol Feminino de 2006,2006年世界女子籃球錦標賽
Timbó (Santa Catarina),廷博
Moiporá,莫伊波拉
Heitoraí,埃托拉伊
Parnamirim (Rio Grande do Norte),帕納米林·(北里約格朗德州)
Guapó,瓜波
Pontifícia Universidade Católica do Rio Grande do Sul,南大河天主教大學
Chiapetta,希亚佩塔
Várzea (Rio Grande do Norte),瓦爾澤亞·(北里約格朗德州)
Encruzilhada do Sul,南恩克鲁济利亚达
Política de boa vizinhança,睦邻政策
Terezópolis de Goiás,戈亚斯州特雷佐波利斯
Cunha Porã,库尼亚波拉
Coronel Freitas,弗雷塔斯上校镇
Morro da Fumaça,莫鲁-达富马萨
Viadutos (Rio Grande do Sul),维亚杜图斯
Viseu (Pará),維塞烏·(帕拉州)
Passa e Fica,帕萨和菲卡
Paiva,派瓦
Itaporã do Tocantins,托坎廷斯州伊塔波朗
Parambu,帕兰布
Caiuá,凯瓦
Boa Vista do Tupim,博阿维斯塔-杜图平
Antonina,安东尼娜
Criciúma Esporte Clube,克里西乌马竞技俱乐部
Forças Armadas do Brasil,巴西武装力量
Augusto Pestana (Rio Grande do Sul),奥古斯托佩斯塔纳
Sinagoga Kahal Zur Israel,卡哈尔祖尔以色列犹太会堂
Mogi Mirim,莫吉米林
Caibi,凯比
São Bernardino,圣贝纳迪努
Nova Itaberaba,新伊塔贝拉巴
Itapoá,伊塔波阿
Carazinho,卡拉济纽
Cerro Branco,塞罗布兰科
Paverama,帕韦拉马
Novo Cabrais,新卡布赖斯
Albertina (Minas Gerais),阿尔贝蒂娜
Inhumas,伊纽马斯
Campestre de Goiás,戈亚斯州坎佩斯特里
Tabaí,塔巴伊·(南大河州)
Nova Bréscia,新布雷西亚
Pantano Grande,大潘塔努
Arroio do Meio,阿罗约多梅约
Bom Retiro do Sul,南邦雷蒂鲁
Fazenda Vilanova,法曾达维拉诺瓦
Doutor Ricardo,里卡杜博士镇
Relvado,雷尔瓦杜
Paysandu Sport Club,派桑杜体育俱乐部
Farmasi Arena,HSBC體育館
Pouso Novo,新波苏
Passa-Sete,帕萨塞蒂
Vale do Sol,瓦利杜索尔
Mato Leitão,马图莱唐
Sério,塞留
Estádio Mário Celso Petraglia,拜沙達競技場
São Vicente do Sul,南圣维森特
Rio das Antas,里约达斯安塔斯
Tabuleiro,塔布莱鲁
Atalaia (Paraná),阿塔拉亞·(巴拉那州)
Cabedelo,卡贝德卢
Damolândia,达莫兰迪亚
Ivolândia,伊沃兰迪亚
Nacip Raydan,纳西普赖丹
Bom Jesus do Tocantins (Tocantins),邦热苏斯杜托坎廷斯
Martins (Rio Grande do Norte),马丁斯
São João do Oeste,西圣若昂
Condor (Rio Grande do Sul),孔多尔
Não-Me-Toque,楠米托克基
Coronel Barros,巴鲁斯上校镇
Coronel Bicaco,比卡科上校镇
Iraceminha,伊拉塞米尼亚
Caxambu do Sul,南卡尚布
Planalto Alegre,普拉纳尔图阿莱格里
Flor do Sertão,弗洛尔-杜塞尔唐
Cordilheira Alta,科尔迪列拉阿尔塔
Serra do Ramalho (Bahia),塞拉-杜拉馬略
Catas Altas,卡塔斯阿塔斯
Garanhuns,加拉尼温斯
Barão de Cocais,巴朗德科凯斯
Bom Jesus (Santa Catarina),邦熱蘇斯·(聖卡塔琳娜州)
Bertolínia,贝尔托利尼亚
Novo Repartimento,新雷帕蒂門圖
Cacique,卡西克
Caracaraí,卡拉卡拉伊
Caiçara do Rio do Vento,文托河畔凯萨拉
Senador Guiomard,吉奧馬爾參議員鎮
Vila Nova Futebol Clube,维拉诺瓦足球俱乐部
Barão (Rio Grande do Sul),巴朗·(南大河州)
Rio Pará,帕拉河
Joaçaba,若阿萨巴
Faxinalzinho,法希纳尔齐尼奥
Luzerna (Santa Catarina),卢泽纳
Felisburgo,费利斯堡
Panair do Brasil,巴西泛空航空
Herveiras,埃韦拉斯
Gramado Xavier,格拉马杜沙维耶
Carlos Gomes (Rio Grande do Sul),卡洛斯戈麦斯
Vespasiano Corrêa,韋斯帕夏諾科雷亞
Capitão (Rio Grande do Sul),卡皮唐
Boqueirão do Leão,博凯朗杜莱昂
Araquari,阿拉夸里
Alto Paraíso (Rondônia),上帕拉伊索·(朗多尼亞州)
Castilho (São Paulo),卡斯蒂略·(巴西)
Guarujá do Sul,南瓜鲁雅
Pau dos Ferros,保杜斯费鲁斯
Bocaina (São Paulo),博凱納·(聖保羅州)
Herculândia,埃库兰迪亚
Janduís (Rio Grande do Norte),然杜伊斯
Bariri,巴里里
Várzea Paulista,瓦尔泽亚保利斯塔
Caçapava,卡萨帕瓦
Colinas (Rio Grande do Sul),科利納斯·(南里奧格蘭德州)
Taió,达奥·(巴西)
Mesópolis,梅索波利斯
Jaú,雅乌
Urânia (São Paulo),乌拉尼亚
Populina,波普利纳
Divinópolis de Goiás,戈亚斯州迪维诺波利斯
Penápolis,佩纳波利斯
Itaguari,伊塔瓜里
Trindade do Sul,南特林达迪
Cáceres (Mato Grosso),卡塞雷斯·(马托格罗索州)
Fazenda Nova,新法曾达
São Francisco do Sul,南圣弗朗西斯科
Imbituba,因比图巴
Caçador,卡萨多尔
Dona Emma,多纳埃马
Cruzeiro do Sul (Paraná),南克魯賽羅·(巴拉那州)
Mapinguari,玛平瓜里
Triunfo (Rio Grande do Sul),特里溫福·(南里奧格蘭德州)
Cabaceiras,卡巴塞拉斯
Saltinho (São Paulo),萨尔蒂纽
Ipecaetá,伊佩卡埃塔
Ribeirão do Largo,里贝朗杜拉戈
Ouro Fino,欧鲁菲努
Rio do Oeste,西河镇·(巴西)
São Francisco de Goiás,戈亚斯州圣弗朗西斯科
Rio Paranaíba,巴拉那伊巴河
Itaguaru,伊塔瓜鲁
Dário Meira,达里乌梅拉
Erebango,埃雷班古
Camaquã,卡马匡
Santo Antônio do Amparo,圣安东尼奥-杜安帕鲁
Quirinópolis,基里诺波利斯
Adelândia,阿德兰迪亚
Santo Antônio de Goiás,戈亚斯州圣安东尼奥
Nerópolis,内罗波利斯
Itauçu,伊陶苏
Diocese de Propriá,天主教普罗普里亚教区
Prelazia de Marajó,天主教馬拉若自治監督區
Quilombo dos Palmares,帕尔马雷斯
Oi (empresa),Oi·(公司)
Metrô de Belo Horizonte,貝洛奧里藏特地鐵
Rio Oiapoque,奥亚波克河
São Lourenço do Oeste,西圣洛伦索
Riolândia,里奥兰迪亚
Tibau do Sul,南蒂鲍
Queiroz,凯鲁斯
Siderópolis,锡德罗波利斯
Formosa do Sul,南福莫萨
Cunhataí,库尼亚塔伊
Santa Terezinha do Progresso,圣特雷济尼亚-杜普罗格雷苏
Garopaba,加罗帕巴
Cambará do Sul,南坎巴拉
Alto Boa Vista,上博阿维斯塔
David Canabarro (Rio Grande do Sul),达维德卡纳巴鲁
Jaborá,雅博拉
Pedralva,佩德拉尔瓦·(米纳斯吉拉斯州)
Carmópolis de Minas,卡莫波利斯-迪米纳斯
Goianésia,戈亚内西亚
Conceição do Jacuípe,康塞桑-杜雅库伊皮
Santo Cristo (Rio Grande do Sul),圣克里斯图
Grupo Globo,环球集团
Recreio (Minas Gerais),雷克雷尤
Culinária do Brasil,巴西飲食
Braga (Rio Grande do Sul),布拉加·(南里奧格蘭德州)
Santa Fé de Goiás,戈亚斯州圣菲
Faina,法伊纳
Itapirapuã,伊塔皮拉普昂
Torre de Pedra,托里迪佩德拉
Mineiros do Tietê,米内鲁斯-杜铁特
Pompeia (São Paulo),蓬佩亚
Cafelândia (São Paulo),卡費蘭迪亞·(聖保羅州)
Urupês,乌鲁佩斯
Echaporã,埃沙波朗
Júlio Mesquita,茹利乌-梅斯基塔
Conchal,孔沙尔
Dois Riachos,双河镇·(巴西)
Paraibuna,帕赖布纳
Campo Alegre de Goiás,戈亚斯州坎普阿莱格里
Cabeceiras,卡贝塞拉什
Pirenópolis,皮雷诺波利斯
Itapuí,伊塔普伊
São Francisco (São Paulo),聖弗朗西斯科·(聖保羅州)
São Joaquim da Barra,聖若阿金-達巴拉
Itirapina,伊蒂拉皮纳
Belterra,貝爾特拉·(帕拉州)
Campeonato Brasileiro de Futebol - Série B,巴西足球乙级联赛
Vargem Bonita (Santa Catarina),瓦爾任博尼塔·(聖卡塔琳那州)
Capela do Alto,上卡佩拉
Antônio Dias,安东尼奥迪亚斯
Canaã (Minas Gerais),卡纳昂
Banco do Brasil,巴西银行
Umirim,乌米林
São Caetano (Pernambuco),圣卡伊塔努
Taquarituba,塔夸里图巴
Coronel Macedo,马塞杜上校镇
Guariba (São Paulo),瓜里巴
Itajobi,伊塔若比
Diocese de Itapetininga,天主教伊塔佩蒂宁加教区
Santa Cruz de Goiás,戈亚斯州圣克鲁斯
Cavalcante (Goiás),卡瓦坎特
Lajedão,拉热当
Fórum de Diálogo Índia-Brasil-África do Sul,IBSA對話論壇
Prelazia de Tefé,天主教特费自治监督区
Prelazia de São Félix,天主教圣费利斯自治监督区
Capinzal,卡平扎尔
Estrela (Rio Grande do Sul),埃斯特雷拉
Buriti Alegre,布里蒂阿莱格雷
Guaporema,瓜波雷马
Prelazia de Lábrea,天主教拉布里亚自治监督区
Diocese de Itapipoca,天主教伊塔皮波卡教区
Igaratá,伊加拉塔
Rio Hamza,哈姆扎河
Partido Trabalhista Brasileiro (1979),巴西工党
Prelazia de Itacoatiara,天主教伊塔夸蒂亚拉自治监督区
Arquidiocese de Santa Maria,天主教圣玛丽亚总教区
Senador José Porfírio,若澤波菲里奧參議員鎮
Arapoema,阿拉波埃马
Campeonato Brasileiro de Futebol de 2003 - Série A,2003年巴西足球甲级联赛
Planalto (Paraná),普拉納爾圖·(巴拉那州)
Itiruçu,伊蒂鲁苏
Novo Horizonte (Bahia),新奥里藏特
Ipiranga de Goiás,戈亚斯州伊皮兰加
Maruim (Sergipe),馬魯因
Aurilândia,奥里兰迪亚
Muçum (Rio Grande do Sul),穆孙
Bonito de Santa Fé,博尼托德桑塔费
Macaúbas,马卡乌巴斯
Turvânia,图尔瓦尼亚
São Miguel do Passa-Quatro,圣米格尔-杜帕萨夸特鲁
Nazário,纳扎里乌
Jaru,雅魯·(朗多尼亞州)
Santo Antônio do Descoberto,圣安东尼奥-杜德斯科贝图
Novo Gama,新加马
Tibagi,蒂巴吉
Boraceia,博拉塞亚
Marizópolis,马里佐波利斯
Dois Irmãos do Buriti,多伊斯伊爾芒斯杜布里蒂
Rio Paraitinga,帕莱廷加河
Correntes,科伦蒂斯
Miguelópolis,米格洛波利斯
Lagoinha (São Paulo),拉戈伊尼亚
Santa Branca,圣布兰卡
Votuporanga,沃图波兰加
Muritiba,穆里蒂巴
Pires do Rio,滨河皮里斯
Seropédica,塞罗佩迪卡
Mangaratiba,曼加拉蒂巴
Diocese de Borba,天主教博尔巴自治监督区
Parque Nacional do Juruena,茹魯埃納國家公園
Indaiatuba,因达亚图巴
Itueta,伊图埃塔
Cansei de Ser Sexy,Cansei·de·Ser·Sexy
Tio Hugo,蒂奧烏戈
Arinos,阿里努斯
Pontalinda,蓬塔林达
São Domingos (Santa Catarina),聖多明戈斯·(聖卡塔琳娜州)
Timbó Grande,大廷博
Rio do Fogo,里奥杜福古
Alfredo Vasconcelos,阿尔弗雷多瓦斯孔塞洛斯
Guaíba (corpo hídrico),瓜伊巴湖
Indiavaí,因迪亚瓦伊
Santa Cruz do Sul,南圣克鲁斯
Jenipapo dos Vieiras,热尼帕普-杜斯维埃拉斯
Vista Alegre do Alto,上维斯塔阿莱格里
Pirangi,皮兰吉
São José da Bela Vista,圣若泽-达贝拉维斯塔
Ipiaú,伊皮亚乌
Natividade da Serra,纳蒂维达迪-达塞拉
Aparecida d'Oeste,阿帕雷西达多埃斯特
Algodão de Jandaíra,阿尔戈当德然代拉
Boituva,博伊图瓦
Redenção da Serra,雷登桑达塞拉
Ceará-Mirim,塞阿拉-米里姆
Morro Agudo,莫鲁阿古杜
Jambeiro (São Paulo),然贝鲁
Cerquilho,塞尔基略
Orlândia,奥兰迪亚
Iacri,亚克里
Ipuã,伊普昂
Currais Novos,新库赖斯
Barra Bonita (São Paulo),巴拉博尼塔
Porangaba,波兰加巴
Abaeté,阿巴埃特
Botucatu,博图卡图
Aqueduto da Carioca,卡里奥卡高架渠
