室伏広治,무로후시 고지
後醍醐天皇,고다이고 천황
桜町天皇,사쿠라마치 천황
水野晃樹,미즈노 고키
青山剛昌,아오야마 고쇼
近藤勇,곤도 이사미
松田龍平,마츠다 류헤이
新井白石,아라이 하쿠세키
中川翔子,나카가와 쇼코
宣仁親王妃喜久子,노부히토 친왕비 기쿠코
本多忠勝,혼다 다다카쓰
逢沢一郎,아이사와 이치로
池田大作,이케다 다이사쿠
北条司,호조 츠카사
佐伯博司,사에키 히로시
弥海砂,아마네 미사
桓武天皇,간무 천황
垂仁天皇,스이닌 천황
桜庭ななみ,사쿠라바 나나미
久保田利伸,쿠보타 토시노부
長谷川祥之,하세가와 요시유키
佐々木蔵之介,사사키 쿠라노스케
小林恵美,고바야시 에미
池田純矢,이케다 준야
山崎貴,야마자키 다카시
松浦隆信,마쓰라 다카노부 (1529년)
長谷部優,하세베 유
紀貫之,기노 쓰라유키
乃木希典,노기 마레스케
野上弥生子,노가미 야에코
平井堅,히라이 켄
木戸幸一,기도 고이치
西郷従道,사이고 주도
河上彦斎,가와카미 겐사이
布袋寅泰,호테이 토모야스
早乙女乱馬,사오토메 란마
内田嘉吉,우치다 가키치
野中広務,노나카 히로무
島袋寛子,시마부쿠로 히로코
東史郎,아즈마 시로
木戸孝允,기도 다카요시
陳舜臣,진순신
美濃部亮吉,미노베 료키치
山本麻里安,야마모토 마리아
辰巳ゆい,타츠미 유이
泉鏡花,이즈미 교카
北村透谷,기타무라 도코쿠
伊藤整,이토 세이
阿部マリア,아베 마리아 (가수)
押尾コータロー,오시오 고타로
岡本仁志,오카모토 히토시
渡辺美優紀,와타나베 미유키
鳥居忠吉,도리이 다다요시
野村美月,노무라 미즈키
毛利良勝,모리 요시카쓰
大森南朋,오오모리 나오
緒形直人,오가타 나오토
徳川継友,도쿠가와 쓰구토모
竹岡美穂,다케오카 미호
田辺誠一,타나베 세이이치
野波麻帆,노나미 마호
武田鉄矢,타케다 테츠야
赤尾敏,아카오 빈
秋山莉奈,아키야마 리나
薬師丸ひろ子,야쿠시마루 히로코
大竹しのぶ,오타케 시노부
真矢ミキ,마야 미키
前田有紀・(歌手),마에다 유키
市川実和子,이치카와 미와코
藤原媓子,후지와라노 고시
今川義元,이마가와 요시모토
PEACH-PIT,PEACH-PIT
大岡忠相,오오카 다다스케
横山秀夫,요코야마 히데오
泉政行,이즈미 마사유키
牧野成貞,마키노 나리사다 (1635년)
吉田修一,요시다 슈이치
名塚佳織,나즈카 카오리
野川さくら,노가와 사쿠라
吉備真備,기비노 마키비
氷上恭子,히카미 쿄코
榎本温子,에노모토 아츠코
天璋院,덴쇼인
緑川ゆき,미도리카와 유키
小林尽,고바야시 진
真崎甚三郎,마사키 진자부로
秩父宮雍仁親王,지치부노미야 야스히토 친왕
勝海舟,가쓰 가이슈
高杉晋作,다카스기 신사쿠
轟悠,토도로키 유우
西村眞悟,니시무라 신고
高村正彦,고무라 마사히코
八田與一,핫타 요이치
町村信孝,마치무라 노부타카
山口多聞,야마구치 다몬
伊沢多喜男,이자와 다키오
谷寿夫,다니 히사오
小林躋造,고바야시 세이조
山口智子,야마구치 토모코
小西真奈美,코니시 마나미
原田芳雄,하라다 요시오
いしだあゆみ,이시다 아유미 (1948년)
和久井映見,와쿠이 에미
前田亘輝,마에다 노부테루
嗣永桃子,츠구나가 모모코
藤原安子,후지와라노 안시
森本慎太郎,모리모토 신타로
中博史,나카 히로시
小西康陽,코니시 야스하루
羽田あい,하네다 아이
木村亜希子,키무라 아키코
佐藤朱・(声優),사토 아케미 (성우)
中村獅童・(2代目),나카무라 시도 (2대)
井上優・(声優),이노우에 스구루
塩谷瞬,시오야 슌
岡潔,오카 기요시
橋本愛奈,하시모토 아이나
江口寿史,에구치 히사시
原えりこ,하라 에리코
川村純義,가와무라 스미요시
亀田誠治,카메다 세이지
賀東招二,카토 쇼지
九条道孝,구조 미치타카
榊原康政,사카키바라 야스마사
時雨沢恵一,시구사와 케이이치
Fantastic・Plastic・Machine,판타스틱 플라스틱 머신
正岡子規,마사오카 시키
鈴木善幸,스즈키 젠코
小磯國昭,고이소 구니아키
後桃園天皇,고모모조노 천황
徳川秀忠,도쿠가와 히데타다
山本勘助,야마모토 간스케
原敬,하라 다카시
細川護熙,호소카와 모리히로
徳川家光,도쿠가와 이에미쓰
中御門天皇,나카미카도 천황
天智天皇,덴지 천황
国分太一,고쿠분 타이치
西田敏行,니시다 토시유키
伊勢谷友介,이세야 유스케
桐井大介,키리이 다이스케
山田菜々,야마다 나나
山本彩,야마모토 사야카 (1993년)
細川智栄子,호소카와 치에코
黒木瞳,쿠로키 히토미
朝倉文夫,아사쿠라 후미오
藤田まこと,후지타 마코토
島津貴子,시마즈 다카코
寬仁親王妃信子,도모히토 친왕비 노부코
石川啄木,이시카와 다쿠보쿠
岡本倫,오카모토 린
南里侑香,난리 유카
西田尚美,니시다 나오미
安藤サクラ,안도 사쿠라 (1986년)
寺内正毅,데라우치 마사타케
竹下登,다케시타 노보루
加藤高明,가토 다카아키
宮澤喜一,미야자와 기이치
大平正芳,오히라 마사요시
岸信介,기시 노부스케
阿部信行,아베 노부유키
海部俊樹,가이후 도시키
小島秀夫・(ゲームデザイナー),코지마 히데오
沢村栄治,사와무라 에이지
閑院宮載仁親王,간인노미야 고토히토 친왕
朝香宮鳩彦王,아사카 야스히코
吉永小百合,요시나가 사유리
杏・(女優),안 (배우)
瀬々敬久,제제 다카히사
吹越満,후키코시 미츠루
相馬圭祐,소마 케이스케
伊藤一朗,이토 이치로
平嶋夏海,히라지마 나츠미
笑福亭鶴瓶,쇼후쿠테이 츠루베
大塩平八郎,오시오 헤이하치로
古谷実,후루야 미노루
原幹恵,하라 미키에
斉藤佑圭,사이토 유카
山下俊一,야마시타 슌이치
松平広忠,마쓰다이라 히로타다
大内義隆,오우치 요시타카
よしながふみ,요시나가 후미
夏樹リオ,나츠키 리오
三好長慶,미요시 나가요시
渡辺美里,와타나베 미사토
酒井忠世,사카이 다다요
小田和正,오다 카즈마사
MINMI,MINMI
浅野真澄,아사노 마스미
池澤春菜,이케자와 하루나
鈴木孫一,스즈키 마고이치
岩明均,이와아키 히토시
神田朱未,칸다 아케미
藤崎竜,후지사키 류
草彅剛,쿠사나기 쓰요시
北原白秋,기타하라 하쿠슈
水野真紀,미즈노 마키
中江藤樹,나카에 도주
石川さゆり,이시카와 사유리 (1958년)
こやまきみこ,코야마 키미코
毛利蘭,모리 란
TiA,TiA
石田ゆり子,이시다 유리코
倉田雅世,쿠라타 마사요
羽田孜,하타 쓰토무
東久邇宮稔彦王,히가시쿠니 나루히코
近衛文麿,고노에 후미마로
福田赳夫,후쿠다 다케오
宇野宗佑,우노 소스케
芦田均,아시다 히토시
山岡晃,야마오카 아키라
高橋是清,다카하시 고레키요
岩田聡,이와타 사토루
天野之弥,아마노 유키야
古賀峯一,고가 미네이치
吉見義明,요시미 요시아키
永倉新八,나가쿠라 신파치
嶋田繁太郎,시마다 시게타로
小和田恆,오와다 히사시
楠瀬幸彦,구스노세 유키히코
杉田庄一,스기타 쇼이치
南部麒次郎,난부 기지로
副島種臣,소에지마 다네오미
三沢光晴,미사와 미쓰하루
林遣都,하야시 켄토
鈴木宗作,스즈키 소사쿠
瀧本富士子,타키모토 후지코
永野護,나가노 마모루
松岡昌宏,마츠오카 마사히로
橘嘉智子,다치바나노 가치코
オカダ・カズチカ,오카다 가즈치카
市来光弘,이치키 미츠히로
梁田清之,야나다 키요유키
福井裕佳梨,후쿠이 유카리
今井由香,이마이 유카
福原香織,후쿠하라 카오리
中谷美紀,나카타니 미키
藤田咲,후지타 사키
磐之媛命,이와노 히메노 미코토
沢海陽子,소우미 요코
岡島秀樹,오카지마 히데키
武田信虎,다케다 노부토라
中孝介,아타리 고스케
藤江れいな,후지에 레이나
吉崎観音,요시자키 미네
桜庭統,사쿠라바 모토이
下野紘,시모노 히로
すぎやまこういち,스기야마 고이치
桑谷夏子,쿠와타니 나츠코
外山恒一,토야마 코이치
松本保典,마츠모토 야스노리
上野樹里,우에노 주리
金田朋子,카네다 토모코
広橋涼,히로하시 료
清水愛,시미즈 아이
飛田展男,토비타 노부오
谷崎潤一郎,다니자키 준이치로
遠藤周作,엔도 슈사쿠
敏達天皇,비다쓰 천황
安徳天皇,안토쿠 천황
嵯峨天皇,사가 천황
成務天皇,세이무 천황
内村航平,우치무라 고헤이
後鳥羽天皇,고토바 천황
道元,도겐
安倍晋太郎,아베 신타로
安部磯雄,아베 이소오
阿部正弘,아베 마사히로 (1819년)
武蔵坊弁慶,무사시보 벤케이
服部正成,핫토리 마사나리 (1542년)
和月伸宏,와츠키 노부히로
清木場俊介,키요키바 슌스케
石井一久,이시이 가즈히사
徳川光圀,도쿠가와 미쓰쿠니
下田麻美,시모다 아사미
宍戸留美,시시도 루미
北島三郎,키타지마 사부로
宮原永海,미야하라 나미
KIMERU,Kimeru
阿部拓馬,아베 다쿠마
薮崎真哉,야부사키 신야
山本絵美,야마모토 에미
大森健作,오모리 겐사쿠
榎本潤,에노모토 준
斉藤瞳,사이토 히토미
岩垂徳行,이와다레 노리유키
堀部武庸,호리베 다케쓰네
涼元悠一,스즈모토 유이치
桜井誠・(活動家),사쿠라이 마코토
桐谷美玲,키리타니 미레이
神前暁,고사키 사토루
松中信彦,마쓰나카 노부히코
大久保清,오쿠보 기요시
島みやえい子,시마미야 에이코
有道出人,아루도 데비토
菅野美穂,칸노 미호
折戸伸治,오리토 신지
矢作紗友里,야하기 사유리
優希比呂,유키 히로
久弥直樹,히사야 나오키
ささきいさお,사사키 이사오 (가수)
丹波哲郎,탄바 테츠로
かないみか,카나이 미카
竹野内豊,다케노우치 유타카
小松清廉,고마쓰 기요카도
柳川平助,야나가와 헤이스케
三浦梧楼,미우라 고로
児玉誉士夫,고다마 요시오
陸奥宗光,무쓰 무네미쓰
脇坂安治,와키자카 야스하루
ウエンツ瑛士,웬츠 에이지
福島正則,후쿠시마 마사노리
戸田城聖,도다 조세이
長谷川好道,하세가와 요시미치
遠藤憲一,엔도 켄이치
板垣征四郎,이타가키 세이시로
浅野長政,아사노 나가마사
鈴木れい子,스즈키 레이코
西尾寿造,니시오 도시조
戸田勝成,도다 가쓰시게
山口壯,야마구치 쓰요시 (정치인)
川口尚紀,가와구치 나오키
一戸兵衛,이치노헤 효에
西谷岳文,니시타니 다카후미
織田幹雄,오다 미키오
太宰治,다자이 오사무
三木武夫,미키 다케오
孝徳天皇,고토쿠 천황
応神天皇,오진 천황
後白河天皇,고시라카와 천황
安藤百福,안도 모모후쿠
長宗我部元親,조소카베 모토치카
リン・ミンメイ,링 밍메이
都乃河勇人,도노카와 유토
Na-Ga,Na-Ga
高橋由伸,다카하시 요시노부
加藤清正,가토 기요마사
小笠原道大,오가사와라 미치히로
和田毅,와다 쓰요시
松井菜桜子,마츠이 나오코
栞菜,아리하라 간나
ジョン万次郎,존 만지로
堀江貴文,호리에 다카후미
松原夏海,마쓰바라 나쓰미
尾崎豊,오자키 유타카
あいだゆあ,아이다 유아
上杉治憲,우에스기 요잔
片山潜,가타야마 센
上原浩治,우에하라 고지
千葉千恵巳,치바 치에미
森有礼,모리 아리노리
時岡宏昌,도키오카 히로마사
高橋宏幸・(サッカー選手),다카하시 히로유키
山内貴雄,야마우치 다카오
吉田悟,요시다 사토루
関貴史,세키 다카시
飯田紘孝,이이다 히로타카
岩田昌浩,이와타 마사히로
松島仁,마쓰시마 히토시
平塚次郎,히라쓰카 지로
牧野直樹,마키노 나오키
後水尾天皇,고미즈노오 천황
大鵬幸喜,다이호 고키
美水かがみ,요시미즈 가가미
徳川吉宗,도쿠가와 요시무네
マコ岩松,마코 이와마쓰
阿部知二,아베 도모지
森長可,모리 나가요시
浅井清己,아사이 키요미
岩村明憲,이와무라 아키노리
川上憲伸,가와카미 겐신
佐竹義宣・(右京大夫),사타케 요시노부 (1570년)
白川義則,시라카와 요시노리
立花宗茂,다치바나 무네시게
篠田麻里子,시노다 마리코
高橋尚成,다카하시 히사노리
城彰二,조 쇼지
梅田えりか,우메다 에리카
宮崎美穂,미야자키 미호
山梨半造,야마나시 한조
徳永千奈美,토쿠나가 치나미
中澤裕子,나카자와 유코
熊井友理奈,쿠마이 유리나
北原里英,키타하라 리에
浜田雅功,하마다 마사토시
福本伸行,후쿠모토 노부유키
小峯隆幸,고미네 다카유키
大森征之,오모리 마사유키
山崎哲也,야마자키 데쓰야
斉藤雅人,사이토 마사토
桜井直人,사쿠라이 나오토
鶴見智美,쓰루미 도모요시
山口貴之,야마구치 다카유키
石田博行,이시다 히로유키
西谷正也,니시타니 마사야
根本裕一,네모토 유이치
戸田光洋,도다 미쓰히로 (축구 선수)
羽田敬介,하다 게이스케 (축구 선수)
瀬沼正和,세누마 마사카즈
阿井達也,아이 다쓰야
高本詞史,다카모토 노리후미
増田功作,마스다 고사쿠
渡辺隆正,와타나베 다카마사
吉岡秀樹・(サッカー選手),요시오카 히데키
小島卓・(サッカー選手),고지마 다카시
徳川家綱,도쿠가와 이에쓰나
内山夕実,우치야마 유미
渡辺美智雄,와타나베 미치오
徳川家重,도쿠가와 이에시게
武内崇,타케우치 타카시
伊野尾慧,이노오 케이
三浦大輔,미우라 다이스케
宮本慎也,미야모토 신야
谷佳知,다니 요시토모
仲谷明香,나카야 사야카
横溝正史,요코미조 세이시
小林香菜,코바야시 카나
菊地あやか,키쿠치 아야카
野中美郷,노나카 미사토
仁藤萌乃,니토 모에노
大家志津香,오오야 시즈카
奈須きのこ,나스 키노코
大本彩乃,놋치 (가수)
田名部生来,타나베 미쿠
仲川遥香,나카가와 하루카
中田ちさと,나카타 치사토
