George Washington,ジョージ・ワシントン
John H. Clifford,ジョン・H・クリフォード
Allan Houser,アラン・ハウザー
Louis Handley,ルイス・ハンドリー
Art Carney,アート・カーニー
Kate Chopin,ケイト・ショパン
E. O. Wilson,エドワード・オズボーン・ウィルソン
Matt Damon,マット・デイモン
Michael Tucker (baseball),マイケル・タッカー・(野球)
Philip Kaufman,フィリップ・カウフマン
Christina Aguilera,クリスティーナ・アギレラ
Erika Eleniak,エリカ・エレニアック
Catherine Keener,キャサリン・キーナー
Mary Pierce,マリー・ピエルス
Elizabeth Gillies,エリザベス・ギリース
Shirley Jones,シャーリー・ジョーンズ
Amber Riley,アンバー・ライリー
Meaghan Martin,メガン・ジェット・マーティン
Jane Krakowski,ジェーン・クラコウスキー
Jennifer Coolidge,ジェニファー・クーリッジ
Bethany Joy Lenz,ベサニー・ジョイ・レンツ
Sara Bareilles,サラ・バレリス
Madeline Zima,マデリーン・ジーマ
Maria Canals-Barrera,マリア・キャナル・バレーラ
Brooklyn Decker,ブルックリン・デッカー
Chuck Daly,チャック・デイリー
Charles Cioffi,チャールズ・シオフィ
Brett Cullen,ブレット・カレン
Tara Reid,タラ・リード
Reid Hoffman,リード・ギャレット・ホフマン
Perry Edward Smith,ペリー・エドワード・スミス
Atle Selberg,アトル・セルバーグ
Rose McGowan,ローズ・マッゴーワン
Jody Williams,ジョディ・ウィリアムズ
Jaco Pastorius,ジャコ・パストリアス
Ellen Burstyn,エレン・バースティン
Ray Liotta,レイ・リオッタ
Edward James Olmos,エドワード・ジェームズ・オルモス
Juliette Lewis,ジュリエット・ルイス
Phyllis Diller,フィリス・ディラー
Brandon Lee,ブランドン・リー
Israel Tsvaygenbaum,イズリアル・ツヴェーゲンバウム
Marsha Ivins,マーシャ・アイビンス
Paul Newman,ポール・ニューマン
Etta James,エタ・ジェイムズ
Edward Adelbert Doisy,エドワード・アダルバート・ドイジー
Fran Drescher,フラン・ドレシャー
Kelly Rutherford,ケリー・ラザフォード
Annie Dillard,アニー・ディラード
Iggy Pop,イギー・ポップ
Forest Whitaker,フォレスト・ウィテカー
Ivan Lendl,イワン・レンドル
Mel Gibson,メル・ギブソン
Katy Perry,ケイティ・ペリー
Kathryn P. Hire,キャサリン・P・ハイヤー
Steve Mahre,スティーヴ・メーア
Phil Mahre,フィリップ・メーア
Joan Higginbotham,ジョアン・ヒギンボサム
Christopher Murray (actor),クリストファー・マレー・(俳優)
Bernie Mac,バーニー・マック
Deborah Lynn Scott,デボラ・リン・スコット
Lars Ahlfors,ラース・ヴァレリアン・アールフォルス
Timothy Leary,ティモシー・リアリー
Carson McCullers,カーソン・マッカラーズ
Lea Thompson,リー・トンプソン・(俳優)
Ashley Benson,アシュレイ・ベンソン
Sarah Chang,サラ・チャン
Rebecca Hall,レベッカ・ホール
Gene Tierney,ジーン・ティアニー
Jill Clayburgh,ジル・クレイバーグ
Roderick MacKinnon,ロデリック・マキノン
Jean Seberg,ジーン・セバーグ
Dorothea Lange,ドロシア・ラング
Shiri Appleby,シリ・アップルビー
Grace Park (actress),グレース・パク
Chris Colfer,クリス・コルファー
Sarah Shahi,サラ・シャヒ
Joseph Gordon-Levitt,ジョセフ・ゴードン＝レヴィット
Charles Gwathmey,チャールズ・グワスミー
Jacob Dolson Cox,ジェイコブ・ドルソン・コックス
John James Audubon,ジョン・ジェームズ・オーデュボン
Ashley Rickards,アシュリー・リッカーズ
Jeffrey Hunter,ジェフリー・ハンター
Paul Flory,ポール・フローリー
Joe Spano,ジョー・スパーノ
Reggie Johnson (boxer),レジー・ジョンソン
David Robinson,デビッド・ロビンソン・(バスケットボール)
Q-Tip (musician),Qティップ・(ミュージシャン)
Israel Kamakawiwoʻole,イズラエル・カマカヴィヴォオレ
Denzel Washington,デンゼル・ワシントン
Rosa Parks,ローザ・パークス
Edwin Hubble,エドウィン・ハッブル
Daína Chaviano,ダイナ・チャヴィアノ
Melanie Griffith,メラニー・グリフィス
Richard Axel,リチャード・アクセル
Howard Gardner,ハワード・ガードナー
John Glenn,ジョン・ハーシェル・グレン
John Petrucci,ジョン・ペトルーシ
Irwin Rose,アーウィン・ローズ
Harper Lee,ハーパー・リー
Jeff Betancourt,ジェフ・ベタンコート
Mario Puzo,マリオ・プーゾ
Geraldine Chaplin,ジェラルディン・チャップリン
James Tobin,ジェームズ・トービン
Jennifer Carpenter,ジェニファー・カーペンター
Cote de Pablo,コート・デ・パブロ
Annie Jump Cannon,アニー・ジャンプ・キャノン
Ted DiBiase Jr.,テッド・デビアス・ジュニア
Frank Gorshin,フランク・ゴーシン
Augustus Moore Herring,オーガスタス・ヘリング
Caleb Cushing,ケイレブ・クッシング
Henry Simmons,ヘンリー・シモンズ
Alan Dershowitz,アラン・ダーショウィッツ
Channing Tatum,チャニング・テイタム
Glenn Ford,グレン・フォード
Mira Sorvino,ミラ・ソルヴィノ
Amanda Bynes,アマンダ・バインズ
Jon Stewart,ジョン・スチュワート・(コメディアン)
Katie Couric,ケイティ・クーリック
Anna Wintour,アナ・ウィンター
Dale Carnegie,デール・カーネギー
Roger Ebert,ロジャー・イーバート
Vera Wang,ヴェラ・ウォン
Sean Young,ショーン・ヤング
Dianne Feinstein,ダイアン・ファインスタイン
Johnny Cash,ジョニー・キャッシュ
Young Dro,ヤング・ドロー
Thomas Hunt Morgan,トーマス・ハント・モーガン
Rita Hayworth,リタ・ヘイワース
Thomas W. Sneddon Jr.,トム・スネドン
Jeff Scott Soto,ジェフ・スコット・ソート
Anne Bancroft,アン・バンクロフト
Martin Lawrence,マーティン・ローレンス
Rudy Giuliani,ルドルフ・ジュリアーニ
Colleen Camp,コリーン・キャンプ
Hurley Haywood,ハーレイ・ヘイウッド
Newt Gingrich,ニュート・ギングリッチ
Frank Wess,フランク・ウェス
Peter Berg,ピーター・バーグ
Sidney Moncrief,シドニー・モンクリーフ
Arthur Rubinstein,アルトゥール・ルービンシュタイン
Edwin O. Reischauer,エドウィン・O・ライシャワー
Samuel Colt,サミュエル・コルト
Edward Mills Purcell,エドワード・ミルズ・パーセル
Wendy Brown,ウェンディ・ブラウン・(政治学者)
Igor Sikorsky,イーゴリ・シコールスキイ
Devon Aoki,デヴォン青木
Annabeth Gish,アナベス・ギッシュ
Chyler Leigh,カイラー・リー
Liam Aiken,リアム・エイケン
Robert Venturi,ロバート・ヴェンチューリ
Curtis Granderson,カーティス・グランダーソン
James Hill (American film producer),ジェームズ・ヒル・(アメリカ合衆国の映画プロデューサー)
Diablo Cody,ディアブロ・コーディ
Nikki Blonsky,ニッキー・ブロンスキー
Catherine Hicks,キャサリン・ヒックス
Demi Moore,デミ・ムーア
Sarah Palin,サラ・ペイリン
Robert Surtees (cinematographer),ロバート・サーティース
Vin Diesel,ヴィン・ディーゼル
Tsung-Dao Lee,李政道
Monica Lewinsky,モニカ・ルインスキー
Owen Chamberlain,オーウェン・チェンバレン
Rick Riordan,リック・ライアダン
Allan H. Meltzer,アラン・メルツァー
Melissa Gilbert,メリッサ・ギルバート
Annie Oakley,アニー・オークレイ
Steven Pinker,スティーブン・ピンカー
Maureen Stapleton,モーリン・ステイプルトン
Rebecca Soni,レベッカ・ソニ
Brenda Lee,ブレンダ・リー
Dustin Hoffman,ダスティン・ホフマン
Nicolas Cage,ニコラス・ケイジ
John Corbett,ジョン・コーベット
Matt Biondi,マット・ビオンディ
William Carlos Williams,ウィリアム・カーロス・ウィリアムズ
David Sanborn,デイヴィッド・サンボーン
Lloyd Kaufman,ロイド・カウフマン
Philip Johnson,フィリップ・ジョンソン
Fitz James O'Brien,フィッツ＝ジェイムズ・オブライエン
Lawrence Tierney,ローレンス・ティアニー
Patrick Dempsey,パトリック・デンプシー
Jan Karski,ヤン・カルスキ
Natasha Richardson,ナターシャ・リチャードソン
Marisa Miller,マリサ・ミラー
Gia Carangi,ジア・キャランジ
Jordana Brewster,ジョーダナ・ブリュースター
China Anne McClain,チャイナ・アン・マクレーン
Merle Oberon,マール・オベロン
Catherine Bell (actress),キャサリン・ベル
Jenny McCarthy,ジェニー・マッカーシー
Coretta Scott King,コレッタ・スコット・キング
Heather O'Rourke,ヘザー・オルーク
Dania Ramirez,ダニア・ラミレス
Jenny Thompson,ジェニー・トンプソン
Shailene Woodley,シェイリーン・ウッドリー
Jayma Mays,ジェイマ・メイズ
Amanda Beard,アマンダ・ビアード
Patricia Heaton,パトリシア・ヒートン
Mary Blair,メアリー・ブレア
Marie Colvin,メリー・コルヴィン
Abbey Lincoln,アビー・リンカーン
Annette O'Toole,アネット・オトゥール
Amber Tamblyn,アンバー・タンブリン
Kelly Hu,ケリー・ヒュー
Burt Bacharach,バート・バカラック
Kim Novak,キム・ノヴァク
Kelly Rowland,ケリー・ローランド
Joan Jett,ジョーン・ジェット
Stephen Colbert,スティーヴン・コルベア
Celeste Holm,セレステ・ホルム
Charles Richter,チャールズ・リヒター
Mayim Bialik,メイム・ビアリク
Morena Baccarin,モリーナ・バッカリン
Christina Ricci,クリスティーナ・リッチ
Michelle Rodriguez,ミシェル・ロドリゲス
Clint Eastwood,クリント・イーストウッド
Malcolm X,マルコム・X
Chris Meledandri,クリス・メレダンドリ
Justin Timberlake,ジャスティン・ティンバーレイク
Irving Langmuir,アーヴィング・ラングミュア
Rock Hudson,ロック・ハドソン
Dana Vollmer,ダナ・ボルマー
Kate Mara,ケイト・マーラ
Aimee Mann,エイミー・マン
Charlene Tilton,シャーリーン・ティルトン
Susan Sullivan,スーザン・サリヴァン
Lisa Rinna,リサ・リナ
Elizabeth Dole,エリザベス・ドール
Kimmie Meissner,キミー・マイズナー
Gloria Steinem,グロリア・スタイネム
Torrie Wilson,トリー・ウィルソン
Jaime Pressly,ジェイミー・プレスリー
Samuel Adams,サミュエル・アダムズ
Patricia Wettig,パトリシア・ウェティグ
Amy Ryan,エイミー・ライアン
Agnes Moorehead,アグネス・ムーアヘッド
Suzanne Pleshette,スザンヌ・プレシェット
Miranda Lambert,ミランダ・ランバート
Solange Knowles,ソランジュ
Julie London,ジュリー・ロンドン
Billy Ray Cyrus,ビリー・レイ・サイラス
Emmylou Harris,エミルー・ハリス
Khloé Kardashian,クロエ・カーダシアン
Shirley Chisholm,シャーリー・チザム
Sandy Dennis,サンディ・デニス
Janet Jagan,ジャネット・ジェーガン
Sitting Bull,シッティング・ブル
Polykarp Kusch,ポリカプ・クッシュ
Robert Gates,ロバート・ゲーツ
Charles H. Townes,チャールズ・タウンズ
Zeena Parkins,ジーナ・パーキンス
Charles G. Dawes,チャールズ・ドーズ
Walter Houser Brattain,ウォルター・ブラッテン
Martin Sheen,マーティン・シーン
Molly Ringwald,モリー・リングウォルド
Dina Meyer,ディナ・メイヤー
Annabella Sciorra,アナベラ・シオラ
Bernadette Peters,バーナデット・ピーターズ
Sara Gilbert,サラ・ギルバート
Betty Ford,ベティ・フォード
Nora Roberts,ノーラ・ロバーツ
Marlee Matlin,マーリー・マトリン
Robert Trujillo,ロバート・トゥルヒーヨ
Donald Rumsfeld,ドナルド・ラムズフェルド
Carlos Bocanegra,カルロス・ボカネグラ
Pete Conrad,ピート・コンラッド
B. F. Skinner,バラス・スキナー
Zvi Griliches,ツヴィ・グリリカス
Kristen Wiig,クリステン・ウィグ
John Stockton,ジョン・ストックトン
Helen Hayes,ヘレン・ヘイズ
Eddie Murphy,エディ・マーフィ
Anne Rice,アン・ライス
Jessica Stroup,ジェシカ・ストループ
Monica (singer),モニカ・(歌手)
Valerie Brisco-Hooks,バレリー・ブリスコ＝フックス
Vickie Guerrero,ヴィッキー・ゲレロ
Gloria Estefan,グロリア・エステファン
Tom Waits,トム・ウェイツ
Elizabeth Gilbert,エリザベス・ギルバート
Barbara Walters,バーバラ・ウォルターズ
Richard S. Hamilton,リチャード・S・ハミルトン
Licia Albanese,リチア・アルバネーゼ
Cassandra Wilson,カサンドラ・ウィルソン
Anne Revere,アン・リヴィア
Octavia E. Butler,オクティヴィア・E・バトラー
Eileen Heckart,アイリーン・ヘッカート
Shirley Jackson,シャーリイ・ジャクスン
Alice Sebold,アリス・シーボルド
Nadia Ali (singer),ナディア・アリ
Tuesday Weld,チューズデイ・ウェルド
Debra Paget,デブラ・パジェット
Christopher Walken,クリストファー・ウォーケン
Joaquin Phoenix,ホアキン・フェニックス
Carmen Electra,カルメン・エレクトラ
Bonnie Blair,ボニー・ブレア
Pamela Melroy,パメラ・メルロイ
David Fincher,デヴィッド・フィンチャー
Thomas Kuhn,トーマス・クーン
Belladonna (actress),ベラドンナ・(ポルノ女優)
Gabrielle Union,ガブリエル・ユニオン
Tori Black,トーリ・ブラック
Wassily Leontief,ワシリー・レオンチェフ
Jenna Haze,ジェナ・ヘイズ
Bessie Love,ベッシー・ラヴ
Joanne Dru,ジョアン・ドルー
Alexandra Daddario,アレクサンドラ・ダダリオ
Briana Evigan,ブリアナ・エヴィガン
Reese Witherspoon,リース・ウィザースプーン
Danny Kaye,ダニー・ケイ
Larry King,ラリー・キング
Jessica Alba,ジェシカ・アルバ
Roberta Flack,ロバータ・フラック
