Leandro Damião,レアンドロ・ダミアン・ダ・シウバ・ドス・サントス
Cacá Bueno,カカ・ブエノ
Shelda Bede,シェルダ・ベデ
José de Alencar,ジョゼ・デ・アレンカール
Giba,ジルベルト・ゴドイフィリョ
Richarlyson,リシャルリソン・バルボーサ・フェリスビーノ
Rodrigo José Lima dos Santos,ロドリゴ・ジョゼ・リマ・ドス・サントス
Marcos González,マルコス・ゴンザレス
Wesley Lopes Beltrame,ヴェスレイ・ロペス・ベルトラーメ
Emanuel Rego,エマヌエル・レゴ
Dinei,クラウジネイ・アレシャンドレ・ピレス
Felipe Giaffone,フェリペ・ジアフォーネ
Luís Morais,ルイス・モライス
Hélio Hermito Zampier Neto,エリオ・エルミート・サンピエル・ネト
Sissi,シスレイジ・ド・アモール・リマ
Leandro Vissotto Neves,レアンドロ・ヴィソット・ネヴェス
Romualdo Arppi Filho,ロムアウド・アルピ・フィリョ
Waldemar Levy Cardoso,ヴァルダマー・レビー・カルドーゾ
César Santin,セザル・サンチン
Ed Benes,エド・ベンズ
Thiago Rangel Cionek,チアゴ・チョネク
Carolina Albuquerque,カロリナ・アルブケルケ
Fábio Luiz Magalhães,ファビオ・ルイス
Nalbert Tavares Bitencourt,ナウベルチ・ビテンクール
Fernando Luiz Rosa,フェルナンド・ルイス・ローザ
Leandro Vieira,レアンドロ・リカルド・ヴィエイラ
Haroldo de Campos,アロルド・デ・カンポス
Raphael Assunção,ハファエル・アスンソン
Camila Alves,カミラ・アルベス
Luka,ルカ
Rafael Cavalcante,ハファエル・カバウカンチ/ラファエル・カバルカンテ
Natália Anderle,ナタリア・アンデルリ
Rafaela Zanella,ラファエラ・ザネラ
Manuel Resende de Matos Cabral,マノエウ・レゼンデ・デ・マットス・カブラウ
Mauro Vinícius da Silva,マウロ・ヴィニシウス・ダ・シウヴァ
Falcão,アレッサンドロ・ローザ・ヴィエイラ
Romeu Tuma,ホメウ・トゥーマ
Alan Patrick,アラン・パトリキ・ロレンソ
Matheus Leite Nascimento,マテウス・レイテ・ナシメント
Cambebas,カンベバ人
João de Sousa Lima,ジョアン・デ・ソウザ・リマ
Kieza,キエザ
Jean Carlos,ジェアン・カルロス・サレス・ベンヴィンド
Edcarlos,エジカルロス・コンセイソン・サントス
Lauro Júnior Batista da Cruz,ラウロ・ジュニオル・バチスタ・ダ・クルス
Baltazar Maria de Morais Júnior,バウタザール・マリア・デ・モライス・ジュニオール
Ilsinho,イウソン・ペレイラ・ディアス・ジュニオール
Hugo Alcântara,ウーゴ・ダ・シウヴァ・アウカンタラ
Francisco Aramburu,フランシスコ・アランブル
Rafael Bastos,ハファエル・バストス
Emanuela de Paula,エマニュエラ・デ・パウラ
Breno Mello,ブレノ・メロ
Ana Caram,アナ・カラン
Talita Antunes,タリータ・アントゥネス
Beth Carvalho,ベッチ・カルヴァーリョ
Welliton Soares Morais,ウェリトン・ソアレス・ヂ・モライス
Ed Motta,エヂ・モッタ
Murilo Bustamante,ムリーロ・ブスタマンチ
Ricardo Arona,ヒカルド・アローナ
Bobô,ボボー (1962年生のサッカー選手)
Otto Bumbel,オットー・ブンベル
Marcelo Ramos,マルセロ・シルバ・ラモス
Ricardo Almeida,ヒカルド・アルメイダ
Emílson Cribari,エミルソン・サンチェス・クリバリ
João Ribeiro de Barros,ジョアン・リベイロ・デ・バロス
Norma Bengell,ノルマ・ベンゲル
Preguinho,ジョアン・コエーリョ・ネト
Theotonio dos Santos,テオトニオ・ドス・サントス
Evaldo dos Santos Fabiano,エヴァウド・ファビアーノ
Giovane Gávio,ジオバーニ・ガビオ
André Heller,アンドレ・エレル
Josef de Souza Dias,ジョゼフ・デ・ソウザ・ディアス
Afonso Celso de Assis Figueiredo,オーロプレト子爵アフォンソ・セルソ
Fagner Conserva Lemos,ファグネル・コンセルヴァ・レモス
Gilberto Alves,ジウベルト・アウヴェス
Antônio Dias dos Santos,アントニオ・ジアス・ドス・サントス
Arouca,マルコス・アロウカ・ダ・シウヴァ
Leila Barros,レイラ・バロス
Aílton de Oliveira Modesto,アイルトン・デ・オリベイラ・モデスト
Mem de Sá,メン・デ・サー
Milton Cruz,ミルトン・ダ・クルス
Matías Aguirregaray,マティアス・アギーレガライ
Luiz Bonfá,ルイス・ボンファ
José Carlos Moreira,ジョゼ・カルロス・モレイラ
Nilze Carvalho,ニウジ・カルヴァーリョ
Geovani Silva,ジェオヴァニ・ファリア・ダ・シウヴァ
Rafael de Souza Pereira,ラファエウ・ジ・ソウザ・ペレイラ
Paulo Nunes,パウロ・ヌーネス
Fábio César Montezine,ファビオ・セーザル・モンテジーニ
Vicente de Lima,ビセンチ・デ・リマ
Edivaldo Martins da Fonseca,エジバウド・マルティンス・ダ・フォンセカ
José Carlos Nepomuceno Mozer,ジョゼ・カルロス・ネポムセーノ・モーゼル
Gerson Guimarães Junior,ジェルソン・ギマラエス・ジュニオール
Ana Paula Henkel,アナ・パウラ・コネリー
Rubens de Falco,ルーベンス・デ・ファルコ
Gleisi Hoffmann,グレイシ・ホフマン
Jacqueline Silva,ジャッキー・シルバ
Mauro Galvão,マウロ・ガウボン
Diego Costa,ジエゴ・ダ・シウヴァ・コスタ
David Cortes da Silva,ダビジ・コルテス・ダ・シウヴァ
Jymmy Dougllas França,ジミー・ドグラス・フランサ
Walter Salles,ウォルター・サレス
Vítor Belfort,ビクトー・ベウフォート
Wanderlei Silva,ヴァンダレイ・シウバ
Esperidião Amin,エスペリディアン・アミン
Francisco Félix de Sousa,フランシスコ・フェリックス・ダ・スーザ
Bibiano Fernandes,ビビアーノ・フェルナンデス
Hugo Leonardo Silva Serejo,ウーゴ・レオナルド・シルバ・セレージョ
Ronaldão,ロナウド・ロドリゲス・デ・ジェズス
Marinho Chagas,マリーニョ・シャーガス
Rousimar Palhares,ホジマール・パリャーレス
Adriana Esteves,adriana esteves
Gesias Cavalcante,ジェシアス・カバウカンチ
José dos Santos Lopes,ジョゼ・ドス・サントス・ロペス
Valdo Cândido de Oliveira Filho,バウド・カンディド・デ・オリベイラ・フィリョ
Guilherme Oliveira Santos,ギレルメ・オリベイラ・サントス
Djavan,ジャヴァン
Ibson Barreto da Silva,イブソン・バレット・ダ・シウヴァ
Guilherme de Cássio Alves,ギリェルメ・デ・カッシオ・アウヴェス
Fábio Costa,ファビオ・コスタ
Ricardo Alves Pereira,リカルド・アウベス・ペレイラ
Wallid Ismail,ヴァリッジ・イズマイウ
Mozart Santos Batista Júnior,モザルト・サントス・バチスタ・ジュニオール
Fernando Prass,フェルナンド・プラス
João Natailton Ramos dos Santos,ジョアン・ナタイウトン・ラモス・ドス・サントス
Alan Carlos Gomes da Costa,アラン・カルロス・ゴメス・ダ・コスタ
Francisco Filho,フランシスコ・フィリォ
Marshall Brickman,マーシャル・ブリックマン
Leonardo Villar,レオナルド・ヴィラール
Alcides Araújo Alves,アウシデス・アラウージョ・アウヴェス
Rogério Corrêa de Oliveira,ロジェーリオ・コレア・デ・オリベイラ
Iarley,イアルレイ
Maria Gadú,マリア・ガドゥ
Luís Eduardo Schmidt,ルイス・エドゥアルド・シュミット
Marcos Antônio Elias Santos,マルコス・アントニオ・エリアス・サントス
Márcio Roberto dos Santos,マルシオ・ロベルト・ドス・サントス
Simone,シモーネ
Fábio Carbone,ファビオ・カルボーン
Mauro Ramos de Oliveira,マウロ・ラモス・デ・オリヴェイラ
Pedro Solberg Salgado,ペドロ・ソルベルグ
André Luís Garcia,アンドレ・ルイス・ガルシア
Nara Leão,ナラ・レオン
Leonardo Vieira,レオナルド・ヴィエイラ
Lázaro Ramos,ラザロ・ラモス
Everton Giovanella,エヴェルトン・ジョヴァネッラ
Rogério Minotouro,アントニオ・ホジェリオ・ノゲイラ
Maria Fernanda Cândido,マリア・フェルナンダ・カンディド
Antônio Carlos Zago,アントニオ・カルロス・ザーゴ
Cristiana Reali,クリスチアナ・ヘアリ
Tininho,ロニウド・ペレイラ・ヂ・フレイタス
Michel Temer,ミシェル・テメル
Ricardo Teixeira,リカルド・テイシェイラ
Pitty,ピティ
Heitor Pereira,ヘイター・ペレイラ
Claudemir de Souza,クラウデミル
Milton Santos,ミルトン・サントス
Renzo Gracie,ヘンゾ・グレイシー
Juliano Roberto Antonello,ジュリアーノ・アントネッロ・ロベルト
Anna Stella Schic,アンナ・ステラ・シック
Maurício José da Silveira Júnior,マウリシオ・ジョゼ・ダ・シウヴェイラ・ジュニオール
Sandra Corveloni,サンドラ・コルヴェローニ
Tetsuo Okamoto,テツオ・オカモト
Dagoberto Pelentier,ダゴベルト・ペレンティエ
Carlão Barreto,カーロス・バヘット
Ademilson,アデミウソン・ブラガ・ビスポ・ジュニオール
Lucas Prado,ルーカス・プラド
Dercy Gonçalves,デルシー・ゴンサルヴェス
Felicja Blumental,フェリシア・ブルメンタール
Rosângela Santos,ロサンジェラ・サントス
Clodoaldo,クロドアウド・タバレス・デ・サンターナ
Sandra Pires,サンドラ・ピレス
Júlio Sérgio Bertagnoli,ジュリオ・セルジオ・ベルタニョーリ
Sheila Mello,シーラ・メロ
José Fábio Santos de Oliveira,ジョゼ・ファビオ・サントス・ジ・オリベイラ
Guilherme Marques,ギジェルメ・マルケス
Christian Corrêa Dionísio,クリスティアン・コヘア・ディオニシオ
José Marcelo Ferreira,ジョゼ・マルセロ・フェレイラ
Caio Júnior,カイオ・ジュニオール
Filadelfo de Azevedo,ホセ・フィラデルフォ・デ・バロス・エ・アゼベド
Leah Fortune,レア・リン・ガブリエラ・フォルトゥニ
Ederson Honorato Campos,エデルソン・オノラト・カンポス
Roberto Carlos,ロベルト・カルロス
Márcio Cruz,マーシオ・クルーズ
Edimar Curitiba Fraga,エジマル・クリチバ・フラガ
Adriane Galisteu,アドリアーネ・ガリステウ
Cássio Alves de Barros,カッシオ・アウベス・ジ・バロス
Pery Ribeiro,ペリー・ヒベイロ
Marcos Pizzelli,マルコス・ピニェイロ・ピッゼーリ
Rodrigo Moledo,ホドリゴ・モデスト・ダ・シウヴァ・モレド
Anderson Rodrigues,アンデルソン・ロドリゲス
Tomie Ohtake,大竹富江
Roberto Landell de Moura,ムーラ
José Carlos Bernardo,ジョゼ・カルロス・ベルナルド
Diego Farias da Silva,ジエゴ・ファリアス・ダ・シウヴァ
Erasmo Carlos,エラスモ・カルロス
Lucas Marques,ルーカス・マルケス
Maria Francisca de Orléans e Bragança,マリア・フランシスカ・デ・オルレアンス・エ・ブラガンサ
Willians dos Santos Santana,ウィリアンス・ドス・サントス・サンターナ
Cairo Roberto de Oliveira Lima,カイロ・ロベルト・ジ・オリヴェイラ・リマ
Isabel do Brasil,イザベル・ド・ブラジル
Cleiton Xavier,クレイトン・シャヴィエル
Diogo Luís Santo,ジオゴ・ルイス・サント
David Braz de Oliveira Filho,ダヴィド・ブラズ・ジ・オリヴェイラ・フィーリョ
Luís Alberto Silva dos Santos,ルイス・アルベルト・サントス・ドス・サントス
Renan Barão,ヘナン・バラオン
Oscar Castro-Neves,オスカー・カストロ・ネヴィス
Daniella Sarahyba,ダニエラ・サラヒバ
Klebber Toledo,クレッバー・トレド
João Gonçalves Filho,ジョアン・ゴンサウヴェス・フィーリョ
Ricardo Henrique da Silva dos Santos,リカルド・エンリケ・ダ・シルバ・ドス・サントス
Baden Powell,バーデン・パウエル
Fernanda Torres,フェルナンダ・トーレス
Daniela Mercury,ダニエラ・マーキュリー
Radamés Gnattali,ハダメス・ジナタリ
Jorge Viana,ホルヘ・ヴィアナ
Simone Pontello,シモーニ・ポンテーロ
Afrânio do Amaral,アフラニオ・ド・アマラウ
Adilson da Silva,アジウソン・ホセ・ダ・シウヴァ
Renan Bardini Bressan,レナン・バルディーニ・ブレッサン
Zé Ramalho,ゼ・ラマーリョ
Washington Stecanela Cerqueira,ワシントン・ステカネロ・セルケイラ
Dudu Cearense,ドゥドゥ・セアレンセ
Marcos Assunção,マルコス・アスンソン
Alexandre Luiz Fernandes,アレシャンドロ・ルイス・フェルナンデス
Alceu Rodrigues Simoni Filho,アルセウ・ホドリゲス・シモーニ・フィーリョ
Ronaldo da Costa,ロナウド・ダ・コスタ
Priscila Machado,プリシラ・マチャド
Gilton Ribeiro,ジウトン・ヒベイロ
Davi Rodrigues de Jesus,ダヴィ・ロドリゲス・デ・ジェズス
Rodrigo José Carbone,ロドリゴ・ジョゼ・カルボーネ
Eduardo Marques de Jesus Passos,エドワルド・マルケス・デ・ジェズス・パッソス
Toninho Cecílio,アントニオ・ジョルジ・セシリオ・ソブリホ
Leandro Castán,レアンドロ・カスタン・ダ・シウバ
Francisco Jaílson de Souza,フランシスコ・ジャイルソン・デ・ソウザ
Marcelino Júnior Lopes Arruda,マルセリーニョ・ジュニオール・ロペス・アルーダ
Silvinho Canuto,シルビオ・ホセ・カヌート
Pintado,ルイス・カルロス・デ・オリベイラ・プレト
Leandro Cunha,レアンドロ・クーニャ
Érika Coimbra,エリカ・コインブラ
Luís Augusto Osório Romão,ルイス・アウグスト・オゾリオ・ハモン
Marcus Vinicius de Morais,マルクス・ビニシウス・デ・モライス
Alessandra Negrini,アレッサンドラ・ネグリニ
Roberta Sá,ホベルタ・サー
Renato Cajá,レナト・アドリアーノ・ジャコ・モラエス
Paulo Marcos de Jesus Ribeiro,パウロ・マルコス・デ・ジェズス・リベイロ
Ankito,アンキット
Luís da Câmara Cascudo,ルイス・ダ・カマラ・カスクード
Renato Casagrande,ホセ・レナート・カーザグランデ
Luíza Sá,ルイザ・サア
Wallace Leandro de Souza,ウォレス・デ・ソウザ
Sidão,シドネイ・ドス・サントス
Thiago Alves,チアーゴ・アウヴェス
Marília Pêra,マリリア・ペーラ
Murilo Benício,ムリロ・ベニチオ
Carlos Latuff,カルロス・ラトゥッフ
Lygia Fagundes Telles,リージア・ファグンジェス・テーレス
Elis Regina,エリス・レジーナ
Chiquinha Gonzaga,シキーニャ・ゴンザーガ
Pedro Júnior,ペドロ・ビスポ・モレイラ・ジュニオール
José Antônio Martins Galvão,ジョゼ・アントニオ・マルチンス・ガウボン
Rodrigo Vergilio,ロドリゴ・ヴィルジリオ
José Rodolfo Pires Ribeiro,ジョゼ・ロドルフォ・ピレス・リベイロ
Carlos María de Alvear,カルロス・マリーア・デ・アルベアール
