Dortmund,多特蒙德
Tamm,塔姆
Königheim,柯尼希海姆
Pangermanismus,泛日耳曼主義
AVUS,汽车交通和练习道路
Brocken,布罗肯峰
1. FC Magdeburg,马格德堡足球俱乐部
Tauberbischofsheim,陶伯比绍夫斯海姆
Lauda-Königshofen,劳达-柯尼希斯霍芬
Chaos Computer Club,混沌计算机俱乐部
Eberdingen,埃伯丁根
Schopfheim,绍普夫海姆
Dörfles-Esbach,德夫莱斯-埃斯巴赫
Schloss Lichtenstein (Württemberg),利希滕施泰因城堡
Junkers Ju 88,Ju·88轟炸機
Sulzbach am Main,美因河畔苏尔茨巴赫
Egg an der Günz,金茨河畔埃格
Deutscher Zollverein,德意志關稅同盟
RTL Television,RTL電視台
DAX,德国DAX指数
Mickhausen,米克豪森
Fußball-Bundesliga 2009/10,2009年至2010年德國足球甲級聯賽
Friedrichstadt (Dresden),腓特烈城
Loschwitz,洛施维茨
Innere Neustadt,内新城·(德累斯顿)
Innere Altstadt,内老城
Bundesautobahn 1,德国1号高速公路
Pillnitz,皮尔尼茨
Bundesautobahn 4,德国4号高速公路
Bundesautobahn 5,德国5号高速公路
Bundesautobahn 3,德国3号高速公路
Regierungsbezirk Chemnitz,开姆尼茨行政区
Regierungsbezirk Leipzig,莱比锡行政区
Regierungsbezirk Dresden,德累斯顿行政区
Norderney,诺德奈
Bundesautobahn 2,德国2号高速公路
Bundesautobahn 6,德国6号高速公路
Bundesautobahn 7,德国7号高速公路
Bundesautobahn 9,德国9号高速公路
Bundesautobahn 8,德国8号高速公路
Besigheim,贝西希海姆
Freudenberg (Baden),弗羅伊登貝格·(巴登)
Großbottwar,大博特瓦尔
Stockach,施托卡赫
Aitern,艾滕
Fußball-Bundesliga 2008/09,2008年至2009年德國足球甲級聯賽
Fußball-Bundesliga 2005/06,2005年至2006年德国足球甲级联赛
Weikersheim,魏克斯海姆
Oberstenfeld,上施滕费尔德
Universität Bielefeld,比勒费尔德大学
Möglingen,默格林根
Rodenbach (bei Hanau),罗登巴赫
Juist,于斯特
Friede von Aachen (1748),1748年亚琛条约
Sauldorf,绍尔多夫
Weimarer Verfassung,魏玛宪法
Alte Buchenwälder und Buchenurwälder der Karpaten und anderer Regionen Europas,喀尔巴阡山脉及欧洲其它地区的原始山毛榉林
Die Heimat (Partei),祖國·(德國政黨)
Bremen,不来梅
Bönnigheim,本尼希海姆
Lech,萊希河
AFM (Rennwagen),AFM
Grünsfeld,格林斯费尔德
Gerlingen,盖林根·(巴登-符腾堡州)
Freiberg am Neckar,内卡河畔弗赖贝格
Bundesautobahn 10,德国10号高速公路
Bundesautobahn 13,德国13号高速公路
Bundesautobahn 11,德国11号高速公路
Bundesautobahn 12,德国12号高速公路
Borkum,博尔库姆
Baltrum,巴尔特鲁姆
Ahorn (Baden),阿霍恩
Weil am Rhein,莱茵河畔魏尔
Marbach am Neckar,馬爾巴赫
Schlösser Augustusburg und Falkenlust,奧古斯都堡與獵趣園
Bild (Zeitung),图片报
Messeturm (Frankfurt am Main),會展之塔
I.G. Farben,法本公司
Zerbst/Anhalt,采尔布斯特
Saalfeld/Saale,萨尔费尔德
Rammelsberg,拉默尔斯贝格矿
Zeche Zollverein,關稅同盟煤礦工業建築群
Wittelshofen,维特尔斯霍芬
Langenbach (Pfalz),朗根巴赫·(莱茵兰-普法尔茨)
Wertheim,韦尔特海姆
Universität Stuttgart,斯图加特大学
Reinheim,赖恩海姆
Herchweiler,黑希韦勒
Giekau,吉考
Ludwigslust,路德维希斯卢斯特
Lohe-Föhrden,洛厄-弗尔登
Bundesautobahn 15,德国15号高速公路
Bundesautobahn 14,德国14号高速公路
Dänische Sprache,丹麦语
Luxemburgische Sprache,卢森堡语
Slowenische Sprache,斯洛文尼亚语
Internationale Raumstation,国际空间站
Spiekeroog,施皮克罗格
Langeoog,朗格奥格
Otterbach (Westpfalz),奥特巴赫
U-Bahnhof Oberwiesenfeld,上草地站
Niese (Emmer),尼瑟河
Kircheib,基希艾布
Maulburg,毛尔堡
Bad Sulza,巴特苏尔察
Laucha an der Unstrut,温斯特鲁特河畔劳哈
Flieth-Stegelitz,弗利特-施泰格利茨
Schwieberdingen,施维伯丁根
Starnberg,施塔恩贝格
Burg Hohenzollern,霍亨索伦城堡
Bundespräsident (Deutschland),德國聯邦總統
Wangerooge,旺格奥格
Allensbach,阿伦斯巴赫
Friesische Sprachen,弗里斯兰语
Vaihingen an der Enz,恩茨河畔法伊英根
Sachsenheim,萨克森海姆
Igersheim,伊格斯海姆
Bad Mergentheim,巴特梅根特海姆
Hessigheim,黑西希海姆
Scorpions,蝎子乐队
Gewandhausorchester,萊比錫布商大廈管弦樂團
Kieler Friede,基爾條約
Entartete Kunst,頹廢藝術
Bauhaus,包豪斯
Fürst-Pückler-Park Bad Muskau,穆斯考爾公園
Volkswagen AG,大众集团
Würzburger Residenz,维尔茨堡宫
Steinway %26 Sons,施坦威公司
Reichenau (Insel),赖谢瑙岛
Niederdeutsche Sprache,低地德语
Gailingen am Hochrhein,盖林根
Kleines Wiesental,小维森塔尔
Rümmingen,吕明根
Eigeltingen,艾格尔廷根
Schallbach,沙尔巴赫
Orsingen-Nenzingen,奥尔辛根-嫩青根
Volkertshausen,福尔克茨豪森
Kyllburg,基爾堡·(萊茵蘭-普法爾茨州)
Festival of Lights,柏林灯光节
Zeulenroda-Triebes,措伊伦罗达-特里伯斯
Altes Museum,柏林旧博物馆
Panketal,潘克塔尔
Spartakusbund,斯巴達克同盟
BayArena,拜耳竞技场
Christian-Albrechts-Universität zu Kiel,基尔大学
Dornier Do 17,Do·17轟炸機
Universität Hamburg,汉堡大学
Löbau,勒包
Schloss Moritzburg (Sachsen),莫里茨城堡
Air Berlin,柏林航空
Deutsche Bahn,德国铁路
Eberswalde,埃伯斯瓦尔德
Wissen (Stadt),维森
Lufthansa,汉莎航空
Schotten (Stadt),绍滕
Wieskirche,維斯朝聖教堂
Königssee,国王湖
Pariser Platz,巴黎广场
Baberowsee,巴伯羅湖
Neuental,诺伊恩塔尔
Vector Informatik,Vector·Informatik
Bernau am Chiemsee,基姆湖畔贝尔瑙
Altonaer Museum,阿爾托納博物館
Frasdorf,弗拉斯多夫
Verlagsgruppe Georg von Holtzbrinck,霍尔茨布林克出版集团
Voith (Unternehmen),福伊特
Fokker Dr.I,福克Dr.I战斗机
Olympische Sommerspiele 1972/Basketball,1972年夏季奧林匹克運動會籃球比賽
Gemmrigheim,盖姆里希海姆
Löchgau,勒希高
Mühlingen,米林根
Schönenberg (Schwarzwald),舍嫩贝格·(巴登-符腾堡州)
Paulaner Brauerei,Paulaner
Barendorf,巴伦多夫
Allianz Arena,安联竞技场
Oderbruch,奧德布魯赫
Pegnitz (Stadt),佩格尼茨
Öhningen,厄宁根
Kirchheim am Neckar,内卡河畔基希海姆
Lebus,莱布斯
Utzenfeld,乌岑费尔德
Malsburg-Marzell,马尔斯堡-马采尔
Goethe-Institut,歌德學院
Rot-Weiß Oberhausen,红白奥伯豪森足球俱乐部
Bückeburg,比克堡
Puma (Sportartikelhersteller),PUMA
Aserbaidschanische Sprache,阿塞拜疆语
Bernau bei Berlin,柏林附近贝尔瑙
Deutsch-Sowjetischer Grenz- und Freundschaftsvertrag,德苏友好合作和边界划定条约
Fußball-Oberliga Rheinland-Pfalz/Saar,莱茵兰-普法尔茨/萨尔足球高级联赛
Bogen (Stadt),博根
Nagold,纳戈尔德
Waldrohrbach,瓦尔德罗尔巴赫
Heinkel He 162,He·162戰鬥機
Neubukow,新布科
Flughafen Berlin-Tempelhof,柏林-滕珀尔霍夫机场
Flughafen Berlin-Tegel,柏林-泰格尔奥托·利林塔尔机场
Flughafen Berlin-Schönefeld,柏林-舍訥費爾德機場
Binzen,宾岑
Schliengen,施林根
Häg-Ehrsberg,黑格-埃尔斯贝格
Hilzingen,希尔青根
Fuhlenhagen,富伦哈根
Garmisch-Partenkirchen,加米施-帕滕基兴
Saarbrücken Hauptbahnhof,萨尔布吕肯火车总站
Semperoper,森柏歌劇院
Merck KGaA,默克集團
Bertelsmann,贝塔斯曼
Welthauptstadt Germania,世界之都日耳曼尼亚
Jüdisches Museum Berlin,柏林猶太博物館
DFL-Supercup,德國超級盃
Kasachische Sprache,哈萨克语
Brühlsche Terrasse,布吕尔平台
Grenzach-Wyhlen,格伦察赫-维伦
Sorbische Sprache,索布语
Griechische Sprache,希腊语
Junkers Ju 52/3m,Ju·52運輸機
Jütland,日德兰半岛
Badenweiler,巴登韦勒
Bodman-Ludwigshafen,博德曼-路德维希港
Rielasingen-Worblingen,里拉辛根-沃布林根
Hausen im Wiesental,维瑟河谷豪森
Wembach,文巴赫
Hohenfels (bei Stockach),霍恩费尔斯
Wattenmeer (Nordsee),瓦登海
Ischtar-Tor,伊什塔尔城门
Neuburg an der Donau,多瑙河畔诺伊堡
Museum Folkwang,弗柯望博物館
Gottmadingen,戈特马丁根
Schwörstadt,施沃施塔特
Fußball-Verbandsliga Sachsen-Anhalt,萨克森-安哈尔特足球协会联赛
Aach (Hegau),阿赫·(巴登-符腾堡州)
Völklinger Hütte,弗爾克林根鋼鐵廠
Frauenkirche (Dresden),圣母教堂·(德累斯顿)
Sternberg,施滕贝格
Zittau,齐陶
Haus Hannover,汉诺威王朝
Königstuhl (Odenwald),王座山
Eurovision Song Contest 2011,2011年歐洲歌唱大賽
Landessternwarte Heidelberg-Königstuhl,王座山天文台
Auto Union,汽车联盟
Deutsche Nationalbibliothek,德国国家图书馆
Saterfriesische Sprache,萨特弗里斯兰语
Gierskoppbach,吉爾斯科普巴赫河
Deutsche Telekom,德国电信
BASF,巴斯夫
Landkreis Bad Doberan,巴特多伯兰县
Bad Doberan,巴特多伯兰
Junkers Ju 87,Ju·87俯衝轟炸機
Mercedes-AMG,梅賽德斯-AMG
BMW,BMW
Mundelsheim,蒙德尔斯海姆
Mittenwald,米滕瓦尔德·(巴伐利亚州)
Belgweiler,贝尔格韦勒
Steißlingen,施泰斯林根
Pleidelsheim,普莱德尔斯海姆
Mühlhausen-Ehingen,米尔豪森-埃英根
Sinn (Fluss),辛恩河
Vierschanzentournee,跳台滑雪四站赛
Oberstaufen,上施陶芬
Carmina Burana,布兰诗歌
Die Zeit,时代周报·(德国)
Tagesspiegel,每日镜报·(德国)
Garding,加尔丁
Wrixum,弗里克苏姆
Tating,塔廷
Borgsum,博格苏姆
Zaza-Sprache,扎扎其語
Frankfurter Allgemeine Zeitung,法兰克福汇报
Himmelsscheibe von Nebra,內布拉星象盤
Rothenburg/Oberlausitz,上劳西茨地区罗滕堡
Kampen (Sylt),坎彭
Borgward,博格瓦德
Mercedes-Benz Group,梅賽德斯-賓士集團
Nationales Cyber-Abwehrzentrum,國家網絡中心
Germania magna,日耳曼尼亚
Landkreis Oberallgäu,上阿尔高县
Landkreis Lindau (Bodensee),林道县
Landkreis Ostallgäu,东阿尔高县
Landkreis Unterallgäu,下阿尔高县
Böhmerwald,波希米亚林山
Pergamonmuseum,佩加蒙博物館
Neues Museum (Berlin),柏林新博物馆
MTU Aero Engines,MTU航空发动机公司
Gerzen,盖尔岑
Intercity-Express,城際快車
Technische Universität Ilmenau,伊尔默瑙工业大学
Petting (Gemeinde),佩廷·(巴伐利亚州)
Landkreis Neu-Ulm,新乌尔姆县
Koldenbüttel,科尔登比特尔
Deutsche Bank Park,德意志银行公园
Serben,塞爾維亞族
Ostalpen,東阿爾卑斯山脈
Internationale Filmfestspiele Berlin 1998,第48屆柏林影展
Internationale Filmfestspiele Berlin 1999,第49屆柏林影展
Internationale Filmfestspiele Berlin 1997,第47屆柏林影展
Saterland,萨特兰
Reichenbach/O.L.,上劳西茨地区赖兴巴赫
Deutsches Zentrum für Luft- und Raumfahrt,德國航空太空中心
FSV Frankfurt,FSV法兰克福
KFC Uerdingen 05,烏丁根足球俱樂部
1. FC Saarbrücken,薩爾布呂肯足球俱樂部
Dessau-Wörlitzer Gartenreich,德紹-沃利茨園林王國
Deutsche Zentrumspartei,德國中央黨
Focke-Wulf Fw 200,Fw·200偵察機
Landkreis Augsburg,奥格斯堡县
Landkreis Günzburg,金茨堡县
Landkreis Dillingen an der Donau,多瑙河畔迪林根县
Landkreis Aichach-Friedberg,艾夏赫-弗里德贝格县
Landkreis Donau-Ries,多瑙-里斯县
Landkreis Tirschenreuth,蒂申罗伊特县
Landkreis Neustadt an der Waldnaab,瓦尔德纳布河畔诺伊施塔特县
Flughafen Hamburg,汉堡机场
Fußball-Bundesliga 2006/07,2006年至2007年德国足球甲级联赛
Ostfriesische Inseln,东弗里西亚群岛
ISO 3166-2:DE,ISO·3166-2:DE
Bad Rappenau,巴特拉珀瑙
U-Bahn Berlin,柏林地鐵
Deutsche Bank,德意志银行
Leda (Fluss),萊達河
Checkpoint Charlie,查理檢查哨
Landkreis Amberg-Sulzbach,安贝格-苏尔茨巴赫县
Landkreis Schwandorf,施万多夫县
Tag der Deutschen Einheit,德國統一日
Bayreuther Festspiele,拜罗伊特音乐节
Kulmbach,庫爾姆巴赫
PreZero Arena,普瑞泽柔竞技场
Kloster Lorsch,洛爾施隱修院
Landkreis Cham,卡姆县
Landkreis Neumarkt in der Oberpfalz,诺伊马克特县
Bobritzsch-Hilbersdorf,博布里奇-希尔伯斯多夫
Claußnitz,克劳斯尼茨
Dorfchemnitz,多夫开姆尼茨
Nordfriesische Inseln,北弗里西亚群岛
Leck (Nordfriesland),莱克
Erlau (Sachsen),埃劳
Eppendorf,埃彭多夫
Großhartmannsdorf,大哈特曼斯多夫
Altmittweida,旧米特韦达
Hörnum (Sylt),叙尔特岛赫努姆
Justizpalast (München),司法宫·(慕尼黑)
ATP Stuttgart,斯图加特公开赛
Technische Universität München,慕尼黑工业大学
Landkreis Bayreuth,拜罗伊特县
Landkreis Coburg,科堡县
Fichtelgebirge,菲希特爾山脈
Unterhaltungssoftware Selbstkontrolle,德國娛樂軟件檢驗局
Flughafen Köln/Bonn,科隆/波恩機場
Landkreis Lichtenfels,利希滕费尔斯县
Landkreis Bamberg,班贝格县
Nordfriesische Sprache,北弗里斯兰语
Internationale Filmfestspiele Berlin,柏林国际电影节
Deutsche Post AG,德国邮政
Alemannische Dialekte,阿勒曼尼语
Commerzbank,德国商业银行
Landkreis Erlangen-Höchstadt,埃朗根-赫希施塔特县
Landkreis Forchheim,福希海姆县
Olympiastadion München,慕尼黑奥林匹克体育场
Starnberger See,施塔恩贝格湖
Langenleuba-Niederhain,朗根洛伊巴-尼德海恩
Leubsdorf (Sachsen),洛伊布斯多夫
Lichtenberg/Erzgeb.,利希滕贝格·(中萨克森县)
Lichtenau (Sachsen),利希特瑙·(萨克森州)
Mulda/Sa.,穆尔达
Neuhausen/Erzgeb.,诺伊豪森·(萨克森州)
Mühlau (Sachsen),米劳·(萨克森)
Landkreis Roth,罗特县
Landkreis Nürnberger Land,纽伦堡地区县
Risum-Lindholm,里苏姆-林德霍尔姆
Schwabstedt,施瓦布施泰特
Südermarsch,南马施
Landkreis Kulmbach,库尔姆巴赫县
Niederstriegis,下斯特里吉斯
Dielmissen,迪尔米森
Deensen,登森
Roth (Rednitz),羅特河·(雷德尼茨河支流)
Bezirk Steglitz-Zehlendorf,施泰格利茨-采伦多夫
Bezirk Spandau,施潘道
Bode-Museum,博德博物馆
Holstein Kiel,荷尔斯泰因基尔
TSV 1860 München,1860慕尼黑體育會
Wacken Open Air,瓦肯音乐节
Bundestagswahl 2009,2009年德國聯邦議院選舉
Deutsche Börse,德意志交易所
Bezirk Treptow-Köpenick,特雷普托-克珀尼克
Max-Planck-Gesellschaft,马克斯·普朗克学会
Bezirk Charlottenburg-Wilmersdorf,夏洛滕堡-维尔默斯多夫
Landkreis Würzburg,维尔茨堡县
Landkreis Neustadt an der Aisch-Bad Windsheim,艾施河畔诺伊施塔特-巴特文茨海姆县
Ostrau (Jahnatal),奥斯特劳
Oberschöna,上舍纳
Niederwiesa,下维萨
Großweitzschen,大魏辰
Hartmannsdorf (bei Chemnitz),哈特曼斯多夫·(中萨克森县)
Halsbrücke,哈尔斯布吕克
Königsfeld (Sachsen),柯尼希斯费尔德·(萨克森州)
Königshain-Wiederau,柯尼希斯海恩-维德劳
Platz der Republik (Berlin),共和广场·(柏林)
Reinsberg (Sachsen),赖恩斯贝格·(德国)
Rechenberg-Bienenmühle,雷兴贝格-比嫩米勒
Flughafen München,慕尼黑机场
Kriebstein,克里布施泰因
Zeller Bach (Memminger Ach),采爾巴赫河
Dümpelfeld,丁珀尔费尔德
Bad Windsheim,巴特温茨海姆
Der Spiegel,明镜
Landkreis Weißenburg-Gunzenhausen,魏森堡-贡岑豪森县
Frohnsdorf (Nobitz),弗罗恩斯多夫
Göpfersdorf,格普弗斯多夫
Schloss Nymphenburg,宁芬堡宫
Deutsches Museum,德意志博物馆
Landkreis Regensburg,雷根斯堡县
Landkreis Hof,霍夫县
Kloster Maulbronn,毛尔布龙修道院
Altensteig,阿尔滕施泰格
Ziegelheim,齐格尔海姆
Jückelberg,于克尔贝格
Friede von Frankfurt,法蘭克福條約
Pergamonaltar,帕加马祭坛
Landkreis Wunsiedel im Fichtelgebirge,文西德尔县
Landkreis Kronach,克罗纳赫县
Landkreis Ansbach,安斯巴赫县
Landkreis Fürth,菲尔特县
Usedom (Stadt),乌瑟多姆
Wechselburg,韦克瑟尔堡
Zettlitz,采特利茨
Weißenborn/Erzgeb.,魏森博恩·(萨克森州)
Medaillenspiegel der Olympischen Winterspiele 1936,1936年冬季奥林匹克运动会奖牌榜
Technische Universität Dresden,德累斯顿工业大学
Echtershausen,埃希特斯豪森
Bundeswappen Deutschlands,德国国徽
Frankfurt-Höchst,霍斯特·(法蘭克福)
Amoklauf von Winnenden und Wendlingen,温嫩登校园枪击案
Bezirk Tempelhof-Schöneberg,滕珀尔霍夫-舍讷贝格
SpVgg Unterhaching,下哈兴体育俱乐部
Martinstag,聖瑪爾定節
ESCP Business School,ESCP欧洲高等商学院
Striegistal,施特里吉斯塔尔
Taura,陶拉
Seelitz,塞利茨
Rossau (Sachsen),罗绍
Bulgaren,保加利亞人
Landkreis Main-Spessart,美因-施佩萨特县
Landkreis Bad Kissingen,巴特基辛根县
Landkreis Kelheim,凯尔海姆县
Landkreis Landshut,兰茨胡特县
Landkreis Aschaffenburg,阿沙芬堡县
Landkreis Miltenberg,米尔滕贝格县
Landkreis Rhön-Grabfeld,伦-格拉布费尔德县
Landkreis Haßberge,哈斯贝格县
Langeneß (Gemeinde),朗格内斯
Landkreis Rottal-Inn,罗塔尔-因县
Landkreis Kitzingen,基青根县
Landkreis Schweinfurt,施韦因富特县
Landkreis Deggendorf,代根多夫县
Landkreis Regen,雷根县
DB Schenker Logistics,德铁信可物流
Michaeliskirche (Hildesheim),聖米迦勒教堂·(希爾德斯海姆)
Stern (Zeitschrift),亮点
Geringswalde,盖灵斯瓦尔德
Kreisstadt,县府·(德国)
Waldspirale,螺旋森林
Großschirma,大希尔马
Augustusburg,奥古斯图斯堡
Zschaitz-Ottewig,柴茨-奥特维希
Leisnig,莱斯尼希
Lunzenau,伦策瑙
Hartha,哈尔塔
Burgstädt,布格施泰特
Frankenberg/Sachsen,弗兰肯贝格·(萨克森州)
Frauenstein (Erzgebirge),弗劳恩施泰因·(德国)
Arado Ar 68,Ar·68戰鬥機
Straßkirchen,施特拉斯基兴
Neustadt an der Aisch,艾施河畔诺伊施塔特
Hochtief,豪赫蒂夫
Analytik Jena,耶拿分析仪器
Brand-Erbisdorf,布兰德-埃尔比斯多夫
Zalando,Zalando
ZF Friedrichshafen,采埃孚
Cherry (Unternehmen),樱桃公司
Dillingen/Saar,迪林根
Waldheim,瓦尔德海姆
Sayda,赛达·(德国)
Nd,新德意志报
Ehingen (Donau),埃英根
GSG 9 der Bundespolizei,德國聯邦警察第九國境守備隊
Flughafen Stuttgart,斯图加特机场
FC 08 Homburg,洪堡足球俱乐部
Emtmannsberg,埃姆特曼斯贝格
Neukirchen bei Sulzbach-Rosenberg,苏尔茨巴赫-罗森贝格附近诺伊基兴
Oederan,厄德兰
Z-Plan,Z计划
Essener Münster,埃森大教堂
Essen Hauptbahnhof,埃森火车总站
Flughafen Frankfurt-Hahn,法兰克福-哈恩机场
Nassau (Lahn),拿骚·(德国)
Großer Preis von Deutschland 2012,2012年德国大奖赛
AEG,AEG
Penig,佩尼希
Neustadt am Kulm,库尔姆山麓诺伊施塔特
Roßwein,罗斯韦恩
Jever,耶弗尔
Landkreis Dingolfing-Landau,丁戈尔芬-兰道县
Landkreis Straubing-Bogen,施特劳宾-博根县
Nationalsozialistischer Untergrund,納粹主義地下組織
Horch,霍希
Bairisch,奥地利-巴伐利亚语
Ziegra-Knobelsdorf,齐格拉-克诺贝尔斯多夫
Die Welt,世界报·(德国)
Tschetschenen,车臣人
Hainichen,海尼兴
Unterfranken,下弗兰肯行政区
Zell am Main,美因河畔采尔
Mittelfranken,中弗兰肯行政区
Reuth bei Erbendorf,埃本多夫附近罗伊特
Schiltberg,希尔特贝格
Massing,马辛·(巴伐利亚)
Cebit,CeBIT
Technische Universität Chemnitz,开姆尼茨工业大学
Gauting,高廷
Institut für Sexualwissenschaft,性學研究所
Südbrookmerland,南布罗克默兰
Birgland,比格兰
Dahmker,达姆克
Scheitenkorb,沙伊滕科尔布
Feilitzsch,法伊利奇
Bezirk Friedrichshain-Kreuzberg,腓特烈斯海恩-克罗伊茨贝格
Mitteldeutscher Rundfunk,中德廣播公司
Landkreis Dachau,达豪县
Landkreis Freising,弗赖辛县
Landkreis Starnberg,施塔恩贝格县
Landkreis Fürstenfeldbruck,菲斯滕费尔德布鲁克县
Landkreis Passau,帕绍县
Landkreis Freyung-Grafenau,弗赖翁-格拉弗瑙县
Landkreis Eichstätt,艾希施泰特县
Landkreis Neuburg-Schrobenhausen,诺伊堡-施罗本豪森县
Sauer (Mosel),绍尔河
Landkreis Pfaffenhofen an der Ilm,伊尔姆河畔普法芬霍芬县
Großmehring,大梅灵
Bezirk Reinickendorf,赖尼肯多夫
Süddeutsche Zeitung,南德意志报
Taunus,陶努斯山
Zell im Fichtelgebirge,菲希特尔山区采尔
Michelsneukirchen,米歇尔斯诺伊基兴
Grafing bei München,格拉芬
Döbeln,德伯爾恩
Großwallstadt,大瓦尔施塔特
Flöha,弗勒阿
Rochlitz,罗赫利茨
Mittweida,米特韦达
Unterschwaningen,下施瓦宁根
Bernried am Starnberger See,施塔恩贝格湖畔贝恩里德
Trostberg,特罗斯特贝格
Landkreis Weilheim-Schongau,魏尔海姆-雄高县
Landkreis Landsberg am Lech,莱希河畔兰茨贝格县
Tornowsee,托爾諾湖·(東普里格尼茨-魯平縣)
Schirnding,希恩丁
Gesamtdeutsche Mannschaft,奥林匹克运动会德国联队代表团
Niederstaufenbach,下施陶芬巴赫
Documenta,卡塞尔文献展
Sparneck,施帕内克
RWE,莱茵集团
Thyssenkrupp,蒂森克虏伯
Brüder der christlichen Schulen,喇沙會
St. Jakob (Nürnberg),圣雅各堂·(纽伦堡)
Olympische Sommerspiele 1972/Volleyball,1972年夏季奧林匹克運動會排球比賽
Olympische Sommerspiele 1972/Fußball,1972年夏季奥林匹克运动会足球比赛
Olympische Sommerspiele 1972/Handball,1972年夏季奧林匹克運動會手球比賽
