Județul Alba,阿爾巴縣
"Comuna Glina, Ilfov",格利納鄉·(伊爾福夫縣)
"Comuna Unirea, Brăila",烏尼雷亞鄉·(布勒伊拉縣)
"Comuna Victoria, Brăila",維多利亞鄉·(布勒伊拉縣)
"Comuna Vădeni, Brăila",沃代尼鄉·(布勒伊拉縣)
"Comuna Poșta Câlnău, Buzău",波什塔克爾訥烏鄉
"Comuna Bănișor, Sălaj",伯尼紹爾鄉
"Comuna Aliman, Constanța",阿利曼鄉
"Comuna Albești, Constanța",阿爾貝什蒂鄉·(康斯坦察縣)
"Comuna Variaș, Timiș",瓦里亞什鄉
"Comuna Izvoarele Sucevei, Suceava",伊茲瓦雷萊蘇切韋鄉
"Comuna Grăniceri, Arad",格勒尼切里鄉
Catedrala Mitropolitană din Iași,雅西都主教座堂
"Comuna Arpașu de Jos, Sibiu",下阿爾帕舒鄉
"Comuna Amzacea, Constanța",阿姆扎恰鄉
"Comuna Darova, Timiș",達羅瓦鄉
"Comuna Dagâța, Iași",德格察鄉
"Comuna Band, Mureș",班德鄉·(穆列什縣)
"Comuna Vânători-Neamț, Neamț",沃訥托里-尼亞姆茨鄉
"Comuna Ghilad, Timiș",吉拉德鄉
"Comuna Ghindari, Mureș",京達里鄉
"Comuna Cogealac, Constanța",科賈拉克鄉
"Comuna Coltău, Maramureș",科爾特烏鄉
"Comuna Băița, Hunedoara",伯伊察鄉·(胡內多阿拉縣)
"Comuna Vinga, Arad",溫加鄉
"Comuna Bălțați, Iași",伯爾察齊鄉
ACS Poli Timișoara,普利添美索亞拿體育會
"Comuna Vâlcele, Covasna",沃爾切萊鄉·(科瓦斯納縣)
"Comuna Bărbătești, Vâlcea",伯爾伯泰什蒂鄉·(沃爾恰縣)
"Comuna Nucet, Dâmbovița",努切特鄉·(登博維察縣)
"Comuna Corbeni, Argeș",科爾貝尼鄉
"Comuna Comloșu Mare, Timiș",大科姆洛舒鄉
"Comuna Constantin Daicoviciu, Caraș-Severin",康斯坦丁達伊科維丘鄉·(卡拉什-塞維林縣)
"Comuna Girișu de Criș, Bihor",吉里舒德克里什鄉
"Comuna Gălăuțaș, Harghita",格勒烏察什鄉
"Comuna Movileni, Iași",莫維萊尼鄉·(雅西縣)
"Comuna Dobrești, Bihor",多布雷什蒂鄉·(比霍爾縣)
"Comuna Moneasa, Arad",莫內亞薩鄉
"Comuna Drăgănești, Bihor",德勒格內什蒂鄉·(比霍爾縣)
"Comuna Blejoi, Prahova",布萊若伊鄉
"Comuna Dolhești, Iași",多爾海什蒂鄉·(雅西縣)
"Comuna Mica, Mureș",米卡鄉·(穆列什縣)
"Comuna Bogdand, Satu Mare",博格丹德鄉
"Comuna Boghiș, Sălaj",博吉什鄉
"Comuna Costinești, Constanța",科斯蒂內什蒂鄉
"Comuna Dudeștii Vechi, Timiș",舊杜代什蒂鄉
"Comuna Dumbrava, Timiș",敦布拉瓦鄉·(蒂米什縣)
"Comuna Cotnari, Iași",科特納里
"Comuna Crâmpoia, Olt",克倫波亞鄉
"Comuna Prundu, Giurgiu",普倫杜鄉
"Comuna Jijila, Tulcea",日日拉鄉
"Comuna Dioști, Dolj",迪奧什蒂鄉
"Comuna Eremitu, Mureș",埃雷米圖鄉
"Comuna Ernei, Mureș",埃爾內鄉
"Comuna Nufăru, Tulcea",努弗魯鄉
"Comuna Racovița, Sibiu",拉科維察鄉·(錫比烏縣)
"Comuna Odoreu, Satu Mare",奧多雷烏鄉
"Comuna Ocna Șugatag, Maramureș",舒加塔格鹽礦鎮鄉
"Comuna Pișchia, Timiș",皮什基亞鄉
"Comuna Tarna Mare, Satu Mare",大塔爾納鄉
"Comuna Olari, Arad",奧拉里鄉·(阿拉德縣)
"Comuna Tarcău, Neamț",塔爾克烏鄉
"Comuna Chirpăr, Sibiu",基爾珀爾鄉
"Comuna Chișlaz, Bihor",基什拉茲鄉
Râul Copceac,基皮恰克河
"Comuna Curtea, Timiș",庫爾泰亞鄉
"Comuna Chiochiș, Bistrița-Năsăud",基奧基什鄉
"Comuna Rădești, Alba",勒代什蒂鄉·(阿爾巴縣)
"Comuna Tătărăști, Bacău",特特勒什蒂鄉
"Comuna Tămășeu, Bihor",特默謝烏鄉
"Comuna Ostrov, Tulcea",奧斯特羅夫鄉·(圖爾恰縣)
"Comuna Oșorhei, Bihor",奧紹爾海伊鄉
"Comuna Topalu, Constanța",托帕盧鄉
"Comuna Lazuri de Beiuș, Bihor",拉祖里德貝尤什鄉
"Comuna Carașova, Caraș-Severin",卡拉紹瓦鄉
"Comuna Laslea, Sibiu",拉斯萊亞鄉
"Comuna Călinești-Oaș, Satu Mare",克利內什蒂瓦什鄉
"Comuna Traian Vuia, Timiș",特拉揚武亞鄉·(蒂米什縣)
"Comuna Lechința, Bistrița-Năsăud",萊欽察鄉
"Comuna Tulgheș, Harghita",圖爾蓋什鄉
"Comuna Pietroasa, Timiș",彼得羅阿薩鄉·(蒂米什縣)
"Comuna Rodna, Bistrița-Năsăud",羅德納鄉
"Comuna Roșiori, Bihor",羅肖里鄉·(比霍爾縣)
"Comuna Roșia de Secaș, Alba",羅希亞德塞卡什鄉
"Roșia Montană, Alba",羅希亞蒙塔訥鄉
"Comuna Roșia, Bihor",羅希亞鄉
"Comuna Leșu, Bistrița-Năsăud",萊舒鄉
"Comuna Cioroiași, Dolj",喬羅亞希鄉
"Comuna Peregu Mare, Arad",大佩雷古鄉
"Comuna Uivar, Timiș",維瓦爾鄉
"Comuna Șinteu, Bihor",欣泰烏鄉
"Comuna Lunca Mureșului, Alba",倫卡穆列什鄉
"Comuna Tiream, Satu Mare",蒂雷亞姆鄉
"Comuna Șandra, Timiș",尚德拉鄉
"Comuna Sanislău, Satu Mare",薩尼斯勒烏鄉
"Comuna Tiha Bârgăului, Bistrița-Năsăud",伯爾格烏山麓蒂哈鄉
"Comuna Șag, Timiș",沙格鄉
"Comuna Șișești, Maramureș",希謝什蒂鄉·(馬拉穆列什縣)
"Comuna Lugașu de Jos, Bihor",下盧加舒鄉
"Comuna Poienile de sub Munte, Maramureș",波耶尼萊德蘇布蒙泰鄉
"Comuna Urziceni, Satu Mare",烏爾濟切尼鄉·(薩圖馬雷縣)
"Comuna Șoimi, Bihor",紹伊米鄉
"Comuna Livada, Arad",利瓦達鄉·(阿拉德縣)
"Comuna Satulung, Maramureș",薩圖隆格鄉
"Comuna Tufeni, Olt",圖費尼鄉
"Comuna Secaș, Timiș",塞卡什鄉
"Comuna Șuncuiuș, Bihor",順庫尤什鄉
"Comuna Săuca, Satu Mare",瑟烏卡鄉
"Comuna Ferești, Vaslui",費雷什蒂鄉
"Comuna Iablanița, Caraș-Severin",亞布拉尼察鄉
"Comuna Macea, Arad",馬恰鄉
"Comuna Scobinți, Iași",斯科賓齊鄉
"Comuna Măicănești, Vrancea",默伊克內什蒂鄉
"Comuna Mădârjac, Iași",默德里亞克鄉
"Comuna Măgești, Bihor",默傑什蒂鄉
"Comuna Finiș, Bihor",菲尼什鄉
"Comuna Sărmaș, Harghita",瑟爾馬什鄉
"Comuna Șărmășag, Sălaj",舍爾默沙格鄉
"Comuna Plăieșii de Jos, Harghita",下普勒耶希鄉
"Comuna Brădești, Harghita",布勒代什蒂鄉·(哈爾吉塔縣)
"Comuna Bănești, Prahova",伯內什蒂鄉·(普拉霍瓦縣)
"Comuna Archiș, Arad",阿爾基什鄉
"Comuna Arcuș, Covasna",阿爾庫什鄉
"Comuna Chichiș, Covasna",基基什鄉
"Comuna Coșeiu, Sălaj",科謝尤鄉
"Comuna Blândești, Botoșani",布倫代什蒂鄉
"Comuna Bilca, Suceava",比爾卡鄉
"Comuna Beștepe, Tulcea",貝什泰佩鄉·(圖爾恰縣)
"Comuna Blejești, Teleorman",布萊熱什蒂鄉
"Comuna Blăgești, Vaslui",布勒傑什蒂鄉·(瓦斯盧伊縣)
"Comuna Berchișești, Suceava",貝爾希謝什蒂鄉
"Comuna Berislăvești, Vâlcea",貝里斯勒韋什蒂鄉
"Comuna Berevoești, Argeș",貝雷沃埃什蒂鄉
"Comuna Berezeni, Vaslui",貝雷澤尼鄉
"Comuna Beuca, Teleorman",貝烏卡鄉
"Comuna Hulubești, Dâmbovița",胡盧貝什蒂鄉
"Comuna Beciu, Teleorman",貝丘鄉
"Comuna Balaci, Teleorman",伯勒奇鄉
"Comuna Bala, Mehedinți",巴拉鄉·(梅赫丁茨縣)
"Berceni, Ilfov",貝爾切尼鄉·(伊爾福夫縣)
"Comuna Barcea, Galați",巴爾恰鄉
"Comuna Hidișelu de Sus, Bihor",上希迪謝盧鄉
"Comuna Cristolț, Sălaj",克里斯托爾茨鄉
"Comuna Halmășd, Sălaj",哈爾默什德鄉
"Comuna Curățele, Bihor",庫勒采萊鄉
"Comuna Pardoși, Buzău",帕爾多希鄉
"Comuna Lupșa, Alba",盧普沙鄉
"Comuna Românași, Sălaj",羅馬納希鄉
"Comuna Mirșid, Sălaj",米爾希德鄉
"Comuna Slimnic, Sibiu",斯利姆尼克鄉
"Comuna Șamșud, Sălaj",沙姆舒德鄉
"Comuna Șimișna, Sălaj",謝米什納鄉
"Comuna Șiria, Arad",希里亞鄉
"Comuna Popești, Bihor",波佩什蒂鄉·(比霍爾縣)
"Comuna Porumbacu de Jos, Sibiu",下波倫巴庫鄉
"Comuna Ceahlău, Neamț",恰赫勒烏鄉·(尼亞姆茨縣)
"Comuna Breznița-Ocol, Mehedinți",布雷茲尼察-奧科爾鄉
"Comuna Brânceni, Teleorman",布倫切尼鄉
"Comuna Brâncoveni, Olt",布倫科韋尼鄉
"Comuna Brădești, Dolj",布勒代什蒂鄉·(多爾日縣)
"Comuna Breznița-Motru, Mehedinți",布雷茲尼察-莫特魯鄉
"Comuna Bogdănița, Vaslui",博格德尼察鄉
"Comuna Bogdănești, Suceava",博格德內什蒂鄉·(蘇恰瓦縣)
"Comuna Bobicești, Olt",博比切什蒂鄉
"Comuna Țețchea, Bihor",采茨凱亞鄉
"Comuna Botoroaga, Teleorman",博托羅阿加鄉
"Comuna Bosanci, Suceava",博桑奇鄉·(蘇恰瓦縣)
"Comuna Bradu, Argeș",布拉杜鄉
"Comuna Botoșana, Suceava",博托沙納鄉
"Comuna Spinuș, Bihor",斯皮努什鄉
"Comuna Boișoara, Vâlcea",博伊什瓦拉鄉
"Comuna Bolintin-Deal, Giurgiu",博林廷-迪亞爾鄉
"Comuna Borăscu, Gorj",博勒斯庫鄉
"Comuna Boroaia, Suceava",博羅阿亞鄉
"Comuna Bolboși, Gorj",博爾博希鄉
"Comuna Boțești, Vaslui",博采什蒂鄉·(瓦斯盧伊縣)
"Comuna Bratovoești, Dolj",布拉托沃埃什蒂鄉
"Comuna Bragadiru, Teleorman",布拉加迪魯鄉·(特列奧爾曼縣)
"Comuna Brabova, Dolj",布拉博瓦鄉
"Comuna Brodina, Suceava",布羅迪納鄉
"Comuna Broșteni, Mehedinți",布羅什泰尼鄉·(梅赫丁茨縣)
"Comuna Cermei, Arad",切爾梅鄉
"Comuna Bujoreni, Vâlcea",布若雷尼鄉·(沃爾恰縣)
"Comuna Bulzești, Dolj",布爾澤什蒂鄉
"Comuna Brăești, Botoșani",布勒耶什蒂鄉·(博托沙尼縣)
"Comuna Brănești, Gorj",布勒內什蒂鄉·(戈爾日縣)
"Comuna Bucinișu, Olt",布西尼舒鄉
"Comuna Buzoești, Argeș",布佐埃什蒂鄉
"Comuna Bumbești-Pițic, Gorj",本貝什蒂-皮齊克鄉
"Comuna Burila Mare, Mehedinți",大布里拉鄉
"Comuna Bâlteni, Gorj",伯爾泰尼鄉
"Comuna Bustuchin, Gorj",布斯圖欽鄉
"Comuna Ciuchici, Caraș-Severin",丘基奇鄉
"Comuna Codăești, Vaslui",科德埃什蒂鄉
"Comuna Conțești, Teleorman",孔采什蒂鄉·(特列奧爾曼縣)
"Comuna Concești, Botoșani",孔切什蒂鄉
"Comuna Cernătești, Dolj",切爾訥泰什蒂鄉·(多爾日縣)
"Comuna Cernișoara, Vâlcea",切爾尼什瓦拉鄉
"Comuna Cetate, Dolj",切塔泰鄉·(多爾日縣)
"Comuna Ciocani, Vaslui",喬卡尼鄉
"Comuna Ciofrângeni, Argeș",喬夫倫傑尼鄉
"Comuna Cervenia, Teleorman",切爾韋尼亞鄉
"Comuna Băbăița, Teleorman",伯伯伊察鄉
"Comuna Băbiciu, Olt",伯比丘鄉
"Comuna Băcani, Vaslui",伯卡尼鄉
"Comuna Bârghiș, Sibiu",伯爾吉什鄉
"Comuna Bălcăuți, Suceava",伯爾克烏齊鄉·(蘇恰瓦縣)
"Comuna Bălești, Gorj",伯萊什蒂鄉·(戈爾日縣)
"Comuna Bălăceana, Suceava",伯勒恰納鄉
"Comuna Băcești, Vaslui",伯切什蒂鄉
"Comuna Bălteni, Vaslui",伯爾泰尼鄉·(瓦斯盧伊縣)
"Comuna Celaru, Dolj",切拉魯鄉
"Comuna Băneasa, Giurgiu",伯尼亞薩鄉·(久爾久縣)
"Comuna Bălțești, Prahova",伯爾采什蒂鄉
"Comuna Carpen, Dolj",卡爾彭鄉
"Comuna Cordăreni, Botoșani",科爾德雷尼鄉
"Comuna Corbi, Argeș",科爾比鄉
"Comuna Copălău, Botoșani",科珀勒烏鄉
"Comuna Curtești, Botoșani",庫爾泰什蒂鄉
"Comuna Câlnic, Gorj",克爾尼克鄉·(戈爾日縣)
"Comuna Cârna, Dolj",克爾納鄉
"Comuna Curtuișeni, Bihor",庫爾圖伊謝尼鄉
"Comuna Cârcea, Dolj",克爾恰鄉
"Comuna Gostavățu, Olt",戈斯塔瓦楚鄉
"Comuna Gorbănești, Botoșani",戈爾伯內什蒂鄉
"Comuna Gratia, Teleorman",格拉蒂亞鄉·(特列奧爾曼縣)
"Comuna Goruia, Caraș-Severin",戈魯亞鄉
"Comuna Goiești, Dolj",戈耶什蒂鄉
"Comuna Gruia, Mehedinți",格魯亞鄉·(梅赫丁茨縣)
"Comuna Gropeni, Brăila",格羅佩尼鄉
"Comuna Grozești, Mehedinți",格羅澤什蒂鄉·(梅赫丁茨縣)
"Comuna Grivița, Galați",格里維察鄉·(加拉茨縣)
"Comuna Grecești, Dolj",格雷切什蒂鄉
"Comuna Grojdibodu, Olt",格羅伊迪博杜鄉
"Comuna Călinești, Teleorman",克利內什蒂鄉·(特列奧爾曼縣)
"Comuna Călmățuiu, Teleorman",克爾默楚尤鄉
"Comuna Călmățuiu de Sus, Teleorman",上克爾默楚尤鄉
"Comuna Călinești, Argeș",克利內什蒂鄉·(阿爾傑什縣)
"Comuna Cărbunari, Caraș-Severin",克爾布納里鄉
"Comuna Cătunele, Gorj",克圖內萊鄉
"Comuna Călui, Olt",克盧伊鄉
"Comuna Călărași, Botoșani",克勒拉希鄉·(博托沙尼縣)
"Comuna Grădinari, Olt",格勒迪納里鄉·(奧爾特縣)
"Comuna Căbești, Bihor",克貝什蒂鄉
"Comuna Gura Padinii, Olt",古拉帕迪尼鄉
"Comuna Grădiștea, Vâlcea",格勒迪什泰亞鄉·(沃爾恰縣)
"Comuna Grădinile, Olt",格勒迪尼勒鄉
"Comuna Gușoeni, Vâlcea",古紹埃尼鄉
"Comuna Grădinari, Caraș-Severin",格勒迪納里鄉·(卡拉什-塞維林縣)
"Comuna Gârla Mare, Mehedinți",大格爾拉鄉·(梅赫丁茨縣)
"Comuna Găgești, Vaslui",格傑什蒂鄉
"Comuna Gârceni, Vaslui",格爾切尼鄉
"Comuna Corlățel, Mehedinți",科爾勒采爾鄉
"Comuna Corcova, Mehedinți",科爾科瓦鄉
"Comuna Copăcele, Caraș-Severin",科珀切萊鄉
"Comuna Cozmești, Vaslui",科茲梅什蒂·(瓦斯盧伊縣)
"Comuna Coțușca, Botoșani",科楚什卡鄉
"Comuna Crângeni, Teleorman",克倫傑尼鄉
"Comuna Crețești, Vaslui",克雷采什蒂鄉
"Comuna Coșteiu, Timiș",科什泰尤鄉
"Comuna Coșești, Argeș",科謝什蒂鄉
"Comuna Cungrea, Olt",昆格雷亞鄉
"Comuna Crângu, Teleorman",克倫古鄉
"Comuna Cujmir, Mehedinți",庫日米爾鄉
"Comuna Desa, Dolj",代薩鄉·(多爾日縣)
"Comuna Deleni, Vaslui",代萊尼鄉·(瓦斯盧伊縣)
"Comuna Doclin, Caraș-Severin",多克林鄉
"Domnești, Argeș",多姆內什蒂鄉·(阿爾傑什縣)
"Comuna Dobârceni, Botoșani",多伯爾切尼鄉
"Comuna Dobrun, Olt",多布倫鄉·(奧爾特縣)
"Comuna Dimăcheni, Botoșani",迪默凱尼鄉
"Comuna Dobrotești, Teleorman",多布羅泰什蒂鄉·(特列奧爾曼縣)
"Comuna Didești, Teleorman",迪代什蒂鄉
"Comuna Deveselu, Olt",德韦塞卢
"Comuna Drăgușeni, Botoșani",德勒古謝尼鄉·(博托沙尼縣)
"Comuna Domașnea, Caraș-Severin",多馬什內亞鄉
"Comuna Dragoslavele, Argeș",德拉戈斯拉韋萊鄉
"Comuna Dragomirești, Vaslui",德拉戈米雷什蒂鄉·(瓦斯盧伊縣)
"Comuna Drăghiceni, Olt",德勒吉切尼鄉
"Comuna Drăgănești de Vede, Teleorman",韋代亞河畔德勒格內什蒂鄉
"Comuna Forotic, Caraș-Severin",福羅蒂克鄉
"Comuna Epureni, Vaslui",埃普雷尼鄉
"Comuna Ezeriș, Caraș-Severin",埃澤里什鄉
"Comuna Florești, Mehedinți",弗洛雷什蒂鄉·(梅赫丁茨縣)
"Comuna Foltești, Galați",福爾泰什蒂鄉
"Comuna Drănic, Dolj",德勒尼克鄉
"Comuna Dubova, Mehedinți",杜博瓦鄉·(梅赫丁茨縣)
"Comuna Drăguțești, Gorj",德勒古采什蒂鄉
"Comuna Dumbrăveni, Suceava",敦布勒韋尼鄉·(蘇恰瓦縣)
"Comuna Drăgotești, Gorj",德勒戈泰什蒂鄉·(戈爾日縣)
"Comuna Eftimie Murgu, Caraș-Severin",埃夫蒂米耶穆爾古鄉·(卡拉什-塞維林縣)
"Comuna Dănești, Vaslui",德內什蒂鄉·(瓦斯盧伊縣)
"Comuna Dănciulești, Gorj",登丘萊什蒂鄉
"Comuna Dănești, Gorj",登內什蒂鄉·(戈爾日縣)
"Comuna Fruntișeni, Vaslui",弗倫蒂謝尼鄉
"Comuna Frăsinet, Teleorman",弗勒西內特鄉·(特列奧爾曼縣)
"Comuna Forăști, Suceava",福勒什蒂鄉
"Comuna Fântânele, Teleorman",芳特內萊鄉·(特列奧爾曼縣)
"Comuna Galicea, Vâlcea",加利恰鄉
"Comuna Făurești, Vâlcea",弗烏雷什蒂鄉
"Comuna Fărcaș, Dolj",弗爾卡什鄉
"Comuna Fălciu, Vaslui",弗爾丘鄉
"Comuna Ghindeni, Dolj",京代尼鄉
"Comuna Ghimpețeni, Olt",京佩采尼鄉
"Comuna Galicea Mare, Dolj",大加利恰鄉
"Comuna Ghelința, Covasna",蓋林察鄉
"Comuna Frâncești, Vâlcea",弗倫切什蒂鄉
"Comuna Frecăței, Tulcea",弗雷克采伊鄉·(圖爾恰縣)
"Comuna Frătăuții Noi, Suceava",弗勒特烏齊諾伊鄉
"Comuna Furculești, Teleorman",富爾庫萊什蒂鄉
"Comuna Frătăuții Vechi, Suceava",舊弗勒特烏齊鄉
"Comuna Giurgița, Dolj",久爾吉察鄉
"Comuna Giubega, Dolj",久貝加鄉
"Comuna Gogoșu, Dolj",戈戈舒鄉·(多爾日縣)
"Comuna Glăvile, Vâlcea",格勒維萊鄉
"Comuna Gălănești, Suceava",格勒內什蒂鄉
"Comuna Găneasa, Olt",格內亞薩鄉·(奧爾特縣)
"Comuna Hârsești, Argeș",赫爾塞什蒂鄉
"Comuna Hârtop, Suceava",赫爾托普鄉·(蘇恰瓦縣)
"Comuna Hârtiești, Argeș",赫爾蒂耶什蒂鄉
"Comuna Horodniceni, Suceava",霍羅德尼切尼鄉
"Comuna Hurezani, Gorj",胡雷扎尼鄉
"Comuna Hlipiceni, Botoșani",赫利皮切尼鄉
"Comuna Hinova, Mehedinți",希諾瓦鄉
"Comuna Horodnic de Jos, Suceava",下霍羅德尼克鄉
"Comuna Hoceni, Vaslui",霍切尼鄉
"Comuna Horodnic de Sus, Suceava",上霍羅德尼克鄉
"Comuna Hănești, Botoșani",赫內什蒂鄉
"Comuna Porumbeni, Harghita",波倫貝尼鄉·(哈爾吉塔縣)
"Comuna Hălmagiu, Arad",赫爾馬久鄉
"Comuna Ibănești, Vaslui",伊伯內什蒂鄉·(瓦斯盧伊縣)
"Comuna Ionești, Gorj",納內什蒂鄉·(戈爾日縣)
"Comuna Ilovița, Mehedinți",伊洛維察鄉
"Comuna Ianca, Olt",揚卡鄉·(奧爾特縣)
"Comuna Ilovăț, Mehedinți",伊洛沃茨鄉
"Comuna Ivănești, Vaslui",伊沃內什蒂鄉
"Comuna Ișalnița, Dolj",伊沙爾尼察鄉
"Comuna Izvoare, Dolj",伊茲瓦雷鄉·(多爾日縣)
"Izvoru, Argeș",伊茲沃魯鄉
"Comuna Islaz, Teleorman",伊斯拉茲鄉
"Comuna Jorăști, Galați",若勒什蒂鄉
"Comuna Jiana, Mehedinți",日亞納鄉
"Comuna Leleasca, Olt",萊萊亞斯卡鄉
"Comuna Jupânești, Gorj",茹珀內什蒂鄉
"Comuna Lipovăț, Vaslui",利波沃茨鄉
"Comuna Leordeni, Argeș",萊奧爾代尼鄉
"Comuna Leorda, Botoșani",萊奧爾達鄉
"Comuna Licurici, Gorj",利庫里奇鄉
"Comuna Laza, Vaslui",拉扎鄉·(瓦斯盧伊縣)
"Comuna Iana, Vaslui",亞納鄉·(瓦斯盧伊縣)
"Comuna Iancu Jianu, Olt",揚庫日亞努鄉·(奧爾特縣)
"Comuna I.C. Brătianu, Tulcea",I.C.布勒蒂亞努鄉·(圖爾恰縣)
"Comuna Hănțești, Suceava",亨采什蒂鄉
"Comuna Ibănești, Botoșani",伊伯內什蒂鄉·(博托沙尼縣)
"Comuna Mavrodin, Teleorman",馬夫羅丁鄉
"Comuna Marga, Caraș-Severin",馬爾加鄉·(卡拉什-塞維林縣)
"Comuna Marginea, Suceava",馬爾吉內亞鄉
"Comuna Mehadica, Caraș-Severin",梅哈迪卡鄉
"Comuna Mateești, Vâlcea",馬泰埃什蒂鄉
"Comuna Miclești, Vaslui",米克萊什蒂鄉·(瓦斯盧伊縣)
"Comuna Mihăești, Vâlcea",米赫埃什蒂鄉·(沃爾恰縣)
"Comuna Micești, Argeș",米切什蒂鄉
"Comuna Mihăești, Olt",米赫埃什蒂鄉·(奧爾特縣)
"Comuna Lisa, Teleorman",利薩鄉·(特列奧爾曼縣)
"Comuna Lița, Teleorman",利察鄉
"Comuna Lunca, Botoșani",倫卡鄉·(博托沙尼縣)
"Comuna Lozna, Botoșani",洛茲納鄉·(博托沙尼縣)
"Comuna Lupac, Caraș-Severin",盧帕克鄉
"Comuna Lunca Banului, Vaslui",倫卡巴努盧伊鄉
"Comuna Lunca Corbului, Argeș",倫卡科爾布盧伊鄉
"Comuna Lunca, Teleorman",倫卡鄉·(特列奧爾曼縣)
"Comuna Luncavița, Caraș-Severin",隆卡維察鄉·(卡拉什-塞維林縣)
"Comuna Malu Mare, Dolj",大馬盧鄉
"Comuna Malovăț, Mehedinți",馬洛沃茨鄉
"Comuna Manoleasa, Botoșani",馬諾萊亞薩鄉
"Comuna Lăpușnicel, Caraș-Severin",勒普什尼切爾鄉
"Comuna Lăcusteni, Vâlcea",勒庫斯泰尼鄉
Cazinoul din Constanța,康斯坦察賭場
"Comuna Măceșu de Jos, Dolj",下默切舒鄉·(多爾日縣)
"Comuna Mârșani, Dolj",馬爾沙尼鄉
"Comuna Mârzănești, Teleorman",默爾澤內什蒂鄉
"Comuna Mădulari, Vâlcea",默杜拉里鄉
"Comuna Măceșu de Sus, Dolj",上默切舒鄉
"Comuna Muntenii de Jos, Vaslui",下蒙泰尼鄉
"Comuna Moșnița Nouă, Timiș",新莫什尼察鄉
"Comuna Muntenii de Sus, Vaslui",上蒙泰尼鄉
"Comuna Mușetești, Gorj",穆謝泰什蒂鄉
"Comuna Munteni, Galați",蒙泰尼鄉
"Comuna Muereasca, Vâlcea",穆埃雷亞斯卡鄉
"Comuna Moravița, Timiș",摩拉維察鄉
"Comuna Moldovița, Suceava",摩爾多維察鄉
"Comuna Mozăceni, Argeș",莫澤切尼鄉
"Comuna Movileni, Olt",莫維萊尼鄉·(奧爾特縣)
"Comuna Mihăileni, Botoșani",米赫伊萊尼鄉·(博托沙尼縣)
"Comuna Mihălășeni, Botoșani",米赫勒謝尼鄉·(博托沙尼縣)
"Comuna Mitrofani, Vâlcea",米特羅法尼鄉
"Comuna Moldova-Sulița, Suceava",摩爾多瓦-蘇利察鄉
"Comuna Mărăcineni, Argeș",默勒奇內尼鄉·(阿爾傑什縣)
"Comuna Măldărești, Vâlcea",默爾德雷什蒂鄉
"Comuna Mălușteni, Vaslui",默盧什泰尼鄉
"Comuna Mănăstirea Humorului, Suceava",默訥斯蒂雷亞胡莫魯盧伊鄉
"Comuna Avrămeni, Botoșani",阿夫勒梅尼鄉
"Comuna Baia de Fier, Gorj",巴亞德菲耶爾鄉
"Comuna Parva, Bistrița-Năsăud",帕爾瓦鄉·(比斯特里察-訥瑟烏德縣)
"Comuna Arsura, Vaslui",阿爾蘇拉鄉
"Comuna Mănăștiur, Timiș",默訥什蒂烏爾鄉
"Comuna Negrilești, Galați",內格里萊什蒂鄉·(加拉茨縣)
"Comuna Naidăș, Caraș-Severin",奈德什鄉
"Comuna Mătăsari, Gorj",默特薩里鄉
"Comuna Măstăcani, Galați",默斯特卡尼鄉
"Comuna Măgura, Teleorman",默古拉鄉·(特列奧爾曼縣)
"Comuna Mădăraș, Harghita",默德拉什鄉·(哈爾吉塔縣)
"Comuna Mălini, Suceava",默利尼鄉
"Comuna Albești, Vaslui",阿爾貝什蒂鄉·(瓦斯盧伊縣)
"Comuna Nenciulești, Teleorman",嫩丘萊什蒂鄉·(特列奧爾曼縣)
"Comuna Niculițel, Tulcea",尼庫利采爾鄉
"Comuna Pielești, Dolj",皮耶萊什蒂鄉
"Comuna Plopșoru, Gorj",普洛普紹魯鄉
"Comuna Pleșoiu, Olt",普萊紹尤鄉
"Comuna Plopii-Slăvitești, Teleorman",普洛皮-斯勒維泰什蒂鄉
"Comuna Podeni, Mehedinți",波代尼鄉
"Comuna Pojejena, Caraș-Severin",波耶耶納鄉
"Comuna Poienești, Vaslui",波耶內什蒂鄉
"Comuna Poieni-Solca, Suceava",波耶尼-索爾卡鄉
"Comuna Vârfu Câmpului, Botoșani",沃爾富肯普盧伊鄉
"Comuna Pojorâta, Suceava",波若勒塔鄉
"Comuna Pomârla, Botoșani",波默爾拉鄉
"Comuna Poroina Mare, Mehedinți",大波羅伊納鄉
"Comuna Predești, Dolj",普雷代什蒂鄉
"Comuna Polovragi, Gorj",波洛夫拉吉鄉
"Comuna Poeni, Teleorman",波埃尼鄉·(特列奧爾曼縣)
"Comuna Podari, Dolj",波達里鄉
"Comuna Poiana Stampei, Suceava",波亞納斯坦佩鄉
"Comuna Pochidia, Vaslui",波基迪亞鄉
"Comuna Obârșia, Olt",奧伯爾希亞鄉
"Comuna Olanu, Vâlcea",奧拉努鄉
"Comuna Nițchidorf, Timiș",尼茨基多爾夫鄉
"Comuna Năsturelu, Teleorman",訥斯圖雷盧鄉
"Comuna Ocna de Fier, Caraș-Severin",鐵礦村鄉·(卡拉什-塞維林縣)
"Comuna Oporelu, Olt",奧波雷盧鄉
"Comuna Olteni, Teleorman",奧爾泰尼鄉
"Comuna Oprișor, Mehedinți",奧普里紹爾鄉
"Comuna Perișor, Dolj",佩里紹爾鄉
"Comuna Peretu, Teleorman",佩雷圖鄉
"Comuna Perieni, Vaslui",佩列尼鄉
