日本,일본
郵政民営化,일본의 우정민영화
朝鮮大学校,조선대학교 (일본)
紀の川市,기노카와시
日本の地域,일본의 지방 구분
市川市,이치카와시
入間市,이루마시
大東諸島,다이토 제도
伊那市,이나시
神奈川新聞,가나가와 신문
沖縄諸島,오키나와 제도
先島諸島,사키시마 제도
波照間島,하테루마섬
東御市,도미시
桑名市,구와나시
鷲ノ巣信号場,와시노스 역
二股駅,후타마타역
伊豆諸島,이즈 제도
いりなか駅,이리나카역
富士屋ホテル,후지야 호텔
本石倉駅,혼이시쿠라역
佐貫駅,사누키역
赤塚駅,아카쓰카역
国府津駅,고즈역
虎の穴,코믹 도라노아나
院政,인세이
リブレ,리브레 슛판
日本列島,일본 열도
横浜市営地下鉄ブルーライン,요코하마 시 교통국 지하철 블루 라인
フジサンケイグループ,후지산케이 그룹
芸備線,게이비선
京成船橋駅,게이세이후나바시역
上永谷駅,가미나가야역
天王洲アイル駅,덴노즈 아일역
塩竈市,시오가마시
奄美大島,아마미오섬
zoome,zoome
下松市,구다마쓰시
第1回参議院議員通常選挙,제1회 일본 참의원 의원 통상선거
中日本,중일본
那須塩原市,나스시오바라시
多良間島,다라마섬
薩長同盟,삿초 동맹
由布島,유부섬
宮古島,미야코섬
岩倉使節団,이와쿠라 사절단
三笠,미카사
三島村,미시마촌
与路島,요로시마섬
第4軍,제4군
第1軍,제1군
東北フリーブレイズ,도호쿠 프리블레이즈
越谷市,고시가야시
歌志内市,우타시나이시
滝川市,다키카와시
武蔵野市,무사시노시
文京区,분쿄구
姫路市,히메지시
中日ドラゴンズ,주니치 드래건스
小平市,고다이라시
多摩市,다마시
北海道旅客鉄道,홋카이도여객철도
「彼の法」集団,“그 법” 집단
平成24年台風第15号,태풍 볼라벤
佐渡市,사도시
日本アジア航空,일본 아시아 항공
第15軍,제15군
第10方面軍,제10방면군
鳩間島,하토마섬
新城島,아라구스쿠섬
池間島,이케마섬
中華航空140便墜落事故,중화항공 140편 추락 사고
鼎泰豊,딘타이펑
巣鴨拘置所,스가모 구치소
竹富町,다케토미정
十島村,도시마촌
黒島,구로시마섬
正月,쇼가쓰
京急蒲田駅,게이큐 가마타역
美濃赤坂駅,미노아카사카역
首里駅,슈리역
国際展示場駅,고쿠사이텐지조역
新京成電鉄,신케이세이 전철
京成押上線,게이세이 전철 오시아게 선
第12回参議院議員通常選挙,제12회 일본 참의원 의원 통상선거
名取駅,나토리역
仙台空港駅,센다이 공항역
第11回参議院議員通常選挙,제11회 일본 참의원 의원 통상선거
東京都美術館,도쿄도 미술관
柏駅,가시와역
三河島駅,미카와시마역
大磯駅,오이소역
馬橋駅,마바시역
四国大学,시코쿠 대학
鴨宮駅,가모노미야역
桜井線,사쿠라이선
真鶴駅,마나즈루역
櫛田神社,구시다 신사
光明禅寺,고묘젠지
館林駅,다테바야시역
江戸城,에도성
芸能山城組,게노야마시로구미
嶋原,시마바라
津山市,쓰야마시
草津線,구사쓰선
東日本旅客鉄道,동일본여객철도
瀬戸市,세토시
日本国旅券,일본 여권
お台場,오다이바
江別市,에베쓰시
トキワ荘,도키와 장
海南市,가이난시
日本の政治,일본의 정치
江田島市,에타지마시
FIFAクラブ世界選手権2005,2005년 FIFA 클럽 세계 선수권 대회
豊予海峡,호요 해협
2012年ロンドンオリンピックの柔道競技,2012년 하계 올림픽 유도
西武拝島線,세이부 철도 하이지마 선
平城宮,헤이조 궁
SENGOKU RAIDEN CHAMPIONSHIP,센고쿠 라이덴 챔피언십
貨幣博物館,화폐박물관
上大岡駅,가미오오카역
梅屋敷駅,우메야시키역
大原郡,오하라군
貴生川駅,기부카와역
早川駅,하야카와역
根府川駅,네부카와역
江戸川区,에도가와구
ファナック,파낙
日本放送協会,일본방송협회
ZERO1,제로원
本宮市,모토미야시
なにわの海の時空館,나니와 바다의 시공관
豊田駅,도요다역
駒ヶ岳駅,고마가타케역
桂川駅,가쓰라가와역
赤坂サカス,아카사카 사카스
三井記念美術館,미쓰이 기념미술관
レッスルキングダム,레슬킹덤
アメヤ横丁,아메야요코초
東関東自動車道,히가시칸토 자동차도
日本テレビ放送網,닛폰 TV 방송망
玄界灘,겐카이나다
真岡市,모카시
久留里線,구루리선
皇居,고쿄
西八王子駅,니시하치오지역
国道417号,국도 제417호선
尼崎市,아마가사키시
千代田区,지요다구
足立区,아다치구
田原市,다하라시
みどりの風,녹색바람당
西日本旅客鉄道,서일본 여객철도
昭島市,아키시마시
中央区,주오구
居合道,거합도
兵庫県南部地震,효고현 남부 지진
鶴岡八幡宮,쓰루가오카하치만구
伊奈波神社,이나바 신사
在日朝鮮語,재일한국어
テイジイエル,Technical Group Laboratory
賀茂御祖神社,가모미오야 신사
新潟駅,니가타역
工画堂スタジオ,코가도 스튜디오
三国駅,미쿠니역
第46回衆議院議員総選挙,제46회 일본 중의원 의원 총선거
JAPAN RUGBY LEAGUE ONE,톱리그
神沢駅,가미사와역
日本航空,일본항공
藩,일본의 번
京成千葉線,게이세이 전철 지바 선
京都府立大学,교토 부립 대학
桜上水駅,사쿠라조스이역
国土交通大臣,일본의 국토교통대신
名古屋城駅,시야쿠쇼역
仙台空港鉄道,센다이 공항철도
曳舟駅,히키후네역
那覇空港駅,나하공항역
伊勢佐木長者町駅,이세자키초자마치역
厚生省,일본 후생성
空港第2ビル駅,공항 제2빌딩역
松戸駅,마쓰도역
御台所,미다이도코로
新羽駅,닛파역
ハウス食品,하우스식품
オムロン,옴론
白神山地,시라카미 산지
日本軍国主義,일본 군국주의
文明開化,문명개화
賀茂別雷神社,가모와케이카즈치 신사
オーディオテクニカ,오디오 테크니카
鳴子北駅,나루코키타역
相生山駅,아이오이야마역
首都高速中央環状線,고속 중앙 순환선
大創産業,다이소
会津鉄道,아이즈 철도
徳之島,도쿠노섬
日本のカレー,일본 카레
日光二荒山神社,닛코 후타라산 신사
カツ丼,가쓰돈
日枝神社,히에 신사
五箇条の御誓文,5개조의 서약문
陸軍飛行戦隊,일본 제국 육군 항공대
松本市,마쓰모토시
ぺんてる,펜텔
参謀本部,참모본부
南支那方面軍,남지나 방면군
駐蒙軍,주몽군
東京ビッグサイト駅,도쿄빅사이트역
仙台空港線,센다이 공항철도 센다이 공항선
北九州・福岡大都市圏,기타큐슈·후쿠오카 대도시권
流山おおたかの森駅,나가레야마오타카노모리역
西新井駅,니시아라이역
55年体制,55년 체제
自由ヶ丘駅,지유가오카역
笹塚駅,사사즈카역
千歳烏山駅,지토세카라스야마역
北斗市,호쿠토시
記紀,기키
春日部駅,가스카베역
草加駅,소카역
東京大学出版会,도쿄 대학 출판회
南越谷駅,미나미코시가야역
ブルーリボン賞,블루리본상
玉川上水駅,다마가와조스이역
北越谷駅,기타코시가야역
竹書房,다케쇼보
九州旅客鉄道,큐슈여객철도
ピンク・レディー,핑크 레이디
江戸四大飢饉,에도 4대 기근
富士電機,후지전기
カトリック福岡司教区,가톨릭 후쿠오카 교구
鳩ヶ谷市,하토가야시
南あわじ市,미나미아와지시
江戸,에도
日本ビクター,JVC
天理市,덴리시
平塚市,히라쓰카시
茂原市,모바라시
江東区,고토구
中部方面隊,중부방면대
宮﨑神宮,미야자키 신궁
三笠市,미카사시
保元の乱,호겐의 난
文部科学大臣,일본의 문부과학대신
中支那派遣軍,중지나 방면군
方言札,방언찰
第5方面軍,제5방면군
小浜島,고하마섬
大神島,오가미섬
与那国町,요나구니정
宮古市,미야코시
高岡市,다카오카시
サイオン,사이언
ペンタックス,펜탁스
八潮市,야시오시
日野自動車,히노 자동차
三菱鉛筆,미쓰비시 연필
道東自動車道,도토 자동차도
美瑛駅,비에이역
琉球海溝,류큐 해구
紀伊國屋書店,기노쿠니야 쇼텐
氷川神社,히카와 신사
西表石垣国立公園,이리오모테이시가키 국립공원
朝鮮新報,조선신보
石垣空港,이시가키 공항
法務大臣,일본의 법무대신
つつじヶ丘駅,쓰쓰지가오카역
第4回参議院議員通常選挙,제4회 일본 참의원 의원 통상선거
湯河原駅,유가와라역
総合リハビリセンター駅,소고리하비리센터역
富山テレビ放送,도야마 TV 방송
名古屋市交通局,나고야시 교통국
厚生労働大臣,일본의 후생노동대신
公正取引委員会,일본 공정거래위원회
ジャニーズ・エンタテイメント,자니즈 엔터테인먼트
京成千原線,게이세이 전철 지하라 선
大井川鐵道,오이가와 철도
橋本市,하시모토시
印度支那派遣軍,인도차이나 파견군
奈良原岳,나라하라산
屏風岳,뵤부산
住吉大社,스미요시타이샤
富士急行,후지 급행
本川越駅,혼카와고에역
塩尻駅,시오지리역
小淵沢駅,고부치자와역
上石神井駅,가미샤쿠지이역
奥多摩駅,오쿠타마역
新鎌ヶ谷駅,신카마가야역
フロンティアワークス,프론티어 웍스
防府市,호후시
妖怪,요괴
犬山市,이누야마시
根室市,네무로시
きのさき,기노사키
海老名駅,에비나역
沖縄社会大衆党,오키나와 사회대중당
国鉄203系電車,일본국유철도 203계 전동차
石橋阪大前駅,이시바시 역
徳重駅,도쿠시게역
池田駅,이케다역
十三駅,주소역
テレビ山梨,TV 야마나시
愛媛朝日テレビ,에히메 아사히 TV
テレビ新潟放送網,TV 니가타 방송망
岩手朝日テレビ,이와테 아사히 TV
福島放送,후쿠시마 방송
仙台放送,센다이 방송
福井テレビジョン放送,후쿠이 TV 방송
琉球朝日放送,류큐 아사히 방송
東日本放送,히가시닛폰 방송
あいテレビ,아이 TV
清須市,기요스시
道央自動車道,도오 자동차도
札樽自動車道,삿손 자동차도
福井駅,후쿠이역
幸手市,삿테시
東武動物公園駅,도부 도부쓰코엔역
練馬高野台駅,네리마타카노다이역
松本駅,마쓰모토역
鷺ノ宮駅,사기노미야역
黒磯駅,구로이소역
田無駅,다나시역
第33回衆議院議員総選挙,제33회 일본 중의원 의원 총선거
日本台湾交流協会,일본대만교류협회
茨木市,이바라키시
白鬚神社,시라히게 신사
豊郷町,도요사토정
喜連川町,기쓰레가와정
大月駅,오쓰키역
テレビ信州,TV 신슈
篠ノ井線,시노노이선
奈良先端科学技術大学院大学,나라 첨단과학기술대학원대학
東長崎駅,히가시나가사키역
井荻駅,이오기역
北海道テレビ放送,홋카이도 TV 방송
岩手めんこいテレビ,이와테 멘코이 TV
下地島,시모지섬
上郡駅,가미고리역
養父市,야부시
長野朝日放送,나가노 아사히 방송
鹿児島讀賣テレビ,가고시마 요미우리 TV
沼袋駅,누마부쿠로역
福岡空港駅,후쿠오카 공항역
紫電改,가와니시 N1K
ミニ新幹線,미니 신칸센
石川テレビ放送,이시카와 TV
世界平和統一家庭連合,세계평화통일가정연합
サバイバル・ゲーム,서바이벌 게임
神田祭,간다마쓰리
西武多摩湖線,세이부 철도 다마코 선
諏訪大社,스와 대사
高砂市,다카사고시
鶴見小野駅,쓰루미오노역
谷山駅,다니야마역
すすきの,스스키노
七色いんこ,칠색잉꼬
ゲーム&ウオッチ,게임 앤드 워치
木刀,목도
秋津駅,아키쓰역
せんげん台駅,센겐다이역
西武山口線,세이부 철도 야마구치 선
東武佐野線,도부 철도 사노 선
所沢駅,도코로자와역
土渕海峡,도후치 해협
西武秩父線,세이부 철도 세이부 지치부선
越谷駅,고시가야역
東急こどもの国線,도쿄 급행 전철 고도모노쿠니 선
東飯能駅,히가시한노역
大田区,오타구
エッチ,엣치
檜原村,히노하라촌
カシオ計算機,카시오
オウム真理教,옴진리교
酒田市,사카타시
青梅駅,오메역
長町駅,나가마치역
富士急ハイランド駅,후지큐 하이랜드역
桜台駅,사쿠라다이역
記者クラブ,기자 클럽
沖縄県の名字,오키나와 이름
ジャパンラジオネットワーク,재팬 라디오 네트워크
テレビ愛媛,TV 에히메
東葉高速線,도요 고속 철도 도요 고속선
保谷駅,호야역
東京証券取引所,도쿄 증권거래소
バイオハザード,바이오하자드
秋田新幹線,아키타 신칸센
石清水八幡宮,이와시미즈 하치만궁
在外韓国人,한국계 교민
橿原神宮,가시하라 신궁
鹿島神宮,가시마 신궁
富国強兵,부국강병
日本国と中華民国との間の平和条約,중일화평조약
琉球藩,류큐 번
チャイナエアライン120便炎上事故,중화항공 120편 화재 사고
JR東日本E233系電車,동일본 여객철도 E233계 전동차
コスモクロック21,코스모 클락 21
青森テレビ,아오모리 TV
テレビ岩手,TV 이와테
テレビ金沢,TV 가나자와
青森朝日放送,아오모리 아사히 방송
下井草駅,시모이구사역
テレビ静岡,TV 시즈오카
