Douglas Adams,道格拉斯·亞當斯
"Harold Harmsworth, 1st Viscount Rothermere",羅特梅勳爵
"Ruth Henig, Baroness Henig",鲁斯·亨尼
Banksy,班克斯
Talulah Riley,泰露拉·李利
Douglas Carswell,道格拉斯·卡斯維爾
David McCallum,戴维·麦卡勒姆
William Wilberforce,威廉·威伯福斯
Aurel Stein,马尔克·奥莱尔·斯坦因
Bill Nighy,比爾·奈伊
Raphael Wallfisch,拉斐尔·沃尔菲施
Leslie Green,莱斯利·格林
Luke Treadaway,盧克·崔德威
Howard Carter,霍華德·卡特
Brian Clough,布莱恩·克拉夫
Robert Carlyle,羅勃·卡萊爾
Mark Cavendish,马克·卡文迪什
Tom Hardy,湯姆·哈迪
Alexander McQueen,亞歷山大·麥昆
Merlyn Rees,梅林·里斯
Shola Ameobi,肖拉·艾美奧比
Peter D. Mitchell,彼得·米切尔
Yvonne Murray,伊冯娜·默里
Jack McConnell,傑克·麥康奈爾
Frances Yates,葉茨
Ralph Vaughan Williams,雷夫·佛漢·威廉斯
P. G. Wodehouse,佩勒姆·格伦维尔·伍德豪斯
Jo Whiley,喬·威爾利
Jordan Spence,喬丹·斯彭斯
Ian Hart,伊恩·哈特
"Evelyn Baring, 1st Earl of Cromer",克罗默伯爵
Tommy Flanagan,汤米·弗拉纳根
Mischa Barton,美莎·芭頓
Robert Buckland,羅伯特·巴克蘭
George Paget Thomson,乔治·汤姆孙
"Patricia Knatchbull, 2nd Countess Mountbatten of Burma",第二代缅甸的蒙巴顿女伯爵帕特里西娅·纳奇布尔
"Frank Russell, 2nd Earl Russell",富兰克·罗素
Steve Gibb,史提夫·吉布
William Henry Bragg,威廉·亨利·布拉格
Christabel Pankhurst,克丽斯特贝尔·潘克赫斯特
"Ewen Cameron, Baron Cameron of Dillington",James Hanning
Roger Pratt,洛傑·浦臘
Robert Lindsay,罗伯特·林赛
Naveen Andrews,納瓦恩·安德魯氏
Martin Evans,马丁·埃文斯
Ian Curtis,伊恩·柯蒂斯
Ronnie Campbell,羅尼·坎貝爾
Alistair Carmichael,阿利斯泰爾·卡邁克爾
Archer Maclean,阿徹·麥可萊恩
Michael Ramsey,邁克爾·拉姆齊主教
"Gerald Grosvenor, 6th Duke of Westminster",杰拉尔德·格罗夫纳，第六代威斯敏斯特公爵
"Philip Harris, Baron Harris of Peckham",菲利普·哈里斯，派克漢哈里斯男爵
"Arthur Cockfield, Baron Cockfield",亞瑟·郝飛男爵
Michael Atiyah,迈克尔·阿蒂亚
Ian Douglas Smith,伊恩·史密斯
Joseph Morgan,約瑟夫·摩根
Phil Jagielka,菲爾·積基爾卡
Kristin Scott Thomas,克莉斯汀·史考特·湯瑪斯
Paul Konchesky,保罗·孔切斯基
Trevor Horn,特雷弗·霍恩
Taio Cruz,泰欧·克鲁斯
Gilbert Ryle,吉爾伯特·賴爾
John Andrew Boyle,约翰·安德鲁·波伊勒
Kay Kendall,姬·簡杜
Nigel Hawthorne,奈杰尔·霍桑
Remus Lupin,雷木思·路平
Margaret Lockwood,瑪格麗特·洛克伍德
Roger Moore,罗杰·摩尔
Jenny Chapman,詹妮·查普曼
"David Carnegie, 11th Earl of Northesk",戴维·卡内基
"Maurice Saatchi, Baron Saatchi",莫里士·薩奇
"Charles Lyttelton, 10th Viscount Cobham",查爾斯·萊特爾頓
Jennifer Ellison,珍妮弗·艾里森
Arthur Henderson,阿瑟·亨德森
Neil Carmichael,尼爾·卡邁克爾
William Somerset Maugham,威廉·萨默塞特·毛姆
Danny Boyle,丹尼·鮑伊
David Lloyd George,大衛·勞合·喬治
Bill Cash,比尔·凯什
Eileen Atkins,艾琳·亞金斯
Alistair Burt,阿利斯特·伯特
Lorely Burt,羅蕾萊·伯特
Judd Trump,朱德·特鲁姆普
John Powell,約翰·包威爾
Jonathan Sacks,喬納森·薩克斯
"Gerald Wellesley, 7th Duke of Wellington",傑拉爾德·韋爾斯利，第七代威靈頓公爵
Will Hughes,韋爾·曉士
Anna Massey,安娜·玛西
"Percy Mills, 1st Viscount Mills",第一代米爾斯子爵珀西·米爾斯
"George Jeffreys, 1st Baron Jeffreys",第一代男爵喬治·傑弗里斯
John Sentamu,辛達梅
Lew Grade,路·格瑞德
Myra Hess,迈拉·赫斯
"Glenys Kinnock, Baroness Kinnock of Holyhead",格莱尼丝·基诺克
Tanni Grey-Thompson,譚妮·葛雷-湯普森
Patrick Allen,帕特里克·阿倫
Nathaniel Parker,納森尼爾·帕克
Richard Adams,理查德·亚当斯
Nawaz Sharif,納瓦茲·謝里夫
Angela Scoular,安吉拉·斯库拉
Gabriel Agbonlahor,加布里埃尔·阿格邦拉霍
Rumer,鲁默
P. D. James,P·D·詹姆斯
"George Mountbatten, 4th Marquess of Milford Haven",喬治·蒙巴頓，第四代米爾福德黑文侯爵
Richard Burden,理查德·伯登
Virginia Anne McKenna,維珍妮·麥簡娜
Aidan Burley,艾丹·伯利
Liam Byrne,連姆·伯恩
"Donald Nicholls, Baron Nicholls of Birkenhead",李啟新 (英國法官)
Nick Aldis,馬格納斯
Joe Allen,乔·艾伦
Phyllis Johnson,菲莉丝·约翰逊
"James Craig, 1st Viscount Craigavon",詹姆斯·克雷格
Richard Williamson,理查德·威廉森
Jamie Campbell Bower,傑米·坎貝爾·鮑爾
Conor Burns,康納·伯恩斯
Paul Rodgers,保羅·羅傑斯
Colin Kazim-Richards,哥連·卡森-李察士
"Alfred Douglas-Hamilton, 13th Duke of Hamilton",第十三代漢密爾頓公爵艾佛列·道格拉斯-漢密爾頓
"James Hamilton, 5th Duke of Hamilton",第五代漢密爾頓公爵詹姆斯·漢密爾頓
"Solly Zuckerman, Baron Zuckerman",所罗门·祖克曼
"Michael Young, Baron Young of Dartington",邁克爾·楊男爵
Murray MacLehose,麥理浩
John Guillermin,约翰·吉勒明
V,五號病人
Clare Holman,克萊爾·霍爾曼
Stephen Daldry,斯蒂芬·达尔德里
Jack Butland,杰克·巴特兰德
Rupert Everett,鲁伯特·埃弗里特
Marilyn Okoro,玛丽莲·奥科罗
Jeffrey Archer,杰弗里·阿彻
Paul Di'Anno,保羅·迪安諾
"George Lascelles, 7th Earl of Harewood",尊敬的哈伍德伯爵
"Flora Fraser, 21st Lady Saltoun",第21代索爾通女勛爵弗洛拉·弗雷澤
"James Carnegie, 3rd Duke of Fife",第三代法夫公爵詹姆斯·卡內基
Gemma Spofforth,傑瑪·史波斯
Simon Burns,西門·伯恩斯
David Burrowes,大衛·博羅斯
Jackie Burroughs,杰姬·布罗斯
Oona O'Neill,烏娜·奧尼爾
"Jonathan Guinness, 3rd Baron Moyne",喬納森·吉尼斯
Camilla Luddington,卡米拉·卢丁顿
Andy Burnham,安迪·伯納姆
Ken Follett,肯·福勒特
Basil Rathbone,巴兹尔·拉思伯恩
"Arthur Wellesley, 4th Duke of Wellington",阿瑟·韋爾斯利，第四代威靈頓公爵
Brian Rix,布萊恩·里克斯
"John Moore-Brabazon, 1st Baron Brabazon of Tara",约翰·穆尔·布拉巴赞
"Paul Methuen, 3rd Baron Methuen",保羅·梅休因，第三代梅休因男爵
Richie Gray,里奇·格雷
Michael Wood,迈克尔·伍德
Tom Kempinski,湯姆·凱賓斯基
"Basil Brooke, 1st Viscount Brookeborough",第一代布鲁克博羅子爵巴塞爾·布鲁克
"Lydia Dunn, Baroness Dunn",鄧蓮如
"David Cholmondeley, 7th Marquess of Cholmondeley",大衛·喬蒙德利 (喬蒙德利侯爵七世)
Kim Cattrall,金·凱特羅
Micah Richards,米卡·李察士
"Charles Gordon-Lennox, 10th Duke of Richmond",第十代里奇蒙公爵查爾斯·戈登-倫諾克斯
"Michael Levy, Baron Levy",迈克尔·利维
Robin Eames,罗宾·埃姆斯
"Alun Gwynne Jones, Baron Chalfont",查爾芳男爵阿倫·格溫·瓊斯
John Le Mesurier,约翰·勒·梅西耶尔
John le Carré,約翰·勒卡雷
Jeremy Strong,杰里米·斯特朗
Harry Hill,哈里·希尔
"Giles Radice, Baron Radice",賈爾斯·拉迪奇
Dave Murray,戴夫·莫瑞
Charles King,查尔斯·金
Prince Michael of Kent,迈克尔王子
Philip Larkin,菲利普·拉金
Susan Hill,苏珊·希尔
Harry Treadaway,哈里·崔德威
Fabrice Muamba,法布莱斯·姆安巴
William Holman Hunt,威廉·霍爾曼·亨特
"John Shipley, Baron Shipley",希普利男爵約翰·希普利
Ronnie Wood,羅尼·伍德
Vidal Sassoon,維達·沙宣
Malcolm Arnold,馬爾康·亞諾
Oliver Reed,奥利弗·里德
John Galliano,约翰·加利亚诺
Zac Purchase,扎克·珀切斯
Dorothy Tyler-Odam,多萝西·奥德姆
Clare Torry,克莱尔·托里
Marina Lewycka,玛琳娜•柳薇卡
Rachel Weisz,麗素·慧絲
James Mason,詹姆士·梅遜
"William Penney, Baron Penney",威廉·彭尼
Jason Demetriou,杰森·德米特里
Jack Charlton,杰克·查尔顿
Jack Bruce,傑克·布魯斯
David Healy,大衛·希利
Tricky,詭計
Wayne Hennessey,韋恩·軒尼斯
Dora Boothby,朵拉·布斯比
Peter Maxwell Davies,彼得·马克斯韦尔·戴维斯
Ethel Muckelt,埃塞爾·穆凱爾特
George Graham,佐治·格拉咸
Nigel Short,奈杰尔·肖特
Cyril Garbett,西利爾·加柏特
Randolph Quirk,伦道夫·夸克
J. G. Ballard,J·G·巴拉德
Zadie Smith,查蒂·史密斯
Nick Drake,尼克·德雷克
Keith Moon,基斯·穆恩
Eric Idle,埃里克·艾德尔
James Lovelock,詹姆斯·洛夫洛克
Arnold Bax,阿诺德·巴克斯
Joanne Froggatt,喬安妮·弗羅格加特
Catherine McCormack,嘉芙蓮·麥高瑪
David Weatherall,戴維·韋瑟爾
James Vaughan,詹姆斯·沃恩
David Wilkie,戴维·威尔基
Jon Anderson,喬恩·安德森
"Peter Palumbo, Baron Palumbo",彼得·帕倫博
"Michael Carver, Baron Carver",迈克尔·卡弗
Melanie Blatt,梅兰妮·布拉特
Tasha Danvers,塔莎·丹弗斯
Tom Wilkinson,湯姆·威爾金森
Neil Gaiman,尼爾·蓋曼
Annie Haslam,安妮·哈斯拉姆
Tamzin Merchant,塔姆欣·茉全
"Miles Fitzalan-Howard, 17th Duke of Norfolk",第十七任諾福克公爵
John Shepherd-Barron,約翰·謝菲爾德-巴隆
"Philip Noel-Baker, Baron Noel-Baker",菲利普·诺埃尔-贝克
David Johnson,大衛·莊臣
Alsou,阿尔苏
"Garry Runciman, 3rd Viscount Runciman of Doxford",加里·朗西曼子爵
"James Erskine, 14th Earl of Mar",阿洛阿塔的厄士金男爵
"Alan Brooke, 3rd Viscount Brookeborough",第三代布魯克伯勒子爵艾倫·布魯克
"Mary Warnock, Baroness Warnock",華樂夫人
Michael Nyman,迈克尔·尼曼
Colin Morgan,柯林·摩根
Phil Collins,菲爾·柯林斯
Ryan Stevenson,羅恩·斯蒂文森
E. C. Stuart Baker,愛德華·查爾斯·史都華·貝克
Alfred Radcliffe-Brown,阿弗烈·芮克里夫-布朗
James Hunt,占姆士·亨特
Zak Starkey,扎克·斯塔基
John Wyndham,約翰·溫德姆
"John Burnett, Baron Burnett",約翰·柏爾內
"Andrew Adonis, Baron Adonis",安德魯·阿多尼斯
"Diana Elles, Baroness Elles",戴安娜·埃尔斯女男爵
Melvyn Bragg,梅尔文·布莱格
David Suchet,大衛·蘇歇
Bob Hoskins,鲍勃·霍斯金斯
Miss Moneypenny,伊芙·曼妮潘妮
Charlie Austin,查理·奥斯汀
"Helena Kennedy, Baroness Kennedy of The Shaws",海伦娜·肯尼迪
"Brenda Dean, Baroness Dean of Thornton-le-Fylde",布倫達·迪恩
Georgina Leonidas,乔治娜·雷尼达斯
Natasha Richardson,娜塔莎·李察遜
Thomas Kyd,托马斯·基德
Mary Stewart,瑪麗·史都華
Janet Montgomery,詹尼特·蒙特戈里
Robert Shaw,勞勃·蕭
Charles Algernon Parsons,查爾斯·安格諾恩·帕森斯
Lorna Wing,蘿娜·溫
Peaches Geldof,桃子·格爾多夫
Mary Toft,玛丽·托夫特
"Thomas Beecham, 2nd Baronet",汤玛斯·比彻姆
Tom Daley,湯姆·戴利
Henry Moore,亨利·摩尔
Ida Lupino,艾达·卢皮诺
James May,詹姆斯·梅
Geoffrey II,若弗鲁瓦二世
Peter Benenson,彼得·本南森
Alice Evans,爱丽丝·埃文斯
Kevin Nolan,奇雲·路蘭
Paolo Nutini,保羅·努提尼
"Eric Lubbock, 4th Baron Avebury",埃里克·盧伯克，第四代艾夫伯里男爵
"Charles Falconer, Baron Falconer of Thoroton",桑頓男爵查爾斯·福爾克納
Tom Simpson,湯姆·辛普森
Christian Colson,克里斯丁·柯森
Gerard Manley Hopkins,杰拉尔德·曼利·霍普金斯
Bill Ward,比爾·沃德
Thomas Browne,托马斯·布朗
Peter Frampton,彼德·弗蘭普頓
Benjamin Britten,本杰明·布里顿
Zat Knight,扎特·奈特
Billie Piper,比莉·派佩
Eleanor Alice Burford,簡·普萊蒂
Janet Brown,珍妮特·布朗
George McCartney,乔治·麦卡特尼
Samuel Morton Peto,莫頓·佩托
Alaa Abd El-Fatah,阿拉·阿卜杜勒·法塔赫
Blair Adams,布萊爾·亞當斯
Natasha Bedingfield,娜塔莎·貝汀菲兒
Harriet Walter,哈丽雅特·沃尔特
James Donald,占士·當奴
"George Villiers, 1st Duke of Buckingham",乔治·维利尔斯，第一代白金汉公爵
John Osborne,约翰·奥斯本
"Derry Irvine, Baron Irvine of Lairg",德里·欧文，萊爾格的欧文男爵
"William Tyrrell, 1st Baron Tyrrell",威廉·泰瑞尔，第一代泰瑞尔子爵
"David Pannick, Baron Pannick",彭力克
Josh Dubovie,喬許·杜博威
Terry Davis,特里·戴维斯
Emilia Fox,艾米丽雅·福克斯
Rosie Huntington-Whiteley,露絲·漢丁頓-維莉
Herbert Chapman,赫伯特·查普曼
Edwin Flack,弗拉克
"Philip Snowden, 1st Viscount Snowden",第一代斯诺登子爵菲利普·斯诺登
Adrian Smith,艾德里安·史密斯
"John Montagu Douglas Scott, 7th Duke of Buccleuch",约翰·蒙塔古·道格拉斯·斯科特，第七代巴克卢公爵
"Alexander Mountbatten, 1st Marquess of Carisbrooke",亚历山大·蒙巴顿，第一代卡里斯布鲁克侯爵
William S. Baring-Gould,巴林-古爾德
Olaf Stapledon,奥拉夫·斯塔普雷顿
Alan Parker,亞倫·帕克
Bob Paisley,鲍勃·佩斯利
Victoria Tennant,維多利亞·田納特
Janick Gers,傑尼克·熱爾
David Thewlis,大卫·休里斯
Terry Venables,特里·维纳布尔斯
Gordon Strachan,戈登·斯特拉坎
Zara Tindall,扎拉·菲利普斯
Chris Grayling,克里斯·葛瑞林
Bernard Montgomery,伯納德·蒙哥馬利，第一代阿拉曼的蒙哥馬利子爵
Steven Fletcher,斯蒂文·弗萊徹
E. E. Evans-Pritchard,艾德華·伊凡-普理查
Killa Kela,基拉·凯拉
Henri Lansbury,亨利·兰斯伯里
Rob Halford,羅伯·哈爾富德
Ione Skye,艾农·斯凯
Annie Lennox,安妮·蓝妮克丝
Pamela Adlon,帕梅拉·阿德隆
George Whitefield,喬治·懷特腓
Martin Keown,马丁·基翁
Sarah Brightman,莎拉·布萊曼
Stuart Taylor,史超活·泰萊
Arnold Bennett,阿諾德·貝內特
Kate Dickie,凯特·迪基
Alan Parsons,亞倫派森
Leslie Godfree,萊斯利·戈弗瑞
Monica Lewinsky,莫尼卡·莱文斯基
Scott Brown,斯科特·布朗
Adam Zamoyski,亚当·扎莫伊斯基
Kate Moss,姬·摩絲
Nicola Sanders,妮古拉·桑德斯
Prunella Scales,普魯妮拉·斯基敖斯
"Anne, Princess Royal",安妮公主
Melanie C,媚兒喜
Geoff Hurst,吉奧夫·赫斯特
Cheryl,雪莉
Christopher Chope,克里斯多福·喬普
Robert Harris,羅伯特·哈里斯
Rupert Friend,魯珀特·弗蘭德
Jean Marsh,吉恩·马什
Jeff Lynne,傑夫·琳恩
Steve Winwood,史蒂夫·温伍德
"Charles Cripps, 1st Baron Parmoor",第一代帕穆爾男爵查理斯·克里普斯
Peter Ainsworth,彼得·艾斯瓦斯
John Baron,約翰·巴倫
John Sulston,约翰·E·苏尔斯顿
Amira Casar,阿蜜拉·卡薩
Pat Hitchcock,派翠西亞·希區考克
Jane Birkin,珍·柏金
Tariq Ali,塔里克·阿里
Megan Taylor,梅甘·泰勒
John Battle,约翰·巴特
Vera Baird,費拿·拜德
Lado Gurgenidze,拉多·古尔格尼泽
"Auckland Geddes, 1st Baron Geddes",第一代格迪斯男爵奧克蘭·格迪斯
Rehman Chishti,拉赫曼·奇什蒂
Graham Poll,普爾
Frederick Sanger,弗雷德里克·桑格
Michelle Gildernew,蜜雪兒·吉爾德諾
James George Frazer,詹姆斯·弗雷澤
John Hodge,約翰·霍奇
Aaron Ramsey,亞倫·詹姆斯·拉姆塞
Greg Clark,格雷格·克拉克
William Adamson,威廉·亚当森
Eric Newby,艾瑞克．紐比
Richard Burton,理查德·伯顿
Kenneth Grahame,肯尼思·格雷厄姆
"Henry Petty-Fitzmaurice, 5th Marquess of Lansdowne",蘭斯敦
Douglas Hurd,韓達德
Hugh Gaitskell,休·蓋茨克
Gina Bellman,吉娜·貝爾曼
Kenneth Clarke,肯尼思·克拉克
Joan Collins,琼·科林斯
Richard Griffiths,李查·葛瑞夫斯
Kevin Keegan,凯文·基冈
Greg Mulholland,葛雷格·穆荷蘭
Nicholas Winterton,溫特頓
Edward Victor Appleton,爱德华·阿普尔顿
Jon Flanagan,弗拉納根
Jonjo Shelvey,琼乔·谢尔威
Scott Parker,斯科特·帕克
Mátyás Seiber,馬蒂亞斯·塞柏
James Cran,詹姆斯·克蘭
Fabian Hamilton,法比安·漢密爾頓
Chris Kirkland,克里斯·柯克兰
Gregory Bateson,格雷戈里·贝特森
Candy Atherton,坎迪·阿瑟頓
Helen Baxendale,海倫·巴克森代爾
Lisa Andreas,麗莎·安德里亞斯
Peter Yates,彼得·葉慈
Victoria Treadell,維多利亞·特麗迪爾
Dominic Monaghan,多米尼克·莫納漢
Hugh Dancy,休·丹西
Harry Gregson-Williams,哈利·葛瑞森-威廉斯
Gillian Gilbert,吉莲·吉尔伯特
"Edwina Mountbatten, Countess Mountbatten of Burma",蒙巴顿伯爵夫人埃德温娜·蒙巴顿
Darren Bent,戴倫·賓特
"Princess Marie Louise, Margravine of Baden",漢諾威的瑪麗亞-路易絲
Ray Lovejoy,雷洛夫喬伊
Charles Scott Sherrington,查尔斯·斯科特·谢灵顿
Queen Camilla,卡蜜拉
James Henry Thomas,湯馬士
Andrew Tyrie,安德魯·泰瑞
Stephen Twigg,史提夫·特維格
Denise Levertov,丹尼斯·勒沃托夫
Heather Angel,希瑟·安杰尔
Bobby Zamora,鲍比·萨莫拉
Franz Sondheimer,弗朗茲·桑德海默
John Burns,约翰·伯恩斯
Sam Neill,森·尼爾
Edgar Wallace,埃德加·华莱士
Stephen Baxter,斯蒂芬·巴科斯特
Damon Albarn,戴蒙·亞邦
Ian Paice,伊恩·佩斯
Egon Wellesz,埃贡·韦勒斯
David Curry,祈德偉
Jack Wild,杰克·瓦尔德
Brian Wilson,布萊恩·威爾遜
Denzil Davies,登齐尔·戴维斯
Phil Woolas,菲爾·烏拉斯
"Princess Margaret, Countess of Snowdon",瑪嘉烈公主
Derek Conway,德里克·康韋
Tony Wright,托尼·赖特
Gitta Sereny,基塔·瑟倫利
Richard Burns,理查德·伯恩斯
Celia Johnson,絲麗雅·強生
Peter Medawar,彼得·梅达沃
Sam Bird,山姆·伯德
Walter Plowright,沃尔特·普罗莱特
Jason Isaacs,杰森·艾萨克
Gordon Banks,戈登·班克斯
"Prince Andrew, Duke of York",安德魯王子
George Tabori,乔治·塔布里
Phil O'Donnell,菲臘·奧當尼
Vanessa Beecroft,瓦妮莎·比克羅夫特
John Boyd Orr,约翰·博伊德·奥尔
Hannah Chaplin,汉娜·卓别林
Michaela Tabb,麦克拉·塔布
Berthold Goldschmidt,貝爾托德·戈爾德施密特
Mitch Mitchell,米奇·米切爾
Terry Eagleton,泰瑞·伊格頓
Ben Okri,本·奥克瑞
Mason Ryan,梅森·萊恩
Dick Francis,迪克·弗朗西斯
Peter Ladefoged,彼得·拉迪福杰德
Arthur Rackham,亞瑟·拉克姆
Donald Pleasence,當奴·派辛斯
Kali Mountford,卡利·蒙特福德
"Thomas Thynne, 5th Marquess of Bath",第五代巴斯侯爵托马斯·辛恩
Darius Vassell,華素爾
Terence Young,特倫斯·揚
"Prince Harry, Duke of Sussex",薩塞克斯公爵哈里王子
Anne Isabella Byron,安妮·伊莎貝拉·米爾班奇
Tara Fitzgerald,塔拉·菲茨傑拉德
Lucia Moholy,卢西娅·莫侯利
Princess Claire of Belgium,克莱尔·库伯斯
Matthew Macfadyen,马修·麦克法迪恩
Richard Caborn,理查德·卡本
Karl Turner,卡爾·透納
Andrew Turner,安德魯·端納
Graham Oliver,奧利弗·格雷厄姆
Philip Sidney,菲利普·西德尼爵士
"Archibald Wavell, 1st Earl Wavell",阿奇博尔德·韦维尔，第一代韦维尔伯爵
Oskar Kokoschka,奥斯卡·柯克西卡
Ralph Truman,拉尔夫·杜鲁门
Anita Lasker-Wallfisch,安妮塔·拉斯克-瓦尔菲施
David Seaman,大卫·西曼
Liz Truss,莉兹·特拉斯
Janet Suzman,賈奈特·蘇茲嫚
Craig David,克雷格·大衛
Marcel Hellman,馬歇爾·赫爾曼
Mark Hughes,马克·休斯
Ian McDiarmid,伊恩·麥德米
"Edward Stanley, 17th Earl of Derby",愛德華·斯坦利，第十七代德比郡伯爵
Ron Harris,羅恩·哈里斯
Ted Hughes,泰德·休斯
Vanessa-Mae,陈美
Cat Stevens,卡特·史蒂文斯
Andy Summers,安迪·薩默斯
Steve Hackett,史特夫·哈克特
Beatrix Potter,碧雅翠絲·波特
P Money,P-曼尼
Simon Sebag Montefiore,賽門·塞巴格·蒙提費歐里
Danny Simpson,丹尼·辛普森
David Tennant,大衛·田納特
Nigel Pearson,尼格尔·皮尔逊
Ciarán Hinds,奇朗·希斯
Diane Abbott,戴安娜·艾勃特
Van Morrison,范·莫里森
Diana Wynyard,戴安娜·温亚德
Rhys Ifans,瑞斯·伊凡斯
John Fowles,约翰·福尔斯
Freeman Dyson,弗里曼·約翰·戴森
"Prince Edward, Duke of Edinburgh",爱德华王子
Otto Hermann Kahn,奥托·赫尔曼·卡恩
Susan Blackmore,蘇珊·布拉克摩爾
James Hopwood Jeans,詹姆士·金斯
Frank P. Ramsey,弗兰克·普伦普顿·拉姆齐
Peter Green,彼得·格林
Alex Turner,亚历克斯·特纳
Mike Leigh,麥克·李
Geoff Duke,傑夫‧杜克
Lianne Sanderson,莉安娜·桑德森
Colonel Race,雷斯上校
