반기문,潘基文
정동영,鄭東泳
최영일,崔英一
이성재,イ・ソンジェ
양진우,ヤン・ジヌ
김현우,キム・ヒョヌ
김현중 (야구 선수),金玹中
김현직,金鉉稙
김현철 (1959년),金賢哲
김형민 (1909년),金炯敏
김형범,キム・ヒョンボム
김형석 (작가),金亨錫
김형원 (시인),金炯元
김동수,キム・ドンス
주상욱,チュ・サンウク
임헌영,任軒永
김대기 (1956년),金大棋
김대우 (야구 선수),金大宇
김대중,金大中
김대현,金大鉉
김대호 (배우),キム・デホ
김대희 (희극인),キム・テヒ (コメディアン)
김덕규,金徳圭
전여진,チョン・ジエ
정호근,チョン・ホグン
조은별,チョ・ウンビョル
조정훈,曺正訓
한재호 (작곡가),ハン・ジェホ
박동하,パク・トンハ
배경은,ペ・キョン
민준호,ミン・ジュンホ
김홍열,Hong 10
현상윤,玄相允
어윤대,魚允大
한승주,韓昇洲
천둥,チョンドゥン
김나연 (성우),キム・ナヨン
김나영,キム・ナヨン
김나율,キム・ナユル
김남조,金南祚
김남주 (시인),金南柱
김능환,金能煥
김달삼,金達三
황정민,ファン・ジョンミン
이현진,イ・ヒョンジン
김형일 (1923년),金炯一
김형일 (배우),キム・ヒョンイル
김형주 (정치인),金炯柱
김혜리 (1969년),キム・ヘリ
김혜린,キム・ヘリン
김혜선 (희극인),キム・ヘソン (コメディアン)
김혜연,キム・ヘヨン
김현식,キム・ヒョンシク
남지현,ナム・ジヒョン
윤여정,ユン・ヨジョン
김향기,キム・ヒャンギ
김헌식,金憲植
김혁 (1974년),キム・ヒョク
김혁규,金爀珪
김현기 (1971년),ヒョンギ
김현기 (1924년),金顕基
김현숙,金賢淑
김태영 (성우),キム・テヨン
김태우 (1970년),キム・テウ (歌手)
김태우,キム・テウ
김태욱,キム・テウク
김태욱 (아나운서),キム・テウク
김태지,金太智
서해주,大城敬三
서승환,徐昇煥
강훈,姜勲
강재언,姜在彦
강덕경,姜徳景
강일출,姜日出
강윤구,姜潤求
손안석,孫安石
손 초롱,孫抄弄
나르샤,ナルシャ
이정재,イ・ジョンジェ
김홍걸,金弘傑
김동현 (성우),キム・ドンヒョン
김동휘,金東輝
김말봉,金末鳳
김맹곤,金孟坤
김명곤,キム・ミョンゴン
김호길,金浩吉
김호연,金昊淵
김호인,金鎬寅
김호정 (1968년),キム・ホジョン
김호진,キム・ホジン
김환희,キム・ファンヒ
김회성,金会成
김회성 (야구 코치),金会城
김효석 (1949년),金孝錫
김효석,金孝錫
김효원 (가수),キム・ヒョウォン
김효재,金孝在
김효원 (배우),キム・ヒョウォン
김후란,金后蘭
김훈호,キム・フンホ
김흥수 (아나운서),キム・フンス
김환진,キム・ファンジン
최원영,チェ・ウォニョン
최고은,チェ・ゴウン
장은숙,チャン・ウンスク
장필순,チャン・ピルスン
김동영 (정치인),金東英
김동원,金東元
김동원,キム・ドンウォン
김동재,金東再
김동진 (1951년),金東鎮
김동철 (야구 선수),金東喆
김동하,金東河
김동현 (1974년),キム・ドンヒョン
김동현,キム・ドンヒョン
김동현 (1892년),金東ヒョン
김동현,MCグリー
최유희,崔由姫
최정,崔精
최정희,崔貞熙
최석도,崔錫道
최영,崔領
윤다훈,ユン・ダフン
유경민,庾炅旻
장용철,張傛喆
장민석,張珉碩
김덕현 (배우),キム・ドッキョン
김덕현 (변호사),金徳賢
김도산,金陶山
김도언,金道彦
김도연 (1978년),キム・ドヨン
김도완 (야구 선수),金道完 (野球)
김도태,金道泰
이소희,李紹希
영민,ヨンミン
권영혜,ヨンヘ
정정현,丁正賢
양병설,佯病説
이리야 마이,入矢麻衣
전미정,全美貞
구성윤,具聖潤
박천호,朴千鎬
박혜숙,朴恵淑
박경남,朴慶南
박경완,朴慶完
박명환,朴明桓
박영선,朴映宣
박태원,朴泰遠
박상태,朴相太
박유하,朴裕河
박종학,朴鐘学
박효상,朴鼠象
이인영,李仁栄
이수경 (사회학자),李修京
김강우,金康宇
정혜영,チョン・ヘヨン
김문희,金文姫
김홍규 (1876년),金洪奎
김홍선,金弘善
김홍업,金弘業
김홍일 (1898년),金弘壹
김홍일,金弘一
김홍표,キム・ホンピョ
김화랑,金火浪
김환진,キム・ファンジン
이태진,李泰鎭
이무영,李無影
이진화,李珍和
리상엽,李相燁
이화원,李花源
이영신,李英信
이재관,李載冠
이진희,李進熙
이진일,李鎮日
이봉조,李鳳祚
이용운 (군인),李龍芸
임광묵,林光默
임선근,林宣根
김명국 (배우),キム・ミョングク
김명규 (1942년),金明圭
김명덕 (희극인),キム・ミョンドク
김명수 (성우),キム・ミョンス
김명운,キム・ミョンウン
김명윤,金命潤
김명인 (1946년),金明仁
김명자,金明子
김명제 (야구 선수),金明帝
김명준 (성우),キム・ミョンジュン
김무연,金武然
안익수,安益秀
나경석,羅景錫
문정혁,エリック
박철우,朴哲佑
전지윤,チョン・ジユン
김준형,キム・ジュンヒョン
이한기,李漢基
진의종,陳懿鍾
김희선 (성우),キム・ヒソン
김희수,キム・ヒス
김희정 (1992년),キム・ヒジョン
나갑성,ナ・ガプソン
나경민 (배우),ナ・ギョンミン
구본무,具本茂
이현진,イ・ヒョンジン
연정훈,ヨン・ジョンフン
박솔미,パク・ソルミ
유하나,劉荷娜
강칠구,カン・チルグ
이천희,イ・チョニ
나나,ナナ
김동길 (1928년),金東吉
김동길 (야구 선수),金東吉
김동성 (1890년),金東成
김동성 (1971년),金東聖
김동수 (야구 선수),金東洙
김동영,キム・ドンヨン
장두진,張斗軫
장수영,張秀英
서만희,徐晩喜
서능욱,徐能旭
성하,成河
양현규,攘玄圭
문지윤,文祉允
박영일,新井英一
박창언,木原彰彦
주준용,朱埈鏞
박현진,朴玹珍
박기서,朴琦緖
박형진,朴亨鎮
박건우,朴健雨 (外交官)
이호승,李昊乗
김가영,金佳映
김용희,金容熙
황순민,黄順旻
김민희,キム・ミンヒ
유민철,劉敏哲
신동엽,シン・ドンヨプ
남정현,南廷賢
남일우,南溢祐
오선화,呉善華
오규철,呉圭喆
오대륙,呉大陸
김미진수,片山満津芳
현리,玄理
전지철,田智哲
전륭법,田隆法
신선호,申善浩
신각수,申珏秀
신용관,申龍錧
노영하,盧永夏
김시철,石川厚
노건평,盧建平
노덕술,盧徳述
노사강,ノ・サガン
노사연,盧士燕
노승환,盧承煥
노승범,ノ・スンボム
노영민,盧英敏
노영국,ノ・ヨングク
김민석 (성우),キム・ミンソク
김민석,金民錫
김민석 (수영 선수),金ミン錫
김민성 (1977년),キム・ミンソン
김민아,キム・ミナ
김민정 (1949년),キム・ミンジョン
김민정,金ミンジョン
김민지,キム・ミンジ
김민찬,キム・ホチャン
현승종,玄勝鍾
황인성,黃寅性
이현재,李賢宰
서인국,ソ・イングク
장정구,張正九
이해원,李海瑗
김미리,金美里
김미연,キム・ミヨン
김미자,キム・ミジャ
김민경 (개그우먼),キム・ミンギョン
김민기 (야구 선수),金敏基
김민기 (정치인),金敏基
지성,チソン
박시연,パク・シヨン
김봉연,金奉淵
김봉환 (1921년),金鳳煥
김부겸,金富謙
김부선,キム・ブソン
남경필,南景弼
남궁옥분,南宮玉粉
남다름,ナム・ダルム
남무성,南武成
남성훈,ナム・ソンフン
허장회,許壮会
허 은주,許恩栄
허영중,許永中
허만원,許萬元
조박,趙博
조원빈,趙原彬
조문부,趙文富
차지철,車智澈
신현주,辛炫周
신숙옥,辛淑玉
정긍모,鄭兢謨
정수현,鄭壽鉉
정우재,鄭宇宰
정승박,鄭承博
정조묘,鄭早苗
정서운,鄭書云
손환진,孫煌進
안승혁,安承爀
안승민,安承珉
안해룡,安海龍
윤우리,尹うり
윤미향,尹美香
윤종필,尹錘弼
최선애,崔善愛
최재익,崔在翼
최재은,崔宰銀
최문영,崔文馨
최창화,崔昌華
최정민,崔楨珉
최규병,崔珪昞
김재환,金載桓
김병기,キム・ビョンギ
김병선,金炳善
김병로,金炳魯
김병조 (희극인),キム・ビョンジョ
김병진,金秉鎮
김병춘,キム・ビョンチュン
한국영,韓国栄
이형상,李形像
김종만,キム・ジョンマン
허영호,許映皓
김진수,金珍洙
매트 사이먼,マット・サイモン
서용덕,徐庸徳
여성해,呂成海
이정신,イ・ジョンシン
노준형,盧俊亨
노태엽,ノ・テヨプ
노현희,ノ・ヒョニ
노형구,盧亨求
노형욱,ノ・ヒョンウク
나담주,羅潭柱
나성균,ナ・ソンギュン
나성용,羅成容
나수란,ナ・スラン
나수윤,ナ・スユン
나영석,ナ・ヨンソク
나오연,羅午淵
나용균,羅容均
나익진,羅翼鎭
나창헌 (1896년),羅昌憲
나한일,ナ・ハニル
남경민,ナム・ギョンミン
남승우,南昇佑
남일우,ナム・イル
남재희,南載熙
남창희,ナム・チャンヒ
남희석,ナム・ヒソク
김태정,タン・ロン
이은우,イ・ウヌ
노용호,盧龍鎬
노웅래,盧雄来
노재규,盧宰圭
노재헌,盧載憲
노재환 (교수),魯在煥
노정의,ノ・ジョンエ
노주현,ノ・ジュヒョン
이정진,イ・ジョンジン
김재구,金在九
김효주,金孝周
김광명,金宏明
김선희,金宣希
김용운,金容雲
김시우,金廷錫
김사엽,金思ヨプ
김혜민,金恵敏
김은배,金恩培
김성룡,金成龍
유인나,ユ・インナ
최진영,チェ・ジニョン
강기갑,姜基甲
정기영,丁起栄
박세직,朴世直
유건형,ユ・ゴニョン
김석범 (군인),金錫範
김석훈 (1929년),キム・ソックン
김선동 (1963년),金善東
김동은,金先ミン
김선영,キム・ソニョン
김선영,キム・ソニョン
김선우 (시인),金宣佑
김선형,金善亨
김봉근,金奉根
김보민,金寶民
김보성,キム・ボソン
김보미 (1987년),キム・ボミ
김보영,キム・ボヨン
이남교,李南教
이국수,李国秀
이은,李垠 (小説家)
이용수,李容洙
이성애 (가수),李成愛
이재우,李才佑
이창엽,李昌燁
이창수,李昌寿
이근호,李根鎬
이영근,李永根
이영수,李永洙
박진영,ジニョン
돈지덕,頓智徳
동현배,トン・ヒョンベ
디기리,ディギリ
이희준,イ・ヒジュン
백홍석,白洪錫
김민,キム・ミン
목진석,睦鎮碩
유병훈,柳炳勲
야나가와 다다히로,梁川禎浩
양해준,梁海俊
양윤옥,梁潤玉
권태하,権泰夏
강홍문,橋本弘文
이정혜,江畑晶慧
홍인순,洪仁順
홍윤기,洪潤基
홍난숙,洪蘭淑
서지혜,ソ・ジヘ
서효림,徐孝琳
니엘,ニエル
단병호,段炳浩
더 원,The One
김생민,キム・センミン
김상택,金相澤
김상헌 (기업인),金相憲
김상현,金相賢
김상현 (1968년),金相賢
"김상현 (1980년, 투수)",金泰英
김상현 (판타지 소설가),キム・サンヒョン
김상현 (성우),キム・サンヒョン
김상호 (1901년),金尚浩
김상호 (1965년),金湘昊
김상호 (1989년),金湘虎
김상호,キム・サンホ
김상호 (승려),金尚昊
김상흠,金相欽
김상희,金相姫
김상희 (가수),キム・サンヒ
김현섭,金賢順
성준,ソンジュン
고성국,高成国
송태곤,宋泰坤
윤준상,尹畯相
이기제,李記帝
하형주,河亨柱
김백봉,金白峰
김범수 (기업인),キム・ボムス
김범일 (1950년),金範鎰
김법래,キム・ボムレ
김법린,金法麟
김별아,キム・ビョラ
김병걸 (문학평론가),金炳傑
진세연,チン・セヨン
이상희,李相熹
손나은,ソン・ナウン
김유리,キム・ユリ
이보영,イ・ボヨン
이용래,李容來
이민혜,李敏慧
류기수,柳驥秀
류덕천,柳徳天
류상욱,リュ・サンウク
류수민,柳秀旼
류승곤,リュ・スンゴン
류승수,リュ・スンス
목영준,睦栄埈
박인천,朴仁天
이영,イヨン
임수향,イム・スヒャン
신성록,シン・ソンロク
민규동,ミン・ギュドン
방은진,パン・ウンジン
맹봉학,メン・ボンハク
맹세창,メン・セチャン
메이다니,メイダニ
명계남,ミョン・ゲナム
모상기,牟相基
류여해,柳汝諧
류우익,柳佑益
류인희,柳仁熙
류지혁,柳志赫
리두균,李斗均
김 주희,金珠熙
김수장,金秀壯
김의태,金義泰
김기용,金起用
김도원,金道源
김은영,金銀暎
김진원,金鎭園
김향리,金香里
음승민,陰承民
박경미,雅原慶
문재철,文在喆
문정수,文正秀
문정인,文正仁
문정숙,ムン・ジョンスク
문정창,文定昌
문주란 (가수),文珠蘭
문창범,文昌範
문천식,ムン・チュンシク
현월,玄月
이문식,イ・ムンシク
김태용,キム・テヨン
김삼,金森
김상기 (1952년),金相基
김상기 (1918년),金相琪
김상렬,金相烈
김상돈,金相敦
김상순 (배우),キム・サンスン
김상옥 (1920년),金相沃
김상원 (1977년),キム・サンウォン
김상원,キム・サンウォン
김상조,金尚祖
김상진 (1977년),金相真
김상태,金相台
하동안,笑福亭小松
나현,羅玄
나성수,羅誠洙
황민부,若闘将敏男
최현주,チェ・ヒョンジュ
김성환,金星煥
김민서,キム・ミンソ
박초롱,パク・チョロン
김선태 (1911년),金善太
김성갑,金性甲
김성겸,キム・ソンギョム
김성규 (희극인),キム・ソンギュ
김성동 (1954년),金盛東
김성두 (1929년),金聖斗
김성동 (소설가),金聖東
이동훈,李東勳
강동석,姜東錫
이규현 (피겨스케이팅 선수),イ・キュヒョン
강동윤,姜東潤
박정환,朴廷桓
신예지,申芮智
김인성,金寅成
최성근,崔誠根
함서희,ハム・ソヒ
김선민,金善珉
배천석,裵千奭
정병주,鄭柄宙
정영호,鄭永鎬
정태원,鄭泰原
정연웅,鄭然雄
신동주 (기업인),重光宏之
김하나,金ハナ
김한별,金ハンビョル
김공청,金功青
김군자,金君子
김주진,金周珍
나혜원,ナ・ヘウォン
이효희,イ・ヒョヒ
이정훈,イ・ジョンフン
로이킴,ロイ・キム
이동건,イ・ドンゴン
최수종,チェ・スジョン
송윤아,ソン・ユナ
김문경,金文京
김지용,金智龍
김성길,金本誠吉
김동수,金東秀
김승락,金森勝
김정훈,金正訓
김무의,金武義
김영조,金永祚
김홍철,金洪澈
김희중,金熙中
스테판 니콜리치,ニコリッチ
에릭 리건,エリック・リーガン
리민 (영화배우),リ・ミン
마달천,馬澾千
마종기,馬鍾基
하태연,河泰連
양혜규,ヤン・ヘギュ
김성태,金聖泰
김성은 (아나운서),金成恩 (アナウンサー)
김성주 (1922년),金聖柱
김성주,キム・ソンジュ
김성진 (1931년~2009년),金聖鎭
김성찬 (배우),キム・ソンチャン
김성철,キム・ソンチョル
이동명,李東明
조민선,曹敏仙
최지은,崔智恩
문성현,文聖現
이학주,李學周
윤석호,ユン・ソクホ
신예지,シン・イェジ
박정아,パク・ジョンア
류현경,リュ・ヒョンギョン
허승욱,許勝旭
최민용,チェ・ミニョン
정준문,麗羅
황아름,黄アルム
황대준,黄大俊
황연대,黄年代
황금주,黄錦周
김세준,キム・セジュン
김소진,金昭晋
김솔희,キム・ソルフィ
