Douglas Adams,더글러스 애덤스
Simon Rattle,사이먼 래틀
Vera Menchik,베라 멘치크
Richard Garriott,리처드 개리엇
Julian Lloyd Webber,줄리언 로이드 웨버
Keith Emerson,키스 에머슨
John Pius Boland,존 피우스 볼랜드
Carey Mulligan,캐리 멀리건
Princess Beatrice of the United Kingdom,영국 공주 베아트리스
Paul Nurse,폴 너스
Thomas Middleton,토머스 미들턴
Dusty Springfield,더스티 스프링필드
Nick Griffin,닉 그리핀
"Prince Edward, Duke of Kent",켄트 공작 에드워드
Carlton Cole,칼턴 콜
Jamie Murray,제이미 머리
Andy Whitfield,앤디 휫필드
Nigel Kennedy,나이절 케네디
Victoria Eugenie of Battenberg,바텐베르크의 빅토리아 에우헤니아
Shaka Hislop,샤카 히즐롭
Peter Shaffer,피터 섀퍼
Matthew Taylor,매슈 테일러
James Collins,제임스 콜린스
Mark Noble,마크 노블
Alfred Pennyworth,앨프리드 페니워스
Jack Collison,잭 콜리슨
Richard Stone,리처드 스톤
John Eliot Gardiner,존 엘리엇 가디너
James Galway,제임스 골웨이
Ian Rush,이언 러시
Chris Froome,크리스 프룸
David Martin,데이비드 마틴
Jade Jones,제이드 존스
Charles Glover Barkla,찰스 글러버 바클라
Mark Williams,마크 윌리엄스
Jonny Wilkinson,조니 윌킨슨
Aubrey Beardsley,오브리 비어즐리
Carl Cox,칼 콕스
Ian Stewart,이언 스튜어트
Jude Law,주드 로
William Huggins,윌리엄 허긴스
"Prince George, Duke of Kent",켄트 공작 조지
David Hockney,데이비드 호크니
Glynis Johns,글리니스 존스
William Webb Ellis,윌리엄 웹 엘리스
"Anthony Giddens, Baron Giddens",앤서니 기든스
Andy Carroll,앤디 캐럴
Richard Hamilton,리처드 해밀턴
Johnny Haynes,조니 헤인스
PJ Harvey,PJ 하비
Archibald Leitch,아치볼드 레이치
China Miéville,차이나 미에빌
Bernard Lovell,버나드 로벨
Julia Sawalha,줄리아 사왈라
Evgeny Kissin,예브게니 키신
Albert Finney,앨버트 피니
Peter Beardsley,피터 비어슬리
James Stirling,제임스 스털링
Joseph Priestley,조지프 프리스틀리
Angela Beesley Starling,앤절라 비즐리
Billie Whitelaw,빌리 화이틀로
Kingsley Amis,킹즐리 에이미스
Simon Cowell,사이먼 코웰
Barbara Pym,바바라 핌
Aimee-Ffion Edwards,에이미피언 에드워즈
Brett Anderson,브렛 앤더슨
J. L. Austin,존 랭쇼 오스틴
Timothy Gowers,윌리엄 고워스
Ruth Kelly,루스 켈리
Katherine Jenkins,캐서린 젱킨스
Benedict Nicolson,베네딕트 니컬슨
David Heyman,데이비드 헤이먼
Charles Rennie Mackintosh,찰스 레니 매킨토시
Joseph Rotblat,조지프 로트블랫
Rob Morrow,롭 모로
Kristan Bromley,크리스턴 브롬리
"Richard of Shrewsbury, 1st Duke of York",요크 공작 슈루즈베리의 리처드
Jonathan Edwards,조너선 에드워즈
Julie Andrews,줄리 앤드루스
Ed Speleers,에드워드 스펠리어스
Justine Waddell,저스틴 와델
Jonathan Walters,조나단 월터스
John Mahoney,존 마허니
Lawrence Durrell,로런스 더럴
Emma Bunton,에마 번턴
Ken Livingstone,켄 리빙스턴
Peter Phillips,피터 필립스
Sam Havadtoy,샘 허배토이
Tim Henman,팀 헨먼
David Bradley,데이비드 브래들리
Ted Drake,테드 드레이크
Peter Hammill,피터 해밀
Daniel Sturridge,대니얼 스터리지
Fatboy Slim,팻보이 슬림
David Arnold,데이비드 아널드
Engelbert Humperdinck,엥겔베르트 훔퍼딩크
Harry Redknapp,해리 레드냅
William Ewart Gladstone,윌리엄 글래드스턴
Ron Atkinson,론 앳킨슨
Peter Bonetti,피터 보네티
"Princess Louise, Duchess of Argyll",아가일 공작 부인 루이즈
Charles Stross,찰스 스트로스
Gem Archer,겜 아처
Charles Thomson Rees Wilson,찰스 톰슨 리스 윌슨
Michael Polanyi,마이클 폴라니
Ian Holm,이안 홈
Hugh Grant,휴 그랜트
Colin Firth,콜린 퍼스
Bob Klose,밥 클로스
Peter Lawford,피터 로퍼드
Bernard Williams,버나드 윌리엄스
Kevin Connor,케빈 코너
Katie Johnson,케이티 존슨
Nick Powell,닉 파월
David Gray,데이비드 그레이
William Shockley,윌리엄 쇼클리
Noel Redding,노엘 레딩
I. J. Good,I. J. 굿
Joseph Fiennes,조지프 파인스
Gary Cahill,게리 케이힐
Dave Evans,데이브 에번스
Arthur Geoffrey Walker,아서 제프리 워커
Joanne Whalley,조앤 웰리
Kazuo Ishiguro,가즈오 이시구로
James Acheson,제임스 애치슨
John Barbirolli,존 바비롤리
Roger Fenton,로저 펜튼
Julie Cox,줄리 콕스
Andrew Taylor,앤드류 테일러
Rod Evans,로드 에번스
Nick Simper,닉 심퍼
Geoff Downes,제프 다운스
Jeffrey Goldstone,제프리 골드스톤
Susannah York,수재나 요크
Michael Lonsdale,미카엘 롱스달
Bryn Terfel,브린 터펠
Jenna Coleman,제나 루이스 콜먼
Amelia Warner,어밀리아 워너
Anne Dudley,앤 더들리
Ali Carter,앨리 카터
J. Bruce Ismay,J. 브루스 이스메이
David Miliband,데이비드 밀리밴드
Aphex Twin,에이펙스 트윈
Vanessa Redgrave,버네사 레드그레이브
Billy Wright,빌리 라이트
Brian Molko,브라이언 몰코
Sam Mendes,샘 멘디스
Lara Croft,라라 크로프트
Keith Mann,키스 맨
Nicko McBrain,니코 맥브레인
Beatrice Harrison,비어트리스 해리슨
Len Blavatnik,렌 블러바트닉
Herbert Lom,허버트 롬
Julie Fleeting,줄리 플리팅
Rhona Martin,로나 마틴
Annie Nightingale,애니 나이팅게일
Natalie Press,내털리 프레스
Steve Jones,스티브 존스
Lena Headey,리나 헤디
John Maynard Smith,존 메이너드 스미스
Mark Shuttleworth,마크 셔틀워스
Zoë Johnston,조이 존스턴
Jack O'Connell,잭 오코넬
Michael Palin,마이클 페일린
Zoë Wanamaker,조이 워너메이커
Eduardo Paolozzi,에두아르도 파올로치
David Forbes Hendry,데이비드 포브스 헨드리
Paul Scofield,폴 스코필드
Tony Banks,토니 뱅크스
Paul Oakenfold,폴 오컨폴드
Bernard Rose,버나드 로즈
Elizabeth Jagger,엘리자베스 재거
Julie Walters,줄리 월터스
Svetlana Alliluyeva,스베틀라나 알릴루예바
Jony Ive,조너선 아이브
John McLaughlin,존 맥러플린
Rick Allen,랙 앨런
Melanie Marshall,멜러니 마셜
Wendy Cope,웬디 코프
Tony Abbott,토니 애벗
Jordan Henderson,조던 헨더슨
Godfrey Hounsfield,고드프리 하운스필드
George Best,조지 베스트
Tim Parks,팀 파크스
Thandiwe Newton,탄디웨 뉴턴
Adam Ant,애덤 앤트
Princess Beatrice of York,요크 공녀 베아트리스
Minnie Driver,미니 드라이버
Anthony Quayle,앤서니 퀘일
Princess Eugenie of York,요크 공녀 유제니
Emily Barclay,에밀리 바클리
Paul Potts,폴 포츠
Harry Maguire,해리 매과이어
John Whiting,존 화이팅
Zuleikha Robinson,줄레이카 로빈슨
Georgie Henley,조지 헨리
Frederick Griffith,프레더릭 그리피스
Carl Palmer,칼 파머
Jimmy Page,지미 페이지
Jacqueline du Pré,재클린 뒤 프레
Bernard Lee,버나드 리
Fabian Delph,페이비언 델프
Steve Hodge,스티브 호지
Kaya Scodelario,카야 스코델라리오
Lulu,룰루
Richard Johnson,리처드 존슨
Alan Minter,앨런 민터
John Lukic,존 루키치
Clare Higgins,클레어 히긴스
Rupert Sheldrake,루퍼트 셀드레이크
Anna Popplewell,애나 포플웰
Sophia Myles,소피아 마일스
"Nicholas Ridley, Baron Ridley of Liddesdale",니컬러스 리들리
Terry Jones,테리 존스
Daniel Day-Lewis,대니얼 데이 루이스
Julia Ormond,줄리아 오먼드
David Leadbetter,데이비드 레드베터
Geoffrey Wilkinson,제프리 윌킨슨
Will Young,윌 영
Bruce Chatwin,브루스 채트윈
Roy Jenkins,로이 젠킨스
Hamilton Camp,해밀턴 캠프
Ramsay MacDonald,램지 맥도널드
Stanley Baldwin,스탠리 볼드윈
Robbie Gee,로비 지
Michael Jackson,마이클 잭슨
Natascha McElhone,너태샤 매컬혼
P. L. Travers,파멜라 린던 트래버스
H. H. Asquith,허버트 헨리 애스퀴스
Martin Kelly,마틴 켈리
Roger Hargreaves,로저 하그리브스
Martin Birch,마틴 버치
Adam Brown,애덤 브라운
Chris Slade,크리스 슬레이드
Kyle Naughton,카일 노턴
Gary Neville,게리 네빌
Lucy Morton,루시 모턴
Fraser Forster,프레이저 포스터
Nicollette Sheridan,니콜렛 셰리든
Flora Montgomery,플로라 몽고메리
Vera Lynn,베라 린
Simon Jones,사이먼 존스
Miranda Richardson,미란다 리처드슨
Ernest Mason Satow,어니스트 매이슨 사토우
Twiggy Lawson,트위기
Sandie Shaw,샌디 쇼
E. H. Carr,에드워드 핼릿 카
Frieda Inescort,프리다 이네스코트
Mandy Smith,맨디 스미스
G. E. M. Anscombe,G. E. M. 앤스콤
Rita Ora,리타 오라
Harold Stamper,해럴드 스탬퍼
Simon Webbe,사이먼 웨브
Rosamund Pike,로저먼드 파이크
Barry Bridges,배리 브리지스
Luol Deng,루올 뎅
Agnes Tuckey,애그니스 터키
Brenda Blethyn,브렌다 블레신
Lily Collins,릴리 콜린스
John Tiltman,존 틸트먼
Mark Rylance,마크 라일런스
Nicky Shorey,니키 쇼리
Helen Mirren,헬렌 미렌
Amanda Tapping,어맨다 태핑
Karel Reisz,카렐 라이스
Patsy Kensit,팻시 켄짓
Lauren Bennett,로런 베넷
Malky Mackay,말키 매케이
Sonya Walger,소냐 왈거
Margaret Rutherford,마거릿 러더퍼드
George Wilkinson,조지 윌킨슨
David Brewster,데이비드 브루스터
Tony Woodcock,토니 우드콕
David Wilson,데이비드 윌슨
John Desmond Bernal,존 데스먼드 버널
Joan Plowright,조앤 플로라이트
Jacqueline Pearce,재클린 피어스
Emily Watson,에밀리 왓슨
Natasha Little,너태샤 리틀
Philip Ridley,필립 리들리
Harold Walden,해럴드 월든
Malcolm McLaren,Malcolm McLaren
Clifton Parker,클리프턴 파커
David Rohl,데이비드 롤
Charlotte Salt,샬럿 솔트
Michael Howard,마이클 하워드
"Gareth Williams, Baron Williams of Mostyn",모스틴의 윌리엄스 남작 개러스 윌리엄스
Robert Palmer,로버트 파머
Gregory Paul Martin,그레고리 폴 마틴
Kevin Mulligan,케빈 멀리건
David A. Stewart,데이비드 A. 스튜어트
Mary Hopkin,메리 홉킨
George Shearing,조지 시어링
Imogen Heap,이모전 힙
Rhona Mitra,로나 미트라
Samantha Morton,서맨사 모턴
Nick Heyward,닉 헤이워드
Anna Wintour,안나 윈투어
"Princess Alexandra, The Honourable Lady Ogilvy",오너러블 레이디 알렉산드라 오길비
Tarzan,타잔
Michael Apted,마이클 앱티드
Ernest Gellner,어네스트 겔너
Princess Marina of Greece and Denmark,그리스와 덴마크의 공주 마리나
Owen Willans Richardson,오언 윌런스 리처드슨
Kelly Macdonald,켈리 맥도널드
Cher Lloyd,셰르 로이드
Emily Mortimer,에밀리 모티머
James Blake,제임스 블레이크
Joe McElderry,조 매켈더리
Robbie Savage,로비 새비지
Don Revie,돈 레비
KT Tunstall,케이티 턴스톨
Estelle,에스텔
Lionel Martin,라이어널 마틴
Mike Phelan,마이크 펠런
Adam Ingram,애덤 잉그럼
Chris Hughton,크리스 휴턴
Steve Sidwell,스티브 시드웰
Adam Rayner,애덤 레이너
Jack Lambert,잭 램버트
Adam Matthews,애덤 매슈스
Adam Ingram,애덤 잉그럼
Wendy Hiller,웬디 힐러
Rebecca Hall,리베카 홀
Lady Sovereign,레이디 소버린
Kelly Holmes,켈리 홈스
Peggy Ashcroft,페기 애슈크로프트
Alison Goldfrapp,앨리슨 골드프랩
Emma Thompson,에마 톰프슨
"Prince Richard, Duke of Gloucester",글로스터 공작 리처드
Gerard Butler,제라드 버틀러
Terrance Dicks,테런스 딕스
Catherine Bell,캐서린 벨
Connie Talbot,코니 탤벗
Anna Maxwell Martin,애나 맥스웰 마틴
Sammy Ameobi,새미 아메오비
Ethel Griffies,에설 그리피스
Helena Bonham Carter,헬레나 보넘 카터
John Marshall Watson,존 왓슨
Layla El,레일라 엘
Olivia Williams,올리비아 윌리엄스
Charlotte Gainsbourg,샤를로트 갱스부르
Merle Oberon,멀 오베론
Justin Pierce,저스틴 피어스
John Scales,존 스케일스
Charlotte Church,샬럿 처치
Karen Gillan,카렌 길런
Jason Statham,제이슨 스테이섬
Camille Coduri,커밀 코두리
Thomas Andrews,토머스 앤드루스
Frances Hodgson Burnett,프랜시스 호지슨 버넷
Sarah Kane,세라 케인
Neil Banfield,닐 밴필드
Sacha Dhawan,사샤 다완
"John Crichton-Stuart, 7th Marquess of Bute",제7대 뷰트 후작 존 크라이턴스튜어트
John Parr,존 파
Andrew McNeil,앤드루 맥닐
Ciaran Clark,키어런 클라크
Victoria Pendleton,빅토리아 펜들턴
Leon Osman,리언 오스먼
Helen McCrory,헬렌 매크로리
Dan Lewis,댄 루이스
Hannah Murray,해나 머리
Mary Leakey,메리 리키
Sarah Miles,세라 마일스
Ian McKellen,이언 매켈런
Walley Barnes,월리 반스
T. E. Lawrence,토머스 에드워드 로런스
Asma al-Assad,아스마 알아사드
Edith Nesbit,에디스 네스빗
Edgar Douglas Adrian,에드거 에이드리언
John Peel,존 필
Mark James,마크 제임스
Bobby Charlton,보비 찰턴
Alison Uttley,앨리슨 어틀리
Andrew Johnson,앤드루 존슨
Alfred Edward Housman,A. E. 하우스먼
Samantha Eggar,서맨사 에거
Alex Kingston,앨릭스 킹스턴
Santiago Cabrera,산티아고 카브레라
Example,이그잼플
Ray Wilkins,레이 윌킨스
Islam Feruz,이슬람 페루즈
John Laurie,존 로리
Tom Huddlestone,톰 허들스톤
Duncan Edwards,덩컨 에드워즈
Nigel Reo-Coker,나이절 리오코커
Don Roper,돈 로퍼
Rebecca Mader,리베카 메이더
Corinne Bailey Rae,코린 베일리 레이
Ross Barkley,로스 바클리
Patrick Bamford,패트릭 뱀포드
Kurt Mahler,쿠르트 말러
Eddie Calvert,에디 캘버트
Richard O'Connor,리처드 오코너
Mark Allen,마크 앨런
Chris Waddle,크리스 워들
Tom Finney,톰 피니
Margot Fonteyn,마고트 폰테인
Kelly Osbourne,켈리 오즈번
Steven Wilson,스티븐 윌슨
"Judith Blunt-Lytton, 16th Baroness Wentworth",웬트워스 남작 주디스 블런트리턴
Marsha Thomason,마샤 토머슨
A. S. Byatt,A. S. 바이엇
Tracy Chevalier,트레이시 슈발리에
John James Rickard Macleod,존 제임스 리카드 매클라우드
Alan Grant,앨런 그랜트
Sam Johnstone,샘 존스톤
Natalia Tena,내털리 테나
Billy Boyd,빌리 보이드
Aiden Turner,에이든 터너
Duncan Kenworthy,덩컨 켄워디
Anish Kapoor,아니쉬 카푸어
Kate Thompson,케이트 톰프슨
Theo Robinson,시오 로빈슨
Lutalo Muhammad,루탈로 무함마드
Craig Brewster,크레이그 브루스터
Aileen Campbell,에일린 캠벨
Saffron Burrows,세프론 버로스
Pippa Middleton,피파 미들턴
Geraldine McCaughrean,제럴딘 매코크런
Chaim Weizmann,하임 바이츠만
Jeremy Irons,제러미 아이언스
Anne Keothavong,앤 키오서봉
Margaret Beckett,마거릿 베킷
Shirley Henderson,셜리 헨더슨
Marina Sirtis,머리나 서티스
Adela Pankhurst,아델라 팽크허스트
Leila Lopes,레일라 로페스
Lee Dixon,리 딕슨
Andy Bell,앤디 벨
Gabrielle Anwar,개브리엘 앤워
Ben Williams,벤 윌리엄스
Helen Fielding,헬렌 필딩
Lucy Gordon,루시 고든
Raymond Cattell,레이몬드 카텔
Jacqueline Bisset,재클린 비셋
Susanna Clarke,수재나 클라크
Alice Eve,앨리스 이브
Bill Kenwright,빌 켄라이트
Simone Lahbib,시몬 러비브
Ruth Rendell,루스 렌델
Janet McTeer,재닛 맥티어
John Kendrew,존 켄드루
Colin Ferguson,콜린 퍼거슨
John Edensor Littlewood,존 이든저 리틀우드
Ade Akinbiyi,아데 아킨비이
Honor Blackman,오너 블래크먼
Stella McCartney,스텔라 매카트니
Dominic O'Brien,도미닉 오브라이언
Leonora Carrington,리어노라 캐링턴
Virginia Wade,버지니아 웨이드
Beth Gibbons,베스 기번스
Aileen McLeod,에일린 매클라우드
April Pearson,에이프릴 피어슨
Elsa Lanchester,엘자 랜체스터
Andrea Arnold,앤드리아 아널드
Aynsley Dunbar,앤슬리 던바
Heidi Range,하이디 레인지
"Louise, Princess Royal",파이프 공작 부인 루이즈
Diana Rigg,다이애나 리그
Robert Browning,로버트 브라우닝
Alec Issigonis,알렉산더 아널드
Jessica Mitford,제시카 밋퍼드
David Hewlett,데이비드 휴렛
Charlotte Mew,샬럿 뮤
Paula Radcliffe,폴라 래드클리프
Michelle Ryan,미셸 라이언
Clive Burr,클라이브 버
Frances de la Tour,프랜시스 데 라 투어
Sally Hawkins,샐리 호킨스
Richard Dalitz,리처드 댈리츠
Hubert Parry,휴버트 패리
Harrison Birtwistle,해리슨 버트위슬
Mark Ronson,마크 론슨
Elaine Paige,일레인 페이지
John Pople,존 포플
Nigel Stock,나이젤 스톡
Chris Tsangarides,크리스 샹그리디
Jamie Bamber,제이미 뱀버
Denis Law,데니스 로
Jeanette Winterson,지넷 윈터슨
Alison Owen,앨리슨 오언
Richard Wilson,리처드 윌슨
Owain Yeoman,오웨인 요먼
Ian Hill,이언 힐
William Henry,윌리엄 헨리
András Schiff,시프 언드라시
Ajahn Brahm,아잔 브라흐마
Paul Davis,폴 데이비스
Charlotte Purdue,샬럿 퍼듀
K. K. Downing,K. K. 다우닝
Patrick O'Brian,패트릭 오브라이언
Midge Ure,미지 유로
Gary Glitter,게리 글리터
Eric Sykes,에릭 사이크스
Mutya Buena,무트야 부에나
Jessie Cave,제시 케이브
Kathleen Shaw,캐슬린 쇼
Hilary Spurling,힐러리 스펄링
Nathan Eccleston,네이선 에클스턴
Cush Jumbo,쿠시 점보
Bernie Taupin,버니 토핀
Ian Dury,이언 듀리
Valda Osborn,발다 오스본
Jocelyn Bell Burnell,조셀린 벨 버넬
Calum Davenport,캘럼 대븐포트
Selita Ebanks,셀리타 이뱅크스
Charlotte Cooper,샬럿 쿠퍼
Muriel Spark,뮤리얼 스파크
"Princess Mary, Princess Royal of the United Kingdom",프린세스 로열 메리 (6대)
Terry Farrell,테리 패럴
Steven Davis,스티븐 데이비스
Francis Ysidro Edgeworth,프랜시스 에지워스
Alan White,앨런 화이트
Reginald Dorman-Smith,레지널드 도먼스미스
Pam Ferris,팜 페리스
Robert Plant,로버트 플랜트
"Edward Plunkett, 18th Baron of Dunsany",로드 던세이니
Doris Hare,도리스 헤리
Frederick Hopkins,프레더릭 가울랜드 홉킨스
Roland Culver,롤런드 컬버
Louise Brown,루이스 브라운
Ian McShane,이언 맥셰인
Barbara Hepworth,바바라 헤프워스
Miriam Margolyes,미리엄 마걸리스
Mary Beard,메리 비어드
Mary Quant,메리 퀀트
J. Desmond Clark,J. 데즈먼드 클라크
Michael Elphick,마이클 엘픽
Pattie Boyd,패티 보이드
