Lionel Messi,リオネル・メッシ
Massimo Popolizio,マッシモ・ポポリツィオ
Oliver Martini,オリバー・マルティニ
Mario Brunello,マリオ・ブルネロ
Mario Chiarini,マリオ・キアリーニ
Mario Corti (musicista),マリオ・コルティ
Mario Cervi,マリオ・チェルヴィ
Nino Pagot,ニノ・パゴー
Massimo de Bernart,マッシモ・デ・ベルナール
Michele Miranda,マイク・ミランダ
Mila Schön,ミラ・ショーン
Matteo Scozzarella,マッテオ・スコッツァレッラ
Matteo Rovere,マッテオ・ロヴェーレ
Michele di Rocco,ミケーレ・ディ・ロッコ
Paolo Poggi,パオロ・ポッジ
Pietro Marcello (regista),ピエトロ・マルチェッロ
Matteo Guarnaccia,マッテオ・グアルナッチャ
Miriam Giovanelli,ミリアム・ジョヴァネッリ
Pietro Sermonti,ピエトロ・セルモンティ
Michele Riondino,ミケーレ・リオンディーノ
Matteo Cressoni,マッテオ・クレッソーニ
Ottavio Jemma,オッタヴィオ・イェンマ
Rhodolfo,ルイス・ロドウフォ・ジニ・ガイオト
Pasquale Padalino,パスクアーレ・パダリーノ
Rina De Liguoro,リナ・デ・リグオロ
Paolo Tramezzani,パオロ・トラメッツァーニ
Paolo Valeri,パオロ・ヴァレーリ
Mirko Valdifiori,ミルコ・ヴァルディフィオーリ
Ottavio Ziino,オッターヴィオ・ジーノ
Rino Foschi,リーノ・フォスキ
Paolo Cognetti,パオロ・コニェッティ
Pasquale Schiattarella,パスクアーレ・スキアッタレッラ
Paolo Bianchessi,パオロ・ビアンケッシ
Roberta di Camerino,ロベルタ・ディ・カメリーノ
Salvatore Matrecano,サルヴァトーレ・マトレカーノ
Pia Tassinari,ピア・タシナーリ
Plinio Marconi,プリニオ・マルコーニ
Roberto Leydi,ロベルト・レイディ
Rafael Tolói,ラファエウ・トロイ
Roberto Prosseda,ロベルト・プロッセダ
Roberto Policano,ロベルト・ポリカーノ
Piero Calamai,ピエロ・カマライ
Stefano Fresi,ステファノ・フレージ
Sergio Mattarella,セルジョ・マッタレッラ
Sandro Tovalieri,サンドロ・トヴァリエーリ
Pier Luigi Cervellati,ピエル・ルイジ・チェルヴェッラーティ
Stefano Rulli,ステファノ・ルッリ
Piero Jahier,ピエロ・ヤイエル
Remo Capitani,レモ・キャピタニ
Renato Olive,レナト・オリーヴェ
Sergio Perticaroli,セルジオ・ペルティカローリ
Silvia Chiesa,シルヴィア・キエーザ
Red Pellini,レッド・ペッリーニ
Urbano Cairo,ウルバーノ・カイロ
Silvio Clementelli,シルヴィオ・クレメンテッリ
Stefano Travaglia,ステファノ・トラヴァーリャ
Rodolfo Sonego,ロドルフォ・ソネゴ
Renzo Cresti,レンツォ・クレスティ
Rossella Falk,ロッセーラ・フォーク
Simona Galassi,シモーナ・ガラッシ
Simone Iacoponi,シモーネ・イアコポーニ
Simone Missiroli,シモーネ・ミッシローリ
Sonia Bergamasco,ソニア・ベルガマスコ
Tito Aprea,ティート・アプレア
Simone Zaza,シモーネ・ザザ
Walter Fasano,ヴァルテル・ファサーノ
Tiziana Fabbricini,ティツィアーナ・ファブリチーニ
Vasco Regini,ヴァスコ・レジーニ
Toni Pagot,トニ・パゴー
Antonio Donnarumma,アントニオ・ドンナルンマ
Viviana Durante,ヴィヴィアナ・デュランテ
Vincenzo Buonassisi,ヴィンチェンツォ・ブオナッシージ
Zerocalcare,ゼロカルカーレ
Cristian Galano,クリスティアン・ガラーノ
Willy Ferrero,ウィリー・フェレロ
Stefania Bianchini,ステファニー・ビアンキーニ
Walter Molino,ヴァルテル・モリーノ
Cristiano Piccini,クリスティアーノ・ピッチーニ
Vinicio Marchioni,ヴィニーチョ・マルキオーニ
Claudio Liverziani,クラウディオ・リベルジャーニ
Daniele Baselli,ダニエレ・バゼッリ
Matteo Guarise,マッテオ・グアリーゼ
Vincenzo Torrente,ヴィンチェンツォ・トレンテ
Daniele Rustioni,ダニエレ・ルスティオーニ
Domiziano Arcangeli,ドミツィアーノ・アルカンジェリ
Emerson Palmieri,エメルソン・パルミエリ・ドス・サントス
Ivan Righini,イヴァン・リギーニ
Bryan Cristante,ブライアン・クリスタンテ
Davide Adorni,ダヴィデ・アドルニ
Jacopo Dezi,ヤコポ・デーツィ
Davide Zappacosta,ダヴィデ・ザッパコスタ
Roberto Cocco,ロベルト・コッコ
Alberto Poltronieri,アルベルト・ポルトロニエリ
Simone Verdi,シモーネ・ヴェルディ
Davide Bariti,ダビデ・バリーティ
Pietro Terracciano,ピエトロ・テラッチアーノ
Carlos de Pena,カルロス・デ・ペナ
Dario Del Fabro,ダリオ・デル・ファブロ
Rodrigo de Paul,ロドリゴ・デ・パウル
Vittorio Rossi Pianelli,ヴィットリオ・ロッシ・ピアネリ
Laura Marzadori,ラウラ・マルツァドーリ
Luisa Piccarreta,ルイザ・ピッカレータ
Diego Falcinelli,ディエゴ・ファルチネッリ
Francesco Di Tacchio,フランチェスコ・ディ・タッキオ
Francesco Fioretti,フランチェスコ・フィオレッティ
Enrico Fumia,エンリコ・フミア
Arturo Licata,アルトゥロー・リカタ
Joseph Barbara,ジョゼフ・バーバラ
Iván Marcone,イバン・マルコーネ
Julio Buffarini,フリオ・ブッファリーニ
Al Costello,アル・コステロ
Aldo Ferraresi,アルド・フェラレージ
Sebastiano Serafini,セバスチァーノ・セラフィニー
Günther Steiner,ギュンター・シュタイナー
Aurelio Andreazzoli,アウレリオ・アンドレアッツォーリ
Alfredo Campoli,アルフレード・カンポリ
Filippo Falco,フィリッポ・ファルコ
Leonardo Spinazzola,レオナルド・スピナッツォーラ
Luca Ceppitelli,ルカ・チェッピテッリ
Luca Panerati,ルカ・パネラッティ
Luca Longhi,ルカ・ロンギ
Federico Barba,フェデリコ・バルバ
Fausto Cleva,ファウスト・クレヴァ
Nicola Murru,ニコラ・ムッル
Antonio Giovinazzi,アントニオ・ジョヴィナッツィ
Tiago da Silva,チアゴ・ダ・シルバ
Andrea Belotti,アンドレア・ベロッティ
Paulo Victor Vidotti,パウロ・ヴィクトル・ミレオ・ヴィドッティ
Luigi Sepe,ルイジ・セペ
Marco Silvestri,マルコ・シルベストリ
Gianluca Cascioli,ジャンルカ・カシオーリ
Gianluca Lapadula,ジャンルカ・ラパドゥーラ
Apollo Granforte,アポロ・グランフォルテ
Gian Marco Ferrari,ジャン・マルコ・フェッラーリ
Massimo Coda,マッシモ・コーダ
Giampiero Simoni,ジャンピエロ・シモーニ
Marco Sportiello,マルコ・スポルティエッロ
Roberto Inglese,ロベルト・イングレーゼ
Leonardo Pavoletti,レオナルド・パヴォレッティ
Alberto Cerri,アルベルト・チェッリ
Mario Milano (wrestler),マリオ・ミラノ
Reno Bertoia,レノ・ベルトイア
Riccardo De Santis,リカルド・デ・サンティス
Cristiana Girelli,クリスティアーナ・ジレッリ
Giuseppe Mazzanti,ジュゼッペ・マッツァンティ
Maurizio Benini,マウリツィオ・ベニーニ
Massimo Pigoli,マックス・ピゴリ
Maria Teresa Motta,マリア・テレーザ・モッタ
Federico Tassinari,フェデリコ・タッシナーリ
Margherita De Cal,マルゲリータ・ディカル
Mihai Bobocica,ミハイ・ボボチーカ
Matteo Bianchetti,マッテオ・ビアンケッティ
Matteo Politano,マッテオ・ポリターノ
Gaia Romanini,ガイア・ロマニーニ
Pavel Berman,パヴェル・ベルマン
Pietro Cimara,ピエトロ・チマーラ
Guido Horn D'Arturo,グイード・オルン＝ダルトゥーロ
Pio d'Emilia,ピオ・デミリア
Russell Bufalino,ラッセル・ブファリーノ
Mattia Sprocati,マッティア・スプロカティ
Michele Monti,ミケーレ・モンティ
Nazzareno Zamperla,ナッツァレーノ・ザンペルラ
Stefano Desimoni,ステファノ・デシモーニ
Federico Ceccherini,フェデリコ・チェッケリーニ
Charlène Guignard,シャルレーヌ・ギニャール
Stefania Calegari,ステファニア・カレガーリ
Carlo Rizzi (direttore d'orchestra),カルロ・リッツィ
Carlo Forlivesi,カルロ・フォルリヴェジ
Carlo Piana,カルロ・ピアナ
Silvia Azzoni,シルヴィア・アッツォーニ
Simone Maludrottu,シモーネ・マルドロット
Marco Cecchinato,マルコ・チェッキナート
Jeremy Mbakogu,ジェリー・ムバコグ
Diego Laxalt,ディエゴ・ラクサール
Diego Rosa (ciclista),ディエゴ・ローザ
Sandra Brugnera,サンドラ・ブルニェーラ
Dylan Sprouse,ディラン・スプラウス
José Mauri,ホセ・マウリ
Daniele Patucchi,ダニエレ・パトゥッキ
Alessandro Vaglio,アレッサンドロ・ヴァーリオ
Hachim Mastour,ハキム・マストゥール
Simone Scuffet,シモーネ・スクフェット
Lina Bruna Rasa,リーナ・ブルーナ・ラーザ
Giorgian De Arrascaeta,ジョルジアン・デ・アラスカエタ
Ezio Rosi,エツィオ・ロッシ
Alessio Cragno,アレッシオ・クラーニョ
Francesco Di Mariano,フランチェスコ・ディ・マリアーノ
Federico Di Francesco,フェデリコ・ディ・フランチェスコ
Stefano Sturaro,ステファノ・ストゥラーロ
Valon Ahmedi,ヴァロン・アフメディ
Francesca Dego,フランチェスカ・デゴ
Daniele Rugani,ダニエレ・ルガーニ
Ryan Arcidiacono,ライアン・アーチディアコノ
Pier Carlo Padoan,ピエール・カルロ・パドアン
Chiara Ferragni,キアラ・フェラーニ
Antonio Fuoco,アントニオ・フォコ
Davide Formolo,ダヴィデ・フォルモロ
Vittorio Camardese,ヴィットリオ・カマルデーゼ
Federico Ricca,フェデリコ・リッカ
Andrea Antonelli,アンドレア・アントネッリ
Gabriel Boschilia,ガブリエウ・ボシリア
Anna Ascani,アンナ・アスカーニ
Manuel Pucciarelli,マヌエル・プッチャレッリ
Danilo Cataldi,ダニーロ・カタルディ
Paolino Ambrosino,パオリノ・アンブロッシモ
Bartolomeo Pepe,バルトロメオ・ペペ
Alberto Bettiol,アルベルト・ベッティオル
Anna De Novellis,アンナ・デ・ノベリス
Antonio Decaro,アントニオ・デカロ
Giovanni De Carolis,ジョバンニ・デ・カロリス
Cristina Chirichella,クリスティーナ・キリケッラ
Giovanni Di Lorenzo (calciatore),ジョヴァンニ・ディ・ロレンツォ
Federico Mattiello,フェデリコ・マッティエッロ
Alberto Pelagotti,アルベルト・ペラゴッティ
Marco Fuser,マルコ・フゼル
Riccardo Gagliolo,リッカルド・ガリョーロ
Francesco Bagnaia,フランチェスコ・バニャイア
Matteo Ferrari (motociclista),マッテオ・フェラーリ・(モーターサイクリスト)
Enea Bastianini,エネア・バスティアニーニ
Alfred Gomis,アルフレッド・ゴミス
Achraf Lazaar,アシュラフ・ラザール
Dario Betti,ダリオ・ベッティ
Roberto Gagliardini,ロベルト・ガリアルディーニ
Riccardo Bertagnon,リッカルド・ベルタニョン
Marco Mazzieri,マルコ・マッツィエーリ
Armando Izzo (calciatore),アルマンド・イッツォ
Mirko Gori,ミルコ・ゴーリ
Costantino Catena,コスタンティーノ・カテーナ
Giuseppe Campos Venuti,カンポス・ヴェヌーティ
Helena Janeczek,ヘレナ・ヤネチェック
Luca Vettori,ルカ・ベットーリ
Valentina Nappi,ヴァレンティーナ・ナピィ
Anna Galmarini,アンナ・ガルマリーニ
Lilia d'Albore,リリア・ダルボーレ
Filippo Ambrosini,フィリッポ・アンブロジーニ
Gonzalo Escalante,ゴンサロ・エスカランテ
Tommaso Allan,トンマーゾ・アラン
Franco Morbidelli,フランコ・モルビデリ
Laura Melandri,ラウラ・メランドリ
Ulisse Caputo,ウリッセ・カプート
Andrea Locatelli (motociclista),アンドレア・ロカテッリ
Valerio Conti,ヴァレリオ・コンティ
Matheus Simonete Bressaneli,マテウス・シモネーテ・ブレッサネッリ
Federico Bernardeschi,フェデリコ・ベルナルデスキ
Simone Giannelli,シモーネ・ジャネッリ
Ramiro Benetti,ラミーロ・モシェン・ベネッティ
Paolo Restani,パオロ・レスターニ
Michele Campagnaro,ミケーレ・カンパニャーロ
Diego Rossi,ディエゴ・ロッシ
Jonathan Calleri,ジョナタン・カレリ
Maria Elena Boschi,マリア・エレナ・ボスキ
Marco Stefanelli,マルコ・ステファネッリ
Myriam Sylla,ミリアム・シッラ
Alex Ferrari,アレックス・フェラーリ
Mario Zanasi,マリオ・ザナージ
Laura Di Toma,ラウラ・ディ・トーマ
Emil Audero,エミル・アウデロ
Bernardo Secchi,ベルナルド・セッキ
Federico Bonazzoli,フェデリコ・ボナッツォーリ
Marco Mattiacci,マルコ・マティアッチ
Beatrice Gelmini,ベアトリーチェ・ジェルミーニ
Daniele Verde,ダニエレ・ヴェルデ
Alessandro Alunni Bravi,アレッサンドロ・アルニ・ブラビ
Beatrice Parrocchiale,ベアトリーチェ・パロッキアーレ
Paolo Faragò,パオロ・ファラゴ
Rolando Mandragora,ロランド・マンドラゴラ
Alice Degradi,アリス・デグラディ
Cristina Scuccia,クリスティーナ・スクッチャ
Luca Lezzerini,ルカ・レッツェリーニ
Giuseppina Macrì,ジュゼッピーナ・マクリ
Alberto Pizzo,アルベルト・ピッツォ
Sara Serraiocco,サラ・セッラヨッコ
Mattia Caldara,マッティア・カルダーラ
Sydney Sibilia,シドニー・シビリア
Fabio Balaso,ファビオ・バラーゾ
Beatrice Rana,ベアトリーチェ・ラナ
Niccolò Macii,ニッコロ・マチー
Edoardo Goldaniga,エドアルド・ゴルダニガ
Alessandra Giungi,アレッサンドラ・ジュンジ
Salvatore Cuomo,サルヴァトーレ・クオモ
Alberto Colla,アルベルト・コッラ
Giulio Bisegni,ジュリオ・ビゼーニ
Kevin Lasagna,ケヴィン・ラザーニャ
Wanda Luzzato,ワンダ・ルッザート
Matteo Rizzo,マッテオ・リッツォ
Giada Russo,ジャダ・ルッソ
Carlo Biotti,カルロ・ビオッティ
Simona Quadarella,シモーナ・クァダレッラ
Maurizio Malvestiti,マウリツィオ・マルヴェスティティ
Giorgio Vismara,ジョルジオ・ビスマラ
Saidy Janko,セイディー・ヤンコ
Mario Novelli (attore),マリオ・ノヴェッリ
Maurizio Arrivabene,マウリツィオ・アリバベーネ
Andrea Battistoni,アンドレア・バッティストーニ
Lorenzo Bertelli,ロレンツォ・ベルテッリ
Viola Di Grado,ヴィオラ・ディ・グラード
Antonio Barreca,アントニオ・バッレーカ
Sara Bonifacio,サラ・ボニファーチョ
Ivan Provedel,イヴァン・プロヴェデル
Giannalberto Bendazzi,ジャンアルベルト・ベンダッツィ
Martín Mantovani,マルティン・マントバーニ
Gianni Moscon,ジャンニ・モスコン
Oliviero Fabiani,オリヴィエロ・ファビアーニ
Matteo Ricci (calciatore),マッテオ・リッチ・(サッカー選手)
Franco Cervi,フランコ・セルビ
Mariarosa Dalla Costa,マリアローザ・ダラ・コスタ
Pierluigi Gollini,ピエルルイジ・ゴッリーニ
Alberto Grassi,アルベルト・グラッシ
Tiziano Pasquali,ティツィアーノ・パスクアーリ
Carlo Bazzi (artista),カルロ・バッツィ
Massimo Stano,マッシモ・スタノ
Arturo Calabresi,アルトゥーロ・カラブレージ
Stefano Manzi,ステファノ・マンツィ
Alessandro Borghi (attore),アレッサンドロ・ボルギ
Patricio Garino,パトリシオ・ガリーノ
Gianluigi Donnarumma,ジャンルイジ・ドンナルンマ
Giulio Ciccone,ジュリオ・チッコーネ
Luca Mora,ルカ・モラ
Antonino La Gumina,アントニーノ・ラ・グミーナ
Luca Forte,ルカ・フォルテ・(サッカー選手)
Giovani Lo Celso,ジオヴァニ・ロ・チェルソ
Andrea Conti (calciatore 1994),アンドレア・コンティ・(1994年生のサッカー選手)
David Sisi,デイブ・シシィ
Alessandro Deiola,アレッサンドロ・デイオーラ
Filippo Ganna,フィリッポ・ガンナ
Davide Calabria,ダヴィデ・カラブリア
Anna Danesi,アンナ・ダネージ
Paola Egonu,パオラ・エゴヌ
Mattia Binotto,マッティア・ビノット
Lorenzo Pellegrini,ロレンツォ・ペッレグリーニ
Franco Rotelli,フランコ・ロテッリ
Francesco Vicari,フランチェスコ・ヴィカーリ
Wladimiro Falcone,ヴラディミーロ・ファルコーネ
Luca Marini,ルカ・マリーニ
Marco Tumminello,マルコ・トゥミネッロ
Leonardo Cesar Jardim,レオナルド・セザル・ジャルディム
Yuriko Tiger,ユリコタイガー
Sebastian Negri,セバスチャン・ネグリ
Odette Giuffrida,オデッテ・ジュフリーダ
Lorenzo Montipò,ロレンツォ・モンティポ
Fabio Di Giannantonio,ファビオ・ディ・ジャンナントニオ
Alberto Mantovani (medico),アルバート・マントヴァーニ
Fabrizio Ferracane,ファブリツィオ・フェッラカーネ
Giovanna Tortora,ジョバンナ・トルトラ
Ferruccio Scaglia,フェルッチョ・スカーリャ
Alessia Orro,アレッシア・オッロ
Nicolò Bulega,ニッコロ・ブレガ
Sebastiano Luperto,セバスティアーノ・ルペルト
Stefano Sensi,ステファノ・センシ
Nicolò Barella,ニコロ・バレッラ
Andrea Favilli,アンドレア・ファヴィッリ
Gianluca Scamacca,ジャンルカ・スカマッカ
Agnelli (famiglia),アニェッリ家
Virginia Raggi,ヴィルジニア・ラッジ
Valentín Vada,バレンティン・バダ
Marco Bezzecchi,マルコ・ベッツェッキ
Federico Dimarco,フェデリコ・ディマルコ
Alex Meret,アレックス・メレト
Matteo Pessina,マッテオ・ペッシーナ
Filippo Costa,フィリッポ・コスタ
Sandro Rosati,サンドロ・ロサティ
Pietro Boselli,ピエトロ・ボセリ
Robert Bosisio,ロバート・ボシシオ
Mattia Bellini,マッティア・ベッリーニ
Giuseppe Pezzella,ジュゼッペ・ペッツェッラ
Gabriele Roberto,ガブリエル・ロベルト
Sergio Rossi (designer),セルジオ・ロッシ
Fabio Basile,ファビオ・バシレ
Salvatore Esposito (attore),サルヴァトーレ・エスポジト・(俳優)
Amato Ciciretti,アマト・チチレッティ
Davide Biraschi,ダヴィデ・ビラスキ
Luca Zanimacchia,ルカ・ザニマッキア
Paolo Ghiglione,パオロ・ギッリョーネ
Edoardo Padovani,エドアルド・パドヴァーニ
Maxime Mbanda,マクシム・ムバンダ
Ofelia Malinov,オフェーリア・マリノブ
Aisling Franciosi,アシュリン・フランシオーシ
Gianni Lenoci,ジャンニ・レノーチ
Manuel Locatelli,マヌエル・ロカテッリ
Angelo Barrile,アンジェロ・バリーレ
Carlo Canna,カルロ・カンナ
Diego Brambilla,ディエゴ・ブランビッラ
Bruno Martinotti,ブルーノ・マルティノッティ
Pietro Ceccarelli (rugbista),ピエトロ・チェッカレリ
Luiz Felipe Ramos Marchi,ルイス・フェリペ・ラモス・マルチ
Chiara De Bortoli,キアラ・デ・ボルトリ
Claud Adjapong,クラウド・アジャポン
Camilla Mingardi,カミーラ・ミンガルディ
Andrea Pinamonti,アンドレア・ピナモンティ
Federico Chiesa,フェデリコ・キエーザ
Domenico Tedesco,ドメニコ・テデスコ
Marcell Jacobs,マルセル・ジェイコブス
Lorenzo Sonego,ロレンツォ・ソネゴ
Marie-Josephine Gaudette,マリー＝ジョセフィン・ゴーディト
Jonas Carpignano,ジョナス・カルピニャーノ
Pietro Pellegri,ピエトロ・ペッレグリ
Carla Tichatscheck,カルラ・ティカツケーク
Carlotta Cambi,カルロッタ・カンビ
Tale of Us,テイル・オブ・アス
Massimo Pradella,マッシモ・プラデッラ
Vladan Radovic,ヴラダン・ラドヴィッチ
Fabius Constable,ファビウス・コンスタブル
Mattia Zaccagni,マッティア・ザッカーニ
Kevin Bonifazi,ケヴィン・ボニファーツィ
Fabio Depaoli,ファビオ・デパーオリ
Alessandro Plizzari,アレッサンドロ・プリッツァーリ
Chiara Valerio,キアラ・ヴァレリオ
Lisa Ginzburg,リザ・ギンズブルグ
Filippo Tortu,フィリッポ・トルトゥ
Giuseppina Projetto,ジュゼッピーナ・プロジェット＝フラウ
Luca Vido,ルカ・ヴィド
Damiano Cima,ダミアーノ・チーマ
Daniel Grassl,ダニエル・グラスル
Manuela Angeli,マヌエーラ・アンジェリ
Fiorella Negro,フィオレラ・ネグロ
Rebecca Ghilardi,レベッカ・ギラルディ
Fausto Masnada,ファウスト・マスナーダ
Filippo Romagna,フィリッポ・ロマーニャ
Rachele Barbieri,ラケーレ・バルビエリ
Gianluca Mancini,ジャンルカ・マンチーニ
Luca Fiordilino,ルーカ・フィオルディリーノ
Alessandro Murgia,アレッサンドロ・ムルジャ
Nicolò Zaniolo,ニコロ・ザニオーロ
Giulio Maggiore,ジュリオ・マッジョーレ
Patrick Cutrone,パトリック・クトローネ
Filippo Bandinelli,フィリッポ・バンディネッリ
Luca Furbatto,ルカ・フルバット
Federico Ruzza,フェデリコ・ルッツァー
Carlo Alessandro Landini,カルロ・アレッサンドロ・ランディーニ
Terry Enweonwu,テリー・エンウェオンウ
Manuel Lazzari,マヌエル・ラッザリ
Alessandro Bertolazzi,アレッサンドロ・ベルトラッツィ
Gualtiero Galmanini,グアルティエロ・ガルマニニ
Felipe Drugovich,フェリペ・ドルゴヴィッチ
Michele Mariotti,ミケーレ・マリオッティ
Alessandro Bastoni,アレッサンドロ・バストーニ
Juan Manuel Boselli,フアン・マヌエル・ボセーリ
Matilda De Angelis,マティルダ・デ・アンジェリス
Luigi Canotto,ルイジ・カノット
Riccardo Orsolini,リッカルド・オルソリーニ
Matteo Marconcini,マッテオ・マルコンチーニ
Emanuele Ndoj,エマヌエーレ・ンドイ
Filippo Melegoni,フィリッポ・メレゴーニ
Moise Kean,モイーズ・キーン
Francesco Antonucci,フランチェスコ・アントヌッチ
Jake Polledri,ジェイク・ポッレードリ
Paolo Odogwu,パオロ・オドグウ
Luca Vignali,ルカ・ヴィニャーリ
Simone Ferrari,シモーネ・フェッラーリ
Francesco Cassata,フランチェスコ・カッサータ
Agustín Rogel,アグスティン・ロヘル
Marvin Vettori,マーヴィン・ヴェットーリ
Cristiano Lombardi,クリスティアーノ・ロンバルディ
Matteo Berrettini,マッテオ・ベレッティーニ
Kára McCullough,カーラ・マカラ
Dario Palermo,ダリオ・パレルモ
Gianluca Galassi,ジャンルカ・ガラッシ
Maria Giuseppa Robucci,マリア＝ジュゼッパ・ロブッチ＝ナルジーゾ
Riccardo Marchizza,リッカルド・マルキッツァ
Ultimo (cantautore),ウルティモ・(イタリアの歌手)
Daniele Lavia,ダニエレ・ラビア
Federico Baschirotto,フェデリコ・バスキロット
Matteo Minozzi,マッテーオ・ミノッツィ
Patrick Ciurria,パトリック・チュッリーア
Sandro Tonali,サンドロ・トナーリ
Luca Clemenza,ルカ・クレメンツァ
Mateo Retegui,マテオ・レテギ
Santiago Giménez,サンティアゴ・ヒメネス
Matteo Cotali,マッテオ・コターリ
Stefano Moreo,ステファノ・モレオ
Jordan Bardella,ジョルダン・バルデラ
Marco Riccioni,マルコ・リッチョーニ
Gaetano Castrovilli,ガエターノ・カストロヴィッリ
Nicolò Casale,ニコロ・カザーレ
Pasquale Mazzocchi,パスクアーレ・マッツォッキ
Michele Di Gregorio,ミケーレ・ディ・グレゴーリオ
Mirko Antonucci,ミルコ・アントヌッチ
Francesca Manfredi,フランチェスカ・マンフレーディ
Giangiacomo Magnani,ジャンジャコモ・マニャーニ
Eddie Salcedo,エディ・サルセド
Luca Bigi,ルカ・ビジ
Federico Zani,フェデリコ・ザーニ
Nicola Quaglio,ニコラ・クアーリオ
Matteo Gabbia,マッテオ・ガッビア
Tommaso Augello,トンマーゾ・アウジェッロ
Guglielmo Vicario,グリエルモ・ヴィカーリオ
Jérémie Broh,ジェレミー・ブロー
Beatrice Rigoni,ベアトリーチェ・リゴーニ
Sofia Stefan,ソフィア・ステファン
Alessandro Buongiorno,アレッサンドロ・ボンジョルノ
Lorenzo Musetti,ロレンツォ・ムゼッティ
Jannik Sinner,ヤニック・シナー
Leonardo Balerdi,レオナルド・バレルディ
Maria Carena,マリア・カレーナ
Giovanna Aldegani,ジョバンナ・アルデガニ
Stefano Vizioli,ステファノ・ヴィツィオーリ
Matteo Del Fante,マッテオ・デル・ファンテ
Elena Pietrini,エレーナ・ピエトリーニ
Thomas Ceccon,トマス・チェッコン
Davide Pagliarani,ダヴィデ・パリャラーニ
Youssef Maleh,ユーセフ・マレー
Nikolaj Memola,ニコライ・メモラ
Sara Conti,サラ・コンティ
Leandro Bolmaro,レアンドロ・ボルマロ
Raoul Bellanova,ラウル・ベッラノーヴァ
Marco Armiliato,マルコ・アルミリアート
Tommaso Pobega,トンマーゾ・ポベガ
Vitinho (calciatore luglio 1999),ヴィクトル・アレシャンデル・ダ・シウヴァ
Davide Frattesi,ダヴィデ・フラッテージ
Gianluca Frabotta,ジャンルカ・フラボッタ
Giuseppe Conte,ジュゼッペ・コンテ
Sarah Fahr,サラ・ファール
Marina Lubian,マリーナ・ルビアン
Salvatore Esposito (calciatore 2000),サルヴァトーレ・エスポージト・(2000年生のサッカー選手)
Jasmine Tessari,ジャスミン・テッサーリ
Luca Pellegrini (calciatore 1999),ルカ・ペッレグリーニ
Andrea Cistana,アンドレア・チスターナ
Sylvia Nwakalor,シルビア・ヌワカロール
Riccardo Sottil,リッカルド・ソッティル
Hans Nicolussi Caviglia,ハンズ・ニコルッシ・カヴィーリャ
Alessandro Tripaldelli,アレッサンドロ・トリパルデッリ
Luca Ranieri,ルカ・ラニエーリ
Giacomo Raspadori,ジャコモ・ラスパドーリ
Davide Bettella,ダヴィデ・ベッテッラ
Elia Caprile,エリーア・カプリーレ
Lucas Beltrán,ルーカス・ベルトラン
Maxime Busi,マキシム・ブシ
Alessio Zerbin,アレッシオ・ゼルビン
André Anderson,アンドレ・アンデルソン・ポミーリオ・リマ・ダ・シウヴァ
Simone Muratore,シモーネ・ムラトーレ
Nicolò Fagioli,ニコロ・ファジョーリ
Mariasilvia Spolato,マリアシルビア・スポラート
Enrico Del Prato,エンリコ・デル・プラート
Marco Sala (calciatore 1999),マルコ・サーラ・(1999年生のサッカー選手)
Manuel Lombardo,マヌエル・ロンバルド
Antonio Lieto,アントニオ・リエト
Marco Brescianini,マルコ・ブレシャニーニ
Barbara Ronchi,バルバラ・ロンキ
Francesco Akira,フランシスコ・アキラ
Samuele Ricci,サムエレ・リッチ
Gabriele Zappa,ガブリエレ・ザッパ
Sebastiano Esposito,セバスティアーノ・エスポジト
Maria Centracchio,マリア・チェントラッキオ
Lorenzo Colombo,ロレンツォ・コロンボ
Lorenzo Pirola,ロレンツォ・ピローラ
Giovanni Gastel,ジョヴァンニ・ガステル
Fausto Russo Alesi,ファウスト・ルッソ・アレージ
Nadir Zortea,ナディル・ゾルテア
Andrea Colpani,アンドレア・コルパーニ
Nicolò Rovella,ニコロ・ロヴェッラ
Giulia Gennari,ジュリア・ジェンナーリ
Michael Folorunsho,マイケル・フォロルンショ
Andrea Cambiaso,アンドレア・カンビアーゾ
Nicholas Gioacchini,ニコラス・ジョアッキーニ
Giovanni Pettinelli,ジョヴァンニ・ペティネッリ
Marco Carnesecchi,マルコ・カルネセッキ
Stephen Varney,スティーブン・バーニー
Niccolò Cannone,ニッコロ・カンノーネ
Fabiano Parisi,ファビアーノ・パリージ
Manolo Portanova,マノロ・ポルタノーヴァ
Filippo Ranocchia,フィリッポ・ラノッキア
Francesca Villani,フランチェスカ・ビラーニ
Destiny Udogie,デスティニー・ウドジェ
Danilo Fischetti,ダニーロ・フィスケッティ
Federica Squarcini,フェデリカ・スクアルチーニ
Michele Lamaro,ミケーレ・ラマロ
Daniel Maldini,ダニエル・マルディーニ
Alessandro Michieletto,アレッサンドロ・ミキエレット
Joaquín Fernández (calciatore 1999),ホアキン・フェルナンデス・(1999年生のサッカー選手)
Paolo Banchero,パオロ・バンケロ
Renzo Eusebi,レンツォ・エウセビ
Matteo Ruggeri,マッテオ・ルッジェーリ
Riccardo Calafiori,リッカルド・カラフィオーリ
Gianmarco Cangiano,ジャンマルコ・カンジャーノ
Marco Manfredi,マルコ・マンフレディ
Pierre Bruno,ピエール・ブルーノ
Matteo Lovato,マッテオ・ロヴァート
Matteo Nannini,マッテオ・ナニーニ
Samuel Giovane,サムエル・ジョーヴァネ
