François Hollande,フランソワ・オランド
Louise Julie de Mailly-Nesle,ルイズ・ジュリー・ド・マイイ＝ネール
Pierre Montan Berton,ピエール・モンタン・ベルトン
Kofi Yamgnane,コフィ・ヤムニャンヌ
Germaine Tillion,ジェルメーヌ・ティヨン
Ernst Rüdiger Starhemberg,エルンスト・リュディガー・シュターレンベルク
Marisa Pavan,マリサ・パヴァン
Louis Barthou,ルイ・バルトゥー
Philippe de Vitry,フィリップ・ド・ヴィトリー
André Morellet,アンドレ・モレレ
Henri Ier de France,アンリ1世
Amira Casar,アミラ・カサール
Charlotte de Bourbon-Montpensier,シャルロット・ド・ブルボン＝ヴァンドーム
Étienne Bonnot de Condillac,エティエンヌ・ボノ・ドゥ・コンディヤック
Aṣa,アシャ
Gaston Maspero,ガストン・マスペロ
Paul Vidal de La Blache,ポール・ヴィダル・ドゥ・ラ・ブラーシュ
Manès Sperber,マネス・シュペルバー
Frédérune,フレデルナ
Kenza Farah,ケンザ・ファラー
Amina Annabi,アミーナ
Lorik Cana,ロリック・カナ
Louise Bénédicte de Bourbon,ルイーズ・ベネディクト・ド・ブルボン
Marie-Laetitia Bonaparte,マリー・レティシア・ボナパルト
Boris Spassky,ボリス・スパスキー
Julio Le Parc,フリオ・レ・パルク
Marlène Jobert,マルレーヌ・ジョベール
Lazare Ponticelli,ラザール・ポンティセリ
Jeanne Lanvin,ジャンヌ・ランバン
Jonathan Zebina,ジョナタン・ゼビナ
Benoît Assou-Ekotto,ブノワ・アスー＝エコト
Pierre Méchain,ピエール・メシャン
Aimé Jacquet,エメ・ジャケ
Pierre-Claude-François Daunou,ピエール・クロード・フランソワ・ドヌー
Jean Anouilh,ジャン・アヌイ
Nabil El Zhar,ナビル・エル・ザール
Paul Broca,ピエール・ポール・ブローカ
Richard Coudenhove-Kalergi,リヒャルト・クーデンホーフ＝カレルギー
Jérôme Fernandez,ジェローム・フェルナンデス
Pascal Feindouno,パスカル・ファンドゥーノ
Renée Faure,ルネ・フォール
Younès Kaboul,ユネス・カブール
Alain Boghossian,アラン・ボゴシアン
René Laurentin,ルネ・ローランタン
Aristide Briand,アリスティード・ブリアン
Madeleine de La Tour d'Auvergne,マドレーヌ・ド・ラ・トゥール・ドーヴェルニュ
Anne Dacier,アンヌ・ダシエ
Renée Saint-Cyr,ルネ・サン＝シール
Emmanuelle Bercot,エマニュエル・ベルコ
Céline Lebrun,セリーヌ・ルブラン
François Clerc,フランソワ・クレール
Louis-Charles Mahé de La Bourdonnais,ルイ・ド・ラ・ブルドンネ
Atiq Rahimi,アティク・ライミ
Georges Bidault,ジョルジュ・ビドー
Maurice Couve de Murville,モーリス・クーヴ・ド・ミュルヴィル
Alfred Neubauer,アルフレート・ノイバウア
Anne Marie Martinozzi,アンヌ・マリー・マルティノッジ
Brigitte Lahaie,ブリジット・ラーエ
Antoine Reicha,アントニーン・レイハ
Antoine François Prévost,アントワーヌ・フランソワ・プレヴォ
Salif Diao,サリフ・ディアオ
Edita Piekha,エディタ・ピエーハ
Raymond de Sauvetat,トレド大司教ライモンド
Marius Petipa,マリウス・プティパ
Ismail Kadare,イスマイル・カダレ
Francis Coquelin,フランシス・コクラン
Ennemond Gaultier,エヌモン・ゴーティエ
Philippe Pinel,フィリップ・ピネル
Gilles de Rais,ジル・ド・レイ
Dominique Sanda,ドミニク・サンダ
François Auguste Ferdinand Mariette,オギュスト・マリエット
Bon-Adrien Jeannot de Moncey,ボン・アドリアン・ジャノー・ド・モンセー
Houssine Kharja,フシン・カルジャ
Ahmed Ben Bella,ベン・ベラ
Henri-Gustave Joly de Lotbinière,アンリ＝ギュスターヴ・ジョリ・ド・ロトビニエール
Ernest Chausson,エルネスト・ショーソン
Med Hondo,メド・オンド
Lilian Thuram,リリアン・テュラム
Pierre Loti,ピエール・ロティ
Alain Giresse,アラン・ジレス
Frédéric Passy,フレデリック・パシー
Eugène Viollet-le-Duc,ウジェーヌ・エマニュエル・ヴィオレ・ル・デュク
Christian Lacroix,クリスチャン・ラクロワ
Joe Dassin,ジョー・ダッシン
Roland Barthes,ロラン・バルト
Perrine Pelen,ペリーヌ・ペラン
Ariane Mnouchkine,アリアンヌ・ムヌーシュキン
Guillaume de Tyr,ギヨーム・ド・ティール
Pierre l'Ermite,隠者ピエール
Emmanuel Mounier,エマニュエル・ムーニエ
Benoîte Groult,ブノワット・グルー
Michel Muller,ミシェル・ミューラー
Alain Corneau,アラン・コルノー
Alfred de Musset,アルフレッド・ド・ミュッセ
Mélanie Thierry,メラニー・ティエリー
Érik Izraelewicz,エリック・イズラエルヴィッチ
Pierre de la Croix,ペトルス・デ・クルーチェ
Nelly Olin,ネリー・オラン
François Bon,フランソワ・ボン
Raymond VII de Toulouse,レーモン7世 (トゥールーズ伯)
Charles Fourier,シャルル・フーリエ
Abdoulaye Diallo,アブドゥライェ・ディアロ
Kanak,カナック
Adel Taarabt,アデル・ターラブト
Louis Trousselier,ルイ・トゥルスリエ
Fernando Botero,フェルナンド・ボテロ
Charles-Albert de Sardaigne,カルロ・アルベルト・ディ・サヴォイア
Caroline Cellier,カロリーヌ・セリエ
Marianne Denicourt,マリアンヌ・ドニクール
Loup Verlet,ルー・ヴェルレ
Salomé Zourabichvili,サロメ・ズラビシュヴィリ
Jacqueline Roque,ジャクリーヌ・ロック
Jean Lannes,ジャン・ランヌ
Béatrice Dalle,ベアトリス・ダル
Catherine Colonna,カトリーヌ・コロンナ
Joseph-Louis Lagrange,ジョゼフ＝ルイ・ラグランジュ
Adrienne Monnier,アドリアンヌ・モニエ
Thomas Voeckler,トマ・ヴォクレール
Gilles Marini,ジル・マリーニ
Marie de Médicis,マリー・ド・メディシス
Auguste Dumont,オーギュスト・デュモン
Max Deutsch,マックス・ドイッチュ
Jacques Schneider,ジャック・シュナイダー
Marcel Duhamel,マルセル・デュアメル
Pascal Cygan,パスカル・シガン
Charles Gounod,シャルル・グノー
Gaby Deslys,ギャビー・デリス
Louis Charles Vincent Le Blond de Saint-Hilaire,ルブロン・サン＝イレール
Michel Joseph Maunoury,ミシェル＝ジョゼフ・モーヌリー
Henri Poincaré,アンリ・ポアンカレ
Jean-Claude Pascal,ジャン＝クロード・パスカル
Alexandre Deschapelles,アレキサンドレ・ドシャペル
Ferdinand Cheval,フェルディナン・シュヴァル
Antoine Béchamp,アントワーヌ・ベシャン
François II de Bretagne,フランソワ2世
Félix Guattari,フェリックス・ガタリ
Donald-Olivier Sié,ドナール＝オリビエ・シエ
Robert Faurisson,ロベール・ファウリッソン
Jean de Lattre de Tassigny,ジャン・ド・ラトル・ド・タシニー
Jérôme Valcke,ジェローム・バルク
Wolfert VI van Borssele,ウォルフェルト6世・ファン・ボルセレン
Adam de Craponne,アダン・ド・クラポンヌ
Mamadou Sakho,ママドゥ・サコー
Jacques Demy,ジャック・ドゥミ
Gabriel Lamé,ガブリエル・ラメ
Mikhaïl Gromov,ミハイル・グロモフ
Antoine Destutt de Tracy,デステュット・ド・トラシー
Henri II de Bourbon-Condé,アンリ2世
François Mauriac,フランソワ・モーリアック
Marie-Anne de Mailly-Nesle,マリー・アンヌ・ド・マイイ＝ネール
Martine Billard,マルティーヌ・ビラール
François de La Rochefoucauld,フランソワ・ド・ラ・ロシュフコー
Régine Pernoud,レジーヌ・ペルヌー
Bella Darvi,ベラ・ダルヴィ
Simonne Mathieu,シモーヌ・マチュー
Marie Bracquemond,マリー・ブラックモン
Nelly Adamson,ネリー・アダムソン・ランドリー
Ferdinand Buisson,フェルディナン・ビュイソン
Émile Fayolle,エミール・ファヨール
Princesse Isabelle d’Orléans,イザベル・ドルレアン (1900–1983)
Dominique Manotti,ドミニク・マノッティ
David Ducourtioux,ダヴィド・デュクルティウ
Auguste Bravais,オーギュスト・ブラヴェ
Adama Coulibaly,アダマ・クリバリ
Mathieu II de Montmorency,マテュー2世・ド・モンモランシー
Komitas,コミタス・ヴァルダペット
Marinette Pichon,マリネット・ピション
Adel Chedli,アデル・チェドリ
Ségolène Royal,セゴレーヌ・ロワイヤル
Sadi Carnot,ニコラ・レオナール・サディ・カルノー
Elsa Barraine,エルサ・バルレーヌ
Thérèse de Lisieux,リジューのテレーズ
François Boucher,フランソワ・ブーシェ
Théodore de Banville,テオドール・ド・バンヴィル
Jamel Debbouze,ジャメル・ドゥブーズ
Nicolas Penneteau,ニコラ・プヌトー
Maurice Garin,モリス・ガラン
Octave Lapize,オクタヴ・ラピーズ
Ange-Jacques Gabriel,アンジュ＝ジャック・ガブリエル
Charles-Augustin Coulomb,シャルル・ド・クーロン
Marthe Hanau,マルト・アノー
Louis Meigret,ルイ・メグレ
Brice Parain,ブリス・パラン
Jules Dufaure,ジュール・デュフォール
Marc Julia,マルク・ジュリア
László Bölöni,ラースロー・ベレニ
Jeanne Calment,ジャンヌ・カルマン
Caroline Ducey,キャロリーヌ・デュセイ
Bernard Béguin,ベルナール・ベガン
Benjamin Biolay,バンジャマン・ビオレ
Mathieu Ier de Montmorency,マチュー1世・ド・モンモランシー
Jean-Louis de Rambures,ジャン＝ルイ・ド・ランビュール
André Masson,アンドレ・マッソン
Alphonse Louis Nicolas Borrelly,アルフォンス・ボレリー
Alain Robert,アラン・ロベール
Adel Abdessemed,アデル・アブデスメッド
Pierre-André Latreille,ピエール・アンドレ・ラトレイユ
Stéphane Peterhansel,ステファン・ペテランセル
Édouard-Gérard Balbiani,エドゥアール＝ジェラール・バルビアーニ
Édouard-Léon Scott de Martinville,エドワール＝レオン・スコット・ド・マルタンヴィル
Édouard Mortier,エドゥアール・モルティエ
Philippe Leclerc de Hauteclocque,フィリップ・ルクレール
Teddy Riner,テディ・リネール
Élisabeth de Bourgogne,エリザベート・ド・ヌヴェール
Claude-Louis Berthollet,クロード・ルイ・ベルトレー
Khaled,ハレド
Léopold Eyharts,レオポール・アイアール
Louis Althusser,ルイ・アルチュセール
Georges Marchais,ジョルジュ・マルシェ
Christopher Tolkien,クリストファ・トールキン
Gustave Garrigou,ギュスタヴ・ガリグー
Gaspard de Chabrol,ガスパール・ド・シャブロル
Jean Baudrillard,ジャン・ボードリヤール
Guillaume Budé,ギヨーム・ビュデ
André Le Nôtre,アンドレ・ル・ノートル
Coralie Clément,コラリー・クレモン
Natalia Cheremetievskaïa,ナターリヤ・ブラソヴァ
Nicole Védrès,ニコル・ヴェドレス
Monique Chaumette,モニーク・ショーメット
Amélie Mauresmo,アメリー・モウレズモ
Jean Teulé,ジャン・トゥーレ
Maurice Duruflé,モーリス・デュリュフレ
Clovis Hugues,クロヴィス・ユーグ
Jean-Jacques Audubon,ジョン・ジェームズ・オーデュボン
François Achille Bazaine,フランソワ・アシル・バゼーヌ
Édouard Chavannes,エドゥアール・シャヴァンヌ
Nicolas Batum,ニコラス・バトゥム
Édouard-Théophile Blanchard,エドゥアール＝テオフィル・ブランシャール
Théodore Géricault,テオドール・ジェリコー
Édouard Batiste,エドゥアール・バティスト
Jean d'Ormesson,ジャン・ドルメッソン
Francis Jammes,フランシス・ジャム
Robert IV de Sablé,ロベール・ド・サブレ
Hervé Gaymard,エルヴェ・ゲマール
Jean-Baptiste Carpeaux,ジャン＝バティスト・カルポー
Jean-Marcel Jeanneney,ジャン＝マルセル・ジャンネイ
Louise Weiss,ルイーズ・ワイス
Remy de Gourmont,レミ・ド・グールモン
Édith Scob,エディット・スコブ
Karim Matmour,カリム・マトムール
André Fabre,アンドレ・ファーブル
Henri de Lubac,アンリ・ドゥ・リュバック
Michel-Richard de Lalande,ミシェル＝リシャール・ドラランド
Félix Ioussoupov,フェリックス・ユスポフ
Serge Laget,セルジュ・ラジェ
Brandão,エヴァエヴェルソン・レモス・ダ・シウヴァ
Antoine Watteau,アントワーヌ・ヴァトー
Claude Jade,クロード・ジャド
Jean-Jacques Sempé,ジャン＝ジャック・サンペ
Ali Boumnijel,アリ・ブムニジェル
"Jean Henri, dit Latude",ラチュード
Édouard Lartet,エドゥアール・ラルテ
Jean-Baptiste de Lamarck,ジャン＝バティスト・ラマルク
Fabrice Santoro,ファブリス・サントロ
Jean-Baptiste de La Salle,ジャン＝バティスト・ド・ラ・サール
Vaudès,ピーター・ワルドー
Joseph Pitton de Tournefort,ジョゼフ・ピトン・ツルヌフォール
Jérémy Mathieu,ジェレミー・マテュー
Raí Souza Vieira de Oliveira,ライー
Charles Despiau,シャルル・デスピオ
Théophile Gautier,テオフィル・ゴーティエ
David Trezeguet,ダヴィド・トレゼゲ
Jean Echenoz,ジャン・エシュノーズ
Jean-Andoche Junot,ジャン＝アンドシュ・ジュノー
Romain Grosjean,ロマン・グロージャン
Henri Deloge,アンリ・デロージュ
Nicolas Fouquet,ニコラ・フーケ
Eugène Antoniadi,ユジェーヌ・ミカエル・アントニアディ
Jean-François Paul de Gondi,ジャン・フランソワ・ポール・ド・ゴンディ
Jean Anthelme Brillat-Savarin,ジャン・アンテルム・ブリア＝サヴァラン
Marcel Lefebvre,マルセル・ルフェーブル
Auguste Frédéric Viesse de Marmont,オーギュスト・マルモン
Édouard Blau,エドゥアール・ブロー
Édouard Baer,エドゥアール・ベール
Népomucène Lemercier,ネポミュセーヌ・ルメルシエ
Henri Lemaire,アンリ・ルメール
Uta Taeger,ウタ・タジェール
Léon Bollée,レオン・ボレー
Édouard Drouyn de Lhuys,エドゥアール・ドルアン・ド・リュイス
Édouard Drumont,エドゥアール・ドリュモン
Catherine Bréchignac,カトリーヌ・ブレシニャック
Claire Élisabeth de Vergennes,クレール・エリザベット・ド・ヴェルジェンヌ
Valtesse de La Bigne,ヴァルテッセ・ド・ラ・ビニュ
Henri de Toulouse-Lautrec,アンリ・ド・トゥールーズ＝ロートレック
Brassaï,ブラッシャイ
Victorien Sardou,ヴィクトリアン・サルドゥ
Édouard Glissant,エドゥアール・グリッサン
Édouard Goursat,エドゥアール・グルサ
Jean-Paul Proust,プルースト政権
Ernest Meissonier,ジャン＝ルイ＝エルネスト・メッソニエ
Eugène Fromentin,ウジェーヌ・フロマンタン
Georges-Henri Rivière,ジョルジュ・アンリ・リヴィエール
