Marsilly (Moselle),马尔西伊·(摩泽尔省)
Rémeling,雷默兰·(摩泽尔省)
Lapoutroie,拉普特鲁瓦
Lucelle (Haut-Rhin),吕塞勒
L'Échelle-Saint-Aurin,莱谢勒圣欧兰
Saint-Bernard (Haut-Rhin),圣贝尔纳·(上莱茵省)
Saint-Désirat,圣代西拉
Saint-Étienne-de-Valoux,圣艾蒂安德瓦卢
Fins,凡村
Étinehem,埃蒂南
Vieux-Thann,旧坦恩
Fignières,菲尼耶尔
Jonzier-Épagny,容济耶-埃帕尼
Symbolisme (art),象征主义
Giverny,吉维尼
Chambéry,尚贝里
Lens (Pas-de-Calais),朗斯
Rogna (Jura),罗尼亚·(汝拉省)
Lagny-sur-Marne,马恩河畔拉尼
Luxembourgeois,卢森堡语
Voyer (Moselle),瓦耶·(摩泽尔省)
Vasperviller,瓦斯佩尔维莱·(摩泽尔省)
Organisation de coopération et de développement économiques,经济合作与发展组织
Manderen,芒德伦
Golfe de Gascogne,比斯開灣
La Faloise,拉法卢瓦斯
Cour européenne des droits de l'homme,欧洲人权法院
France 24,法蘭西24
Canton de Brou,布鲁县·(法国)
Amiens,亞眠
Ballon d'or,金球奖·(足球)
Saint-Cosme (Haut-Rhin),圣科姆·(上莱茵省)
Arrondissement de Saint-Amand-Montrond,圣阿芒蒙龙区
Malroy,马尔鲁瓦
Vulmont,维尔蒙
Maizeroy,迈兹鲁瓦
Rémelfing,雷梅尔凡
Rozérieulles,罗泽里约勒
Saincaize-Meauce,桑凯兹-莫斯
Dumbéa,丹贝阿
Saint-Aubin-les-Forges,圣欧班莱福日
Rix (Nièvre),里镇·(涅夫勒省)
Rémilly (Nièvre),雷米伊·(涅夫勒省)
Jeux olympiques d'hiver de 1992,1992年冬季奥林匹克运动会
Levallois-Perret,勒瓦卢瓦-佩雷
Pontoy,蓬图瓦
Wintersbourg,万泰尔斯布尔·(摩泽尔省)
Secourt,瑟库尔
Saint-André-en-Morvan,圣安德烈-昂莫尔旺
Flastroff,弗拉斯特罗夫
Landroff,朗德罗夫
Troisfontaines,特鲁瓦方丹
Vieux-Lixheim,旧利克赛姆
Marieulles,马略勒
Saint-Brisson,圣布里松
Ruages,吕阿日
Leimbach (Haut-Rhin),莱姆巴克
Pommérieux,波梅里约
Waldweistroff,瓦尔德韦斯特罗夫
Fèves (Moselle),费沃
Vinzieux,万济约
Plougasnou,普卢加努
Bogy,博日·(阿尔代什省)
Kruth,克吕特
Knœringue,克讷兰格
Préporché,普雷波尔谢
Rouy,鲁伊
Païta,帕伊塔
Roussy-le-Village,鲁西村
Luemschwiller,吕姆什维莱尔
Kirchberg (Haut-Rhin),基什贝格
Gavisse,加维斯
Liéhon,列翁
Servigny-lès-Raville,塞尔维尼莱拉维尔
Novéant-sur-Moselle,摩泽尔河畔诺韦昂
Maizery,迈兹里
Largitzen,拉尔吉岑
Falvy,法尔维
Saint-Jacques-d'Atticieux,圣雅克达蒂雪
Garrebourg,加尔堡
Walscheid,瓦尔沙伊德·(摩泽尔省)
Montbronn,蒙布龙·(摩泽尔省)
Héming,埃曼
Guntzviller,贡茨维莱尔
Langatte,朗加特
Serémange-Erzange,瑟雷芒日-埃尔藏日
Servigny-lès-Sainte-Barbe,塞尔维尼莱圣巴尔布
Vigny (Moselle),维尼·(摩泽尔省)
Languimberg,朗甘贝尔
Laneuveville-lès-Lorquin,拉讷沃维尔莱洛尔坎
Suran (rivière),叙朗河
Union latine (organisation),拉丁语联盟
Urschenheim,于尔舍奈姆
Charente (fleuve),夏朗德河
Lautenbach,劳滕巴克
Nevers,讷韦尔
Lommerange,洛姆朗日
Plaine-de-Walsch,普莱讷德瓦尔什
Inglange,安格朗日
Saint-Éloi (Nièvre),圣埃卢瓦
Saint-Andelain,圣昂德兰
Neuvy-sur-Loire,卢瓦尔河畔讷维
Koumac,库马克
Hundling,温德兰
Schœneck (Moselle),舍内克·(摩泽尔省)
Walschbronn,瓦尔什布龙
Nouméa,努美阿
Hommert,奥梅尔·(摩泽尔省)
Saint-Amand-en-Puisaye,皮赛地区圣阿芒
Retonfey,勒通费
Niderviller,尼代尔维莱尔
Sainte-Marie (Nièvre),圣玛丽·(涅夫勒省)
Raveau (Nièvre),拉沃·(涅夫勒省)
Saint-Benin-des-Bois,圣伯南代布瓦·(涅夫勒省)
Maré,馬雷島
Rurange-lès-Thionville,吕朗日莱蒂永维尔
Schalbach,沙尔巴克
La Maxe,拉马克斯
Saint-Aubin-des-Chaumes,圣欧班德绍姆
Neuilly (Nièvre),讷伊·(涅夫勒省)
Kœstlach,克斯特拉赫
Rue Émile-Zola (Lyon),埃米爾·左拉路
Rue de Brest,布雷斯特路
Rue du Président-Édouard-Herriot,愛德華·赫里歐路
Place des Jacobins (Lyon),雅各宾广场
Rue de la Bourse (Lyon),交易所路·(里昂)
Université de Lyon,里昂大学
Tramway de Lyon,里昂有軌電車
Cointreau,君度
Beynost,贝诺
Église Saint-Polycarpe de Lyon,圣玻里加堂
École centrale de Lyon,里昂中央理工学院
Église Saint-Georges de Lyon,圣乔治教堂·(里昂)
Église Notre-Dame-Saint-Vincent de Lyon,聖文森特聖母教堂
Rue des Capucins (Lyon),嘉布遣路
Fresque des Lyonnais,里昂人壁画
Rue Burdeau,布尔多路
Cours Charlemagne,查理曼林荫道
Fontaine Bartholdi,巴托尔迪喷泉
Théâtre antique de Vienne,维埃纳古罗马剧场
École normale supérieure de Lyon,里昂高等师范学校
Ordre cistercien,熙笃会
Borne (Ardèche),博尔讷·(阿尔代什省)
Tunnel sous la Manche,英法海底隧道
Sénergues,塞内尔格
Le Monteil-au-Vicomte,勒蒙泰伊欧维孔特
Salles-de-Belvès,萨勒德贝尔韦斯
Charnas,沙尔纳·(阿尔代什省)
Pers-Jussy,佩尔-瑞西
Ambutrix,昂比特里克斯
Pot-au-feu,火上锅
Liaison ferroviaire transalpine Lyon - Turin,都灵—里昂高速铁路
Neuville-lès-Decize,讷维尔莱德西兹
Saint-Bonnot,圣博诺·(涅夫勒省)
Magstatt-le-Bas,下马格什塔特
Magstatt-le-Haut,上马格什塔特
Masevaux,马斯沃
Basse-Terre,巴斯特尔·(瓜德罗普)
Direction générale de la Sécurité intérieure,对内安全总局
Kunheim,屈奈姆
Liebsdorf,利布斯多夫
Ligsdorf,利格斯多夫
Kœtzingue,克灿格
Kientzheim,金蔡姆·(上莱茵省)
Luttenbach-près-Munster,曼斯泰附近吕滕巴克
Lauw (Haut-Rhin),劳镇·(上莱茵省)
Linthal (Haut-Rhin),林塔勒
Linsdorf,林斯多夫
Lutterbach,吕特巴克
Leymen,莱门·(上莱茵省)
Liebenswiller,利本斯维莱尔
Levoncourt (Haut-Rhin),莱翁库尔·(上莱茵省)
Coupe du monde de rugby à XV 2007,2007年世界盃橄欖球賽
L'Isle-sur-Serein,瑟兰河畔利勒
Boron (Territoire de Belfort),博龙
Saint-Nicolas-de-Port,圣尼古拉德波尔
Autoroute A14 (France),A14高速公路·(法國)
Villars-le-Sec,维拉尔勒塞克
Veyrières (Corrèze),韦里耶尔·(科雷兹省)
Bretigney,布勒蒂涅
Lautenbachzell,洛滕巴克泽勒
Kingersheim,京格赛姆
Ensemble intercontemporain,巴黎当代乐团
Prats-du-Périgord,佩里戈尔地区普拉
La Chaussade,拉绍萨德
Laon,拉昂
Brivet,布里韦河
Montagnac-d'Auberoche,蒙塔尼亚克多布罗什
Racing Club de Strasbourg Alsace,斯特拉斯堡競賽會
Uz (Hautes-Pyrénées),于兹
Bretagne (région administrative),布列塔尼大區
Senlis (Oise),桑利斯
Nonville (Vosges),农维尔·(孚日省)
Chantilly,尚蒂伊
Saint-Hippolyte (Haut-Rhin),圣伊波利特·(上莱茵省)
Saint-Martin (Antilles françaises),法屬聖馬丁
Terdeghem,泰尔德盖姆
Winnezeele,维讷泽勒
Cassel (Nord),卡塞勒
Saint-Maurice-de-Beynost,圣莫里斯德贝诺
Thésée (Loir-et-Cher),泰塞
Reims,兰斯
Saint-Antoine-de-Breuilh,圣安托万德布勒伊
Saint-Michel-de-Montaigne,圣米歇尔德蒙泰涅
Soissons,苏瓦松
Saint-Barthélemy-de-Bussière,圣巴泰勒米-德比西耶尔
Montaud (Hérault),蒙托·(埃罗省)
Augne,欧涅
Lusignac,吕西尼亚克
Claviers,克拉维耶·(瓦尔省)
Rue Mercière (Lyon),缝纫路
Hazebrouck,阿兹布鲁克
Vélieux,韦略·(埃罗省)
Lagny,拉尼·(瓦兹省)
Eyrieux,埃里約河
Jaure,若尔·(多尔多涅省)
Servanches,塞尔旺什
Saint-Gély-du-Fesc,圣热利迪费斯克
Breton,布列塔尼语
Labaroche,拉巴罗什
Malmerspach,马尔默斯帕克
Magny (Haut-Rhin),马尼·(上莱茵省)
Lièpvre,列夫尔
Merxheim,梅尔克赛姆
Lutter,吕特·(上莱茵省)
Kiffis,基菲斯
Centre national d'art et de culture Georges-Pompidou,龐畢度中心
Cenans,瑟南·(上索恩省)
Nantes,南特
Auxerre,欧塞尔
Mayres (Ardèche),迈尔·(阿尔代什省)
Groléjac,格罗莱雅克
Lunas (Dordogne),吕纳·(多尔多涅省)
Saint-Pabu,圣帕比
Saint-Merd-les-Oussines,圣梅尔莱苏西讷
Aisne (affluent de l'Oise),埃纳河
Saint-Germain-de-Tallevende-la-Lande-Vaumont,圣日耳曼德塔勒旺德-拉朗德沃蒙
Championnat de France de football de deuxième division 2011-2012,2011年至2012年法国足球乙级联赛
Championnat de France de football de deuxième division 2012-2013,2012年至2013年法国足球乙级联赛
Ploudalmézeau,普卢达尔梅佐
Diocèse de Quimper et Léon,天主教坎佩爾教區
Porte de Champerret (métro de Paris),尚佩雷門站
Basques,巴斯克人
Aérospatiale AS532 Cougar,欧直AS532美洲狮直升机
Saint-Yrieix-sous-Aixe,圣伊里耶苏赛克斯
Villemagne-l'Argentière,维勒马涅-拉让蒂耶尔
Massif du Jura,汝拉山
Le Leuy,勒勒伊
Bilhac,比亚克·(科雷兹省)
Saint-Frion,圣弗里翁
Gotein-Libarrenx,戈坦-利巴朗克斯
Monsaguel,蒙萨盖勒
Paulhan (Hérault),波朗
Marne (rivière),马恩河
Tahiti,大溪地
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,圣雷米昂布兹蒙-圣热内和伊松
Clermont-Ferrand,克莱蒙费朗
Saint-Barthélemy (Morbihan),圣巴泰勒米·(莫尔比昂省)
Pénestin,佩内坦
Guillac (Morbihan),吉亚克
Locminé,洛克米内
Sainte-Hélène (Morbihan),圣埃莱娜·(莫尔比昂省)
Le Saint (Morbihan),勒桑
Saint-Philibert (Morbihan),圣菲利贝尔
Meuse (fleuve),默兹河
Le Châtelet-sur-Meuse,默兹河畔勒沙特莱
Saint-Armel (Morbihan),圣阿梅尔·(莫尔比昂省)
Antibes,昂蒂布
Saint-Maximin (Isère),圣马克西曼·(伊泽尔省)
Villefranche-de-Lonchat,隆沙自由城
Plouhinec (Morbihan),普卢伊内克
La Carneille,拉卡尔内耶
Bissezeele,比瑟泽勒
Saint-Martin-sur-Oust,乌斯特河畔圣马丁
Allianz Riviera,安聯里維耶拉球場
Saint-Aignan (Morbihan),圣艾尼昂·(莫尔比昂省)
La Chapelle-Neuve (Morbihan),拉沙佩勒讷沃
Rieux (Morbihan),里约·(莫尔比昂省)
Baden (Morbihan),巴当
Les Forges (Morbihan),莱福日·(莫尔比昂省)
Saint-Gorgon (Morbihan),圣戈尔贡·(莫尔比昂省)
Caro (Morbihan),卡罗·(莫尔比昂省)
Thur (France),蒂尔河
Ploërmel,普洛埃梅勒
Trucy-sur-Yonne,约讷河畔特吕西
Sery (Yonne),瑟里·(约讷省)
Lucy-sur-Yonne,约讷河畔吕西
Pluvigner,普吕维涅
Questembert,凯斯唐贝尔
Perrigny (Yonne),佩里尼·(约讷省)
Moréac,莫雷阿克
Saint-Jean-Brévelay,圣让布雷沃莱
Le Tour-du-Parc,勒图尔迪帕克
Eygurande,埃居朗德
La Trinité-sur-Mer,滨海拉特里尼泰
Sainte-Anne-d'Auray,圣安娜多赖
Plouharnel,普卢阿内勒
Agence spatiale européenne,欧洲空间局
Torcy (Seine-et-Marne),托尔西
La Joconde,蒙娜丽莎
Festival de Cannes,戛纳电影节
Serbes,塞爾維亞族
Peyrat-de-Bellac,佩拉德贝拉克
Canal de la Martinique,馬提尼克海峽
Le Châtenet-en-Dognon,勒沙特内昂多尼翁
Royère-de-Vassivière,瓦西维耶尔湖畔鲁瓦耶尔
Saint-Junien-la-Bregère,圣瑞尼安-拉布勒热尔
Plaissan,普莱桑
Remungol,勒曼戈勒
Saint-Maurice-le-Vieil,圣莫里斯勒维埃耶
Trédion,特雷迪永
Fontaine-la-Gaillarde,方丹拉加亚尔德
Saint-Gildas-de-Rhuys,圣日尔达-德吕伊斯
Saint-Pierre-Quiberon,圣皮埃尔基伯龙
Py (Pyrénées-Orientales),皮·(东比利牛斯省)
Le Monde,世界报·(法国)
Pyrénées,比利牛斯山
Parti socialiste (France),社会党·(法国)
Circuit Paul-Ricard,保罗·里卡尔赛道
Olympique lyonnais - AS Saint-Étienne en football,隆河-阿爾卑斯德比
Nanterre,楠泰尔
Belfort,贝尔福
Évreux,埃夫勒
12e arrondissement de Paris,巴黎十二区
Circuit de Reims-Gueux,兰斯-格村赛道
La Muette (métro de Paris),犬舍站
Route européenne 60,欧洲E60公路
Musée du Quai Branly - Jacques-Chirac,布朗利河岸博物館
Brest,布雷斯特
Sarrasin de Tartarie,苦荞麦
Rennes Métropole,雷恩都会区
Autoroute A106 (France),A106高速公路
Autoroute A77 (France),A77高速公路
Autoroute A2 (France),A2高速公路·(法国)
Autoroute A28 (France),A28高速公路
Autoroute A33 (France),A33高速公路
Autoroute A404 (France),A404高速公路
Autoroute A140 (France),A140高速公路
Fontenay-lès-Briis,丰特奈莱布里
Autoroute A49 (France),A49高速公路
Vignoble de Bordeaux,波尔多葡萄酒
1er régiment étranger de cavalerie,法國外籍兵團第1外籍騎兵團
Ducey,迪塞
Autoroute A61 (France),A61高速公路
Penmarch,庞马尔
Autoroute A430 (France),A430高速公路
Autoroute A63 (France),A63高速公路
Astérix,阿斯泰利克斯历险记
Loury,卢里
11e arrondissement de Paris,巴黎十一區
Fouga CM-170 Magister,富加教师
Nouic,努伊克
Armistice du 22 juin 1940,第二次贡比涅停战协定
Surdoux,叙尔杜
Saint-Perdon,圣佩尔东
Campagne (Landes),康帕涅
.gf,.gf
.gp,.gp
Le Havre,勒阿弗尔
Nîmes,尼姆
.mq,.mq
Football Club des Girondins de Bordeaux,波尔多足球俱乐部
Montauban,蒙托邦
Îles Marquises,馬克薩斯群島
Pardailhan,帕尔达扬·(埃罗省)
Empire colonial français,法蘭西殖民帝國
Renault F1 Team,雷诺车队
Circuit de Nevers Magny-Cours,马尼库尔赛道
Le Sourn,勒苏恩
Ploërdut,普洛埃迪特
Saint-Marcel (Morbihan),圣马塞尔·(莫尔比昂省)
Saint-Étienne,圣艾蒂安
Thorey,托雷
Gard,加尔省
Haut-Mauco,上莫科
Biscuit à la cuillère,手指餅乾
Macaron,馬卡龍
Saint-Tugdual,圣蒂格迪阿勒
Montacher-Villegardin,蒙塔谢-维勒加尔丹
Homme de Cro-Magnon,克羅馬儂人
Le Dorat,勒多拉
Flogny-la-Chapelle,弗洛尼拉沙佩勒
Réguiny,雷吉尼
Roudouallec,鲁杜阿莱克
Santigny,桑蒂尼
Plescop,普莱斯科普
La Trinité-Surzur,拉特里尼泰叙聚尔
Quily,基利·(莫尔比昂省)
Persquen,佩尔斯肯
Villiers-Vineux,维利耶维讷
Tissey,蒂塞
La Vraie-Croix,拉弗赖克鲁瓦
Pleugriffet,普勒格里费特
Trichey,特里谢
Saint-Gérand,圣热朗
Sainte-Brigitte,圣布丽吉特
Villemer (Yonne),维勒梅尔·(约讷省)
Saint-Avé,圣阿韦
Villebougis,维勒布吉
Séglien,塞格利安
Grotte de Lascaux,拉斯科洞窟壁画
Lasserre (Haute-Garonne),拉塞尔
Grand Prix automobile de France 2000,2000年法國大獎賽
Boulogne-Billancourt,布洛涅-比扬古
Saint-Brès (Hérault),圣布雷斯
Air Tahiti,大溪地航空·(1953年)
Meilhac,梅亚克·(上维埃纳省)
Saturargues,萨蒂拉尔格
Euskadi ta Askatasuna,埃塔
Cubisme,立体主义
Prost Grand Prix,普罗斯特车队
Bataille de Poitiers (732),圖爾戰役
Union pour un mouvement populaire,人民運動聯盟
Mer de Ligurie,利古里亞海
Orbieu,奧爾比約河
Saillac (Corrèze),萨亚克
Albanais (peuple),阿爾巴尼亞人
Grasse,格拉斯
Lourdoueix-Saint-Pierre,卢杜埃圣皮埃尔
Saint-Amand-le-Petit,小圣阿芒
Saint-Léry,圣莱里
Serrigny,塞里尼·(约讷省)
Saint-Denis-sur-Ouanne,瓦讷河畔圣但尼
Izeste,伊泽斯特
Montboucher,蒙布谢
La Chapelle-Caro,拉沙佩勒卡罗
Le Bono,勒博诺
Saint-Gonnery,圣戈纳里
Loubieng,卢比安
Louvie-Juzon,卢维瑞宗
Assat,阿萨特
Vertamboz,韦尔唐博
Bessines-sur-Gartempe,加尔唐普河畔贝西讷
Montolieu,蒙托略
La Sommette,拉索梅特
Grand Prix automobile de France 2008,2008年法国大奖赛
Fresselines,弗雷斯利讷
Édit de Nantes,南特敕令
Fédération internationale de l'automobile,国际汽车联合会
Saint-Dizier-la-Tour,圣迪济耶拉图尔
Organisation européenne pour la recherche nucléaire,歐洲核子研究組織
Autoroute A151 (France),A151高速公路
Laàs,拉斯·(奥洛龙-圣玛丽区)
Lavans-Vuillafans,拉旺维亚方
Arènes de Nîmes,尼姆竞技场
Baraigne,巴赖涅
Cenne-Monestiés,塞讷莫内斯蒂耶
Lescun (Pyrénées-Atlantiques),莱斯坎
Nousty,努斯蒂
Alet-les-Bains,阿莱特莱班
Art déco,装饰风艺术
Lamalou-les-Bains,拉马卢莱班
Le Compas,勒孔帕
La Meyze,拉梅兹
Sussargues,叙萨尔格
Villar-en-Val,维拉尔昂瓦勒
Seignalens,塞尼亚朗斯
Roubia,鲁比亚
Sauzon,索宗
Saint-Cyr-les-Colons,圣西尔莱科隆
Candillargues,康迪亚格
Ville-sur-Illon,伊隆河畔维尔
Verreries-de-Moussans,韦尔里德穆桑
Gramazie,格拉马济
Villarzel-Cabardès,维拉尔泽勒卡巴尔代斯
Roquetaillade (Aude),罗克塔亚德
Castelreng,卡斯泰尔朗
Saint-Gravé,圣格拉韦
Séné (Morbihan),塞内
Junay,瑞奈
Épinal,埃皮纳勒
Laure-Minervois,洛尔米内尔瓦
Valergues,瓦莱尔格
Tournissan,图尔尼桑
Jully,瑞利·(约讷省)
Saint-Nicolas-du-Tertre,圣尼古拉迪泰特尔
Saint-Malo-de-Beignon,圣马洛德贝尼翁
Le Pin (Calvados),勒潘·(卡尔瓦多斯省)
Cordebugle,科尔德比格勒
Gers (département),热尔省
Gironde (département),吉倫特省
Haute-Garonne,上加龙省
Villeneuve-d'Ascq,阿斯克新城
Télécom SudParis,南巴黎电信学校
Ploemel,普莱梅勒
Pluméliau,普吕梅利欧
Lasson (Yonne),拉松
Dognen,多尼昂
Albières,阿尔比耶尔
Buzignargues,比济尼亚尔格
Club des jacobins,雅各賓俱樂部
Castet (Pyrénées-Atlantiques),卡斯泰特
Navarrenx,纳瓦朗克斯
Mont (Pyrénées-Atlantiques),蒙村·(大西洋比利牛斯省)
Hauts-de-Seine,上塞纳省
Circuit des 24 Heures,萨尔特赛道
Météorite de Chassigny,沙西尼陨石
Denguin,当甘
Vidauban,维多邦
Livry-Gargan,利夫里加尔冈
Cardesse,卡尔代斯
Basville,巴维尔
Colombes,科隆布
Saint-Jacut-les-Pins,圣雅屈莱潘
Saint-Martin-d'Ordon,圣马丁多尔东
Parti nationaliste basque,巴斯克民族主义党
Néant-sur-Yvel,伊韦勒河畔内昂
Plougoumelen,普卢古默朗
Sennevoy-le-Bas,下塞讷瓦
Plaudren,普洛德朗
Crozant,克罗藏
Béziers,贝济耶
Ille-et-Vilaine,伊勒-维莱讷省
Aulnoye-Aymeries,欧努瓦-艾姆里
Éraville,埃拉维尔
Internationaux de France de tennis,法国网球公开赛
Moulins-en-Tonnerrois,托内鲁瓦地区穆兰
.pf (domaine),.pf
Theix,泰克斯
Quéven,凯旺
Espéchède,埃斯佩谢德
Bouranton,布朗通
Gagny,加尼
Palme d'or,金棕榈奖
Préfecture en France,法国省会及大区首府
Momy,莫米·(大西洋比利牛斯省)
Haut-de-Bosdarros,上博斯达罗斯
Hérault (département),埃罗省
Verzeille,韦尔泽耶
Formula One Group,一级方程式集团
Le Quesnoy,勒凯努瓦
Aurillac,欧里亚克
Nousse,努斯·(朗德省)
Bésingrand,贝桑格朗
Barraute-Camu,巴罗特-卡米
Maucor,莫科尔
Eslourenties-Daban,埃斯卢朗蒂达邦
Lasseube,拉瑟布
Lourdios-Ichère,卢尔迪奥斯-伊谢尔
Bonnut,博尼特
La Roche-Bernard,拉罗什贝尔纳
Port-Louis (Morbihan),路易港·(莫尔比昂省)
Parc national de la Vanoise,瓦努瓦斯国家公园
République de Gênes,热那亚共和国
Cinémathèque française,法國電影園
Arzacq-Arraziguet,阿尔扎克-阿拉济盖
Mâcon,马孔
Beauvais,博韦
Châteauroux,沙托鲁
Pont-Scorff,蓬斯科夫
Sérent,塞朗·(莫尔比昂省)
Sormery,索尔默里
Ploemeur,普勒默尔
Thales Alenia Space,泰雷兹阿莱尼亚宇航公司
Saint-Loup-d'Ordon,圣卢多尔东
Tréhorenteuc,特雷奥朗特克
Stigny,斯蒂尼
Rochefort-en-Terre,罗什福尔昂泰尔
Bérenx,贝朗克斯
Saint-Malo-des-Trois-Fontaines,圣马洛德特鲁瓦方丹
Peillac,佩亚克
Sainte-Colombe (Yonne),圣科隆布·(约讷省)
Plumelin,普吕姆兰
Saint-Dolay,圣多莱
Porcaro,波尔卡罗
Baud (Morbihan),博·(莫尔比昂省)
Talcy (Yonne),塔尔西·(约讷省)
Péaule,佩欧勒
Réminiac,雷米尼亚克
Saint-Augustin (Corrèze),圣奥古斯坦·(科雷兹省)
Bougarber,布加尔贝
Asson,阿松·(大西洋比利牛斯省)
Saint-Loup-des-Chaumes,圣卢代绍姆
César du cinéma,凯撒电影奖
Casteide-Candau,卡斯泰德康多
Coarraze,科阿拉兹
Diocèse de Tulle,天主教蒂勒教區
Beyrie-en-Béarn,贝阿恩地区贝里
Lasclaveries,拉斯克拉沃里
Escurès,埃斯屈雷斯
Puyoô,皮约
Doumy,杜米
Argelos (Pyrénées-Atlantiques),阿尔热洛斯
École nationale de l'aviation civile,国立民用航空学院
Salon international de l'aéronautique et de l'espace de Paris-Le Bourget,巴黎国际航空航天展
Toulon,土伦
Quartier Mazarin,马扎然区
Obélisque d'Arles,阿尔勒方尖碑
Tharot,塔罗·(约讷省)
Treffléan,特雷夫莱昂
Villenavotte,维勒纳沃特
Tréal,特雷阿勒
Évriguet,埃夫里盖
Rugny,吕尼·(约讷省)
Silfiac,锡尔菲亚克
Island (Yonne),伊斯朗
Ploeren,普莱朗
Référendum sur l'indépendance de l'Algérie,1962年阿尔及利亚独立公投
Cayenne,卡宴
Percey,佩尔塞
Saint-Thuriau,圣蒂里奥
L'Haÿ-les-Roses,拉伊萊羅斯
Loir-et-Cher,卢瓦-谢尔省
Indre-et-Loire,安德尔-卢瓦尔省
Indre (département),安德尔省
Isère (département),伊泽尔省
Landes (département),朗德省
Saint-André-de-Double,圣安德烈德杜布勒
Landerrouat,朗代尔鲁阿
Liste des communes de l'Aube,奥布省市镇列表
Loire (département),卢瓦尔省
Venizy,沃尼济
Saint-Maurice-Thizouaille,圣莫里斯蒂祖阿耶
Sarzeau,萨尔佐
Gare d'Avignon TGV,阿維尼翁TGV站
Arbus (Pyrénées-Atlantiques),阿尔比斯
Pomps,波姆斯
Villejuif,犹太城
Marchais-Beton,马尔谢伯通
Haute-Loire,上盧瓦爾省
Valouse (affluent de l'Ain),瓦卢斯河
Lucgarier,吕克加里耶
Menton (Alpes-Maritimes),芒通
Lée,莱村·(大西洋比利牛斯省)
