Lionel Messi,리오넬 메시
Salvatore Cuomo,Salvatore cuomo
Brando Benifei,브란도 베니페이
Mattia Caldara,마티아 칼다라
Simone Minelli,시몬 미넬리
Nicola Danti,니콜라 단티
Cristina Scuccia,크리스티나 스쿠차
Bruno Gunn,브루노 군
Maurizio Malvestiti,마우리치오 말베스티티
Ivo Prandin,이보 프란딘
Saidy Janko,사이디 양코
Elena Linari,엘레나 리나리
Riccardo Moratto,리카르도 모랏트
Isabella Adinolfi,이사벨라 아디놀피
Ettore Gliozzi,에토레 글리오치
Giancarlo De Carolis,잔카를로 데카롤리스
Achille Bertini Calosso,아킬레 베르티니 칼로소
Alessia Cara,알레시아 카라
Nicola Dal Monte,니콜라 달몬테
Diego Mormorio,디에고 모르모리오
Eduardo Rescigno,에두아르도 레시뇨
Diana Bacosi,디아나 바코시
Giorgio Starace,조르조 스타라체
Lorenzo Pellegrini,로렌초 펠레그리니
Nicolò Barella,니콜로 바렐라
Stefano Sardo,스테파노 사르도
Rina Macrelli,리나 마크렐리
Francesco Starace,프란체스코 스타라체
Cristiana Dell'Anna,크리스티아나 델안나
Giacomo Gianniotti,자코모 잔니오티
Federico Dimarco,페데리코 디마르코
Carlo Bazzi,카를로 바치
Francesco Vedovati,프란세스코 베도바티
Giacomo Luciani,자코모 루차니
Ermal Meta,에르말 메타
Giovani Lo Celso,조바니 로 셀소
Ruperto Banterle,루페르토 반테를레
Matilde Gioli,마틸데 졸리
Norma Sheffield,노마 셰필드
Alberto Bagnai,알베르토 바냐이
Nicolò Fazzi,니콜로 파지
Massimo Stano,마시모 스타노
Luca Lezzerini,루카 레체리니
Simone Emmanuello,시모네 엠마누엘로
Pietro Boselli,피에트로 보셀리
Andrea Delogu,안드레아 델로구
Gianluigi Donnarumma,잔루이지 돈나룸마
Andrea Conti,안드레아 콘티
Mariana di Girolamo,마리아나 디 지롤라모
Andrea Sironi,안드레아 시로니
Rocco Casalino,로코 카살리노
Mariarosa Dalla Costa,마리아로사 델라 코스타
Marisa Chiazzese,마리사 치아제
Lauro Chiazzese,라우로 키아체세
Daniele Garozzo,다니엘레 가로초
Antonino Mattarella,안토니노 마타렐라
Angelo De Donatis,안젤로 데도나티스
Anna Demetrio,애너 드미트리오
Gaia Sanesi,가이아 사네시
Ferdinando Bruni,페르디난도 브루니
Achille Capizzano,아킬레 카피차노
Jasmine Paolini,자스민 파올리니
Giuliana Benetton,줄리아나 베네톤
Alessandro Borghi,알레산드로 보르기
Carlo Benetton,카를로 베네톤
Mariano Di Vaio,마리아노 디 바이오
Dado Coletti,다도 콜레티
Alex Meret,알렉스 메레트
Matteo Pessina,마테오 페시나
Neva Leoni,네바 레오니
Ivano Davoli,이바노 다볼리
Arrigo Morandi,아리고 모란디
Mustapha Kanit,무스타파 카니트
Andrea Brighenti,안드레아 브리겐티
Irma Testa,이르마 테스타
Alice Volpi,알리체 볼피
Alessandro Michele,알레산드로 미켈레
Stefano Sensi,스테파노 센시
Lorenzo Fioramonti,로렌초 피오라몬티
Valentina Favazza,발렌티나 파바차
Dolly Sinatra,돌리 시나트라
Martina Caregaro,마르티나 카레가로
Davide Calabria,다비데 칼라브리아
Aurelia Del Vecchio,아우렐리아 델베키오
Paola Egonu,파올라 에고누
Mattia Gaspari,마티아 가스파리
Dionigi Coppo,디오니지 코포
Eleonora Giovanardi,엘레오노라 조바나르디
Chandra Livia Candiani,리비아 칸디아니
Gaia Trussardi,가이아 트루사르디
Odette Giuffrida,오데테 주프리다
Vittoria Ceretti,비토리아 세레티
Roberta Petrelluzzi,로베르타 페트렐루치
Gianluca Scamacca,잔루카 스카마카
Riccardo Magi,리카르도 마지
Aisling Franciosi,애슐링 프란초지
Enrica Maria Modugno,엔리카 마리아 모지 노
Ludovica Rampoldi,루도비 카램폴디
Francesco Gabbani,프란세스코 가바니
Virginia Raggi,비르지니아 라지
Stella Jean,스텔라 진
Giulio Regeni,줄리오 레제니
Maria Tucci,마리아 투치
Stefano Massini,스테파노 마시니
Ascanio Tealdi,아스카니오 테알디
Martina Colmegna,마르티나 콜메냐
Laura Arconti,라우라 아르콘티
Fabio Mancini,파비오 만치니
Gabriele Rossetti,가브리엘레 로세티
Abraham Conyedo,아브라암 코니에도
Guia Risari,귀아 리사리
Stefano Lodovichi,스테파노 로도비키
Chiara Appendino,키아라 아펜디노
Sergio Rossi,세르조 로시
Bianca Turati,비앙카 투라티
Salvatore Farina,살바토레 파리나
Ilenia Pastorelli,일레니아 파스토렐리
Claretta Carotenuto,클라레타 카로테누토
Agostino Giovagnoli,아고스티노 조바뇰리
Marco Di Meco,마르코 디 메코
Riccardo Piatti,리카르도 피아티
Andrea Santarelli,안드레아 산타렐리
Speranza Scappucci,스페란차 스카푸치
Maurizio Totti,마우리지오 또띠
Federico Chiesa,페데리코 키에사
Vincenzo Boccia,빈첸초 보차
Davide Biraschi,다비데 비라스키
Manuel Locatelli,마누엘 로카텔리
Angelo Ciocca,안젤로 초카
Elettra Lamborghini,엘레트라 람보르기니
Alessandro Bastoni,알레산드로 바스토니
Fabio Basile,파비오 바실레
Antonella Fiordelisi,안토넬라 피오르델리시
Moise Kean,모이스 켄
Riccardo Orsolini,리카르도 오르솔리니
Marcell Jacobs,마르셀 자콥스
Rachele Risaliti,레이첼 리살리티
Leonardo Sernicola,레오나르도 세미콜라
Paolo Ghiglione,파올로 길리오네
Giovanni Lo Storto,조반니 로스토르토
Will Artino,윌 아티노
Laura Gorgerino,라우라 고르제리노
Sveva Alviti,스베바 알비티
Guido De Philippis,귀도 데필리피스
Pietro Germano,피에트로 제르마노
Luca Salsi,루카 살시
Achille Cruciani,아킬레 크루차니
Giulia Molinaro,줄리아 몰리나로
Andrea Pinamonti,안드레아 피나몬티
Agustín Rogel,아구스틴 로헬
Matilda De Angelis,마틸다 데 안젤리스
Attilio Germano,아틸리오 제르마노
Marco Palvetti,마르코 팔베티
Luigi Dei,루이지 데이
Roberto Burioni,로베르토 부리오니
Lucilla Boari,루칠라 보아리
Pietro Pellegri,피에트로 펠레그리
Domenico Tedesco,도메니코 테데스코
Chiara Valerio,키아라 발레리오
Davide Ghiotto,다비데 기오토
Niccolò Theodoli,니콜로 테오돌리
Luca Bestetti,루카 베스트 베스트
Giorgio Letta,조르조 레타
Luisa Torsi,루이사 토르시
Kára McCullough,카라 매컬로
Laura Mattarella,라우라 마타렐라
Mattia Zaccagni,마티아 자카니
Patrizia Barbieri,파트리치아 바르비에리
Gianluca Mancini,잔루카 만치니
Nicolò Zaniolo,니콜로 차니올로
Gaetano Castrovilli,가에타노 카스트로빌리
Luca Strizzolo,루카 스트리촐로
Cristiano Travaglioli,크리스티아노 트라바리올리
Antonella Soldo,안토넬라 솔도
Silvia Boschero,실비아 보스케로
Stella Cox,스텔라 콕스
Patrick Cutrone,파트리크 쿠트로네
Mattia Feltri,마티아 펠트리
Ferdinando Cito Filomarino,페르디난도 시토 필로마리노
Francesco Taskayali,Francesco Taskayali
Maurizio Braucci,마우리지오 브라우치
Benjamin Daniele Schlein,베냐민 슐라인
Giovanni Battista Tocci,Giovanni Battista Tocci
Giacomo Tocci,Giacomo Tocci
Andrea Bianchimano,안드레아 비안키마노
Matteo Gabbia,마테오 가비아
Eurilla del Bono,에우릴라 델보노
Francesca Cuttica,프란체스카 쿠티카
Marco Danieli,마르코 다니엘리
Vito Dell'Aquila,비토 델라퀼라
Manuel Lazzari,마누엘 라차리
Gualtiero Galmanini,구알티에로 갈마니니
Camilla Rosatello,카밀라 로사텔로
Massimiliano Caroletti,마시밀리아노 카롤레티
Simone Iocolano,시모네 이오콜라노
Sandro Tonali,산드로 토날리
Willie Peyote,윌리 페요테
Eloisa Coiro,엘로이사 코이로
Graziella Chiarcossi,그라치엘라 키아르코시
Andrea Vavassori,안드레아 바바소리
Federico Baschirotto,페데리코 바스키로토
Santiago Giménez,산티아고 히메네스
Pasquale Mazzocchi,파스콸레 마초키
Novi,토 마소 노비
Nicolò Casale,니콜로 카살레
Vittorio Negri,비토리오 네그리
Jordan Bardella,조르당 바르델라
Maria Chiara Giannetta,마리아 키아라 잔네타
Siciliani,시칠리아인
Cristiano Caccamo,크리스티아노 카카모
Leonardo Candellone,레오나르도 칸델로네
Guglielmo Vicario,굴리엘모 비카리오
Isabella Aguilar,이사벨라 아귈라
Ludovico Girardello,루도비코 기라르델로
Patrick Ciurria,파트리크 추리아
Roberta Morise,로베르타 모리세
Giulia Pierucci,줄리아 피에루치
Lorenzo Licitra,로렌초 리치트라
Lucia Borgonzoni,루차 보르곤초니
Lorenzo Senatore,로렌초 세나토레
Marco Alverà,마르코 알베라
Francesco Rocca,프란체스코 로카
Adriano Tardiolo,아드리아노 타르디올로
Elisabetta Pizio,엘리사베타 피치오
Luca Dotti,루카 도티
Giuseppe Conte,주세페 콘테
Andrea Saraniti,안드레아 사란티니
Nina Zöggeler,니나 최겔러
Emanuele Torrasi,에마누엘레 토라시
Alessandro Buongiorno,알레산드로 부온조르노
Achille Giacometti,아킬레 자코메티
Melania Delai,멜라니아 델라이
Silvia Sardone,실비아 사르도네
Elisabetta Cocciaretto,엘리사베타 코차레토
Manolo Bolognini,마놀로 볼로니니
Agnese Bonfantini,아녜세 본판티니
Mateo Retegui,마테오 레테기
Elisabetta Trenta,엘리사베타 트렌타
Danilo Oscar Lancini,다닐로 오스카르 란치니
Paolo Trancassini,파올로 트란카시니
Ettore Carniti,에토레 카르니티
Jannik Sinner,야니크 지너
Lucia Azzolina,루차 아촐리나
Francesco Milleri,프란체스코 밀레리
Julian Ocleppo,율리안 오클레포
Isabella Rauti,이사벨라 라우티
Francesco Acquaroli,프란체스코 아콰롤리
Stefano Patuanelli,스테파노 파투아넬리
Raphael Raduzzi,라파엘 라두치
Giusi Bartolozzi,주시 바르톨로치
Cynthia Mascitto,신시아 마시토
Giuseppina Occhionero,주세피나 오키오네로
Elena Pasquinelli,엘레나 파스퀴넬리
Andrea Delmastro Delle Vedove,안드레아 델마스트로 델레베도베
Marta Fascina,마르타 파시나
Davide Frattesi,다비데 프라테시
Monica Ciaburro,모니카 차부로
Alessandro Fusacchia,알레산드로 푸사키아
Edoardo Masciangelo,에도아르도 마시안젤로
Vincenzo Spadafora,빈첸초 스파다포라
Pierpaolo Sileri,피에르파올로 실레리
Galeazzo Bignami,갈레아초 비냐미
Fabio Maistro,파비오 마이스트로
Alvise Casellati,알비세 카셀라티
Silvio Brusaferro,실비오 브루사페로
Cateno De Luca,카테노 데루카
Leonardo Balerdi,레오나르도 발레르디
Dino Giarrusso,디노 자루소
Aurelia Accame Bobbio,아우렐리아 보비오
Arianna Sighel,아리안나 시겔
Gloria Ioriatti,글로리아 이오리아티
Mattia Antonioli,마티아 안토니올리
Pietro Sighel,피에트로 시겔
Aurelia Bubisutti,아우렐리아 부비수티
Luca Pellegrini,루카 펠레그리니
Patrizia Marrocco,파트리치아 마로코
Andrea Orcel,안드레아 오르첼
Nicolò Fagioli,니콜로 파지올리
Susanna Ceccardi,수산나 체카르디
Federico Valietti,페데리코 발리에티
Alessandro Vogliacco,알레산드로 볼리아코
Vincenzo Zampa,빈센조 잠파
Noa Zatta,노아 자타
Marco Checchetto,마르코 케케토
Lucas Beltrán,루카스 벨트란
Gabriele Bellodi,가브리엘레 벨로디
Benedetta Porcaroli,베네데타 포르카롤리
Leonardo Fasoli,레오나르도 파졸리
Stefano Bises,스테파노 비세스
Frah Quintale,Frah Quintale
Raoul Bellanova,라울 벨라노바
Giacomo Raspadori,자코모 라스파도리
Stefano Turati,스테파노 투라티
Davide Lantieri,다비데 란티에리
Massimo Dobrovic,마시모 도브로빅
Mahmood,마무드
Claudia Letizia,클라우디아 레티치아
Federico Cesari,페데리코 체사리
Pietro Navarra,피에트로 나바라
Francesco Lollobrigida,프란체스코 롤로브리지다
Giulia Guerrini,줄리아 게리니
Tommaso Pobega,톰마소 포베가
Hans Nicolussi Caviglia,한스 니콜루시 카빌리아
Ludovico Tersigni,루도비코 테르시니
Riccardo Zucconi,리카르도 추코니
Damiano David,다미아노 다비드
Maria Colombo,마리아 콜롬보
Francesco Renna,프란체스코 렌나
Matilde Siracusano,마틸데 시라쿠사노
Daniele Mencarelli,다니엘레 멘카렐리
Ylenja Lucaselli,일레니아 루카셀리
Lisa Pigato,리사 피가토
Alberto Frezza,알베르토 프레자
Annaelsa Tartaglione,안나엘사 타르탈리오네
Beatrice Venezi,베아트리체 베네치
Paul Calabro,폴 칼라브로
Annalisa Tardino,안날리사 타르디노
Lella Battistella,렐라 바티스텔라
Giada Benedetti,자다 베네데티
Lorenzo De Luca,로렌초 데루카
Antonino Gallo,안토니노 갈로
Giuseppe Milazzo,주세페 밀라초
Federico Vercellone,페데리코 베르첼로네
Marco Campomenosi,마르코 캄포메노시
Carolina Varchi,카롤리나 바르키
Flavia Franconi,플라비아 프랑코니
Paolo Berizzi,파올로 베리치
Carmela Bucalo,카르멜라 부칼로
Lorenzo Colombo,로렌초 콜롬보
Luciana Lamorgese,루차나 라모르제세
Paolo Calcinaro,파올로 칼치나로
Luigi Roni,루이지 로니
Maria Centracchio,마리아 첸트라키오
Luca Moro,루카 모로
Federica Isola,페데리카 이솔라
Barbara Ronchi,바바라 론치
Alessio Roberti,알레시오 로베르티
Ariberto Acerbi,아리베르토 아체르비
Simone Alessio,시모네 알레시오
Lazza,라짜
Fabiano Fiorin,파비아노 피오린
Roberto Campanella,로베르토 캄파넬라
Maria Cristina Caretta,마리아 크리스티나 카레타
Marcello Gemmato,마르첼로 젬마토
Marco Silvestroni,마르코 실베스트로니
Guido Migliozzi,귀도 밀리오치
Isabella Tovaglieri,이사벨라 토발리에리
Andrea Colpani,안드레아 콜파니
Marco Carnesecchi,마르코 카르네세키
Francesca Manzari,프란체스카 만차리
Andrea Cambiaso,안드레아 캄비아소
Sofia Tornambene,소피아 토르남베네
Fabiano Parisi,파비아노 파리시
Fulminacci,풀미나치
Adriana Martino,아드리아나 마르티노
Walter Rivetti,월터 리베티
Federico Ielapi,페데리코 이엘라피
Federico Mollicone,페데리코 몰리코네
Lucio Corsi,루초 코르시
Leonardo Pazzagli,레오나르도 파찰리
Camillo Battisti,카밀로 바티시
Daniel Maldini,다니엘 말디니
Nicolò Rovella,니콜로 로벨라
Alessandro Arlotti,알레산드로 아를로티
Destiny Udogie,데스티니 우도기
Alessandro Palmerini,알레산드로 팔메리니
Gianluca Savoini,잔루카 사보이니
Emanuela Fanelli,에마누엘라 파넬리
Elisa Confortola,엘리사 콘포르톨라
Thomas Nadalini,토마스 나달리니
Katia Filippi,카티아 필리피
Marco Faustini,마르코 파우스티니
Livia Battisti,리비아 바티시
Paolo Banchero,파올로 반케로
Random,무작위의
Hell Raton,헬 라톤
Sandro Nicola D'Alessandro,산드로 니콜라 달레산드로
Alessandro Bertinetto,알레산드로 베르티네토
Giorgio Joyce,조르조 조이스
Francesco Fabozzi,프란체스코 파보치
Matteo Ruggeri,마테오 루게리
Lucia Bronzetti,루차 브론체티
Danilo Del Toro,다닐로 델토로
Michele Morrone,미켈레 모로네
Guido Iuculano,귀도 이우쿨라노
Nuria Brancaccio,누리아 브랑카초
Verena Meliss,베레나 멜리스
Giulio Tarro,줄리오 타로
Claudio Coviello,클라우디오 코비엘로
Riccardo Calafiori,리카르도 칼라피오리
Anna Torterolo,안나 토르테롤로
Casadilego,카사딜레고
Wilfried Gnonto,윌프리드 뇬토
Raffaella Lebboroni,라파엘라 레보로니
Valentina Poli,Valentina Poli
Letizia Giardinelli,Letizia Giardinelli
Fabrizio Imas,파브리지오 이마스
Fabrizio Soccorsi,파브리치오 소코르시
Claudia Migliorini,Claudia Migliorini
Claudia Marietta,Claudia Marietta
Elisa Neri,Elisa Neri
Giusy Pisano,"피자노, 지우지"
Luisiana Pegoraro,Luisiana Pegoraro
Samanta Loschi,Samanta Loschi
Deira Mari,Deira Mari
Fabio Miretti,파비오 미레티
Nadia Zuccherelli,Nadia Zuccherelli
Moira Tarraran,Moira Tarraran
Sara Savino,Sara Savino
Fabrizio Romano,파브리치오 로마노
Blanco,Blanco
Ljudmilla Corneo,Ljudmilla Corneo
Germanò,제르마노
Lorenzo Lucca,로렌초 루카
Leon Felderer,Leon Felderer
Romano Floriani Mussolini,로마노 플로리아니 무솔리니
Amedeo Bagnis,아메데오 바니스
Mattia Viti,마티아 비티
Cher Ndour,셰르 은두르
Giuseppe D'Alessandro,주세페 달레산드로
Gian Luigi Paracchini,잔 루이지 파라키니
Marco Berrettoni Carrara,마르코 베레토니 카라라
Khaby Lame,카비 라메
Victoria De Angelis,빅토리아 데 안젤리스
Thomas Raggi,토마스 라기
Ethan Torchio,에단 토키오
Mydrama,Mydrama
Giuseppe Carratelli,주세페 카라텔리
Homei Miyashita,미야 시타 芳明
Sebastiano Ruiz Mignone,세바스티아노 루이즈 미뇨네
Liliana Pannella,릴리아나 파넬라
Valentina Jolie,발렌티노 버버리
Maria Elena Gonano,마리아 엘레나 고나노
Gianpiero Cognoli,지안피에로 코뇰리
Coco Rebecca Edogamhe,코코 레베카 에도감헤
Alicia Ann Edogamhe,알리시아 앤 에도감헤
Graziella Leyla Ciagà,그라치엘라 레일라 차가
Federico Gatti,페데리코 가티
Chiara Rebagliati,키아라 레발리아티
Giorgio Scalvini,조르조 스칼비니
Tommaso Baldanzi,톰마소 발단치
Secco,세코
Margherita Sgarlata,Margherita Sgarlata
Sarah,사라
Michele Schiavone,미셸 시아본
Filippo Terracciano,필리포 테라치아노
Nicola De Bellis,Nicola De Bellis
Elisabetta Matelli,Elisabetta 마텔리
Stefano Lamera,Stefano Lamera
Ibrahima Bamba,이브라히마 밤바
Carlo Cantini,Carlo Cantini
Piero Minutolo,피에로 미누톨로
Cesare Casadei,체사레 카사데이
Aurelia Zampelli,아우렐리아 참펠리
Andrea Antinori,Andrea Antinori
Tommaso Marini,톰마소 마리니
Kosta Viking,Kosta Viking
Donnino Rumi,도니노 루미
Marino Neri,Marino Neri
Andrea Logiudice,Andrea Logiudice
Virginia Stablum,버지니아 스태블럼
Marco Bosonetto,Marco Bosonetto
Matilde Battistini,Matilde Battistini
Giuseppe Costa,Giuseppe Costa
Marco Misciagna,마르코 미시아냐
Alessandra Mele,알레산드라 멜레
Clara,클라라
Arianna Meloni,아리안나 멜로니
Michael Kayode,마이클 카요데
