大圍站,大囲駅
沙河口区,沙河口区
凌河区,凌河区
平山区,平山区
尧都区,堯都区
望奎县,望奎県
矿区·(阳泉市),砿区・(陽泉市)
古塔区,古塔区
西岗区,西崗区
峰峰矿区,峰峰鉱区
肥乡区,肥郷区
抚宁区,撫寧区
临西县,臨西県
曲沃县,曲沃県
桓仁满族自治县,桓仁満族自治県
顺城区,順城区
岫岩满族自治县,岫巖満族自治県
交城县,交城県
五家渠市,五家渠市
香港城市大學,香港城市大学
宝山区·(双鸭山市),宝山区・(双鴨山市)
自治州,自治州・(中国)
新青区,新青区
东北边疆历史与现状系列研究工程,東北工程
北纬38度线,北緯38度線
1988年夏季奥林匹克运动会中国代表团,1988年ソウルオリンピックの中国選手団
豫园,豫園
居庸关,居庸関
巴林左旗,バイリン左旗
中国民用航空局,中国民用航空局
尼雅遺址,ニヤ遺跡
龟兹,亀茲
瑞星,ウイルスキラー
重庆江北国际机场,重慶江北国際空港
重庆市奥林匹克体育中心,重慶市オリンピック・スポーツセンター
东乡族自治县,東郷族自治県
屏边苗族自治县,屏辺ミャオ族自治県
榆次区,楡次区
燕山,燕山山脈
长沙黄花国际机场,長沙黄花国際空港
樊城之戰,樊城の戦い
交河故城,交河故城
信都区,信都区
沽源县,沽源県
沁源县,沁源県
新荣区,新栄区
朔城区,朔城区
寿阳县,寿陽県
陵川县,陵川県
新绛县,新絳県
平陆县,平陸県
东山区·(鹤岗市),東山区・(鶴崗市)
绛县,絳県
盂县,盂県
临猗县,臨猗県
应县,応県
清河区,清河区・(鉄嶺市)
海州区·(阜新市),海州区・(阜新市)
隰县,隰県
宁武县,寧武県
河曲县,河曲県
清河门区,清河門区
明山区,明山区
蠡县,蠡県
丰宁满族自治县,豊寧満族自治県
细河区,細河区
立山区,立山区
建平县,建平県
凌源市,凌源市
桃山区,桃山区
逊克县,遜克県
建昌县,建昌県
西安区·(牡丹江市),西安区・(牡丹江市)
西峡县,西峡県
雷山县,雷山県
稷山县,稷山県
淮滨县,淮浜県
吴桥县,呉橋県
南岔县,南岔県
2008年夏季奧林匹克運動會帆船比賽,2008年北京オリンピックのセーリング競技
成县,成県
2008年夏季奧林匹克運動會現代五項比賽,2008年北京オリンピックの近代五種競技
武都区,武都区
安州区,安州区
饶河县,饒河県
阿穆尔板块,アムールプレート
上海国际电影节,上海国際映画祭
乌孜别克族,ウズベク人
亚洲冰球联赛,アジアリーグアイスホッケー
安次区,安次区
胶州湾,膠州湾
安达市,安達市
傲游浏览器,Maxthon
沈阳绕城高速公路,瀋陽環状高速道路
拉萨贡嘎机场,ラサ・クンガ空港
上海绕城高速公路,上海繞城高速道路
黟县,黟県
阳明区,陽明区
宁江区,寧江区
兴山区,興山区
抚远市,撫遠市
香港科技大學,香港科技大学
舟山普陀山机场,舟山普陀山空港
成安县,成安県
颱風布拉萬·(2012年),平成24年台風第15号
承德县,承徳県
成都武侯祠,成都武侯祠
城步苗族自治县,城歩ミャオ族自治県
澄城县,澄城県
四川省成都市石室中学,成都石室中学
成都天诚足球俱乐部,成都天誠足球倶楽部
新兴区·(七台河市),新興区・(七台河市)
京口区,京口区
武进区,武進区
蒲县,蒲県
成都市体育中心,成都市体育中心
西市区,西市区
竞秀区,競秀区
兴县,興県
太和区,太和区
抚顺县,撫順県
溪湖区,渓湖区
铁东区·(鞍山市),鉄東区・(鞍山市)
辽阳县,遼陽県
兴隆台区,興隆台区
喀什噶尔河,カシュガル川
古尔班通古特沙漠,グルバンテュンギュト砂漠
乌江,烏江
中华人民共和国建设部,中華人民共和国建設部
豐南區,豊南区
永年区,永年区
丰顺县,豊順県
孝义市,孝義市
西丰县,西豊県
鲜水河,鮮水河
贵州茅台,貴州茅台酒
黄帝陵·(黄陵县),黄帝陵
保山市,保山市
玉溪市,玉渓市
普洱市,普洱市
咸阳市,咸陽市
临沧市,臨滄市
2008年夏季奧林匹克運動會跳水比賽,2008年北京オリンピックの飛込競技
花都区,花都区
青岛胶州湾大桥,青島膠州湾大橋
乃堆拉山口,ナトゥ・ラ峠
周口店遗址,周口店の北京原人遺跡
斯诺克中国公开赛,中国オープン・(スヌーカー)
平遥古城,平遥古城
果洲群島,果洲群島
海河,海河
西湖,西湖・(杭州市)
大嶼山,ランタオ島
赫哲族,ナナイ
中国石油天然气股份,中国石油天然気
中国铁建,中国鉄建
广州南站,広州南駅
中國海外發展,中国海外発展
中国邮政航空,中国郵政航空
建湖县,建湖県
中国西北航空,中国西北航空
静安寺站,静安寺駅
世纪大道站·(上海市),世紀大道駅
六合区,六合区
繁昌区,繁昌区
宿城区,宿城区
赣榆区,贛楡区
洪泽区,洪沢区
淮阴区,淮陰区
宿豫区,宿豫区
芜湖三山经济开发区,三山区
镜湖区,鏡湖区
江源区,江源区
松阳县,松陽県
城子河区,城子河区
灵隐寺,霊隠寺
城子崖遗址,城子崖遺跡
城中区·(西宁市),城中区・(西寧市)
县级市,県級市
双塔区,双塔区
巫山山脉,巫山
南票区,南票区
梅里斯达斡尔族区,梅里斯ダウール族区
上海应用技术大学,上海応用技術大学
绥滨县,綏浜県
向阳区·(鹤岗市),向陽区・(鶴崗市)
鸡冠区,鶏冠区
北京射击馆,北京射撃館
台山核电站,台山原子力発電所
葛洲坝水利枢纽,葛洲ダム
城中区·(柳州市),城中区・(柳州市)
成武县,成武県
城西区,城西区
城区·(晋城市),城区・(晋城市)
城厢区,城廂区
城区·(阳泉市),城区・(陽泉市)
文水县,文水県
乌马河区,烏馬河区
丰满区,豊満区
石楼县,石楼県
红星区,紅星区
海陵区,海陵区
兴安区,興安区
招商银行,招商銀行
招商局集團,招商局集団
中国核工业集团,中国核工業集団
中国羽毛球公开赛,中国オープン・(バドミントン)
中国网通,中国網通
岚县,嵐県
向阳区·(佳木斯市),向陽区・(ジャムス市)
嘉荫县,嘉蔭県
恒山区,恒山区
常州经济开发区,戚墅堰区
柳林县,柳林県
金山屯区,金山屯区
潞州区,城区・(長治市)
城区·(汕尾市),城区・(汕尾市)
城口县,城口県
城关区·(兰州市),城関区・(蘭州市)
平城区,平城区
城固县,城固県
中國貨運航空,中国貨運航空
中國交通建設公司,中国交通建設
祁连山,祁連山脈
称多县,称多県
娃哈哈,娃哈哈
中央人民广播电台,中央人民広播電台
喀拉库勒湖·(中国),カラクリ湖
中国共产主义青年团,中国共産主義青年団
河套,河套
華夏航空,華夏航空
中集集團,中国国際海運集装箱
中国人寿保险,中国人寿保険
中欧国际工商学院,中欧国際工商学院
中国羽毛球大师赛,中国マスターズ
佛山世纪莲体育中心,世紀蓮体育中心
中华人民共和国人权,中国の人権問題
赤坎区,赤坎区
赤鱲角,赤鱲角
克山县,克山県
岭东区,嶺東区
建华区,建華区
梨树区,梨樹区
依安县,依安県
红岗区,紅崗区
集贤县,集賢県
工农区,工農区
二道江区,二道江区
喀喇沁左翼蒙古族自治县,カラチン左翼モンゴル族自治県
四方台区,四方台区
泰来县,泰来県
中苏交恶,中ソ対立
南乐县,南楽県
河南足球俱乐部,河南嵩山龍門足球倶楽部
香港特別行政區行政會議,行政会議・(香港)
九廣鐵路,九広鉄路
蘇州市體育中心,蘇州スポーツセンター
格力电器,グリー・エレクトリック
休宁县,休寧県
桐城市,桐城市
鸠江区,鳩江区
金湖县,金湖県
虎丘区,虎丘区
中国神华能源,神華能源
中国建筑集团,中国建築
中国船舶重工集团,中国船舶重工集団
2012年环北京自行车赛,ツアー・オブ・北京2012
中国国家铁路集团,中国国家鉄路集団
全椒县,全椒県
屯溪区,屯渓区
东港区,東港区
宣州区,宣州区
广饶县,広饒県
宜秀区,宜秀区
江北区·(宁波市),江北区・(寧波市)
鄞州区,鄞州区
越城区,越城区
南湖区,南湖区
宁海县,寧海県
海盐县,海塩県
中華人民共和國死刑制度,中華人民共和国における死刑
句容市,句容市
南浔区,南潯区
林口县,林口県
秀洲区,秀洲区
象山县,象山県
元氏县,元氏県
晋源区,晋源区
万柏林区,万柏林区
杏花岭区,杏花嶺区
迎泽区,迎沢区
小店区,小店区
林甸县,林甸県
茄子河区,茄子河区
尖草坪区,尖草坪区
桦南县,樺南県
江都区,江都区
澳門半島,マカオ半島
闻喜县,聞喜県
江干区,江干区
三门县,三門県
大黑山·(大连),大黒山
普陀区·(舟山市),普陀区・(舟山市)
克孜尔尕哈石窟,キジルガハ石窟
房山云居寺,雲居寺・(北京市)
中华人民共和国国务院副总理,国務院副総理
中国共产党中央书记处,中国共産党中央書記処
火焰山,火焔山
海北藏族自治州,海北チベット族自治州
澄迈县,澄邁県
道真仡佬族苗族自治县,道真コーラオ族ミャオ族自治県
長白山脈,長白山脈
红山区,紅山区
望花区,望花区
铜川市,銅川市
国家级经济技术开发区,経済技術開発区
椒江区,椒江区
中国新华航空,中国新華航空
西部大开发,西部大開発
中國西部航空,中国西部航空
阿房宫,阿房宮
中国联合航空,中国聯合航空
宜山路站,宜山路駅
长春龙嘉国际机场,長春龍嘉国際空港
杭州萧山国际机场,杭州蕭山国際空港
盐都区,塩都区
雨花台区,雨花台区
桂林兩江國際機場,桂林両江国際空港
前进区,前進区
五营区,五営区
润州区,潤州区
友好区,友好区
绥棱县,綏棱県
上甘岭区,上甘嶺区
方山县,方山県
东风区,東風区
洪洞县,洪洞県
太平区·(阜新市),太平区・(阜新市)
广陵区,広陵区
乌伊岭区,烏伊嶺区
美溪区,美渓区
睢宁县,睢寧県
建邺区,建鄴区
贾汪区,賈汪区
溧水区,溧水区
灌南县,灌南県
汤旺河区,湯旺河区
庆安县,慶安県
铜山区,銅山区
亭湖区,亭湖区
灌云县,灌雲県
新浦区,新浦区
射阳县,射陽県
东海县,東海県
九里区,九里区
海州区·(连云港市),海州区・(連雲港市)
宏伟区,宏偉区
连云区,連雲区
云龙区,雲竜区
黑山县,黒山県
双台子区,双台子区
阜新蒙古族自治县,阜新モンゴル族自治県
太子河区,太子河区
中华人民共和国国防部,中華人民共和国国防部
弓长岭区,弓長嶺区
文圣区,文聖区
让胡路区,譲胡路区
龙城区,竜城区
龙港区,竜港区
龙凤区,竜鳳区
铁东区·(四平市),鉄東区・(四平市)
讷河市,訥河市
宁津县,寧津県
南谯区,南譙区
狮子山区,獅子山区
夏津县,夏津県
福山区,福山区
迎江区,迎江区
岚山区,嵐山区
潘集区,潘集区
南陵县,南陵県
黄山区,黄山区
湾沚区,湾沚区
三北防护林,「三北」防護林プロジェクト
虹口足球场站,虹口足球場駅
龙阳路站,竜陽路駅
宝山路站,宝山路駅
陆家嘴站,陸家嘴駅
来安县,来安県
南京東路站,南京東路駅・(上海市)
义安区,義安区
高青县,高青県
嵊泗县,嵊泗県
衢江区,衢江区
霍山县,霍山県
徽州区,徽州区
固镇县,固鎮県
五河县,五河県
禹会区,禹会区
中华人民共和国环境保护部,中華人民共和国生態環境部
广济寺·(北京市),広済寺・(北京市)
東望洋跑道,ギア・サーキット
美济礁,ミスチーフ礁
大连海洋大学,大連海洋大学
中国国家博物馆,中国国家博物館
南城县,南城県
南京西路站,南京西路駅
大连民族大学,大連民族大学
东昌路站,東昌路駅
如心廣場,ニーナタワー
西藏历史,チベットの歴史
郯城县,郯城県
闵行开发区站,閔行開発区駅
罗庄区,羅荘区
河东区·(临沂市),河東区・(臨沂市)
清流县,清流県
金明区,金明区
莱芜区,萊蕪区
岳西县,岳西県
铜鼓县,銅鼓県
湖口县,湖口県
沂源县,沂源県
浔阳区,潯陽区
芦溪县,蘆渓県
孟津区,孟津区
柴桑区,柴桑区
三门峡水利枢纽,三門峡ダム
泰山区·(泰安市),泰山区・(泰安市)
华安县,華安県
旌德县,旌徳県
郎溪县,郎渓県
铜官山区,銅官山区
江杨北路站,江楊北路駅
榆林市,楡林市
汉中市,漢中市
天津地铁,天津地下鉄
延安市,延安市
宝鸡市,宝鶏市
歙县,歙県
丹霞地貌,丹霞地形
天津西站,天津西駅
中国男子篮球职业联赛,中国プロバスケットボールリーグ
香港交通,香港の交通
费县,費県
居巢区,居巣区
平原县,平原県
广德市,広徳市
青阳县,青陽県
牡丹区,牡丹区
雨山区,雨山区
埇桥区,埇橋区
明光市,明光市
柯桥区,柯橋区
庐江县,廬江県
涡阳县,渦陽県
中国兵器工业集团,中国兵器工業集団
岳麓山,岳麓山
中国人民解放军海军潜艇第一基地,姜各荘海軍基地
香港天文台,香港天文台
莲都区,蓮都区
金东区,金東区
天台县,天台県
浦江县,浦江県
贡嘎山,ミニヤコンカ
新野县,新野県
陇南市,隴南市
巴宜区,巴宜区
中国天主教爱国会,中国天主教愛国会
峄城区,嶧城区
微山县,微山県
莱西市,萊西市
裕安区,裕安区
金乡县,金郷県
河口区,河口区
庆元县,慶元県
田家庵区,田家庵区
宁化县,寧化県
莒县,莒県
尤溪县,尤渓県
巨野县,巨野県
冠县,冠県
齐河县,斉河県
莱山区,萊山区
上街区,上街区
单县,単県
任城区,任城区
钢城区,鋼城区
市中区·(济宁市),市中区・(済寧市)
蒙阴县,蒙陰県
禹王台区,禹王台区
高唐县,高唐県
嘉祥县,嘉祥県
中国国家男子排球队,バレーボール中華人民共和国男子代表
汶上县,汶上県
兰山区,蘭山区
香港尖沙咀凱悅酒店,ハイアットリージェンシー香港
极乐寺·(哈尔滨),極楽寺・(ハルビン市)
中国铁道博物馆东郊展馆,中国鉄道博物館
中国科学技术大学,中国科学技術大学
上海体育场站,上海体育場駅
中国乒乓球超级联赛,中国卓球スーパーリーグ
中华人民共和国全国运动会,中華人民共和国全国運動会
