Maryse Bastié,마리즈 바스티에
Tchéky Karyo,체키 카료
Stéphane Dion,스테판 디옹
Raoul Coutard,라울 쿠타르
Olivier Monterrubio,올리비에 몬테루비오
Boris Diaw,보리스 디아우
Dagobert Ier,다고베르트 1세
Paul Romano,폴 로마노
Joanna Miles,조애나 마일스
Samy Naceri,사미 나세리
Léon Flameng,레온 플라멩
Philippe Douste-Blazy,필리프 두스트블라지
Geoffroy V d'Anjou,조프루아 플랜태저넷
Claude François,클로드 프랑수아
Aloysius Bertrand,알루아시위스 베르트랑
Adolphe Léon Willette,아돌프 윌레트
Charles Adolphe Wurtz,샤를아돌프 뷔르츠
Patrice Chéreau,파트리스 셰로
Firmine Richard,피르민 리샤르
Vincent Grass,빈센트 그래스
Auguste de Villiers de L'Isle-Adam,오귀스트 드 비예르 드 릴라당
Paul Lafargue,폴 라파르그
Michel Petrucciani,미셸 페트루치아니
Robert Pires,로베르 피레스
Jean-Jacques Gautier,장자크 고티에
Jacky Novi,자키 노비
Françoise Giroud,프랑수아즈 지루
Paul-Émile Lecoq de Boisbaudran,폴에밀 르코크 드부아보드랑
Safet Sušić,사페트 수시치
Hugues de Saint-Victor,생빅토르의 위그
Abel Decaux,아벨 드코
Edgar Morin,에드가 모랭
Henri Salvador,앙리 살바도르
Marcel Aubour,마르셀 오부르
Albert Malbois,알베르 말부아
Alain Chabat,알랭 샤바
Doriane Vidal,도리안 비달
Anne Wiazemsky,안 비아젬스키
Louis III d'Anjou,루이 3세 당주
Nicolas Mahut,니콜라 마위
Michel-Jean Sedaine,미셸장 스덴
Tino Costa,알베르토 코스타
René Laforgue,르네 라포르그
Jean-Pierre Blanchard,장피에르 블랑샤르
Guillaume Gallienne,기욤 갈리엔
Michel Chasles,미셸 샬
Michel Serrault,미셸 세로
Loïc Rémy,로익 레미
Jean-Arnold de Clermont,장아르놀 드클레르몽
Lazare Hoche,루이 라자르 오슈
Henri Giraud,앙리 지로
Rita Cadillac,리타 캐딜락
"Camille d'Hostun, duc de Tallard",탈라르 공작 카미유 도스튄
Marcel Aymé,마르셀 아이메
Jean Nicot,장 니코
Charles de Freycinet,샤를 드 프레이시네
Jacques Chaurand,자크 쇼랑
Éric Srecki,에리크 스레키
Sébastien Bassong,세바스티앵 바송
Carl Medjani,카를 메자니
Christiane Scrivener,크리스티안 스크리브네르
Chantal Goya,샹탈 고야
Jordan Ayew,조던 아예우
Guillaume Brune,기욤 마리 안 브륀
Gauthier Grumier,고티에르 그루미에르
Jacques Raymond Brascassat,자크 레몽 브라카사트
Damien Perrinelle,다미앵 페리넬
Jacques Herbrand,자크 에르브랑
Henri Delaunay,앙리 들로네
Amin Maalouf,아민 말루프
Alexis Bouvard,알레시 부봐르
André Maginot,앙드레 마지노
Abel Hugo,아벨 위고
Nicolas Godin,니콜라스 고댕
Charles N'Zogbia,샤를 은조그비아
Jean-Antoine Houdon,장앙투안 우동
Yvonne Lefébure,이본 르페뷔르
Wally Badarou,왈리 바다루
Danièle Debernard,다니엘 드베르나르
Annie Cordy,애니 코르디
François Furet,프랑수아 퓌레
Michel Théato,미셸 테아토
Jacques Thibaud,자크 티보
Jean-Pierre Cassel,장피에르 카셀
Wifredo Lam,윌프레도 람
Jennifer Decker,제니퍼 데커
Roxane Mesquida,록산 메스키다
Anne Vernon,안 베르농
Imany,이마니
Sébastien Ogier,세바스티앵 오지에
Antoine de Jomini,앙투안 앙리 조미니
Maxime Poundjé,막심 푼제
Armel Le Cléac'h,아르멜 르클레아흐
Anémone,아네몬
Imanol Harinordoquy,이마놀 아리노르도키
Adolphe Niel,아돌프 니엘
Gad Elmaleh,가드 엘마레
Henri Dutilleux,앙리 뒤티외
Dorothée,도로시
Roschdy Zem,로슈디 젬
Alfred Cortot,알프레드 코르토
Agathe Bonitzer,아가트 보니처
Agathe de La Fontaine,아가시 데 라 폰테인
Suzanne Curchod,쉬잔 퀴르쇼
Nicolas Douchez,니콜라스 듀셰즈
Eugène Scribe,외젠 스크리브
Lambert Wilson,랑베르 윌슨
Howard Vernon,하워드 버넌
Prince Oniangué,프랭스 오니앙게
Michel Tabachnik,미셸 타바슈니크
Alexandre Koyré,알렉상드르 쿠아레
Pierre Marie Barthélemy Ferino,피에르 마리 바르텔레미 페리노
Jean-Baptiste Kléber,장바티스트 클레베르
Edwige Feuillère,에드위지 푸이에르
Françoise de Graffigny,프랑수아즈 드 그라피니
Louis Brière de l'Isle,루이 브리에르 드 리즐
Léonora Miano,레오노라 미아노
Eugénie Le Sommer,외제니 르 소메르
Mona Ozouf,모나 오주프
Milan Rastislav Štefánik,밀란 라스티슬라우 슈테파니크
Matthieu Gourdain,마티외 구르댕
Laura Smet,로라 스메트
Sébastien Chabal,세바스티앵 샤발
Camille Abily,카미유 아빌리
Pierre Poujade,피에르 푸자드
Sophie Vouzelaud,소피 부즐로
Olivier Minne,올리비에 민
Anny Duperey,아니 뒤프레
Yvonne Printemps,이본 프랭탕
Roberto Matta,로베르토 마타
Jean-Louis Tauran,장루이 토랑
Agnès Soral,아녜스 소랄
Agnès Spaak,아녜스 스파크
Agnes Ullmann,아녜스 울만
Agnès Godard,아네스 고다르
Agnès Merlet,아녜스 메를레
Jean-Luc Lagardère,장뤼크 라가르데르
Pierre Savorgnan de Brazza,피에르 사보르냥 드 브라자
Bruno Todeschini,브뤼노 토데쉬니
Ursula Meier,위르실라 메이에
Robert Guérin,로베르 게랭
Bakary Sako,바카리 사코
Marcel Herrand,마르셀 에랑
Jean-Baptiste Faure,장밥티스트 포르
Henri Mouhot,앙리 무오
Catherine Hessling,카트린 에슬랭
Sophie Guillemin,소피 기유맹
Joseph Caillaux,조제프 카요
Léo Ferré,레오 페레
Souphanouvong,수파누봉
Georges Rigaud,조지 리고드
comtesse de Ségur,소피 로스토프친
Agnès Mercier,아녜스 메르시에
Aimé Bonpland,에메 봉플랑
Isild Le Besco,이실드 르 베스코
Ahmed Abdallah,아흐메드 압달라
Ismaïl Ahmed Kader Hassan,이스마일 아흐메드 카다르 하산
Molla Wague,몰라 와귀에
Yvette Mimieux,이베트 미미오
"Francis Abagnale, Jr.",프랭크 애버그네일
Pierre-Laurent Wantzel,피에르 방첼
Matthieu Dossevi,마티외 도세비
Brou Benjamin Angoua,벤자민 앙구아
Otar Iosseliani,오타르 이오셀리아니
Jacques Tits,자크 티츠
Michel Kervaire,미셸 케르베르
Nicolas Fréret,니콜라 프레레
Florent Schmitt,플로랑 슈미트
Djamel Abdoun,자멜 압둔
Patrick Timsit,패트릭 팀싯
Carlos Alberto Sánchez Moreno,카를로스 산체스 모레노
Rémi Gomis,레미 고미스
Pascal Quignard,파스칼 키냐르
Robert Dhéry,로베르 데리
Antoine-Louis Barye,앙투안루이 바리
Alexandra Stewart,알렉산드라 스튜어트
Louis Aimé Augustin Le Prince,루이 르프랭스
Raïs M'Bolhi,라이스 므볼리
Denise Darcel,데니스 다셀
László Bodrogi,라슬로 보드로기
Pierre Lelong,피에르 를롱
Pierre-Luc Périchon,피에르뤼크 페리숑
Théodule Charles Devéria,테오뒬 드베리아
Geneviève Page,준비에브 파주
Gaspard de Prony,가스파르 드 프로니
Foued Kadir,푸에드 카디르
Laurent Cantet,로랑 캉테
François-Xavier Poizat,프랑수아그자비에 푸아자
Marie-Claire Restoux,마리클레르 레스투
Line Renaud,린 르노
Anne Marivin,안 마리뱅
Lakhdar Brahimi,라흐다르 브라히미
Françoise Rosay,프랑수와 로제이
Françoise Arnoul,프랑소와 아르놀
Lilyan Chauvin,릴리안 쇼빈
Pierre Sancan,피에르 상캉
Benoît-Joseph Labre,베네딕토 요셉 라브르
Barbara Pompili,바르바라 퐁필리
Yoann Gourcuff,요안 구르퀴프
Jeanne-Marie Leprince de Beaumont,잔 마리 르 프랭스 드 보몽
François de Rugy,프랑수아 드뤼지
Catherine Frot,카트린 프로
Romane Bohringer,로만 보랭제
Camille Crémer,카미유 크레메르
Marguerite Audoux,마르그리트 오두
Jean-Paul Civeyrac,장폴 시베라크
Eugène Atget,외젠 아제
Renaud Dutreil,르노 뒤트렐
Caroline Fourest,카롤린 푸레스트
Hélène Perdrière,엘렌 페르드리에르
Emma Calvé,에마 칼베
Moritz Moszkowski,모리츠 모슈코프스키
Anne-Aymone Giscard d'Estaing,안에몬 지스카르 데스탱
Louise Marguerite de Lorraine,루이즈 마르그리트 드 로렌
Annibale Bozzuti,안니발레 보추티
Jean-Luc Vasseur,장뤼크 바쇠르
Pierre Jamet,피에르 자메
Jean Dalibard,장 달리바르
Claire Chazal,클레르 샤잘
Charles Gleyre,마르크샤를가브리엘 글레르
Frédéric Cuvier,프레데리크 퀴비에
Marcel Bucard,마르셀 뷔카르
Camille Pin,카미유 팽
Marie-Arlette Carlotti,마리아를레트 카를로티
Camélia Jordana,카멜리아 조르다나
Paco Rabanne,파코 라바네
Albert Barillé,알베르 바릴레
Nicole Bricq,니콜 브리크
Caroline Loeb,캐롤라인느 로엡
Christian Louboutin,크리스찬 루부탱
Jacques Ellul,자크 엘륄
Philippe Habert,필리프 아베르
Jean-Louis Borloo,장루이 보를로
Eugène Bigot,외젠 비고
Paul Demiéville,폴 드미에빌
Michel Rolle,미셸 롤
Gaston Julia,가스통 쥘리아
Aldo Maccione,알도 마초네
Marielle de Sarnez,마리엘 드사르네즈
Dany Boon,다니 분
Pascale Audret,파스칼 아우렛
Khatia Buniatishvili,하티아 부니아티슈빌리
André Weil,앙드레 베유
Jacqueline Audry,자클린 오드리
Claire Voisin,클레르 부아쟁
Mélanie-Hélène Bonis,멜라니 보니
Jacques Rancière,자크 랑시에르
Charlotte Delbo,샤를로트 델보
Yannick Kamanan,야니크 카마난
Bernard Courtois,베르나르 쿠르투아
Jacques Weber,자크 베베르
Maxime Gonalons,막심 고날론
Dominique Desseigne,도미니크 드세뉴
Dominique Vivant Denon,도미니크 비방 드농
Gaston Modot,가스통 모도
Paul Delaroche,폴 들라로슈폴 들라로슈
Frédéric Le Play,피에르 기욤 프레데리크 르 플레
Véronique Jannot,베로니크 자노
David Moncoutié,다비드 몽쿠티에
Jean Carrière,장 카리에르
Jean Lurçat,장 뤼르사
Clément Chantôme,클레망 샹토메
Andreï Siniavski,안드레이 시냡스키
Xavier Leroux,그자비에 르루
Nicolas Gillet,니콜라 지예
Camille Claudel,카미유 클로델
Victor Schœlcher,빅토르 쇨셰르
Lucienne Boyer,루시엔느 브와이에
André Lacrampe,앙드레 라크랑프
Alain Lambert,알랭 랑베르
Roger Tréville,로제 트레빌
Dominique-Jean Larrey,도미니크-장 라레
André-Louis Debierne,앙드레루이 드비에른
Patrice Loko,파트리스 로코
Anne Lauvergeon,안 로베르종
François Cheng,프랑수아 쳉
Sarah Abitbol,사라 아비트볼
Louis II d'Anjou,루이 2세 당주
François de Neufville de Villeroy,제2대 빌레루아 공작 프랑수아 드 뇌빌
André Lavagne,앙드레 라바뉴
Claude Miller,클로드 밀러
George Steiner,조지 스타이너
Fouquier-Tinville,푸키에 탱빌
Ferdinand André Fouqué,페르디낭 앙드레 푸케
René Viviani,르네 비비아니
Hector-Martin Lefuel,엑토르 르퓌엘
Suzanne Flon,쉬잔 플롱
Charles Bilot,샤를 빌로
André Lajoinie,앙드레 라주아니
Henry Le Chatelier,앙리 루이 르 샤틀리에
Louis-Joseph de Montcalm,루이조제프 드 몽칼름
Musidora,무시도라
Julius Mordecai Pincas,줄스 파스킨
Bernadette Chirac,베르나데트 시라크
Pierrette Fleutiaux,피에레트 플뢰티오
Roger Caillois,로제 카유아
Tal,탈
Anne d'Alençon,안 달랑송
Christine Boisson,크리스틴 보이슨
Pierre-Paul Prud'hon,피에르폴 프뤼동
Chimène Badi,시멘 바디
Alain Perrin,알랭 페랭
Jean de Matha,마타의 성 요한
Français,프랑스인
Joseph-Nicolas Delisle,조셉 니콜라 드릴
Antoinette Des Houlières,앙투아네트 데줄리에르
Amanda Lear,아만다 레아
Amandine Henry,아망딘 앙리
Amandine Bourgeois,아망딘 부르주아
Corinne Calvet,코린 칼베
Véronique Sanson,베로니크 상송
Malia Metella,말리아 므텔라
Quentin Dupieux,미스터 오이조
Patrick Chamoiseau,파트리크 샤무아조
Joseph Guillemot,조제프 기예모
Géraldine Pailhas,제랄딘 펠라스
André Lerond,앙드레 르롱
Nicolas Escudé,니콜라 에스퀴데
Claude Frollo,클로드 프롤로
Laurent Robert,로랑 로베르
Amanda de Cadenet,아만다 드 카데네트
Jacques Feyder,자크 페데
Eugène-François Vidocq,외젠 프랑수아 비도크
Bernard Genghini,베르나르 젱기니
Arthur III de Bretagne,아르튀르 3세 드 브르타뉴
Paul Avril,에두아르앙리 아브릴
Hervé Morin,에르베 모랭
Richard Cocciante,리카르도 코찬테
Philippe de France,필리프 드 프랑스 왕자
Michel Duchaussoy,미셸 뒤쇼수아
Claude Zidi,클로드 지디
Jean-Paul Marat,장폴 마라
Thomas Bangalter,토마 방갈테르
Guillaume Gille,기욤 질
Charles Frederick Worth,찰스 프레데릭 워스
Rudy Gestede,루디 게스테드
Maurice Rouvier,모리스 루비에
Bertrand Blier,베르트랑 블리에
René Bihel,르네 비엘
Catherine Malabou,카트린 말라부
Medhi Lacen,메흐디 라센
Pascale Trinquet-Hachin,파스칼 트링케
Claude Cheysson,클로드 셰송
Sophie Moniotte,소피 모니오트
Honoré d'Estienne d'Orves,오노레 데스티엔 도르브
Jean-Pierre Vernant,장 피에르 베르낭
Hippolyte Flandrin,이폴리트 플랑드랭
Patrick Le Lay,파트리크 르레
Sofia Essaïdi,소피아 에사이디
Luka Karabatic,뤼카 카라바티치
André Navarra,앙드레 나바라
Catherine Leterrier,카트린 르테리에
Guy-Manuel de Homem-Christo,기마누엘 드 오멩크리스토
Hélène de Beauvoir,엘렌 드 보부아르
Marie-Aude Murail,마리오드 뮈렐
André Néron,앙드레 네롱
Marcel Couraud,마르셀 쿠로
Rémy Di Grégorio,레미 디그레고리오
Amara Diané,아마라 디아네
Maxime Bossis,막심 보시
Caroline Proust,카롤린 프루스트
Philippe Claudel,필리프 클로델
Hélène Boschi,엘렌 보스키
Jean-Marie Massaud,장마리 마소
Kenzō Takada,다카다 겐조
Morgane Dubled,모르강 뒤블레
Dominique Rocheteau,도미니크 로슈토
Valérie Pécresse,발레리 페크레스
Edmonde Charles-Roux,에드몽드 샤를루
Louis-Joseph de France,루이 조제프 드 프랑스
Paul Féval,폴 페발 페르
Robert Louis-Dreyfus,로베르 루이드레퓌스
Raymond Kopa,레이몽 코파
Sarah Bouhaddi,사라 부하디
Alfred Werner,알프레트 베르너
Karima Delli,카리마 델리
Jean-Henri Lambert,요한 하인리히 람베르트
Charles Édouard Guillaume,샤를 에두아르 기욤
Danijel Ljuboja,다니옐 류보야
Blaise Cendrars,블레즈 상드라르
F. R. David,F. R. 데이비드
Charles Spaak,샤를 스파크
Jacques Barrot,자크 바로
Reynaldo Hahn,레날도 안
André Marie Constant Duméril,앙드레 마리 콩스탕 뒤메릴
André Roussin,앙드레 루생
Henri Queuille,앙리 쾨유
Jeanne-Marie Darré,잔마리 다레
Anne-Louis Girodet,안루이 지로데 드 루시트리오종
Yvonne de Gaulle,이본 드골
Benjamin Constant,뱅자맹 콩스탕
Pierre Petit,피에르 프티
Anaïs Demoustier,아나이스 드무스티에
Guillaume Henri Dufour,기욤 앙리 뒤푸르
Arthur Honegger,아르튀르 오네게르
Antoine Griezmann,앙투안 그리즈만
Amaury Leveaux,아모리 르보
Monique Haas,모니크 아스
Alexandre Tuffèri,알렉상드르 튀페르
Sonia Bompastor,소니아 봉파스토르
Anna Maria Ferrero,안나 마리아 페레로
Sandrine Soubeyrand,상드린 수베랑
Patrick Hernandez,패트릭 헤르난데스
Vincent Clerc,뱅상 클레르
Charles Monselet,샤를 몽슬레
Alexandre Yersin,알렉상드르 예르셍
Georges Canguilhem,조르주 캉길렘
Napoléon-Jérôme Bonaparte,나폴레옹 조제프 샤를 폴 보나파르트
Pierre Aubenque,피에르 오방크
Mylène Jampanoï,밀렌느 잠파노이
Jules Lefebvre,쥘 조제프 르페브르
Jocelyne LaGarde,조셀린 라가르드
Gustave Choquet,귀스타브 쇼케
Alain Jessua,알랭 제수아
Edmond Malinvaud,에드먼드 말린보
Nicole Garcia,니콜 가르시아
Philippe Jaccottet,필리프 자코테
Yann Samuell,얀 사뮤엘
Joseph Vinoy,조제프 비누아
Bernard Tschumi,베르나르 추미
Henri-Joseph Rigel,앙리조제프 리겔
Karl Bodmer,카를 보트머
Philippe Garrel,필리프 가렐
Augustin Savard,오귀스탱 사바르
Delphine Chanéac,델핀 샤네아크
Alexandre de Beauharnais,알렉상드르 드 보아르네
Louis Simonneaux,루이 시모노
Charles Dullin,샤를 뒬랭
Stéphane Guivarc'h,스테판 기바르쉬
Philippe Ariès,필립 아리에스
Charles Sturm,자크 샤를 프랑수아 스튀름
André Téchiné,앙드레 테시네
Cristobal Huet,크리스토발 위에
Henri Dor,앙리 도르
André Strappe,앙드레 스트라프
Alexandre Rouleau,알렉상드르 룰로
Esther Duflo,에스더 듀플로
Elli Medeiros,엘리 메데이로스
Geneviève Gambillon,준비에브 강비용
Vitaa,비타
Victor Cousin,빅토르 쿠쟁
Ginette Garcin,지네트 가르신
Linda Hardy,린다 하디
Catherine-Dominique de Pérignon,카트린도미니크 드 페리뇽
André de Longjumeau,롱쥐모의 앙드레
Albert Dupontel,알베르 뒤퐁텔
Françoise Fabian,프랑수아즈 파비앙
Tina Aumont,티나 오몽
Renée Lebas,르네 르바
Youssef El-Arabi,유세프 엘아라비
Bernard Teissier,베르나르 테시에
Laurent Terzieff,로랑 떼르지에프
Angelin Preljocaj,앙줄랭 프렐조카주
Albert-Marie de Monléon,알베르마리 드몽레옹
Jeanne Cherhal,잔 셰랄
Melanie Skotnik,멜라니 멜포르
Raymond V de Toulouse,레몽 5세 드 툴루즈 백작
Marina Foïs,마리나 포이스
Thomas Paine,토머스 페인
Pierre Soulé,피에르 술레
Henri Michel,앙리 미셸
Michel Gondry,미셸 공드리
Florence Arthaud,플로랑스 아르토
Françoise Autrand,프랑수아즈 오트랑
Georges Delerue,조르쥬 들르뤼
Jean-Honoré Fragonard,장오노레 프라고나르
Sylvie Germain,실비 제르맹
Guillaume Farel,기욤 파렐
Alain Mimoun,알랭 미뭉
Ibrahima Sonko,이브라히마 송코
Christiane Rochefort,크리스티안 로슈포르
Raymond Loewy,레이먼드 로위
Raymond Poulidor,레몽 풀리도르
Audrey Fleurot,오드레 플뢰로
