Tokyo,東京
Hinaimachi-ōgita,ヒナイマチオウギタ
Ogawara,小川原
Ō Take,大岳
Ōkomaga Dake,大駒ヶ岳
Ochiishinishi,落石
Oboro Yama,おぼろやま
Oboro,おぼろ
Obihiro Dake,帯広岳
Obitomi,オビトミ
Obatazawa,小畑沢
Nunokawa,ヌノカワ
Numotoru San,ヌモトル山
Numanoue,ヌマノウエ
Numakawa,ぬまかわ
Nukabira Yama,糠平山
Nukabira-gensenkyō,ぬかびら源泉郷
Kōtoku,幸徳
Nozuka Misaki,ノヅカミサキ
Notoro Misaki,のとろみさき
Notori,能取
Nosappu,のさっぷ
Nonai,野内
Nokkamappu Misaki,のっかまっぷみさき
Nogami Tōge,野上峠
Nogami,のがみ
Nitatorushuke Yama,にたとるしゅけやま
Nitachinai,ニタチナイ
Nishiwada,西和田
Nishiura,にしうら
Nishiuedomari,西上泊
Nishiubushi,西産士
Nishishunbetsu,にししゅんべつ
Nishindomari,にしんどまり
Nishikumaneshiri Dake,西クマネシリ岳
Nishicha,ニシチャ
Ninowatari,ニノワタリ
Nikoro Yama,にころやま
Futamata Dake,二岐岳
Iwaonai,岩尾内
Nitta,ニッタ
Nenokuchi,ねのくち
Nemuro Hantō,ねむろはんとう
Neiraku,ネイラク
Netanai Zaki,ねたないざき
Natsuzaka,ナツザカ
Natsudomari Saki,なつどまりさき
Nanatsu Ishi,ななついし
Namidate-maeda,浪館前田
Shin’ei,新栄
Nakui Dake,ナクイダケ
Nakitsura Yama,なきつらやま
Nakazono,なかぞの
Nakayūbetsu,ナカユウベツ
Nakayama Zaki,なかやまざき
Nakatomamu,なかとまむ
Tokomuro,トコムロ
Nakatoikan,なかといかん
Akanchō-nakateshibetsu,あかんちょうなかてしべつ
Nakashunbetsu,なかしゅんべつ
Nakashokotsu,なかしょこつ
Nakashihoro,なかしほろ
Nakasetsuri,ナカセツリ
Nakaōmu,ナカオウム
Maruseppu-murii,丸瀬布武利
Nakahororo,中幌呂
Nakahoronai,なかほろない
Naka Dake,中岳
Nagashima,ながしま
Naganuma,長沼町
Musa Dake,武佐岳
Musa,武佐
Muka Yama,ムカヤマ
Muino Shima,ムイノシマ
Mukainoshiro,向能代
Moya Yama,靄山
Moura,モウラ
Ashikawa,アシカワ
Monponai,モンポナイ
Momoishi,百石町
Monbetsu Yama,モンベツヤマ
Mombetsu-dake,紋別岳
Monbetsu,紋別
Mokoto Yama,モコトヤマ
Moiwa Yama,モイワヤマ
Moima Yama,モイマ山
Moema Yama,もえまやま
Mochirippu,もちりっぷ
Mizukami,ミズカミ
Mizuho,瑞穂
Rubeshibechō-mizuho,留辺蕊町瑞穂
Mizuguchibokujō,浜里
Miyagi,宮城
Mitsumori Yama,三森山
Mitsumata,三股
Mitsui,みつい
Mitsu Dake,みつだけ
Misago Jima,ミサゴ島
Minatomachi,ミナトマチ
Minamiōmu,ミナミオウム
Minaminakano,南中野
Minamikumaneshiri Dake,ミナミクマネシリダケ
Mikuni Yama,ミクニヤマ
Nishibarō,西芭露
Menashidomari,目梨泊
Menagawachō,女那川町
Memuro Dake,芽室岳
Memuro-minami,芽室南
Meiji,メイジ
Meguro,目黒
Matsu Shima,松島
Matsuneshiri Dake,松音知岳
Matsuneshiri,マツネシリ
Masukawa Dake,マスカワダケ
Masugata Yama,ますがたやま
Maru Yama,まるやま
Maru Yama,丸山
Maru Yama,円山
Maru Yama,丸山
Maru Yama,マルヤマ
Maru Yama,まるやま
Makuwanchisappu,マクワンチサップ
Makkari,真狩村
Maesengen Dake,まえせんげんだけ
Mae Dake,マエダケ
Nakajima,中島町
Futami,双海町
Hakata,伯方町
Kamiura,上浦町
Yoshida,吉田町
Miyakubochō-shisakajima,宮窪町四阪島
Shingū,新宮村
Yuge-habu,弓削土生
Sazareo Yama,佐々連尾山
Ōnishi,大西町
Sekizen-okamura,関前岡村
Nakayama,中山町
Nagahama,長浜町
Miyakubo,宮窪町
Mitsukue,三机
Misaki,三崎
Kuma,久万
Komatsu,小松町
Jōhen,城辺町
Iwagi,岩城村
Ikazaki,五十崎
Fukuura,福浦
Chiburi Shima,知夫里島
Chiburi Shima,千振島
Chausu Dake,茶臼岳
Ōshaku Jima,大杓島
Chabatake Yama,茶畑山
Byōbu Misaki,屏風岬
Byōbu Jima,屏風島
Busena Misaki,部瀬名岬
Bunagahira Yama,山毛﨔ガ平山
Bunaga-dake,武奈ヶ岳
Bukō-zan,武甲山
Bukkyō Zan,仏教山
Bōze Jima,坊勢島
Borose Zaki,梵論瀬崎
Boroboro Bana,ボロボロ鼻
Bō Misaki,坊岬
Bodai San,菩提山
Biwa Saki,琵琶崎
Bise Zaki,びせざき
Bise,ビセ
Birugawamachi,蛭川町
Birō Jima,枇榔島
Bindare Jima,鬢垂島
Bessho Dake,別所岳
Benten Zaki,弁天岬
Benten Jima,弁天島
Benten Misaki,弁天岬
Benten Jima,弁天島
Benten Jima,辨天島
Benten Jima,弁天島
Benoki,べのき
Benkei Jima,弁慶島
Basara Yama,婆沙羅山
Banzō Zan,伴蔵山
Ban’ya Dake,番屋岳
Ban Saki,バン崎
Banjirō Dake,万二郎岳
Banjin Misaki,番神岬
Keana Yama,化穴山
Banbachō,馬場町
Ōshimamura-azuchi-kawachi,大島村的山川内
Azu,阿須
Azōji San,安蔵寺山
Azamiga Dake,莇ヶ岳
Awa Shima,粟島
Aharen Zaki,阿波連岬
Awara,あわら市
Atsu Zaki,厚崎
Atsumi Dake,温海岳
Atsumi,温海
Atake Misaki,アタケ岬
Atago-yama,愛宕山
Aso-san,中岳
Ashizaki,芦崎
Ashiomachi-mukaihara,足尾町向原
Ashimine,安次嶺
Ashima Yama,阿島山
Asebino Hana,阿瀬比ノ鼻
Asebichō,阿瀬比町
Asamakakushi Yama,浅間隠山
Asahi Dake,朝日岳
Asagi Zaki,浅黄崎
Arimatsu,有松町
Arifuku Jima,ありふくじま
Ara Saki,荒崎
Aratsuno Saki,荒津崎
Āra Dake,アーラ岳
Arase Zaki,荒瀬崎
Ara Saki,荒崎
Ara Zaki,荒崎
Arao Dake,アラオダケ
Arameno Hana,アラメノ鼻
Arakura Yama,荒倉山
Aragusuku Jima,あらぐすくじま
Aragusuku,新城
Arakaki,新垣
Arasakino Hana,荒崎ノ鼻
Arafune Yama,荒船山
Aō Zaki,阿翁崎
Aoya San,青野山
Aota-nanba Yama,青田難波山
Aoshio Dake,青潮岳　
Ao-shima,青島
Ao Shima,青島
Aosa Zaki,青砂崎
Hiroshimachō-aoki,広島町青木
Aomachi,粟生町
Anshu,安朱
Amurogama,阿室釜
Amino Hana,網の鼻
Amesoko,天底
Ama Misaki,海士岬
Amanokagu Yama,天香久山
Hikoshima-amanogōchō,彦島海士郷町
Amamizu Yama,天水山
Amakazari Yama,雨飾山
Amagoi Dake,雨乞岳
Amagi Dake,天城岳
Akuseki-shima,悪石島
Akon Saki,下根崎
Akehama,明浜町
Akasaki Dake,赤崎岳
Akashina-nakagawate,明科中川手
Akajima Bana,赤島鼻
Aka Shima,アカシマ
Aka Shima,赤島
Akase Zaki,赤瀬崎
Akase Bana,赤瀬鼻
Aka Saki,赤崎
Akasaka,アカサカ
Akaru San,閼伽流山
Akano Jima,赤野島
Akane Zaki,赤根崎　
Akamizu Hana,赤水鼻
Akamaku Misaki,赤丸岬　
Akagami Zaki,赤神崎
Akaishi Bana,赤石鼻
Akahone Shima,赤穂根島
Akaguna Yama,赤久縄山
Akagi San,赤城山
Aka-dake,赤岳
Akabane San,赤羽根山
Aka Bana,赤鼻
Ajisu,阿知須
Ajiro Zaki,網代崎
Ashika Jima,海驢島
Matsushimamachi-aitsu,松島町合津
Aino Shima,藍島
Aino Shima,相ノ島
Aino,愛野町
Aikachō,秋鹿町
Ai Jima,安居島
Aharen,阿波連
Aginami Shima,アギナミ島
Agena,安慶名
Agenashiku Jima,安慶名敷島
Agematsu,上松
Uebaru,上原
Aga-chūō,阿賀中央
Afuso,安富祖
Adange Zaki,阿丹花崎
Abusoko Bana,アブソコ鼻
Abu Saki,虻崎
Abu,阿部
Abegadate Yama,安部ヶ館山
Aba Shima,阿波島
Nishime Zaki,にしめざき
Nishime Dake,西銘岳
Nishime,西銘
Nishikō,にしこう
Nishikiori,錦織
Nishikōne,にしこうね
Nishise Zaki,西瀬崎
Nishiga Saki,西ヶ崎
Nishifukubara,西福原
Kamitsushimachō-nishidomari,上対馬町西泊
Kanmuri Dake,冠岳
Nishiasahi Dake,西朝日岳
Nakaichō-nishigata,中井町西方
Ninzaki,新崎
Ninoshimachō,似島町
Nino Shima,似島
Ninai Shima,にないしま
Nigata-honmachi,仁方本町
Niizo,新曽
Niikura,ニイクラ
Nii Jima,新島
Toyotamachō-nii,豊玉町仁位
Nihon’ōdōri,ニホンオオドオリ
Nihonbashi-hakozakichō,日本橋箱崎町
Yaesu,八重洲
Nichiren Zaki,日蓮崎
Neyano Hana,根谷ノ鼻
Neshikochō,根獅子町
Nerome,ねろめ
Negishichō,ねぎしちょう
Nedakeno Misaki,根岳ノ岬
Nebuto Bana,根太鼻
Neba,根羽村
Natsushimachō,夏島町
Nasu Dake,那須岳
Na Jima,菜島
Na Shima,名島
Nasake Jima,情島
Naru Shima,奈留島
Naruochō,鳴尾町
Nao Shima,直島町
Nantai San,男体山
Nanatsu Shima,七ッ島
Nanatsuga Take,七ヶ岳
Namuya Zaki,南無谷崎
Tomiurachō-namuya,とみうらちょうなむや
Namizato,並里
Namikata,波方町
Namihira,なみひら
Namamugi,ナマムギ
Nakinda Bana,ナキンダ鼻
Nakijin,今帰仁村
Nakazatochō,中里町
Nakatsumine San,中津峰山
Nakatomi,なかとみ
Nakasone,仲宗根
Nakagawachō-nakashima,那賀川町中島
Naka Shima,中島
Nakanunome,中布目
Naka Se,なかせ
Nakano,なかの
Nakanokami,中之上
Nakano,中野
Nakakoshiki Jima,中甑島
Nakakawadai,中川代
Nakajō,中条
Naka-jima,中島
Nakahachinin Yama,中八人山
Kamikoshikichō-nakakoshiki,上甑町中甑
Nakagami Jima,なかがみじま
Naka Dake,中岳
Nakada,仲田
Na Jima,名島
Naiin Jima,内院島
Nagusa Yama,七種山
Nagu Saki,那久岬
Chinzeimachi-nagoya,鎮西町名護屋
Nago Dake,名護岳
Nago,なご
Nagi-san,那岐山
Chōya San,長屋山
Nagatomachi,長門町
Nagato Bana,長戸鼻
Nagate Zaki,長手崎
Nagate Zaki,長手崎
Nagatare Yama,長垂山
Nagata,永田
Naga Shima,長島
Nagasaki Bana,ながさきばな
Nagasaki Bana,長崎鼻
Nagasaki Bana,長崎鼻
Nagai,長井
Nagahamachō,長浜町
Naga Hae,ナガハエ
Nabe Shima,鍋島
Nabekura Yama,鍋倉山
Nabaeno Hana,名南風鼻
Nashiro,名城
Myōken Zan,妙見山
Myōken San,妙見山
Myōken San,妙見山
Myōken Zaki,妙見崎
Myōjōno Bana,明星ノ鼻
Myōjin Shima,明神島　
Myōgi San,妙義山
Myōgane Misaki,ミョウガネミサキ
Mutsuura-minami,六浦南
Mutsuga Dake,六ヶ岳
Misakimachi-mutsuai,三崎町六合
Mu Shima,六島
Mu Shima,六島
Mushiga Mine,虫ヶ峰
Okuchō-mushiage,邑久町虫明
Muro Zaki,室崎
Murozumimura,室積村
Muroto Misaki,室戸岬　
Muronokimachi,室の木町
Nihonbashi-muromachi,日本橋室町
Murokami Yama,室神山
Muku Shima,向島
Muguchi Island,六口島
Mukō Shima,向島
Mukai Shima,向島
Mukae Shima,向島
Mugiyama Hana,麦山鼻
Misakimachi-mozu,美岬町雲津
Motoyama Misaki,本山岬
Motone Misaki,本根岬　
Mototorino Hana,元取ノ鼻
Motobu Hantō,本部半島
Moroki Shima,室木島
Misakimachi-moroiso,ミサキマチモロイソ
Morodomichō-morodomitsu,諸富町諸富津
Yamakunimachi-morizane,山国町守実
Moura Zaki,藻浦崎
Momo Shima,百島
Momonoki Hana,桃ノ木鼻
Tōbaru,とうばる
Mominoki Yama,樅木山
Kyūmoji,旧門司
Mogine Zaki,モギネザキ
Moe Zaki,燃崎
Mizuhashi-tsujigadō,水橋辻ヶ堂
Miyogi Se,ミヨギ瀬
Miyazakino Hana,宮崎ノ鼻
Miyazuka Yama,宮塚山
Miyazuka Yama,宮塚山
Miya Saki,宮崎
Miyara,みやら
Miyahara,ミヤハラ
Miyagi Jima,宮城島
Yonashiro-miyagi,よなしろみやぎ
Miyagi,宮城
Miyaga Hana,宮ヶ鼻
Shikamaku-miya,飾磨区宮
Miura Hantō,みうらはんとう
Miune Yama,三峰山
Mitsushima,満島俘虜収容所
Mitsumine Yama,三峰山
Mitsumine Yama,三津峰山
Mi Une,三嶺
Mitsuke,見附
Mitsugo Yama,三子山
Mitsugo Jima,三ツ子島
Mitsugoegō,三越郷
Mitsugatsuji Yama,三ヶ辻山
Mitsugashira Jima,三ツ頭島
Mitsugarasu,三碓
Mitsujaya,三茶屋
Mitake-san,御岳山
Mita,三田
Mishuku,三宿
Mishōtai Zan,御正体山
Misato,美里
Misakubo,水窪町
Misakimachi-Koajiro,三崎町小網代
Mi Saki,御崎
Birō Tō,美郎島
Biryō Jima,美良島
Mino Shima,美濃島
Minō Sanchi,耳納山地
Mizuchiri Bana,水散鼻
Minatogawa,みなとがわ
Minato,ミナト
Minami-wataridachō,南渡田町
Minamiukibaru Shima,南浮原島
Tsunashimanishi,綱島西
Minamisuna,南砂
Minamikata,南方
Minami Dake,南岳
Minamiaoyama,南青山
Minami,御波
Minada Yama,美名田山
Mimiana Jima,耳穴島
Mikuriya Jima,御厨島
Mikuri Jima,三繰島
Mikuni Yama,三国山
Mikuni Sanmyaku,三国山脈
Mikomoto Jima,神子元島
Mikkabi,三ヶ日町
Mikawa,美川村
Mikawamachi,三川町
Mikamo,美甘村
Mikame,三瓶町
Mikagura Dake,御神楽岳
Mikagemori Yama,御影森山
Mikado Shima,三角島　
Miike San,三池山
Mihonosekichō-mihonoseki,美保関町美保関
Mihara Yama,三原山
Mezeno Hana,女瀬ノ鼻
Me Shima,女島
Memaru Yama,目丸山
Me Jima,雌島
Meinohama,姪の浜
Meibano Hana,名馬ノ鼻
Medono Hana,目戸鼻　
Maya San,麻耶山
Matsuyama Zaki,松山崎
Matsu Shima,松島
Matsu Shima,松島
Matsu Shima,松島
Matsuidamachi-matsuida,松井田町松井田
Matsu Bana,松鼻
Matsuga Hana,松ヶ鼻
Matsuda-sōryō,松田惣領
Okinomatsu Bae,沖のマツバエ
Madanbashi,真玉橋
Masugata Yama,桝形山
Ma Zaki,真崎
Hagiya Zaki,萩谷崎
Maruyama Jima,丸山島
Maruyama Hana,丸山鼻
Maruono Hana,丸尾ノ鼻
Marunouchi,丸の内
Man Zaki,マン崎
Manju San,満寿山
Manegahira,間根ヶ平
Manazuru Misaki,真鶴岬
Manabe Shima,真鍋島
Makuchi,マクチ
Maki Zaki,牧崎
Maki Zaki,牧崎
Makiminato,牧港
Maki Bana,牧鼻
Maja,マジャ
Maisaka,舞阪町
Maiko Jima,舞子島
Ma Hana,間鼻
Mago Zaki,孫崎
Maezato,真栄里
Maetsuyoshichō,前津吉町
Maeda Misaki,真栄田岬
Maeda,真栄田
Mae Shima,前島
Mae Jima,前島
Mae Shima,前島
Mae Shima,前島
Hishikari-maeme,菱刈前目
Maeko Jima,前子島
Maeganeku,前兼久
Mae-shima,まえじま
Maehotaka,前武尊
Maedomari,前泊
Maehira,真栄平
Maebaru,前原
Maebaru,まえばる
Mae Shima,前島
Madomari,マドマリ
Madara Shima,馬渡島
Madarao Yama,斑尾山
Madara Shima,斑島
Machika Bana,待鹿鼻
Makiya,真喜屋
Kyūshū Sanchi,九州山地
Kyūragimachi-Kyūragi,厳木町厳木
Kyōzuka Yama,経塚山
Kyōzuka Yama,経塚山
Kyōragi San,京羅木山
Matsushimamachi-kyōragi,マツシママチキョウラギ
Kyōnojōrō Shima,京ノ上臈島
Kyōga Mine,経ヶ峰
Kūjuzaki Point,空寿崎
Kuzure Bana,崩鼻
Kuwa Shima,くわしま
Kuta Shima,久多島
Kamotomachi-kutami,カモトマチクタミ
Kusuya Bana,楠屋鼻
Kusuuramachi,クスウラマチ
Kusumino Hana,久須美鼻
Kusugamichō,楠上町
Kusugaurachō,楠ヶ浦町
Kushi Zaki,串崎
Kushi Zaki,串崎
Kushiyama Saki,串山崎
Kushiyamano Hana,串山ノ鼻
Kushi Jima,串島
Kushiga Hana,串ヶ鼻
Kushi Dake,久志岳
Kuse,久世町
Kusa Shima,草島
Ōtemachi,大手町
Kuru Shima,来島
Kuruma Yama,車山
Kuruma Dake,車岳
Kurosu,黒須
Kuro Shima,黒島
Kuro Shima,クロシマ
Kurose Zaki,黒瀬崎
Kurosakino Hana,黒崎の鼻
Kurose Bana,黒瀬鼻
Kurosaki Bana,黒崎鼻
Kuro Saki,黒崎
Kuromae Zaki,黒前崎
Kurokura Yama,黒倉山
Kuroko Shima,黒子島
Kuroki Shima,クロキ島
Kurogimachi-kurogi,黒木町黒木
Kurokami Jima,黒髪島
Kurokami,くろかみ
Kurohime Yama,黒姫山
Kurobi San,黒檜山
Kurobaru Yama,黒原山
Kurihama,久里浜
Kuratsuma Zaki,倉妻崎
Kurasaki Hana,鞍崎鼻
Kurama,鞍馬山
Kurakake Bana,鞍掛鼻
Kurakake Shima,クラ掛島
Kura Dake,くらたけ
Kura Take,クラタケ
Kunoshita Zaki,久ノ下崎
Kunimi Dake,国見岳
Kunimi Yama,国見山
Kunimi Yama,国見山
Kunimi Yama,クニミヤマ
Kunimi Yama,国見山
Kunimi Dake,国見岳
Kunijima,柴島
Kumosō Yama,雲早山
Kume,久米
Jōnanmachi-kumanoshō,城南町隈庄
Kumamoto Railway Station,熊本市
Kumaga Dake,熊ヶ岳
Kuki Zaki,九鬼崎
Kukedo Bana,潜戸鼻
Kuka,久賀
Kujūku Shima,九十九島
Kujira Jima,鯨島
Kugami Yama,国上山
Kohatsu,小波津
Kuenohira Yama,崩平山
Kuefu Jima,クエフ島
Kudoyama,九度山
Kudaka Jima,久高島
Kuchinotsu,口之津町
Kuchino-shima,口之島
Kuchiki Zaki,口木崎
Kuba Shima,久場島
Kōzu Shima,神津島
Kozuru,コヅル
Toyotamachō-kozuna,豊玉町小綱
Kozuchi Jima,小槌島
Kōzumachi,木津町
Kōzaki Bana,神崎鼻
Kō Zaki,甲崎
Ko Zaki,小崎
Kōzai-honmachi,香西本町
Koyurugi Misaki,小動岬
Koyoko Shima,小横島
Kōyama Misaki,高山岬
Niōji Dake,二王子岳
Kadena Air Base,カデナヒコウジョウ
Gizu Zaki,儀津崎
Eino Shima,永ノ島
Zōzo,蔵々
Nagano Bonchi,長野盆地
Zenitsubo Yama,銭壺山
Zenigame Zaki,銭亀崎
Zenda,ゼンダ
Zanpa Misaki,残波岬
Zakimi,ざきみ
Zaisho,ざいしょ
Zaha,座波
Yusuhara,檮原
Yura Shima,由良島
Yunotsuchō-kohama,温泉津町小浜
Yunosawa Dake,湯ノ沢岳
Yunokawachi,湯川内
Yona,与那
Yumega Saki,夢ヶ崎
Yui,由比
Yuge Shima,ゆげしま
Yudono San,湯殿山
Yude,湯出
Yūmachi,由宇町
Yoza Dake,与座岳
Yoshiwara,吉原
Yoshiura-ikenourachō,吉浦池ノ浦町
