党委书记,당 서기
布洛阿特峰,브로드피크
嶗山區,라오산구
中共中央办公厅,중국 공산당 중앙판공청
56網,56.com
海拉尔区,하이라얼구
中国邮政储蓄银行,중국우정저축은행
济南大学,지난 대학
滷水墨魚,로서이막위
香蕉糕,헝지우고우
嘉陵江,자링강
北角,박곡
苏州站,쑤저우역
县辖区,현할구
地区,지구
呼倫湖,후룬호
天津津门虎足球俱乐部,톈진 진먼후
南溪区,난시 현
曲阳路站,추양루 역
西藏北路站,시짱베이루 역
鲅鱼圈区,바위취안구
嘉峪關市,자위관시
天水市,톈수이시
北安市,베이안시
北江,북강
山东泰山足球俱乐部,산둥 타이산
赣江,간장 강
中华人民共和国监察部,중화인민공화국 감찰부
白银市,바이인시
西安清真大寺,시안다칭전사
佛坪县,포핑현
红卫兵,홍위병
南昌地铁,난창 지하철
京西国际学校,경서 국제 학교
黑龙江大学,헤이룽장 대학
北回归线,북회귀선
巴中市,바중시
中山大学,중산 대학
岑溪市,천시시
2009年冬季世界大學生運動會,2009년 동계 유니버시아드
白玉县,바이위현
昌都邦達機場,창두 방다 공항
翠屏区,추이핑구
酒泉市,주취안시
成山路站,청산루 역
屯門區,튄문구
凌兆新村站,링자오신춘 역
宝安公路站,바오안꽁루 역
杭州站,항저오 역
第5屆亞洲電影大獎,제5회 아시안 필름 어워즈
2007年中国反卫星导弹试验,위성공격무기
岳麓区,웨루구
北镇市,베이전시
金昌市,진창시
巴彦县,바옌현
巴音郭楞蒙古自治州,바인골린 몽골 자치주
平凉市,핑량시
中华人民共和国财政部,중화인민공화국 재정부
翔殷路站,상인루 역
街道,가도변사소
中国高速铁路,중화인민공화국의 고속철도
卢沟桥,루거우차오
都江堰,두장옌
佛冈县,포강현
京哈高速公路,징하 고속공로
化隆回族自治县,화룽 후이족 자치현
人民英雄纪念碑,인민영웅기념비
2008年中国大奖赛,2008년 포뮬러 원 중화인민공화국 그랑프리
府谷县,푸구현
九龍城區,가우룽싱구
南區,난 구
大沽口炮台,다구포대
天津奥林匹克体育中心体育场,톈진 올림픽 센터 체육장
内蒙古大学,내몽골 대학
鄂伦春族,어룬춘족
哈尔滨站,하얼빈역
滨洲铁路,빈저우 철로
茶陵县,차링현
中华人民共和国交通运输部,중화인민공화국 교통운수부
中华人民共和国司法部,중화인민공화국 사법부
中國人民解放軍駐香港部隊,중국인민해방군 주홍콩부대
燕山大学,옌산 대학
湘江,상강
嘉绒语,걀롱어
中国政法大学,중국정법대학
上海虹橋站,상하이 훙차오역
川汇区,촨후이구
船营区,촨잉구
芒康县,망캉현
呼和浩特市,후허하오터시
江口县,장커우현
北京语言大学,베이징 어언대학
保安族,바오안족
赤壁之戰,적벽 대전
先行者,선행자
灣仔區,완자이구
中国人民解放军国防科技大学,중국인민해방군국방과기대학
中国石化,중국석유화공
安化县,안화현
长沙地铁,창사 지하철
桂林路站,구이린루역
東亞共同體,동아시아 공동체
河西走廊,하서주랑
册亨县,처헝현
中国足球协会乙级联赛,중국 축구 을급 리그
昆明市,쿤밍시
統一戰線,통일전선
安国市,안궈시
2008年夏季奧林匹克運動會壘球比賽,2008년 하계 올림픽 소프트볼
渠江,거강
相城区,샹청구
中国人民解放军海军陆战队,중국인민해방군 해군육전대
南浦站,난푸 역
南日島戰役,난르다오 전역
中华人民共和国高速公路,중화인민공화국의 고속도로
福田站,복전 기차역
海南島,하이난섬
城阳区,청양구
钓鱼台国宾馆,댜오위타이 국빈관
中央人民政府和西藏地方政府关于和平解放西藏办法的协议,십칠조협의
中华人民共和国国务委员,국무위원
河北大学,허베이 대학
友谊西路站,여우이시루 역
上海美术电影制片厂,상하이 애니메이션 필름 스튜디오
澳門特別行政區政府,마카오 특별행정구 정부
黄山市,황산시
新津区,신진현
安吉县,안지현
渝北区,위베이구
红旗渠,홍기거
荐福寺,천복사
膠濟鐵路,자오지 철로
天水圍站,티안쉬웨이 역
查干湖,차간호
中国篮球协会,중국 농구 협회
鲁迅公园,루쉰 공원
中国东北地区,둥베이
对外经济贸易大学,대외경제무역대학교
自治旗,자치기
重庆大学,충칭 대학
中華人民共和國法律,중화인민공화국의 법
明清皇家陵寝,명과 청 시대의 황릉
蚌山区,벙산구
香港區議會,홍콩의 구의회
滨绥铁路,빈쑤이 철로
京承铁路,징청 철로
桑干河,쌍첸허
南疆铁路,난장 철로
重庆轨道交通2号线,충칭 궤도교통 2호선
船山区,촨산구
龙华站,룽화 역
中越關係,베트남-중화인민공화국 관계
库尔勒市,쿠얼러시
庆阳市,칭양시
南山区,난산구
汕头大学,산터우 대학
复旦大学上海医学院,상하이 제1의과대학교
南关区,난관구
郊区,자오구
南涧彝族自治县,난젠 이족 자치현
岳池县,웨츠현
乡城县,샹청현
泸定县,루딩현
二里頭文化,얼리터우 문화
甘州区,간저우구
宁远县,닝위안현
扶余市,푸위시
天津天海足球俱乐部,톈진 톈하이
中华人民共和国副主席,중화인민공화국 부주석
南京军区,난징 군구
济南军区,지난 군구
广州军区,광저우 군구
人民广场,인민광장
吳城文化,우청 문화
长汀县,창팅현
昌图县,창투현
长武县,창우 현 (셴양 시)
长阳土家族自治县,창양 투자족 자치현
渤海,보하이해
曹县,차오현
南部县,난부현
石棉县,스몐현
西充县,시충현
邻水县,린수이현
宣汉县,쉬안한현
天全县,톈취안현
洪雅县,훙야현
理县,리현
南迦巴瓦峰,남차바르와산
中山纪念堂,중산기념당
上海博物馆,상하이 박물관
大中足球會,타이충 FC
加舒尔布鲁木II峰,가셔브룸 2봉
雁江区,옌장구
顺庆区,순칭구
开江县,카이장현
時代廣場,타임스 스퀘어
越王勾践剑,월왕구천검
东方红,동방홍
绍兴柯桥越甲足球俱乐部,하얼빈 이텅
西九龍中心,드래건 센터
銅鑼灣,코즈웨이베이
淳安县,춘안현
中朝边界,조중 국경
揭阳潮汕机场,제양 차오산 국제공항
蒙古縱貫鐵路,몽골 횡단 철도
南京禄口国际机场,난징 루커우 국제공항
雅江县,야장현
八步区,바부구
合肥市,허페이시
长宁县,창닝 현 (이빈 시)
长清区,창칭구
长沙县,창사현
常山县,창산현
门头沟区,먼터우거우구
仁化县,런화현
措美县,춰메이현
庆城县,칭청현
中华人民共和国地理极点,중국의 극점
大连实德足球俱乐部,다롄 스더
禅城区,찬청구
橙天嘉禾,골든 하베스트
2008年夏季奧林匹克運動會游泳比賽女子200米自由泳比賽,2008년 하계 올림픽 수영 여자 200m 자유형
淳化县,춘화현
中华人民共和国国防科学技术工业委员会,중화인민공화국 국방과학기술공업위원회
錦上路站,진상루 역
欣澳站,서니베이역
2008年夏季奧林匹克運動會女子50米自由泳比賽,2008년 하계 올림픽 수영 여자 50m 자유형
清湖站,칭후 역
喀和鐵路,카허 철로
公民体育会,시티즌 AA
长安区,창안 구 (스자좡 시)
长安区,창안 구 (시안 시)
長島縣,창다오현
兰州市,란저우시
武胜县,우성현
江安县,장안현
乐至县,러즈현
广东日之泉足球俱乐部,광둥 르지취안
长丰县,창펑현
长葛市,창거시
大庆油田,다칭 유전
諾門罕戰役,할힌골 전투
曾都区,쩡두구
长洲区,창저우구
瀍河回族区,찬허 후이족구
三山五嶽,오악
潮安区,차오안 현
中國共產黨全國代表大會,중국 공산당 전국대표대회
回族,후이족
增城区,쩡청 시
加舒尔布鲁木I峰,가셔브룸 1봉
扶绥县,푸쑤이현
重庆足球俱乐部,충칭 FC
湖南湘濤足球俱樂部,후난 샹타오
楚雄市,추슝시
西藏航空,티베트 항공
洛陽市,뤄양시
青神县,칭선현
丹巴县,단바현
高坪区,가오핑구
南江县,난장현
中國時區,중국 시간
中国商用飞机,중국상용항공공사
卫滨区,웨이빈구
中华人民共和国国徽,중화인민공화국의 국장
达拉特旗,다라터 기
香港終審法院,홍콩 종심법원
港鐵巴士,MTR 버스
叶尔羌河,예얼창 강
辽河,랴오허
長興縣,창싱현
长垣市,창위안현
昌邑市,창이시
桂林市,구이린시
203国道,국도 제203호선
中华人民共和国网络审查,중화인민공화국의 인터넷 검열
數碼港,사이버포트
长海县,창하이현
昌江区,창장구
昌乐县,창러현
甘南县,간난현
清迈会议精神,치앙마이 이니셔티브
武汉长江足球俱乐部,우한 FC
上海海港足球俱乐部,상하이 하이강
武汉大学,우한 대학
汉源县,한위안현
炉霍县,루훠현
九寨沟县,주자이거우현
彭山区,펑산구
涪陵區,푸링구
巴南區,바난구
西安地铁,시안 지하철
2008年夏季奧林匹克運動會籃球比賽,2008년 하계 올림픽 농구
西區海底隧道,웨스턴 하버 크로싱
香港大會堂,홍콩 대회당
九龍灣,주룽완
磁县,츠현
慈利县,츠리현
沈阳中泽足球俱乐部,선양 선베이
安龙县,안룽현
安陆市,안루시
盐源县,옌위안현
会理市,후이리현
叙州区,이빈 현
筠连县,쥔롄현
成都飞机工业集团,청두 항공기공업 그룹
延边长白山职业足球队,연변장백산직업축구팀
临县,린현
乌海,우하이시
昆仑山脉,쿤룬산맥
潮阳区,차오양 구 (산터우 시)
中俄混合語,캬흐타어
八達通,옥토퍼스 카드
九龙县,주룽현
石渠县,스취현
色达县,써다현
江淮汽车,JAC 자동차
长城汽车,만리장성 자동차
青山区,칭산구
漾濞彝族自治县,양비 이족 자치현
马龙区,마룽 현
凤冈县,펑강현
沈大高速公路,선다 고속공로
香格里拉酒店,샹그릴라 호텔
北海舰队,북해함대
东辽河,둥랴오허
宜章县,이장현
貴陽市,구이양시
长顺县,창순현
长泰区,창타이현
普格县,푸거현
六枝特区,류즈 특구
冕宁县,몐닝현
海口市,하이커우시
藏族,티베트족
鄂尔多斯市,어얼둬쓰시
晴隆县,칭룽현
凤庆县,펑칭현
澜沧拉祜族自治县,란창 라후족 자치현
荔波县,리보현
西秀区,시슈구
黄平县,황핑현
平坝区,핑바 현
贵定县,구이딩현
定西市,딩시시
津塔,톈진 세계금융센터
2004年亞洲盃足球賽,2004년 AFC 아시안컵
昌邑区,창이구
中國2010年上海世界博覽會,2010년 세계 박람회
釣魚臺列嶼主權問題,센카쿠 열도 분쟁
渭河平原,관중 (지명)
昌黎县,창리현
漢長陵,장릉
长岭县,창링현
昌宁县,창닝 현 (바오산 시)
鲤城区,리청구
南京中国近代史遗址博物馆,난징 총통부
区,시할구
中华人民共和国城市列表,중화인민공화국의 도시 목록
从江县,충장현
教师节,교사의 날
泉港区,취안강구
靖宇县,징위현
中央军事委员会,중앙군사위원회 (중국)
阆中市,랑중시
沐川县,무촨현
绥阳县,쑤이양현
安平县,안핑현
安丘市,안추시
安仁县,안런현
务川仡佬族苗族自治县,우촨 거라오족 먀오족 자치현
云县,윈현
沿河土家族自治县,옌허 투자족 자치현
湄潭县,메이탄현
永胜县,융성현
峨山彝族自治县,어산 이족 자치현
巧家县,차오자현
独山县,두산현
汇川区,후이촨구
金阳县,진양현
盘州市,판저우시
水城区,수이청구
错那市,춰나현
友谊县,유이현
中国第一汽车集团有限公司,디이 자동차
丛台区,충타이구
碧江区,비장구
西拉木伦河,시라무룬허
甘洛县,간뤄현
珙县,궁현
雷波县,레이보현
喜德县,시더현
2011年中国足球超级联赛,중국 슈퍼리그 2011
珍宝岛,전바오섬
世界电子竞技大赛2009,월드 사이버 게임즈 2009
中環蘇豪區,쑤하오
赤峰市,츠펑시
2008年夏季奧林匹克運動會田徑比賽,2008년 하계 올림픽 육상
中原,중원 (중국)
巢湖,차오호
潮南区,차오난구
华东地区,화둥
朝天区,차오톈구
朝阳县,차오양현
国家开发银行,국가개발은행
2008年夏季奧林匹克運動會自行車比賽－女子BMX賽,2008년 하계 올림픽 사이클 여자 BMX
2008年夏季奧林匹克運動會自行車比賽－女子爭先賽,2008년 하계 올림픽 사이클 여자 스프린트
中国民主促进会,중국 민주 촉진회
中国农工民主党,중국 농공 민주당
上海联城足球俱乐部,상하이 롄청
2010年中国足球超级联赛,중국 슈퍼리그 2010
张家界荷花国际机场,장자제 공항
2010年亞洲運動會柔道比賽,2010년 아시안 게임 유도
越西县,웨시현
会东县,후이둥현
威宁彝族回族苗族自治县,웨이닝 이족 후이족 먀오족 자치현
普定县,푸딩현
通辽市,퉁랴오시
安宁市,안닝시
安宁区,안닝구
蒙山县,멍산현
鄂温克族,예벤키족
呼伦贝尔市,후룬베이얼시
金沙县,진사현
古城区,구청구
师宗县,스쭝현
中共中央党校,중국공산당 중앙당교
2008年夏季奧林匹克運動會足球比賽,2008년 하계 올림픽 축구
包头市,바오터우시
蘆洲區,루저우구
西灣大橋,사이반 대교
高昌区,고창 구
三穗县,싼쑤이현
普安县,푸안현
华坪县,화핑현
麻江县,마장현
安塞区,안싸이 현
元江哈尼族彝族傣族自治县,위안장 하니족 이족 다이족 자치현
纳雍县,나융현
富源县,푸위안현
海島市,하이다오시
望德堂區,상라자루 당구
大堂區,세 당구
風順堂區,펑순 당구
市府恆隆廣場,포럼 66
中國香港體育協會暨奧林匹克委員會,홍콩 차이나 체육 연맹 올림픽 위원회
新九龍,신주룽
飞天航天服,페이티엔 우주복
什刹海,스차하이
红其拉甫山口,쿤자랍 고개
措勤县,춰친현
东山区,둥산구
锦江,금강
厦门足球俱乐部,샤먼 란스
中国民主建国会,중국 민주 건국회
港式英語,홍콩식 영어
幻彩詠香江,심포니 오브 라이트
中华人民共和国国家安全部,중화인민공화국 국가안전부
