陈定,チンサダ,chén dìng,chinsada
祖蓝,ソアイ,MODIFIED,zǔ lán,soai
伊汶,ウォン,MODIFIED,yī wèn,won
重瑞,ジュウミズ,MODIFIED,zhòng ruì,juumizu
宏基,ヒロシモト,MODIFIED,hóng jī,hiroshimoto
超贤,ラム,MODIFIED,chāo xián,ramu
建明,タテアキラ,MODIFIED,jiàn míng,tateakira
国令,クニレイ,MODIFIED,guó lìng,kunirei
武,タケ,MODIFIED,wǔ,take
大伟,ダイエラ,MODIFIED,dà wěi,daiera
瑞敏,ミズサトシ,MODIFIED,ruì mǐn,mizusatoshi
圆圆,エンエン,MODIFIED,yuán yuán,enen
佳军,ケイグン,MODIFIED,jiā jūn,keigun
汉杰,カンスグル,MODIFIED,hàn jié,kansuguru
家义,イエヨシ,MODIFIED,jiā yì,ieyoshi
蕊蕊,シベシベ,MODIFIED,ruǐ ruǐ,shibeshibe
学远,ガクトオ,MODIFIED,xué yuǎn,gakutoo
长才,チョウサイ,MODIFIED,cháng cái,chousai
双战,ソウセン,MODIFIED,shuāng zhàn,sousen
柁,カジ,MODIFIED,tuó,kaji
洁清,イサギヨキヨシ,MODIFIED,jié qīng,isagiyokiyoshi
雷雷,カミナリカミナリ,MODIFIED,léi léi,kaminarikaminari
金羽,キムハネ,MODIFIED,jīn yǔ,kimuhane
洪波,ヒロシナミ,MODIFIED,hóng bō,hiroshinami
光达,ヒカリタチ,MODIFIED,guāng dá,hikaritachi
洪祥,ヒロシサチ,MODIFIED,hóng xiáng,hiroshisachi
凤和,オオトリカズ,MODIFIED,fèng hé,ootorikazu
宏伟,ヒロシエラ,MODIFIED,hóng wěi,hiroshiera
大雷,ダイカミナリ,MODIFIED,dà léi,daikaminari
咏琪,リョン,MODIFIED,yǒng qí,ryon
嘉玲,ラウ,MODIFIED,jiā líng,rau
特立,トクリツ,MODIFIED,tè lì,tokuritsu
厚泽,アツサワ,MODIFIED,hòu zé,atsusawa
大辉,ダイキ,MODIFIED,dà huī,daiki
少秋,チェン,MODIFIED,shǎo qiū,chen
成军,ナルグン,MODIFIED,chéng jūn,narugun
树新,キシン,MODIFIED,shù xīn,kishin
瑞环,ミズタマキ,MODIFIED,ruì huán,mizutamaki
任穷,ニンキュウ,MODIFIED,rèn qióng,ninkyuu
倩扬,チャン,MODIFIED,qiàn yáng,chan
学圻,シュエチー,MODIFIED,xué qí,shuechī
奕迅,チャン,MODIFIED,yì xùn,chan
岳梁,タケヤナ,MODIFIED,yuè liáng,takeyana
鸣心,ナココロ,MODIFIED,míng xīn,nakokoro
荣成,サカエナル,MODIFIED,róng chéng,sakaenaru
贤达,ケンタチ,MODIFIED,xián dá,kentachi
志武,ココロザシブ,MODIFIED,zhì wǔ,kokorozashibu
全安,チュアンアン,MODIFIED,quán ān,chuanan
亚平,アタイラ,MODIFIED,yà píng,ataira
成发,ナルハツ,MODIFIED,chéng fā,naruhatsu
义夫,ヨシオ,MODIFIED,yì fū,yoshio
锦鹏,クワン,MODIFIED,jǐn péng,kuwan
永烈,エイレツ,MODIFIED,yǒng liè,eiretsu
鸣久,ナヒサ,MODIFIED,míng jiǔ,nahisa
人庆,ヒトケイ,MODIFIED,rén qìng,hitokei
妙可,ミョウカ,MODIFIED,miào kě,myouka
青云,チンワン,MODIFIED,qīng yún,chinwan
建宗,タテタカシ,MODIFIED,jiàn zōng,tatetakashi
求发,モトメハツ,MODIFIED,qiú fā,motomehatsu
拥辉,ヨウテル,MODIFIED,yōng huī,youteru
树刚,キツヨシ,MODIFIED,shù gāng,kitsuyoshi
宏坤,ヒロシヒツジサル,MODIFIED,hóng kūn,hiroshihitsujisaru
乙,オツ,MODIFIED,yǐ,otsu
晓光,ギョウコウ,MODIFIED,xiǎo guāng,gyoukou
卓睿,アンドリュー,MODIFIED,zhuó ruì,andoryū
景臣,ケイシン,MODIFIED,jǐng chén,keishin
洪猛,ヒロシタケシ,MODIFIED,hóng měng,hiroshitakeshi
显波,アラワハ,MODIFIED,xiǎn bō,arawaha
新良,シンリョウ,MODIFIED,xīn liáng,shinryou
展南,テンミナミ,MODIFIED,zhǎn nán,tenminami
教成,ノリナリ,MODIFIED,jiào chéng,norinari
本顺,ホンジュン,MODIFIED,běn shùn,honjun
达哲,イタルアキラ,MODIFIED,dá zhé,itaruakira
兴瑞,キョウミズ,MODIFIED,xīng ruì,kyoumizu
海心,ウミシン,MODIFIED,hǎi xīn,umishin
家良,カーリョン,MODIFIED,jiā liáng,kāryon
震云,シンクモ,MODIFIED,zhèn yún,shinkumo
国坤,クニヒツジサル,MODIFIED,guó kūn,kunihitsujisaru
寅初,トラハツ,MODIFIED,yín chū,torahatsu
少华,ショウハナ,MODIFIED,shǎo huá,shouhana
美银,メイイン,MODIFIED,měi yín,meiin
学铭,ガクメイ,MODIFIED,xué míng,gakumei
越崎,エツサキ,MODIFIED,yuè qí,etsusaki
崇清,タカシキヨシ,MODIFIED,chóng qīng,takashikiyoshi
大钧,ダイヒトシ,MODIFIED,dà jūn,daihitoshi
明仁,アキヒト,MODIFIED,míng rén,akihito
力子,リキコ,MODIFIED,lì zǐ,rikiko
希同,マレドウ,MODIFIED,xī tóng,maredou
英红,エイベニ,MODIFIED,yīng hóng,eibeni
孟达,マンタ,MODIFIED,mèng dá,manta
靖华,シュー,MODIFIED,jìng huá,shū
恒岩,ツネイワ,MODIFIED,héng yán,tsuneiwa
福连,フクレン,MODIFIED,fú lián,fukuren
金才,キムサイ,MODIFIED,jīn cái,kimusai
人美,ヒトミ,MODIFIED,rén měi,hitomi
南起,ミナミオコシ,MODIFIED,nán qǐ,minamiokoshi
景略,ケイリャク,MODIFIED,jǐng lüè,keiryaku
孟超,タケシチョウ,MODIFIED,mèng chāo,takeshichou
文光,ブンコウ,MODIFIED,wén guāng,bunkou
兴初,キョウハツ,MODIFIED,xīng chū,kyouhatsu
树根,キネ,MODIFIED,shù gēn,kine
青长,アオチョウ,MODIFIED,qīng cháng,aochou
光宪,ミツノリ,MODIFIED,guāng xiàn,mitsunori
亦武,マタタケシ,MODIFIED,yì wǔ,matatakeshi
江华,コウハナ,MODIFIED,jiāng huá,kouhana
丰毅,ユタカアツシ,MODIFIED,fēng yì,yutakaatsushi
至立,イタリリツ,MODIFIED,zhì lì,itariritsu
铭枢,メイクルル,MODIFIED,míng shū,meikururu
文卓,マンチェク,MODIFIED,wén zhuó,mancheku
胜俊,カツトシ,MODIFIED,shèng jùn,katsutoshi
汶泽,トウ,MODIFIED,wèn zé,tou
英,エイ,MODIFIED,yīng,ei
若诚,ワカマコト,MODIFIED,ruò chéng,wakamakoto
圣依,キヨシヨ,MODIFIED,shèng yī,kiyoshiyo
恩泽,オンタク,MODIFIED,ēn zé,ontaku
家杰,イエスグル,MODIFIED,jiā jié,iesuguru
桓武,カンム,MODIFIED,huán wǔ,kanmu
光正,ミツマサ,MODIFIED,guāng zhèng,mitsumasa
振义,フヨシ,MODIFIED,zhèn yì,fuyoshi
忠诚,チュウセイ,MODIFIED,zhōng chéng,chuusei
研农,ケンミノリ,MODIFIED,yán nóng,kenminori
国英,クニエイ,MODIFIED,guó yīng,kuniei
永丽,エイウララ,MODIFIED,yǒng lì,eiurara
崇年,タカシネン,MODIFIED,chóng nián,takashinen
立峰,タツホウ,MODIFIED,lì fēng,tatsuhou
壮龙,タケシリュウ,MODIFIED,zhuàng lóng,takeshiryuu
英挺,エイテイ,MODIFIED,yīng tǐng,eitei
润儿,ジュンジ,MODIFIED,rùn ér,junji
长江,ナガエ,MODIFIED,cháng jiāng,nagae
首道,クビドウ,MODIFIED,shǒu dào,kubidou
长工,チョウコウ,MODIFIED,cháng gōng,choukou
永泰,エイヤスシ,MODIFIED,yǒng tài,eiyasushi
登平,トウタイラ,MODIFIED,dēng píng,toutaira
会作,カイサク,MODIFIED,huì zuò,kaisaku
明泽,アキラサワ,MODIFIED,míng zé,akirasawa
石秋,イシアキ,MODIFIED,shí qiū,ishiaki
春秋,シュンジュウ,MODIFIED,chūn qiū,shunjuu
毅然,キゼン,MODIFIED,yì rán,kizen
平山,ヒラヤマ,MODIFIED,píng shān,hirayama
述之,ジュツノ,MODIFIED,shù zhī,jutsuno
云根,クモ,MODIFIED,yún gēn,kumo
鼎新,カナエシン,MODIFIED,dǐng xīn,kanaeshin
明复,メイフク,MODIFIED,míng fù,meifuku
小雨,コサメ,MODIFIED,xiǎo yǔ,kosame
平伯,ヒラハク,MODIFIED,píng bǎi,hirahaku
至成,ココロザシシゲル,MODIFIED,zhì chéng,kokorozashishigeru
锡兰,スズラン,MODIFIED,xī lán,suzuran
选宁,センヤスシ,MODIFIED,xuǎn níng,senyasushi
精松,セイマツ,MODIFIED,jīng sōng,seimatsu
力群,チカラグン,MODIFIED,lì qún,chikaragun
家军,イエグン,MODIFIED,jiā jūn,iegun
粉林,コナリン,MODIFIED,fěn lín,konarin
振起,シンキ,MODIFIED,zhèn qǐ,shinki
火星,カセイ,MODIFIED,huǒ xīng,kasei
敬,ケイ,MODIFIED,jìng,kei
祥明,サチアキラ,MODIFIED,xiáng míng,sachiakira
景德,ケイトク,MODIFIED,jǐng dé,keitoku
新亭,シンチン,MODIFIED,xīn tíng,shinchin
东昌,アズマアキラ,MODIFIED,dōng chāng,azumaakira
怀亮,フトコロアキラ,MODIFIED,huái liàng,futokoroakira
天佑,テンユウ,MODIFIED,tiān yòu,tenyuu
丰平,トヨヘイ,MODIFIED,fēng píng,toyohei
树森,キモリ,MODIFIED,shù sēn,kimori
文泉,ブンイズミ,MODIFIED,wén quán,bunizumi
来柱,ライハシラ,MODIFIED,lái zhù,raihashira
定发,ジョウハツ,MODIFIED,dìng fā,jouhatsu
普选,ヒロシセン,MODIFIED,pǔ xuǎn,hiroshisen
杏文,アンズブン,MODIFIED,xìng wén,anzubun
腾蛟,アガミズチ,MODIFIED,téng jiāo,agamizuchi
文清,ブンキヨシ,MODIFIED,wén qīng,bunkiyoshi
昌毅,アキラアツシ,MODIFIED,chāng yì,akiraatsushi
衣冰,コロモコオリ,MODIFIED,yī bīng,koromokoori
士亮,シアキラ,MODIFIED,shì liàng,shiakira
仕波,ツカマツナミ,MODIFIED,shì bō,tsukamatsunami
启祯,ケイタダシ,MODIFIED,qǐ zhēn,keitadashi
路云,ヴァーティ,MODIFIED,lù yún,vāti
作成,サクセイ,MODIFIED,zuò chéng,sakusei
成斌,ナルアキラ,MODIFIED,chéng bīn,naruakira
凤洲,オオトリシュウ,MODIFIED,fèng zhōu,ootorishuu
又尹,マタイン,MODIFIED,yòu yǐn,matain
文轩,ブンノキ,MODIFIED,wén xuān,bunnoki
克杰,カツスグル,MODIFIED,kè jié,katsusuguru
修平,シュウヘイ,MODIFIED,xiū píng,shuuhei
伯峻,ハクタカシ,MODIFIED,bǎi jùn,hakutakashi
锦斌,ニシキアキラ,MODIFIED,jǐn bīn,nishikiakira
靖飞,ヤスシヒ,MODIFIED,jìng fēi,yasushihi
梓萌,アズサモエ,MODIFIED,zǐ méng,azusamoe
华安,ハナヤスシ,MODIFIED,huá ān,hanayasushi
强东,ツヨヒガシ,MODIFIED,qiáng dōng,tsuyohigashi
赐贵,タマモノトウト,MODIFIED,cì guì,tamamonotouto
传印,シルシ,MODIFIED,chuán yìn,shirushi
亚东,アヒガシ,MODIFIED,yà dōng,ahigashi
代沫,ダイアワ,MODIFIED,dài mò,daiawa
小萌,ショウモエ,MODIFIED,xiǎo méng,shoumoe
晓声,アカツキゴエ,MODIFIED,xiǎo shēng,akatsukigoe
声树,コエジュ,MODIFIED,shēng shù,koeju
纯燕,ジュンツバメ,MODIFIED,chún yàn,juntsubame
梅玲,ウメレイ,MODIFIED,méi líng,umerei
南山,ミナミヤマ,MODIFIED,nán shān,minamiyama
晓岚,アカツキアラシ,MODIFIED,xiǎo lán,akatsukiarashi
诺轩,ダクノキ,MODIFIED,nuò xuān,dakunoki
吉宁,ヨシヤスシ,MODIFIED,jí níng,yoshiyasushi
毅飞,アツシヒ,MODIFIED,yì fēi,atsushihi
泰龄,タイヨワイ,MODIFIED,tài líng,taiyowai
伟明,エラアキラ,MODIFIED,wěi míng,eraakira
瑞芳,ミズカオル,MODIFIED,ruì fāng,mizukaoru
剑飞,ケンヒ,MODIFIED,jiàn fēi,kenhi
笃正,アツタダシ,MODIFIED,dǔ zhèng,atsutadashi
阳生,ヒセイ,MODIFIED,yáng shēng,hisei
永淳,エイアツシ,MODIFIED,yǒng chún,eiatsushi
树铭,キメイ,MODIFIED,shù míng,kimei
恺蒂,ディ,MODIFIED,kǎi dì,di
国中,クニナカ,MODIFIED,guó zhōng,kuninaka
夫生,オットセイ,MODIFIED,fū shēng,ottosei
世振,ヨフ,MODIFIED,shì zhèn,yofu
师,シ,MODIFIED,shī,shi
昌绪,アキライトグチ,MODIFIED,chāng xù,akiraitoguchi
晓康,アカツキヤスシ,MODIFIED,xiǎo kāng,akatsukiyasushi
单,タン,MODIFIED,dān,tan
启宗,ケイムネ,MODIFIED,qǐ zōng,keimune
恒权,ツネケン,MODIFIED,héng quán,tsuneken
家乐,チャン,MODIFIED,jiā lè,chan
嘉锐,ヨシミスルド,MODIFIED,jiā ruì,yoshimisurudo
庆存,ケイソン,MODIFIED,qìng cún,keison
志安,ココロザシヤス,MODIFIED,zhì ān,kokorozashiyasu
易峰,エキホウ,MODIFIED,yì fēng,ekihou
世震,ヨシン,MODIFIED,shì zhèn,yoshin
保田,ヤスダ,MODIFIED,bǎo tián,yasuda
润生,ジュンセイ,MODIFIED,rùn shēng,junsei
宝,タカラ,MODIFIED,bǎo,takara
晓峰,アカツキホウ,MODIFIED,xiǎo fēng,akatsukihou
破空,ヤブソラ,MODIFIED,pò kōng,yabusora
文东,ブンヒガシ,MODIFIED,wén dōng,bunhigashi
庆泽,ケイサワ,MODIFIED,qìng zé,keisawa
曹,レックス,MODIFIED,cáo,rekkusu
星如,ツォ,MODIFIED,xīng rú,tso
文新,ブンシン,MODIFIED,wén xīn,bunshin
贵祥,キショウ,MODIFIED,guì xiáng,kishou
泰燊,タイシェン,MODIFIED,tài shēn,taishen
家超,イエチョウ,MODIFIED,jiā chāo,iechou
平,タイラ,MODIFIED,píng,taira
亚丽,アウララ,MODIFIED,yà lì,aurara
可夫,カオット,MODIFIED,kě fū,kaotto
永坦,エイヒロシ,MODIFIED,yǒng tǎn,eihiroshi
锦成,ニシキシゲル,MODIFIED,jǐn chéng,nishikishigeru
萌萌,モエモエ,MODIFIED,méng méng,moemoe
建伟,ケンエラ,MODIFIED,jiàn wěi,kenera
见虹,ミニジ,MODIFIED,jiàn hóng,miniji
晋康,ススムヤスシ,MODIFIED,jìn kāng,susumuyasushi
宗万,ソウヨロズ,MODIFIED,zōng wàn,souyorozu
祥云,サチクモ,MODIFIED,xiáng yún,sachikumo
天野,アマノ,MODIFIED,tiān yě,amano
存浩,ソンヒロシ,MODIFIED,cún hào,sonhiroshi
佳宁,ヨヤスシ,MODIFIED,jiā níng,yoyasushi
小白,ショウシロ,MODIFIED,xiǎo bái,shoushiro
建斌,タテアキラ,MODIFIED,jiàn bīn,tateakira
梦恕,ユメジョ,MODIFIED,mèng shù,yumejo
正谱,セイフ,MODIFIED,zhèng pǔ,seifu
保全,ホゼン,MODIFIED,bǎo quán,hozen
陶,スエ,MODIFIED,táo,sue
华碧,ハナアオイ,MODIFIED,huá bì,hanaaoi
震中,フナカ,MODIFIED,zhèn zhōng,funaka
伯庸,ハクイサオ,MODIFIED,bǎi yōng,hakuisao
文浩,フミヒロ,MODIFIED,wén hào,fumihiro
子建,コケン,MODIFIED,zǐ jiàn,koken
仲池,ナカチ,MODIFIED,zhòng chí,nakachi
聪明,ソウメイ,MODIFIED,cōng ming,soumei
洁若,イサギヨワカ,MODIFIED,jié ruò,isagiyowaka
彬彬,アキラアキラ,MODIFIED,bīn bīn,akiraakira
天丰,テンユタカ,MODIFIED,tiān fēng,tenyutaka
栋臣,ムネシン,MODIFIED,dòng chén,muneshin
进军,シングン,MODIFIED,jìn jūn,shingun
邦柱,クニハシラ,MODIFIED,bāng zhù,kunihashira
汝南,ナンジミナミ,MODIFIED,rǔ nán,nanjiminami
大中,オオナカ,MODIFIED,dà zhōng,oonaka
伯昭,ハクアキラ,MODIFIED,bǎi zhāo,hakuakira
素兰,モトラン,MODIFIED,sù lán,motoran
浩明,ヒロアキ,MODIFIED,hào míng,hiroaki
果孙,ハテマゴ,MODIFIED,guǒ sūn,hatemago
春蕾,ハルツボミ,MODIFIED,chūn lěi,harutsubomi
则臣,ノリシン,MODIFIED,zé chén,norishin
雨浦,アメウラ,MODIFIED,yǔ pǔ,ameura
雪林,ユキリン,MODIFIED,xuě lín,yukirin
克实,カツミノル,MODIFIED,kè shí,katsuminoru
椿芳,ツバキカオル,MODIFIED,chūn fāng,tsubakikaoru
铁军,テツグン,MODIFIED,tiě jūn,tetsugun
小青,ショウアオ,MODIFIED,xiǎo qīng,shouao
绮玲,ホー,MODIFIED,qǐ líng,hō
学明,ガクアキラ,MODIFIED,xué míng,gakuakira
怀,フトコロ,MODIFIED,huái,futokoro
进鹏,ススムオオトリ,MODIFIED,jìn péng,susumuootori
少群,ショウグン,MODIFIED,shǎo qún,shougun
刚毅,ゴウキ,MODIFIED,gāng yì,gouki
大刚,タイゴウ,MODIFIED,dà gāng,taigou
晓渡,アカツキワタシ,MODIFIED,xiǎo dù,akatsukiwatashi
国淦,クニアカ,MODIFIED,guó gàn,kuniaka
本昌,モトアキラ,MODIFIED,běn chāng,motoakira
正午,ショウゴ,MODIFIED,zhèng wǔ,shougo
本辉,ホンテル,MODIFIED,běn huī,honteru
都,ト,MODIFIED,dōu,to
本基,ホンモト,MODIFIED,běn jī,honmoto
艺兴,イ,MODIFIED,yì xīng,i
静波,シズナミ,MODIFIED,jìng bō,shizunami
树达,キタチ,MODIFIED,shù dá,kitachi
旭华,アサヒハナ,MODIFIED,xù huá,asahihana
克英,カツエイ,MODIFIED,kè yīng,katsuei
诚阳,マコトヒ,MODIFIED,chéng yáng,makotohi
石,イシ,MODIFIED,shí,ishi
立善,タツゼン,MODIFIED,lì shàn,tatsuzen
善德,ゼントク,MODIFIED,shàn dé,zentoku
文奇,ブンキ,MODIFIED,wén qí,bunki
沫沙,アワイサゴ,MODIFIED,mò shā,awaisago
学鹏,ガクオオトリ,MODIFIED,xué péng,gakuootori
金生,キンセイ,MODIFIED,jīn shēng,kinsei
子枫,コカエデ,MODIFIED,zǐ fēng,kokaede
难先,ナンサキ,MODIFIED,nán xiān,nansaki
元济,モトスミ,MODIFIED,yuán jì,motosumi
玉强,タマキョウ,MODIFIED,yù qiáng,tamakyou
克武,カツタケ,MODIFIED,kè wǔ,katsutake
凤图,オオトリズ,MODIFIED,fèng tú,ootorizu
学诚,マコト,MODIFIED,xué chéng,makoto
凤彪,オオトリピョウ,MODIFIED,fèng biāo,ootoripyou
光富,ヒカリトミ,MODIFIED,guāng fù,hikaritomi
乐成,ラクシゲル,MODIFIED,lè chéng,rakushigeru
雨玲,アメレイ,MODIFIED,yǔ líng,amerei
金早,キムハヤ,MODIFIED,jīn zǎo,kimuhaya
春燕,ハルツバメ,MODIFIED,chūn yàn,harutsubame
卢,ノ,MODIFIED,lú,no
作孚,サクマコト,MODIFIED,zuò fú,sakumakoto
益唐,エキトウ,MODIFIED,yì táng,ekitou
布,ヌノ,MODIFIED,bù,nuno
小林,コバヤシ,MODIFIED,xiǎo lín,kobayashi
瑶章,ヨウアキラ,MODIFIED,yáo zhāng,youakira
哲生,テツオ,MODIFIED,zhé shēng,tetsuo
润秋,ジュンアキ,MODIFIED,rùn qiū,junaki
贤玉,ケンダマ,MODIFIED,xián yù,kendama
若星,ワカホシ,MODIFIED,ruò xīng,wakahoshi
树德,キトク,MODIFIED,shù dé,kitoku
晓秋,アカツキアキ,MODIFIED,xiǎo qiū,akatsukiaki
雨辰,アメタツ,MODIFIED,yǔ chén,ametatsu
元豪,モトゴウ,MODIFIED,yuán háo,motogou
文彩,ブンイロドリ,MODIFIED,wén cǎi,bunirodori
俊慧,シュントシ,MODIFIED,jùn huì,shuntoshi
永吉,ナガヨシ,MODIFIED,yǒng jí,nagayoshi
继宏,ツギヒロシ,MODIFIED,jì hóng,tsugihiroshi
克泰,カツヤスシ,MODIFIED,kè tài,katsuyasushi
文凝,ブンコゴ,MODIFIED,wén níng,bunkogo
仰杜,オッシャモリ,MODIFIED,yǎng dù,osshamori
震鳞,シンウロコ,MODIFIED,zhèn lín,shinuroko
景生,タン,MODIFIED,jǐng shēng,tan
南多,エンリケ,MODIFIED,nán duō,enrike
京君,ユー,MODIFIED,jīng jūn,yū
多,ト,MODIFIED,duō,to
布杰,プギェル,MODIFIED,bù jié,pugiェru
君正,キミタダシ,MODIFIED,jūn zhèng,kimitadashi
轩豪,ノキゴウ,MODIFIED,xuān háo,nokigou
云嵩,クモカサ,MODIFIED,yún sōng,kumokasa
汝俊,ナンジシュン,MODIFIED,rǔ jùn,nanjishun
欣然,キンゼン,MODIFIED,xīn rán,kinzen
建军,ケングン,MODIFIED,jiàn jūn,kengun
东峰,トウホウ,MODIFIED,dōng fēng,touhou
政隆,マサタカ,MODIFIED,zhèng lóng,masataka
华新,ハナシン,MODIFIED,huá xīn,hanashin
哲林,アキラリン,MODIFIED,zhé lín,akirarin
宝善,タカラヨシ,MODIFIED,bǎo shàn,takarayoshi
奇伟,キエラ,MODIFIED,qí wěi,kiera
笈孙,オイマゴ,MODIFIED,jí sūn,oimago
根源,コンゲン,MODIFIED,gēn yuán,kongen
振东,フヒガシ,MODIFIED,zhèn dōng,fuhigashi
华勇,ハナイサム,MODIFIED,huá yǒng,hanaisamu
上源,ウエゲン,MODIFIED,shàng yuán,uegen
小惠,ショウメグミ,MODIFIED,xiǎo huì,shoumegumi
大新,ダイシン,MODIFIED,dà xīn,daishin
鼎智,ラム,MODIFIED,dǐng zhì,ramu
方旭,ホウアサヒ,MODIFIED,fāng xù,houasahi
嘉尔,ャクソン,MODIFIED,jiā ěr,ャkuson
永安,エイアン,MODIFIED,yǒng ān,eian
振武,フタケシ,MODIFIED,zhèn wǔ,futakeshi
文玲,ブンレイ,MODIFIED,wén líng,bunrei
其杰,クモダイ,MODIFIED,qí jié,kumodai
祥喜,サチキ,MODIFIED,xiáng xǐ,sachiki
晓晖,アカツキアキラ,MODIFIED,xiǎo huī,akatsukiakira
宜恩,ーク,MODIFIED,yí ēn,ーku
生祥,ナマサチ,MODIFIED,shēng xiáng,namasachi
肇毅,ハジメアツシ,MODIFIED,zhào yì,hajimeatsushi
富,トミ,MODIFIED,fù,tomi
红梅,コウバイ,MODIFIED,hóng méi,koubai
宅巍,タクタカシ,MODIFIED,zhái wēi,takutakashi
丽玲,ウララレイ,MODIFIED,lì líng,urararei
文洲,ブンシュウ,MODIFIED,wén zhōu,bunshuu
岸伟,キシエラ,MODIFIED,àn wěi,kishiera
子立,コリツ,MODIFIED,zǐ lì,koritsu
美芳,ミヨシ,MODIFIED,měi fāng,miyoshi
过,カ,MODIFIED,guò,ka
靖姗,ジェイド,MODIFIED,jìng shān,jeido
大酉,ダイトリ,MODIFIED,dà yǒu,daitori
遇,グウ,MODIFIED,yù,guu
罗克,ラカツ,MODIFIED,luó kè,rakatsu
昌照,アキラアキラ,MODIFIED,chāng zhào,akiraakira
国光,コッコウ,MODIFIED,guó guāng,kokkou
月梅,ツキウメ,MODIFIED,yuè méi,tsukiume
蒋,ティアス,MODIFIED,jiǎng,tiasu
光太,ブラウニング,MODIFIED,guāng tài,burauningu
君昌,キミアキラ,MODIFIED,jūn chāng,kimiakira
信,シン,MODIFIED,xìn,shin
长星,チョウホシ,MODIFIED,cháng xīng,chouhoshi
印光,シルシコウ,MODIFIED,yìn guāng,shirushikou
雷,カミナリ,MODIFIED,léi,kaminari
克,カツ,MODIFIED,kè,katsu
里木,サトキ,MODIFIED,lǐ mù,satoki
式辉,シキテル,MODIFIED,shì huī,shikiteru
树常,キツネ,MODIFIED,shù cháng,kitsune
鸣盛,ナモリ,MODIFIED,míng shèng,namori
立峣,タツタカシ,MODIFIED,lì yáo,tatsutakashi
圆通,エンドオリ,MODIFIED,yuán tōng,endoori
世鸿,ヨオオトリ,MODIFIED,shì hóng,yoootori
小牧,コマキ,MODIFIED,xiǎo mù,komaki
雨田,アメダ,MODIFIED,yǔ tián,ameda
文晋,ブンススム,MODIFIED,wén jìn,bunsusumu
君强,キミキョウ,MODIFIED,jūn qiáng,kimikyou
宗祥,ソウサチ,MODIFIED,zōng xiáng,sousachi
建文,タテブン,MODIFIED,jiàn wén,tatebun
云台,クモダイ,MODIFIED,yún tái,kumodai
大羽,ダイハネ,MODIFIED,dà yǔ,daihane
福平,フクヒラ,MODIFIED,fú píng,fukuhira
雁生,カリセイ,MODIFIED,yàn shēng,karisei
允卿,マコトキョウ,MODIFIED,yǔn qīng,makotokyou
逸松,イッマツ,MODIFIED,yì sōng,immatsu
文根,ブンネ,MODIFIED,wén gēn,bunne
延鹏,ノベオオトリ,MODIFIED,yán péng,nobeootori
展龙,テンリュウ,MODIFIED,zhǎn lóng,tenryuu
光亚,ヒカリア,MODIFIED,guāng yà,hikaria
哲南,アキラミナミ,MODIFIED,zhé nán,akiraminami
嘉楠,ヨシミクスノキ,MODIFIED,jiā nán,yoshimikusunoki
干杰,ミキスグル,MODIFIED,gān jié,mikisuguru
红光,ベニコウ,MODIFIED,hóng guāng,benikou
准翼,ジュンツバサ,MODIFIED,zhǔn yì,juntsubasa
志希,ココロザシマレ,MODIFIED,zhì xī,kokorozashimare
俊谊,クァック,MODIFIED,jùn yì,kuァkku
东梅,トウバイ,MODIFIED,dōng méi,toubai
蓝心,アイシン,MODIFIED,lán xīn,aishin
允斌,マコトアキラ,MODIFIED,yǔn bīn,makotoakira
嘉敏,ヨシミサトシ,MODIFIED,jiā mǐn,yoshimisatoshi
伟仁,エラヒトシ,MODIFIED,wěi rén,erahitoshi
殷震,シン,MODIFIED,yīn zhèn,shin
誉柏,ホマレカシワ,MODIFIED,yù bǎi,homarekashiwa
文豪,ブンゴウ,MODIFIED,wén háo,bungou
雁雄,カリユウ,MODIFIED,yàn xióng,kariyuu
子悦,コエツ,MODIFIED,zǐ yuè,koetsu
立志,リッシ,MODIFIED,lì zhì,risshi
都灵,トレイ,MODIFIED,dōu líng,torei
皓晴,アキラハレ,MODIFIED,hào qíng,akirahare
梦柔,モンロウ,MODIFIED,mèng róu,monrou
