热比娅·卡德尔,레비야 카디르,rè bǐ yà · kǎ dé ěr,rebiya kadireu
吐赫提·土亚兹,토흐티 툰야즈,tǔ hè tí · tǔ yà zī,toheuti tunyajeu
德穆楚克栋鲁普,데므치그돈로브,dé mù chǔ kè dòng lǔ pǔ,demeucigeudonrobeu
包尔汉·沙希迪,부르한 샤히디,bāo ěr hàn · shā xī dí,bureuhan syahidi
伊力哈木·土赫提,일함 토흐티,yī lì hā mù · tǔ hè tí,ilham toheuti
班禅额尔德尼·确吉杰布,기알첸 노르부,bān chán é ěr dé ní · què jí jié bù,gialcen noreubu
巴音朝鲁,바인차오루,bā yīn cháo lǔ,baincaoru
李旺阳事件,리왕양,lǐ wàng yáng shì jiàn,riwangyang
至善禅师,지선선사,zhì shàn chán shī,jiseonseonsa
洛桑江村,뤄쌍장춘,luò sāng jiāng cūn,rweossangjangcun
徐田龙子,쉬톈룽쯔,xú tián lóng zǐ,swityenrungjjeu
白玛赤林,바이마츠린,bái mǎ chì lín,baimaceurin
孟克巴特尔,멍커바터얼,mèng kè bā tè ěr,meongkeobateoeol
努尔·白克力,누르 베크리,nǔ ěr · bái kè lì,nureu bekeuri
赛福鼎·艾则孜,사이푸딘 아지지,sài fú dǐng · ài zé zī,saipudin ajiji
清格尔泰,칭걸테,qīng gé ěr tài,cinggeolte
阿沛·阿旺晋美,아푀 아왕직메,ā pèi · ā wàng jìn měi,apoe awangjigme
艾达·王,에이다 웡,ài dá · wáng,eida weong
端木蕻良,돤무훙량,duān mù hóng liáng,dwanmuhungryang
向巴平措,샹바핑춰,xiàng bā píng cuò,syangbapingcweo
欧阳予倩,어우양위첸,ōu yáng yǔ qiàn,eouyangwicen
木热合买提江·莫扎帕,미라흐메트잔 무제페르,mù rè hé mǎi tí jiāng · mò zhā pà,miraheumeteujan mujepereu
古力娜扎,구리나자,gǔ lì nà zhā,gurinaja
斯琴高娃,쓰친가오와,sī qín gāo wá,sseucingaowa
母其弥雅,무치미야,mǔ qí mí yǎ,mucimiya
麦迪娜·买买提,마디나 메메트,mài dí nà · mǎi mǎi tí,madina memeteu
正珠尔扎布,젱주르자브,zhèng zhū ěr zhā bù,jengjureujabeu
白银市连环杀人案,가오청융,bái yín shì lián huán shā rén àn,gaoceongyung
美,메이,měi,mei
锟,쿤,kūn,kun
迪妮格尔·衣拉木江,디니거얼 이라무장,dí nī gé ěr · yī lā mù jiāng,dinigeoeol iramujang
史蒂文·何,스티븐 히,shǐ dì wén · hé,seutibeun hi
和硕县,허숴현,hé shuò xiàn,heosweohyeon
彝族,이족,yí zú,ijog
响水县,샹수이현,xiǎng shuǐ xiàn,syangsuihyeon
中日和平友好条约,중일평화우호조약,zhōng rì hé píng yǒu hǎo tiáo yuē,jungilpyeonghwauhojoyag
建宁县,젠닝현,jiàn níng xiàn,jenninghyeon
北回归线,북회귀선,běi huí guī xiàn,bughoegwiseon
汤阴县,탕인현,tāng yīn xiàn,tanginhyeon
殷墟,은허,yīn xū,eunheo
元上都,상도,yuán shàng dōu,sangdo
稷山县,지산현,jì shān xiàn,jisanhyeon
霍邱县,훠추현,huò qiū xiàn,hweocuhyeon
淮滨县,화이빈현,huái bīn xiàn,hwaibinhyeon
通河县,퉁허현,tōng hé xiàn,tungheohyeon
延寿县,옌서우현,yán shòu xiàn,yenseouhyeon
曹县,차오현,cáo xiàn,caohyeon
繁体字,정체자,fán tǐ zì,jeongceja
西峡县,시샤현,xī xiá xiàn,sisyahyeon
吴桥县,우차오현,wú qiáo xiàn,ucaohyeon
巴东县,바둥현,bā dōng xiàn,badunghyeon
南岔县,난차현,nán chà xiàn,nancahyeon
雷山县,레이산현,léi shān xiàn,reisanhyeon
博兴县,보싱현,bó xīng xiàn,bosinghyeon
博野县,보예현,bó yě xiàn,boyehyeon
梁山泊,양산박,liáng shān bó,yangsanbag
勃利县,보리현,bó lì xiàn,borihyeon
博湖县,보후현,bó hú xiàn,bohuhyeon
波密县,보미현,bō mì xiàn,bomihyeon
吉木萨尔县,지무싸얼현,jí mù sà ěr xiàn,jimussaeolhyeon
依兰县,이란현,yī lán xiàn,iranhyeon
饶河县,라오허현,ráo hé xiàn,raoheohyeon
成县,청현,chéng xiàn,ceonghyeon
黟县,이현,yī xiàn,ihyeon
类乌齐县,레이우치현,lèi wū qí xiàn,reiucihyeon
索县,쒀현,suǒ xiàn,ssweohyeon
定日县,딩르현,dìng rì xiàn,dingreuhyeon
玛沁县,마친현,mǎ qìn xiàn,macinhyeon
江达县,장다현,jiāng dá xiàn,jangdahyeon
申扎县,선자현,shēn zhā xiàn,seonjahyeon
嘉黎县,자리현,jiā lí xiàn,jarihyeon
佛坪县,포핑현,fó píng xiàn,popinghyeon
佛冈县,포강현,fó gāng xiàn,poganghyeon
东北边疆历史与现状系列研究工程,동북변강역사여현상계열연구공정,dōng běi biān jiāng lì shǐ yǔ xiàn zhuàng xì liè yán jiū gōng chéng,dongbugbyeongangyeogsayeohyeonsanggyeyeolyeongugongjeong
阿穆尔板块,아무르판,ā mù ěr bǎn kuài,amureupan
社会民主连线,사회민주련선,shè huì mín zhǔ lián xiàn,sahoeminjuryeonseon
新昌县,신창현,xīn chāng xiàn,sincanghyeon
噶尔县,가얼현,gá ěr xiàn,gaeolhyeon
中国银行,중국은행,zhōng guó yín háng,junggugeunhaeng
聂荣县,녜룽현,niè róng xiàn,nyerunghyeon
洛隆县,뤄룽현,luò lóng xiàn,rweorunghyeon
昂仁县,앙런현,áng rén xiàn,angreonhyeon
中国网,중국망,zhōng guó wǎng,junggugmang
巴青县,바칭현,bā qīng xiàn,bacinghyeon
岗巴县,강바현,gǎng bā xiàn,gangbahyeon
尼玛县,니마현,ní mǎ xiàn,nimahyeon
南木林县,난무린현,nán mù lín xiàn,nanmurinhyeon
贡觉县,궁줴현,gòng jué xiàn,gungjwehyeon
阿瓦提县,아와티현,ā wǎ tí xiàn,awatihyeon
中国海洋石油,중국해양석유총공사,zhōng guó hǎi yáng shí yóu,junggughaeyangseogyuconggongsa
府谷县,푸구현,fǔ gǔ xiàn,puguhyeon
中日联合声明,중일공동성명,zhōng rì lián hé shēng míng,jungilgongdongseongmyeong
青藏高原,티베트고원,qīng zàng gāo yuán,tibeteugoweon
工布江达县,궁부장다현,gōng bù jiāng dá xiàn,gungbujangdahyeon
阳关,양관,yáng guān,yanggwan
夏河县,샤허현,xià hé xiàn,syaheohyeon
中国人民志愿军,중국인민지원군,zhōng guó rén mín zhì yuàn jūn,jungguginminjiweongun
中央人民政府和西藏地方政府关于和平解放西藏办法的协议,십칠조협의,zhōng yāng rén mín zhèng fǔ hé xī zàng dì fāng zhèng fǔ guān yú hé píng jiě fàng xī zàng bàn fǎ de xié yì,sibciljohyeobyi
民航空运公司,민항공운공사,mín háng kōng yùn gōng sī,minhanggongungongsa
交通银行,교통은행,jiāo tōng yín háng,gyotongeunhaeng
旗,기,qí,gi
班戈县,반거현,bān gē xiàn,bangeohyeon
牛郎织女,견우직녀,niú láng zhī nǚ,gyeonujignyeo
秦始皇陵,진시황릉,qín shǐ huáng líng,jinsihwangreung
班玛县,반마현,bān mǎ xiàn,banmahyeon
边坝县,볜바현,biān bà xiàn,byenbahyeon
白河县,바이허현,bái hé xiàn,baiheohyeon
傲游浏览器,맥스톤,ào yóu liú lǎn qì,maegseuton
回族,후이족,huí zú,huijog
柏乡县,바이샹현,bǎi xiāng xiàn,baisyanghyeon
白水县,바이수이현,bái shuǐ xiàn,baisuihyeon
保靖县,바오징현,bǎo jìng xiàn,baojinghyeon
保德县,바오더현,bǎo dé xiàn,baodeohyeon
宝丰县,바오펑현,bǎo fēng xiàn,baopeonghyeon
保康县,바오캉현,bǎo kāng xiàn,baokanghyeon
宝清县,바오칭현,bǎo qīng xiàn,baocinghyeon
皮山县,피산현,pí shān xiàn,pisanhyeon
日土县,르투현,rì tǔ xiàn,reutuhyeon
临高县,린가오현,lín gāo xiàn,ringaohyeon
聂拉木县,녜라무현,niè lā mù xiàn,nyeramuhyeon
昆仑山脉,쿤룬산맥,kūn lún shān mài,kunrunsanmaeg
香港电影金紫荆奖,금자형장,xiāng gǎng diàn yǐng jīn zǐ jīng jiǎng,geumjahyeongjang
中国民生银行,중국민생은행,zhōng guó mín shēng yín háng,junggugminsaengeunhaeng
康平县,캉핑현,kāng píng xiàn,kangpinghyeon
木兰县,무란현,mù lán xiàn,muranhyeon
墨脱县,모퉈현,mò tuō xiàn,motweohyeon
亚东县,야둥현,yà dōng xiàn,yadunghyeon
宝兴县,바오싱현,bǎo xīng xiàn,baosinghyeon
宝应县,바오잉현,bǎo yìng xiàn,baoinghyeon
周口店遗址,저우커우뎬,zhōu kǒu diàn yí zhǐ,jeoukeoudyen
巴彦县,바옌현,bā yàn xiàn,bayenhyeon
拜城县,바이청현,bài chéng xiàn,baiceonghyeon
宜章县,이장현,yí zhāng xiàn,ijanghyeon
莘县,선현,shēn xiàn,seonhyeon
龙游县,룽유현,lóng yóu xiàn,rungyuhyeon
凉城县,량청현,liáng chéng xiàn,ryangceonghyeon
和田县,호탄현,hé tián xiàn,hotanhyeon
班公错,판공호,bān gōng cuò,pangongho
渭河平原,관중,wèi hé píng yuán,gwanjung
中原,중원,zhōng yuán,jungweon
博格达峰,보거다펑,bó gé dá fēng,bogeodapeong
车师,차사,chē shī,casa
兰陵县,창산현,lán líng xiàn,cangsanhyeon
龙门县,룽먼현,lóng mén xiàn,rungmeonhyeon
苍溪县,창시현,cāng xī xiàn,cangsihyeon
苍梧县,창우현,cāng wú xiàn,canguhyeon
大屿山,란터우섬,dà yǔ shān,ranteouseom
中国石油天然气股份,페트로차이나,zhōng guó shí yóu tiān rán qì gǔ fèn,peteurocaina
河南足球俱乐部,허난,hé nán zú qiú jù lè bù,heonan
辉南县,후이난현,huī nán xiàn,huinanhyeon
汝南县,루난현,rǔ nán xiàn,runanhyeon
江苏足球俱乐部,장쑤,jiāng sū zú qiú jù lè bù,jangssu
长白山脉,창바이산맥,cháng bái shān mài,cangbaisanmaeg
保安族,바오안족,bǎo ān zú,baoanjog
龙山县,룽산현,lóng shān xiàn,rungsanhyeon
洛浦县,뤄푸현,luò pǔ xiàn,rweopuhyeon
南乐县,난러현,nán lè xiàn,nanreohyeon
澄迈县,청마이현,chéng mài xiàn,ceongmaihyeon
中国泛蓝联盟,중국범람연맹,zhōng guó fàn lán lián méng,junggugbeomramyeonmaeng
炎陵县,옌링현,yán líng xiàn,yenringhyeon
红旗渠,홍기거,hóng qí qú,honggigeo
东方红,동방홍,dōng fāng hóng,dongbanghong
西安清真大寺,시안다칭전사,xī ān qīng zhēn dà sì,siandacingjeonsa
都江堰,두장옌,dū jiāng yàn,dujangyen
红卫兵,홍위병,hóng wèi bīng,hongwibyeong
香港邮政,홍콩우정,xiāng gǎng yóu zhèng,hongkongujeong
沁水县,친수이현,qìn shuǐ xiàn,cinsuihyeon
察雅县,차야현,chá yǎ xiàn,cayahyeon
泽州县,쩌저우현,zé zhōu xiàn,jjeojeouhyeon
网易,넷이즈,wǎng yì,nesijeu
文县,원현,wén xiàn,weonhyeon
中国围棋天元战,중국위기천원전,zhōng guó wéi qí tiān yuán zhàn,junggugwigiceonweonjeon
新野县,신예현,xīn yě xiàn,sinyehyeon
先行者,선행자,xiān xíng zhě,seonhaengja
克木族,크무족,kè mù zú,keumujog
西单民主墙,민주벽,xī dān mín zhǔ qiáng,minjubyeog
岢岚县,커란현,kě lán xiàn,keoranhyeon
南城县,난청현,nán chéng xiàn,nanceonghyeon
扎囊县,자낭현,zhā náng xiàn,jananghyeon
张北县,장베이현,zhāng běi xiàn,jangbeihyeon
漳县,장현,zhāng xiàn,janghyeon
方正县,팡정현,fāng zhèng xiàn,pangjeonghyeon
自治旗,자치기,zì zhì qí,jacigi
观塘,군통,guān táng,guntong
锡伯族,시버족,xī bǎi zú,sibeojog
北角,박곡,běi jiǎo,baggog
新浪,시나닷컴,xīn làng,sinadaskeom
涟水县,롄수이현,lián shuǐ xiàn,ryensuihyeon
漳浦县,장푸현,zhāng pǔ xiàn,jangpuhyeon
彰武县,장우현,zhāng wǔ xiàn,janguhyeon
长子县,장쯔현,zhǎng zǐ xiàn,jangjjeuhyeon
新乡县,신샹현,xīn xiāng xiàn,sinsyanghyeon
安福县,안푸현,ān fú xiàn,anpuhyeon
昭觉县,자오줴현,zhāo jué xiàn,jaojwehyeon
昭平县,자오핑현,zhāo píng xiàn,jaopinghyeon
唐昭陵,소릉,táng zhāo líng,soreung
昭苏县,자오쑤현,zhāo sū xiàn,jaossuhyeon
诏安县,자오안현,zhào ān xiàn,jaoanhyeon
赵县,자오현,zhào xiàn,jaohyeon
西吉县,시지현,xī jí xiàn,sijihyeon
柳城县,류청현,liǔ chéng xiàn,ryuceonghyeon
康马县,캉마현,kāng mǎ xiàn,kangmahyeon
中国科学院,중국과학원,zhōng guó kē xué yuàn,jungguggwahagweon
习水县,시수이현,xí shuǐ xiàn,sisuihyeon
祁连县,치롄현,qí lián xiàn,ciryenhyeon
羊卓雍错,얌드록초호,yáng zhuó yōng cuò,yamdeurogcoho
白玉县,바이위현,bái yù xiàn,baiwihyeon
肇州县,자오저우현,zhào zhōu xiàn,jaojeouhyeon
柞水县,자수이현,zhà shuǐ xiàn,jasuihyeon
肇源县,자오위안현,zhào yuán xiàn,jaowianhyeon
江永县,장융현,jiāng yǒng xiàn,jangyunghyeon
永修县,융슈현,yǒng xiū xiàn,yungsyuhyeon
广汽吉奥,고나우,guǎng qì jí ào,gonau
柘城县,저청현,zhè chéng xiàn,jeoceonghyeon
承德避暑山庄及其周围寺庙,피서산장,chéng dé bì shǔ shān zhuāng jí qí zhōu wéi sì miào,piseosanjang
大雁塔,대안탑,dà yàn tǎ,daeantab
江孜县,장쯔현,jiāng zī xiàn,jangjjeuhyeon
舒城县,수청현,shū chéng xiàn,suceonghyeon
邵氏兄弟,쇼브라더스,shào shì xiōng dì,syobeuradeoseu
河西走廊,하서주랑,hé xī zǒu láng,haseojurang
册亨县,처헝현,cè hēng xiàn,ceoheonghyeon
正安县,정안현,zhèng ān xiàn,jeonganhyeon
正宁县,정닝현,zhèng níng xiàn,jeongninghyeon
正定县,정딩현,zhèng dìng xiàn,jeongdinghyeon
政和县,정허현,zhèng hé xiàn,jeongheohyeon
郑国渠,정국거,zhèng guó qú,jeongguggeo
镇巴县,전바현,zhèn bā xiàn,jeonbahyeon
镇安县,전안현,zhèn ān xiàn,jeonanhyeon
贞丰县,전펑현,zhēn fēng xiàn,jeonpeonghyeon
芒康县,망캉현,máng kāng xiàn,mangkanghyeon
山海关,산해관,shān hǎi guān,sanhaegwan
家庭联产承包责任制,가정연산승포책임제,jiā tíng lián chǎn chéng bāo zé rèn zhì,gajeongyeonsanseungpocaegimje
中山纪念堂,중산기념당,zhōng shān jì niàn táng,jungsanginyeomdang
越王勾践剑,월왕구천검,yuè wáng gōu jiàn jiàn,weolwangguceongeom
荐福寺,천복사,jiàn fú sì,ceonbogsa
人民英雄纪念碑,인민영웅기념비,rén mín yīng xióng jì niàn bēi,inminyeongungginyeombi
丘北县,추베이현,qiū běi xiàn,cubeihyeon
容城县,룽청현,róng chéng xiàn,rungceonghyeon
镇雄县,전슝현,zhèn xióng xiàn,jeonsyunghyeon
镇赉县,전라이현,zhèn lài xiàn,jeonraihyeon
镇平县,전핑현,zhèn píng xiàn,jeonpinghyeon
镇康县,전캉현,zhèn kāng xiàn,jeonkanghyeon
镇坪县,전핑현,zhèn píng xiàn,jeonpinghyeon
正阳县,정양현,zhèng yáng xiàn,jeongyanghyeon
正阳门,정양문,zhèng yáng mén,jeongyangmun
镇远县,전위안현,zhèn yuǎn xiàn,jeonwianhyeon
镇原县,전위안현,zhèn yuán xiàn,jeonwianhyeon
柘荣县,저룽현,zhè róng xiàn,jeorunghyeon
宁远县,닝위안현,níng yuǎn xiàn,ningwianhyeon
中国人民解放军北部战区海军,북해함대,zhōng guó rén mín jiě fàng jūn běi bù zhàn qū hǎi jūn,bughaehamdae
平乐县,핑러현,píng lè xiàn,pingreohyeon
肃宁县,쑤닝현,sù níng xiàn,ssuninghyeon
萝北县,뤄베이현,luó běi xiàn,rweobeihyeon
建始县,젠스현,jiàn shǐ xiàn,jenseuhyeon
鄂伦春族,오로촌족,è lún chūn zú,oroconjog
茶陵县,차링현,chá líng xiàn,caringhyeon
中关村,중관춘,zhōng guān cūn,junggwancun
中江县,중장현,zhōng jiāng xiàn,jungjanghyeon
中国棋院,중국기원,zhōng guó qí yuàn,jungguggiweon
中华书局有限公司,중화서국,zhōng huá shū jú yǒu xiàn gōng sī,junghwaseogug
易县,이현,yì xiàn,ihyeon
中牟县,중무현,zhōng mù xiàn,jungmuhyeon
江口县,장커우현,jiāng kǒu xiàn,jangkeouhyeon
重庆足球俱乐部,충칭,chóng qìng zú qiú jù lè bù,cungcing
安吉县,안지현,ān jí xiàn,anjihyeon
扶绥县,푸쑤이현,fú suí xiàn,pussuihyeon
搜狐,소후,sōu hú,sohu
桐柏县,퉁바이현,tóng bǎi xiàn,tungbaihyeon
灵渠,영거,líng qú,yeonggeo
中宁县,중닝현,zhōng níng xiàn,jungninghyeon
钟山县,중산현,zhōng shān xiàn,jungsanhyeon
玉佛寺,위포쓰,yù fó sì,wiposseu
安龙县,안룽현,ān lóng xiàn,anrunghyeon
长海县,창하이현,cháng hǎi xiàn,canghaihyeon
长岛县,창다오현,cháng dǎo xiàn,cangdaohyeon
长丰县,창펑현,cháng fēng xiàn,cangpeonghyeon
昌乐县,창러현,chāng lè xiàn,cangreohyeon
中通客车,중통버스,zhōng tōng kè chē,jungtongbeoseu
环球时报,환구시보,huán qiú shí bào,hwangusibo
东山县,둥산현,dōng shān xiàn,dungsanhyeon
靖边县,징볜현,jìng biān xiàn,jingbyenhyeon
昌宁县,창닝현,chāng níng xiàn,cangninghyeon
长岭县,창링현,cháng lǐng xiàn,cangringhyeon
昌黎县,창리현,chāng lí xiàn,cangrihyeon
长宁县,창닝현,cháng níng xiàn,cangninghyeon
长顺县,창순현,cháng shùn xiàn,cangsunhyeon
长沙县,창사현,cháng shā xiàn,cangsahyeon
常山县,창산현,cháng shān xiàn,cangsanhyeon
周宁县,저우닝현,zhōu níng xiàn,jeouninghyeon
中阳县,중양현,zhōng yáng xiàn,jungyanghyeon
周原遗址,주원,zhōu yuán yí zhǐ,juweon
庄浪县,좡랑현,zhuāng làng xiàn,jwangranghyeon
周至县,저우즈현,zhōu zhì xiàn,jeoujeuhyeon
舟曲县,저우취현,zhōu qū xiàn,jeoucwihyeon
虎跑泉,호포천,hǔ pǎo quán,hopoceon
治多县,즈둬현,zhì duō xiàn,jeudweohyeon
志丹县,즈단현,zhì dān xiàn,jeudanhyeon
黄竹坑,웡죽항,huáng zhú kēng,weongjughang
织金县,즈진현,zhī jīn xiàn,jeujinhyeon
中方县,중팡현,zhōng fāng xiàn,jungpanghyeon
仲巴县,중바현,zhòng bā xiàn,jungbahyeon
忠县,중현,zhōng xiàn,junghyeon
安化县,안화현,ān huà xiàn,anhwahyeon
丹凤县,단펑현,dān fèng xiàn,danpeonghyeon
宁晋县,닝진현,níng jìn xiàn,ningjinhyeon
长汀县,창팅현,cháng tīng xiàn,cangtinghyeon
徽县,후이현,huī xiàn,huihyeon
昌图县,창투현,chāng tú xiàn,cangtuhyeon
大沽口炮台,다구포대,dà gū kǒu pào tái,dagupodae
长武县,창우현,cháng wǔ xiàn,canguhyeon
长兴县,창싱현,cháng xīng xiàn,cangsinghyeon
卢沟桥,루거우차오,lú gōu qiáo,rugeoucao
涿鹿县,줘루현,zhuō lù xiàn,jweoruhyeon
甘南县,간난현,gān nán xiàn,gannanhyeon
竹山县,주산현,zhú shān xiàn,jusanhyeon
卓资县,줘쯔현,zhuó zī xiàn,jweojjeuhyeon
竹溪县,주시현,zhú xī xiàn,jusihyeon
朝阳县,차오양현,cháo yáng xiàn,caoyanghyeon
蒙山县,멍산현,méng shān xiàn,meongsanhyeon
安平县,안핑현,ān píng xiàn,anpinghyeon
安仁县,안런현,ān rén xiàn,anreonhyeon
宝安县,보안현,bǎo ān xiàn,boanhyeon
岑巩县,천궁현,cén gǒng xiàn,ceongunghyeon
大报恩寺琉璃塔,영곡탑,dà bào ēn sì liú lí tǎ,yeonggogtab
国家开发银行,국가개발은행,guó jiā kāi fā yín háng,guggagaebaleunhaeng
中国气象局,중국기상국,zhōng guó qì xiàng jú,jungguggisanggug
临县,린현,lín xiàn,rinhyeon
新华社,신화통신사,xīn huá shè,sinhwatongsinsa
兴山县,싱산현,xīng shān xiàn,singsanhyeon
连江县,롄장현,lián jiāng xiàn,ryenjanghyeon
中国美术学院,중국미술학원,zhōng guó měi shù xué yuàn,junggugmisulhagweon
中国联通,중국연합통신,zhōng guó lián tōng,junggugyeonhabtongsin
街道办事处,가도변사처,jiē dào bàn shì chù,gadobyeonsaceo
江铃汽车,랜드윈드,jiāng líng qì chē,raendeuwindeu
香蕉糕,헝지우고우,xiāng jiāo gāo,heongjiugou
卤水墨鱼,로우서이막위,lǔ shuǐ mò yú,rouseoimagwi
淳化县,춘화현,chún huà xiàn,cunhwahyeon
淳安县,춘안현,chún ān xiàn,cunanhyeon
秭归县,쯔구이현,zǐ guī xiàn,jjeuguihyeon
紫金县,쯔진현,zǐ jīn xiàn,jjeujinhyeon
中国邮政,중국우정,zhōng guó yóu zhèng,junggugujeong
甘德县,간더현,gān dé xiàn,gandeohyeon
梓潼县,쯔퉁현,zǐ tóng xiàn,jjeutunghyeon
反分裂国家法,반분열국가법,fǎn fēn liè guó jiā fǎ,banbunyeolguggabeob
锡林郭勒盟,시린궈러맹,xī lín guō lè méng,siringweoreomaeng
龙井茶,용정차,lóng jǐng chá,yongjeongca
成安县,청안현,chéng ān xiàn,ceonganhyeon
承德县,청더현,chéng dé xiàn,ceongdeohyeon
成都武侯祠,무후사,chéng dū wǔ hóu cí,muhusa
澄城县,청청현,chéng chéng xiàn,ceongceonghyeon
磁县,츠현,cí xiàn,ceuhyeon
慈利县,츠리현,cí lì xiàn,ceurihyeon
资溪县,쯔시현,zī xī xiàn,jjeusihyeon
资中县,쯔중현,zī zhōng xiàn,jjeujunghyeon
资源县,쯔위안현,zī yuán xiàn,jjeuwianhyeon
紫阳县,쯔양현,zǐ yáng xiàn,jjeuyanghyeon
子洲县,쯔저우현,zǐ zhōu xiàn,jjeujeouhyeon
新源县,신위안현,xīn yuán xiàn,sinwianhyeon
城口县,청커우현,chéng kǒu xiàn,ceongkeouhyeon
城固县,청구현,chéng gù xiàn,ceongguhyeon
成武县,청우현,chéng wǔ xiàn,ceonguhyeon
隆回县,룽후이현,lóng huí xiàn,runghuihyeon
永靖县,융징현,yǒng jìng xiàn,yungjinghyeon
东丰县,둥펑현,dōng fēng xiàn,dungpeonghyeon
灵隐寺,링인쓰,líng yǐn sì,ringinsseu
仁化县,런화현,rén huà xiàn,reonhwahyeon
中国商用飞机,중국상용항공공사,zhōng guó shāng yòng fēi jī,junggugsangyonghanggonggongsa
庆城县,칭청현,qìng chéng xiàn,cingceonghyeon
措美县,춰메이현,cuò měi xiàn,cweomeihyeon
雅江县,야장현,yǎ jiāng xiàn,yajanghyeon
邻水县,린수이현,lín shuǐ xiàn,rinsuihyeon
西充县,시충현,xī chōng xiàn,sicunghyeon
南部县,난부현,nán bù xiàn,nanbuhyeon
石棉县,스몐현,shí mián xiàn,seumyenhyeon
中国中央电视台,중국중앙텔레비전,zhōng guó zhōng yāng diàn shì tái,junggugjungangtelrebijeon
塔河县,타허현,tǎ hé xiàn,taheohyeon
中央人民广播电台,중앙인민방송국,zhōng yāng rén mín guǎng bō diàn tái,junganginminbangsonggug
河套,허타오,hé tào,heotao
友谊县,유이현,yǒu yì xiàn,yuihyeon
靖宇县,징위현,jìng yǔ xiàn,jingwihyeon
炉霍县,루훠현,lú huò xiàn,ruhweohyeon
江安县,장안현,jiāng ān xiàn,janganhyeon
乐至县,러즈현,lè zhì xiàn,reojeuhyeon
武胜县,우성현,wǔ shèng xiàn,useonghyeon
开江县,카이장현,kāi jiāng xiàn,kaijanghyeon
南江县,난장현,nán jiāng xiàn,nanjanghyeon
宣汉县,쉬안한현,xuān hàn xiàn,swianhanhyeon
天全县,톈취안현,tiān quán xiàn,tyencwianhyeon
丹巴县,단바현,dān bā xiàn,danbahyeon
青神县,칭선현,qīng shén xiàn,cingseonhyeon
洪雅县,훙야현,hóng yǎ xiàn,hungyahyeon
乡城县,샹청현,xiāng chéng xiàn,syangceonghyeon
理县,리현,lǐ xiàn,rihyeon
岳池县,웨츠현,yuè chí xiàn,weceuhyeon
泸定县,루딩현,lú dìng xiàn,rudinghyeon
汉源县,한위안현,hàn yuán xiàn,hanwianhyeon
国家电网,국가전망공사,guó jiā diàn wǎng,guggajeonmanggongsa
称多县,청둬현,chēng duō xiàn,ceongdweohyeon
赤𫚭角,첵랍콕섬,chì 𫚭 jiǎo,cegrabkogseom
托克逊县,토크순현,tuō kè xùn xiàn,tokeusunhyeon
中国货运航空,중국화물항공,zhōng guó huò yùn háng kōng,junggughwamulhanggong
祁连山,치롄산맥,qí lián shān,ciryensanmaeg
从江县,충장현,cóng jiāng xiàn,cungjanghyeon
措勤县,춰친현,cuò qín xiàn,cweocinhyeon
石渠县,스취현,shí qú xiàn,seucwihyeon
色达县,써다현,sè dá xiàn,sseodahyeon
筠连县,쥔롄현,yún lián xiàn,jwinryenhyeon
金阳县,진양현,jīn yáng xiàn,jinyanghyeon
普格县,푸거현,pǔ gé xiàn,pugeohyeon
沐川县,무촨현,mù chuān xiàn,mucwanhyeon
绥阳县,쑤이양현,suí yáng xiàn,ssuiyanghyeon
盐源县,옌위안현,yán yuán xiàn,yenwianhyeon
注射死刑,독살형,zhù shè sǐ xíng,dogsalhyeong
赛里斯,세리카,sài lǐ sī,serika
封开县,펑카이현,fēng kāi xiàn,peongkaihyeon
葵涌,쿠이충,kuí yǒng,kuicung
中国交通建设公司,중국교통건설유한공사,zhōng guó jiāo tōng jiàn shè gōng sī,jungguggyotonggeonseolyuhangongsa
中国西北航空,중국서북항공,zhōng guó xī běi háng kōng,junggugseobughanggong
永胜县,융성현,yǒng shèng xiàn,yungseonghyeon
中国邮政航空,중국우편항공,zhōng guó yóu zhèng háng kōng,junggugupyeonhanggong
华坪县,화핑현,huá píng xiàn,hwapinghyeon
独山县,두산현,dú shān xiàn,dusanhyeon
普安县,푸안현,pǔ ān xiàn,puanhyeon
麻江县,마장현,má jiāng xiàn,majanghyeon
巧家县,차오자현,qiǎo jiā xiàn,caojahyeon
云县,윈현,yún xiàn,winhyeon
湄潭县,메이탄현,méi tán xiàn,meitanhyeon
甘洛县,간뤄현,gān luò xiàn,ganrweohyeon
冕宁县,몐닝현,miǎn níng xiàn,myenninghyeon
雷波县,레이보현,léi bō xiàn,reibohyeon
会东县,후이둥현,huì dōng xiàn,huidunghyeon
越西县,웨시현,yuè xī xiàn,wesihyeon
喜德县,시더현,xǐ dé xiàn,sideohyeon
珙县,궁현,gǒng xiàn,gunghyeon
凤冈县,펑강현,fèng gāng xiàn,peongganghyeon
普定县,푸딩현,pǔ dìng xiàn,pudinghyeon
汗腾格里峰,한텡그리봉,hàn téng gé lǐ fēng,hantenggeuribong
中国电信,중국전신,zhōng guó diàn xìn,junggugjeonsin
中国西部航空,서부항공,zhōng guó xī bù háng kōng,seobuhanggong
