제임스 드레스녹,ジェームズ・ドレスノク,jēmuzu・doresunoku,jeimseu deureseunog
김책,キンサク,kinsaku,gimcaeg
강건,キョウケン,kyouken,ganggeon
박열,ボクレツ,bokuretsu,bagyeol
허헌,モトケン,motoken,heoheon
장웅,チョウツヨシ,choutsuyoshi,jangung
김철,キムアキラ,kimuakira,gimceol
최광,チェヒカリ,chehikari,coegwang
최현,チェケン,cheken,coehyeon
김억,キンオク,kinoku,gimeog
김옥,キンギョク,kingyoku,gimog
최휘,チェアキラ,cheakira,coehwi
백석,シライシ,shiraishi,baegseog
김웅,カネオ,kaneo,gimung
서휘,ジョアキラ,joakira,seohwi
김무정,タケチン,takechin,gimmujeong
홍창수,トクヤマアキラモリ,tokuyamaakiramori,hongcangsu
최원,チェトオ,chetoo,coeweon
안길,ヤスキチ,yasukichi,angil
장철,チョウトオル,choutooru,jangceol
임훈,ニンクン,ninkun,imhun
임화,ハヤシカズ,hayashikazu,imhwa
여정,リョセイ,ryosei,yeojeong
박훈,ボクイサオ,bokuisao,baghun
장혁,チョウカワ,choukawa,janghyeog
청양군,アオヨウグン,aoyougun,ceongyanggun
태안군,タイヤスグン,taiyasugun,taeangun
청원군,キヨハラグン,kiyoharagun,ceongweongun
칠곡군,ウルシタニグン,urushitanigun,cilgoggun
해남군,カイナングン,kainangun,haenamgun
홍성군,ヒロシグスクグン,hiroshigusukugun,hongseonggun
수인선,ミズジンセン,mizujinsen,suinseon
경부선,キョウカマセン,kyoukamasen,gyeongbuseon
화순군,カズジュングン,kazujungun,hwasungun
홍천군,コウセングン,kousengun,hongceongun
장성군,チョウジョウグン,choujougun,jangseonggun
한국철도공사,カンコクテツドウコウシャ,kankokutetsudoukousha,hangugceoldogongsa
경춘선,キョウハルセン,kyouharusen,gyeongcunseon
훈민정음,クンミンセイオト,kunminseioto,hunminjeongeum
싸이월드,サイワールド,saiwārudo,ssaiweoldeu
현대,ヒュンダイ,hyundai,hyeondae
대우자동차판매,ダイウジドウシャハンバイ,daiujidoushahanbai,daeujadongcapanmae
정석비행장,セイセキヒコウジョウ,seisekihikoujou,jeongseogbihaengjang
완도군,フトイシマグン,futoishimagun,wandogun
울진군,ウルジングン,urujingun,uljingun
완주군,カンシュウグン,kanshuugun,wanjugun
음성군,カゲグスクグン,kagegusukugun,eumseonggun
의령군,ムベヤスシグン,mubeyasushigun,yiryeonggun
임실군,ニンミノルグン,ninminorugun,imsilgun
의성군,ヨシグスクグン,yoshigusukugun,yiseonggun
증평군,ソツボグン,sotsubogun,jeungpyeonggun
창녕군,アキラヤスシグン,akirayasushigun,cangnyeonggun
진도군,チンシマグン,chinshimagun,jindogun
장수군,チョウミズグン,choumizugun,jangsugun
장흥군,チョウオキグン,chouokigun,jangheunggun
서울대학교,ソウルダイガッコウ,sourudaigakkou,seouldaehaggyo
연세대학교,エンセイダイガッコウ,enseidaigakkou,yeonsedaehaggyo
고려대학교,コウウララダイガッコウ,kouuraradaigakkou,goryeodaehaggyo
한양대학교,カンヒダイガッコウ,kanhidaigakkou,hanyangdaehaggyo
포항공과대학교,ホコウコウカダイガッコウ,hokoukoukadaigakkou,pohanggonggwadaehaggyo
충청북도,タダキヨホクドウ,tadakiyohokudou,cungceongbugdo
충청남도,タダキヨミナミドウ,tadakiyominamidou,cungceongnamdo
화천군,ハナカワグン,hanakawagun,hwaceongun
횡성군,ヨコギグン,yokogigun,hoengseonggun
호남선,コナンセン,konansen,honamseon
부산대학교,プサンダイガッコウ,pusandaigakkou,busandaehaggyo
성균관대학교,ナルヒトシカンダイガッコウ,naruhitoshikandaigakkou,seonggyungwandaehaggyo
강원특별자치도,エバラトクベツジチドウ,ebaratokubetsujichidou,gangweonteugbyeoljacido
경상남도,ケイショウナンドウ,keishounandou,gyeongsangnamdo
이화여자대학교,リカジョシダイガッコウ,rikajoshidaigakkou,ihwayeojadaehaggyo
경상북도,ケイショウホクドウ,keishouhokudou,gyeongsangbugdo
병점기지선,モチテンキチセン,mochitenkichisen,byeongjeomgijiseon
고등과학원,コウトウカガクイン,koutoukagakuin,godeunggwahagweon
마로니에공원,マロニエコウエン,maroniekouen,maroniegongweon
봉정사,オオトリトマテラ,ootoritomatera,bongjeongsa
군산화물선,グンヤマカモツセン,gunyamakamotsusen,gunsanhwamulseon
현대자동차,ゲンダイジドウシャ,gendaijidousha,hyeondaejadongca
전라남도,ゼンラナンドウ,zenranandou,jeonranamdo
전북특별자치도,ゼンキタトクベツジチドウ,zenkitatokubetsujichidou,jeonbugteugbyeoljacido
동덕여자대학교,ドウトクジョシダイガッコウ,doutokujoshidaigakkou,dongdeogyeojadaehaggyo
현대캐피탈 스카이워커스,テンヤスゲンダイキャピタル・スカイウォーカーズ,tenyasugendaikyapitaru・sukaiwōkāzu,hyeondaekaepital seukaiweokeoseu
한국항공우주산업,カンコクコウクウウチュウサンギョウ,kankokukoukuuuchuusangyou,hangughanggongujusaneob
천주교정의구현전국사제단,テンシュキョウセイギグゲンゼンコクシサイダン,tenshukyouseigigugenzenkokushisaidan,ceonjugyojeongyiguhyeonjeongugsajedan
광주대학교,コウシュウダイガッコウ,koushuudaigakkou,gwangjudaehaggyo
조계사,ソウケイジ,soukeiji,jogyesa
광주방송,コウシュウホウソウ,koushuuhousou,gwangjubangsong
부산과학기술대학교,プサンカガクギジュツダイガッコウ,pusankagakugijutsudaigakkou,busangwahaggisuldaehaggyo
제주특별자치도,サイシュウトクベツジチドウ,saishuutokubetsujichidou,jejuteugbyeoljacido
마포대교,アサウラオオキョウ,asauraookyou,mapodaegyo
대전대학교,オオタダイガッコウ,ootadaigakkou,daejeondaehaggyo
서경대학교,ニシギョウダイガッコウ,nishigyoudaigakkou,seogyeongdaehaggyo
서울특별시경찰청,ソウルチホウケイサツチョウ,souruchihoukeisatsuchou,seoulteugbyeolsigyeongcalceong
국가철도공단,コッカテツドウコウダン,kokkatetsudoukoudan,guggaceoldogongdan
무안광주고속도로,ツトムヤスコウシュウコウソクドウロ,tsutomuyasukoushuukousokudouro,muangwangjugosogdoro
소양강댐,アキラヒコウダム,akirahikoudamu,soyanggangdaem
마곡사,アサヤテラ,asayatera,magogsa
가톨릭대학교,カトリックダイガッコウ,katorikkudaigakkou,gatolrigdaehaggyo
중앙대학교,チュウオウダイガッコウ,chuuoudaigakkou,jungangdaehaggyo
건국대학교,ケンコクダイガッコウ,kenkokudaigakkou,geongugdaehaggyo
현대자동차그룹,ゲンダイジドウシャグループ,gendaijidoushagurūpu,hyeondaejadongcageurub
조선대학교,チョウセンダイガッコウ,chousendaigakkou,joseondaehaggyo
서울특별시장,ソウルトクベツシチョウ,sourutokubetsushichou,seoulteugbyeolsijang
영남대학교,ミネミナミオオガッコウ,mineminamioogakkou,yeongnamdaehaggyo
가천대학교,ヨシミイズミダイガッコウ,yoshimiizumidaigakkou,gaceondaehaggyo
국회의사당,コッカイギジドウ,kokkaigijidou,gughoeyisadang
투니버스,トゥーニバース,tūnibāsu,tunibeoseu
한국교육방송공사,カンコクキョウイクホウソウコウシャ,kankokukyouikuhousoukousha,hanguggyoyugbangsonggongsa
서울시립대학교,ソウルシリツダイガッコウ,sourushiritsudaigakkou,seoulsiribdaehaggyo
광양축구전용구장,コウヨウサッカーセンヨウキュウジョウ,kouyousakkāsenyoukyuujou,gwangyangcuggujeonyonggujang
테헤란로,テヘランロ,teheranro,teheranro
광역철도,コウイキデンテツ,kouikidentetsu,gwangyeogceoldo
올림픽대로,オリンピックオオジ,orinpikkuooji,olrimpigdaero
인사동,ヒトシテラボラ,hitoshiterabora,insadong
안양대학교,アンヨウダイガッコウ,anyoudaigakkou,anyangdaehaggyo
건국훈장,ケンコククンショウ,kenkokukunshou,geongughunjang
남조선로동당,ミナミチョウセンロウドウトウ,minamichousenroudoutou,namjoseonrodongdang
민주주의민족전선,ミンシュシュギミンゾクセンセン,minshushugiminzokusensen,minjujuyiminjogjeonseon
한국노동조합총연맹,カンコクロウドウクミアイソウレンメイ,kankokuroudoukumiaisourenmei,hangugnodongjohabcongyeonmaeng
서대문형무소,ニシオオモンケイムショ,nishioomonkeimusho,seodaemunhyeongmuso
한국디지털미디어고등학교,カンコクデジタルメディアコウトウガッコウ,kankokudejitarumediakoutougakkou,hangugdijiteolmidieogodeunghaggyo
한서대학교,カンミズホダイガッコウ,kanmizuhodaigakkou,hanseodaehaggyo
안양외국어고등학교,アンヨウガイコクゴコウトウガッコウ,anyougaikokugokoutougakkou,anyangoegugeogodeunghaggyo
세계일보,セカイニッポウ,sekainippou,segyeilbo
포석정,アワビセキテイ,awabisekitei,poseogjeong
서울고속버스터미널,ソウルコウソクバスターミナル,sourukousokubasutāminaru,seoulgosogbeoseuteomineol
동서울종합터미널,ヒガシソウルソウゴウバスターミナル,higashisourusougoubasutāminaru,dongseouljonghabteomineol
동해중부선,ケイヒガシセン,keihigashisen,donghaejungbuseon
동의대학교,アズマヨシダイガッコウ,azumayoshidaigakkou,dongyidaehaggyo
서면,ニシメン,nishimen,seomyeon
동화사,キリハナテラ,kirihanatera,donghwasa
대흥사,ダイコウジ,daikouji,daeheungsa
동중국해,ヒガシシナカイ,higashishinakai,dongjunggughae
전북대학교,ゼンホクダイガッコウ,zenhokudaigakkou,jeonbugdaehaggyo
한강철교,カンコウテッキョウ,kankoutekkyou,hangangceolgyo
한강대교,カンコウオオハシ,kankouoohashi,hangangdaegyo
서울특별시청사,ソウルトクベツシチョウ,sourutokubetsushichou,seoulteugbyeolsiceongsa
한국전자통신연구원,カンコクデンシツウシンケンキュウイン,kankokudenshitsuushinkenkyuuin,hangugjeonjatongsinyeonguweon
국립목포해양대학교,キウラカイヨウダイガッコウ,kiurakaiyoudaigakkou,gugribmogpohaeyangdaehaggyo
국립금오공과대학교,キムカラスコウカダイガッコウ,kimukarasukoukadaigakkou,gugribgeumogonggwadaehaggyo
한국관광대학교,カンコクカンコウダイガク,kankokukankoudaigaku,hanguggwangwangdaehaggyo
숭실대학교,タカシジツダイガッコウ,takashijitsudaigakkou,sungsildaehaggyo
한국도로공사,カンコクドウロコウシャ,kankokudourokousha,hangugdorogongsa
성수대교,セイスイオオハシ,seisuioohashi,seongsudaegyo
한국일보,カンコクニッポウ,kankokunippou,hangugilbo
서경주신호소,ニシケイシュウシンゴウショ,nishikeishuushingousho,seogyeongjusinhoso
국립서울현충원,コクリツソウルアキラチュウイン,kokuritsusouruakirachuuin,gugribseoulhyeoncungweon
인하대학교,ジンニダイガッコウ,jinnidaigakkou,inhadaehaggyo
초록정치연대,クサミドリセイジレンタイ,kusamidoriseijirentai,corogjeongciyeondae
서원,ショイン,shoin,seoweon
무궁화대훈장,ムキュウハナダイクンショウ,mukyuuhanadaikunshou,mugunghwadaehunjang
엑스포과학공원,エキスポカガクコウエン,ekisupokagakukouen,egseupogwahaggongweon
고운사,コクモデラ,kokumodera,gounsa
지산 월드 락 페스티벌,ジサン・バレー・ロック・フェスティバル,jisan・barē・rokku・fesutibaru,jisan weoldeu rag peseutibeol
잠실대교,サンシツオオハシ,sanshitsuoohashi,jamsildaegyo
남해,ナンカイ,nankai,namhae
한신대학교,カンシンダイガッコウ,kanshindaigakkou,hansindaehaggyo
경기방송,ケイキホウソウ,keikihousou,gyeonggibangsong
경기만,ケイキワン,keikiwan,gyeonggiman
네이버,ネイバー,neibā,neibeo
서산영덕고속도로,カラツミツルトクコウソクドウロ,karatsumitsurutokukousokudouro,seosanyeongdeoggosogdoro
부전선,カマタセン,kamatasen,bujeonseon
경남신문,ケイミナミシンブン,keiminamishinbun,gyeongnamsinmun
한일전,ニチカンセン,nichikansen,haniljeon
한화그룹,ハンファグループ,hanfagurūpu,hanhwageurub
민주정의당,ミンシュセイギトウ,minshuseigitou,minjujeongyidang
금호아시아나그룹,ニシキコアシアナグループ,nishikikoashianagurūpu,geumhoasianageurub
디지털미디어시티,デジタルメディアシティ,dejitarumediashiti,dijiteolmidieositi
선운사,ゼンクモデラ,zenkumodera,seonunsa
경부고속철도,キョウカマコウソクセン,kyoukamakousokusen,gyeongbugosogceoldo
이스타항공,イースターコウクウ,īsutākoukuu,iseutahanggong
대구선,タイキュウセン,taikyuusen,daeguseon
교외선,ソウルコウガイセン,sourukougaisen,gyooeseon
문화일보,ブンカニッポウ,bunkanippou,munhwailbo
선린인터넷고등학교,ゼンリンインターネットコウトウガッコウ,zenrinintānettokoutougakkou,seonrininteonesgodeunghaggyo
남해대교,ナンカイオオハシ,nankaioohashi,namhaedaegyo
한양여자대학교,カンヒジョシダイガッコウ,kanhijoshidaigakkou,hanyangyeojadaehaggyo
삼성중공업,サムスンジュウコウギョウ,samusunjuukougyou,samseongjunggongeob
동대문운동장,トウダイモンウンドウジョウ,toudaimonundoujou,dongdaemunundongjang
광주대구고속도로,コウシュウタイキュウコウソクドウロ,koushuutaikyuukousokudouro,gwangjudaegugosogdoro
남해고속도로,ナンカイコウソクドウロ,nankaikousokudouro,namhaegosogdoro
열린우리당,ウリトウ,uritou,yeolrinuridang
무궁화호,ムグンファゴウ,mugunfagou,mugunghwaho
국민중심당,コクミンチュウシントウ,kokuminchuushintou,gugminjungsimdang
충남대학교,チュウナンダイガクコウ,chuunandaigakukou,cungnamdaehaggyo
우송대학교,マタマツダイガッコウ,matamatsudaigakkou,usongdaehaggyo
직지사,チョクユビテラ,chokuyubitera,jigjisa
추풍령,アキカゼミネ,akikazemine,cupungryeong
성남아트센터,ジョウナンアートセンター,jounanātosentā,seongnamateusenteo
매일경제신문,マイニチケイザイシンブン,mainichikeizaishinbun,maeilgyeongjesinmun
상지대학교,ヒサシダイガッコウ,hisashidaigakkou,sangjidaehaggyo
육군특수전사령부,トクシュセンシレイブ,tokushusenshireibu,yuggunteugsujeonsaryeongbu
한국국민당,カンコクコクミントウ,kankokukokumintou,hanguggugmindang
용인서울고속도로,リュウヒトシソウルコウソクドウロ,ryuuhitoshisourukousokudouro,yonginseoulgosogdoro
부천국제판타스틱영화제,トミカワコクサイファンタスティックエイガサイ,tomikawakokusaifantasutikkueigasai,buceongugjepantaseutigyeonghwaje
동해남부선,トウカイナンブセン,toukainanbusen,donghaenambuseon
당산철교,ドウヤマテッキョウ,douyamatekkyou,dangsanceolgyo
금산사,キンザンジ,kinzanji,geumsansa
대전한화생명이글스파크,オオタハンバッウンドウジョウヤキュウジョウ,ootahanbauundoujouyakyuujou,daejeonhanhwasaengmyeongigeulseupakeu
대구대학교,タイキュウダイガッコウ,taikyuudaigakkou,daegudaehaggyo
교보문고,キョウホブンコ,kyouhobunko,gyobomungo
국립국악원,カンコクコクリツコクラクイン,kankokukokuritsukokurakuin,gugribgugagweon
한국예술종합학교,カンコクゲイジュツソウゴウガッコウ,kankokugeijutsusougougakkou,hangugyesuljonghabhaggyo
중부고속도로,チュウブコウソクドウロ,chuubukousokudouro,jungbugosogdoro
넷마블,ネットマーブル,nettomāburu,nesmabeul
해인사,ウミシルシテラ,umishirushitera,haeinsa
한남대교,カンミナミオオハシ,kanminamioohashi,hannamdaegyo
한국국제협력단,カンコクコクサイキョウリョクダン,kankokukokusaikyouryokudan,hanguggugjehyeobryeogdan
서울일본인학교,ソウルニッポンジンガッコウ,sourunipponjingakkou,seoulilboninhaggyo
신경주대학교,ケイシュウダイガッコウ,keishuudaigakkou,singyeongjudaehaggyo
개똥녀,イヌクソオンナ,inukusoonna,gaeddongnyeo
올림픽대교,オリンピックオオハシ,orinpikkuoohashi,olrimpigdaegyo
서울고등학교,ソウルコウトウガッコウ,sourukoutougakkou,seoulgodeunghaggyo
행주대교,サイワイシュウオオハシ,saiwaishuuoohashi,haengjudaegyo
오뚜기,オットギ,ottogi,oddugi
청주야구장,キヨスソウゴウウンドウジョウヤキュウジョウ,kiyosusougouundoujouyakyuujou,ceongjuyagujang
인크루트,インクルト,inkuruto,inkeuruteu
공항철도,クウコウテツドウ,kuukoutetsudou,gonghangceoldo
한화 이글스,ハンファ・イーグルス,hanfa・īgurusu,hanhwa igeulseu
북제주군,キタサイシュウグン,kitasaishuugun,bugjejugun
아카데미과학,アカデミーカガク,akademīkagaku,akademigwahag
석굴암,セックツアン,sekkutsuan,seoggulam
전국민주노동조합총연맹,ゼンコクミンシュロウドウクミアイソウレンメイ,zenkokuminshuroudoukumiaisourenmei,jeongugminjunodongjohabcongyeonmaeng
국가기록원,コッカキロクイン,kokkakirokuin,guggagirogweon
백석대학교,シライシダイガッコウ,shiraishidaigakkou,baegseogdaehaggyo
대구가톨릭대학교,タイキュウカトリックダイガッコウ,taikyuukatorikkudaigakkou,daegugatolrigdaehaggyo
동부산대학교,ヒガシプサンダイガク,higashipusandaigaku,dongbusandaehaggyo
청주대학교,キヨスダイガッコウ,kiyosudaigakkou,ceongjudaehaggyo
전남과학대학교,ゼンミナミカガクダイガッコウ,zenminamikagakudaigakkou,jeonnamgwahagdaehaggyo
사직야구장,シャショクヤキュウジョウ,shashokuyakyuujou,sajigyagujang
아모레퍼시픽,アモーレパシフィック,amōrepashifikku,amorepeosipig
키움 히어로즈,キウム・ヒーローズ,kiumu・hīrōzu,kium hieorojeu
목동야구장,キホラヤキュウジョウ,kihorayakyuujou,mogdongyagujang
