angela merkel,앙겔라 메르켈,anggelra mereukel
nina eichinger,니나 아이힝거,nina aihinggeo
christoph maria herbst,크리스토프 마리아 허브스트,keuriseutopeu maria heobeuseuteu
micaela schäfer,미카엘라 셰퍼,mikaelra syepeo
bernd tauber,베른트 타우버,bereunteu taubeo
holger handtke,홀거 한트케,holgeo hanteuke
sabine winter,자비네 빈터,jabine binteo
joseph welzenbacher,요제프 벨첸바셔,yojepeu belcenbasyeo
mario götze,마리오 괴체,mario goece
tim wiese,팀 비제,tim bije
tim seyfi,팀 세이피,tim seipi
robert enke,로베르트 엥케,robereuteu engke
hansdietrich genscher,한스디트리히 겐셔,hanseuditeurihi gensyeo
leonard lansink,레오나르트 란징크,reonareuteu ranjingkeu
torsten frings,토르스텐 프링스,toreuseuten peuringseu
egino weinert,에기노 바이너트,egino baineoteu
paul harzer,파울 하르처,paul hareuceo
michael welker,미하엘 벨커,mihael belkeo
bodo ramelow,보도 라멜로,bodo ramelro
heinz emigholz,하인츠 에미히홀츠,hainceu emihiholceu
frank deppe,프랑크 데페,peurangkeu depe
frank engel,프랑크 엥겔,peurangkeu enggel
fritz gansberg,프리츠 가네베르크,peuriceu ganebereukeu
lars windhorst,랄스 빈트호르스트,ralseu binteuhoreuseuteu
bodo schäfer,보도 섀퍼,bodo syaepeo
norbert bolz,노르베르트 볼츠,noreubereuteu bolceu
ulrike beisiegel,울리케 바이지겔,ulrike baijigel
willi eichler,빌리 아이흘러,bilri aiheulreo
martin kriele,마르틴 크릴레,mareutin keurilre
jürgen knieper,위르겐 크니퍼,wireugen keunipeo
julian sensley,줄리안 센슬리,julrian senseulri
richard hey,리하르트 하이,rihareuteu hai
harald von hirschfeld,하랄트 폰 히르슈펠트,haralteu pon hireusyupelteu
ralf schmitz,랄프 슈미츠,ralpeu syumiceu
martin sperr,마르틴 슈페르,mareutin syupereu
anna loos,아나 로스,ana roseu
hermine sterler,헤르민 스터러,hereumin seuteoreo
gila von weitershausen,길라 폰 바이터스하우젠,gilra pon baiteoseuhaujen
florian stetter,플로리안 슈테터,peulrorian syuteteo
heinz schubert,하인츠 슈베르트,hainceu syubereuteu
christian redl,크리스티앙 레들,keuriseutiang redeul
maryam zaree,마리암 자리,mariam jari
stefan kießling,슈테판 키슬링,syutepan kiseulring
albert lieven,알베르트 리벤,albereuteu riben
joachim von ribbentrop,요아힘 폰 리벤트로프,yoahim pon ribenteuropeu
arthur brauss,아르투어 브라우스,areutueo beurauseu
max bruch,막스 브루흐,magseu beuruheu
george grosz,게오르게 그로스,georeuge geuroseu
horst krause,호르스트 크라우세,horeuseuteu keurause
mike hanke,미케 항케,mike hangke
werner daehn,베르너 덴,bereuneo den
ludwig blochberger,루트비히 블로흐베르거,ruteubihi beulroheubereugeo
paula kalenberg,파울라 칼렌베르크,paulra kalrenbereukeu
marlon kittel,말론 키텔,malron kitel
katharina schüttler,카타리나 쉬틀러,katarina switeulreo
jens hartwig,옌스 하르트비히,yenseu hareuteubihi
theophil großgebauer,테오필 그로스게바워,teopil geuroseugebaweo
rüdiger frank,뤼디거 프랑크,rwidigeo peurangkeu
christiane krüger,크리스티아네 크뤼거,keuriseutiane keurwigeo
uwe bohm,우베 봄,ube bom
jördis triebel,외르디스 트리벨,oereudiseu teuribel
alexander liebreich,알렉산더 리브라이히,alregsandeo ribeuraihi
samuel finzi,자무엘 핀치,jamuel pinci
kim gloss,킴 글로스,kim geulroseu
gerald asamoah,게랄트 아자모아,geralteu ajamoa
walter kohl,발터 콜,balteo kol
melika foroutan,메리카 포로탠,merika porotaen
carl jaffe,카를 야페,kareul yape
ute frevert,우테 프레베르트,ute peurebereuteu
fritzi haberlandt,프리치 하베를란트,peurici habereulranteu
markus boysen,마르쿠스 보이젠,mareukuseu boijen
oskar lafontaine,오스카르 라퐁텐,oseukareu rapongten
gerd gigerenzer,게르트 기거렌처,gereuteu gigeorenceo
manuel friedrich,마뉴엘 프리드리히,manyuel peurideurihi
aykut kayacık,아이쿠트 카야즈크,aikuteu kayajeukeu
adam von bremen,아담 폰 브레멘,adam pon beuremen
jim boeven,짐 뵈벤,jim boeben
florentine lahme,플로렌틴 라메,peulrorentin rame
klaus hasselmann,클라우스 하셀만,keulrauseu haselman
uta briesewitz,우타 브리제비츠,uta beurijebiceu
oliver stokowski,올리버 슈토코프스키,olribeo syutokopeuseuki
robert graf,로베르트 그라프,robereuteu geurapeu
claus westermann,클라우스 베스터만,keulrauseu beseuteoman
jan henrik stahlberg,얀 헨릭 스탈베르그,yan henrig seutalbereugeu
claudio pizarro,클라우디오 피사로,keulraudio pisaro
nadine warmuth,나딘 바르무트,nadin bareumuteu
jens winter,옌스 빈터,yenseu binteo
christopher buchholz,크리스토퍼 부츠홀즈,keuriseutopeo buceuholjeu
dagmar manzel,다그마 만첼,dageuma mancel
edgar selge,에드가어 젤게,edeugaeo jelge
sebastian schipper,제바스티안 시퍼,jebaseutian sipeo
alina levshin,알리나 렙신,alrina rebsin
jan hatzius,얀 하치우스,yan haciuseu
julia hummer,율리아 후머,yulria humeo
hans walter wolff,한스 월터 울프,hanseu weolteo ulpeu
heiko maas,하이코 마스,haiko maseu
wilhelm pauck,빌헬름 포크,bilhelreum pokeu
robert gradmann,로베르트 그라트만,robereuteu geurateuman
ernst fuchs,에른스트 푹스,ereunseuteu pugseu
daisy earles,데이지 얼스,deiji eolseu
hertha thiele,헤르타 틸레,hereuta tilre
johanna gastdorf,요하나 가스트도프,yohana gaseuteudopeu
max von thun,막스 폰 툰,magseu pon tun
maxim mehmet,맥심 메멧,maegsim memes
jürgen tonkel,위르겐 통켈,wireugen tongkel
norbert weisser,노르베르트 바이서,noreubereuteu baiseo
heiko westermann,하이코 베스테르만,haiko beseutereuman
albrecht dold,알브레히트 돌트,albeurehiteu dolteu
birgit prinz,비르기트 프린츠,bireugiteu peurinceu
max picard,막스 피카르트,magseu pikareuteu
johannes wallmann,요한네스 발만,yohanneseu balman
robert habeck,로베르트 하베크,robereuteu habekeu
rotraut susanne berner,로트라우트 수잔네 베르너,roteurauteu sujanne bereuneo
kevin trapp,케빈 트라프,kebin teurapeu
boris kodjoe,보리스 코조,boriseu kojo
sebastian kehl,제바스티안 켈,jebaseutian kel
mats hummels,마츠 후멜스,maceu humelseu
werner weinhold,베르너 바인홀트,bereuneo bainholteu
friederike kempter,프리데리케 켐프터,peuriderike kempeuteo
leonie benesch,레오니 베네슈,reoni benesyu
karl lieffen,카를 리펜,kareul ripen
pietro lombardi,피에트로 롬바르디,pieteuro rombareudi
klaus fichtel,클라우스 피히텔,keulrauseu pihitel
michael tarnat,미하엘 타르나트,mihael tareunateu
renate krößner,레나테 크뢰스너,renate keuroeseuneo
willi schulz,빌리 슐츠,bilri syulceu
franz von papen,프란츠 폰 파펜,peuranceu pon papen
karl philipp moritz,카를 필리프 모리츠,kareul pilripeu moriceu
hermann danuser,헤어만 다누저,heeoman danujeo
niklas frank,니클라스 프랑크,nikeulraseu peurangkeu
andreas franz,안드레아스 프란츠,andeureaseu peuranceu
carl schuricht,카를 슈리히트,kareul syurihiteu
salomon bochner,잘로몬 보흐너,jalromon boheuneo
sebastian schlemmer,세바스티안 슐레머,sebaseutian syulremeo
fred uhlman,프레드 울만,peuredeu ulman
marko marin,마르코 마린,mareuko marin
arthur kaufmann,아르투어 카우프만,areutueo kaupeuman
peter fulde,페터 풀데,peteo pulde
volker ludwig,폴커 루트비히,polkeo ruteubihi
hans lilie,한스 릴리에,hanseu rilrie
nike fuhrmann,니케 푸르만,nike pureuman
hennes weisweiler,헤네스 바이스바일러,heneseu baiseubailreo
jérôme boateng,제롬 보아텡,jerom boateng
michael rensing,미하엘 렌징,mihael renjing
kevinprince boateng,케빈프린스 보아텡,kebinpeurinseu boateng
nina petri,니나 페트리,nina peteuri
christian kracht,크리스티안 크라흐트,keuriseutian keuraheuteu
hjalmar schacht,얄마르 샤흐트,yalmareu syaheuteu
erwin wickert,에르빈 비케르트,ereubin bikereuteu
stef wertheimer,스테프 베르트하이머,seutepeu bereuteuhaimeo
holger badstuber,홀거 바트슈투버,holgeo bateusyutubeo
franz walter,프란츠 발터,peuranceu balteo
hans günter michelsen,한스 귄터 미헬센,hanseu gwinteo mihelsen
wolfgang kunkel,볼프강 쿵켈,bolpeugang kungkel
jupp heynckes,유프 하인케스,yupeu hainkeseu
marcel schmelzer,마르셀 슈멜처,mareusel syumelceo
konstantin von neurath,콘스탄틴 폰 노이라트,konseutantin pon noirateu
aylin tezel,아일린 테젤,ailrin tejel
bernd schneider,베른트 슈나이더,bereunteu syunaideo
emil nolde,에밀 놀데,emil nolde
oliver bierhoff,올리버 비어호프,olribeo bieohopeu
hans von aachen,한스 폰 아헨,hanseu pon ahen
marco reus,마르코 로이스,mareuko roiseu
karlheinz rummenigge,카를하인츠 루메니게,kareulhainceu rumenige
benedikt höwedes,베네딕트 회베데스,benedigteu hoebedeseu
lars bender,라르스 벤더,rareuseu bendeo
kevin kurányi,케빈 쿠라니,kebin kurani
marcell jansen,마르셀 얀젠,mareusel yanjen
hugo gutmann,후고 구트만,hugo guteuman
matt lucas,맷 루커스,maes rukeoseu
matthias brandt,마티아스 브란트,matiaseu beuranteu
oliver neuville,올리버 뇌빌,olribeo noebil
christoph metzelder,크리스토프 메첼더,keuriseutopeu meceldeo
bernhard sekles,베른하르트 세클레스,bereunhareuteu sekeulreseu
otto dix,오토 딕스,oto digseu
moritz leitner,모리츠 라이트너,moriceu raiteuneo
jack steinberger,잭 스타인버거,jaeg seutainbeogeo
leó szilárd,실라르드 레오,silrareudeu reo
cristina do rego,크리스티나 두 헤고,keuriseutina du hego
dieterich buxtehude,디트리히 북스테후데,diteurihi bugseutehude
felix magath,펠릭스 마가트,pelrigseu magateu
paula schramm,폴라 슈람,polra syuram
werner krusche,베르너 크루셰,bereuneo keurusye
hans arp,장 아르프,jang areupeu
martin niemöller,마르틴 니묄러,mareutin nimoelreo
joseph beuys,요제프 보이스,yojepeu boiseu
nena,네나,nena
mehmet scholl,메흐메트 숄,meheumeteu syol
henry van de velde,앙리 반 데 벨데,angri ban de belde
piotr trochowski,피오트르 트로호프스키,pioteureu teurohopeuseuki
josef manger,요제프 망거,yojepeu manggeo
lewon aronjan,레본 아로니안,rebon aronian
arnold schönberg,아르놀트 쇤베르크,areunolteu soenbereukeu
aribert heim,아리베르트 하임,aribereuteu haim
friedrich gottlieb klopstock,프리드리히 고틀리프 클로프슈토크,peurideurihi goteulripeu keulropeusyutokeu
luise ulrike von preußen,루이제 울리케 폰 프로이센,ruije ulrike pon peuroisen
roman weidenfeller,로만 바이덴펠러,roman baidenpelreo
martin bucer,마르틴 부처,mareutin buceo
katrin krabbe,카트린 크라베,kateurin keurabe
silke möller,질케 묄러,jilke moelreo
jakob brendel,야코프 브렌델,yakopeu beurendel
marita koch,마리타 코흐,marita koheu
karlheinz stockhausen,카를하인츠 슈토크하우젠,kareulhainceu syutokeuhaujen
matthias grünewald,마티아스 그뤼네발트,matiaseu geurwinebalteu
dennis aogo,데니스 아오고,deniseu aogo
maria amalia von österreich,마리아 아말리아 폰 외스터라이히,maria amalria pon oeseuteoraihi
karlheinz radschinsky,카를하인츠 라친스키,kareulhainceu racinseuki
manfred nerlinger,만프레트 네를링거,manpeureteu nereulringgeo
daniel libeskind,대니얼 리버스킨드,daenieol ribeoseukindeu
rica reinisch,리카 라이니슈,rika rainisyu
bernd krauss,베른트 크라우스,bereunteu keurauseu
andreas wellinger,안드레아스 벨링거,andeureaseu belringgeo
sead kolašinac,세아드 콜라시나츠,seadeu kolrasinaceu
daniel caligiuri,다니엘 칼리주리,daniel kalrijuri
johannes flum,요하네스 플룸,yohaneseu peulrum
marco höger,마르코 회거,mareuko hoegeo
till lindemann,틸 린데만,til rindeman
andreas köpke,안드레아스 쾨프케,andeureaseu koepeuke
alfred von tirpitz,알프레트 폰 티르피츠,alpeureteu pon tireupiceu
klaus meine,클라우스 마이네,keulrauseu maine
rené adler,레네 아들러,rene adeulreo
helene fischer,헬레네 피셔,helrene pisyeo
max kruse,막스 크루제,magseu keuruje
matthias ginter,마티아스 긴터,matiaseu ginteo
christa ludingrothenburger,크리스타 루딩,keuriseuta ruding
otto klemperer,오토 클렘퍼러,oto keulrempeoreo
diego contento,디에고 콘텐토,diego kontento
christian streich,크리스티안 슈트라이히,keuriseutian syuteuraihi
oliver baumann,올리버 바우만,olribeo bauman
marvin compper,마르빈 콤퍼,mareubin kompeo
ronrobert zieler,론로베르트 칠러,ronrobereuteu cilreo
bill kaulitz,빌 카울리츠,bil kaulriceu
andrea pollack,안드레아 폴라크,andeurea polrakeu
heinrich brüning,하인리히 브뤼닝,hainrihi beurwining
sigrun wodars,지그룬 보다르스,jigeurun bodareuseu
johanna klier,요하나 샬러,yohana syalreo
diana damrau,디아나 담라우,diana damrau
christian lell,크리스티안 렐,keuriseutian rel
sepp herberger,제프 헤르베르거,jepeu hereubereugeo
karl mai,카를 마이,kareul mai
frankmichael wahl,프랑크미하엘 발,peurangkeumihael bal
herbert fandel,헤르베르트 판델,hereubereuteu pandel
daniel williams,대니 윌리엄스,daeni wilrieomseu
bruno walter,브루노 발터,beuruno balteo
lars unnerstall,라르스 운너스탈,rareuseu unneoseutal
walther rathenau,발터 라테나우,balteo ratenau
dietmar hamann,디트마어 하만,diteumaeo haman
thomas häßler,토마스 헤슬러,tomaseu heseulreo
andreas möller,안드레아스 묄러,andeureaseu moelreo
dieter eilts,디터 아일츠,diteo ailceu
annelie ehrhardt,안넬리 에르하르트,annelri ereuhareuteu
gabriele reinsch,가브리엘레 라인쉬,gabeurielre rainswi
kevin volland,케빈 폴란트,kebin polranteu
wiradech kothny,위라뎃 콧니,wirades kosni
toni kroos,토니 크로스,toni keuroseu
inka grings,잉카 그링스,ingka geuringseu
kristin otto,크리스틴 오토,keuriseutin oto
terence hill,테런스 힐,tereonseu hil
angela voigt,앙겔라 포이크트,anggelra poikeuteu
margitta gummel,마르기타 구멜,mareugita gumel
oliver kahn,올리버 칸,olribeo kan
hans luther,한스 루터,hanseu ruteo
robert huth,로베르트 후트,robereuteu huteu
pina bausch,피나 바우슈,pina bausyu
christian lorenz,크리스티안 로렌츠,keuriseutian rorenceu
wolfgang schmidt,볼프강 슈미트,bolpeugang syumiteu
karim haggui,카림 하귀,karim hagwi
helmut walcha,헬무트 발햐,helmuteu balhya
lukas podolski,루카스 포돌스키,rukaseu podolseuki
franz von bayern,프란츠 폰 바이에른,peuranceu pon baiereun
carl schuhmann,카를 슈만,kareul syuman
uli jon roth,울리 존 로스,ulri jon roseu
markus merk,마르쿠스 메르크,mareukuseu mereukeu
halil altıntop,할릴 알튼토프,halril alteuntopeu
gustav krupp von bohlen und halbach,구스타프 크루프 폰 볼렌 운트 할바흐,guseutapeu keurupeu pon bolren unteu halbaheu
christian ziege,크리스티안 치게,keuriseutian cige
angela gossow,안젤라 고소우,anjelra gosou
haddaway,해더웨이,haedeowei
andré previn,앙드레 프레빈,angdeure peurebin
sebastian boenisch,제바스티안 뵈니슈,jebaseutian boenisyu
evelin jahl,에벨린 쉴나크,ebelrin swilnakeu
tatjana hüfner,타탸나 휘프너,tatyana hwipeuneo
christa ludwig,크리스타 루트비히,keuriseuta ruteubihi
ute geweniger,우테 게베니거,ute gebenigeo
elke sommer,앨케 조머,aelke jomeo
silke renk,질케 렝크,jilke rengkeu
ines diers,이네스 디어스,ineseu dieoseu
max liebermann,막스 리버만,magseu ribeoman
thomas schaaf,토마스 샤프,tomaseu syapeu
rudolf schenker,루돌프 쉥커,rudolpeu swengkeo
carl stamitz,카를 슈타미츠,kareul syutamiceu
zvjezdan misimović,즈베즈단 미시모비치,jeubejeudan misimobici
waldemar cierpinski,발데마르 치르핀스키,baldemareu cireupinseuki
andreas brehme,안드레아스 브레메,andeureaseu beureme
kevin großkreutz,케빈 그로스크로이츠,kebin geuroseukeuroiceu
jenny wolf,예니 볼프,yeni bolpeu
jens nowotny,옌스 노보트니,yenseu noboteuni
caren metschuck,카렌 메추크,karen mecukeu
lina radke,리나 라트케,rina rateuke
aileen frisch,아일린 프리슈,ailrin peurisyu
nina hagen,니나 하겐,nina hagen
patrick helmes,파트리크 헬메스,pateurikeu helmeseu
nils petersen,닐스 페테르젠,nilseu petereujen
andreas beck,안드레아스 베크,andeureaseu bekeu
heike apitzschfriedrich,하이케 프리드리히,haike peurideurihi
frank lieberam,프랑크 리베람,peurangkeu riberam
adolf von hildebrand,아돌프 폰 힐데브란트,adolpeu pon hildebeuranteu
akaki gogia,아카키 고기아,akaki gogia
james stirling,제임스 스털링,jeimseu seuteolring
frank baumann,프랑크 바우만,peurangkeu bauman
hildegard falck,힐데가르트 팔크,hildegareuteu palkeu
christine wachtel,크리스티네 바히텔,keuriseutine bahitel
mathias schober,마티아스 쇼버,matiaseu syobeo
frank rost,프랑크 로스트,peurangkeu roseuteu
klaus kinkel,클라우스 킹켈,keulrauseu kingkel
wilhelm kempff,빌헬름 켐프,bilhelreum kempeu
stefan bell,슈테판 벨,syutepan bel
jeffrey schlupp,제프리 슐루프,jepeuri syulrupeu
