gerónimo,제로니모,jeronimo
diego lópez rodríguez,디에고 로페스 로드리게스,diego ropeseu rodeurigeseu
carlos velasco carballo,카를로스 벨라스코 카르바요,kareulroseu belraseuko kareubayo
raúl bravo,라울 브라보,raul beurabo
juan luis galiardo,후안 루이스 게리아도,huan ruiseu geriado
luis alfonso de borbón,루이스 알폰소 데 보르본,ruiseu alponso de boreubon
adrián lópez álvarez,아드리안 로페스 알바레스,adeurian ropeseu albareseu
pablo ibáñez,파블로 이바녜스,pabeulro ibanyeseu
miguel torres gómez,미겔 토레스 고메스,migel toreseu gomeseu
sergio asenjo,세르히오 아셍호,sereuhio asengho
fernando amorebieta,페르난도 아모레비에타,pereunando amorebieta
salva garcía,살바도르 가르시아,salbadoreu gareusia
carlos comamala,카를로스 코마말라,kareulroseu komamalra
diego capel,디에고 카펠,diego kapel
feliciano rivilla,펠리시아노 리비야,pelrisiano ribiya
yū shirota,시로타 유,sirota yu
mary carrillo,메리 카릴로,meri karilro
martí riverola,마르티 리베롤라,mareuti riberolra
ramón torralba,라몬 토랄바,ramon toralba
david zurutuza,다비드 수루투사,dabideu surutusa
alfredo mayo,알프레도 마요,alpeuredo mayo
josé parra martínez,호세 파라 마르티네스,hose para mareutineseu
pichi alonso,피치 알론소,pici alronso
pierre webó,피에르 웨보,piereu webo
luis fernández,루이스 페르난데스,ruiseu pereunandeseu
javier aguirresarobe,하비에르 아기레사로베,habiereu agiresarobe
tomás reñones,토마스 레뇨네스,tomaseu renyoneseu
paqui veza,파키 베사,paki besa
andrés gimeno,안드레스 히메노,andeureseu himeno
francisco suárez,프란시스코 수아레스,peuransiseuko suareseu
juan luis vives,후안 루이스 비베스,huan ruiseu bibeseu
santiago urkiaga,산티아고 우르키아가,santiago ureukiaga
manuel velázquez,마누엘 벨라스케스,manuel belraseukeseu
paco bienzobas,프란시스코 비엔소바스,peuransiseuko biensobaseu
javier manjarín,하비에르 망하린,habiereu mangharin
jesús solana,헤수스 솔라나,hesuseu solrana
fede saiz,페데 사이스,pede saiseu
agustín elduayen,아구스틴 엘두아옌,aguseutin elduayen
úrsula corberó,우르술라 코르베로,ureusulra koreubero
ricardo bofill,리카르도 보필,rikareudo bopil
víctor sánchez mata,빅토르 산체스 마타,bigtoreu sanceseu mata
jorge garbajosa,호르헤 가르바호사,horeuhe gareubahosa
jaime lazcano,하이메 라스카노,haime raseukano
ernesto galán,에르네스토 갈란,ereuneseuto galran
domingo caycedo,도밍고 카이세도,dominggo kaisedo
aroa gimeno,아로아 히메노,aroa himeno
vega,베가,bega
josé ufarte,호세 우파르테,hose upareute
alberto belsué,알베르토 벨수에,albereuto belsue
albert ferrer,알베르 페레,albereu pere
iván campo,이반 캄포,iban kampo
raúl garcía escudero,라울 가르시아 에스쿠데로,raul gareusia eseukudero
nenê,네네,nene
mariano pernía,마리아노 페르니아,mariano pereunia
iván de la peña,이반 데 라 페냐,iban de ra penya
ramón zabalo,라몬 사발로,ramon sabalro
marta corredera,마르타 코레데라,mareuta koredera
martí vergés,마르티 베르헤스,mareuti bereuheseu
jordi savall,조르디 사발,joreudi sabal
vicente miera,비센테 미에라,bisente miera
maría botto,마리아 보토,maria boto
álvaro vadillo,알바로 바디요,albaro badiyo
vicente calderón,비센테 칼데론,bisente kalderon
mirtha legrand,미르타 르그랑,mireuta reugeurang
abel antón,아벨 안톤,abel anton
abel resino,아벨 레시노,abel resino
abelardo fernández,아벨라르도 페르난데스,abelrareudo pereunandeseu
gonzalo fernández de córdoba,곤살로 페르난데스 데 코르도바,gonsalro pereunandeseu de koreudoba
fernando fernán gómez,페르난도 페르난 고메스,pereunando pereunan gomeseu
manolo sanchís hontiyuelo,마누엘 산치스 온티유엘로,manuel sanciseu ontiyuelro
baltasar garzón,발타사르 가르손,baltasareu gareuson
andoni iraola,안도니 이라올라,andoni iraolra
alfonso pérez,알폰소 페레스,alponso pereseu
benito díaz,베니토 디아스,benito diaseu
julio alberto moreno,훌리오 알베르토 모레노,hulrio albereuto moreno
alberto lópez fernández,알베르토 로페스 페르난데스,albereuto ropeseu pereunandeseu
joaquín turina,호아킨 투리나,hoakin turina
fernando zambrano,페르난도 삼브라노,pereunando sambeurano
quim torra,킴 투라,kim tura
mariola fuentes,마리올라 푸엔테스,mariolra puenteseu
blanca suárez,블랑카 수아레스,beulrangka suareseu
cristina pedroche,크리스티나 페드로체,keuriseutina pedeuroce
india martínez,인디아 마르티네스,india mareutineseu
gracia querejeta,그라시아 퀘레헤타,geurasia kwereheta
ramón grosso,라몬 그로소,ramon geuroso
jordi codina,조르디 코디나,joreudi kodina
josé diego álvarez,호세 디에고 알바레스,hose diego albareseu
julio cardeñosa,훌리오 카르데뇨사,hulrio kareudenyosa
francisco javier uría,프란시스코 하비에르 우리아,peuransiseuko habiereu uria
sergi belbel,세르지 벨벨,sereuji belbel
jordi dauder,조르디 도더,joreudi dodeo
léo baptistão,레오 밥티스탕,reo babtiseutang
juan garaizabal,후안 가라이사발,huan garaisabal
josé mari bakero,호세 마리 바케로,hose mari bakero
pablo orbaiz,파블로 오르바이스,pabeulro oreubaiseu
íngrid rubio,잉그리드 루비오,inggeurideu rubio
carlos lapetra,카를로스 라페트라,kareulroseu rapeteura
josé ignacio sáenz,호세 이그나시오 사엔스,hose igeunasio saenseu
ismael urtubi,이스마엘 우르투비,iseumael ureutubi
kira miró,키라 미로,kira miro
miguel ángel portugal,미겔 앙헬 포르투갈,migel anghel poreutugal
josé maría belauste,호세 마리아 벨라우스테,hose maria belrauseute
borja bastón,보르하 바스톤,boreuha baseuton
josé zorrilla,호세 소리야,hose soriya
josé ramón esnaola,호세 라몬 에스나올라,hose ramon eseunaolra
paul naschy,폴 나쉬,pol naswi
abraham mateo,아브라함 마테오,abeuraham mateo
carlos bardem,카를로스 바르뎀,kareulroseu bareudem
ramón marsal,라몬 마르살,ramon mareusal
pepe mel,페페 멜,pepe mel
eugenio leal,에우헤니오 레알,euhenio real
guillermo campanal,기예르모 캄파날,giyereumo kampanal
isidoro san josé,이시도로 산 호세,isidoro san hose
antonio biosca,안토니오 비오스카,antonio bioseuka
francisco antúnez,프란시스코 안투네스,peuransiseuko antuneseu
antonio guzmán núñez,안토니오 구스만 누녜스,antonio guseuman nunyeseu
eduardo gonzález valiño,에두아르도 곤살레스 발리뇨,eduareudo gonsalreseu balrinyo
jesús glaría,헤수스 글라리아,hesuseu geulraria
simón lecue,시몬 레쿠에,simon rekue
josé campaña,호세 캄파냐,hose kampanya
paco liaño,프란시스코 리아뇨,peuransiseuko rianyo
sergio tejera,세르히오 테헤라,sereuhio tehera
jorge pulido,호르헤 풀리도,horeuhe pulrido
francisco rabal,프란시스코 라발,peuransiseuko rabal
guillermo amor,기예르모 아모르,giyereumo amoreu
luis medina cantalejo,루이스 메디나 칸탈레호,ruiseu medina kantalreho
fidel uriarte,피델 우리아르테,pidel uriareute
juan santisteban,후안 산티스테반,huan santiseuteban
juan sánchez moreno,후안 산체스 모레노,huan sanceseu moreno
almudena fernández,알무데나 페르난데스,almudena pereunandeseu
xavier cugat,사비에르 쿠가트,sabiereu kugateu
gai assulin,가이 아술린,gai asulrin
juan acuña,후안 아쿠냐,huan akunya
luciano vietto,루시아노 비에토,rusiano bieto
alberto iglesias,알베르토 이글레시아스,albereuto igeulresiaseu
ramón de la fuente leal,라몬 데 라 푸엔테 레알,ramon de ra puente real
antonio puchades,안토니오 푸차데스,antonio pucadeseu
albert rivera,알베르트 리베라,albereuteu ribera
óscar miñambres,오스카르 미냠브레스,oseukareu minyambeureseu
jaime penedo,하이메 페네도,haime penedo
rafa paz,라파엘 파스,rapael paseu
guillermo eizaguirre,기예르모 에이사기레,giyereumo eisagire
albert serra,알베르트 세라,albereuteu sera
luis alberto lacalle,루이스 알베르토 라카예,ruiseu albereuto rakaye
agustín aranzabal,아구스틴 아란사발,aguseutin aransabal
antonio cánovas del castillo,안토니오 카노바스 델 카스티요,antonio kanobaseu del kaseutiyo
fermín cacho,페르민 카초,pereumin kaco
sergi barjuan,세르히 바르후안,sereuhi bareuhuan
nacho monreal,나초 몬레알,naco monreal
miki roqué,미키 로케,miki roke
iker romero,이케르 로메로,ikereu romero
josé samitier,주제프 사미티에르,jujepeu samitiereu
francisco lópez alfaro,프란시스코 로페스 알파로,peuransiseuko ropeseu alparo
quique setién,키케 세티엔,kike setien
vicente engonga,비센테 엥공가,bisente enggongga
rafael lesmes,라파엘 레스메스,rapael reseumeseu
belisario betancur,벨리사리오 베탕쿠르,belrisario betangkureu
ernesto lecuona,에르네스토 레쿠오나,ereuneseuto rekuona
xabier etxebarria,샤비 에체바리아,syabi ecebaria
roberto lópez ufarte,로베르토 로페스 우파르테,robereuto ropeseu upareute
txetxu rojo,체추 로호,cecu roho
rubén garcía santos,루벤 가르시아 산토스,ruben gareusia santoseu
juan carlos ablanedo,후안 카를로스 아블라네도,huan kareulroseu abeulranedo
andrea duro,안드레아 두로,andeurea duro
manuel anatol,마누엘 아나톨,manuel anatol
francisco rodríguez garcía,프란시스코 로드리게스 가르시아,peuransiseuko rodeurigeseu gareusia
josé ángel berraondo,호세 앙헬 베라온도,hose anghel beraondo
gabriel vidal,가브리엘 비달,gabeuriel bidal
óscar jaenada,오스카르 하에나다,oseukareu haenada
rafa berges,라파엘 베르헤스,rapael bereuheseu
antonio ferrandis,안토니오 페르안디스,antonio pereuandiseu
fortunio bonanova,포르투니오 보나노바,poreutunio bonanoba
cristóbal parralo,크리스토발 파랄로,keuriseutobal paralro
domingo carulla,도밍고 카루야,dominggo karuya
marcelino pérez,마르셀리노 페레스,mareuselrino pereseu
enrique cerezo,엔리케 세레소,enrike sereso
alberto núñez feijóo,알베르토 누녜스 페이호,albereuto nunyeseu peiho
miguel hernández sánchez,미겔 에르난데스 산체스,migel ereunandeseu sanceseu
verónica sánchez,베로니카 산체스,beronika sanceseu
pedro regueiro,페드로 레게이로,pedeuro regeiro
pedro obiang,페드로 오비앙,pedeuro obiang
sergi enrich,세르지 엔리히,sereuji enrihi
adolfo mengotti,아돌프 멩고티,adolpeu menggoti
perla cristal,펄라 크리스탈,peolra keuriseutal
gregorio fuentes,그레고리오 푸엔테스,geuregorio puenteseu
goyo benito,그레고리오 베니토,geuregorio benito
tintín márquez,틴틴 마르케스,tintin mareukeseu
richard ortiz,리차르드 오르티스,ricareudeu oreutiseu
urko vera,우르코 베라,ureuko bera
imanol arias,이마놀 아리아스,imanol ariaseu
jorge aizkorreta,호르헤 아이스코레타,horeuhe aiseukoreta
javier sagarzazu,하비에르 사가르사수,habiereu sagareusasu
achero mañas,아체로 마냐스,acero manyaseu
jesús landáburu,헤수스 란다부루,hesuseu randaburu
lucía gil,루시아 힐,rusia hil
urbano ortega,우르바노 오르테가,ureubano oreutega
macarena gómez,마카레나 고메스,makarena gomeseu
nausicaa bonnín,나우시카 보닌,nausika bonin
marina salas,마리나 살라스,marina salraseu
fran escribá,프란 에스크리바,peuran eseukeuriba
iñigo pérez,이니고 페레스,inigo pereseu
luis mariano,루이스 마리아노,ruiseu mariano
willy hernangómez,윌리 에르난고메스,wilri ereunangomeseu
juan carlos arteche,후안 카를로스 아르테체,huan kareulroseu areutece
pilar rubio,필라르 루비오,pilrareu rubio
gonzalo arconada,곤살로 아르코나다,gonsalro areukonada
antonio de la torre martín,안토니오 데 라 토레 마틴,antonio de ra tore matin
dani martínez,다니 마르티네스,dani mareutineseu
sígfrid gracia,시그프리드 그라시아,sigeupeurideu geurasia
crisanto bosch,크리산트 보스치,keurisanteu boseuci
josé bañón,호세 바뇬,hose banyon
lucía ramos,루시아 라모스,rusia ramoseu
luis alberni,루이스 알베르니,ruiseu albereuni
luis garcía plaza,루이스 가르시아 플라사,ruiseu gareusia peulrasa
antonio betancort,안토니오 베탕코르트,antonio betangkoreuteu
borja ekiza,보르하 에키사,boreuha ekisa
alexandra jiménez,알렉산드라 히메네스,alregsandeura himeneseu
alberto vitoria,알베르토 비토리아,albereuto bitoria
joaquín alonso,호아킨 알론소,hoakin alronso
peio uralde,페드로 우랄데,pedeuro uralde
maría adánez,마리아 아다네스,maria adaneseu
isaac oceja,이사크 오세하,isakeu oseha
eva santolaria,에바 산톨라리아,eba santolraria
eugenia silva,에우헤니아 실바,euhenia silba
beatriz rico,베아트리스 리코,beateuriseu riko
agustín sancho,아구스틴 산초,aguseutin sanco
david billabona,다비드 비야보나,dabideu biyabona
isacio calleja,이사시오 카예하,isasio kayeha
mónica cervera,모니카 세르베라,monika sereubera
fanny gautier,파니 고티에,pani gotie
el juli,엘 훌리,el hulri
pedro vallana,페드로 바야나,pedeuro bayana
juanjo cañas,후안호 카냐스,huanho kanyaseu
nancho novo,난코 노보,nanko nobo
almudena muñoz,알무데나 무뇨스,almudena munyoseu
manuel lacunza,마누엘 라쿤자,manuel rakunja
cecilia freire,세실리아 프레이레,sesilria peureire
maría esteve,마리아 에스테베,maria eseutebe
amparo baró,암파로 바로,amparo baro
julia gutiérrez caba,훌리아 구티에레스 카바,hulria gutiereseu kaba
alberto garzón,알베르토 가르손,albereuto gareuson
manuel cervantes,마누엘 세르반테스,manuel sereubanteseu
bárbara goenaga,바르바라 고에나가,bareubara goenaga
esteban vigo,에스테반 비고,eseuteban bigo
josé coronado,호세 코로나도,hose koronado
marta hazas,마르타 아사스,mareuta asaseu
miguel abellán,미겔 아벨란,migel abelran
anne hidalgo,안 이달고,an idalgo
andrés junquera,안드레스 훙케라,andeureseu hungkera
david alegre,다비드 알레그레,dabideu alregeure
sílvia munt,실비아 문트,silbia munteu
cayetana guillén cuervo,카예타나 기옌 쿠에르보,kayetana giyen kuereubo
maría castro,마리아 카스트로,maria kaseuteuro
charo lópez,차로 로페스,caro ropeseu
chábeli iglesias,차벨리 이글레시아스,cabelri igeulresiaseu
sabino bilbao,사비노 빌바오,sabino bilbao
norma ruiz,노르마 루이스,noreuma ruiseu
lydia bosch,리디아 보스크,ridia boseukeu
luis otero,루이스 오테로,ruiseu otero
iván amaya,이반 아마야,iban amaya
mariano arrate,마리아노 아라테,mariano arate
martiño rivas,마르티뇨 리바스,mareutinyo ribaseu
miguel ángel silvestre,미겔 앙헬 실베스트레,migel anghel silbeseuteure
francisco pagaza,프란시스코 파가사우르툰두아,peuransiseuko pagasaureutundua
domingo gómezacedo,도밍고 고메스아세도,dominggo gomeseuasedo
juan artola,후안 아르톨라,huan areutolra
