김일,金日,jīn rì,gimil
강건,姜健,jiāng jiàn,ganggeon
김정,金仲,jīn zhòng,gimjeong
김철,金哲,jīn zhé,gimceol
남일,南日,nán rì,namil
백석,白石,bái shí,baegseog
허담,许锬,xǔ tán,heodam
김책,金策,jīn cè,gimcaeg
김무정,武亭,wǔ tíng,gimmujeong
서휘,徐辉,xú huī,seohwi
최휘,崔辉,cuī huī,coehwi
최광,崔光,cuī guāng,coegwang
박열,朴烈,pǔ liè,bagyeol
허헌,许宪,xǔ xiàn,heoheon
김옥,金玉,jīn yù,gimog
찰스 로버트 젱킨스,查尔斯·罗伯特·詹金斯,chá ěr sī · luó bǎi tè · zhān jīn sī,calseu robeoteu jengkinseu
최현,崔贤,cuī xián,coehyeon
안길,安吉,ān jí,angil
장철,张哲,zhāng zhé,jangceol
이찬,李灿,lǐ càn,ican
반디,潘迪,pān dí,bandi
임화,林和,lín hé,imhwa
배철,裴哲,péi zhé,baeceol
김웅,金雄,jīn xióng,gimung
한국배구연맹,韩国排球联盟,hán guó pái qiú lián méng,hangugbaeguyeonmaeng
정방폭포,正房瀑布,zhèng fáng pù bù,jeongbangpogpo
서울주교좌성당,首尔圣公会座堂,shǒu ěr shèng gōng huì zuò táng,seouljugyojwaseongdang
화엄사,华严寺,huá yán sì,hwaeomsa
호암미술관,湖岩美术馆,hú yán měi shù guǎn,hoammisulgwan
해운대해수욕장,海云台海滩,hǎi yún tái hǎi tān,haeundaehaesuyogjang
행주대교,幸州大桥,xìng zhōu dà qiáo,haengjudaegyo
징비록,惩毖录,chéng bì lù,jingbirog
이화여자외국어고등학교,梨花女子外国语高等学校,lí huā nǚ zǐ wài guó yǔ gāo děng xué xiào,ihwayeojaoegugeogodeunghaggyo
성산대교,城山大桥,chéng shān dà qiáo,seongsandaegyo
석굴암,石窟庵,shí kū ān,seoggulam
전국민주노동조합총연맹,全国民主劳动组合总联盟,quán guó mín zhǔ láo dòng zǔ hé zǒng lián méng,jeongugminjunodongjohabcongyeonmaeng
동해중부선,庆东线,qìng dōng xiàn,donghaejungbuseon
경주국립공원,庆州国立公园,qìng zhōu guó lì gōng yuán,gyeongjugugribgongweon
국방과학연구소,国防科学研究所,guó fáng kē xué yán jiū suǒ,gugbanggwahagyeonguso
민족문제연구소,民族问题研究所,mín zú wèn tí yán jiū suǒ,minjogmunjeyeonguso
한국개발연구원,韩国开发研究院,hán guó kāi fā yán jiū yuàn,hanguggaebalyeonguweon
봉원사,奉元寺,fèng yuán sì,bongweonsa
국립부여박물관,国立扶余博物馆,guó lì fú yú bó wù guǎn,gugribbuyeobagmulgwan
난중일기,乱中日记,luàn zhōng rì jì,nanjungilgi
서해대교,西海大桥,xī hǎi dà qiáo,seohaedaegyo
병점차량사업소,饼店车辆基地,bǐng diàn chē liàng jī dì,byeongjeomcaryangsaeobso
대우건설,大宇建设,dà yǔ jiàn shè,daeugeonseol
영동대교,永东大桥,yǒng dōng dà qiáo,yeongdongdaegyo
한국학중앙연구원,韩国学中央研究院,hán guó xué zhōng yāng yán jiū yuàn,hangughagjungangyeonguweon
공항철도,机场铁道,jī chǎng tiě dào,gonghangceoldo
노동자연대,劳动者团结,láo dòng zhě tuán jié,nodongjayeondae
코스닥,科斯达克,kē sī dá kè,koseudag
통도사,通度寺,tōng dù sì,tongdosa
한국가스공사,韩国石油公社,hán guó shí yóu gōng shè,hanguggaseugongsa
성산일출봉,城山日出峰,chéng shān rì chū fēng,seongsanilculbong
한화생명보험,韩华生命保险,hán huá shēng mìng bǎo xiǎn,hanhwasaengmyeongboheom
명량해협,鸣梁海峡,míng liáng hǎi xiá,myeongryanghaehyeob
봉은사,奉恩寺,fèng ēn sì,bongeunsa
국립해양박물관,国立海洋博物馆,guó lì hǎi yáng bó wù guǎn,gugribhaeyangbagmulgwan
양재동,良才洞,liáng cái dòng,yangjaedong
중림동,中林洞,zhōng lín dòng,jungrimdong
회현동,会贤洞,huì xián dòng,hoehyeondong
광희동,光熙洞,guāng xī dòng,gwanghyidong
니트족,尼特族,ní tè zú,niteujog
필동,笔洞,bǐ dòng,pildong
장충동,奖忠洞,jiǎng zhōng dòng,jangcungdong
신당동,新堂洞,xīn táng dòng,sindangdong
딘타이펑,鼎泰丰,dǐng tài fēng,dintaipeong
화천댐,华川水坝,huá chuān shuǐ bà,hwaceondaem
국군체육부대,国军体育部队,guó jūn tǐ yù bù duì,guggunceyugbudae
한복,韩服,hán fú,hanbog
전주이씨대동종약원,全州李氏大同宗约院,quán zhōu lǐ shì dà tóng zōng yuē yuàn,jeonjuissidaedongjongyagweon
백둔봉,柏屯峰,bǎi tún fēng,baegdunbong
박달봉,朴达峰,pǔ dá fēng,bagdalbong
구몬교육연구회,公文式,gōng wén shì,gumongyoyugyeonguhoe
양남면,阳南面,yáng nán miàn,yangnammyeon
보광동,普光洞,pǔ guāng dòng,bogwangdong
무공훈장,武功勋章,wǔ gōng xūn zhāng,mugonghunjang
부일영화상,釜日电影奖,fǔ rì diàn yǐng jiǎng,builyeonghwasang
대한불교조계종,大韩佛教曹溪宗,dà hán fó jiào cáo xī zōng,daehanbulgyojogyejong
신인왕전,韩国新人王战,hán guó xīn rén wáng zhàn,sininwangjeon
부산항대교,釜山港大桥,fǔ shān gǎng dà qiáo,busanhangdaegyo
소공동,小公洞,xiǎo gōng dòng,sogongdong
팬택,泛泰,fàn tài,paentaeg
운주사,云住寺,yún zhù sì,unjusa
소쇄원,潇洒园,xiāo sǎ yuán,soswaeweon
외동읍,外东邑,wài dōng yì,oedongeub
롯데월드타워,乐天世界塔,lè tiān shì jiè tǎ,rosdeweoldeutaweo
춘사영화제,春史电影奖,chūn shǐ diàn yǐng jiǎng,cunsayeonghwaje
공항동,空港洞,kōng gǎng dòng,gonghangdong
한진해운,韩进海运,hán jìn hǎi yùn,hanjinhaeun
신사동,新沙洞,xīn shā dòng,sinsadong
아리랑국제방송,阿里郎国际放送,ā lǐ láng guó jì fàng sòng,ariranggugjebangsong
장항선,长项线,cháng xiàng xiàn,janghangseon
미스코리아,韩国小姐,hán guó xiǎo jiě,miseukoria
르노코리아자동차,雷诺韩国汽车,léi nuò hán guó qì chē,reunokoriajadongca
한글날,韩文日,hán wén rì,hangeulnal
우리은행,友利银行,yǒu lì yín háng,urieunhaeng
동의보감,东医宝鉴,dōng yī bǎo jiàn,dongyibogam
직지심체요절,直指心体要节,zhí zhǐ xīn tǐ yào jié,jigjisimceyojeol
해동용궁사,海东龙宫寺,hǎi dōng lóng gōng sì,haedongyonggungsa
포스코타워송도,东北亚贸易大厦,dōng běi yà mào yì dà shà,poseukotaweosongdo
국립중앙박물관,国立中央博物馆,guó lì zhōng yāng bó wù guǎn,gugribjungangbagmulgwan
윷놀이,柶戏,sì xì,yucnoli
죽도,竹屿,zhú yǔ,jugdo
내남면,内南面,nèi nán miàn,naenammyeon
청와대,青瓦台,qīng wǎ tái,ceongwadae
용유차량기지,龙游车辆基地,lóng yóu chē liàng jī dì,yongyucaryanggiji
고려사,高丽史,gāo lí shǐ,goryeosa
수도기계화보병사단,韩国首都机械化步兵师,hán guó shǒu dū jī xiè huà bù bīng shī,sudogigyehwabobyeongsadan
창의문,彰义门,zhāng yì mén,cangyimun
대방동,大方洞,dà fāng dòng,daebangdong
청파동,青坡洞,qīng pō dòng,ceongpadong
청주방송,清州广播,qīng zhōu guǎng bō,ceongjubangsong
평창군,平昌郡,píng chāng jùn,pyeongcanggun
연기군,燕岐郡,yàn qí jùn,yeongigun
한국민속촌,韩国民俗村,hán guó mín sú cūn,hangugminsogcon
에버랜드,爱宝乐园,ài bǎo lè yuán,ebeoraendeu
롯데월드,乐天世界,lè tiān shì jiè,rosdeweoldeu
티웨이항공,德威航空,dé wēi háng kōng,tiweihanggong
택견,跆跟,tái gēn,taeggyeon
조선은행,朝鲜银行,cháo xiān yín háng,joseoneunhaeng
규장각,奎章阁,kuí zhāng gé,gyujanggag
씨름,韩式摔跤,hán shì shuāi jiāo,ssireum
지리산국립공원,智异山国立公园,zhì yì shān guó lì gōng yuán,jirisangugribgongweon
능동,陵洞,líng dòng,neungdong
매사냥,鹰猎,yīng liè,maesanyang
한국항공우주연구원,韩国航空宇宙研究院,hán guó háng kōng yǔ zhòu yán jiū yuàn,hangughanggongujuyeonguweon
조선왕릉,朝鲜王陵,cháo xiān wáng líng,joseonwangreung
용산동,龙山洞,lóng shān dòng,yongsandong
대치동,大峙洞,dà zhì dòng,daecidong
청담동,清潭洞,qīng tán dòng,ceongdamdong
가양동,加阳洞,jiā yáng dòng,gayangdong
한미연합군사령부,韩美联合军司令部,hán měi lián hé jūn sī lìng bù,hanmiyeonhabgunsaryeongbu
국립중앙도서관,国立中央图书馆,guó lì zhōng yāng tú shū guǎn,gugribjungangdoseogwan
한국증권거래소,韩国证券交易所,hán guó zhèng quàn jiāo yì suǒ,hangugjeunggweongeoraeso
한국거래소,韩国交易所,hán guó jiāo yì suǒ,hanguggeoraeso
광안리해수욕장,广安里海滩,guǎng ān lǐ hǎi tān,gwanganrihaesuyogjang
아시아나항공,韩亚航空,hán yà háng kōng,asianahanggong
국립국어원,国立国语院,guó lì guó yǔ yuàn,gugribgugeoweon
한국기원,韩国棋院,hán guó qí yuàn,hanguggiweon
대한항공,大韩航空,dà hán háng kōng,daehanhanggong
서울대공원,首尔大公园,shǒu ěr dà gōng yuán,seouldaegongweon
대화면,大和面,dà hé miàn,daehwamyeon
연남동,延南洞,yán nán dòng,yeonnamdong
쌍문동,双门洞,shuāng mén dòng,ssangmundong
대구광역시립중앙도서관,大邱广域市立中央图书馆,dà qiū guǎng yù shì lì zhōng yāng tú shū guǎn,daegugwangyeogsiribjungangdoseogwan
국방정보본부,国防情报本部,guó fáng qíng bào běn bù,gugbangjeongbobonbu
대구경북,大邱庆北,dà qiū qìng běi,daegugyeongbug
금동미륵보살반가사유상,金铜弥勒半跏思惟像,jīn tóng mí lè bàn jiā sī wéi xiàng,geumdongmireugbosalbangasayusang
나로우주센터,罗老宇宙中心,luó lǎo yǔ zhòu zhōng xīn,naroujusenteo
대원외국어고등학교,大元外国语高等学校,dà yuán wài guó yǔ gāo děng xué xiào,daeweonoegugeogodeunghaggyo
가사,歌辞,gē cí,gasa
노량진동,鹭梁津洞,lù liáng jīn dòng,noryangjindong
반포대교,盘浦大桥,pán pǔ dà qiáo,banpodaegyo
강동면,江东面,jiāng dōng miàn,gangdongmyeon
이태원,梨泰院,lí tài yuàn,itaeweon
환구단,圜丘坛,huán qiū tán,hwangudan
해녀,海女,hǎi nǚ,haenyeo
리그컵,韩国联赛杯,hán guó lián sài bēi,rigeukeob
바다열차,海列车,hǎi liè chē,badayeolca
도산안창호기념관,安昌浩纪念馆,ān chāng hào jì niàn guǎn,dosanancanghoginyeomgwan
한울원자력발전소,韩蔚核能发电厂,hán wèi hé néng fā diàn chǎng,hanulweonjaryeogbaljeonso
방배동,方背洞,fāng bèi dòng,bangbaedong
국군기무사령부,国军机务司令部,guó jūn jī wù sī lìng bù,guggungimusaryeongbu
내곡동,内谷洞,nèi gǔ dòng,naegogdong
서초동,瑞草洞,ruì cǎo dòng,seocodong
국립고궁박물관,国立古宫博物馆,guó lì gǔ gōng bó wù guǎn,gugribgogungbagmulgwan
온돌,温突,wēn tū,ondol
한화오션,大宇造船海洋,dà yǔ zào chuán hǎi yáng,hanhwaosyeon
롯데마트,乐天玛特,lè tiān mǎ tè,rosdemateu
연합뉴스,韩国联合通讯社,hán guó lián hé tōng xùn shè,yeonhabnyuseu
우포늪,牛浦沼,niú pǔ zhǎo,uponeup
세종문화회관,世宗文化会馆,shì zōng wén huà huì guǎn,sejongmunhwahoegwan
청룡영화상,青龙电影奖,qīng lóng diàn yǐng jiǎng,ceongryongyeonghwasang
가거초,日向礁,rì xiàng jiāo,gageoco
장충체육관,奖忠体育馆,jiǎng zhōng tǐ yù guǎn,jangcungceyuggwan
호남고속철도,湖南高速线,hú nán gāo sù xiàn,honamgosogceoldo
수서평택고속선,水西平泽高速线,shuǐ xī píng zé gāo sù xiàn,suseopyeongtaeggosogseon
대종상,大钟奖,dà zhōng jiǎng,daejongsang
간송미술관,涧松美术馆,jiàn sōng měi shù guǎn,gansongmisulgwan
영종대교,永宗大桥,yǒng zōng dà qiáo,yeongjongdaegyo
서울중앙성원,首尔中央圣院,shǒu ěr zhōng yāng shèng yuàn,seouljungangseongweon
한국바둑리그,韩国围棋联赛,hán guó wéi qí lián sài,hangugbadugrigeu
황해도,黄海道,huáng hǎi dào,hwanghaedo
여행경보,旅游警示,lǚ yóu jǐng shì,yeohaenggyeongbo
전동성당,殿洞主教座堂,diàn dòng zhǔ jiào zuò táng,jeondongseongdang
금융감독원,金融监督院,jīn róng jiān dū yuàn,geumyunggamdogweon
부산해운대경찰서,釜山海云台警察署,fǔ shān hǎi yún tái jǐng chá shǔ,busanhaeundaegyeongcalseo
영동선,岭东线,lǐng dōng xiàn,yeongdongseon
현대모비스,现代摩比斯,xiàn dài mó bǐ sī,hyeondaemobiseu
한양도성,首尔城墙,shǒu ěr chéng qiáng,hanyangdoseong
부산교통공사,釜山交通公社,fǔ shān jiāo tōng gōng shè,busangyotonggongsa
스타제국,明星帝国娱乐,míng xīng dì guó yú lè,seutajegug
국립경주박물관,国立庆州博物馆,guó lì qìng zhōu bó wù guǎn,gugribgyeongjubagmulgwan
안랩,安博士,ān bó shì,anraeb
수도권,首都圈,shǒu dū quān,sudogweon
불국사,佛国寺,fó guó sì,bulgugsa
중양절,重阳节,chóng yáng jié,jungyangjeol
숭례문,崇礼门,chóng lǐ mén,sungryemun
용산선,龙山线,lóng shān xiàn,yongsanseon
조선왕조의궤,朝鲜王室仪轨,cháo xiān wáng shì yí guǐ,joseonwangjoyigwe
독립문,独立门,dú lì mén,dogribmun
어버이날,全球父母节,quán qiú fù mǔ jié,eobeoinal
한국지엠,韩国通用汽车,hán guó tōng yòng qì chē,hangugjiem
경향신문,京乡新闻,jīng xiāng xīn wén,gyeonghyangsinmun
건천읍,干川邑,gān chuān yì,geonceoneub
새남터,沙南基,shā nán jī,saenamteo
김포선,金浦线,jīn pǔ xiàn,gimposeon
뚜레쥬르,多乐之日,duō lè zhī rì,ddurejyureu
금관총,金冠冢,jīn guān zhǒng,geumgwancong
골굴사,骨窟寺,gǔ kū sì,golgulsa
부석사,浮石寺,fú shí sì,buseogsa
처용무,处容舞,chù róng wǔ,ceoyongmu
평창알펜시아리조트,阿尔卑西亚度假村,ā ěr bēi xī yà dù jià cūn,pyeongcangalpensiarijoteu
광희문,光熙门,guāng xī mén,gwanghyimun
소백산맥,小白山脉,xiǎo bái shān mài,sobaegsanmaeg
서울,首尔足球俱乐部,shǒu ěr zú qiú jù lè bù,seoul
한국방송공사,韩国广播公司,hán guó guǎng bō gōng sī,hangugbangsonggongsa
타타대우상용차,塔塔大宇商用车,tǎ tǎ dà yǔ shāng yòng chē,tatadaeusangyongca
강강술래,强羌水越来,qiáng qiāng shuǐ yuè lái,ganggangsulrae
경주향교,庆州乡校,qìng zhōu xiāng xiào,gyeongjuhyanggyo
한남동,汉南洞,hàn nán dòng,hannamdong
한원미술관,翰园美术馆,hàn yuán měi shù guǎn,hanweonmisulgwan
하나회,新军部,xīn jūn bù,hanahoe
황남동,皇南洞,huáng nán dòng,hwangnamdong
황오동,皇吾洞,huáng wú dòng,hwangodong
한강로동,汉江路洞,hàn jiāng lù dòng,hangangrodong
남영동,南营洞,nán yíng dòng,namyeongdong
후암동,厚岩洞,hòu yán dòng,huamdong
광주문화방송,光州文化广播,guāng zhōu wén huà guǎng bō,gwangjumunhwabangsong
부산문화방송,釜山文化广播,fǔ shān wén huà guǎng bō,busanmunhwabangsong
한라산국립공원,汉拏山国立公园,hàn ná shān guó lì gōng yuán,hanrasangugribgongweon
윤도,罗庚,luó gēng,yundo
대전문화방송,大田文化广播,dà tián wén huà guǎng bō,daejeonmunhwabangsong
대구문화방송,大邱文化广播,dà qiū wén huà guǎng bō,daegumunhwabangsong
재벌,韩国财阀,hán guó cái fá,jaebeol
휠라,斐乐,fěi lè,hwilra
코스피,韩国综合股价指数,hán guó zōng hé gǔ jià zhǐ shù,koseupi
육군사관학교,陆军士官学校,lù jūn shì guān xué xiào,yuggunsagwanhaggyo
공군사관학교,空军士官学校,kōng jūn shì guān xué xiào,gonggunsagwanhaggyo
무주덕유산리조트,茂朱渡假村,mào zhū dù jiǎ cūn,mujudeogyusanrijoteu
이대,梨大,lí dà,idae
한국산업은행,韩国产业银行,hán guó chǎn yè yín háng,hangugsaneobeunhaeng
홍대,弘大,hóng dà,hongdae
호남고속도로지선,湖南高速公路支线,hú nán gāo sù gōng lù zhī xiàn,honamgosogdorojiseon
서울대학교병원,首尔大学医院,shǒu ěr dà xué yī yuàn,seouldaehaggyobyeongweon
문화방송,文化广播公司,wén huà guǎng bō gōng sī,munhwabangsong
신화,神话,shén huà,sinhwa
제주항공,济州航空,jì zhōu háng kōng,jejuhanggong
부산국제영화제,釜山国际电影节,fǔ shān guó jì diàn yǐng jié,busangugjeyeonghwaje
대전선,大田线,dà tián xiàn,daejeonseon
한국불교태고종,太古宗,tài gǔ zōng,hangugbulgyotaegojong
한국선물거래소,韩国期货交易所,hán guó qī huò jiāo yì suǒ,hangugseonmulgeoraeso
국가보안법,国家保安法,guó jiā bǎo ān fǎ,guggaboanbeob
흥인지문,兴仁之门,xīng rén zhī mén,heunginjimun
자유민주연합,自由民主联合,zì yóu mín zhǔ lián hé,jayuminjuyeonhab
제헌절,制宪节,zhì xiàn jié,jeheonjeol
반제민족민주전선,反帝民族民主战线,fǎn dì mín zú mín zhǔ zhàn xiàn,banjeminjogminjujeonseon
시화호조력발전소,始华湖潮汐电厂,shǐ huá hú cháo xī diàn chǎng,sihwahojoryeogbaljeonso
가야선,伽倻线,jiā yē xiàn,gayaseon
서울특별시청,首尔特别市厅,shǒu ěr tè bié shì tīng,seoulteugbyeolsiceong
서울신문,首尔新闻,shǒu ěr xīn wén,seoulsinmun
서울외국어고등학교,首尔外国语高等学校,shǒu ěr wài guó yǔ gāo děng xué xiào,seouloegugeogodeunghaggyo
운부군옥,韵府群玉,yùn fǔ qún yù,unbugunog
무령왕릉,武宁王陵,wǔ níng wáng líng,muryeongwangreung
한국콘텐츠진흥원,韩国文化产业振兴院,hán guó wén huà chǎn yè zhèn xīng yuàn,hangugkontenceujinheungweon
카투사,美国陆军附编韩军,měi guó lù jūn fù biān hán jūn,katusa
첨성대,瞻星台,zhān xīng tái,ceomseongdae
코리아헤럴드,韩国先驱报,hán guó xiān qū bào,koriahereoldeu
롯데그룹,乐天,lè tiān,rosdegeurub
대한민국,大韩民国纪年,dà hán mín guó jì nián,daehanmingug
서울숲,首尔森林,shǒu ěr sēn lín,seoulsup
농심,农心,nóng xīn,nongsim
부산일보,釜山日报,fǔ shān rì bào,busanilbo
판소리,盘索里,pán suǒ lǐ,pansori
전라선,全罗线,quán luó xiàn,jeonraseon
현대해상화재보험,现代海上火灾保险公司,xiàn dài hǎi shàng huǒ zāi bǎo xiǎn gōng sī,hyeondaehaesanghwajaeboheom
대전방송,大田广播,dà tián guǎng bō,daejeonbangsong
석전대제,释奠礼,shì diàn lǐ,seogjeondaeje
한강철교,汉江铁桥,hàn jiāng tiě qiáo,hangangceolgyo
서울특별시청사,首尔特别市厅舍,shǒu ěr tè bié shì tīng shè,seoulteugbyeolsiceongsa
동호대교,东湖大桥,dōng hú dà qiáo,donghodaegyo
수려선,水骊线,shuǐ lí xiàn,suryeoseon
봉정사,凤停寺,fèng tíng sì,bongjeongsa
군산화물선,群山货物线,qún shān huò wù xiàn,gunsanhwamulseon
계성고등학교,启圣高等学校,qǐ shèng gāo děng xué xiào,gyeseonggodeunghaggyo
환기미술관,焕基美术馆,huàn jī měi shù guǎn,hwangimisulgwan
전주방송,全州广播,quán zhōu guǎng bō,jeonjubangsong
제주국제자유도시개발센터,济州国际自由城市开发中心,jì zhōu guó jì zì yóu chéng shì kāi fā zhōng xīn,jejugugjejayudosigaebalsenteo
조선호텔앤리조트,威斯汀朝鲜酒店,wēi sī tīng cháo xiān jiǔ diàn,joseonhotelaenrijoteu
제주방송,济州广播,jì zhōu guǎng bō,jejubangsong
국립제주박물관,国立济州博物馆,guó lì jì zhōu bó wù guǎn,gugribjejubagmulgwan
한국천문연구원,韩国天文研究院,hán guó tiān wén yán jiū yuàn,hangugceonmunyeonguweon
광역철도,广域电铁,guǎng yù diàn tiě,gwangyeogceoldo
유성온천,儒城温泉,rú chéng wēn quán,yuseongonceon
건국훈장,建国勋章,jiàn guó xūn zhāng,geongughunjang
감포읍,甘浦邑,gān pǔ yì,gampoeub
마곡사,麻谷寺,má gǔ sì,magogsa
민족사관고등학교,民族史观高等学校,mín zú shǐ guān gāo děng xué xiào,minjogsagwangodeunghaggyo
김포대교,金浦大桥,jīn pǔ dà qiáo,gimpodaegyo
목포대교,木浦大桥,mù pǔ dà qiáo,mogpodaegyo
주월한국군사령부,驻越韩国军司令部,zhù yuè hán guó jūn sī lìng bù,juweolhanguggunsaryeongbu
양화진외국인선교사묘원,杨花津外国人墓园,yáng huā jīn wài guó rén mù yuán,yanghwajinoeguginseongyosamyoweon
울산화력발전소,蔚山火力发电所,wèi shān huǒ lì fā diàn suǒ,ulsanhwaryeogbaljeonso
양화대교,杨花大桥,yáng huā dà qiáo,yanghwadaegyo
경북선,庆北线,qìng běi xiàn,gyeongbugseon
엔씨소프트,恩希软件,ēn xī ruǎn jiàn,enssisopeuteu
블랙이글스,黑鹰飞行表演队,hēi yīng fēi xíng biǎo yǎn duì,beulraegigeulseu
