нюша,뉴샤,nyusya
александр васюнов,알렉산드르 바슈노프,alregsandeureu basyunopeu
реналь ганеев,레날 가네예프,renal ganeyepeu
евгений алдонин,예브게니 알도닌,yebeugeni aldonin
юлия волкова,율리야 볼코바,yulriya bolkoba
павел буре,파벨 부레,pabel bure
рахим чакхиев,라힘 차흐키예프,rahim caheukiyepeu
евгений коротышкин,예브게니 코로티시킨,yebeugeni korotisikin
виталий чуркин,비탈리 추르킨,bitalri cureukin
сергей игнашевич,세르게이 이그나셰비치,sereugei igeunasyebici
никита белых,니키타 벨리흐,nikita belriheu
игорь шувалов,이고리 슈발로프,igori syubalropeu
роман адамов,로만 아다모프,roman adamopeu
сергей гончар,세르게이 곤차르,sereugei goncareu
николай андрианов,니콜라이 안드리아노프,nikolrai andeurianopeu
сергей чернецкий,세르게이 체르네츠키,sereugei cereuneceuki
ксения хаирова,크세니야 하이로바,keuseniya hairoba
рустэм хамитов,루스템 하미토프,ruseutem hamitopeu
алла гербер,알라 게르베르,alra gereubereu
алексей шульгин,알렉세이 슐긴,alregsei syulgin
светлана аллилуева,스베틀라나 알릴루예바,seubeteulrana alrilruyeba
виталий воротников,비탈리 보롯니코프,bitalri borosnikopeu
магомедсалам магомедов,마고메드살람 마고메도프,magomedeusalram magomedopeu
муху алиев,무후 알리예프,muhu alriyepeu
талгат мусабаев,탈가트 무사바예프,talgateu musabayepeu
владимир вдовиченков,블라디미르 브도비첸코프,beulradimireu beudobicenkopeu
арсен аветисян,아르센 아베티샨,areusen abetisyan
василий алексеев,바실리 알렉세예프,basilri alregseyepeu
елена катина,레나 카티나,rena katina
татьяна казанкина,타티야나 카잔키나,tatiyana kajankina
глеб павловский,글레프 파블롭스키,geulrepeu pabeulrobseuki
светлана феофанова,스베틀라나 페오파노바,seubeteulrana peopanoba
ирина слуцкая,이리나 슬루츠카야,irina seulruceukaya
михаил распутин,미하일 라스푸틴,mihail raseuputin
алла баянова,알라 바이야노바,alra baiyanoba
егор титов,예고르 티토프,yegoreu titopeu
николай доллежаль,니콜라이 돌레잘,nikolrai dolrejal
татьяна лебедева,타티야나 레베데바,tatiyana rebedeba
михаил анисин,미하일 아니신,mihail anisin
евгений фёдоров,예브게니 표도로프,yebeugeni pyodoropeu
николай патрушев,니콜라이 파트루셰프,nikolrai pateurusyepeu
константин хабенский,콘스탄틴 하벤스키,konseutantin habenseuki
ольга кузенкова,올가 쿠젠코바,olga kujenkoba
татьяна жук,타티야나 주크,tatiyana jukeu
наталия орейро,나탈리아 오레이로,natalria oreiro
иван ургант,이반 우르간트,iban ureuganteu
олег меньшиков,올레크 멘시코프,olrekeu mensikopeu
наиль якупов,나일 야쿠포프,nail yakupopeu
анна чапман,애나 채프먼,aena caepeumeon
симеон полоцкий,폴로츠크의 시메온,polroceukeuyi simeon
наталья водянова,나탈리야 보댜노바,natalriya bodyanoba
евгений крылатов,예브게니 크릴라토프,yebeugeni keurilratopeu
екатерина макарова,예카테리나 마카로바,yekaterina makaroba
игорь шалимов,이고리 샬리모프,igori syalrimopeu
муслим магомаев,무슬림 마고마예프,museulrim magomayepeu
ксения первак,크세니야 페르바크,keuseniya pereubakeu
мария абакумова,마리야 아바쿠모바,mariya abakumoba
владимир успенский,블라디미르 우스펜스키,beulradimireu useupenseuki
юрий балуевский,유리 발루옙스키,yuri balruyebseuki
эдуард россель,예두아르트 로셀,yeduareuteu rosel
юрий шишкин,유리 쉬쉬킨,yuri swiswikin
елена боннэр,옐레나 본네르,yelrena bonnereu
дарья клишина,다리야 클리시나,dariya keulrisina
елена лиховцева,옐레나 리홉체바,yelrena rihobceba
людмила очеретная,류드밀라 푸티나,ryudeumilra putina
елена бовина,옐레나 보비나,yelrena bobina
инна чурикова,인나 추리코바,inna curikoba
игорь дьяконов,이고리 디야코노프,igori diyakonopeu
анатолий соловьёв,아나톨리 솔로비요프,anatolri solrobiyopeu
юлия обертас,율리야 오베르타스,yulriya obereutaseu
мавлет батиров,마블레트 바티로프,mabeulreteu batiropeu
галина чистякова,갈리나 치스탸코바,galrina ciseutyakoba
алексей волков,알렉세이 볼코프,alregsei bolkopeu
юрий гидзенко,유리 기젠코,yuri gijenko
борис волынов,보리스 볼리노프,boriseu bolrinopeu
вик уайлд,빅 와일드,big waildeu
светлана медведева,스베틀라나 메드베데바,seubeteulrana medeubedeba
аркадий дворкович,아르카디 드보르코비치,areukadi deuboreukobici
ирина шейк,이리나 샤크,irina syakeu
нелли ким,넬리 킴,nelri kim
майкл лукас,마이클 루커스,maikeul rukeoseu
александр рязанцев,알렉산드르 랴잔체프,alregsandeureu ryajancepeu
виктор павлов,빅토르 파블로프,bigtoreu pabeulropeu
дмитрий василенко,드미트리 바실렌코,deumiteuri basilrenko
виктория волчкова,빅토리야 볼치코바,bigtoriya bolcikoba
наталья андрейченко,나탈리야 안드레이첸코,natalriya andeureicenko
светлана мастеркова,스베틀라나 마스테르코바,seubeteulrana maseutereukoba
олеся рулин,올레샤 루린,olresya rurin
михаил прохоров,미하일 프로호로프,mihail peurohoropeu
лариса турчинская,라리사 투르친스카야,rarisa tureucinseukaya
лариса лазутина,라리사 라주티나,rarisa rajutina
диана гурцкая,디아나 구르츠카야,diana gureuceukaya
чулпан хаматова,출판 하마토바,culpan hamatoba
шолбан караоол,숄반 카라올,syolban karaol
сергей харьков,세르게이 하리코프,sereugei harikopeu
оксана акиньшина,옥사나 아킨시나,ogsana akinsina
ирина роднина,이리나 로드니나,irina rodeunina
светлана хоркина,스베틀라나 호르키나,seubeteulrana horeukina
михаил кокляев,미하일 코클랴예프,mihail kokeulryayepeu
олег новицкий,올레크 노비츠키,olrekeu nobiceuki
максим михайлов,막심 미하일로프,magsim mihailropeu
марина ладынина,마리나 레디니나,marina redinina
елена валова,옐레나 발로바,yelrena balroba
виктория токарева,빅토리야 토카레바,bigtoriya tokareba
юлия чепалова,율리야 체팔로바,yulriya cepalroba
ольга бондаренко,올가 본다렌코,olga bondarenko
булат окуджава,불라트 오쿠자바,bulrateu okujaba
наталья воробьёва,나탈리야 보로비요바,natalriya borobiyoba
ирина антоненко,이리나 안토넨코,irina antonenko
виктор янукович,빅토르 야누코비치,bigtoreu yanukobici
леонид щербаков,레오니트 셰르바코프,reoniteu syereubakopeu
татьяна котова,타티야나 코토바,tatiyana kotoba
евгения володина,예브게니야 볼로디나,yebeugeniya bolrodina
катарина гербольдт,카타리나 게르볼트,katarina gereubolteu
вагит алекперов,바기트 알렉페로프,bagiteu alregperopeu
андрей вознесенский,안드레이 보즈네센스키,andeurei bojeunesenseuki
сергей авдеев,세르게이 아브데예프,sereugei abeudeyepeu
александр бутурлин,알렉산드르 부투를린,alregsandeureu butureulrin
валентина гризодубова,발렌티나 그리조두보바,balrentina geurijoduboba
гильерме маринато,길례르미 마리나투,gilryereumi marinatu
евгений грачёв,예브게니 그라초프,yebeugeni geuracopeu
елена вяльбе,옐레나 뱔베,yelrena byalbe
ренат ибрагимов,레나트 이브라기모프,renateu ibeuragimopeu
