제임스,t͡ɕeimsɯ
잠실야구장,t͡ɕamsiɾjagudʑaŋ
안다미로,antamiɾo
한남대학교,hannamtɛhak̚k͈jo
한세대학교,hansedɛhak̚k͈jo
해운대해수욕장,hɛuntɛhɛsujok̚t͡ɕ͈aŋ
천지연폭포,t͡ɕʰʌnt͡ɕijʌnpʰok̚pʰo
한국교육학술정보원,hankuk̚k͈jojukʰak̚s͈ult͡ɕʌŋpowʌn
신천동,sint͡ɕʰʌntoŋ
선화예술고등학교,sʌnhwajesulkodɯŋhak̚k͈jo
한국경제신문,hankuk̚k͈jʌŋt͡ɕesinmun
부산신항국제터미널,pusansinhaŋkuk̚t͡ɕ͈etʰʌminʌl
청평면,t͡ɕʰʌŋpʰjʌŋmjʌn
명량해협,mjʌŋnjaŋhɛhjʌp̚
영동대교,jʌŋtoŋtɛgjo
현대미포조선,hjʌntɛmipʰodʑosʌn
신월성원자력발전소,sinwʌlsʌŋwʌnt͡ɕaɾjʌk̚p͈alt͡ɕ͈ʌns͈o
한성과학고등학교,hansʌŋkwahak̚k͈odɯŋhak̚k͈jo
융건릉,juŋkʌllɯŋ
캐슬,kʰɛsɯl
병점차량사업소,pjʌŋt͡ɕʌmt͡ɕʰaɾjaŋsaʌp̚s͈o
황룡사,hwaŋnjoŋsa
두산중공업,tusant͡ɕuŋkoŋʌp̚
옥포동,ok̚pʰodoŋ
메가박스,megabak̚s͈ɯ
영상물등급위원회,jʌŋsaŋmultɯŋkɯbwiwʌnhwe
험프리스,hʌmpʰɯɾisɯ
공항철도주식회사,koŋhaŋt͡ɕʰʌltodʑusikʰwesa
농협대학교,noŋhjʌp̚t͈ɛhak̚k͈jo
양재동,jaŋt͡ɕɛdoŋ
덕유산국립공원,tʌgjusankuŋnip̚k͈oŋwʌn
강릉비행장,kaŋnɯŋpihɛŋt͡ɕaŋ
안양종합운동장,anjaŋt͡ɕoŋhabuntoŋt͡ɕaŋ
앞산공원,ap̚s͈ankoŋwʌn
한화생명보험,hanhwasɛŋmjʌŋpohʌm
경찰대학,kjʌŋt͡ɕʰaltɛhak̚
과학기술연합대학원대학교,kwahak̚k͈isuɾjʌnhap̚t͈ɛhagwʌntɛhak̚k͈jo
시민통합당,simintʰoŋhap̚t͈aŋ
백운봉,pɛgunpoŋ
구몬학습,kumonhak̚s͈ɯp̚
병산서원,pjʌŋsansʌwʌn
과학기술훈장,kwahak̚k͈isulhunt͡ɕaŋ
국민훈장,kuŋminhunt͡ɕaŋ
하회별신굿탈놀이,hahwebjʌlsinkut̚tʰalloɾi
금호고속,kɯmhogosok̚
금호속리산고속,kɯmhosoŋnisankosok̚
중앙고속,t͡ɕuŋaŋkosok̚
안정리,ant͡ɕʌŋni
안산대학교,ansantɛhak̚k͈jo
북한산국립공원,pukʰansankuŋnip̚k͈oŋwʌn
청운대학교,t͡ɕʰʌŋuntɛhak̚k͈jo
박달봉,pak̚t͈alpoŋ
박쥐봉,pak̚t͡ɕ͈wiboŋ
방산시장,paŋsansidʑaŋ
팬택계열,pʰɛntʰɛk̚k͈jejʌl
노동자연대,nodoŋt͡ɕajʌntɛ
경기고속,kjʌŋkigosok̚
대원고속,tɛwʌnkosok̚
경남여객,kjʌŋnamjʌgɛk̚
수원여객,suwʌnjʌgɛk̚
용남고속,joŋnamkosok̚
동원로엑스,toŋwʌlloek̚s͈ɯ
지지대,t͡ɕidʑidɛ
더비,tʌbi
양남면,jaŋnammjʌn
백둔봉,pɛk̚t͈unpoŋ
백석예술대학교,pɛk̚s͈ʌgjesultɛhak̚k͈jo
면제배갑,mjʌnt͡ɕebɛgap̚
설악산국립공원,sʌɾak̚s͈ankuŋnip̚k͈oŋwʌn
잠수교,t͡ɕamsugjo
태평로,tʰɛpʰjʌŋno
바래봉,paɾɛboŋ
광역급행버스,kwaŋjʌk̚k͈ɯpʰɛŋpʌsɯ
소망교회,somaŋkjohwe
영락교회,jʌŋnak̚k͈johwe
파크원,pʰakʰɯwʌn
르노삼성자동차,lɯnosamsʌŋt͡ɕadoŋt͡ɕʰa
동남보건대학교,toŋnampogʌntɛhak̚k͈jo
월출산국립공원,wʌlt͡ɕʰulsankuŋnip̚k͈oŋwʌn
해동용궁사,hɛdoŋjoŋkuŋsa
개포동,kɛpʰodoŋ
용신동,joŋsintoŋ
수색동,susɛk̚t͈oŋ
대조동,tɛdʑodoŋ
역촌동,jʌk̚t͡ɕʰontoŋ
응암동,ɯŋamtoŋ
미아동,miadoŋ
안동대학교,antoŋtɛhak̚k͈jo
서울반도체,sʌulpantot͡ɕʰe
구산동,kusantoŋ
흑석동,hɯk̚s͈ʌk̚t͈oŋ
시흥동,sihɯŋtoŋ
우이동,uidoŋ
수궁동,suguŋtoŋ
길동,kiltoŋ
마곡동,magok̚t͈oŋ
명일동,mjʌŋiltoŋ
수유동,sujudoŋ
도곡동,togok̚t͈oŋ
일원동,iɾwʌntoŋ
능동,nɯŋtoŋ
암사동,amsadoŋ
지리산국립공원,t͡ɕiɾisankuŋnip̚k͈oŋwʌn
가락시장,kaɾak̚s͈idʑaŋ
아신대학교,asintɛhak̚k͈jo
뽀루봉,p͈oɾuboŋ
신분당선주식회사,sinpuntaŋsʌnt͡ɕusikʰwesa
불광동,pulkwaŋtoŋ
신설동,sinsʌltoŋ
가양동,kajaŋtoŋ
신대방동,sintɛbaŋtoŋ
노량진동,noɾjaŋt͡ɕintoŋ
신도림동,sintoɾimtoŋ
부산예술대학교,pusanjesultɛhak̚k͈jo
부산공동어시장,pusankoŋtoŋʌsidʑaŋ
부산세계불꽃축제,pusansegjebulk͈ot̚t͡ɕʰuk̚t͡ɕ͈e
부산국제고등학교,pusankuk̚t͡ɕ͈egodɯŋhak̚k͈jo
부산항만공사,pusanhaŋmankoŋsa
부산장신대학교,pusant͡ɕaŋsintɛhak̚k͈jo
부산과학고등학교,pusankwahak̚k͈odɯŋhak̚k͈jo
봉평면,poŋpʰjʌŋmjʌn
보래봉,poɾɛboŋ
보림사,poɾimsa
부띠크모나코,put͈ikʰɯmonakʰo
등촌동,tɯŋt͡ɕʰontoŋ
신사동,sinsadoŋ
상도동,saŋtodoŋ
제기동,t͡ɕegidoŋ
이문동,imuntoŋ
내남면,nɛnammjʌn
빛고을대로,pit̚k͈oɯltɛɾo
북청사자놀음,puk̚t͡ɕʰʌŋsadʑanoɾɯm
북평면,puk̚pʰjʌŋmjʌn
분당고등학교,puntaŋkodɯŋhak̚k͈jo
분당중앙공원,puntaŋt͡ɕuŋaŋkoŋwʌn
보광동,pogwaŋtoŋ
가곡,kagok̚
능곡고등학교,nɯŋkok̚k͈odɯŋhak̚k͈jo
세곡동,segok̚t͈oŋ
진관동,t͡ɕinkwantoŋ
봉천동,poŋt͡ɕʰʌntoŋ
가리봉동,kaɾiboŋtoŋ
회기동,hwegidoŋ
전농동,t͡ɕʌnnoŋtoŋ
중계동,t͡ɕuŋkjedoŋ
묵동,muk̚t͈oŋ
신내동,sinnɛdoŋ
공덕동,koŋtʌk̚t͈oŋ
성산동,sʌŋsantoŋ
응봉동,ɯŋpoŋtoŋ
금호동,kɯmhodoŋ
중곡동,t͡ɕuŋkok̚t͈oŋ
삼양동,samjaŋtoŋ
신림동,sillimtoŋ
송천동,soŋt͡ɕʰʌntoŋ
화양동,hwajaŋtoŋ
인수동,insudoŋ
자양동,t͡ɕajaŋtoŋ
수서동,susʌdoŋ
발산동,palsantoŋ
성내동,sʌŋnɛdoŋ
광장동,kwaŋt͡ɕaŋtoŋ
용산동,joŋsantoŋ
장안동,t͡ɕaŋantoŋ
대방동,tɛbaŋtoŋ
독산동,tok̚s͈antoŋ
고덕동,kodʌk̚t͈oŋ
방화동,paŋhwadoŋ
방학동,paŋhak̚t͈oŋ
송중동,soŋt͡ɕuŋtoŋ
청주종합경기장,t͡ɕʰʌŋt͡ɕudʑoŋhap̚k͈jʌŋkidʑaŋ
천안여자고등학교,t͡ɕʰʌnanjʌdʑagodɯŋhak̚k͈jo
연암대학교,jʌnamtɛhak̚k͈jo
청구고등학교,t͡ɕʰʌŋkugodɯŋhak̚k͈jo
서교동,sʌgjodoŋ
중화동,t͡ɕuŋhwadoŋ
대흥동,tɛhɯŋtoŋ
월곡동,wʌlkok̚t͈oŋ
도화동,tohwadoŋ
하계동,hagjedoŋ
상봉동,saŋpoŋtoŋ
연남동,jʌnnamtoŋ
반포동,panpʰodoŋ
송정동,soŋt͡ɕʌŋtoŋ
상계동,saŋkjedoŋ
합정동,hap̚t͡ɕ͈ʌŋtoŋ
공릉동,koŋnɯŋtoŋ
성북동,sʌŋpuk̚t͈oŋ
망원동,maŋwʌntoŋ
옥수동,ok̚s͈udoŋ
면목동,mjʌnmok̚t͈oŋ
석관동,sʌk̚k͈wantoŋ
성수동,sʌŋsudoŋ
마장동,madʑaŋtoŋ
홍제동,hoŋt͡ɕedoŋ
홍은동,hoŋɯntoŋ
천연동,t͡ɕʰʌnjʌntoŋ
삼각산동,samkak̚s͈antoŋ
염창동,jʌmt͡ɕʰaŋtoŋ
군자동,kunt͡ɕadoŋ
도봉동,toboŋtoŋ
개봉동,kɛboŋtoŋ
올레길,ollegil
경기공항리무진버스,kjʌŋkigoŋhaŋnimudʑinpʌsɯ
경기여객,kjʌŋkijʌgɛk̚
대원운수,tɛwʌnunsu
경기운수,kjʌŋkiunsu
경기버스,kjʌŋkibʌsɯ
대양운수,tɛjaŋunsu
부봉,puboŋ
부천대학교,put͡ɕʰʌntɛhak̚k͈jo
부일영화상,puiɾjʌŋhwasaŋ
부산가톨릭대학교,pusankatʰollik̚t͈ɛhak̚k͈jo
창전동,t͡ɕʰaŋt͡ɕʌntoŋ
창성동,t͡ɕʰaŋsʌŋtoŋ
체부동,t͡ɕʰebudoŋ
내곡동,nɛgok̚t͈oŋ
안암동,anamtoŋ
서초동,sʌt͡ɕʰodoŋ
잠원동,t͡ɕamwʌntoŋ
상암동,saŋamtoŋ
행당동,hɛŋtaŋtoŋ
월계동,wʌlkjedoŋ
신원동,sinwʌntoŋ
망우동,maŋudoŋ
방배동,paŋpɛdoŋ
서강동,sʌgaŋtoŋ
보문동,pomuntoŋ
한국생산기술연구원,hankuk̚s͈ɛŋsankisuɾjʌnkuwʌn
스탠리,sɯtʰɛlli
대한불교천태종,tɛhanpulkjot͡ɕʰʌntʰɛdʑoŋ
중앙동,t͡ɕuŋaŋtoŋ
강동면,kaŋtoŋmjʌn
달성공원,talsʌŋkoŋwʌn
천지봉,t͡ɕʰʌnt͡ɕiboŋ
동천체육관,toŋt͡ɕʰʌnt͡ɕʰejuk̚k͈wan
대한무역투자진흥공사,tɛhanmujʌk̚tʰudʑat͡ɕinhɯŋkoŋsa
초당대학교,t͡ɕʰodaŋtɛhak̚k͈jo
건봉사,kʌnpoŋsa
춘천송암스포츠타운,t͡ɕʰunt͡ɕʰʌnsoŋamsɯpʰot͡ɕʰɯtʰaun
충청대학교,t͡ɕʰuŋt͡ɕʰʌŋtɛhak̚k͈jo
충북과학고등학교,t͡ɕʰuŋpuk̚k͈wahak̚k͈odɯŋhak̚k͈jo
충주고등학교,t͡ɕʰuŋt͡ɕugodɯŋhak̚k͈jo
충주공설운동장,t͡ɕʰuŋt͡ɕugoŋsʌɾuntoŋt͡ɕaŋ
충렬사,t͡ɕʰuŋnjʌlsa
메타폴리스,metʰapʰollisɯ
진명여객,t͡ɕinmjʌŋjʌgɛk̚
평안운수,pʰjʌŋanunsu
명진여객,mjʌŋt͡ɕinjʌgɛk̚
대구시민운동장,tɛgusiminuntoŋt͡ɕaŋ
촉대봉,t͡ɕʰok̚t͈ɛboŋ
춘해보건대학교,t͡ɕʰunhɛbogʌntɛhak̚k͈jo
기독간호대학교,kidok̚k͈anhodɛhak̚k͈jo
한국기독교총연합회,hankuk̚k͈idok̚k͈jot͡ɕʰoŋjʌnhapʰwe
추계예술대학교,t͡ɕʰugjejesultɛhak̚k͈jo
대청댐,tɛt͡ɕʰʌŋtɛm
대동대학교,tɛdoŋtɛhak̚k͈jo
대구미래대학교,tɛgumiɾɛdɛhak̚k͈jo
대구한의대학교,tɛguhanɰidɛhak̚k͈jo
대구보건대학교,tɛgubogʌntɛhak̚k͈jo
대구고등학교,tɛgukodɯŋhak̚k͈jo
대구체육고등학교,tɛgut͡ɕʰejuk̚k͈odɯŋhak̚k͈jo
대구과학고등학교,tɛgukwahak̚k͈odɯŋhak̚k͈jo
춘사영화상,t͡ɕʰunsajʌŋhwasaŋ
코카콜라음료,kʰokʰakʰollaɯmnjo
소신여객,sosinjʌgɛk̚
대한육상경기연맹,tɛhanjuk̚s͈aŋkjʌŋkijʌnmɛŋ
전국실업축구연맹전,t͡ɕʌnkuk̚s͈iɾʌp̚t͡ɕʰuk̚k͈ujʌnmɛŋt͡ɕʌn
레드,ledɯ
클라우드,kʰɯllaudɯ
줄타기,t͡ɕultʰagi
탄금호,tʰankɯmho
속리산국립공원,soŋnisankuŋnip̚k͈oŋwʌn
저작권법,t͡ɕʌdʑak̚k͈wʌnpʌp̚
한미연합사령부,hanmijʌnhap̚s͈aɾjʌŋpu
대순진리회,tɛsunt͡ɕillihwe
대원외국어고등학교,tɛwʌnwegukʌgodɯŋhak̚k͈jo
대연고등학교,tɛjʌnkodɯŋhak̚k͈jo
계봉,kjeboŋ
당주동,taŋt͡ɕudoŋ
당산동,taŋsantoŋ
단지봉,tant͡ɕiboŋ
도솔봉,tosolpoŋ
두로봉,tuɾoboŋ
두류동,tuɾjudoŋ
두류공원,tuɾjugoŋwʌn
전동성당,t͡ɕʌntoŋsʌŋtaŋ
국방대학교,kuk̚p͈aŋtɛhak̚k͈jo
동아방송예술대학교,toŋabaŋsoŋjesultɛhak̚k͈jo
동백장,toŋpɛk̚t͡ɕ͈aŋ
예원예술대학교,jewʌnjesultɛhak̚k͈jo
대우조선해양,tɛudʑosʌnhɛjaŋ
광주인권상,kwaŋt͡ɕuinkwʌnsaŋ
롯데타운타워,lot̚t͈etʰauntʰawʌ
울진원자력발전소,ult͡ɕinwʌnt͡ɕaɾjʌk̚p͈alt͡ɕ͈ʌns͈o
영광원자력발전소,jʌŋkwaŋwʌnt͡ɕaɾjʌk̚p͈alt͡ɕ͈ʌns͈o
미탄면,mitʰanmjʌn
곶자왈,kot̚t͡ɕ͈awal
가득봉,kadɯk̚p͈oŋ
동도중학교,toŋtodʑuŋhak̚k͈jo
동강대학교,toŋkaŋtɛhak̚k͈jo
동신대학교,toŋsintɛhak̚k͈jo
동양미래대학교,toŋjaŋmiɾɛdɛhak̚k͈jo
동양대학교,toŋjaŋtɛhak̚k͈jo
두산건설,tusankʌnsʌl
두원공과대학교,tuwʌnkoŋkwadɛhak̚k͈jo
대한신학대학원대학교,tɛhansinhak̚t͈ɛhagwʌntɛhak̚k͈jo
대전보건대학교,tɛdʑʌnpogʌntɛhak̚k͈jo
대림동,tɛɾimtoŋ
대륜고등학교,tɛɾjunkodɯŋhak̚k͈jo
한국외국인학교,hankugwekuginhak̚k͈jo
드림타워,tɯɾimtʰawʌ
부산영화평론가협회상,pusanjʌŋhwapʰjʌŋnonkahjʌpʰwesaŋ
쌘뽈여자고등학교,s͈ɛnp͈oɾjʌdʑagodɯŋhak̚k͈jo
경기상운,kjʌŋkisaŋun
상원고등학교,saŋwʌnkodɯŋhak̚k͈jo
대구공업대학교,tɛgukoŋʌp̚t͈ɛhak̚k͈jo
한국국제교류재단,hankuk̚k͈uk̚t͡ɕ͈egjoɾjudʑɛdan
목동,mok̚t͈oŋ
사회당,sahwedaŋ
개운사,kɛunsa
영산선학대학교,jʌŋsansʌnhak̚t͈ɛhak̚k͈jo
강씨봉,kaŋs͈iboŋ
가락동,kaɾak̚t͈oŋ
가리봉,kaɾiboŋ
창신대학교,t͡ɕʰaŋsintɛhak̚k͈jo
풍덕천동,pʰuŋtʌk̚t͡ɕʰʌntoŋ
은광여자고등학교,ɯnkwaŋjʌdʑagodɯŋhak̚k͈jo
대한럭비협회,tɛhallʌk̚p͈ihjʌpʰwe
경기과학고등학교,kjʌŋkigwahak̚k͈odɯŋhak̚k͈jo
반도체융합캠퍼스,pantot͡ɕʰejuŋhap̚kʰɛmpʰʌsɯ
바이오캠퍼스,paiokʰɛmpʰʌsɯ
강강술래,kaŋkaŋsullɛ
대구복현초등학교,tɛgubokʰjʌnt͡ɕʰodɯŋhak̚k͈jo
뚜레쥬르,t͈uɾedʑjuɾɯ
국군정보사령부,kuk̚k͈unt͡ɕʌŋposaɾjʌŋpu
이랜드그룹,iɾɛntɯgɯɾup̚
핸드볼코리아리그,hɛntɯbolkʰoɾiaɾigɯ
원더걸스,wʌntʌgʌlsɯ
황학동,hwaŋhak̚t͈oŋ
효창공원,hjot͡ɕʰaŋkoŋwʌn
금대봉,kɯmtɛboŋ
금곡동,kɯmkok̚t͈oŋ
가로림조력발전소,kaɾolimt͡ɕoɾjʌk̚p͈alt͡ɕ͈ʌns͈o
경상공업고등학교,kjʌŋsaŋkoŋʌp̚k͈odɯŋhak̚k͈jo
현대카드,hjʌntɛkʰadɯ
협성고등학교,hjʌp̚s͈ʌŋkodɯŋhak̚k͈jo
이천종합운동장,it͡ɕʰʌnt͡ɕoŋhabuntoŋt͡ɕaŋ
대한합기도협회,tɛhanhap̚k͈idohjʌpʰwe
황오동,hwaŋodoŋ
불국동,pulkuk̚t͈oŋ
횡성고등학교,hweŋsʌŋkodɯŋhak̚k͈jo
대구내당초등학교,tɛgunɛdaŋt͡ɕʰodɯŋhak̚k͈jo
대구노전초등학교,tɛgunodʑʌnt͡ɕʰodɯŋhak̚k͈jo
대구대곡초등학교,tɛgudɛgok̚t͡ɕʰodɯŋhak̚k͈jo
대구본리초등학교,tɛgubollit͡ɕʰodɯŋhak̚k͈jo
대구상원초등학교,tɛgusaŋwʌnt͡ɕʰodɯŋhak̚k͈jo
대구상인초등학교,tɛgusaŋint͡ɕʰodɯŋhak̚k͈jo
대구성곡초등학교,tɛgusʌŋkok̚t͡ɕʰodɯŋhak̚k͈jo
잠실동,t͡ɕamsiltoŋ
금성면,kɯmsʌŋmjʌn
금탑사,kɯmtʰap̚s͈a
김천종합운동장,kimt͡ɕʰʌnt͡ɕoŋhabuntoŋt͡ɕaŋ
김해외국어고등학교,kimhɛwegukʌgodɯŋhak̚k͈jo
김포외국어고등학교,kimpʰowegukʌgodɯŋhak̚k͈jo
부경대학교,pugjʌŋtɛhak̚k͈jo
공주대학교,koŋt͡ɕudɛhak̚k͈jo
한밭대학교,hanpat̚t͈ɛhak̚k͈jo
서울대학교병원,sʌultɛhak̚k͈jobjʌŋwʌn
청주공업고등학교,t͡ɕʰʌŋt͡ɕugoŋʌp̚k͈odɯŋhak̚k͈jo
깃대봉,kit̚t͈ɛboŋ
곰봉,kompoŋ
공산동,koŋsantoŋ
굿네이버스,kunneibʌsɯ
청심국제고등학교,t͡ɕʰʌŋsimkuk̚t͡ɕ͈egodɯŋhak̚k͈jo
대관령면,tɛgwalljʌŋmjʌn
한국복지대학교,hankuk̚p͈ok̚t͡ɕ͈idɛhak̚k͈jo
소프트맥스,sopʰɯtʰɯmɛk̚s͈ɯ
고리봉,koɾiboŋ
정부대전청사,t͡ɕʌŋpudɛdʑʌnt͡ɕʰʌŋsa
고양외국어고등학교,kojaŋwegukʌgodɯŋhak̚k͈jo
구암고등학교,kuamkodɯŋhak̚k͈jo
한경대학교,hankjʌŋtɛhak̚k͈jo
목포대학교,mok̚pʰodɛhak̚k͈jo
군산대학교,kunsantɛhak̚k͈jo
구기동,kugidoŋ
국사봉,kuk̚s͈aboŋ
국망봉,kuŋmaŋpoŋ
궁정동,kuŋt͡ɕʌŋtoŋ
과천외국어고등학교,kwat͡ɕʰʌnwegukʌgodɯŋhak̚k͈jo
가마봉,kamaboŋ
강북고등학교,kaŋpuk̚k͈odɯŋhak̚k͈jo
계성고등학교,kjesʌŋkodɯŋhak̚k͈jo
고구려대학교,koguɾjʌdɛhak̚k͈jo
한국항공대학교,hankukʰaŋkoŋtɛhak̚k͈jo
항공사고조사위원회,haŋkoŋsagodʑosawiwʌnhwe
한국침례신학대학교,hankuk̚t͡ɕʰimnjesinhak̚t͈ɛhak̚k͈jo
대한석탄공사,tɛhansʌk̚tʰankoŋsa
대한크리켓협회,tɛhankʰɯɾikʰetʰjʌpʰwe
한국전기연구원,hankuk̚t͡ɕ͈ʌnkijʌnkuwʌn
한국승강기안전관리원,hankuk̚s͈ɯŋkaŋkiant͡ɕʌnkwalliwʌn
전국실업축구선수권대회,t͡ɕʌnkuk̚s͈iɾʌp̚t͡ɕʰuk̚k͈usʌnsugwʌntɛhwe
교북동,kjobuk̚t͈oŋ
대원여객,tɛwʌnjʌgɛk̚
대원교통,tɛwʌnkjotʰoŋ
학산공원,hak̚s͈ankoŋwʌn
대구북부초등학교,tɛgubuk̚p͈ut͡ɕʰodɯŋhak̚k͈jo
대구산격초등학교,tɛgusankjʌk̚t͡ɕʰodɯŋhak̚k͈jo
대구서변초등학교,tɛgusʌbjʌnt͡ɕʰodɯŋhak̚k͈jo
대구성북초등학교,tɛgusʌŋpuk̚t͡ɕʰodɯŋhak̚k͈jo
대구학남초등학교,tɛguhaŋnamt͡ɕʰodɯŋhak̚k͈jo
광주고등학교,kwaŋt͡ɕugodɯŋhak̚k͈jo
광주과학고등학교,kwaŋt͡ɕugwahak̚k͈odɯŋhak̚k͈jo
귀목봉,kwimok̚p͈oŋ
계룡산국립공원,kjeɾjoŋsankuŋnip̚k͈oŋwʌn
대구성산초등학교,tɛgusʌŋsant͡ɕʰodɯŋhak̚k͈jo
대구성서초등학교,tɛgusʌŋsʌt͡ɕʰodɯŋhak̚k͈jo
대구성지초등학교,tɛgusʌŋt͡ɕit͡ɕʰodɯŋhak̚k͈jo
대구신서초등학교,tɛgusinsʌt͡ɕʰodɯŋhak̚k͈jo
대구신흥초등학교,tɛgusinhɯŋt͡ɕʰodɯŋhak̚k͈jo
대구와룡초등학교,tɛguwaɾjoŋt͡ɕʰodɯŋhak̚k͈jo
대구용산초등학교,tɛgujoŋsant͡ɕʰodɯŋhak̚k͈jo
경주시민운동장,kjʌŋt͡ɕusiminuntoŋt͡ɕaŋ
경주향교,kjʌŋt͡ɕuhjaŋkjo
경평축구대항전,kjʌŋpʰjʌŋt͡ɕʰuk̚k͈udɛhaŋt͡ɕʌn
경신고등학교,kjʌŋsinkodɯŋhak̚k͈jo
수요시위,sujosiwi
제주고등학교,t͡ɕedʑugodɯŋhak̚k͈jo
제주국제자유도시방송,t͡ɕedʑuguk̚t͡ɕ͈edʑajudosibaŋsoŋ
제주종합경기장,t͡ɕedʑut͡ɕoŋhap̚k͈jʌŋkidʑaŋ
정동진,t͡ɕʌŋtoŋt͡ɕin
정자동,t͡ɕʌŋt͡ɕadoŋ
장전동,t͡ɕaŋt͡ɕʌntoŋ
장지동,t͡ɕaŋt͡ɕidoŋ
수원야구장,suwʌnjagudʑaŋ
무주덕유산리조트,mudʑudʌgjusallidʑotʰɯ
한려대학교,halljʌdɛhak̚k͈jo
한남동,hannamtoŋ
한성고등학교,hansʌŋkodɯŋhak̚k͈jo
한화솔루션,hanhwasollusjʌn
한양사이버대학교,hanjaŋsaibʌdɛhak̚k͈jo
한영외국어고등학교,hanjʌŋwegukʌgodɯŋhak̚k͈jo
한국해양수산연수원,hankukʰɛjaŋsusanjʌnsuwʌn
한국과학기술정보연구원,hankuk̚k͈wahak̚k͈isult͡ɕʌŋpojʌnkuwʌn
한국무역협회,hankuŋmujʌkʰjʌpʰwe
한국해양수산개발원,hankukʰɛjaŋsusankɛbaɾwʌn
나사렛대학교,nasaɾet̚t͈ɛhak̚k͈jo
한국연구재단,hankugjʌnkudʑɛdan
한국생명공학연구원,hankuk̚s͈ɛŋmjʌŋkoŋhagjʌnkuwʌn
한국표준과학연구원,hankuk̚pʰjodʑunkwahagjʌnkuwʌn
주교동,t͡ɕugjodoŋ
죽전동,t͡ɕuk̚t͡ɕ͈ʌntoŋ
서울교통네트워크,sʌulkjotʰoŋnetʰɯwʌkʰɯ
군위경찰서,kunwigjʌŋt͡ɕʰalsʌ
도봉운전면허시험장,toboŋunt͡ɕʌnmjʌnhʌsihʌmt͡ɕaŋ
순천대학교,sunt͡ɕʰʌntɛhak̚k͈jo
쌍용그룹,s͈aŋjoŋkɯɾup̚
서부운수,sʌbuunsu
수내동,sunɛdoŋ
한국국제대학교,hankuk̚k͈uk̚t͡ɕ͈edɛhak̚k͈jo
입북동,ip̚p͈uk̚t͈oŋ
한국지명학회,hankuk̚t͡ɕ͈imjʌŋhakʰwe
한국여성노동자회,hankugjʌsʌŋnodoŋt͡ɕahwe
한국도서학회,hankuk̚t͈osʌhakʰwe
홍대앞,hoŋtɛap̚
홍릉수목원,hoŋnɯŋsumogwʌn
시화호조력발전소,sihwahodʑoɾjʌk̚p͈alt͡ɕ͈ʌns͈o
한화에어로스페이스,hanhwaeʌɾosɯpʰeisɯ
호비,hobi
카투사,kʰatʰusa
한국수자원공사,hankuk̚s͈udʑawʌnkoŋsa
한국전력기술,hankuk̚t͡ɕ͈ʌlljʌk̚k͈isul
서울특별시청,sʌultʰɯk̚p͈jʌlsit͡ɕʰʌŋ
소백산국립공원,sobɛk̚s͈ankuŋnip̚k͈oŋwʌn
대한민국면,tɛhanminkuŋmjʌn
한강로동,hankaŋnodoŋ
한국교육개발원,hankuk̚k͈jojuk̚k͈ɛbaɾwʌn
한국영상자료원,hankugjʌŋsaŋt͡ɕaɾjowʌn
중앙해양안전심판원,t͡ɕuŋaŋhɛjaŋant͡ɕʌnsimpʰanwʌn
민족사관고등학교,mint͡ɕok̚s͈agwankodɯŋhak̚k͈jo
대한장애인체육회,tɛhant͡ɕaŋɛint͡ɕʰejukʰwe
주월한국군사령부,t͡ɕuwʌlhankuk̚k͈unsaɾjʌŋpu
울산과학대학교,ulsankwahak̚t͈ɛhak̚k͈jo
목포대교,mok̚pʰodɛgjo
호원대학교,howʌntɛhak̚k͈jo
대덕전파천문대,tɛdʌk̚t͡ɕ͈ʌnpʰat͡ɕʰʌnmuntɛ
대구텍,tɛgutʰek̚
태광그룹,tʰɛgwaŋkɯɾup̚
탑사,tʰap̚s͈a
삼성카드,samsʌŋkʰadɯ
동작대교,toŋt͡ɕak̚t͈ɛgjo
평택파주고속도로,pʰjʌŋtʰɛk̚pʰadʑugosok̚t͈oɾo
서울예술고등학교,sʌuɾjesulkodɯŋhak̚k͈jo
대구부산고속도로,tɛgubusankosok̚t͈oɾo
리라아트고등학교,liɾaatʰɯgodɯŋhak̚k͈jo
위덕대학교,widʌk̚t͈ɛhak̚k͈jo
울산문수야구장,ulsanmunsujagudʑaŋ
흥덕사지,hɯŋtʌk̚s͈adʑi
동천동,toŋt͡ɕʰʌntoŋ
야탑동,jatʰap̚t͈oŋ
영등포동,jʌŋtɯŋpʰodoŋ
영남알프스,jʌŋnamalpʰɯsɯ
한국화학융합시험연구원,hankukʰwahagjuŋhap̚s͈ihʌmjʌnkuwʌn
한국교통안전공단,hankuk̚k͈jotʰoŋant͡ɕʌnkoŋtan
대한중석,tɛhant͡ɕuŋsʌk̚
한국기술교육대학교,hankuk̚k͈isulkjojuk̚t͈ɛhak̚k͈jo
한국과학기술한림원,hankuk̚k͈wahak̚k͈isulhallimwʌn
한국아마추어무선연맹,hankugamat͡ɕʰuʌmusʌnjʌnmɛŋ
전국민족민주유가족협의회,t͡ɕʌnkuŋmint͡ɕoŋmint͡ɕujugadʑokʰjʌbɰihwe
대한변호사협회,tɛhanpjʌnhosahjʌpʰwe
경복고등학교,kjʌŋpok̚k͈odɯŋhak̚k͈jo
경남고등학교,kjʌŋnamkodɯŋhak̚k͈jo
전문대학,t͡ɕʌnmuntɛhak̚
문산면,munsanmjʌn
무거동,mugʌdoŋ
