глюкоза,ɡlʲukoza
дугучиев,duɡut͡ɕʲiev
волчек,volt͡ɕʲek
брайан,brajan
идову,idovu
дудка,dudka
лада,lada
дэнс,dens
вольский,volʲskʲij
ильковский,ilʲkovskʲij
гомиашвили,ɡomʲiaʂvʲilʲi
жученко,ʒut͡ɕʲenko
забияка,zabʲiaka
вольпин,volʲpʲin
горбань,ɡorbanʲ
ильченко,ilʲt͡ɕʲenko
голубович,ɡolubovʲit͡ɕʲ
жорин,ʒorʲin
евдокимов,jevdokʲimov
бедрос,bʲedros
жукова,ʒukova
журавлёв,ʒuravlʲov
иосифов,iosʲifov
вася,vasʲa
обломов,oblomov
кириллин,kʲirʲillʲin
евланов,jevlanov
илюшин,ilʲuʂin
кирющенко,kʲirʲuɕːenko
ортман,ortman
иодис,iodʲis
ипатов,ipatov
тиффани,tʲiffani
загорски,zaɡorskʲi
ильназ,ilʲnaz
загитов,zaɡitov
заверюха,zavʲerʲuxa
завуров,zavurov
клебанов,klʲebanov
исакова,isakova
кислицын,kʲislʲit͡sɨn
клименко,klʲimʲenko
замятин,zamʲatʲin
климушкин,klʲimuʂkʲin
клюев,klʲuev
клепалов,klʲepalov
ениколопов,jenikolopov
константинович,konstantʲinovʲit͡ɕʲ
зайченко,zajt͡ɕʲenko
еланская,jelanskaa
кабанов,kabanov
корчевников,kort͡ɕʲevnikov
исьянов,isʲanov
сирович,sʲirovʲit͡ɕʲ
кавагое,kavaɡoe
епишев,jepʲiʂev
клявер,klʲavʲer
зангиев,zanɡiev
епископосян,jepʲiskoposʲan
каданников,kadannikov
лена,lʲena
князева,knazʲeva
сати,satʲi
казанова,kazanova
еремеев,jerʲemʲeev
корягин,korʲaɡin
зверев,zvʲerʲev
кайдановская,kajdanovskaa
костецкий,kostʲet͡skʲij
есенин,jesʲenin
казанцев,kazant͡sev
зацепин,zat͡sepʲin
олеговна,olʲeɡovna
лавроваглинка,lavrovaɡlʲinka
лагашкин,laɡaʂkʲin
косых,kosɨx
марковна,markovna
захарова,zaxarova
ерёмин,jerʲomʲin
коган,koɡan
кожемяко,koʒemʲako
кожин,koʒin
козак,kozak
ланская,lanskaa
зеленский,zʲelʲenskʲij
кравченко,kravt͡ɕʲenko
канторов,kantorov
козицын,kozʲit͡sɨn
сандро,sandro
кодзасов,kodzasov
каменковапавлова,kamʲenkovapavlova
золотов,zolotov
красовский,krasovskʲij
зотин,zotʲin
ларина,larʲina
левин,lʲevʲin
лебешев,lʲebʲeʂev
левтова,lʲevtova
легкоступова,lʲeɡkostupova
аристарх,arʲistarx
крапивин,krapʲivʲin
кокошин,kokoʂin
афанасьевич,afanasʲevʲit͡ɕʲ
кокшенов,kokʂenov
карасик,karasʲik
колокольников,kolokolʲnikov
зорин,zorʲin
колесов,kolʲesov
эльза,elʲza
леждей,lʲeʒdʲej
каракаев,karakaev
леонова,lʲeonova
авангард,avanɡard
кольцова,kolʲt͡sova
комин,komʲin
леонидов,lʲeonidov
крис,krʲis
касперски,kaspʲerskʲi
колтаков,koltakov
карасёв,karasʲov
лемох,lʲemox
кропачев,kropat͡ɕʲev
колосов,kolosov
кричман,krʲit͡ɕʲman
ясина,jasʲina
карцев,kart͡sev
кондулайнен,kondulajnen
кувшинников,kuvʂinnikov
крюков,krʲukov
ксенофонтова,ksʲenofontova
крылова,krɨlova
лигалайз,lʲiɡalajz
илзе,ilzʲe
лиепа,lʲiepa
андрис,andrʲis
константинов,konstantʲinov
максакова,maksakova
лисовец,lʲisovʲet͡s
копанова,kopanova
кельми,kʲelʲmʲi
липницкая,lʲipnit͡skaa
ивченко,ivt͡ɕʲenko
максюта,maksʲuta
копп,kopp
маликова,malʲikova
коренев,korʲenev
малеванная,malʲevannaa
ломинский,lomʲinskʲij
ломоносова,lomonosova
агния,aɡnia
михальчик,mʲixalʲt͡ɕʲik
михайловская,mʲixajlovskaa
кузьминов,kuzʲmʲinov
кузьмицкий,kuzʲmʲit͡skʲij
луппиан,luppʲian
лошак,loʂak
геннадьевна,ɡennadʲevna
лукащук,lukaɕːuk
мишустин,mʲiʂustʲin
мамин,mamʲin
кулаков,kulakov
куликова,kulʲikova
кулик,kulʲik
луста,lusta
мовсесян,movsʲesʲan
маркина,markʲina
мурат,murat
кумпилов,kumpʲilov
курилов,kurʲilov
куличков,kulʲit͡ɕʲkov
купцов,kupt͡sov
мороз,moroz
носов,nosov
овсиенко,ovsʲienko
лядова,lʲadova
кустарова,kustarova
курашов,kuraʂov
ободзинский,obodzʲinskʲij
лёвкин,lʲovkʲin
кутепова,kutʲepova
маршал,marʂal
кухарешин,kuxarʲeʂin
равшана,ravʂana
куркова,kurkova
одинцов,odʲint͡sov
пиманов,pʲimanov
марцевич,mart͡sevʲit͡ɕʲ
кучерена,kut͡ɕʲerʲena
окуневская,okunevskaa
пирогов,pʲiroɡov
альфредович,alʲfrʲedovʲit͡ɕʲ
олешко,olʲeʂko
мурзаев,murzaev
писаренко,pʲisarʲenko
дагун,daɡun
омаев,omaev
письменный,pʲisʲmʲennɨj
масленникова,maslʲennikova
фарид,farʲid
мухаметшин,muxamʲetʂin
плахов,plaxov
муров,murov
муромов,muromov
мазепин,mazʲepʲin
мазуркевич,mazurkʲevʲit͡ɕʲ
маковецкий,makovʲet͡skʲij
маховиков,maxovʲikov
агата,aɡata
муцениеце,mut͡seniet͡se
плотников,plotnikov
машная,maʂnaa
повереннова,povʲerʲennova
погодін,poɡodіn
георгійович,ɡeorɡіjovʲit͡ɕʲ
ревва,rʲevva
зенкова,zʲenkova
синицын,sʲinit͡sɨn
плетнёв,plʲetnov
плетнёва,plʲetnova
исхак,isxak
машбаш,maʂbaʂ
регина,rʲeɡina
мянник,mʲannik
погудин,poɡudʲin
репетур,rʲepʲetur
осин,osʲin
мельников,mʲelʲnikov
надеждин,nadʲeʒdʲin
надеждина,nadʲeʒdʲina
назарьева,nazarʲeva
наздратенко,nazdratʲenko
полежаев,polʲeʒaev
полеванов,polʲevanov
подкаминская,podkamʲinskaa
мень,mʲenʲ
аронович,aronovʲit͡ɕʲ
полиенко,polʲienko
половцев,polovt͡sev
полоз,poloz
полозков,polozkov
гела,ɡela
месхи,mʲesxʲi
месхиев,mʲesxʲiev
меньшова,mʲenʲʂova
меняйло,mʲenajlo
мельникова,mʲelʲnikova
рогожкина,roɡoʒkʲina
робак,robak
кай,kaj
метов,mʲetov
меншагин,mʲenʂaɡin
нахапетов,naxapʲetov
розанова,rozanova
мизулина,mʲizulʲina
миклушевский,mʲikluʂevskʲij
ройзман,rojzman
эрнст,ernst
ромашин,romaʂin
полторанин,poltoranin
ролдугин,rolduɡin
полынников,polɨnnikov
ева,jeva
польна,polʲna
понаровская,ponarovskaa
попков,popkov
милюзина,mʲilʲuzʲina
милкина,mʲilkʲina
мешков,mʲeʂkov
немоляев,nemolʲaev
немухин,nemuxʲin
минаков,mʲinakov
парфенчиков,parfʲent͡ɕʲikov
низовой,nizovoj
паршин,parʂin
руденский,rudʲenskʲij
милонов,mʲilonov
рубцов,rubt͡sov
рубцова,rubt͡sova
пенкин,pʲenkʲin
рудковская,rudkovskaa
рудная,rudnaa
пастернак,pastʲernak
миркурбанов,mʲirkurbanov
мироненко,mʲironenko
паслер,paslʲer
никитина,nikʲitʲina
никищихина,nikʲiɕːixʲina
митрофанов,mʲitrofanov
потапенко,potapʲenko
перов,pʲerov
пересильд,pʲerʲesʲilʲd
рудова,rudova
русланова,ruslanova
русских,russkʲix
песков,pʲeskov
гелий,ɡelʲij
рябов,rʲabov
руткевич,rutkʲevʲit͡ɕʲ
пресняков,prʲesnakov
преснякова,prʲesnakova
степанов,stʲepanov
приёмыхов,prʲiomɨxov
проводников,provodnikov
никонов,nikonov
сегалович,sʲeɡalovʲit͡ɕʲ
прокофьев,prokofʲev
проценко,prot͡senko
рябков,rʲabkov
спиваковский,spʲivakovskʲij
муза,muza
ниязова,niazova
новак,novak
старосельцев,starosʲelʲt͡sev
семакин,sʲemakʲin
спиридонов,spʲirʲidonov
стариков,starʲikov
рябова,rʲabova
прудникова,prudnikova
савельев,savʲelʲev
торкунов,torkunov
торсуев,torsuev
старшенбаум,starʂenbaum
стас,stas
намин,namʲin
лионелла,lʲionella
пырьева,pɨrʲeva
печерникова,pʲet͡ɕʲernikova
стебунов,stʲebunov
сенчина,sʲent͡ɕʲina
торшин,torʂin
радаев,radaev
сергеева,sʲerɡeeva
стеклов,stʲeklov
пушкарёв,puʂkarʲov
ангелина,anɡelʲina
тоцкий,tot͡skʲij
сайкин,sajkʲin
разина,razʲina
разлогов,razloɡov
салюков,salʲukov
райкина,rajkʲina
салтыков,saltɨkov
айдан,ajdan
салахова,salaxova
стерникова,stʲernikova
троицкий,troit͡skʲij
стефанович,stʲefanovʲit͡ɕʲ
стержаков,stʲerʒakov
разбегаев,razbʲeɡaev
сторожик,storoʒik
урал,ural
стржельчик,strʒelʲt͡ɕʲik
трубинер,trubʲiner
трубников,trubnikov
стрельников,strʲelʲnikov
троянова,troanova
синдеева,sʲindʲeeva
стрелков,strʲelkov
марианна,marʲianna
стриженова,strʲiʒenova
стручков,strut͡ɕʲkov
сатановский,satanovskʲij
ратников,ratnikov
маргарита,marɡarʲita
симоньян,sʲimonan
санаева,sanaeva
туровская,turovskaa
иосифовна,iosʲifovna
саульский,saulʲskʲij
ситников,sʲitnikov
стругачёв,struɡat͡ɕʲov
тютин,tʲutʲin
файзулла,fajzulla
султанов,sultanov
тяжлов,tʲaʒlov
мэлор,melor
стуруа,sturua
стычкин,stɨt͡ɕʲkʲin
сунгоркин,sunɡorkʲin
харитонова,xarʲitonova
харламов,xarlamov
хлебникова,xlʲebnikova
хлебородов,xlʲeborodov
туркин,turkʲin
хижа,xʲiʒa
хилькевич,xʲilʲkʲevʲit͡ɕʲ
химичев,xʲimʲit͡ɕʲev
бату,batu
хасиков,xasʲikov
светов,svʲetov
сладковский,sladkovskʲij
сафонов,safonov
ульянова,ulʲanova
суркова,surkova
сутулова,sutulova
суханкина,suxankʲina
суханов,suxanov
слюсарёва,slʲusarʲova
сливников,slʲivnikov
сурикова,surʲikova
бусаргин,busarɡin
рогволд,roɡvold
суховерко,suxovʲerko
суходрев,suxodrʲev
уральский,uralʲskʲij
хубиев,xubʲiev
хоралов,xoralov
хорошавин,xoroʂavʲin
сличенко,slʲit͡ɕʲenko
табакова,tabakova
усатова,usatova
устинова,ustʲinova
швецова,ʂvʲet͡sova
усс,uss
уткин,utkʲin
уфимцев,ufʲimt͡sev
цапник,t͡sapnik
урсуляк,ursulʲak
шварцман,ʂvart͡sman
хучиев,xut͡ɕʲiev
тарабукин,tarabukʲin
цаликов,t͡salʲikov
джахонгир,d͡ʒaxonɡir
файзиев,fajzʲiev
смоленский,smolʲenskʲij
шевченко,ʂevt͡ɕʲenko
татосов,tatosov
смоляков,smolʲakov
цурило,t͡surʲilo
авдотья,avdotʲa
целиковская,t͡selʲikovskaa
фархутдинов,farxutdʲinov
ушаков,uʂakov
фатеева,fatʲeeva
чадов,t͡ɕʲadov
совчи,sovt͡ɕʲi
сморчков,smort͡ɕʲkov
снаткина,snatkʲina
тараторкина,taratorkʲina
чаптынов,t͡ɕʲaptɨnov
федорцов,fʲedort͡sov
цыганов,t͡sɨɡanov
федотов,fʲedotov
шиманская,ʂimanskaa
федункив,fʲedunkʲiv
чеважевский,t͡ɕʲevaʒevskʲij
теличкина,tʲelʲit͡ɕʲkʲina
шитова,ʂitova
темрезов,tʲemrʲezov
аглая,aɡlaa
шиловская,ʂilovskaa
шило,ʂilo
ширвиндт,ʂirvʲindt
ташков,taʂkov
терентьев,tʲerʲentʲev
чаплин,t͡ɕʲaplʲin
шкловский,ʂklovskʲij
терлеева,tʲerlʲeeva
терёшина,tʲerʲoʂina
филипенко,fʲilʲipʲenko
шлеменко,ʂlʲemʲenko
тимофеев,tʲimofʲeev
тимофеева,tʲimofʲeeva
сошальский,soʂalʲskʲij
шнирельман,ʂnirʲelʲman
кужугетовна,kuʒuɡetovna
черепков,t͡ɕʲerʲepkov
финягин,fʲinaɡin
фомина,fomʲina
черкасов,t͡ɕʲerkasov
фонда,fonda
сотникова,sotnikova
шохин,ʂoxʲin
тизяков,tʲizʲakov
тиличеев,tʲilʲit͡ɕʲeev
черневич,t͡ɕʲernevʲit͡ɕʲ
черниченко,t͡ɕʲernit͡ɕʲenko
султан,sultan
сосналиев,sosnalʲiev
сосина,sosʲina
чернушенко,t͡ɕʲernuʂenko
шпица,ʂpʲit͡sa
шпорт,ʂport
шолохов,ʂoloxov
фроловцева,frolovt͡seva
марьяна,marʲana
спивак,spʲivak
ярин,jarʲin
фокин,fokʲin
шубина,ʂubʲina
яновская,janovskaa
черняк,t͡ɕʲernak
франчук,frant͡ɕʲuk
чижиков,t͡ɕʲiʒikov
чигинская,t͡ɕʲiɡinskaa
шумейко,ʂumʲejko
толоконников,tolokonnikov
толоконский,tolokonskʲij
ярмольник,jarmolʲnik
чинарёв,t͡ɕʲinarʲov
радий,radʲij
хабиров,xabʲirov
хабилов,xabʲilov
токмакова,tokmakova
толмачёва,tolmat͡ɕʲova
ярушин,jaruʂin
топалов,topalov
чонишвили,t͡ɕʲoniʂvʲilʲi
тонева,toneva
толстой,tolstoj
хазанова,xazanova
шуранова,ʂuranova
саламбек,salambʲek
хаджиев,xad͡ʒiev
яценко,jat͡senko
ясулович,jasulovʲit͡ɕʲ
щедровицкий,ɕːedrovʲit͡skʲij
щербак,ɕːerbak
ахмед,axmʲed
лабазанов,labazanov
топилин,topʲilʲin
адьям,adʲam
кузяев,kuzʲaev
числов,t͡ɕʲislov
данилина,danilʲina
дроздов,drozdov
толстунов,tolstunov
эйрамджан,ejramd͡ʒan
саритов,sarʲitov
телегина,tʲelʲeɡina
требунская,trʲebunskaa
чуйченко,t͡ɕʲujt͡ɕʲenko
кальзатти,kalʲzattʲi
чумаков,t͡ɕʲumakov
эльдаров,elʲdarov
элькис,elʲkʲis
шакунов,ʂakunov
шалаева,ʂalaeva
аршинов,arʂinov
шершак,ʂerʂak
эткинд,etkʲind
андреевич,andrʲeevʲit͡ɕʲ
юганова,juɡanova
токарев,tokarʲev
юматов,jumatov
эпштейн,epʂtʲejn
заболотный,zabolotnɨj
юшкевич,juʂkʲevʲit͡ɕʲ
юнникова,junnikova
чигвинцев,t͡ɕʲiɡvʲint͡sev
юрченко,jurt͡ɕʲenko
нечае,net͡ɕʲae
потдыкова,potdɨkova
бич,bʲit͡ɕʲ
хрущёва,xruɕːova
монько,monʲko
яковлевич,jakovlʲevʲit͡ɕʲ
фекан,fʲekan
шумских,ʂumskʲix
азиз,azʲiz
бейшеналиев,bʲejʂenalʲiev
третьяков,trʲetʲakov
якушев,jakuʂev
волобуев,volobuev
гундорина,ɡundorʲina
сен,sʲen
локомотив,lokomotʲiv
карбовская,karbovskaa
татауров,tataurov
далер,dalʲer
самуцевич,samut͡sevʲit͡ɕʲ
джо,d͡ʒo
борисоглебский,borʲisoɡlʲebskʲij
симакова,sʲimakova
старыгина,starɨɡina
кичин,kʲit͡ɕʲin
любич,lʲubʲit͡ɕʲ
рамазанов,ramazanov
джон,d͡ʒon
арнатт,arnatt
козлова,kozlova
камилла,kamʲilla
гайнетдинова,ɡajnetdʲinova
попова,popova
луи,lui
доценко,dot͡senko
шарутенко,ʂarutʲenko
