angela,aŋeːlaː
blaupunkt,plauhpuŋkt
grafenrheinfeld,kʁaːfənʁhainfelt
aurachtal,auhʀaxtal
kabinett,kaːbiːnet
pollhagen,polhaːɡən
ritterhude,ʁiteɐhudə
trio,tʁioː
odeon,odeon
bomag,boːmak
wiesmann,viːsman
oberbaumbrücke,obeɐbaumpʁykə
bionade,bioːnadə
miele,miːlə
babelsberg,baːbelsbeɐk
bacharchiv,baːxaɐxif
balda,baldaː
elisabethkirche,eliːsaːbetkiɐxə
warwick,vaɐvik
avantis,afantis
bellaphon,belafon
beethovendenkmal,beːtoːfəndənkmal
brenntag,pʁənntak
berufsbildungswerk,beːʀufsbilduŋsveɐk
karsbach,kaɐsbax
uniwheels,uːnivheːls
budenheim,buːdənhaim
lorinser,loːʀinsɐ
kell,kel
rebels,ʁeːbels
goldhofer,ɡoltofɐ
fuggerei,fukɡeːʀaie
berlitz,beɐlit͡s
sprachschulen,ʃpʁaksxuːlən
covestro,koːfestʁoː
gleiss,klais
vilmorin,filmoːʀin
business,buːsiːnes
school,ʃoːl
händelfestspiele,hendelfestspiːlə
westside,vestsidə
xtreme,kstʁemə
wrestling,vʁestliŋk
sachtler,zaxtlɐ
bitterfeld,biteɐfelt
get,ɡet
physical,fysiːkal
reichsparteitagsgelände,ʁaikspaɐtaietaɡsɡeːlendə
xetra,ksetʁaː
wormatia,voɐmaːtia
hapaglloyd,haːpaɡloyt
rotring,ʁotʁiŋk
marienbrücke,maːʀiːnpʁykə
dywidag,dyviːdak
altana,altaːna
alpidischer,alpiːdiʃɐ
gebirgsgürtel,ɡeːbiɐɡsɡyɐtel
hanseyachts,hansaiaxts
nobiskrug,noːbiskʁuk
catch,katx
association,asoːkiaːt͡sion
alligators,aliːɡaːtoɐs
putzmeister,put͡smaistɐ
tetra,tetʁaː
mozartfest,moːt͡saɐtfest
magdeburger,makdeːbuɐɡɐ
telemannfesttage,teːlemanfestaɡə
westbahn,vestbaːn
intermot,inteɐmot
hardtbahn,haɐtbaːn
yorck,yoɐk
wartenburg,vaɐtənbuɐk
rheinbundakte,ʁhainbundaktə
dungeon,duŋeon
christiauferstehungskathedrale,xʁistiauhfeɐsteːhuŋskatetʁalə
sto,ʃtoː
moselstrecke,moːselstʁekə
taunuseisenbahn,tauhnusaiesənbaːn
untouchables,untouːxaples
humboldtforschungspreis,humboltfoɐʃuŋspʁais
hinterkaifeck,hinteɐkaiefek
feddersen,fetdeɐsən
wierde,viːɐdə
schuke,ʃukə
orgelbauwerkstatt,oɐɡelbauhveɐkstat
magura,maːɡuːʀaː
capitals,kaːpiːtals
maxplanckinstitut,maksplankinstietut
geistiges,ɡaistieɡes
eigentum,aieɡəntum
nomos,noːmos
landschaftsverband,lant͡ʃaftsfeɐbant
wergo,veɐɡoː
silberstraße,zilbeɐstʁasə
eiderkanal,aiedeɐkaːnal
hazet,haːt͡set
deckel,deːkel
personenaufzug,peɐsoːneːnauft͡suk
schandau,ʃandauh
tempodrom,tempotʁom
heythuysen,haituysən
krämerbrücke,kʁemeɐpʁykə
athletics,atleːtiks
liebenzeller,liːbənt͡selɐ
mission,mision
setra,zetʁaː
ernemann,eɐneːman
intercity,inteɐkity
gruppe,kʁupə
laeiszhalle,laaist͡shalə
hachez,haːxet͡s
heeresamt,heːʀeːsamt
heeresführungskommando,heːʀesfyːʀuŋskomandoː
franziskaner,fʁant͡siskanɐ
universelles,uːniːfeɐseles
leben,leːbən
senator,zeːnaːtoɐ
buckenhof,buːkənhof
schiedmayer,ʃiːtmaiɐ
bundeswehrkrankenhaus,bundesveːɐkʁaŋkənhaus
chemnitzer,xemnit͡sɐ
modell,moːdel
sennebogen,zənneːboːɡən
orientbank,oʀiːntbaŋk
burhave,buɐhafə
dinnorm,dinoɐm
cologne,koːloknə
cardinals,kaɐdiːnals
carlfriedrichgaußpreis,kaɐlfʁiːtʁixɡauspʁais
dallmayr,dalmaiʁ
truck,tʁuk
wirtschaftsspionage,viɐt͡ʃaftspioːnaɡə
call,kal
a,a
bike,bikə
ägypter,eɡyptɐ
wohnen,voːnən
alpenstraße,alpənstʁasə
vonovia,foːnofiaː
sumte,zumtə
domtreppenfegen,domtʁepənfeːɡən
dieffenbachstraße,diːfənbakstʁasə
novoflex,noːfofleks
rimowa,ʁiːmoːvaː
nachtmann,naxtman
duewaggelenkwagen,dueːvakɡeːlənkvaːɡən
ehrenhof,eːʀənhof
viking,fiːkiŋk
elac,elak
eierschale,aieɐʃalə
cranko,kʁaŋkoː
schule,ʃulə
linklaters,liŋklaːteɐs
plan,plan
stahlwille,ʃtaːlvilə
erima,eʀiːmaː
fachhochschule,faxhoksxulə
fachschule,faksxulə
faulhaber,faulhabɐ
hiroshimasteg,hiːʀoshiːmastek
hiroshimastraße,hiːʀoshiːmastʁasə
universe,uːniːfeɐsə
kantstraße,kantstʁasə
hirata,hiːʀaːta
scuba,skuːbaː
schools,ʃoːls
flottenkommando,flotənkomandoː
kunsthalle,kunstalə
garnisonskirche,ɡaɐniːsonskiɐxə
schokakola,ʃoːkaːkoːlaː
geestland,ɡeːstlant
vida,fiːdaː
luftwaffenführungskommando,luftvafənfyːʀuŋskomandoː
füchse,fyksə
generalfeldmarschallrommelkaserne,ɡeːneʀalfeltmaɐʃalʁomelkaːseɐnə
meistersinger,maisteɐsiŋɐ
sportforum,ʃpoɐtfoːʀum
ohr,oːɐ
gorxheimertal,ɡoʁkshaiemeɐtal
hegaugymnasium,heːɡauɡymnaːsium
singen,ziŋən
grenzschutzabteilung,kʁənt͡ʃuːt͡saptaieluŋk
grenzschutzgruppe,kʁənt͡ʃut͡skʁupə
stampede,ʃtampedə
winzerla,vint͡seɐlaː
pixomondo,piksoːmondoː
wehrbereichskommando,veːɐbeːʀaikskomandoː
heerestruppenbrigade,heːʀestʁupənpʁiːɡadə
the,tə
westin,vestin
heßdorf,hesdoɐf
hindemithpreis,hindeːmitpʁais
heringhausen,heːʀiŋkhauhsən
hellermanntyton,heleɐmantyton
hemhofen,hemhoːfən
lukaskirche,luːkaskiɐxə
historische,histoːʀiʃə
wurstkuchl,vuɐstkuxl
herzogenaurach,heɐt͡soːɡeːnauhʀax
zeitschrift,t͡sait͡ʃʁift
verwaltungsrecht,feɐvaltuŋsʁext
west,vest
pharmaceutical,faɐmaːkoyhtiekal
services,zeɐfiːkes
taubertalbahn,tauhbeɐtalbaːn
streitkräfteunterstützungskommando,ʃtʁaitkʁeftoynteɐstyːt͡suŋskomandoː
oldendorff,oldəndoɐf
carriers,kaɐʁiːɐs
perlon,peɐlon
oberzent,obeɐt͡sənt
streitkräfteamt,ʃtʁaitkʁefteamt
luftwaffenamt,luftvafeːnamt
kampfverlag,kamp͡ffeɐlak
velotaxi,feːloːtaksiː
rheingold,ʁhaiŋolt
krauser,kʁausɐ
kombiverkehr,kombiːfeɐkeːɐ
kühbach,kyːbax
köthen,køtən
lindenfels,lindənfels
leunawerke,loyhnaːveɐkə
lonnerstadt,loneɐstat
marinefliegerkommando,maːʀiːnefliːɡeɐkomandoː
lufttransportkommando,luftʁanspoɐtkomandoː
luftwaffenausbildungskommando,luftvafeːnausbilduŋskomandoː
control,kontʁol
merzbau,meɐt͡sbauh
merching,meɐxiŋk
marloffstein,maɐlofstain
meyenburgpreis,maiənbuɐɡpʁais
mundipharma,mundifaɐmaː
kammersänger,kameɐseŋɐ
nassauische,nasauiʃə
rheinbahn,ʁhainbaːn
nordwestzeitung,noɐtvest͡saietuŋk
kranenburg,kʁaːnənbuɐk
neckarsteinach,neːkaɐstaiənax
nippon,nipon
connection,konekt͡sion
opelwerk,opelveɐk
centroliner,kəntʁoːlinɐ
neckartalbahn,neːkaɐtalbaːn
parlamentariergruppe,paɐlaːməntaːʀiːɐkʁupə
sieboldpreis,ziːboldpʁais
oberreichenbach,obeɐʁaiexənbax
regionalexpress,ʁeːɡioːnaːlekspʁes
linotype,liːnotypə
automobil,auhtoːmobil
rimbach,ʁimbax
rheinpfeil,ʁhainp͡fail
seilbahn,zailbaːn
salon,zaːlon
kitty,kity
schneeball,ʃneːbal
fußballregionalliga,fusbalʁeːɡioːnaliːɡaː
event,efənt
sig,zik
schiffergesellschaft,ʃifeɐɡeːselʃaft
spardorf,ʃpaɐdoɐf
testo,testoː
thekla,teklaː
strausseefähre,ʃtʁauseːfeːʀə
ulisses,uːlises
spiele,ʃpiːlə
rewaco,ʁeːvaːkoː
uttenreuth,utənʁoyt
wurster,vuɐstɐ
nordseeküste,noɐtseːkystə
monfortealtar,monfoɐtealtaɐ
emarcy,emaɐky
wellendorff,veləndoɐf
baumkuchen,baumkuːxən
ministerpräsident,miːnisteɐpʁesiːdənt
frieslande,fʁiːslandə
degussa,deːɡusaː
vortexgarten,foɐteksɡaɐtən
mathildenhöhe,matildənhøːə
kreisleiter,kʁaislaitɐ
hackbraten,hakpʁaːtən
reisewarnung,ʁaieseːvaɐnuŋk
grupperennen,kʁupeːʀənnən
volocopter,foːlokoptɐ
darts,daɐts
championship,xampionship
roggenbrot,ʁokɡənpʁot
monitor,moːniːtoɐ
sport,ʃpoɐt
guns,ɡuns
erasmusmauritiustafel,eʀasmusmauhʀiːtiustaːfel
renner,ʁənnɐ
vulkangruppe,fulkaŋkʁupə
bundeskanzler,bundeskant͡slɐ
hansapreis,hansapʁais
dauerdelikt,daueɐdeːlikt
heer,heɐ
messel,mesel
tutima,tuːtiemaː
kurköln,kuɐkøln
atotech,atoːtex
aktienbuch,aktiənbux
halte,haltə
kalex,kaːleks
engineering,ənɡiːneːʀiŋk
karajan,kaːʀajan
and,ant
space,ʃpakə
gauführerschule,ɡauhfyːʀeɐʃulə
flix,fliks
getyourguide,ɡetyouɐɡuidə
schneztruppe,ʃnet͡stʁupə
normalität,noɐmaːliːtet
tkelevatortestturm,tkeːlefaːtoɐtestuɐm
memoria,meːmoːʀiaː
urbana,uɐbaːna
charly,xaɐly
koreaverband,koːʀeaːfeɐbant
blacklane,plaklanə
uniper,uːnipɐ
nature,naːtuʀə
geierlay,ɡaieɐlai
locomore,loːkomoʀə
hellofresh,helofʁesh
mastodon,mastoːdon
biontech,biontex
stopselclub,ʃtopselklup
niendorf,niːndoɐf
flügel,flyːɡel
klavierfabrik,klaːfiːɐfapʁik
intergroove,inteɐkʁoːfə
extinction,ekstinkt͡sion
rebellion,ʁeːbelion
gelbwestenbewegung,ɡelpvestənbeːveɡuŋk
wesertal,veːseɐtal
energy,əneɐɡy
theaterplatz,teaːteɐplat͡s
european,oyhʀoːpean
of,of
discover,diskofɐ
airlines,aiɐliːnes
cariad,kaːʀiat
letzte,let͡stə
generation,ɡeːneʀaːt͡sion
ramsteinformat,ʁamstainfoɐmat
keil,kail
mussinan,musiːnan
romano,ʁoːmaːnoː
guardini,ɡuaɐdiːni
lerchenberg,leɐxənbeɐk
storl,ʃtoɐl
bradtke,pʁatkə
mittermeier,miteɐmaiɐ
ude,udə
sterzinsky,ʃteɐt͡sinsky
hark,haɐk
achternbusch,axteɐnbuʃ
elmar,elmaɐ
borrmann,boɐʁman
precht,pʁext
hitzinger,hiːt͡siŋɐ
lesch,leʃ
thissen,tisən
ezriel,et͡sʁiːl
carlebach,kaɐleːbax
roy,ʁoy
black,plak
kroetz,kʁoet͡s
kohlhase,koːlhasə
kasper,kaspɐ
moshammer,moshamɐ
schmoelling,ʃmoeliŋk
blanco,plankoː
adner,atnɐ
bütikofer,byːtiekofɐ
irlmaier,iɐlmaiɐ
kohlmey,koːlmai
witzell,viːt͡sel
apfel,ap͡fel
cordelia,koɐdeːliaː
edvardson,etfaɐtson
buchberger,buxbeɐɡɐ
hildebrandt,hildepʁant
stückl,ʃtykl
zollitsch,t͡solit͡ʃ
jo,joː
rökk,ʁøkk
tiburzy,tiebuɐt͡sy
corona,koːʀonaː
schröter,ʃʁøtɐ
sörgel,zøɐɡel
franciszek,fʁankist͡sek
smuda,smuːdaː
kalkbrenner,kalkpʁənnɐ
aland,alant
reckermann,ʁeːkeɐman
brink,pʁiŋk
valetti,faːletiː
unzicker,unt͡sikɐ
steinitz,ʃtaiənit͡s
blitzer,plit͡sɐ
rob,ʁop
pilatus,piːlaːtus
rupprath,ʁupʁat
döderlein,døːdeɐlain
aloys,aloys
kosack,koːsak
frith,fʁit
garrn,ɡaɐʁn
biebl,biːbl
fabricius,fapʁiːkius
degenhardt,deːɡənhaɐt
hochscheidt,hoksxait
lampe,lampə
szymkowiak,st͡symkoːviak
gail,ɡail
neuser,noysɐ
josefine,joːseːfinə
rebensburg,ʁeːbənsbuɐk
völz,følt͡s
sponer,ʃponɐ
abs,abs
curtis,kuɐtis
volk,folk
merckle,meɐklə
altmann,altman
cromer,kʁomɐ
babinger,baːbiŋɐ
gundolf,ɡundolf
ratzinger,ʁaːt͡siŋɐ
röttgen,ʁøtɡən
beradt,beːʀat
goltz,ɡolt͡s
wolle,volə
andres,antʁes
veiel,faiel
helmar,helmaɐ
scheepers,ʃeːpeɐs
roters,ʁoːteɐs
bleckwenn,plekvənn
künast,kyːnast
ines,iːnes
drewermann,tʁeːveɐman
christensen,xʁistənsən
frentz,fʁənt͡s
mildred,miltʁet
kritzinger,kʁiːt͡siŋɐ
seyfarth,zaifaɐt
mady,mady
rahl,ʁaːl
algermissen,alɡeɐmisən
souchy,zouxy
hutten,hutən
reithofer,ʁaitofɐ
jooss,joːs
rauhe,ʁauhə
hoppe,hopə
maron,maːʀon
glas,klas
körner,køɐnɐ
roh,ʁoː
nider,nidɐ
lins,lins
bracher,pʁaxɐ
maisel,maiesel
leif,laif
lampater,lampatɐ
otmar,otmaɐ
freiherr,fʁaieːeɐʁ
verschuer,feɐʃuɐ
nelson,nelson
perron,peɐʁon
lummer,lumɐ
esther,estɐ
vilar,fiːlaɐ
schoft,ʃoft
alpers,alpeɐs
haaf,haːf
kühnen,kyːnən
pochhammer,poxhamɐ
brauer,pʁauɐ
barthlott,baɐtlot
gunst,ɡunst
reidemeister,ʁaiedeːmaistɐ
grädener,kʁedənɐ
schlegelberger,ʃleːɡelbeɐɡɐ
mosheim,moshaim
knipperdolling,knipeɐdoliŋk
cassels,kasels
todt,tot
bleichrodt,plaixʁot
erdmannsdorff,eɐtmansdoɐf
pampel,pampel
aust,aust
heuwer,hoyvɐ
helfferich,helfeːʀix
kickton,kikton
weinert,vaiəneɐt
treut,tʁoyt
jablonski,japlonskiː
natalia,naːtaliaː
rendtorff,ʁəntoɐf
sennholz,zənnholt͡s
berggruen,beɐɡkʁuən
holl,hol
finsterlin,finsteɐlin
miegel,miːɡel
gisevius,ɡiːseːfius
galuba,ɡaːluːbaː
prinzhorn,pʁint͡shoɐn
praeneste,pʁaeːnestə
claire,klaiʀə
waldoff,valdof
lunge,luŋə
schönborn,ʃønboɐn
barthold,baɐtolt
brockes,pʁoːkes
dinter,dintɐ
scheeren,ʃeːʀən
tiana,tiaːna
lemnitz,lemnit͡s
klenk,klənk
sideris,ziːdeːʀis
tasiadis,taːsiadis
hofer,hofɐ
roßbach,ʁosbax
carstensen,kaɐstənsən
dregger,tʁekɡɐ
wolters,volteɐs
suhren,zuːʀən
leibbrandt,laibpʁant
mie,miə
schöpp,ʃøp
havenstein,haːfənstain
wenzel,vənt͡sel
jaksch,jakʃ
anderl,andeɐl
heckmair,hekmaiɐ
poppo,popoː
osterna,osteɐnaː
wallenrode,valənʁodə
schadt,ʃat
maik,maik
bullmann,bulman
kauder,kaudɐ
mackay,maːkai
kleinfeld,klainfelt
wader,vadɐ
stahel,ʃtaːhel
buchheim,buxhaim
tübke,typkə
uexküll,uekskyl
rittner,ʁitnɐ
negt,neɡt
döllinger,døliŋɐ
v,f
bartning,baɐtniŋk
guggenberger,ɡukɡənbeɐɡɐ
ortwin,oɐtvin
runde,ʁundə
schiller,ʃilɐ
simonis,ziːmoːnis
külz,kylt͡s
neo,neoː
rauch,ʁaux
emmelmann,emelman
anagarika,anaːɡaʀiːkaː
govinda,ɡoːfindaː
mertens,meɐtəns
giering,ɡiːʀiŋk
pasquale,paskvalə
passarelli,pasaːʀeliː
eckartshausen,ekaɐtshauhsən
tersteegen,teɐsteːɡən
bergner,beɐknɐ
stegemann,ʃteːɡeman
christl,xʁistl
cranz,kʁant͡s
tron,tʁon
lüdemann,lyːdeːman
ungers,uŋeɐs
kaschnitz,kaʃnit͡s
harms,haɐms
aenne,aənnə
gil,ɡil
ofarim,ofaːʀim
aldringen,altʁiŋən
jauch,jaux
dreekmann,tʁeːkman
rößler,ʁøslɐ
matthöfer,mathøfɐ
sustris,zustʁis
pohlers,poːleɐs
rüstow,ʁystov
brdarić,bʁdaːʀiḱ
wächtershäuser,vexteɐshoysɐ
morgen,moɐɡən
röber,ʁøbɐ
stanislawski,ʃtaːnislavskiː
michaele,miːxaelə
lassen,lasən
liebing,liːbiŋk
muriel,muːʀiːl
anschütz,anʃyt͡s
hassenpflug,hasənp͡fluk
stenz,ʃtənt͡s
mehlhorn,meːlhoɐn
janensch,jaːnənʃ
roche,ʁoxə
westbam,vestbam
abeken,abeːkən
stockbauer,ʃtokbauɐ
souchon,zouːxon
freihof,fʁaieːof
drenkmann,tʁənkman
augstein,auɡstain
ahnert,aːneɐt
etzel,et͡sel
gropper,kʁopɐ
mitscherlich,miːt͡ʃeɐlix
gräfin,kʁefin
dönhoff,dønhof
röpke,ʁøpkə
ingenohl,iŋeːnoːl
emilie,emiːliə
farian,faːʀian
hausner,hausnɐ
seeck,zeːk
leng,lənk
voßkuhle,foskuːlə
strutz,ʃtʁut͡s
haack,haːk
ryzih,ʁyt͡siː
weitzmann,vait͡sman
hamburger,hambuɐɡɐ
jacobson,jaːkopson
loretta,loːʀetaː
clueso,klueːsoː
mommsen,momsən
wilck,vilk
steinen,ʃtaiənən
carlo,kaɐloː
aly,aly
agee,aɡeə
kerr,keɐʁ
ziemann,t͡siːman
mutschmann,mut͡ʃman
coccejus,kokkeːjus
zatzikhoven,t͡saːt͡sikhoːfən
schadewaldt,ʃaːdeːvalt
gröhe,kʁøːə
ruman,ʁuːman
biebow,biːbov
schwanitz,ʃvaːnit͡s
kocka,koːkaː
böhmer,bøːmɐ
speratus,ʃpeːʀaːtus
fahrmbacher,faːɐmbaxɐ
gotter,ɡotɐ
milbradt,milpʁat
hellinger,heliŋɐ
ehard,eːaɐt
graevius,kʁaeːfius
vaerst,faeɐst
uhrlau,uːɐlauh
liebeneiner,liːbeːnainɐ
gamm,ɡam
beloch,beːlox
hielscher,hiːlʃɐ
segner,zeknɐ
steinbuch,ʃtainbux
eiermann,aieɐman
bauerfeind,baueɐfaint
zedler,t͡setlɐ
knobloch,knoplox
ivan,iːfan
rebroff,ʁepʁof
emmrich,emʁix
schöffer,ʃøfɐ
wenzeslaus,vənt͡seslaus
dreier,tʁaiɐ
kogon,koːɡon
wyn,vyn
hoop,hoːp
altenmüller,altənmylɐ
verhoeven,feɐhoeːfən
raabe,ʁaːbə
schlageter,ʃlaːɡetɐ
schröffer,ʃʁøfɐ
mohn,moːn
duesberg,duesbeɐk
bonatz,boːnat͡s
friedeburg,fʁiːdeːbuɐk
friedlaender,fʁiːtlaəndɐ
thunemann,tuːneːman
tolsdorff,tolsdoɐf
francis,fʁankis
freya,fʁaiaː
moltke,moltkə
virdung,fiɐduŋk
lauritz,lauhʀit͡s
haber,habɐ
magunia,maːɡuːniaː
annekatrin,aneːkatʁin
waiblinger,vaipliŋɐ
edelgard,edelɡaɐt
bulmahn,bulmaːn
güßfeldt,ɡysfelt
perls,peɐls
sönke,zøŋkə
wortmann,voɐtman
ursinus,uɐsiːnus
amft,amft
vandenberg,fandənbeɐk
maetzig,maeːt͡sik
deßloch,deslox
dirkschneider,diɐkʃnaidɐ
król,kʁól
krancke,kʁankə
dorr,doɐʁ
poschner,poʃnɐ
haffner,hafnɐ
lemelsen,leːmelsən
shah,shaː
legien,leːɡiːn
wiltrud,viltʁut
probst,pʁobst
cellarius,kelaːʀius
torgler,toɐklɐ
metz,met͡s
dyhrenfurth,dyhʁənfuɐt
regler,ʁeklɐ
severloh,zeːfeɐloː
einem,aiənem
lanz,lant͡s
bürklein,byɐklain
gwisdek,kvisdek
panzer,pant͡sɐ
sobek,zoːbek
ritzerfeld,ʁiːt͡seɐfelt
färberböck,feɐbeɐbøk
vadim,faːdim
glowna,klovnaː
wunibald,vuːniːbalt
kamm,kam
elijah,eliːjaː
levita,leːfiːtaː
schamoni,ʃaːmoːniː
kurlbaum,kuɐlbaum
reitz,ʁait͡s
wiegand,viːɡant
kiriasis,kiːʀiaːsis
ihering,iːeːʀiŋk
traugott,tʁauhɡot
renger,ʁənɡɐ
kranz,kʁant͡s
bezold,beːt͡solt
schwarthoff,ʃvaɐtof
vossler,foslɐ
bähr,beːɐ
junior,juːnioɐ
weisgerber,vaisɡeɐbɐ
seilacher,zaielaxɐ
beglau,beklauh
fort,foɐt
wolter,voltɐ
white,vhitə
hentschel,hənt͡ʃel
gedeon,ɡeːdeon
burkhard,buɐkhaɐt
ehinger,eːiŋɐ
scherff,ʃeɐf
shanice,shaːnikə
craft,kʁaft
rühle,ʁyːlə
rühmkorf,ʁyːmkoɐf
schroeder,ʃʁoedɐ
binsfeld,binsfelt
woll,vol
bruyn,pʁuyn
wullenwever,vulənvefɐ
strittmatter,ʃtʁitmatɐ
radlkofer,ʁadlkofɐ
rakers,ʁaːkeɐs
grethe,kʁetə
weiser,vaisɐ
julie,juːliə
voß,fos
ringmann,ʁiŋkman
ulric,ulʁik
neisser,naisɐ
tellkamp,telkamp
dietze,diːt͡sə
jacobs,jaːkobs
mohnhaupt,moːnhaupt
mariella,maːʀiːlaː
ahrens,aːʀəns
thalheimer,talhaimɐ
klatte,klatə
rarebell,ʁaːʀeːbel
belting,beltiŋk
liebert,liːbeɐt
allmendinger,alməndiŋɐ
dedekind,deːdekint
güllich,ɡylix
brockelmann,pʁoːkelman
erman,eɐman
baba,baːba
saad,zaːt
ostholt,ostolt
barrois,baɐʁois
hausding,hausdiŋk
aicherscholl,aiexeɐʃol
fürstenbergheiligenberg,fyɐstənbeɐkhaieliçənbeɐk
thorwald,toɐvalt
felicia,feːliːkiaː
praunheim,pʁaunhaim
duken,duːkən
greis,kʁais
wüstenfeld,vystənfelt
süssmuth,zysmut
cueto,kueːtoː
thore,toʀə
schölermann,ʃøːleɐman
carlprit,kaɐlpʁit
alberus,albeːʀus
erhardt,eɐhaɐt
götting,ɡøtiŋk
lasch,laʃ
königsmarck,køːniçsmaɐk
gollnick,ɡolnik
bieler,biːlɐ
sammet,zamet
bahro,baːʀoː
pocher,poxɐ
klaas,klaːs
carel,kaːʀel
shermine,sheɐminə
shahrivar,shaːʀiːfaɐ
schwalb,ʃvalp
traute,tʁautə
lafrenz,lafʁənt͡s
aspelt,aspelt
maizière,maiet͡siː̀ʁə
march,maɐx
beckerath,beːkeʀat
schildt,ʃilt
carloff,kaɐlof
i,iː
waldburg,valtbuɐk
fumic,fuːmik
scheffczyk,ʃefkt͡syk
guildo,ɡuildoː
jehuda,jeːhuːdaː
amichai,amiːxaie
deimel,daiemel
felmy,felmy
daßler,daslɐ
bamberger,bambeɐɡɐ
hillgruber,hilkʁubɐ
mathieu,matiːuː
carrière,kaɐʁiː̀ʁə
gramann,kʁaːman
baumbach,baumbax
wegener,veːɡənɐ
klaws,klavs
gatterer,ɡateʁɐ
stinshoff,ʃtinshof
tetens,teːtəns
geisenberger,ɡaiesənbeɐɡɐ
jacobsohn,jaːkopsoːn
silke,zilkə
spiegelburg,ʃpiːɡelbuɐk
rustam,ʁustam
rachimow,ʁaːxiːmov
weiler,vailɐ
hilbig,hilbik
mentzel,mənt͡sel
gebühr,ɡeːbyːɐ
reppe,ʁepə
kauf,kauf
heyden,haidən
conti,kontie
beger,beɡɐ
kollegah,koleːɡaː
tessenow,teseːnov
peterhans,peːteɐhans
toepler,toeplɐ
plattner,platnɐ
capelle,kaːpelə
gerstenmaier,ɡeɐstənmaiɐ
neubronner,noypʁonɐ
drafi,tʁaːfiː
deutscher,doyt͡ʃɐ
tafel,taːfel
waalkes,vaːlkes
novy,nofy
pinner,pinɐ
askamp,askamp
felfe,felfə
dedê,deːdê
lazarus,laːt͡saʀus
schwendi,ʃvəndiː
aldag,aldak
mahlsdorf,maːlsdoɐf
herrlein,heɐʁlain
zenker,t͡sənkɐ
roxin,ʁoksin
heinroth,hainʁot
reitzenstein,ʁaiet͡sənstain
langgässer,laŋkɡesɐ
pilnik,pilnik
dinah,diːnaː
pfizenmaier,p͡fiːt͡sənmaiɐ
study,ʃtudy
pape,papə
nora,noːʀaː
schlesinger,ʃleːsiŋɐ
sasha,zashaː
rottenberg,ʁotənbeɐk
zadek,t͡saːdek
koenigsberger,koeːniçsbeɐɡɐ
weidinger,vaiediŋɐ
rohling,ʁoːliŋk
dirks,diɐks
stülpnagel,ʃtylpnaːɡel
himmler,himlɐ
lehr,leːɐ
ignatz,iknat͡s
bubis,buːbis
braasch,pʁaːʃ
schoener,ʃoənɐ
heyde,haidə
boepple,boeplə
uriel,uːʀiːl
jeremias,jeːʀemias
wend,vənt
wietersheim,viːteɐshaim
scheer,ʃeɐ
grotefend,kʁoːteːfənt
duisberg,duisbeɐk
sack,zak
ulla,ulaː
wiesner,viːsnɐ
ilija,iːlijaː
trojanow,tʁoːjaːnov
wendl,vəndl
reisch,ʁaiʃ
ledwoń,letvoń
prinosil,pʁiːnoːsil
clüver,klyfɐ
stegerwald,ʃteːɡeɐvalt
harden,haɐdən
hauer,hauɐ
koester,koestɐ
fließ,fliːs
zerbe,t͡seɐbə
stöffler,ʃtøflɐ
arlt,aɐlt
mellenthin,meləntin
gogarten,ɡoːɡaɐtən
schnepf,ʃnep͡f
langenhan,laŋənhan
rensch,ʁənʃ
büsching,byːʃiŋk
fehn,feːn
berrer,beɐʁɐ
dea,deaː
loher,loːɐ
blaschke,plaʃkə
harris,haɐʁis
wöhr,vøːɐ
kreysing,kʁaisiŋk
fendt,fənt
kugler,kuklɐ
gontard,ɡontaɐt
kolb,kolp
laudehr,lauhdeːɐ
stobbe,ʃtopbə
leers,leːɐs
lupu,luːpu
pick,pik
böttger,bøtɡɐ
cejka,kejkaː
cocceji,kokkeːjiː
wind,vint
bucher,buxɐ
hape,hapə
kerkeling,keɐkeːliŋk
niermann,niːɐman
bidermann,biːdeɐman
eppler,eplɐ
detlev,detlef
rohwedder,ʁoːvetdɐ
rix,ʁiks
syrup,syʁup
stephen,ʃtefən
arigbabu,aʀikbaːbuː
amelunxen,ameːlunksən
herrhausen,heɐʁhauhsən
kreuzpaintner,kʁoyt͡spaintnɐ
conrath,konʁat
kirchner,kiɐxnɐ
knebel,kneːbel
jungk,juŋk
valeri,faːleːʀiː
brainin,pʁaiənin
trendelenburg,tʁəndeːlənbuɐk
aldinger,aldiŋɐ
lawrie,lavʁiə
augspurg,auɡspuɐk
wedel,veːdel
rutschky,ʁut͡ʃky
zwiebler,t͡sviːplɐ
brack,pʁak
irene,iːʀənə
epplewaigel,epleːvaieɡel
jäckel,jekel
hillbrecht,hilpʁext
ihle,iːlə
harlan,haɐlan
faißt,faist
hartz,haɐt͡s
abratis,apʁaːtis
hölldobler,høldoplɐ
machata,maːxataː
fabienne,faːbiːnə
rethberg,ʁetbeɐk
fridman,fʁitman
pastior,pastioɐ
jessica,jesiːkaː
wahls,vaːls
kuske,kuskə
greul,kʁoyl
vierow,fiːʀov
wirsung,viɐsuŋk
hippler,hiplɐ
schöneborn,ʃøːneːboɐn
stohr,ʃtoːɐ
ritscher,ʁit͡ʃɐ
boldt,bolt
krug,kʁuk
stella,ʃtelaː
goldschlag,ɡold͡ʒlak
olevian,oleːfian
sloothaak,sloːtaːk
kolldehoff,koldeːhof
celtis,keltis
bergmann,beɐkman
bezzenberger,bet͡st͡sənbeɐɡɐ
