andrzej,andʐɛj
zielińska,ʑɛliɲska
lisiecki,liɕɛt͡skʲi
kusznierewicz,kuʂɲɛrɛvit͡ʂ
braun,bravn
grudzień,ɡrud͡ʑɛɲ
lipień,lipjɛɲ
klempel,klɛmpɛl
paderewski,padɛrɛfskʲi
natasza,nataʂa
urbańska,urbaɲska
zahorski,zaxɔrskʲi
paździor,paʑd͡ʑɔr
długopolski,dwuɡɔpɔlskʲi
sucharski,suxarskʲi
siatka,ɕatka
jagodzińska,jaɡɔd͡ʑiɲska
zawrotniak,zavrɔtɲak
górniak,ɡurɲak
liv,lif
mazur,mazur
simon,ɕimɔn
zimny,ʑimnɨ
ewelina,ɛvɛlina
lisowska,lisɔfska
piekarska,pjɛkarska
przybylska,pʂɨbɨlska
winnicka,vinɲit͡ska
wyszomirski,vɨʂɔmirskʲi
kukulska,kukulska
abbott,abbɔtt
ustynowicz,ustɨnɔvit͡ʂ
soćko,sɔt͡ɕkɔ
fieldorf,fjɛldɔrf
korwinmikke,kɔrvinmikkɛ
czerkawski,t͡ʂɛrkafskʲi
kalina,kalina
jędrusik,jɛndruɕik
paliński,paliɲskʲi
dybał,dɨbaw
shelton,sxɛltɔn
synoradzka,sɨnɔrad͡ska
chlewińska,xlɛviɲska
grzeszczak,ɡʐɛʂt͡ʂak
gruchała,ɡruxawa
szmal,ʂmal
marcell,mart͡sɛll
siwiec,ɕivjɛt͡s
śmigłyrydz,ɕmiɡwɨrɨd͡s
pyciakpeciak,pɨt͡ɕakpɛt͡ɕak
lubaszenko,lubaʂɛnkɔ
ślebodziński,ɕlɛbɔd͡ʑiɲskʲi
iwanicki,ivaɲit͡skʲi
gintrowski,ɡʲintrɔfskʲi
kryszałowicz,krɨʂawɔvit͡ʂ
trzebiatowska,tʂɛbjatɔfska
rita,rita
karin,karin
sieroszewski,ɕɛrɔʂɛfskʲi
niecisław,ɲɛt͡ɕiswaf
baudouin,bavdɔvin
courtenay,t͡sɔvrtɛnaj
garguła,ɡarɡuwa
sadowska,sadɔfska
czcheidze,t͡ʂxɛjd͡zɛ
wagner,vaɡnɛr
ada,ada
fijał,fijaw
krukówna,krukuvna
roma,rɔma
gąsiorowska,ɡɔ̃ɕɔrɔfska
mucha,muxa
chanas,xanas
flinta,flinta
dereszowska,dɛrɛʂɔfska
bilski,bilskʲi
ostrowska,ɔstrɔfska
stokowiec,stɔkɔvjɛt͡s
fafiński,fafiɲskʲi
liszowska,liʂɔfska
walach,valax
bendkowski,bɛntkɔfskʲi
green,ɡrɛɛn
galla,ɡalla
buczkowska,but͡ʂkɔfska
gosiewska,ɡɔɕɛfska
popowska,pɔpɔfska
kidawabłońska,kʲidavabwɔɲska
mandat,mandat
strzałkowski,stʂawkɔfskʲi
reizl,rɛjzl
bozyk,bɔzɨk
honorata,xɔnɔrata
garbocz,ɡarbɔt͡ʂ
kluźniak,kluʑɲak
jonak,jɔnak
słobodzianek,swɔbɔd͡ʑanɛk
petru,pɛtru
terlecki,tɛrlɛt͡skʲi
sonia,sɔɲa
bohosiewicz,bɔxɔɕɛvit͡ʂ
narębski,narɛmpskʲi
złotkowski,zwɔtkɔfskʲi
braciak,brat͡ɕak
jowita,jɔvita
budnik,budɲik
kropidłowski,krɔpidwɔfskʲi
hirsch,xirsx
mela,mɛla
koteluk,kɔtɛluk
kasztelan,kaʂtɛlan
kari,kari
amirian,amirjan
kijowska,kʲijɔfska
nykiel,nɨkʲɛl
zandberg,zandbɛrk
bułka,buwka
sanah,sanax
annamaria,annamarja
sieklucka,ɕɛklut͡ska
blanka,blanka
stajkow,stajkɔf
wolin,vɔlin
uznam,uznam
babia,babja
żabno,ʐabnɔ
karkonosze,karkɔnɔʂɛ
trasa,trasa
europejska,ɛvrɔpɛjska
bielskobiała,bjɛlskɔbjawa
jastrzębiezdrój,jastʂɛmbjɛzdruj
żyrardów,ʐɨrarduf
pustynia,pustɨɲa
błędowska,bwɛndɔfska
szlak,ʂlak
bursztynowy,burʂtɨnɔvɨ
wojska,vɔjska
lądowe,lɔndɔvɛ
kędzierzynkoźle,kɛnd͡ʑɛʐɨnkɔʑlɛ
buskozdrój,buskɔzdruj
krynicazdrój,krɨɲit͡sazdruj
w,f
konkursie,kɔnkurɕɛ
piosenki,pjɔsɛnkʲi
eurowizji,ɛvrɔvizji
czechowicedziedzice,t͡ʂɛxɔvit͡sɛd͡ʑɛd͡ʑit͡sɛ
warszawski,varʂafskʲi
hymn,xɨmn
nizina,ɲiʑina
środkowoeuropejska,ɕrɔtkɔvɔɛvrɔpɛjska
katastrofa,katastrɔfa
kolejowa,kɔlɛjɔva
szczekocinami,ʂt͡ʂɛkɔt͡ɕinami
lubsko,lupskɔ
armia,armja
krajowa,krajɔva
sudety,sudɛtɨ
park,park
mużakowski,muʐakɔfskʲi
korytarz,kɔrɨtaʂ
obywatelska,ɔbɨvatɛlska
szczekociny,ʂt͡ʂɛkɔt͡ɕinɨ
wrocławski,vrɔt͡swafskʲi
obrona,ɔbrɔna
order,ɔrdɛr
odrodzenia,ɔdrɔd͡zɛɲa
dzień,d͡ʑɛɲ
kolejarza,kɔlɛjaʐa
brzeziny,bʐɛʑinɨ
rusyfikacja,rusɨfikat͡sja
godło,ɡɔdwɔ
gdańsku,ɡdaɲsku
polskoniemiecki,pɔlskɔɲɛmjɛt͡skʲi
traktat,traktat
graniczny,ɡraɲit͡ʂnɨ
nauk,nafk
jagielloński,jaɡʲɛllɔɲskʲi
nauczyciela,naft͡ʂɨt͡ɕɛla
puszcza,puʂt͡ʂa
białowieska,bjawɔvjɛska
zagraniczna,zaɡraɲit͡ʂna
okrągły,ɔkrɔŋɡwɨ
stół,stuw
alwernia,alvɛrɲa
oblężenie,ɔblɛ̃ʐɛɲɛ
wrocławia,vrɔt͡swavja
bitwa,bitfa
warszawska,varʂafska
chojnic,xɔjɲit͡s
kuchnia,kuxɲa
podbeskidzie,pɔdbɛskʲid͡ʑɛ
pogoń,pɔɡɔɲ
virtuti,virtuti
militari,militari
drewniane,drɛvɲanɛ
kościoły,kɔɕt͡ɕɔwɨ
południowej,pɔwudɲɔvɛj
biblioteka,bibljɔtɛka
opoczno,ɔpɔt͡ʂnɔ
literatura,litɛratura
tannenberg,tannɛnbɛrk
rabkazdrój,rapkazdruj
gospodarka,ɡɔspɔdarka
karaimi,karajmi
narodowe,narɔdɔvɛ
odrodzenie,ɔdrɔd͡zɛɲɛ
suwerenna,suvɛrɛnna
socjaldemokracja,sɔt͡sjaldɛmɔkrat͡sja
rzeczypospolitej,ʐɛt͡ʂɨpɔspɔlitɛj
polskiej,pɔlskʲɛj
lubinie,lubiɲɛ
port,pɔrt
lotniczy,lɔtɲit͡ʂɨ
warszawamodlin,varʂavamɔdlin
herb,xɛrp
warszawy,varʂavɨ
brukbet,brukbɛt
termalica,tɛrmalit͡sa
stocznia,stɔt͡ʂɲa
gdańska,ɡdaɲska
piwnicznazdrój,pivɲit͡ʂnazdruj
podgórne,pɔdɡurnɛ
komitet,kɔmitɛt
olimpijski,ɔlimpijskʲi
południk,pɔwudɲik
graniczna,ɡraɲit͡ʂna
bieglów,bjɛɡluf
garin,ɡarin
obóz,ɔbus
wielkiej,vjɛlkʲɛj
afera,afɛra
na,na
okęciu,ɔkɛnt͡ɕu
stosunki,stɔsunkʲi
polskobrytyjskie,pɔlskɔbrɨtɨjskʲɛ
polskorumuńskie,pɔlskɔrumuɲskʲɛ
polskoukraińskie,pɔlskɔfkrajɲskʲɛ
twój,tfuj
rosół,rɔsuw
razem,razɛm
porozumienie,pɔrɔzumjɛɲɛ
centralny,t͡sɛntralnɨ
komunikacyjny,kɔmuɲikat͡sɨjnɨ
polskokenijskie,pɔlskɔkɛɲijskʲɛ
polskopołudniowokoreańskie,pɔlskɔpɔwudɲɔvɔkɔrɛaɲskʲɛ
krakowska,krakɔfska
parys,parɨs
bigus,biɡus
polaczek,pɔlat͡ʂɛk
więcek,vjɛnt͡sɛk
arłukowicz,arwukɔvit͡ʂ
brugger,bruɡɡɛr
ochojska,ɔxɔjska
albert,albɛrt
battel,battɛl
mroczkiewicz,mrɔt͡ʂkʲɛvit͡ʂ
chrzanowski,xʂanɔfskʲi
jeżowska,jɛʐɔfska
rynkowski,rɨnkɔfskʲi
santor,santɔr
błazinski,bwaʑinskʲi
hebda,xɛbda
twardowski,tfardɔfskʲi
sypytkowski,sɨpɨtkɔfskʲi
weissbergcybulski,vɛjssbɛrkt͡sɨbulskʲi
mann,mann
sipińska,ɕipiɲska
magnuski,maɡnuskʲi
kucharzewski,kuxaʐɛfskʲi
hanuszkiewicz,xanuʂkʲɛvit͡ʂ
kryszak,krɨʂak
gulbinowicz,ɡulbinɔvit͡ʂ
cuch,t͡sux
filipowicz,filipɔvit͡ʂ
cejrowski,t͡sɛjrɔfskʲi
sławoj,swavɔj
głódź,ɡwut͡ɕ
boromeusz,bɔrɔmɛfʂ
gocłowski,ɡɔt͡swɔfskʲi
dziwisz,d͡ʑiviʂ
pilipiuk,pilipifk
araszkiewicz,araʂkʲɛvit͡ʂ
zamana,zamana
korycki,kɔrɨt͡skʲi
dygant,dɨɡant
szczerba,ʂt͡ʂɛrba
barańczak,baraɲt͡ʂak
wandzik,vand͡ʑik
hemar,xɛmar
jaremski,jarɛmskʲi
karkowski,karkɔfskʲi
trzeciak,tʂɛt͡ɕak
winawer,vinavɛr
ściborrylski,ɕt͡ɕibɔrrɨlskʲi
brudziński,brud͡ʑiɲskʲi
mrowiec,mrɔvjɛt͡s
kotorowski,kɔtɔrɔfskʲi
zakrzewski,zakʂɛfskʲi
maklakiewicz,maklakʲɛvit͡ʂ
światło,ɕfjatwɔ
brodecki,brɔdɛt͡skʲi
koprowski,kɔprɔfskʲi
wojtaszek,vɔjtaʂɛk
gołębiewski,ɡɔwɛmbjɛfskʲi
jarzębowski,jaʐɛmbɔfskʲi
melcerszczawiński,mɛlt͡sɛrʂt͡ʂaviɲskʲi
kliszko,kliʂkɔ
pomaska,pɔmaska
moe,mɔɛ
drabowsky,drabɔfskɨ
hanka,xanka
bielicka,bjɛlit͡ska
algirdas,alɡʲirdas
paleckis,palɛt͡skʲis
arctowski,art͡stɔfskʲi
okoński,ɔkɔɲskʲi
stattler,stattlɛr
jurgiel,jurɡʲɛl
łukacijewska,wukat͡ɕijɛfska
zabłocki,zabwɔt͡skʲi
skrzydlewska,skʂɨdlɛfska
kossakszczucka,kɔssakʂt͡ʂut͡ska
pierzchała,pjɛʂxawa
radziszewska,rad͡ʑiʂɛfska
antoniak,antɔɲak
szatkowska,ʂatkɔfska
bielczyk,bjɛlt͡ʂɨk
pomykała,pɔmɨkawa
filipkiewicz,filipkʲɛvit͡ʂ
langerkałek,lanɡɛrkawɛk
sobota,sɔbɔta
kuba,kuba
wojewódzki,vɔjɛvud͡skʲi
jarosława,jarɔswava
jóźwiakowska,juʑvjakɔfska
owsiak,ɔfɕak
wojaczek,vɔjat͡ʂɛk
jabłczyńska,jabwt͡ʂɨɲska
maculewicz,mat͡sulɛvit͡ʂ
wierzchowski,vjɛʂxɔfskʲi
wasiewicz,vaɕɛvit͡ʂ
kazik,kaʑik
staszewski,staʂɛfskʲi
jansignacik,janɕiɡnat͡ɕik
dąbrowska,dɔmbrɔfska
hanusik,xanuɕik
kurylewicz,kurɨlɛvit͡ʂ
grodzka,ɡrɔd͡ska
szozda,ʂɔzda
mytnik,mɨtɲik
poświatowska,pɔɕfjatɔfska
paschalska,pasxalska
ostrowskakrólikowska,ɔstrɔfskakrulikɔfska
ponitka,pɔɲitka
ćwiek,t͡ɕfjɛk
jakubiak,jakubjak
korczyńska,kɔrt͡ʂɨɲska
manuela,manuɛla
gretkowska,ɡrɛtkɔfska
lipska,lipska
cichopek,t͡ɕixɔpɛk
kajdanowicz,kajdanɔvit͡ʂ
szmielew,ʂmjɛlɛf
kuczok,kut͡ʂɔk
furtok,furtɔk
jaruganowacka,jaruɡanɔvat͡ska
kozidrak,kɔʑidrak
jantar,jantar
krzywonos,kʂɨvɔnɔs
ordon,ɔrdɔn
janion,jaɲɔn
bieńkowska,bjɛɲkɔfska
gronkiewiczwaltz,ɡrɔnkʲɛvit͡ʂfalts
brylska,brɨlska
tarasiewicz,taraɕɛvit͡ʂ
seniukmałecka,sɛɲukmawɛt͡ska
paula,pavla
kaniachoduń,kaɲaxɔduɲ
masłowska,maswɔfska
frykowski,frɨkɔfskʲi
mróz,mrus
passent,passɛnt
senyszyn,sɛnɨʂɨn
édouard,ɛ́dɔvart
stako,stakɔ
laszczkowski,laʂt͡ʂkɔfskʲi
maryla,marɨla
rodowicz,rɔdɔvit͡ʂ
saleta,salɛta
snoppek,snɔppɛk
jonasz,jɔnaʂ
kofta,kɔfta
szolem,ʂɔlɛm
mandelbrojt,mandɛlbrɔjt
osiecka,ɔɕɛt͡ska
żuraw,ʐuraf
orzeł,ɔʐɛw
saramonowicz,saramɔnɔvit͡ʂ
baranowski,baranɔfskʲi
żakowski,ʐakɔfskʲi
kręglicka,krɛŋɡlit͡ska
geppert,ɡɛppɛrt
chwin,xfin
michal,mixal
martychowiec,martɨxɔvjɛt͡s
chajdecki,xajdɛt͡skʲi
kossak,kɔssak
bursa,bursa
anselmo,ansɛlmɔ
vendrechovski,vɛndrɛxɔfskʲi
júnior,júɲɔr
paradowska,paradɔfska
farfał,farfaw
kondratiuk,kɔndratifk
batorłukasiewicz,batɔrwukaɕɛvit͡ʂ
każyński,kaʐɨɲskʲi
rydzyk,rɨd͡zɨk
banaszak,banaʂak
lenartowicz,lɛnartɔvit͡ʂ
majewska,majɛfska
chwalba,xfalba
tomczyk,tɔmt͡ʂɨk
szczygieł,ʂt͡ʂɨɡʲɛw
jezierski,jɛʑɛrskʲi
popowazydroń,pɔpɔvazɨdrɔɲ
wars,vars
czechowicz,t͡ʂɛxɔvit͡ʂ
piaseczny,pjasɛt͡ʂnɨ
ciechowski,t͡ɕɛxɔfskʲi
ziemiański,ʑɛmjaɲskʲi
łapicki,wapit͡skʲi
bloch,blɔx
matuszkiewicz,matuʂkʲɛvit͡ʂ
gliwa,ɡliva
lipnicka,lipɲit͡ska
moszumańskanazar,mɔʂumaɲskanazar
szukalski,ʂukalskʲi
ulatowski,ulatɔfskʲi
stanisławska,staɲiswafska
jarocka,jarɔt͡ska
skoczylas,skɔt͡ʂɨlas
rolażymierski,rɔlaʐɨmjɛrskʲi
krynicki,krɨɲit͡skʲi
piotrkowicz,pjɔtrkɔvit͡ʂ
nahorny,naxɔrnɨ
myśliwski,mɨɕlifskʲi
nowinakonopka,nɔvinakɔnɔpka
bińczycki,biɲt͡ʂɨt͡skʲi
korcz,kɔrt͡ʂ
wlastimil,vlastimil
hofman,xɔfman
zaucha,zafxa
rajmund,rajmunt
kanelba,kanɛlba
rybicka,rɨbit͡ska
skirmunt,skʲirmunt
grzybowski,ɡʐɨbɔfskʲi
sarah,sarax
pitkowski,pitkɔfskʲi
lipowska,lipɔfska
barczyk,bart͡ʂɨk
siudmak,ɕudmak
kostrzewski,kɔstʂɛfskʲi
hańcza,xaɲt͡ʂa
cywka,t͡sɨfka
stanislas,staɲislas
golinski,ɡɔlinskʲi
aurelia,avrɛlja
trywiańska,trɨvjaɲska
kłoskowska,kwɔskɔfska
lamparska,lamparska
kobuszewski,kɔbuʂɛfskʲi
paczkowski,pat͡ʂkɔfskʲi
kaniecki,kaɲɛt͡skʲi
skrzynecka,skʂɨnɛt͡ska
szczuka,ʂt͡ʂuka
krzeszowiec,kʂɛʂɔvjɛt͡s
chutnik,xutɲik
isakowiczzaleski,isakɔvit͡ʂzalɛskʲi
pronaszko,prɔnaʂkɔ
taborska,tabɔrska
dmoch,dmɔx
patricia,patrit͡ɕa
kazadi,kazadi
umer,umɛr
wirgiliusz,virɡʲilifʂ
gryń,ɡrɨɲ
żejmo,ʐɛjmɔ
sztaudynger,ʂtavdɨnɡɛr
władysława,vwadɨswava
markiewiczówna,markʲɛvit͡ʂuvna
hessebukowska,xɛssɛbukɔfska
ocias,ɔt͡ɕas
madej,madɛj
grochowiak,ɡrɔxɔvjak
bilewski,bilɛfskʲi
sokołowski,sɔkɔwɔfskʲi
telichowski,tɛlixɔfskʲi
constantin,t͡sɔnstantin
rozanoff,rɔzanɔff
pietruski,pjɛtruskʲi
pietrucha,pjɛtruxa
pieczyńska,pjɛt͡ʂɨɲska
bzura,bzura
płotnicki,pwɔtɲit͡skʲi
celina,t͡sɛlina
sakowiczkostecka,sakɔvit͡ʂkɔstɛt͡ska
kossakowska,kɔssakɔfska
bartczak,bartt͡ʂak
piorun,pjɔrun
gwiazda,ɡvjazda
nawrocik,navrɔt͡ɕik
grzędowicz,ɡʐɛndɔvit͡ʂ
przybyszewska,pʂɨbɨʂɛfska
woźniacki,vɔʑɲat͡skʲi
mroczkowski,mrɔt͡ʂkɔfskʲi
killion,kʲilljɔn
munyama,munjama
miśkiewicz,miɕkʲɛvit͡ʂ
podsiadło,pɔtɕadwɔ
starostecka,starɔstɛt͡ska
śliwińska,ɕliviɲska
szemplińskasobolewska,ʂɛmpliɲskasɔbɔlɛfska
mélèzemodrzejewski,mɛ́lɛ̀zɛmɔdʐɛjɛfskʲi
fetting,fɛttink
fijewski,fijɛfskʲi
karpielbułecka,karpjɛlbuwɛt͡ska
włodek,vwɔdɛk
chamiec,xamjɛt͡s
chałasiński,xawaɕiɲskʲi
wąsowicz,vɔ̃sɔvit͡ʂ
kamocki,kamɔt͡skʲi
scherfchen,sxɛrfxɛn
mrozowska,mrɔzɔfska
grochola,ɡrɔxɔla
tobiszowski,tɔbiʂɔfskʲi
lutkiewicz,lutkʲɛvit͡ʂ
koniarek,kɔɲarɛk
jungowska,junɡɔfska
dziędziel,d͡ʑɛnd͡ʑɛl
piskorski,piskɔrskʲi
jasińska,jaɕiɲska
bogucki,bɔɡut͡skʲi
pieronek,pjɛrɔnɛk
śmiałowski,ɕmjawɔfskʲi
izo,izɔ
szajewicz,ʂajɛvit͡ʂ
komuda,kɔmuda
wasowski,vasɔfskʲi
piekara,pjɛkara
stolpa,stɔlpa
żółkowska,ʐuwkɔfska
gołas,ɡɔwas
herlinggrudziński,xɛrlinɡɡrud͡ʑiɲskʲi
kotulanka,kɔtulanka
rozalia,rɔzalja
mancewicz,mant͡sɛvit͡ʂ
wróblewska,vrublɛfska
warchulska,varxulska
aldona,aldɔna
młyńczak,mwɨɲt͡ʂak
madejski,madɛjskʲi
rybkowski,rɨpkɔfskʲi
stanisławski,staɲiswafskʲi
błoński,bwɔɲskʲi
hałas,xawas
pienkowska,pjɛnkɔfska
miłoszewski,miwɔʂɛfskʲi
dubiska,dubiska
jojko,jɔjkɔ
kotlarczyk,kɔtlart͡ʂɨk
depo,dɛpɔ
zagórski,zaɡurskʲi
arlak,arlak
milewska,milɛfska
friszke,friʂkɛ
zającówna,zajɔnt͡suvna
kopiczyński,kɔpit͡ʂɨɲskʲi
maszewski,maʂɛfskʲi
zegadłowicz,zɛɡadwɔvit͡ʂ
dumała,dumawa
ankudowicz,ankudɔvit͡ʂ
pręgowski,prɛŋɡɔfskʲi
kaszlinska,kaʂlinska
kępińska,kɛmpiɲska
pakosińska,pakɔɕiɲska
strączy,strɔnt͡ʂɨ
zimniak,ʑimɲak
kiersznowski,kʲɛrʂnɔfskʲi
szlachcic,ʂlaxt͡ɕit͡s
kobylańska,kɔbɨlaɲska
brejza,brɛjza
kazimierczak,kaʑimjɛrt͡ʂak
piskuła,piskuwa
tchórzewski,txuʐɛfskʲi
gawliński,ɡavliɲskʲi
brylewski,brɨlɛfskʲi
tołwiński,tɔwviɲskʲi
ihnatowicz,ixnatɔvit͡ʂ
maleńczuk,malɛɲt͡ʂuk
hamkało,xamkawɔ
ciejek,t͡ɕɛjɛk
samozwaniec,samɔzvaɲɛt͡s
różczka,ruʂt͡ʂka
zaczyk,zat͡ʂɨk
popławska,pɔpwafska
łucja,wut͡sja
surmacz,surmat͡ʂ
zuchowicz,zuxɔvit͡ʂ
niklińska,ɲikliɲska
arciuch,art͡ɕux
mowlik,mɔvlik
rejmer,rɛjmɛr
wieczorkowska,vjɛt͡ʂɔrkɔfska
maliński,maliɲskʲi
biernacki,bjɛrnat͡skʲi
kasperski,kaspɛrskʲi
skulicz,skulit͡ʂ
mroczek,mrɔt͡ʂɛk
miriam,mirjam
kressin,krɛsɕin
kawula,kavula
stryj,strɨj
pęczak,pɛnt͡ʂak
rybiński,rɨbiɲskʲi
zdzisława,zd͡ʑiswava
sośnicka,sɔɕɲit͡ska
chądzyńska,xɔnd͡zɨɲska
staszczyk,staʂt͡ʂɨk
szenajch,ʂɛnajx
szostkiewicz,ʂɔstkʲɛvit͡ʂ
niwiński,ɲiviɲskʲi
kotkowski,kɔtkɔfskʲi
wnuk,vnuk
międzyrzecki,mjɛnd͡zɨʐɛt͡skʲi
brandel,brandɛl
płatek,pwatɛk
dłuska,dwuska
jankowskapolańska,jankɔfskapɔlaɲska
bursztynowicz,burʂtɨnɔvit͡ʂ
pająkówna,pajɔŋkuvna
kurdejszatan,kurdɛjʂatan
judycka,judɨt͡ska
sąsiada,sɔ̃ɕada
pecślesicka,pɛt͡sɕlɛɕit͡ska
gzyra,ɡzɨra
woźniakstarak,vɔʑɲakstarak
więdłocha,vjɛndwɔxa
sztybor,ʂtɨbɔr
brzęczyszczykiewicz,bʐɛnt͡ʂɨʂt͡ʂɨkʲɛvit͡ʂ
powierza,pɔvjɛʐa
rafalska,rafalska
zalewska,zalɛfska
romanowska,rɔmanɔfska
wyszkowski,vɨʂkɔfskʲi
wendzikowska,vɛnd͡ʑikɔfska
streżyńska,strɛʐɨɲska
szarek,ʂarɛk
komarnickaklynstra,kɔmarɲit͡skaklɨnstra
pawlikowska,pavlikɔfska
królikiewicz,krulikʲɛvit͡ʂ
świecka,ɕfjɛt͡ska
królikowski,krulikɔfskʲi
kwiatkowska,kfjatkɔfska
rowicka,rɔvit͡ska
wyrodek,vɨrɔdɛk
kuryło,kurɨwɔ
baniak,baɲak
skibińska,skʲibiɲska
paradowski,paradɔfskʲi
rączkowski,rɔnt͡ʂkɔfskʲi
dziurman,d͡ʑurman
skarbekmalczewski,skarbɛkmalt͡ʂɛfskʲi
ferdynand,fɛrdɨnant
wielowieyska,vjɛlɔvjɛjska
arciszewskamielewczyk,art͡ɕiʂɛfskamjɛlɛft͡ʂɨk
witańska,vitaɲska
szyszko,ʂɨʂkɔ
krzyżowski,kʂɨʐɔfskʲi
brudny,brudnɨ
paradowicz,paradɔvit͡ʂ
andrzejak,andʐɛjak
chrostowski,xrɔstɔfskʲi
sutkowski,sutkɔfskʲi
żeromski,ʐɛrɔmskʲi
twardoch,tfardɔx
fabijański,fabijaɲskʲi
wargocka,varɡɔt͡ska
ciachorowski,t͡ɕaxɔrɔfskʲi
cugowski,t͡suɡɔfskʲi
mandes,mandɛs
władyka,vwadɨka
organek,ɔrɡanɛk
schuchardt,sxuxartt
chomicki,xɔmit͡skʲi
wołek,vɔwɛk
stawowy,stavɔvɨ
wencel,vɛnt͡sɛl
szcześniak,ʂt͡ʂɛɕɲak
szczepkowski,ʂt͡ʂɛpkɔfskʲi
łabonarska,wabɔnarska
chlondowski,xlɔndɔfskʲi
karpowicz,karpɔvit͡ʂ
wojnarowski,vɔjnarɔfskʲi
pakleza,paklɛza
koprowska,kɔprɔfska
mańkowski,maɲkɔfskʲi
starowicz,starɔvit͡ʂ
wodecki,vɔdɛt͡skʲi
warzecha,vaʐɛxa
wittmichałowski,vittmixawɔfskʲi
banaszkiewicz,banaʂkʲɛvit͡ʂ
jeremi,jɛrɛmi
przybora,pʂɨbɔra
jodko,jɔtkɔ
wiktorowicz,viktɔrɔvit͡ʂ
gadulanka,ɡadulanka
łakomska,wakɔmska
koszałka,kɔʂawka
wolfke,vɔlfkɛ
wesołowski,vɛsɔwɔfskʲi
żulczyk,ʐult͡ʂɨk
tombiński,tɔmbiɲskʲi
ardanowski,ardanɔfskʲi
józefowicz,juzɛfɔvit͡ʂ
fraszyńska,fraʂɨɲska
jastrzębowski,jastʂɛmbɔfskʲi
łodyński,wɔdɨɲskʲi
szczerbic,ʂt͡ʂɛrbit͡s
jędrzej,jɛndʐɛj
dziedzina,d͡ʑɛd͡ʑina
kuszewski,kuʂɛfskʲi
kawalec,kavalɛt͡s
rosnowska,rɔsnɔfska
pospieszalski,pɔspjɛʂalskʲi
pochanke,pɔxankɛ
świtkowski,ɕfitkɔfskʲi
sawka,safka
mikołajewski,mikɔwajɛfskʲi
maciąg,mat͡ɕɔŋk
kalczyński,kalt͡ʂɨɲskʲi
konecki,kɔnɛt͡skʲi
olesiak,ɔlɛɕak
ożóg,ɔʐuk
dudagwiazda,dudaɡvjazda
fabicka,fabit͡ska
koroniewska,kɔrɔɲɛfska
osyda,ɔsɨda
halejcio,xalɛjt͡ɕɔ
orleańska,ɔrlɛaɲska
zimnoch,ʑimnɔx
szczerski,ʂt͡ʂɛrskʲi
klaudiusz,klavdifʂ
schmidt,sxmitt
sikała,ɕikawa
kalita,kalita
mołek,mɔwɛk
marieta,marjɛta
żukowska,ʐukɔfska
grąziowska,ɡrɔ̃ʑɔfska
kłoczko,kwɔt͡ʂkɔ
piekarczyk,pjɛkart͡ʂɨk
marina,marina
łuczenkoszczęsna,wut͡ʂɛnkɔʂt͡ʂɛ̃sna
pawłowicz,pavwɔvit͡ʂ
masny,masnɨ
waligórska,valiɡurska
szczerkowska,ʂt͡ʂɛrkɔfska
szczerbowska,ʂt͡ʂɛrbɔfska
frykowska,frɨkɔfska
skwarnicki,skfarɲit͡skʲi
czubaszek,t͡ʂubaʂɛk
chyrzyński,xɨʐɨɲskʲi
ścisłowicz,ɕt͡ɕiswɔvit͡ʂ
hycnar,xɨt͡snar
koterbska,kɔtɛrpska
świder,ɕfidɛr
gracz,ɡrat͡ʂ
kwaśny,kfaɕnɨ
mastalerek,mastalɛrɛk
najman,najman
lurczyński,lurt͡ʂɨɲskʲi
karpiński,karpiɲskʲi
struk,struk
szejnert,ʂɛjnɛrt
rozenekmajdan,rɔzɛnɛkmajdan
pieńkowska,pjɛɲkɔfska
wakarecy,vakarɛt͡sɨ
dworczyk,dvɔrt͡ʂɨk
czernecki,t͡ʂɛrnɛt͡skʲi
januszewski,januʂɛfskʲi
hołdys,xɔwdɨs
sołubianka,sɔwubjanka
rolnicki,rɔlɲit͡skʲi
dryl,drɨl
szlachetka,ʂlaxɛtka
bratkowska,bratkɔfska
rożek,rɔʐɛk
czyżewski,t͡ʂɨʐɛfskʲi
teclaf,tɛt͡slaf
mochnaczewski,mɔxnat͡ʂɛfskʲi
kapliński,kapliɲskʲi
najsztub,najʂtup
sarzyńska,saʐɨɲska
jaki,jakʲi
lydia,lɨdja
benecke,bɛnɛt͡skɛ
swend,sfɛnt
milwiwbaron,milvivbarɔn
siejka,ɕɛjka
żyżelewicz,ʐɨʐɛlɛvit͡ʂ
miłka,miwka
malzahn,malzaxn
kamczyk,kamt͡ʂɨk
roznerski,rɔznɛrskʲi
janoszek,janɔʂɛk
szomańska,ʂɔmaɲska
duniczniwińska,duɲit͡ʂɲiviɲska
zwierzyńska,zvjɛʐɨɲska
grzywińska,ɡʐɨviɲska
bernatowicz,bɛrnatɔvit͡ʂ
ciura,t͡ɕura
szewiński,ʂɛviɲskʲi
kalicka,kalit͡ska
sykutjeżyna,sɨkutjɛʐɨna
szomański,ʂɔmaɲskʲi
domagała,dɔmaɡawa
bonda,bɔnda
zaremska,zarɛmska
tanajno,tanajnɔ
snopek,snɔpɛk
gierekciaciura,ɡʲɛrɛkt͡ɕat͡ɕura
kolarski,kɔlarskʲi
hescheles,xɛsxɛlɛs
stramowski,stramɔfskʲi
smoleńskakwiatkowska,smɔlɛɲskakfjatkɔfska
