イチロー,it͡ɕiɾoː
タンハウゼン,taãhaɯzeŋ
ビッケンバッハ,bʲikkembahha
ジャーマン,d͡ʑaːmaɴ
ビンゲン,bʲiŋɡeŋ
リースビュルク,ɖʲiːsɯbʲɯɾɯkɯ
ペータースベルク,peːtaːsɯbeɾɯkɯ
アドックス,adokkɯsɯ
エルレンゼー,eɾɯɾend͡zeː
バイロイトシュクサイゲキジョウ,baiɾoitoɕɯkɯsaiɡekʲiʑoɯ
エーバーフィング,eːbaːɸʲiŋɡɯ
ヴィーゼン,bʲiːzeŋ
ラーベナウ,ɖaːbenaɯ
ドイツジドウシャレンメイ,doit͡sɯʑidoɯɕaɾemmeː
ベッセンバッハ,bessembahha
ニーメタール,ɲiːmetaːɾɯ
リーダーバッハ,ɖʲiːdaːbahha
プレヒ,pɯɾeçi
アイーダ,aiːda
クルーズ,kɯɾɯːzɯ
アプシュタット,apɯɕɯtatto
ライナッハ,ɖainahha
シュタディオン,ɕɯtadioɴ
エムスタール,emɯsɯtaːɾɯ
アプスベルク,apɯsɯbeɾɯkɯ
パルテンシュタイン,paɾɯteẽɕɯtaiŋ
ルールシュタディオン,ɖɯːɾɯɕɯtadioɴ
アメーネブルク,ameːnebɯɾɯkɯ
カイグンキョク,kaiɡɯŋkʲokɯ
ノルトヴェストバーン,noɾɯtobesɯtobaːɴ
キドウタイ,kʲidoɯtai
アプツグミュント,apɯt͡sɯɡɯmʲɯnto
アプトシュタイナハ,apɯtoɕɯtainaha
ビブリス,bʲibɯɾʲisɯ
ローデンストック,ɖoːdeẽsɯtokkɯ
ハルデクゼン,haɾɯdekɯzeŋ
コジオル,koʑioɾɯ
ベバスト,bebasɯto
メーゲスハイム,meːɡesɯhaimɯ
バニレキプフェル,baɲiɾekʲipɯɸeɾɯ
ベルクツァバン,beɾɯkɯt͡sabaɴ
エッケハルディンカ,ekkehaɾɯdiŋka
フィルスタニセン,ɸʲiɾɯsɯtaɲiseŋ
フュルステナウ,ɸʲɯɾɯsɯtenaɯ
フランケンセン,ɸɯɾaŋkeẽseŋ
ニベア,ɲibea
ポルジンゲン,poɾɯʑiŋɡeŋ
ミッテルノイフナハ,mʲitteɾɯnoiɸɯnaha
ハイルスブロン,haiɾɯsɯbɯɾoɴ
シュタットシュタイナハ,ɕɯtattoɕɯtainaha
ニーデルンハウゼン,ɲiːdeɾɯɯ̃haɯzeŋ
ペットシュタット,pettoɕɯtatto
アエロロジック,aeɾoɾoʑikkɯ
ジルバーネス,d͡ʑiɾɯbaːnesɯ
ロールベアブラット,ɖoːɾɯbeabɯɾatto
アドトランツ,adotoɾant͡sɯ
クニペックス,kɯɲipekkɯsɯ
ボルステル,boɾɯsɯteɾɯ
アントリフトタール,antoɾʲiɸɯtotaːɾɯ
スカイライン,sɯkaiɾaiŋ
ゼーベルクテンモンダイ,d͡zeːbeɾɯkɯtemmondai
ボーデンコホクセン,boːdeŋkohokɯseŋ
エルツェン,eɾɯt͡seŋ
アーメルディンゲン,aːmeɾɯdiŋɡeŋ
カウフェリング,kaɯɸeɾʲiŋɡɯ
ブルカー,bɯɾɯkaː
フリーレンドルフ,ɸɯɾʲiːɾendoɾɯɸɯ
フォルクル,ɸoɾɯkɯɾɯ
アフィングハウゼン,aɸʲiŋɡɯhaɯzeŋ
ノイブルン,noibɯɾɯɴ
ゾイケンドルフ,d͡zoikendoɾɯɸɯ
ホテル,hoteɾɯ
カイザーホーフ,kaizaːhoːɸɯ
ゼルジンゲン,d͡zeɾɯʑiŋɡeŋ
ヘッケル,hekkeɾɯ
ヴェーリンゲン,beːɾʲiŋɡeŋ
ランデスベルゲン,ɖandesɯbeɾɯɡeŋ
リーベナウ,ɖʲiːbenaɯ
マルクローエ,maɾɯkɯɾoːe
ウフテ,ɯɸɯte
ニーデルンハル,ɲiːdeɾɯɯ̃haɾɯ
ブルククンシュタット,bɯɾɯkɯkɯɯ̃ɕɯtatto
ヴァインバッハ,baimbahha
ワンダーランド,ɰandaːɾando
イプセン,ipɯseŋ
ホールディング,hoːɾɯdiŋɡɯ
ライスキルヒェン,ɖaisɯkʲiɾɯçeŋ
オーデンヴァルトシューレ,oːdembaɾɯtoɕɯːɾe
ブラウエル,bɯɾaɯeɾɯ
エンツィアン,ent͡siaɴ
キューブ,kʲɯːbɯ
ゲームスター,ɡeːmɯsɯtaː
ベターゼン,betaːzeŋ
ミッテルヴェーザー,mʲitteɾɯbeːzaː
ロイタースハウゼン,ɖoitaːsɯhaɯzeŋ
ゲロルシュタイン,ɡeɾoɾɯɕɯtaiŋ
アグラスターハウゼン,aɡɯɾasɯtaːhaɯzeŋ
アルテンアール,aɾɯteẽaːɾɯ
ディフェンス,diɸeẽsɯ
アルテングラン,aɾɯteŋɡɯɾaɴ
シュコー,ɕɯkoː
ハートハウス,haːtohaɯsɯ
アルテンブーフ,aɾɯtembɯːɸɯ
マンソリー,maãsoɾʲiː
ドッガーバンク,doɡɡaːbaŋkɯ
モビリティ,mobʲiɾʲiti
アガーテンブルク,aɡaːtembɯɾɯkɯ
アルテンドルフ,aɾɯtendoɾɯɸɯ
コファス,koɸasɯ
アルテンシュタット,aɾɯteẽɕɯtatto
アルテンクンシュタット,aɾɯteŋkɯɯ̃ɕɯtatto
モクザイリュウオク,mokɯzaiɾʲɯːokɯ
アルテンミュンスター,aɾɯtemmʲɯɯ̃sɯtaː
ベルリンワルシャワエクスプレス,beɾɯɾʲiĩɰaɾɯɕaɰaekɯsɯpɯɾesɯ
インネンシュタット,inneẽɕɯtatto
アーンゼン,aːnd͡zeŋ
アハウゼン,ahaɯzeŋ
アーナタール,aːnataːɾɯ
アーラーシュテット,aːɾaːɕɯtetto
タリス,taɾʲisɯ
ニッポンデー,ɲippondeː
ガンブロ,ɡambɯɾo
アイストルプ,aisɯtoɾɯpɯ
シュヴァルツヴァルトセン,ɕɯbaɾɯt͡sɯbaɾɯtoseŋ
イエナオプティック,ienaopɯtikkɯ
カルテンタール,kaɾɯtentaːɾɯ
マインアシャッフ,maiĩaɕaɸɸɯ
ヴァレル,baɾeɾɯ
アルトラント,aɾɯtoɾanto
キッカー,kʲikkaː
アイベルシュタット,aibeɾɯɕɯtatto
シュタインヴィーゼン,ɕɯtaimbʲiːzeŋ
ノルデンドルフ,noɾɯdendoɾɯɸɯ
グローセンゼーバッハ,ɡɯɾoːsend͡zeːbahha
フルシロカイドウ,ɸɯɾɯɕiɾokaidoɯ
オスターラント,osɯtaːɾanto
アイトラング,aitoɾaŋɡɯ
アイクストロン,aikɯsɯtoɾoɴ
アルツェナウ,aɾɯt͡senaɯ
アルツァイ,aɾɯt͡sai
アイスレーベン,aisɯɾeːbeŋ
タルムシュテット,taɾɯmɯɕɯtetto
ノルトケーディンゲン,noɾɯtokeːdiŋɡeŋ
ジッテンゼン,d͡ʑittend͡zeŋ
ゾットルム,d͡zottoɾɯmɯ
シュタッフホルスト,ɕɯtaɸɸɯhoɾɯsɯto
オーバーオットマールスハウゼン,oːbaːottomaːɾɯsɯhaɯzeŋ
フェルデン,ɸeɾɯdeŋ
レマーゲン,ɖemaːɡeŋ
シュタット,ɕɯtatto
ロイナ,ɖoina
デルフェルデン,deɾɯɸeɾɯdeŋ
カイスハイム,kaisɯhaimɯ
ヴィール,bʲiːɾɯ
カイザーシュトゥール,kaizaːɕɯtɯːɾɯ
ノイキルヒェン,noikʲiɾɯçeŋ
バイム,baimɯ
ハイリゲン,haiɾʲiɡeŋ
ブルート,bɯɾɯːto
ヘームゼン,heːmɯzeŋ
メイデイ,meːdeː
ザルツヴェーデル,d͡zaɾɯt͡sɯbeːdeɾɯ
テディングハウゼン,tediŋɡɯhaɯzeŋ
ハルゼフェルト,haɾɯzeɸeɾɯto
ホルネブルク,hoɾɯnebɯɾɯkɯ
ジーデンブルク,d͡ʑiːdembɯɾɯkɯ
デッサウ,dessaɯ
ゲンミンゲン,ɡemmʲiŋɡeŋ
キルヒドルフ,kʲiɾɯçidoɾɯɸɯ
トレッタッハシュピッツェ,toɾettahhaɕɯpʲitt͡se
アルスフェルト,aɾɯsɯɸeɾɯto
アペンゼン,apend͡zeŋ
カルフ,kaɾɯɸɯ
アレンドルフ,aɾendoɾɯɸɯ
ショーンガウ,ɕoːŋɡaɯ
ヘルムシュテット,heɾɯmɯɕɯtetto
ダッセル,dasseɾɯ
アイゼンベルク,aizembeɾɯkɯ
ガンダースハイム,ɡandaːsɯhaimɯ
マイニンゲン,maiɲiŋɡeŋ
シュヴァフェルデン,ɕɯbaɸeɾɯdeŋ
アルテンキルヒェン,aɾɯteŋkʲiɾɯçeŋ
フレーデンベック,ɸɯɾeːdembekkɯ
フィンテル,ɸʲinteɾɯ
ゲーステクヴェレ,ɡeːsɯtekɯbeɾe
ファールデ,ɸaːɾɯde
グラーフシャフト,ɡɯɾaːɸɯɕaɸɯto
クプファーベルク,kɯpɯɸaːbeɾɯkɯ
メムリンゲン,memɯɾʲiŋɡeŋ
ダムバッハ,damɯbahha
ミステルガウ,mʲisɯteɾɯɡaɯ
ゲミュンデン,ɡemʲɯndeŋ
ラント,ɖanto
ハーデルン,haːdeɾɯɴ
ベルゼンブリュック,beɾɯzembɯɾʲɯkkɯ
シュヴィフティング,ɕɯbʲiɸɯtiŋɡɯ
オーディスハイム,oːdisɯhaimɯ
ライヒリング,ɖaiçiɾʲiŋɡɯ
ヘルメスカイル,heɾɯmesɯkaiɾɯ
ノイジッツ,noiʑitt͡sɯ
ネッカーズルム,nekkaːzɯɾɯmɯ
ゲヴァントハウス,ɡebantohaɯsɯ
ジョウキュウラントサイバンショ,d͡ʑoɯkʲɯːɾantosaibaãɕo
ヘムスビュンデ,hemɯsɯbʲɯnde
アンメルンドルフ,ammeɾɯndoɾɯɸɯ
イバッハ,ibahha
シュタインプケ,ɕɯtaimpɯke
ヘプシュテット,hepɯɕɯtetto
フンメルタール,ɸɯmmeɾɯtaːɾɯ
アンクラム,aŋkɯɾamɯ
オストフルフト,osɯtoɸɯɾɯɸɯto
ユーロジェット,jɯːɾoʑetto
ターボ,taːbo
レーデン,ɖeːdeŋ
クーテンホルツ,kɯːteẽhoɾɯt͡sɯ
リーデン,ɖʲiːdeŋ
フォルゲンゼー,ɸoɾɯɡend͡zeː
オーベルンドルフ,oːbeɾɯndoɾɯɸɯ
ダイニンゲン,daiɲiŋɡeŋ
タイニング,taiɲiŋɡɯ
ブリーダースドルフ,bɯɾʲiːdaːsɯdoɾɯɸɯ
ドレッバー,doɾebbaː
プリットリヒング,pɯɾʲittoɾʲiçiŋɡɯ
プフロンテン,pɯɸɯɾonteŋ
コッカホウソウキョウカイ,kokkahoɯsoɯkʲoɯkai
ハムベルゲン,hamɯbeɾɯɡeŋ
ヘムモール,hemɯmoːɾɯ
ボテル,boteɾɯ
ベルデ,beɾɯde
ラムシュテット,ɖamɯɕɯtetto
ドロホターゼン,doɾohotaːzeŋ
ミヒェラウ,mʲiçeɾaɯ
リーデ,ɖʲiːde
バロックカンゲンガクダン,baɾokkɯkaŋɡeŋɡakɯdaɴ
ファーバーカステル,ɸaːbaːkasɯteɾɯ
ショーンドルフ,ɕoːndoɾɯɸɯ
ヘムスロー,hemɯsɯɾoː
アンダーナッハ,andaːnahha
オーバーホーフ,oːbaːhoːɸɯ
アモールバッハ,amoːɾɯbahha
ギュンツブルク,ɡʲɯnt͡sɯbɯɾɯkɯ
ネルトリンゲン,neɾɯtoɾʲiŋɡeŋ
エンケイゲキジョウ,eŋkeːɡekʲiʑoɯ
シフドルフ,ɕiɸɯdoɾɯɸɯ
ヴァナ,bana
フルラッハ,ɸɯɾɯɾahha
モーリンゲン,moːɾʲiŋɡeŋ
イルスフェルト,iɾɯsɯɸeɾɯto
コクボウグンキンゾクアキラ,kokɯboɯɡɯŋkʲind͡zokɯakʲiɾa
ヤキュウブンデスリーガ,jakʲɯːbɯndesɯɾʲiːɡa
イットリンゲン,ittoɾʲiŋɡeŋ
ブルクハウン,bɯɾɯkɯhaɯɴ
オーバーマイティンゲン,oːbaːmaitiŋɡeŋ
エッカースドルフ,ekkaːsɯdoɾɯɸɯ
ニーデルンベルク,ɲiːdeɾɯmbeɾɯkɯ
ヘーリアント,heːɾʲianto
ハリケーン,haɾʲikeːŋ
ザクセンハーゲン,d͡zakɯseẽhaːɡeŋ
ヴュルツブルガー,ɯ゙ュɾɯt͡sɯbɯɾɯɡaː
アンガーミュンデ,aŋɡaːmʲɯnde
ギフム,ɡʲiɸɯmɯ
ヴェスターヴァルゼーデ,besɯtaːbaɾɯzeːde
シュヴェリンゲン,ɕɯbeɾʲiŋɡeŋ
レッテンバッハ,ɖettembahha
ヘルドルフ,heɾɯdoɾɯɸɯ
ホーフガイスマー,hoːɸɯɡaisɯmaː
エッカーンフェルデ,ekkaːãɸeɾɯde
レンツブルク,ɖent͡sɯbɯɾɯkɯ
ケディッツ,keditt͡sɯ
ロスハウプテン,ɖosɯhaɯpɯteŋ
ファランクス,ɸaɾaŋkɯsɯ
ローダルベン,ɖoːdaɾɯbeŋ
ネッカーツィンメルン,nekkaːt͡simmeɾɯɴ
カルバッハ,kaɾɯbahha
アルンシュタット,aɾɯɯ̃ɕɯtatto
エムス,emɯsɯ
ティーエルスハイム,tiːeɾɯsɯhaimɯ
アンダーリンゲン,andaːɾʲiŋɡeŋ
シュトラウスベルク,ɕɯtoɾaɯsɯbeɾɯkɯ
ロイポルツグリュン,ɖoipoɾɯt͡sɯɡɯɾʲɯɴ
ムンニンゲン,mɯɲɲiŋɡeŋ
ヴィンダッハ,bʲindahha
アラーハイム,aɾaːhaimɯ
レドヴィッツ,ɖedobʲitt͡sɯ
ローダッハ,ɖoːdahha
シェルクリッペン,ɕeɾɯkɯɾʲippeŋ
キュルナッハ,kʲɯɾɯnahha
ヴァルトビュッテルブルン,baɾɯtobʲɯtteɾɯbɯɾɯɴ
ギーベルシュタット,ɡʲiːbeɾɯɕɯtatto
シュテットレン,ɕɯtettoɾeŋ
ノー,noː
カラーズ,kaɾaːzɯ
レコード,ɖekoːdo
フェステンベルクスグロイト,ɸesɯtembeɾɯkɯsɯɡɯɾoito
グロースアイティンゲン,ɡɯɾoːsɯaitiŋɡeŋ
ヒルテンフィンゲン,çiɾɯteẽɸʲiŋɡeŋ
ヴェッソブルン,bessobɯɾɯɴ
ファレンダー,ɸaɾendaː
タウバーレッタースハイム,taɯbaːɾettaːsɯhaimɯ
ライダースバッハ,ɖaidaːsɯbahha
ヴィンプフェン,bʲimpɯɸeŋ
オーバーミヒェルバッハ,oːbaːmʲiçeɾɯbahha
ヴェーデマルク,beːdemaɾɯkɯ
リートリンゲン,ɖʲiːtoɾʲiŋɡeŋ
ディンケルスビュール,diŋkeɾɯsɯbʲɯːɾɯ
メムブリス,memɯbɯɾʲisɯ
アルマンスホーフェン,aɾɯmaãsɯhoːɸeŋ
クロスターレヒフェルト,kɯɾosɯtaːɾeçiɸeɾɯto
ショプフロッホ,ɕopɯɸɯɾohho
カールシュタイン,kaːɾɯɕɯtaiŋ
パイセンベルク,paisembeɾɯkɯ
ネッセルヴァング,nesseɾɯbaŋɡɯ
ヴァイルティンゲン,baiɾɯtiŋɡeŋ
グロースハーバースドルフ,ɡɯɾoːsɯhaːbaːsɯdoɾɯɸɯ
ディーアドルフ,diːadoɾɯɸɯ
フリッツラー,ɸɯɾʲitt͡sɯɾaː
ナンボクチョウキョリセン,nambokɯt͡ɕoɯkʲoɾʲiseŋ
ヴァイルバッハ,baiɾɯbahha
ロッテンドルフ,ɖottendoɾɯɸɯ
プッシェンドルフ,pɯɕɕendoɾɯɸɯ
プファッフェンホーフェン,pɯɸaɸɸeẽhoːɸeŋ
ヴォルガスト,boɾɯɡasɯto
シュタルケンブルクテンモンダイ,ɕɯtaɾɯkembɯɾɯkɯtemmondai
イノトランス,inotoɾaãsɯ
グルント,ɡɯɾɯnto
ビーナウ,bʲiːnaɯ
ヴェスターブルク,besɯtaːbɯɾɯkɯ
オーバーコッヘン,oːbaːkohheŋ
ハスマースハイム,hasɯmaːsɯhaimɯ
ビリヒハイム,bʲiɾʲiçihaimɯ
オーバーズルム,oːbaːzɯɾɯmɯ
カードルツブルク,kaːdoɾɯt͡sɯbɯɾɯkɯ
ヘニンゲン,heɲiŋɡeŋ
イデンコーベン,ideŋkoːbeŋ
ランゲンブレッタハ,ɖaŋɡembɯɾettaha
グンデルスハイム,ɡɯndeɾɯsɯhaimɯ
ロスタール,ɖosɯtaːɾɯ
ヒルポルトシュタイン,çiɾɯpoɾɯtoɕɯtaiŋ
オイラスブルク,oiɾasɯbɯɾɯkɯ
リムパー,ɖʲimɯpaː
ボッパルト,boppaɾɯto
エーブラハ,eːbɯɾaha
ラインガルテン,ɖaiŋɡaɾɯteŋ
ヒルシャイト,çiɾɯɕaito
ブレッツフェルト,bɯɾett͡sɯɸeɾɯto
ディッセン,disseŋ
トイトブルガー,toitobɯɾɯɡaː
ヴァルト,baɾɯto
ライスティング,ɖaisɯtiŋɡɯ
マルクトロイテン,maɾɯkɯtoɾoiteŋ
グロースアルメローデ,ɡɯɾoːsɯaɾɯmeɾoːde
アーベルク,aːbeɾɯkɯ
キンザウ,kʲind͡zaɯ
エレージング,eɾeːʑiŋɡɯ
ヴェンデルシュタイン,bendeɾɯɕɯtaiŋ
ヴァイラースバッハ,baiɾaːsɯbahha
クンロイト,kɯnɖoito
レヒ,ɖeçi
ヘルムブレヒツ,heɾɯmɯbɯɾeçit͡sɯ
シュテーベン,ɕɯteːbeŋ
ネルトリンガー,neɾɯtoɾʲiŋɡaː
メディオラヌム,medioɾanɯmɯ
ミトヴィッツ,mʲitobʲitt͡sɯ
シュタインバッハ,ɕɯtaimbahha
ルーラ,ɖɯːɾa
エッピンゲン,epʲpʲiŋɡeŋ
プレッツフェルト,pɯɾett͡sɯɸeɾɯto
ヘルヴェティア,heɾɯbetia
クローナハ,kɯɾoːnaha
グリュックスブルク,ɡɯɾʲɯkkɯsɯbɯɾɯkɯ
メンヒベルク,meẽçibeɾɯkɯ
ヴァッヒェンロート,baççenɖoːto
カールスハーフェン,kaːɾɯsɯhaːɸeŋ
アプフェルドルフ,apɯɸeɾɯdoɾɯɸɯ
ゲルンハウゼン,ɡeɾɯɯ̃haɯzeŋ
コレンベルク,koɾembeɾɯkɯ
ターレ,taːɾe
マルクトハイデンフェルト,maɾɯkɯtohaideẽɸeɾɯto
アンゲヴァンテ,aŋɡebante
ケミー,kemʲiː
レッティンゲン,ɖettiŋɡeŋ
ポックスドルフ,pokkɯsɯdoɾɯɸɯ
シュヴァルバッハ,ɕɯbaɾɯbahha
レーヴェンシュタイン,ɖeːbeẽɕɯtaiŋ
アレンベルク,aɾembeɾɯkɯ
ヴンジーデル,ɯ゙nd͡ʑiːdeɾɯ
ケルベルク,keɾɯbeɾɯkɯ
ディードルフ,diːdoɾɯɸɯ
ローデヴァルト,ɖoːdebaɾɯto
アウエルシュテット,aɯeɾɯɕɯtetto
シュヴァルツァハ,ɕɯbaɾɯt͡saha
プフェーデルバッハ,pɯɸeːdeɾɯbahha
ヴァルトブルン,baɾɯtobɯɾɯɴ
マッセンバッハハウゼン,massembahhahaɯzeŋ
アーロルゼン,aːɾoɾɯzeŋ
クヴァーケンブリュック,kɯbaːkembɯɾʲɯkkɯ
メーアスブルク,meːasɯbɯɾɯkɯ
クロツィンゲン,kɯɾot͡siŋɡeŋ
オーバーダハシュテッテン,oːbaːdahaɕɯtetteŋ
ヴィーゼト,bʲiːzeto
ブランケンバッハ,bɯɾaŋkembahha
ウンターグルッペンバッハ,ɯntaːɡɯɾɯppembahha
オーブリヒハイム,oːbɯɾʲiçihaimɯ
ムルフィンゲン,mɯɾɯɸʲiŋɡeŋ
シェフレンツ,ɕeɸɯɾent͡sɯ
ランドルフスハウゼン,ɖandoɾɯɸɯsɯhaɯzeŋ
シェーンタール,ɕeːntaːɾɯ
ドゥーダーシュタット,dɯːdaːɕɯtatto
ウンケル,ɯŋkeɾɯ
メルティンゲン,meɾɯtiŋɡeŋ
レーニンシュギトウ,ɖeːɲiĩɕɯɡʲitoɯ
ゾンネベルク,d͡zonnebeɾɯkɯ
エストルフ,esɯtoɾɯɸɯ
ヴェスターティムケ,besɯtaːtimɯke
ブレンダー,bɯɾendaː
ドン,doɴ
ディープホルツ,diːpɯhoɾɯt͡sɯ
リンテルン,ɖʲinteɾɯɴ
ビルシュタイン,bʲiɾɯɕɯtaiŋ
ユーンデ,jɯːnde
コルバッハ,koɾɯbahha
ヘルヴェーゲ,heɾɯbeːɡe
ヘムスリンゲン,hemɯsɯɾʲiŋɡeŋ
リリエンタール,ɖʲiɾʲientaːɾɯ
ヒプシュテット,çipɯɕɯtetto
ハッセンドルフ,hassendoɾɯɸɯ
フラインスハイム,ɸɯɾaiĩsɯhaimɯ
シュティンシュテット,ɕɯtiĩɕɯtetto
バリエ,baɾʲie
ファルフェン,ɸaɾɯɸeŋ
バイルシュタイン,baiɾɯɕɯtaiŋ
クラウトハイム,kɯɾaɯtohaimɯ
レンス,ɖeẽsɯ
メルズンゲン,meɾɯzɯŋɡeŋ
ナシュテッテン,naɕɯtetteŋ
カイザーゼッシュ,kaizaːzeɕɕɯ
ビーデンコプフ,bʲiːdeŋkopɯɸɯ
ラウファッハ,ɖaɯɸahha
キルヒャルト,kʲiɾɯçaɾɯto
カステラウン,kasɯteɾaɯɴ
マルクト,maɾɯkɯto
ベロルツハイム,beɾoɾɯt͡sɯhaimɯ
ラーヴェンシュタイン,ɖaːbeẽɕɯtaiŋ
フィッセルヘーヴェデ,ɸʲisseɾɯheːbede
ブルクヴェーデル,bɯɾɯkɯbeːdeɾɯ
キルヒティムケ,kʲiɾɯçitimɯke
エンメルスハウゼン,emmeɾɯsɯhaɯzeŋ
ヴォルフハーゲン,boɾɯɸɯhaːɡeŋ
ノルトケイカンコウエン,noɾɯtokeːkaŋkoɯeŋ
シュリッツ,ɕɯɾʲitt͡sɯ
イーブルク,iːbɯɾɯkɯ
オイテン,oiteŋ
シュレースヴィヒ,ɕɯɾeːsɯbʲiçi
パッテンゼン,pattend͡zeŋ
ハルトハイム,haɾɯtohaimɯ
シュトルレンドルフ,ɕɯtoɾɯɾendoɾɯɸɯ
バッハラッハ,bahhaɾahha
シュタインキルヒェン,ɕɯtaiŋkʲiɾɯçeŋ
ツルナウ,t͡sɯɾɯnaɯ
ランゲンゼンデルバッハ,ɖaŋɡend͡zendeɾɯbahha
ヴァルデック,baɾɯdekkɯ
バッスム,bassɯmɯ
オースターブルーフ,oːsɯtaːbɯɾɯːɸɯ
エーバースドルフ,eːbaːsɯdoɾɯɸɯ
アウフゼス,aɯɸɯzesɯ
ジーゲルスバッハ,d͡ʑiːɡeɾɯsɯbahha
フライシュタット,ɸɯɾaiɕɯtatto
ブレーマーフェルデ,bɯɾeːmaːɸeɾɯde
ブレスト,bɯɾesɯto
シェーセル,ɕeːseɾɯ
ベルツィヒ,beɾɯt͡siçi
ヘレンクネヒト,heɾeŋkɯneçito
ヴィッデルン,bʲiddeɾɯɴ
キルヒツェル,kʲiɾɯçit͡seɾɯ
グラットバッハ,ɡɯɾattobahha
ゲスヴァインシュタイン,ɡesɯbaiĩɕɯtaiŋ
ファイツブロン,ɸait͡sɯbɯɾoɴ
アイルゼン,aiɾɯzeŋ
ヴィシュハーフェン,bʲiɕɯhaːɸeŋ
ベックドルフ,bekkɯdoɾɯɸɯ
シュヴァルツェンバッハ,ɕɯbaɾɯt͡sembahha
ゼードルフ,d͡zeːdoɾɯɸɯ
ヴァルトモア,baɾɯtomoa
フォイヒトヴァンゲン,ɸoiçitobaŋɡeŋ
ヘッペンハイム,heppeẽhaimɯ
レッケンドルフ,ɖekkendoɾɯɸɯ
エーバーシュタット,eːbaːɕɯtatto
リーネック,ɖʲiːnekkɯ
ゲルヒスハイム,ɡeɾɯçisɯhaimɯ
グラーベン,ɡɯɾaːbeŋ
ランゲルリンゲン,ɖaŋɡeɾɯɾʲiŋɡeŋ
ハイデック,haidekkɯ
ヴィンツバッハ,bʲint͡sɯbahha
ペータースアウラハ,peːtaːsɯaɯɾaha
ヴィルブルクシュテッテン,bʲiɾɯbɯɾɯkɯɕɯtetteŋ
ニッデラウ,ɲiddeɾaɯ
ヴァルデンブルク,baɾɯdembɯɾɯkɯ
キルヒェンラーミッツ,kʲiɾɯçenɖaːmʲitt͡sɯ
ゼッカハ,d͡zekkaha
カウプ,kaɯpɯ
レドニッツヘムバッハ,ɖedoɲitt͡sɯhemɯbahha
ドレクメーラー,doɾekɯmeːɾaː
ヴィルヘルムスドルフ,bʲiɾɯheɾɯmɯsɯdoɾɯɸɯ
ロルシュ,ɖoɾɯɕɯ
ロンスハウゼン,ɖoõsɯhaɯzeŋ
ビュールシュタット,bʲɯːɾɯɕɯtatto
シュヴァイゲルン,ɕɯbaiɡeɾɯɴ
ディーバッハ,diːbahha
イゲンスドルフ,iɡeẽsɯdoɾɯɸɯ
イシガウ,iɕiɡaɯ
エルスドルフ,eɾɯsɯdoɾɯɸɯ
デーラウ,deːɾaɯ
ヴァレンフェルス,baɾeẽɸeɾɯsɯ
シャウエンシュタイン,ɕaɯeẽɕɯtaiŋ
トイシュニッツ,toiɕɯɲitt͡sɯ
リヒテンベルク,ɖʲiçitembeɾɯkɯ
ペンツィング,pent͡siŋɡɯ
ダイムラーベンツ,daimɯɾaːbent͡sɯ
ネッカーゲラハ,nekkaːɡeɾaha
オシャースレーベン,oɕaːsɯɾeːbeŋ
ディーブルク,diːbɯɾɯkɯ
ピュルゲン,pʲɯɾɯɡeŋ
アーゼンドルフ,aːzendoɾɯɸɯ
カールシュタット,kaːɾɯɕɯtatto
クラインオストハイム,kɯɾaiĩosɯtohaimɯ
ダインステ,daiĩsɯte
ヴァイスマイン,baisɯmaiŋ
バイスヴァイル,baisɯbaiɾɯ
カルヒロイト,kaɾɯçiɾoito
ヴォーンステ,boːõsɯte
ヘキスト,hekʲisɯto
ヴァイセンツルム,baisent͡sɯɾɯmɯ
ブライジク,bɯɾaiʑikɯ
バウムホルダー,baɯmɯhoɾɯdaː
ザクサ,d͡zakɯsa
ビルケンフェルト,bʲiɾɯkeẽɸeɾɯto
フリードリヒスハル,ɸɯɾʲiːdoɾʲiçisɯhaɾɯ
ビュルクシュタット,bʲɯɾɯkɯɕɯtatto
ミルテンベルク,mʲiɾɯtembeɾɯkɯ
ヒンメルシュタット,çimmeɾɯɕɯtatto
マルクトレドヴィッツ,maɾɯkɯtoɾedobʲitt͡sɯ
プロッセルスハイム,pɯɾosseɾɯsɯhaimɯ
ヴェステンドルフ,besɯtendoɾɯɸɯ
オーアドルフ,oːadoɾɯɸɯ
グライツ,ɡɯɾait͡sɯ
クロイセン,kɯɾoiseŋ
コッヘム,kohhemɯ
ヴェムディング,bemɯdiŋɡɯ
ヴィルトバート,bʲiɾɯtobaːto
ミュールタール,mʲɯːɾɯtaːɾɯ
レールベルク,ɖeːɾɯbeɾɯkɯ
イアレル,iaɾeɾɯ
クラインホイバッハ,kɯɾaiĩhoibahha
リーデンハイム,ɖʲiːdeẽhaimɯ
ザントボステル,d͡zantobosɯteɾɯ
ハレルンドルフ,haɾeɾɯndoɾɯɸɯ
ヘーヒベルク,heːçibeɾɯkɯ
ゲッセンハイム,ɡesseẽhaimɯ
ミッテルジン,mʲitteɾɯʑiŋ
アイゼンハイム,aizeẽhaimɯ
オーバープライヒフェルト,oːbaːpɯɾaiçiɸeɾɯto
ハーフェンロール,haːɸenɖoːɾɯ
ガッテンドルフ,ɡattendoɾɯɸɯ
ティステ,tisɯte
ヴァッサートリューディンゲン,bassaːtoɾʲɯːdiŋɡeŋ
ゲルストホーフェン,ɡeɾɯsɯtohoːɸeŋ
フォルヒテンベルク,ɸoɾɯçitembeɾɯkɯ
