françois,프랑수아,peurangsua
josephannemarie,조제프안마리,jojepeuanmari
moyria,모이리아크,moiriakeu
maillat,마이야,maiya
carjat,카르자,kareuja
lossky,로스키,roseuki
portal,포르탈,poreutal
zurutuza,수루투사,surutusa
laury,로리,rori
thilleman,틸망,tilmang
evan,에반,eban
moukandjo,무칸조,mukanjo
bencherif,벤쉐리프,bensweripeu
adeline,아들린,adeulrin
d'hermy,데르미,dereumi
gabrio,가브리오,gabeurio
malika,말리카,malrika
ménard,메나르,menareu
batroc,바트록,bateurog
lohéac,로에아크,roeakeu
benalouane,베날루안,benalruan
l'eure,뢰르,roereu
darbelet,다르블레,dareubeulre
cosette,코제트,kojeteu
magaye,마가예,magaye
gueye,게예,geye
lydie,라이디,raidi
solomon,솔로몬,solromon
steimetz,스테메츠,seutemeceu
lili,릴리,rilri
damita,다미타,damita
raouf,라우프,raupeu
bouzaiene,부자이엔,bujaien
durand,뒤랑,dwirang
jeanbenoît,장브누아,jangbeunua
dunckel,뒹켈,dwingkel
muffatjeandet,뮈파장데,mwipajangde
allan,알랑,alrang
nyom,니옹,niong
affif,에피프,epipeu
badra,바드라,badeura
liassine,리아신,riasin
cadamuro,카다무로벤타이바,kadamurobentaiba
exarchopoulos,에그자르코풀로스,egeujareukopulroseu
muriel,뮈리엘,mwiriel
robin,로뱅,robaeng
françoisguillaume,프랑수아기욤,peurangsuagiyom
ménageot,메나조,menajo
alba,알바,alba
gaïa,가이아,gaia
bellugi,벨루지,belruji
majri,마즈리,majeuri
gasset,가세트,gaseteu
avédikian,아베디키안,abedikian
gueroult,게루,geru
azzedine,아제딘,ajedin
alaïa,알라이아,alraia
alexy,알렉시,alregsi
bosetti,보세티,boseti
tonie,토니,toni
marshall,마셜,masyeol
duval,뒤발,dwibal
gottmann,고트망,goteumang
poittevin,푸아트뱅,puateubaeng
souriau,수리오,surio
hamelin,아멜랭,amelraeng
dang,당,dang
guiraudie,기로디,girodi
butaud,뷔토,bwito
areola,아레올라,areolra
éponine,에포닌,eponin
yochk'o,요시코,yosiko
seffer,세퍼,sepeo
dubas,뒤바,dwiba
javert,자베르,jabereu
chapdelaine,샤프들랭,syapeudeulraeng
yasmine,야스민,yaseumin
belmadi,벨마디,belmadi
ana,아나,ana
anais,아나이스,anaiseu
mali,말리,malri
anatol,아나톨,anatol
delva,델바,delba
damien,다미앵,damiaeng
utter,어터,eoteo
aliou,알리우,alriu
adler,애들러,aedeulreo
heurtaux,외르토,oereuto
anh,안,an
duong,두옹,duong
alysson,알리송,alrisong
enjolras,앙졸라,angjolra
tatopoulos,타투포우로스,tatupouroseu
annesophie,안소피,ansopi
lapix,라픽스,rapigseu
jacquemin,자크맹,jakeumaeng
dassary,다사리,dasari
charrier,샤리에,syarie
bonamy,보나미,bonami
vercruysse,베르크뤼스,bereukeurwiseu
constance,콩스탕스,kongseutangseu
jablonski,자블롱스키,jabeulrongseuki
anouchka,아누슈카,anusyuka
bouillon,부이용,buiyong
foirest,푸아레스트,puareseuteu
haddaoui,하다오위,hadaowi
poutou,푸투,putu
ducret,뒤크레,dwikeure
aymeline,에믈린,emeulrin
valade,발라드,balradeu
josuha,조쉬아,joswia
guilavogui,길라보기,gilrabogi
thievy,티에비,tiebi
bifouma,비푸마,bipuma
heitz,하이츠,haiceu
sylva,실바,silba
mendy,멘디,mendi
decoux,드쿠,deuku
diwan,디완,diwan
savoy,사부아,sabua
toniutti,토니위티,toniwiti
marnay,마르네,mareune
giacomini,자코미니,jakomini
gardin,가르댕,gareudaeng
blandine,블랑딘,beulrangdin
bellavoir,벨라부아르,belrabuareu
blanchette,블랑셰,beulrangsye
brunoy,브르누아,beureunua
ary,아리,ari
abittan,아비탕,abitang
assaâd,아사드,asadeu
bouab,보우압,bouab
géraldy,제랄디,jeraldi
cabrita,카브리타,kabeurita
schulz,슐츠,syulceu
blancan,블랑칸,beulrangkan
lynch,린치,rinci
sterling,스테를링,seutereulring
jehnny,제니,jeni
beth,베스,beseu
cabu,카뷔,kabwi
maris,마리스,mariseu
boujenah,부제나,bujena
magrinvernerey,마그랭베르느레,mageuraengbereuneure
japy,자피,japi
pazzis,파지,paji
corsini,코르시니,koreusini
brontis,브론티스,beurontiseu
tillette,틸레,tilre
chems,쳄즈,cemjeu
dahmani,다마니,damani
wilkening,윌케닝,wilkening
thompson,톰슨,tomseun
trespeuch,트레스푀슈,teureseupoesyu
ribeiro,리베이로,ribeiro
lauby,로비,robi
lauth,로트,roteu
charb,샤르브,syareubeu
sílvia,실비아,silbia
munt,문트,munteu
clarisse,클라리스,keulrariseu
agbégnénou,아그베녜누,ageubenyenu
danièle,다니엘,daniel
swann,스완,seuwan
claudio,클라우디오,keulraudio
beauvue,보뷔,bobwi
clopin,클로팽,keulropaeng
trouillefou,트루유푸,teuruyupu
farrugia,페루자,peruja
stehli,스테리,seuteri
eddy,에디,edi
mitchell,미첼,micel
darling,다를링,dareulring
légitimus,레지티뮈,rejitimwi
déborah,데보라,debora
grall,그랄,geural
bretécher,브르테셰,beureutesye
davy,다비,dabi
sicard,시카르,sikareu
earvin,에르뱅,ereubaeng
ngapeth,은가페트,eungapeteu
loreau,로로,roro
rozanoff,로자노프,rojanopeu
doria,도리아,doria
tillier,틸리에,tilrie
dounia,두니아,dunia
coesens,코에상,koesang
cora,코라,kora
vaucaire,보케르,bokereu
cariou,카리우,kariu
masiero,마시에로,masiero
dercourt,데르쿠르,dereukureu
heissler,이슬러,iseulreo
daële,다엘,dael
dennis,데니스,deniseu
walid,왈리드,walrideu
regragui,레그라기,regeuragi
rabel,라벨,rabel
fayçal,파이살,paisal
fajr,파즈르,pajeureu
tilenus,틸레누스,tilrenuseu
sandre,상드레,sangdeure
liina,리나,rina
brunelle,브루넬레,beurunelre
macron,마크롱,makeurong
pasté,파스테,paseute
duchesne,뒤센,dwisen
florentin,플로렝탕,peulrorengtang
civil,시빌,sibil
zeller,젤레르,jelrereu
lemarque,르마르크,reumareukeu
heaulme,옴,om
guth,귀트,gwiteu
gobin,고빈,gobin
chau,쇼,syo
douking,두킹,duking
corraface,코라파스,korapaseu
auburtin,오뷔르탱,obwireutaeng
renavent,르나방,reunabang
henriot,앙리오트,angrioteu
jouvin,주뱅,jubaeng
gounot,구노,guno
glass,글래스,geulraeseu
vandenhende,반덴앵드,bandenaengdeu
sorman,소르망,soreumang
geneviève,준비에브,junbiebeu
neuvic,뇌비크,noebikeu
paquetbrenner,파케브레네르,pakebeurenereu
grégoire,그레구아르,geureguareu
pennes,펜,pen
coquand,코캉,kokang
oliver,올리버,olribeo
jacksoncohen,잭슨코언,jaegseunkoeon
ducard,뒤카르,dwikareu
boissonade,보아소나드,boasonadeu
greffulhe,그레퓔,geurepwil
izïa,이지아,ijia
higelin,이즐랭,ijeulraeng
douai,두에,due
chastan,샤스탕,syaseutang
isnelle,이즐레,ijeulre
amelin,아멜린,amelrin
nanty,낭티,nangti
hernandez,에르난데스,ereunandeseu
cécille,세실,sesil
loday,로데,rode
janine,자닌,janin
sutto,슈토,syuto
mader,마데르,madereu
jeancharles,장샤를,jangsyareul
valladont,발라동,balradong
reitzer,레이제르,reijereu
saintours,생투르,saengtureu
jeanvincent,장뱅상,jangbaengsang
placé,플라세,peulrase
dusséaux,뒤서,dwiseo
jeanroger,장로제,jangroje
caussimon,코시몽,kosimong
jo,조,jo
prestia,프레스티아,peureseutia
joanovici,조아노비치,joanobici
lætitia,레티시아,retisia
sadier,사디에,sadie
joana,조아나,joana
preiss,프레이스,peureiseu
joan,요안,yoan
duru,두루,duru
jenia,제니아,jenia
grebennikov,그레베니코브,geurebenikobeu
castex,카스텍스,kaseutegseu
cohen,코엔,koen
piaton,피아통,piatong
julieanne,쥘리안,jwilrian
roth,로트,roteu
lopy,로피,ropi
cétout,시투,situ
courbey,코르비,koreubi
tillet,틸레,tilre
d'yd,디드,dideu
karine,카린,karin
lima,리마,rima
testa,테스타,teseuta
ferri,페리,peri
katell,카텔,katel
quillévéré,킬레베레,kilrebere
joy,조이,joi
rassam,라삼,rasam
chemla,셰믈라,syemeulra
eloy,엘로이,elroi
kévin,케뱅,kebaeng
tillie,티유,tiyu
calamy,칼라미,kalrami
kalki,칼키,kalki
chevigné,셰비녜,syebinye
clermonttonnerre,클레르몽토네르,keulrereumongtonereu
arné,아르네,areune
lafitte,라피트,rapiteu
kalidou,칼리두,kalridu
koulibaly,쿨리발리,kulribalri
giovanninelli,조바니넬리,jobaninelri
petitgirard,프티지라르,peutijirareu
bonard,보나르,bonareu
gallois,갈루아,galrua
stocker,스토케르,seutokereu
louisrené,루이르네,ruireune
forêts,포레,pore
aliot,알리오,alrio
téji,테지,teji
savanier,사바니에,sabanie
valleryradot,발레리라도,balrerirado
amont,아몽,among
barbeault,바르보,bareubo
léontine,레옹틴,reongtin
marthe,마르뜨,mareuddeu
mellot,멜롯,melros
villalonga,빌랄롱가,bilralrongga
huin,위앵,wiaeng
mallaury,말로리,malrori
nataf,나타프,natapeu
lemaire,르메르,reumereu
marieamélie,마리아멜리,mariamelri
marcilloux,마르실루,mareusilru
mati,마티,mati
diop,디오프,diopeu
lyes,리에스,rieseu
salem,살렘,salrem
marcelle,마르셀,mareusel
praince,프레인세,peureinse
comont,코몽,komong
courant,쿠랑,kurang
biraud,비로드,birodeu
maud,모드,modeu
wyler,와일러,wailreo
roquejeoffre,로크주프레,rokeujupeure
gastiger,가스티제,gaseutije
mia,미아,mia
hansenløve,한센뢰베,hansenroebe
melissa,멜리사,melrisa
mars,마르스,mareuseu
stévenin,스테베냉,seutebenaeng
barentin,바렌틴,barentin
naidra,나이드라,naideura
ayadi,아야디,ayadi
luccioni,루치오니,rucioni
vacth,박트,bagteu
marilyne,마릴린,marilrin
canto,캉토,kangto
nampalys,남팔리스,nampalriseu
nancy,낸시,naensi
peña,페냐,penya
natacha,나타샤,natasya
lindinger,린딘거,rindingeo
mick,미크,mikeu
micheyl,미셸,misyel
boukhrief,부크리에프,bukeuriepeu
nils,닐스,nilseu
mimie,미미,mimi
mathy,마티,mati
miguel,미구엘,miguel
noom,눔,num
perrier,페리에,perie
miss,미스,miseu
ming,밍,ming
merlant,메를랑,mereulrang
négrier,네그리에,negeurie
mollien,몰리앵,molriaeng
mesnager,메스나제르,meseunajereu
pape,파페,pape
rambert,랑베르,rangbereu
coipel,쿠아펠,kuapel
cervo,세르보,sereubo
bonifas,보니파스,bonipaseu
auriac,오리아크,oriakeu
maaskri,마스크리,maseukeuri
claudon,클로돈,keulrodon
acquart,아카르,akareu
pasqua,파스쿠아,paseukua
oriane,오리안,orian
guermantes,게르망트,gereumangteu
lavila,라빌라,rabilra
cassignard,카시냐르,kasinyareu
bas,바,ba
pia,피아,pia
colombo,콜롬보,kolrombo
coffin,코팽,kopaeng
clay,클레,keulre
castelli,카스텔리,kaseutelri
pierreloup,피에르루,piereuru
rajot,라조,rajo
pierregustave,피에르귀스타브,piereugwiseutabeu
roze,로즈,rojeu
heberlé,에베를레,ebereulre
giquel,지켈,jikel
niney,니네,nine
pom,폼,pom
klementieff,클레멘티에프,keulrementiepeu
lacheau,라슈,rasyu
zimmer,짐머,jimmeo
larquey,라르쿠이,rareukui
tornade,토르나드,toreunadeu
raphaëlle,라파엘,rapael
agogué,아고게,agoge
aimos,에이모스,eimoseu
belbenoît,벨브누아,belbeunua
desgabets,데가베,degabe
saïss,사이스,saiseu
theis,타이스,taiseu
souad,수어드,sueodeu
amidou,아미두,amidu
dupire,두피르,dupireu
seghir,세기르,segireu
sandie,상디,sangdi
toletti,톨레티,tolreti
rebecca,레베카,rebeka
marder,마르데르,mareudereu
campillo,캉피요,kangpiyo
zlotowski,즐로토프스키,jeulrotopeuseuki
sid,시드,sideu
rezala,레잘라,rejalra
weinberg,뱅베르,baengbereu
simonot,시모노,simono
ferrand,페랑,perang
gauzy,고지,goji
collaro,콜라로,kolraro
paris,파리,pari
solène,솔렌,solren
latorre,라토르,ratoreu
tignous,티뉴스,tinyuseu
lespès,레스페,reseupe
desagnat,데사냐,desanya
théodoric,테오도리크,teodorikeu
macaigne,마케뉴,makenyu
dazi,다지,daji
arlaud,아를로,areulro
nadylam,나딜람,nadilram
lebghil,레브길,rebeugil
tewfik,튜피크,tyupikeu
jallab,잘랍,jalrab
wladimir,블라디미르,beulradimireu
yordanoff,요르다노프,yoreudanopeu
benguigui,방기기,banggigi
frémont,프레몽,peuremong
efira,에피라,epira
louati,루아티,ruati
haïm,아임,aim
zahia,자히아,jahia
dehar,데하르,dehareu
ysabelle,이자벨,ijabel
lacamp,라캉,rakang
barsacq,바사크,basakeu
besnard,베스나르,beseunareu
vimala,비말라,bimalra
yoshua,요슈아,yosyua
bengio,벤지오,benjio
klingelhoeffer,클링겔외페,keulringgeloepe
anita,아니타,anita
blaze,블라즈,beulrajeu
letellier,르텔리에,reutelrie
alexia,알렉시아,alregsia
barlier,바를리에,bareulrie
houda,우다,uda
benyamina,베니아미나,beniamina
zerocalcare,제로칼카레,jerokalkare
fontan,퐁탕,pongtang
méreaux,메로,mero
larnicol,라르니콜,rareunikol
choisel,슈아셀,syuasel
kaliz,캘리즈,kaelrijeu
trevejo,트레베호,teurebeho
kayser,케제르,kejereu
appiah,아피아,apia
elizabeth,엘리자베스,elrijabeseu
debicki,데비키,debiki
bouna,부나,buna
sarr,사르,sareu
modigliani,모딜리아니,modilriani
fouad,푸아드,puadeu
chafik,샤피크,syapikeu
indila,인딜라,indilra
boudiaf,부디아프,budiapeu
cedric,세드릭,sedeurig
gervais,제르베,jereube
aymeric,에므리크,emeurikeu
laporte,라포르트,raporeuteu
gabriella,가브리엘라,gabeurielra
papadakis,파파다키스,papadakiseu
ounie,우니,uni
lecomte,르콩트,reukongteu
cheyenne,샤이엔,syaien
brando,브란도,beurando
conte,콩테,kongte
julian,줄리앙,julriang
jeanvier,장비에르,jangbiereu
claudecharles,클로드샤를,keulrodeusyareul
dallet,달레,dalre
kouchak,쿠착,kucag
gardner,가드너,gadeuneo
briac,브리악,beuriag
cizeron,시즈롱,sijeurong
kingsley,킹슬레,kingseulre
coman,코망,komang
gus,구스,guseu
leonard,레너드,reneodeu
koffi,코피,kopi
djidji,지지,jiji
moutoussamy,무투사미,mutusami
pol,폴,pol
alassane,알라산,alrasan
pléa,플레아,peulrea
aumaître,오메트르,ometeureu
yola,욜라,yolra
d'avril,다브릴,dabeuril
bahoken,바호켄,bahoken
magali,마갈리,magalri
amadei,아마데이,amadei
ghilas,길라스,gilraseu
nanizayamo,나니자야모,nanijayamo
soualiho,수알리오,sualrio
meïté,메이테,meite
haller,알레,alre
khalid,칼리드,kalrideu
boutaïb,부타이브,butaibeu
verónika,베로니카,beronika
mendoza,멘도사,mendosa
pierreemile,피에르에밀,piereuemil
højbjerg,호이비에르,hoibiereu
mory,모리,mori
sanson,상송,sangsong
eye,아이,ai
faivre,페브르,pebeureu
sitbon,싯봉,sisbong
félixclair,펠릭스클레르,pelrigseukeulrereu
ridel,리델,ridel
morillot,모리요,moriyo
riyad,리야드,riyadeu
mahrez,마레즈,marejeu
klingande,클링온드,keulringondeu
amavi,아마비,amabi
jul',쥘리,jwilri
maroh,마로,maro
perrine,페린,perin
laffont,라퐁,rapong
tiémoué,티에무에,tiemue
bakayoko,바카요코,bakayoko
justine,쥐스틴,jwiseutin
triet,트리에,teurie
india,인디아,india
hair,에르,ereu
jenna,제나,jena
thiam,티암,tiam
maxwel,막스웰,magseuwel
cornet,코르네,koreune
benrahma,벤라흐마,benraheuma
georgeskévin,조르주케빈,joreujukebin
nkoudou,은쿠두,eunkudu
saintmaximin,생막시맹,saengmagsimaeng
lemar,르마르,reumareu
alma,알마,alma
stacy,스테이시,seuteisi
bentaleb,벤탈렙,bentalreb
abdoulaye,압둘라예,abdulraye
doucouré,두쿠레,dukure
pouille,푸유,puyu
honorat,오노라,onora
castelletto,카스텔레토,kaseutelreto
mouez,무에즈,muejeu
hassen,하센,hasen
peltre,팰트르,paelteureu
and,앤드,aendeu
queens,퀸스,kwinseu
sabaly,사발리,sabalri
mario,마리오,mario
lemina,레미나,remina
flore,플로르,peulroreu
bonaventura,보나방투라,bonabangtura
dosch,도슈,dosyu
ilaimaharitra,일라이마하리트라,ilraimahariteura
coureur,쿠뢰르,kuroereu
gbamin,바맹,bamaeng
moreira,모레이라,moreira
spiegel,스피겔,seupigel
flora,플로라,peulrora
coquerel,코크렐,kokeurel
hervin,에르뱅,ereubaeng
ongenda,옹장다,ongjangda
mathon,마통,matong
duminilcopin,뒤미닐코팽,dwiminilkopaeng
deladonchamps,들라동샹,deulradongsyang
ginestà,기네스타,gineseuta
tolisso,톨리소,tolriso
joel,조엘,joel
embiid,엠비드,embideu
lisa,리자,rija
angell,앙젤,angjel
andéol,앙데올,angdeol
fekir,페키르,pekireu
ikoko,이코코,ikoko
masuaku,마쉬아퀴,maswiakwi
goutt,구트,guteu
goncalves,공칼브,gongkalbeu
buchard,뷔샤르,bwisyareu
cadot,카도,kado
louisconstantin,루이콘스탄틴,ruikonseutantin
boisselot,보이슬롯,boiseulros
adéoti,아데오티,adeoti
isaaz,이사즈,isajeu
maret,마레,mare
yoon,코르비노,koreubino
touré,투레,ture
lenglet,랑글레,ranggeulre
gaia,가이아,gaia
weiss,베이스,beiseu
delamarre,들라마르,deulramareu
cottin,코탱,kotaeng
mutel,뮈텔,mwitel
medi,메디,medi
sadoun,사둔,sadun
ele,엘레,elre
keats,키츠,kiceu
loiseau,루아조,ruajo
n'golo,은골로,eungolro
kanté,캉테,kangte
rigot,리고,rigo
djiku,지쿠,jiku
descat,데스카,deseuka
trévor,트레보르,teureboreu
clévenot,클레브노,keulrebeuno
charpentier,샤르팡티에,syareupangtie
mike,마이크,maikeu
maignan,메냥,menyang
ndoye,은도예,eundoye
gigot,지고,jigo
hassane,하산,hasan
kamara,카마라,kamara
ibrahim,이브라힘,ibeurahim
amadou,아마두,amadu
mertine,메르틴,mereutin
loan,로안,roan
chabanol,샤바놀,syabanol
bourigeaud,부리조,burijo
lusamba,루삼바,rusamba
halys,알리스,alriseu
gaëtan,가에탕,gaetang
laborde,라보르드,raboreudeu
broutin,브루탱,beurutaeng
haris,하리스,hariseu
belkebla,벨케블라,belkebeulra
boufal,부팔,bupal
niakhaté,니아카테,niakate
bingourou,빙구루,bingguru
aboubakar,아부바카르,abubakareu
tumler,툼러,tumreo
diallo,디알로,dialro
ross,로스,roseu
mcinnes,매키니스,maekiniseu
périsset,페리세,perise
cayat,카야,kaya
tournat,투르나,tureuna
karidja,카리자,karija
presnel,프레스넬,peureseunel
kimpembe,킴펨베,kimpembe
émilecoriolan,에밀,emil
cerf,세르프,sereupeu
seko,세코,seko
fofana,포파나,popana
lacaton,라카통,rakatong
cindy,신디,sindi
bruna,브뤼나,beurwina
chazelle,셔젤,syeojel
mariecastille,마리카스티유,marikaseutiyu
mentionschaar,망시옹샤르,mangsiongsyareu
parigot,파리고,parigo
pavard,파바르,pabareu
rongier,론지에,ronjie
omenuke,오메누케,omenuke
mfulu,음풀루,eumpulru
nadav,나다브,nadabeu
guedj,게즈,gejeu
chalamet,샬라메,syalrame
debay,드베,deube
kuhn,쿤,kun
stéphanie,스테파니,seutepani
frappart,프라파르,peurapareu
marcus,마르퀴스,mareukwiseu
nader,나데르,nadereu
ghandri,간드리,gandeuri
jeremy,제러미,jereomi
chabriel,샤브리엘,syabeuriel
roylecollinet,루아레콜리네,ruarekolrine
feder,페더,pedeo
nicolastroyan,니콜라트루아양,nikolrateuruayang
quiquampoix,키캉푸아,kikangpua
borne,보른,boreun
odsonne,오드손,odeuson
kaye,케이,kei
naïm,나임,naim
sliti,슬리티,seulriti
tousart,투사르,tusareu
ellyes,엘리에스,elrieseu
skhiri,스키리,seukiri
pépé,페페,pepe
nsame,은사메,eunsame
ikoné,이코네,ikone
jeankévin,장케뱅,jangkebaeng
lilyrose,릴리로즈,rilrirojeu
depp,뎁,deb
jonas,조나스,jonaseu
bloquet,블로케,beulroke
dayot,다요,dayo
upamecano,우파메카노,upamekano
bessis,베시스,besiseu
confino,콩피노,kongpino
manon,마농,manong
luca,뤼카,rwika
jeff,제프,jepeu
reineadélaïde,렌아델라이드,renadelraideu
ilian,일리앙,ilriang
bergala,베르갈라,bereugalra
lann,랑,rang
nordi,노르디,noreudi
mukiele,무키엘레,mukielre
deniz,데니즈,denijeu
gamze,감제,gamje
ergüven,에르귀벤,ereugwiben
