lionel,リオネル
mccullough,マカラ
palermo,パレルモ
marchizza,マルキッツァ
ultimo,ウルティモ
lavia,ラヴィア
baschirotto,バスキロット
minozzi,ミノッツィ
ciurria,チュッリーア
tonali,トナーリ
clemenza,クレメンツァ
mateo,マテオ
retegui,レテギ
santiago,サンティアゴ
giménez,ヒメネス
cotali,コターリ
moreo,モレオ
jordan,ジョルダン
bardella,バルデラ
riccioni,リッチョーニ
castrovilli,カストロヴィッリ
mazzocchi,マッツォッキ
gregorio,グレゴーリオ
giangiacomo,ジャンジャコモ
eddie,エディ
salcedo,サルセド
bigi,ビジ
zani,ザーニ
quaglio,クアーリオ
gabbia,ガッビア
augello,アウジェッロ
vicario,ヴィカーリオ
jérémie,ジェレミー
broh,ブロー
sofia,ソフィア
stefan,ステファン
buongiorno,ブオンジョールノ
musetti,ムゼッティ
jannik,ヤニック
sinner,シナー
balerdi,バレルディ
carena,カレーナ
aldegani,アルデガニ
vizioli,ヴィツィオーリ
fante,ファンテ
pietrini,ピエトリーニ
pagliarani,パリャラーニ
youssef,ユーセフ
maleh,マレー
nikolaj,ニコライ
memola,メモラ
bolmaro,ボルマロ
bellanova,ベッラノーヴァ
pobega,ポベガ
frattesi,フラッテージ
frabotta,フラボッタ
sarah,サラ
fahr,ファール
marina,マリーナ
lubian,ルビアン
cistana,チスターナ
sylvia,シルビア
nwakalor,ヌワカロール
sottil,ソッティル
hans,ハンズ
nicolussi,ニコルッシ
caviglia,カヴィーリャ
tripaldelli,トリパルデッリ
raspadori,ラスパドーリ
bettella,ベッテッラ
caprile,カプリーレ
beltrán,ベルトラン
zerbin,ゼルビン
muratore,ムラトーレ
fagioli,ファジョーリ
mariasilvia,マリアシルビア
spolato,スポラート
prato,プラート
lieto,リエト
brescianini,ブレシャニーニ
ronchi,ロンキ
akira,アキラ
zappa,ザッパ
centracchio,チェントラッキオ
pirola,ピローラ
gastel,ガステル
alesi,アレージ
nadir,ナディル
zortea,ゾルテア
colpani,コルパーニ
rovella,ロヴェッラ
folorunsho,フォロルンショ
nicholas,ニコラス
gioacchini,ジョアッキーニ
pettinelli,ペティネッリ
carnesecchi,カルネセッキ
varney,バーニー
cannone,カンノーネ
villani,ビラーニ
destiny,デスティニー
udogie,ウドジェ
fischetti,フィスケッティ
squarcini,スクアルチーニ
lamaro,ラマロ
michieletto,ミキエレット
joaquín,ホアキン
fernández,フェルナンデス
banchero,バンケロ
eusebi,エウセビ
ruggeri,ルッジェーリ
calafiori,カラフィオーリ
cangiano,カンジャーノ
lovato,ロヴァート
giovane,ジョーヴァネ
garbisi,ガルビシ
mulattieri,ムラッティエーリ
wilfried,ウィルフリード
gnonto,ニョント
fusco,フスコ
valente,ヴァレンテ
lucy,ルーシー
salani,サラーニ
caleb,カレブ
okoli,オコリ
quagliata,クアッリャータ
zuliani,ズリアーニ
nicotera,ニコテーラ
peppe,ペッペ
cambiaghi,カンビアーギ
lucca,ルッカ
fumarola,フマロラ
franzoi,フランツォイ
miretti,ミレッティ
khaby,カベンネ
lame,ラメ
parlati,パルラティ
viti,ヴィーティ
lamb,ラム
bellandi,ベッランディ
bove,ボーヴェ
vignato,ヴィニャート
loveth,ラブス
omoruyi,オモルイ
oristanio,オリスターニオ
satriano,サトリアーノ
baldanzi,バルダンツィ
imai,イマイ
cancellieri,カンチェッリエーリ
ida,イーダ
zoccarato,ゾッカラット
scalvini,スカルヴィーニ
cher,シェール
ndour,エンドゥール
chiarodia,キアロディア
pani,パーニ
sole,ソーレ
ferrieri,フェリエリ
caputi,カプティ
assunta,アスンタ
scutto,スクット
zanoli,ザノーリ
re,レ
missori,ミッソーリ
kimi,キミ
casadei,カザデイ
pafundi,パフンディ
koleosho,コレオショ
ekaterina,エカテリーナ
antropova,アントロポワ
calzona,カルツォーナ
sulis,スリス
malagrida,マラグリダ
fabbian,ファッビアン
camarda,カマルダ
kayode,カヨーデ
bartesaghi,バルテサーギ
italia,イタリア
montacuto,モンタクート
monleale,モンレアーレ
pietraferrazzana,ピエトラフェッラッツァーナ
fallo,ファッロ
vesuvio,ヴェスヴィオ
grauno,グラウノ
sagron,サグロン
mis,ミス
torino,トリーノ
orvieto,オルヴィエート
bergamo,ベルガモ
canegrate,カネグラーテ
padova,パドヴァ
montebello,モンテベッロ
sul,スル
sangro,サングロ
montaldo,モンタルド
bormida,ボルミダ
montaldeo,モンタルデーオ
montechiaro,モンテキアーロ
d'acqui,ダックイ
montecastello,モンテカステッロ
montegioco,モンテジョーコ
montemarzino,モンテマルツィーノ
velezzo,ヴェレッツォ
lomellina,ロメッリーナ
de',デ
monteferrante,モンテフェッランテ
canevino,カネヴィーノ
massino,マッシーノ
morsasco,モルサスコ
miasino,ミアジーノ
meina,メイナ
mezzomerico,メッツォメリーコ
po,ポー
morbello,モルベッロ
mornese,モルネーゼ
venezia,ヴェネツィア
roio,ローイオ
bari,バーリ
montelapiano,モンテラピアーノ
calvignano,カルヴィニャーノ
biscossi,ビスコッシ
verbania,ヴェルバーニア
murisengo,ムリゼンゴ
busto,ブスト
arsizio,アルシーツィオ
occimiano,オッチミアーノ
odalengo,オダレンゴ
paderna,パデルナ
catanzaro,カタンザーロ
pareto,パレート
pombia,ポンビア
sesia,セージア
piadena,ピアーデナ
nebbiuno,ネッビウーノ
nibbiola,ニッビオーラ
oleggio,オレッジョ
orsara,オルサーラ
olivola,オリーヴォラ
orta,オルタ
paruzzaro,パルッツァーロ
reggiolo,レッジョーロ
euro,ユーロ
ottiglio,オッティーリオ
oviglio,オヴィーリオ
ovada,オヴァーダ
pettenasco,ペッテナスコ
ozzano,オッツァーノ
monferrato,モンフェッラート
pogno,ポーニョ
veneto,ヴェーネト
varallo,ヴァラッロ
lombardia,ロンバルディアシュウ
vaprio,ヴァプリオ
d'agogna,ダゴーニャ
piemonte,ピエモンテ
mezzani,メッツァーニ
d'aosta,ダオスタシュウ
villabate,ヴィッラバーテ
aliminusa,アリミヌーザ
parodi,パローディ
ligure,リーグレ
pasturana,パストゥラーナ
valledolmo,ヴァッレドルモ
cipirello,チピレッロ
romagnano,ロマニャーノ
recetto,レチェット
d'opaglio,ドパーリオ
romentino,ロメンティーノ
blufi,ブルーフィ
pecetto,ペチェット
valenza,ヴァレンツァ
pietra,ピエトラ
marazzi,マラッツィ
nazzaro,ナッザーロ
mosezzo,モゼッツォ
sillavengo,シッラヴェンゴ
soriso,ソリーゾ
sizzano,シッツァーノ
sozzago,ソッツァーゴ
treviso,トレヴィーゾ
pomaro,ポマーロ
piovera,ピオーヴェラ
pontecurone,ポンテクローネ
pontestura,ポンテストゥーラ
trecate,トレカーテ
tornaco,トルナコ
suno,スーノ
terdobbiate,テルドッビアーテ
liguria,リグーリアシュウ
vercelli,ヴェルチェッリ
cuneo,クーネオ
ponzone,ポンツォーネ
ponzano,ポンツァーノ
veruno,ヴェルーノ
vespolate,ヴェスポラーテ
vicolungo,ヴィコルンゴ
vinzaglio,ヴィンツァーリオ
acquasparta,アックアスパルタ
allerona,アッレローナ
novara,ノヴァーラ
toscana,トスカーナシュウ
pozzol,ポッツォール
groppo,グロッポ
alviano,アルヴィアーノ
alessandria,アレッサンドリア
marche,マルケ
prasco,プラスコ
pozzolo,ポッツォーロ
formigaro,フォルミガーロ
quargnento,クアルニェント
predosa,プレドーザ
asti,アスティ
ricaldone,リカルドーネ
brescia,ブレシア
bisceglie,ビシェーリエ
quattordio,クアットルディオ
rivarone,リヴァローネ
cremona,クレモナ
grimalda,グリマルダ
roccaforte,ロッカフォルテ
rocchetta,ロッケッタ
canosa,カノーザ
puglia,プーリア
rosignano,ロジニャーノ
antrona,アントローナ
schieranco,スキエランコ
minervino,ミネルヴィーノ
murge,ムルジェ
anzola,アンツォーラ
d'ossola,ドッソラ
arizzano,アリッツァーノ
arola,アーロラ
umbria,ウンブリアシュウ
dolomiti,ドロミーティ
lecco,レッコ
baceno,バチェーノ
bannio,バンニオ
anzino,アンツィーノ
curone,クローネ
belgirate,ベルジラーテ
sardigliano,サルディリアーノ
sant'agata,サンターガタ
fossili,フォッシーリ
sarezzano,サレッツァーノ
bee,ベーエ
lazio,ラーツィオ
cristoforo,クリストーフォロ
sale,サーレ
baveno,バヴェーノ
mantova,マントヴァ
appennini,アペニンサンミャク
alpi,アルピ
sezzadio,セッツァーディオ
silvano,シルヴァーノ
d'orba,ドルバ
abruzzo,アブルッツォ
aurano,アウラーノ
sondrio,ソンドリオ
pavia,パヴィーア
serravalle,セッラヴァッレ
scrivia,スクリーヴィア
serralunga,セッラルンガ
crea,クレーア
attigliano,アッティリアーノ
avigliano,アヴィリアーノ
umbro,ウンブロ
baschi,バスキ
stazzano,スタッツァーノ
strevi,ストレーヴィ
tassarolo,タッサローロ
tagliolo,タリオーロ
spineto,スピネート
trinitapoli,トリニターポリ
gran,グラン
paradiso,パラディーゾ
grivola,グリヴォーラ
cervino,マッターホルン
varese,ヴァレーゼ
monza,モンツァ
arrone,アッローネ
como,コモ
solero,ソレーロ
bognanco,ボニャンコ
solonghello,ソロンゲッロ
spigno,スピーニョ
cambiasca,カンビアスカ
cannero,カンネロ
riviera,リヴィエーラ
caprezzo,カプレッツォ
cannobio,カンノービオ
campania,カンパーニア
molise,モリーゼ
dell'umbria,デッルンブリア
viscardo,ヴィスカルド
bolzano,ボルツァーノ
corte,コルテ
cerro,チェッロ
tortona,トルトーナ
cossogno,コッソーニョ
craveggia,クラヴェッジャ
crodo,クロード
crevoladossola,クレヴォラドッソラ
terruggia,テッルッジャ
ticineto,ティチネート
terzo,テルツォ
genova,ジェノヴァ
basilicata,バジリカータシュウ
valmacca,ヴァルマッカ
vignole,ヴィニョーレ
borbera,ボルベーラ
vignale,ヴィニャーレ
vicenza,ヴィチェンツァ
viguzzolo,ヴィグッツォーロ
domodossola,ドモドッソラ
ceppo,チェッポ
morelli,モレッリ
cesara,チェーザラ
treville,トレヴィッレ
trisobbio,トリゾッビオ
rovigo,ロヴィーゴ
gorizia,ゴリツィア
belluno,ベッルーノ
villadeati,ヴィッラデアーティ
villalvernia,ヴィッラルヴェルニア
villanova,ヴィッラノーヴァ
villamiroglio,ヴィッラミローリオ
sicilia,シチーリア
pordenone,ポルデノーネ
druogno,ドルオーニョ
falmenta,ファルメンタ
ascoli,アスコリ
piceno,ピチェーノ
germagno,ジェルマーニョ
ghiffa,ギッファ
volpedo,ヴォルペード
villaromagnano,ヴィッラロマニャーノ
volpeglino,ヴォルペリーノ
voltaggio,ヴォルタッジョ
formazza,フォルマッツァ
acqua,アックア
alta,アルタ
baldichieri,バルディキエーリ
d'asti,ダスティ
azzano,アッツァーノ
cesena,チェゼーナ
belveglio,ベルヴェーリオ
berzano,ベルツァーノ
loreglia,ロレーリア
macugnaga,マクニャーガ
bologna,ボローニャ
cagliari,カリャリ
cittadella,チッタデッラ
crotone,クロトーネ
empoli,エンポリ
calcio,カルチョ
buttigliera,ブッティリエーラ
bubbio,ブッビオ
massiola,マッシオーラ
canelli,カネッリ
mergozzo,メルゴッツォ
sardegna,サルデーニャ
catania,カターニア
feltre,フェルトレ
madonna,マドンナ
sasso,サッソ
calamandrana,カラマンドラーナ
calosso,カロッソ
camerano,カメラーノ
casasco,カザスコ
masera,マゼーラ
malesco,マレスコ
gurro,グッロ
intragna,イントラーニャ
agliano,アリアーノ
terme,テルメ
albugnano,アルブニャーノ
aramengo,アラメンゴ
antignano,アンティニャーノ
gignese,ジニェーゼ
gravellona,グラヴェッローナ
toce,トーチェ
caserta,カゼルタ
grosseto,グロッセート
castellammare,カステッランマーレ
stabia,スタービア
cassinasco,カッシナスコ
casorzo,カゾルツォ
provincia,ヴェルバーノ
verbanocusioossola,オッソラケン
cantarana,カンタラーナ
capriglio,カプリーリオ
miazzina,ミアッツィーナ
montecrestese,モンテクレステーゼ
nonio,ノーニオ
montescheno,モンテスケーノ
verona,ヴェローナ
livorno,リヴォルノ
pallanzeno,パッランツェーノ
omegna,オメーニャ
oggebbio,オッジェッビオ
castagnole,カスタニョーレ
delle,デッレ
lanze,ランツェ
boglione,ボリオーネ
rocchero,ロッケーロ
ornavasso,オルナヴァッソ
roseto,ロゼート
degli,デッリ
abruzzi,アブルッツィ
vaporetto,ヴァポレット
don,ドン
bosco,ボスコ
calcea,カルチェーア
cellarengo,チェッラレンゴ
quarna,クアルナ
sotto,ソット
sopra,ソプラ
novi,ノーヴィ
belbo,ベルボ
firenze,フィレンツェ
premeno,プレメーノ
premia,プレーミア
castell'alfero,カステッラルフェーロ
castellero,カステッレーロ
castelletto,カステッレット
molina,モリーナ
annone,アンノーネ
piedimulera,ピエディムレーラ
pieve,ピエーヴェ
vergonte,ヴェルゴンテ
parma,パルマ
celle,チェッレ
enomondo,エノモンド
cisterna,チステルナ
cinaglio,チナーリオ
cessole,チェッソレ
verbano,ヴェルバーノ
chiusano,キウザーノ
cerreto,チェッレート
tanaro,ターナロ
cocconato,コッコナート
corsione,コルシオーネ
cortandone,コルタンドーネ
cortanze,コルタンツェ
valstrona,ヴァルストローナ
vanzone,ヴァンツォーネ
con,コン
viganella,ヴィガネッラ
varzo,ヴァルツォ
andezeno,アンデゼーノ
alzano,アルツァーノ
andrate,アンドラーテ
altavilla,アルタヴィッラ
mombercelli,モンベルチェッリ
mombaruzzo,モンバルッツォ
asigliano,アジリアーノ
vercellese,ヴェルチェッレーゼ
arborio,アルボーリオ
sassuolo,サッスオーロ
spezia,スペツィア
sei,シックス
nazioni,ネイションズ
ternana,テルナーナ
lanciano,ランチャーノ
val,ヴァル
torre,トッレ
dorligo,ドルリーゴ
cunico,クーニコ
dusino,ドゥジーノ
toceno,トチェーノ
trarego,トラーレゴ
viggiona,ヴィッジョーナ
coazzolo,コアッツォーロ
seppiana,セッピアーナ
santa,サンタ
stresa,ストレーザ
credaro,クレダーロ
terni,テルニ
trontano,トロンターノ
trasquera,トラスクエーラ
monrupino,モンルピーノ
muggia,ムッジャ
albera,アルベーラ
alpignano,アルピニャーノ
alfiano,アルフィアーノ
bel,ベル
colle,コッレ
sgonico,ズゴニーコ
siena,シエーナ
costigliole,コスティリオーレ
cossombrato,コッソンブラート
cortiglione,コルティリオーネ
loazzolo,ロアッツォーロ
alluvioni,アッルヴィオーニ
cambiò,カンビオ
stadio,スタディオ
is,イス
arenas,アレナス
albano,アルバーノ
valsesia,ヴァルセージア
superiore,スペリオーレ
urbino,ウルビーノ
vignone,ヴィニョーネ
ferrere,フェッレーレ
alpette,アルペッテ
almese,アルメーゼ
villadossola,ヴィッラドッソラ
maranzana,マランツァーナ
maretto,マレット
moasca,モアスカ
mombaldone,モンバルドーネ
avigliana,アヴィリアーナ
arquata,アルクアータ
avolasca,アヴォラスカ
balzola,バルツォラ
bianzè,ビアンツェ
boccioleto,ボッチョレート
udine,ウーディネ
udinese,ウディネーゼ
brione,ブリオーネ
arignano,アリニャーノ
angrogna,アングローニャ
balmuccia,バルムッチア
balocco,バロッコ
airasca,アイラスカ
ala,アーラ
stura,ストゥーラ
fontanile,フォンタニーレ
acqui,アックイ
albiano,アルビアーノ
d'ivrea,ディヴレーア
etna,エトナカザン
