제임스,ジェームズ
게임물관리위원회,ゲームブツカンリイインカイ
대통합민주신당,ダイトウゴウミンシュシントウ
돈의문,アツシギモン
울진비행훈련원,ウルジンヒコウジョウ
한국불교태고종,タコタカシ
인천교통공사,ニガワコウツウコウシャ
서울종합운동장,ソウルソウゴウウンドウジョウ
낙산사,ラクヤマデラ
중앙일보,チュウオウニッポウ
진주소방서,ススムシュウショウボウショ
속초경찰서,タバクサケイサツショ
양산소방서,ヤナサンショウボウショ
과천경찰서,ハテカワケイサツショ
영주경찰서,サカエシュウケイサツショ
괴산경찰서,サイカチサンケイサツショ
과천소방서,ハテカワショウボウショ
춘천경찰서,ハルカワケイサツショ
목포경찰서,キウラケイサツショ
동두천경찰서,ヒガシマメガワケイサツショ
동해경찰서,トウカイケイサツショ
충주경찰서,タダシュウケイサツショ
경상남도경찰청,ケイショウナンドウケイサツチョウ
창녕소방서,アキラヤスシショウボウショ
경주경찰서,ケイシュウケイサツショ
정부조직법,セイフソシキホウ
쇠말뚝,ニチミカドフウスイハカリゴトリャクセツ
한일공동승차권,ニチカンキョウドウキップ
한일역사공동연구위원회,ニチカンレキシキョウドウケンキュウ
한일어업협정,ニチカンギョギョウキョウテイ
경산경찰서,ケイザンケイサツショ
성주경찰서,ホシシュウケイサツショ
조선일보,チョウセンニッポウ
포스코,ポスコ
수원종합운동장,ミズハラソウゴウウンドウジョウ
인천대교,ニガワオオハシ
대한민국농구협회,タイカンバスケットボールキョウカイ
다도해해상국립공원,オオトウウミカイジョウコクリツコウエン
한국교원대학교,カンコクキョウインダイガッコウ
울산과학기술원,ウルサンカガクギジュツイン
한국천문연구원,カンコクテンモンケンキュウイン
조선호텔앤리조트,ウェスティンチョウセンホテル
호미곶,トラオクシ
그라비티,グラビティ
공주교육대학교,オオヤケシュウキョウイクダイガッコウ
신안산선,シンヤスサンセン
월정사,ツキセイテラ
민주노동당,ミンシュロウドウトウ
제주국제자유도시개발센터,サイシュウコクサイジユウトシカイハツセンター
적선동,セキゼンホラ
제주방송,サイシュウコクサイジユウトシホウソウ
숭인동,タカシジンホラ
성신여자대학교,マコトシンジョシダイガッコウ
대전방송,オオタホウソウ
논산경찰서,ロンザンケイサツショ
대구군위경찰서,グンイケイサツショ
서귀포경찰서,ニシキウラケイサツショ
행궁,アングウ
곡성경찰서,タニジョウケイサツショ
동대문야구장,ヒガシダイモンヤキュウジョウ
과천선,ハテカワセン
서울여자대학교,ソウルジョシダイガッコウ
부산일보,プサンニッポウ
나주경찰서,ラシュウケイサツショ
의성경찰서,ギジョウケイサツショ
화천경찰서,ハナカワケイサツショ
울진경찰서,ウルジンケイサツショ
흥아해운,コウアカイウン
육군항공사령부,リクグンコウクウサクセンシレイブ
완도경찰서,フトイトウケイサツショ
울산동부경찰서,ウルサントウブケイサツショ
죽전휴게소,タケダサービスエリア
울산남부경찰서,ウルサンナンブケイサツショ
오산경찰서,カラスヤマケイサツショ
울산중부경찰서,ウルサンチュウブケイサツショ
울산광역시경찰청,ウルサンチホウケイサツチョウ
전국축구선수권대회,ゼンコクサッカーセンシュケンタイカイ
블랙이글스,ブラックイーグルス
백양사,シロヒツジテラ
숭의야구장,ニガワコウセツウンドウジョウヤキュウジョウ
은해사,ギンウミテラ
서대문독립공원,ニシオオモンドクリツコウエン
중동고등학교,チュウトウコウトウガッコウ
세종대로,ヨムネオオジ
전주방송,ゼンシュウホウソウ
한국콘텐츠진흥원,カンコクコンテンツシンコウイン
영광소방서,レイコウショウボウショ
청양경찰서,アオヨウケイサツショ
장흥경찰서,チョウキョウケイサツショ
장성경찰서,チョウジョウケイサツショ
음성경찰서,カゲジョウケイサツショ
영암소방서,レイイワショウボウショ
김포경찰서,コノウラケイサツショ
금산경찰서,ニシキヤマケイサツショ
부산영도경찰서,プサンカゲトウケイサツショ
통인동,ツウジンホラ
김천경찰서,カナイズミケイサツショ
부산일본인학교,プサンニッポンジンガッコウ
군포경찰서,グンウラケイサツショ
무령왕릉,タケヤスシオウリョウ
어린이대공원,ソウルコドモダイコウエン
광안대교,ヒロヤスオオハシ
용평리조트,リュウヘイリゾート
판교테크노밸리,イタバシテクノバレー
고성소방서,カタジョウショウボウショ
남해소방서,ナンカイショウボウショ
법주사,ホウジュウテラ
광화문,ヒカリカモン
광주과학기술원,コウシュウカガクギジュツイン
울릉분지,ツシマカイボン
포항스틸야드,ホコウスティールヤード
순천완주고속도로,ジュンテンカンシュウコウソクドウロ
광주광역시장,コウシュウコウイキシチョウ
산청소방서,ヤマキヨシショウボウショ
광양군,コウヨウグン
의령소방서,ムベヤスシショウボウショ
거창소방서,キョアキラショウボウショ
단군기원,ダンクンキゲン
중부내륙순환열차,チュウブナイリクジュンカンレッシャ
광동제약,ヒロシヒガシセイヤク
백두대간협곡열차,ハクトウダイミキキョウコクレッシャ
새만금포항고속도로,マスヤマホコウコウソクドウロ
순천향대학교,ジュンテンサトダイガッコウ
킨텍스,キンテックス
서울양양고속도로,ソウルジョウヒコウソクドウロ
고양종합운동장,コウヒソウゴウウンドウジョウ
전주비행장,ゼンシュウヒコウジョウ
광주교육대학교,コウシュウキョウイクダイガッコウ
개혁국민정당,カイカクコクミンセイトウ
태백레이싱파크,タイハクレーシングパーク
개천절,ヒラキテンブシ
영남일보배,ミネミナミニッポウハイプロサイコウシュセン
곤여만국전도,ヒツジサルコシバンコクゼンズ
현대제철,ゲンダイセイテツ
통근열차,ツウキンレッシャ
부관훼리,カマセキフェリー
경남대학교,ケイミナミオオガッコウ
거창경찰서,キョアキラケイサツショ
진보당,シンポトウ
철원소방서,テツゲンショウボウショ
김해동부소방서,キムウミトウブショウボウショ
영암경찰서,レイイワケイサツショ
영광경찰서,レイコウケイサツショ
한국영화아카데미,カンコクエイガアカデミー
한국진보연대,カンコクシンポレンタイ
철원경찰서,テツゲンケイサツショ
한국교통방송,カンコクコウツウホウソウ
운부군옥,インフグンダマ
고양경찰서,コウヒケイサツショ
용인서부경찰서,リュウジンセイブケイサツショ
순천소방서,ジュンテンショウボウショ
고흥경찰서,コウキョウケイサツショ
고령경찰서,コウレイケイサツショ
여수소방서,レイスイショウボウショ
동아일보,トウアニッポウ
유니버설,ユニバーサル
스튜디오,スタジオ
코리아,コリア
도산공원,シマヤマコウエン
월성원자력발전소,ツキジョウゲンシリョクハツデンショ
아시아자동차공업,アジアジドウシャ
한국관광공사,カンコクカンコウコウシャ
도라전망대,トラテンボウダイ
춘천교육대학교,ハルカワキョウイクダイガッコウ
영진전문대학교,エイススムセンモンダイガッコウ
한류월드,カンリュウワールド
주민등록번호,ジュウミントウロクバンゴウ
전국체육대회,ダイカンミンコクゼンコクタイイクタイカイ
환경운동연합,カンキョウウンドウレンゴウ
전남일보,ゼンミナミニッポウ
한국인터넷진흥원,カンコクインターネットシンコウイン
봉선사,タテマツセンテラ
한겨레,ハンギョレ
한국투자공사,カンコクトウシコウシャ
국립수목원,コクリツジュモクエン
내셔널축구선수권대회,ナショナルサッカーセンシュケンタイカイ
올림픽공원,オリンピックコウエン
울산종합운동장,ウルサンソウゴウウンドウジョウ
강남대학교,コウナンダイガッコウ
대학수학능력시험,ダイガクシュウガクノウリョクシケン
울산방송,ウルサンホウソウ
용비어천가,リュウヒゴテンカ
올림픽체조경기장,オリンピックタイソウキョウギジョウ
대한국민항공,タイカンコクミンコウクウシャ
