álvaro,阿尔瓦罗
trasierra,特拉谢拉
aliaga,阿利亚加
alforja,阿尔福哈
valdeolmosalalpardo,巴尔德奥尔莫斯阿拉尔帕尔多
fuentesecas,丰特塞卡斯
guetaria,格塔里亚
alfarp,阿尔法尔普
puertomarín,波尔托马林
zarátamo,萨拉塔莫
lemona,莱莫纳
galdácano,加尔达卡诺
caleruega,卡莱鲁埃加
comillas,科米利亚斯
beniparrell,贝尼帕雷利
rodelero,圆盾剑士
cesuras,塞苏拉斯
villasrubias,比利亚斯鲁维亚斯
alcantarilla,阿尔坎塔里利亚
calaceite,卡拉塞特
navajún,纳瓦洪
algorfa,阿尔戈法
ispáster,伊斯帕斯特尔
mendeja,门德哈
ubidea,乌维德阿
lanestosa,拉内斯托萨
lequeitio,莱凯蒂奥
zaldívar,萨尔迪瓦尔
rigoitia,里戈伊蒂亚
lujua,卢华
cortézubi,科尔特苏维
mallavia,马利亚维亚
ibarranguelua,伊瓦兰格卢阿
igúzquiza,伊古斯基萨
sástago,萨斯塔戈
maella,迈利亚
berriatúa,贝里亚图阿
fabara,法瓦拉
gámizfica,加米斯菲卡
ea,埃亚
guizaburuaga,吉萨武鲁阿加
echévarri,埃切瓦里
gordejuela,戈尔德胡埃拉
agost,阿戈斯特
aránzazu,阿兰萨苏
villaro,比利亚罗
híjar,伊哈尔
sádaba,萨达瓦
pioz,皮奥斯
enériz,埃内里斯
marsá,马尔萨
aiguamurcia,艾瓜穆尔西亚
cortelazor,科尔特拉索尔
ocaña,奥卡尼亚
gáldar,加尔达尔
triana,特里亚纳
gabarda,加瓦尔达
olèrdola,奥莱尔多拉
benifallet,贝尼法列特
alfara,阿尔法拉
trucios,特鲁西奥斯
bañeras,巴涅拉斯
garidells,埃尔斯加里德利斯
gandesa,甘德萨
tartanedo,塔尔塔内多
enciso,恩西索
ledigos,莱迪戈斯
ajánguiz,阿汉吉斯
miravalles,米拉瓦列斯
barbués,巴尔武埃斯
hormigos,奥尔米戈斯
alaró,阿拉罗
campanet,坎帕内特
algaida,阿尔盖达
jávea,哈韦亚
villambistia,比良维斯蒂亚
alcollarín,阿尔科利亚林
torrelavit,托雷拉维特
plencia,普伦西亚
sopuerta,索普埃尔塔
tosantos,托桑托斯
camarles,卡马尔莱斯
tivisa,蒂维萨
perelló,埃尔佩雷略
almedinilla,阿尔梅迪尼利亚
rourell,埃尔罗雷利
castellvell,卡斯特利韦利德尔坎普
bellvey,贝利韦
puigdalba,普奇达尔瓦
maslloréns,马斯略伦斯
forés,福雷斯
guiamets,吉亚梅茨
albiñana,阿尔维尼亚纳
vimbodí,宾沃迪
luceni,卢塞尼
guadalcázar,瓜达尔卡萨尔
alcaracejos,阿尔卡拉塞霍斯
ajalvir,阿哈尔维尔
uclés,乌克莱斯
cocentaina,科森泰纳
argentera,拉尔亨特拉
hontanas,翁塔纳斯
navascués,纳瓦斯库埃斯
yurre,尤雷
lacunza,拉昆萨
buñol,布尼奥尔
costitx,科斯蒂奇
viloví,比洛维
añora,阿尼奥拉
monturque,蒙图尔克
mélida,梅利达
cetina,塞蒂纳
arbolí,阿尔沃利
bonastre,博纳斯特雷
pontons,蓬通斯
aleixar,拉莱克萨尔
guesálaz,格萨拉斯
begonte,贝贡特
legarda,莱加尔达
salomó,萨洛莫
pradell,普拉德利德拉泰克塞塔
prades,普拉德
vespella,贝斯佩利亚德盖阿
lloá,埃利洛阿尔
rasquera,拉斯克拉
renau,雷瑙
binéfar,比内法尔
valdelacalzada,巴尔德拉卡尔萨达
losacio,洛萨西奥
manquillos,曼基略斯
bañón,巴尼翁
castilblanco,卡斯蒂尔布兰科
forcall,福尔卡利
biel,别尔
onzonilla,翁索尼利亚
chirivel,奇里韦尔
férez,费雷斯
poyatos,波亚托斯
rello,瑞罗
vilasacra,比拉萨克拉
lopera,洛佩拉
busturia,布斯图里亚
ereño,埃雷尼奥
berango,贝兰戈
ermua,埃尔穆阿
elorrio,埃洛里奥
meruelo,梅鲁埃洛
aguarón,阿瓜龙
solerás,埃尔索莱拉斯
vedia,贝迪亚
luanco,卢安科
burujón,布鲁洪
huesa,韦萨
villahoz,比利亚奥斯
barrundia,巴伦迪亚
leciñena,莱西涅纳
subirats,苏维拉特斯
gratallops,格拉塔略普斯
rebollar,雷沃利亚尔
migueláñez,米格拉涅斯
usagre,乌萨格雷
villagonzalo,比利亚贡萨洛
irañeta,伊拉涅塔
unciti,温西蒂
miravet,米拉韦特
larrabezúa,拉拉韦苏阿
lauquíniz,劳基尼斯
garray,加赖
yuncos,伊温科斯
plou,普洛
mecerreyes,梅塞雷埃斯
moguer,莫格尔
valdemaqueda,巴尔德马克达
autol,奥托尔
candasnos,坎达斯诺斯
galve,加尔韦
mundaca,蒙达卡
tornabous,托尔纳沃斯
lahiguera,拉伊格拉
régil,雷希尔
pardilla,帕尔迪利亚
mañeru,马涅鲁
villafáfila,比利亚法菲拉
bisaurri,比绍里
villaconejos,比利亚科内霍斯
alcanó,阿尔卡诺
godall,戈达利
freginals,弗雷希纳尔斯
hermigua,埃尔米瓜
rosalejo,罗萨莱霍
loewe,罗威
muel,穆埃尔
beires,贝雷斯
solivella,索利韦利亚
botarell,博塔雷利
pasanant,帕萨南特
porrera,波雷拉
conesa,康尼萨
vinebre,比内夫雷
cabacés,卡瓦塞斯
biescas,毕斯卡斯
valdoviño,巴尔多维尼奥
camarenilla,卡马雷尼利亚
joma,荷马
maicas,迈卡斯
deltebre,德尔特夫雷
chiva,奇瓦
piedrafita,佩德拉菲塔多塞夫雷罗
pontils,蓬蒂尔斯
pira,皮拉
molá,埃尔莫拉尔
villaralto,比利亚拉尔托
benamargosa,贝纳马尔戈萨
cañas,卡尼亚斯
ayegui,阿耶吉
azanuyalins,阿萨努伊阿林斯
azcoitia,阿斯科伊蒂亚
adamuz,阿达穆斯
azuara,阿苏阿拉
bolulla,博卢利亚
boltaña,博尔塔尼亚
taboadela,塔沃阿德拉
aracaldo,阿拉卡尔多
castrodeza,卡斯特罗德萨
serrada,塞拉达
avinyonet,阿维尼奥内特德尔佩内德斯
arce,阿尔塞
avión,阿维翁
santaella,桑塔埃利亚
belmez,贝尔梅斯
mazuecos,马苏埃科斯
benuza,贝努萨
rabanales,拉瓦纳莱斯
guadasuar,瓜达苏阿尔
onteniente,翁蒂年特
totalán,托塔兰
valdepeñas,巴尔德佩尼亚斯
carlet,卡尔莱特
masamagrell,马萨马格雷利
alberique,阿尔韦里克
tembleque,滕夫莱克
guarromán,瓜罗曼
jaraco,克塞拉科
rugat,鲁加特
rafelcofer,拉费尔科费尔
calasparra,卡拉斯帕拉
villarmayor,比利亚马约尔
aledo,阿莱多
valdemadera,巴尔德马德拉
ceráin,塞赖恩
daimuz,代穆斯
villarrubio,比利亚鲁维奥
rabanera,拉瓦内拉
alarba,阿拉尔瓦
ciudadela,休达德拉
torrecampo,托雷坎波
ribesalbes,里韦萨尔韦斯
valsequillo,巴尔塞基略
bujalance,布哈兰塞
ribeira,里贝拉
benamejí,贝纳梅希
baquio,巴基奥
grifols,基立福
alconchel,阿尔孔切尔
alegría,阿莱格里亚德阿拉瓦
turbón,图尔邦山
baldellou,巴尔德略
forfoleda,福尔福莱达
ballobar,巴略瓦尔
bbva,西班牙外换银行
tardienta,塔尔迪恩塔
touro,托鲁
fraga,弗拉加
bankia,班基亚银行
bankinter,西班牙洲际银行
aramayona,阿拉马约纳
villarejoperiesteban,比利亚雷霍佩列斯特万
lécera,莱塞拉
villamanín,比利亚马宁
nieva,涅瓦
borriol,博里奥尔
daroca,达罗卡
huertahernando,韦尔塔埃尔南多
aldover,阿尔多韦尔
montesa,蒙特萨
terrer,特雷尔
kelme,卡尔美
ames,阿梅斯
arjona,阿尔霍纳
proaza,普罗阿萨
barrado,巴拉多
ubrique,乌夫里克
bentarique,本塔里克
laroya,拉罗亚
bayarque,巴亚尔克
basella,巴塞利亚
instinción,因斯廷西翁
bayárcal,巴亚卡尔
baélls,拜利斯
beire,贝雷
belchite,贝尔奇特
viana,比亚纳
iznájar,伊斯纳哈尔
artana,阿尔塔纳
cóbdar,科夫达尔
albanchez,阿尔万切斯
gérgal,赫尔加尔
vegalatrave,贝加拉特拉韦
felix,费利斯
vilvestre,比尔韦斯特雷
peñausende,佩尼奥森德
hernánpérez,埃尔南佩雷斯
lobón,洛翁
guareña,瓜雷尼亚
lúcar,卢卡尔
cantoria,坎托里亚
alicún,阿利昆
pinarejo,皮纳雷霍
velefique,贝莱菲克
güímar,圭马尔
ferrerías,费雷里亚斯
clickair,点击航空
talgo,塔尔高
chercos,切尔科斯
turre,图雷
líjar,利哈尔
fondón,丰东
batea,巴特阿
bellreguart,贝利雷瓜尔德
bellesguard,美景屋
carboneras,卡尔沃内拉斯
vélezrubio,贝莱斯鲁维奥
covarrubias,科瓦鲁维亚斯
aldearrubia,阿尔德亚鲁维亚
sestao,塞斯陶
sandianes,桑迪亚斯
noreña,诺雷尼亚
orba,奥尔瓦
luesia,卢埃西亚
montuiri,蒙图伊里
novelda,诺韦尔达
orgañá,奥尔加尼亚
benabarre,贝纳瓦雷
elvillar,埃尔维利亚尔
castroverde,卡斯特罗韦尔德
puigpelat,普伊格佩拉特
carnota,卡尔诺塔
bernedo,贝尔内多
elciego,埃尔谢戈
cuartango,夸尔坦戈
benaoján,贝瑙汉
benarrabá,贝纳拉瓦
oquendo,奥肯多
benalauría,贝纳劳里亚
benahavís,贝纳阿维斯
benitachell,贝尼塔切利
benicarló,贝尼卡尔洛
montferri,蒙特费里
alió,阿利奥
diezma,迭斯马
puigpuñent,普奇普年特
santañí,桑塔尼
sobrescobio,索夫雷斯科维奥
oyarzun,奥亚尔孙
bimenes,比梅内斯
calafell,卡拉费利
vegadeo,贝加德奥
ontiñena,翁蒂涅纳
villarrodrigo,比利亚罗德里戈
fontrubí,丰特鲁维
níjar,尼哈尔
dalías,达利亚斯
zurgena,苏尔赫纳
abrucena,阿夫鲁塞纳
vícar,比卡尔
valdefuentes,巴尔德丰特斯
coín,科因
parres,帕雷斯
sariego,萨列戈
júzcar,胡斯卡尔
mellid,梅利德
alcampell,阿尔坎佩利
piloña,皮洛尼亚
gozón,戈松
cambre,坎夫雷
zambrana,桑布拉纳
berantevilla,贝兰特维利亚
alconera,阿尔科内拉
ezquiogaichaso,埃斯基奥加伊查索
jove,克索韦
algar,阿尔加尔
tafalla,塔法利亚
tomelloso,托梅略索
pravia,普拉维亚
chinchón,钦琼
arrazuaubarrundia,阿拉苏阿乌瓦伦迪亚
coristanco,科里斯坦科
boqueijón,博凯洪
cripán,克里潘
arrayamaestu,阿拉亚马埃斯图
cudillero,库迪列罗
mieres,米耶雷斯
azuaga,阿苏阿加
aspárrena,阿斯帕雷纳
ibias,伊维亚斯
cabranes,卡夫拉内斯
algodonales,阿尔戈多纳莱斯
narón,纳龙
villafamés,比拉法梅斯
villayón,比利艾翁
laviana,拉维亚纳
pozoblanco,波索布兰科
legazpia,莱加斯皮亚
jabalquinto,哈瓦尔金托
dodro,多德罗
añana,阿尼亚纳
cedeira,塞德拉
culleredo,库列雷多
aranga,阿兰加
armiñón,阿尔米尼翁
gibraleón,希夫拉莱翁
esplús,埃斯普卢斯
cala,卡拉
calañas,卡拉尼亚斯
aljaraque,阿尔哈拉克
mazarrón,马萨龙
erandio,埃兰迪奥
riudecañas,留德卡涅斯
mañaria,马尼亚里亚
manilva,马尼尔瓦
jabugo,哈武戈
sesué,塞苏埃
cántabro,坎塔布里亚方言
beriáin,贝里亚因
guadalest,瓜达莱斯特
cariñena,卡里涅纳
cerceda,塞尔塞达
illas,伊利亚斯
vinaroz,比纳罗斯
roncesvalles,龙塞斯瓦列斯
santurce,桑图尔塞
monterroso,蒙特罗索
valls,瓦尔斯
castropol,卡斯特罗波尔
parla,帕尔拉
montjuic,蒙锥克山
siruela,西鲁埃拉
curtis,库尔蒂斯
golosalvo,戈洛萨尔沃
ribadeo,里瓦德奥
tuy,图伊
almazora,阿尔马索拉
fontanar,丰塔纳尔
tendilla,滕迪利亚
baterno,巴特尔诺
carmonita,卡尔莫尼塔
sahagún,萨阿贡
huércalovera,韦尔卡尔奥韦拉
manzanares,曼萨纳雷斯
fuendetodos,丰德托多斯
maguilla,马吉利亚
montemolín,蒙特莫林
jumilla,胡米利亚
ribadavia,里瓦达维亚
foz,福斯
samos,萨莫斯
villatuelda,比利亚图埃尔达
poleñino,波莱尼伊诺
novales,诺瓦莱斯
piracés,皮拉塞斯
marca,马卡报
trasmiras,特拉斯米拉斯
chera,切拉
orgaz,奥尔加斯
alcóntar,阿尔孔塔尔
tomatina,番茄大战
cambrils,坎布里尔斯
almarza,阿尔马萨
vencillón,本西利翁
benacantil,贝纳坎蒂尔山
isábena,伊萨韦纳
oliva,奥利瓦
aldealices,阿尔德亚利塞斯
alentisque,阿伦蒂斯克
aldealafuente,阿尔德亚拉丰特
niebla,涅夫拉
laredo,拉雷多
valfarta,巴尔法尔塔
enagás,西班牙国家天然气公司
lendakari,巴斯克自治区政府主席
adradas,阿德拉达斯
alconaba,阿尔科纳瓦
camariñas,卡马里尼亚斯
campezo,坎佩索
abejar,阿韦哈尔
fene,费内
cartes,卡尔特斯
potes,波特斯
illano,伊利亚诺
consuegra,孔苏埃格拉
arenillas,阿雷尼利亚斯
almajano,阿尔马哈诺
tramaced,特拉马塞德
almuniente,阿尔穆年特
lascuarre,拉斯夸雷
ortigueira,奥尔蒂盖拉
lalín,拉林
ampuero,安普埃罗
cármenes,卡尔梅内斯
medranda,梅德兰达
archidona,阿尔奇多纳
elburgo,埃尔武戈
lagrán,拉格兰
vergara,贝尔加拉
leza,莱萨
albox,阿尔沃斯
lanaja,拉纳哈
torrijos,托里霍斯
barbalos,巴尔瓦洛斯
perarrúa,佩拉鲁阿
secastilla,塞卡斯蒂利亚
peñalba,佩尼亚尔瓦
guisona,吉索纳
canfranc,坎弗兰克
cariño,卡里尼奥
adanero,阿达内罗
peñarroyapueblonuevo,佩尼亚罗亚新村
turrillas,图里利亚斯
garrucha,加鲁查
yesa,耶萨
onda,翁达
castelflorite,卡斯特尔夫洛里特
parcent,帕尔森特
uterga,乌特尔加
lerín,莱林
cabrillanes,卡夫里利亚内斯
briviesca,布里维耶斯卡
hoyorredondo,奥约雷东多
obanos,奥瓦诺斯
sansol,桑索尔
lodosa,洛多萨
tormellas,托尔梅利亚斯
gutierremuñoz,古铁雷穆尼奥斯
sigeres,锡赫雷斯
anchuras,安丘拉斯
rascafría,拉斯卡夫里亚
canencia,卡嫩西亚
villatuerta,比利亚图埃尔塔
echauri,埃乔里
madarcos,马达尔科斯
sella,塞利亚
capdepera,卡普德佩拉
villeguillo,比列吉略
iznalloz,伊斯纳略斯
oquillas,奥基利亚斯
villamañán,比利亚马尼扬
navaluenga,纳瓦伦加
moriles,莫里莱斯
cardeñajimeno,卡尔德尼亚希梅诺
arganza,阿尔甘萨
valdepolo,巴尔德波洛
valdevimbre,巴尔德温夫雷
villaturiel,比利亚图列尔
montesclaros,蒙特斯克拉罗斯
vozmediano,博斯梅迪亚诺
tuineje,图伊内赫
fatarella,拉法塔雷利亚
camporrélls,坎波雷利斯
castroserracín,卡斯特罗塞拉辛
moraña,莫拉尼亚
cenlle,森列
sarreaus,萨雷亚乌斯
pascualcobo,帕斯夸尔科沃
piedralaves,彼德拉拉韦斯
esgos,埃斯戈斯
carballino,卡瓦利诺
silleda,锡列达
gondomar,贡多马尔
leiro,莱罗
rúa,鲁阿
muiños,穆伊尼奥斯
padrenda,帕德伦达
torrelapaja,托雷拉帕哈
encío,恩西奥
fréscano,弗雷斯卡诺
ajofrín,阿霍夫林
madridejos,马德里德霍斯
meaño,梅亚尼奥
cadrete,卡德雷特
ingenio,因赫尼奥
totanés,托塔内斯
murueta,穆鲁埃塔
mascaraque,马斯卡拉克
donjimeno,东希梅诺
salvadiós,萨尔瓦迪奥斯
oña,奥尼亚
grisaleña,格里萨莱尼亚
fayón,法伊翁
manchones,曼乔内斯
talamantes,塔拉曼特斯
monegrillo,莫内格里略
tierga,铁尔加
echalar,埃查拉尔
alguaire,阿尔瓜伊雷
acerinox,阿塞里诺克斯
laracha,拉拉查
oroso,奥罗索
noblejas,诺夫莱哈斯
montiel,蒙铁尔
villasequilla,比利亚塞基利亚
arándiga,阿兰迪加
olvés,奥尔韦斯
longares,隆加雷斯
castiliscar,卡斯蒂利斯卡尔
alzo,阿尔索
hurtumpascual,乌尔通帕斯夸尔
tobed,托韦德
belaunza,贝劳恩萨
cimballa,辛瓦利亚
monterde,蒙特尔德
remolinos,雷莫利诺斯
astigarraga,阿斯蒂加拉加
figueruelas,菲格鲁埃拉斯
torrellas,托雷利亚斯
luesma,卢埃斯马
piedratajada,彼德拉塔哈达
benijófar,贝尼霍法尔
bárboles,巴尔沃莱斯
sabiñán,萨维尼扬
ontígola,翁蒂戈拉
orera,奥雷拉
valbona,巴尔沃纳
sobradiel,索夫拉迭尔
plenas,普莱纳斯
leaburu,莱阿武鲁
valdeltormo,巴尔德尔托尔莫
royuela,罗尤埃拉
torrelacárcel,托雷拉卡尔塞尔
terriente,特连特
calcena,卡尔塞纳
boquiñeni,博基涅尼
sarrión,萨里翁
villarquemado,比利亚尔克马多
tiñosillos,蒂尼奥西略斯
solosancho,索洛桑乔
zaratán,萨拉坦
muñotello,穆尼奥特略
monsalupe,蒙萨卢佩
peñarrubia,佩尼亚鲁维亚
porreras,波雷拉斯
gaviria,加维里亚
mainar,迈纳尔
algarrobo,阿尔加罗沃
aznalcázar,阿斯纳尔卡萨尔
hernialde,埃尔尼亚尔德
isasondo,伊萨松多
valdelinares,巴尔德利纳雷斯
valdesamario,巴尔德萨马里奥
legorreta,莱戈雷塔
berástegui,贝拉斯特吉
trebujena,特雷武赫纳
ainzón,阿因松
lluchmayor,柳克马约尔
deva,德瓦
pinofranqueado,皮诺夫兰克阿多
tornos,托尔诺斯
albíztur,阿尔维斯图尔
elgueta,埃尔格塔
mallén,马连
lumbrales,伦夫拉莱斯
alzaga,阿尔萨加
papatrigo,帕帕特里戈
villel,比列尔
riodeva,里奥德瓦
almatret,阿尔马特雷特
tahal,塔阿尔
urrácal,乌拉卡尔
seseña,塞塞尼亚
cabra,卡夫拉
oseja,奥塞哈
larraul,拉劳尔
calmarza,卡尔马尔萨
mosqueruela,莫斯克鲁埃拉
orrios,奥里奥斯
mezalocha,梅萨洛查
saldón,萨尔东
alesón,阿莱松
galbárruli,加尔瓦鲁利
querol,克罗尔
alonsótegui,阿隆索特吉
terque,特尔克
paymogo,派莫戈
galisteo,加利斯特奥
eljas,埃尔哈斯
chodes,乔德斯
perdiguera,佩尔迪格拉
balconchán,巴尔孔钱
anento,阿嫩托
aguilón,阿吉隆
moneva,莫内瓦
acered,阿塞雷德
retascón,雷塔斯孔
cerveruela,塞尔韦鲁埃拉
alcaudete,阿尔考德特
arjonilla,阿尔霍尼利亚
alameda,阿拉梅达
taberno,塔韦尔诺
cambil,坎维尔
albornos,阿尔沃尔诺斯
arquillos,阿尔基略斯
canena,卡内纳
badules,巴杜莱斯
moscardón,莫斯卡尔东
mazaleón,马萨莱翁
valdealgorfa,巴尔德亚尔戈尔法
tramacastilla,特拉马卡斯蒂利亚
allariz,阿利亚里斯
sober,索韦尔
riotorto,里奥托尔托
hernani,埃尔纳尼
casatejada,卡萨特哈达
ladrillar,拉德里利亚尔
colungo,科伦戈
talayuela,塔莱韦拉
villamartín,比利亚马丁
laluenga,拉伦加
navardún,纳瓦尔敦
azlor,阿斯洛尔
mianos,米亚诺斯
villabraz,比利亚布拉斯
villamiel,比利亚米耶尔
aldealcorvo,阿尔德亚尔科尔沃
villamejil,比利亚梅希尔
antella,安特利亚
iberdrola,伊比德罗拉
torrijas,托里哈斯
puertomingalvo,普埃托明加尔沃
lascellasponzano,拉斯塞利亚斯蓬萨诺
ilche,伊尔切
piornal,皮奥尔纳尔
carcaboso,卡尔卡沃索
nuñomoral,努尼奥莫拉尔
purujosa,普鲁霍萨
nombrevilla,农夫雷维利亚
carenas,卡雷纳斯
monroyo,蒙罗约
ráfales,拉法莱斯
peracense,佩拉森塞
bijuesca,比胡埃斯卡
rillo,里略
berbegal,贝尔韦加尔
castillazuelo,卡斯蒂利亚苏埃洛
novillas,诺维利亚斯
valverdeenrique,巴尔韦德恩里克
peraltilla,佩拉尔蒂利亚
adahuesca,阿达韦斯卡
arlanzón,阿尔兰松
santoña,桑托尼亚
ariza,阿里萨
villamandos,比利亚曼多斯
rois,罗伊斯
villamol,比利亚莫尔
villaselán,比利亚塞兰
ardisa,阿尔迪萨
moyuela,莫尤埃拉
sigüés,锡圭斯
cox,科克斯
maluenda,马伦达
grisén,格里森
illueca,伊柳埃卡
iruelos,伊鲁埃洛斯
fuenteguinaldo,丰特吉纳尔多
tamames,塔马梅斯
mondarizbalneario,蒙达里斯瓦尔内亚里奥
castrocontrigo,卡斯特罗孔特里戈
carucedo,卡鲁塞多
corullón,科鲁利翁
navamorales,纳瓦莫拉莱斯
serrejón,塞雷洪
castraz,卡斯特拉斯
cepeda,塞佩达
cantaracillo,坎塔拉西略
santiso,桑蒂索
órdenes,奥尔德斯
cilleros,西列罗斯
caminomorisco,卡米诺莫里斯科
moeche,莫埃切
carracedelo,卡拉塞德洛
candeleda,坎德莱达
madroñera,马德罗涅拉
riolobos,里奥洛沃斯
acehúche,阿塞乌切
paniza,帕尼萨
jaulín,豪林
táliga,塔利加
torremejía,托雷梅希亚
torremayor,托雷马约尔
bañobárez,巴尼奥瓦雷斯
masueco,马苏埃科
barruecopardo,巴鲁埃科帕尔多
anoeta,阿诺埃塔
alhambra,阿尔安夫拉
abenójar,阿韦诺哈尔
buniel,布涅尔
socuéllamos,索库埃利亚莫斯
dozón,多松
viveros,比韦罗斯
zazuar,萨苏阿尔
valdecaballeros,巴尔德卡瓦列罗斯
quismondo,基斯蒙多
ojosalbos,奥霍斯阿尔沃斯
albillos,阿尔维略斯
somozas,索莫萨斯
vendrell,埃尔文德雷利
montroig,蒙特罗伊格德尔坎普
fontiveros,丰蒂韦罗斯
fabero,法韦罗
mazaricos,马萨里科斯
monfero,蒙费罗
mugardos,穆加尔多斯
navaridas,纳瓦里达斯
yepes,耶佩斯
cegama,塞加马
estada,埃斯塔达
yécora,耶科拉
cigoitia,锡戈伊蒂亚
ahigal,阿伊加尔
hornachuelos,奥尔纳丘埃洛斯
salvaleón,萨尔瓦莱翁
sanctispíritus,桑克蒂斯皮里图斯
benifallim,贝尼法利姆
saucedilla,绍塞迪利亚
sartajada,萨尔塔哈达
farlete,法尔莱特
jorcas,霍尔卡斯
lidón,利东
ródenas,罗德纳斯
loscos,洛斯科斯
gúdar,古达尔
bardallur,巴尔达柳尔
cipérez,西佩雷斯
valjunquera,巴尔洪克拉
ruesca,鲁埃斯卡
berdejo,贝尔德霍
villarluengo,比利亚尔伦戈
visiedo,比谢多
lagueruela,拉格鲁埃拉
jabaloyas,哈瓦洛亚斯
selaya,塞莱阿
malpartida,马尔帕尔蒂达
arandilla,阿兰迪利亚
bozoó,博索奥
fuentelisendo,丰特利森多
zael,赛尔
ameyugo,阿梅乌戈
talaván,塔拉万
lerma,莱尔马
cantalpino,坎塔尔皮诺
espadaña,埃斯帕达尼亚
cabrillas,卡夫里利亚斯
sariegos,萨列戈斯
villaquejida,比利亚克希达
galaroza,加拉罗萨
aroche,阿罗切
bonares,博纳雷斯
chucena,丘塞纳
suances,苏安塞斯
higueruela,伊格鲁埃拉
ontur,翁图尔
hinojos,伊诺霍斯
peñascosa,佩尼亚斯科萨
cortegana,科尔特加纳
alosno,阿洛斯诺
estercuel,埃斯特尔库埃尔
escucha,埃斯库查
yecla,耶克拉
camañas,卡马尼亚斯
bezas,贝萨斯
cella,塞利亚
alobras,阿洛夫拉斯
alsodux,阿尔索杜斯
rábade,拉瓦德
villanubla,比利亚努夫拉
roturas,罗图拉斯
campofrío,坎波夫里奥
villovieco,比略维耶科
matapozuelos,马塔波苏埃洛斯
nigüella,尼圭利亚
pinseque,平塞克
mojados,莫哈多斯
lumpiaque,伦皮亚克
fuensaldaña,丰萨尔达尼亚
