нюша,뉴샤,nyusha,nyusya
курникова,쿠르니코바,kurnikova,kureunikoba
рытхэу,릿헤우,rytheu,risheu
архипова,아르히포바,arhipova,areuhipoba
эдуард,예두아르트,eduard,yeduareuteu
успенский,우스펜스키,uspenskiy,useupenseuki
ковалёв,코발료프,kovalyov,kobalryopeu
калашников,칼라시니코프,kalashnikov,kalrasinikopeu
шевчук,솁추크,shevchuk,syebcukeu
аршавин,아르샤빈,arshavin,areusyabin
пажитнов,파지트노프,pazhitnov,pajiteunopeu
елизавета,옐리자베타,elizaveta,yelrijabeta
боярская,보야르스카야,boyarskaya,boyareuseukaya
апаликов,아팔리코프,apalikov,apalrikopeu
соколов,소콜로프,sokolov,sokolropeu
василий,바실리,vasiliy,basilri
иванович,이바노비치,ivanovich,ibanobici
петров,페트로프,petrov,peteuropeu
язов,야조프,yazov,yajopeu
медведев,메드베데프,medvedev,medeubedepeu
андреева,안드레예바,andreeva,andeureyeba
кириленко,키릴렌코,kirilenko,kirilrenko
надежда,나데즈다,nadezhda,nadejeuda
петрова,페트로바,petrova,peteuroba
бондарчук,본다르추크,bondarchuk,bondareucukeu
губин,구빈,gubin,gubin
осипов,오시포프,osipov,osipopeu
учитель,우치텔,uchitel,ucitel
куликов,쿨리코프,kulikov,kulrikopeu
огарков,오가르코프,ogarkov,ogareukopeu
литвиненко,리트비넨코,litvinenko,riteubinenko
спасский,스파스키,spasskiy,seupaseuki
ирина,이리나,irina,irina
бочкарёва,투로바,bochkaryova,turoba
колкер,콜케르,kolker,kolkereu
магомет,마고메트,magomet,magometeu
исаев,이사예프,isaev,isayepeu
роман,로만,roman,roman
узденов,우즈데노프,uzdenov,ujeudenopeu
марат,마라트,marat,marateu
сафин,사핀,safin,sapin
анатолий,아나톨리,anatoliy,anatolri
карпов,카르포프,karpov,kareupopeu
озолин,오졸린,ozolin,ojolrin
ботвинник,보트비닉,botvinnik,boteubinig
станислав,스타니슬라프,stanislav,seutaniseulrapeu
жерар,제라르,zherar,jerareu
депардьё,드파르디외,depardyo,deupareudioe
никита,니키타,nikita,nikita
михалков,미할코프,mihalkov,mihalkopeu
прохоров,프로호로프,prohorov,peurohoropeu
геннадий,겐나디,gennadiy,gennadi
янаев,야나예프,yanaev,yanayepeu
коростелёва,코로스텔료바,korostelyova,koroseutelryoba
саитов,사이토프,saitov,saitopeu
власов,블라소프,vlasov,beulrasopeu
охлобыстин,옥시글로비스틴,ohlobystin,ogsigeulrobiseutin
борчин,보르친,borchin,boreucin
денис,데니스,denis,deniseu
нижегородов,니제고로도프,nizhegorodov,nijegorodopeu
сильнов,실노프,silnov,silnopeu
морозов,모로조프,morozov,morojopeu
абрамович,아브라모비치,abramovich,abeuramobici
константин,콘스탄틴,konstantin,konseutantin
новосёлов,노보셀로프,novosyolov,noboselropeu
масляков,마슬랴코프,maslyakov,maseulryakopeu
сокуров,소쿠로프,sokurov,sokuropeu
лариса,라리사,larisa,rarisa
латынина,라티니나,latynina,ratinina
бекетов,베케토프,beketov,beketopeu
нойштедтер,노이슈테터,noyshtedter,noisyuteteo
лавров,라브로프,lavrov,rabeuropeu
лев,레프,lev,repeu
гумилёв,구밀료프,gumilyov,gumilryopeu
кирилл,키릴,kirill,kiril
князев,크냐제프,knyazev,keunyajepeu
магомед,마고메트,magomed,magometeu
оздоев,오즈도예프,ozdoev,ojeudoyepeu
турова,투로바,turova,turoba
пашинин,파시닌,pashinin,pasinin
ренат,레나트,renat,renateu
янбаев,얀바예프,yanbaev,yanbayepeu
доку,도쿠,doku,doku
умаров,우마로프,umarov,umaropeu
ходорковский,호도르콥스키,hodorkovskiy,hodoreukobseuki
гайдамачук,가이다마추크,gaydamachuk,gaidamacukeu
олейников,올레이니코프,oleynikov,olreinikopeu
ильгар,일가르,ilgar,ilgareu
мамедов,마메도프,mamedov,mamedopeu
александра,알렉산드라,aleksandra,alregsandeura
коллонтай,콜론타이,kollontay,kolrontai
кончаловский,콘찰로프스키,konchalovskiy,koncalropeuseuki
леонов,레오노프,leonov,reonopeu
алан,알란,alan,alran
дзагоев,자고예프,dzagoev,jagoyepeu
зюганов,주가노프,zyuganov,juganopeu
черномырдин,체르노미르딘,chernomyrdin,cereunomireudin
давыденко,다비덴코,davydenko,dabidenko
зубков,줍코프,zubkov,jubkopeu
людмила,류드밀라,lyudmila,ryudeumilra
петрушевская,페트루솁스카야,petrushevskaya,peteurusyebseukaya
мясников,먀스니코프,myasnikov,myaseunikopeu
воронин,보로닌,voronin,boronin
касьянов,카시야노프,kasyanov,kasiyanopeu
фрадков,프랏코프,fradkov,peuraskopeu
дуров,두로프,durov,duropeu
лужков,루시코프,luzhkov,rusikopeu
арсен,아르센,arsen,areusen
галстян,갈스탼,galstyan,galseutyan
матвиенко,마트비옌코,matvienko,mateubiyenko
гурченко,구르첸코,gurchenko,gureucenko
парыгин,파리긴,parygin,parigin
зобнин,조브닌,zobnin,jobeunin
чумичева,추미체바,chumicheva,cumiceba
анюков,아뉴코프,anyukov,anyukopeu
захар,자하르,zahar,jahareu
брон,브론,bron,beuron
грызлов,그리즐로프,gryzlov,geurijeulropeu
башмет,바시메트,bashmet,basimeteu
арнольд,아르놀트,arnold,areunolteu
мстислав,므스티슬라프,mstislav,meuseutiseulrapeu
ростропович,로스트로포비치,rostropovich,roseuteuropobici
герман,게르만,german,gereuman
титов,티토프,titov,titopeu
алексеевич,알렉세예비치,alekseevich,alregseyebici
абрикосов,아브리코소프,abrikosov,abeurikosopeu
савицкая,사비츠카야,savickaya,sabiceukaya
жорес,조레스,zhores,joreseu
алфёров,알표로프,alfyorov,alpyoropeu
карелин,카렐린,karelin,karelrin
басков,바스코프,baskov,baseukopeu
жирков,지르코프,zhirkov,jireukopeu
навальный,나발니,navalnyy,nabalni
ашкенази,아슈케나지,ashkenazi,asyukenaji
альфред,알프레트,alfred,alpeureteu
шнитке,시닛케,shnitke,siniske
коротаев,코로타예프,korotaev,korotayepeu
уланова,울라노바,ulanova,ulranoba
гарри,게리,garri,geri
каспаров,카스파로프,kasparov,kaseuparopeu
тарасова,타라소바,tarasova,tarasoba
бабицкий,바비츠키,babickiy,babiceuki
игорь,이고리,igor,igori
денисов,데니소프,denisov,denisopeu
зырянов,지랴노프,zyryanov,jiryanopeu
динияр,디니야르,diniyar,diniyareu
билялетдинов,빌랼레트디노프,bilyaletdinov,bilryalreteudinopeu
горбачёв,고르바초프,gorbachyov,goreubacopeu
марис,마리스,maris,mariseu
янсонс,얀손스,yansons,yansonseu
кузнецова,쿠즈네초바,kuznecova,kujeunecoba
ходченкова,홋첸코바,hodchenkova,hoscenkoba
васильев,바실리예프,vasilev,basilriyepeu
давид,다비트,david,dabiteu
тухманов,투흐마노프,tuhmanov,tuheumanopeu
жижикин,지지킨,zhizhikin,jijikin
манин,마닌,manin,manin
белов,벨로프,belov,belropeu
баликоева,베르체노바,balikoeva,bereucenoba
владимировна,블라디미로브나,vladimirovna,beulradimirobeuna
романова,로마노프,romanova,romanopeu
екатерина,예카테리나,ekaterina,yekaterina
галкина,갈키나,galkina,galkina
лобачёва,로바초바,lobachyova,robacoba
хакамада,하카마다,hakamada,hakamada
шуфутинский,슈프틴스키,shufutinskiy,syupeutinseuki
исайчев,이사이체프,isaychev,isaicepeu
гребенщиков,그레벤슈치코프,grebenshchikov,geurebensyucikopeu
авербух,아베르부흐,averbuh,abereubuheu
исакова,이사코바,isakova,isakoba
рыбников,리브니코프,rybnikov,ribeunikopeu
волков,볼코프,volkov,bolkopeu
быков,비코프,bykov,bikopeu
вячеслав,뱌체슬라프,vyacheslav,byaceseulrapeu
анисин,아니신,anisin,anisin
шеригоол,셰리크올,sherigool,syerikeuol
ооржак,오르자크,oorzhak,oreujakeu
леонид,레오니트,leonid,reoniteu
маркелов,마르켈로프,markelov,mareukelropeu
ковальчук,치크,kovalchuk,cikeu
валентин,발렌틴,valentin,balrentin
павлов,파블로프,pavlov,pabeulropeu
ингеборга,잉게보르가,ingeborga,inggeboreuga
дапкунайте,다프쿠나이트,dapkunayte,dapeukunaiteu
арбачаков,아르바차코프,arbachakov,areubacakopeu
аверина,아베리나,averina,aberina
жириновский,지리놉스키,zhirinovskiy,jirinobseuki
добронравов,도브론라보프,dobronravov,dobeuronrabopeu
акинфеев,아킨페예프,akinfeev,akinpeyepeu
лунгин,룽겐,lungin,runggen
станишев,스타니셰프,stanishev,seutanisyepeu
синайский,시나이스키,sinayskiy,sinaiseuki
вырупаев,비루파예프,vyrupaev,birupayepeu
джамал,자말,dzhamal,jamal
отарсултанов,오타르술타노프,otarsultanov,otareusultanopeu
белоусова,벨로우소바,belousova,belrousoba
залётин,잘료틴,zalyotin,jalryotin
лончаков,론차코프,lonchakov,roncakopeu
аринбасарова,아린바사로바,arinbasarova,arinbasaroba
боярский,보야르스키,boyarskiy,boyareuseuki
талызина,탈리지나,talyzina,talrijina
лагно,라흐노,lagno,raheuno
глазьев,글라지예프,glazev,geulrajiyepeu
тарасенко,타라센코,tarasenko,tarasenko
чубайс,추바이스,chubays,cubaiseu
майя,마이야,mayya,maiya
усова,우소바,usova,usoba
анастасия,아나스타시야,anastasiya,anaseutasiya
близнюк,블리즈뉴크,bliznyuk,beulrijeunyukeu
широков,시로코프,shirokov,sirokopeu
малафеев,말라페예프,malafeev,malrapeyepeu
цымбаларь,침발라르,cymbalar,cimbalrareu
тимур,티무르,timur,timureu
дибиров,디비로프,dibirov,dibiropeu
кириченко,키리첸코,kirichenko,kiricenko
данилович,다닐로비치,danilovich,danilrobici
митрохин,미트로힌,mitrohin,miteurohin
кержаков,케르자코프,kerzhakov,kereujakopeu
иванов,이바노프,ivanov,ibanopeu
емельяненко,예멜리아넨코,emelyanenko,yemelrianenko
явлинский,야블린스키,yavlinskiy,yabeulrinseuki
кристина,크리스티나,kristina,keuriseutina
асмус,아스무스,asmus,aseumuseu
нина,니나,nina,nina
жук,주크,zhuk,jukeu
погонина,포고니나,pogonina,pogonina
спесивцев,스페십체프,spesivcev,seupesibcepeu
скворцов,스크보르초프,skvorcov,seukeuboreucopeu
воробьёв,보로비요프,vorobyov,borobiyopeu
дугин,두긴,dugin,dugin
домрачева,돔라체바,domracheva,domraceba
кафельников,카펠니코프,kafelnikov,kapelnikopeu
рождественский,로즈데스트벤스키,rozhdestvenskiy,rojeudeseuteubenseuki
поздняков,포즈냐코프,pozdnyakov,pojeunyakopeu
хаджимурад,하지무라트,hadzhimurad,hajimurateu
магомедов,마고메도프,magomedov,magomedopeu
буре,부레,bure,bure
аниш,아니쉬,anish,aniswi
гири,기리,giri,giri
лундстрем,룬츠트렘,lundstrem,runceuteurem
языков,야지코프,yazykov,yajikopeu
харин,하린,harin,harin
рамзан,람잔,ramzan,ramjan
кадыров,카디로프,kadyrov,kadiropeu
логунов,로구노프,logunov,rogunopeu
березуцкий,베레주츠키,berezuckiy,berejuceuki
фетисов,페티소프,fetisov,petisopeu
светикова,스베티코바,svetikova,seubetikoba
карякин,카랴킨,karyakin,karyakin
сослан,소슬란,soslan,soseulran
андиев,안디예프,andiev,andiyepeu
гудков,굿코프,gudkov,guskopeu
махарбек,마하르베크,maharbek,mahareubekeu
хадарцев,하다르체프,hadarcev,hadareucepeu
клейбанова,클레이바노바,kleybanova,keulreibanoba
постнова,포스트노바,postnova,poseuteunoba
викторенко,빅토렌코,viktorenko,bigtorenko
васюнов,바슈노프,vasyunov,basyunopeu
реналь,레날,renal,renal
ганеев,가네예프,ganeev,ganeyepeu
алдонин,알도닌,aldonin,aldonin
юлия,율리야,yuliya,yulriya
волкова,볼코바,volkova,bolkoba
рахим,라힘,rahim,rahim
чакхиев,차흐키예프,chakhiev,caheukiyepeu
коротышкин,코로티시킨,korotyshkin,korotisikin
чуркин,추르킨,churkin,cureukin
игнашевич,이그나셰비치,ignashevich,igeunasyebici
белых,벨리흐,belyh,belriheu
шувалов,슈발로프,shuvalov,syubalropeu
адамов,아다모프,adamov,adamopeu
гончар,곤차르,gonchar,goncareu
андрианов,안드리아노프,andrianov,andeurianopeu
чернецкий,체르네츠키,cherneckiy,cereuneceuki
хаирова,하이로바,hairova,hairoba
рустэм,루스템,rustem,ruseutem
хамитов,하미토프,hamitov,hamitopeu
гербер,게르베르,gerber,gereubereu
шульгин,슐긴,shulgin,syulgin
аллилуева,알릴루예바,allilueva,alrilruyeba
воротников,보롯니코프,vorotnikov,borosnikopeu
магомедсалам,마고메드살람,magomedsalam,magomedeusalram
муху,무후,muhu,muhu
алиев,알리예프,aliev,alriyepeu
талгат,탈가트,talgat,talgateu
мусабаев,무사바예프,musabaev,musabayepeu
вдовиченков,브도비첸코프,vdovichenkov,beudobicenkopeu
