stefano,스테파노,seutepano
atessa,아테사,atesa
bomba,봄바,bomba
borrello,보렐로,borelro
bucchianico,부키아니코,bukianiko
viterbo,비테르보,bitereubo
rieti,리에티,rieti
latina,라티나,ratina
casoli,카솔리,kasolri
castelguidone,카스텔구이도네,kaseutelguidone
colledimacine,콜레디마치네,kolredimacine
colledimezzo,콜레디메초,kolredimeco
civitaluparella,치비탈루파렐라,cibitalruparelra
veggiano,베자노,bejano
frosinone,프로시노네,peurosinone
avellino,아벨리노,abelrino
benevento,베네벤토,benebento
isernia,이세르니아,isereunia
foggia,포자,poja
barletta,바를레타,bareulreta
dogliola,돌리올라,dolriolra
fraine,프라이네,peuraine
fossacesia,포사체시아,posacesia
filetto,필레토,pilreto
andria,안드리아,andeuria
cupello,쿠펠로,kupelro
crecchio,크레키오,keurekio
trani,트라니,teurani
taranto,타란토,taranto
fresagrandinaria,프레사그란디나리아,peuresageurandinaria
frisa,프리사,peurisa
furci,푸르치,pureuci
gessopalena,제소팔레나,jesopalrena
gamberale,감베랄레,gamberalre
matera,마테라,matera
vo',보,bo
cosenza,코센차,kosenca
sassari,사사리,sasari
guardiagrele,구아르디아그렐레,guareudiageurelre
lentella,렌텔라,rentelra
guilmi,구일미,guilmi
olbia,올비아,olbia
nuoro,누오로,nuoro
gaiba,가이바,gaiba
montenerodomo,몬테네로도모,montenerodomo
monteodorisio,몬테오도리시오,monteodorisio
mozzagrogna,모차그로냐,mocageuronya
orsogna,오르소냐,oreusonya
albignasego,알비냐세고,albinyasego
lanusei,라누세이,ranusei
sanluri,산루리,sanruri
tortolì,토르톨리,toreutolri
carbonia,카르보니아,kareubonia
oristano,오리스타노,oriseutano
lettopalena,레토팔레나,retopalrena
liscia,리시아,risia
villacidro,빌라치드로,bilracideuro
vigonza,비곤차,bigonca
miglianico,밀리아니코,milrianiko
montazzoli,몬타촐리,montacolri
paglieta,팔리에타,palrieta
palena,팔레나,palrena
palmoli,팔몰리,palmolri
siracusa,시라쿠사,sirakusa
messina,메시나,mesina
adria,아드리아,adeuria
palombaro,팔롬바로,palrombaro
ortona,오르토나,oreutona
iglesias,이글레시아스,igeulresiaseu
trapani,트라파니,teurapani
este,에스테,eseute
caltanissetta,칼타니세타,kaltaniseta
enna,엔나,enna
pennadomo,펜나도모,pennadomo
pennapiedimonte,펜나피에디몬테,pennapiedimonte
pizzoferrato,피초페라토,picoperato
perano,페라노,perano
agrigento,아그리젠토,ageurijento
rapino,라피노,rapino
roccamontepiano,로카몬테피아노,rokamontepiano
ragusa,라구사,ragusa
agile,애자일,aejail
vescovana,베스코바나,beseukobana
camposampiero,캄포삼피에로,kamposampiero
province,이탈리아의,italriayi
poggiofiorito,포조피오리토,pojopiorito
pretoro,프레토로,peuretoro
pollutri,폴루트리,polruteuri
quadri,콰드리,kwadeuri
roccaspinalveti,로카스피날베티,rokaseupinalbeti
roccascalegna,로카스칼레냐,rokaseukalrenya
rosello,로셀로,roselro
tollo,톨로,tolro
vacri,바크리,bakeuri
tufillo,투필로,tupilro
scerni,셰르니,syereuni
treglio,트렐리오,teurelrio
lyskamm,리스캄,riseukam
tornareccio,토르나레초,toreunareco
torrebruna,토레브루나,torebeuruna
villamagna,빌라마냐,bilramanya
villalfonsina,빌랄폰시나,bilralponsina
vasto,바스토,baseuto
brittoli,브리톨리,beuritolri
abbateggio,아바테조,abatejo
alanno,알란노,alranno
cittanova,치타노바,citanoba
cinquefrondi,친퀘프론디,cinkwepeurondi
catignano,카티냐노,katinyano
cepagatti,체파가티,cepagati
scafati,스카파티,seukapati
veroli,베롤리,berolri
civitaquana,치비타콰나,cibitakwana
collecorvino,콜레코르비노,kolrekoreubino
farindola,파린돌라,parindolra
elice,엘리체,elrice
corvara,코르바라,koreubara
cugnoli,쿠뇰리,kunyolri
lettomanoppello,레토마노펠로,retomanopelro
manoppello,마노펠로,manopelro
fénis,페니스,peniseu
pianella,피아넬라,pianelra
courmayeur,쿠르마유르,kureumayureu
pietranico,피에트라니코,pieteuraniko
locri,로크리,rokeuri
moscufo,모스쿠포,moseukupo
nocciano,노차노,nocano
penne,펜네,penne
pescosansonesco,페스코산소네스코,peseukosansoneseuko
montesilvano,몬테실바노,montesilbano
picciano,피차노,picano
scafa,스카파,seukapa
serramonacesca,세라모나체스카,seramonaceseuka
spoltore,스폴토레,seupoltore
rosciano,로시아노,rosiano
salle,살레,salre
palmi,팔미,palmi
hône,오네,one
roccamorice,로카모리체,rokamorice
vicoli,비콜리,bikolri
turrivalignani,투리발리냐니,turibalrinyani
ancarano,안카라노,ankarano
arsita,아르시타,areusita
atri,아트리,ateuri
castilenti,카스틸렌티,kaseutilrenti
castelli,카스텔리,kaseutelri
castellalto,카스텔랄토,kaseutelralto
basciano,바시아노,basiano
bellante,벨란테,belrante
bisenti,비센티,bisenti
colonnella,콜론넬라,kolronnelra
controguerra,콘트로구에라,konteuroguera
corropoli,코로폴리,koropolri
canzano,칸차노,kancano
campli,캄플리,kampeulri
colledara,콜레다라,kolredara
rhêmesnotredame,렘노트르담,remnoteureudam
cortino,코르티노,koreutino
cermignano,체르미냐노,cereuminyano
montefino,몬테피노,montepino
nereto,네레토,nereto
notaresco,노타레스코,notareseuko
crognaleto,크로냘레토,keuronyalreto
silvi,실비,silbi
sant'omero,산토메로,santomero
giulianova,줄리아노바,julrianoba
pietracamela,피에트라카멜라,pieteurakamelra
pineto,피네토,pineto
martinsicuro,마르틴시쿠로,mareutinsikuro
lancia,란차,ranca
maserati,마세라티,maserati
alberobello,알베로벨로,alberobelro
tortoreto,토르토레토,toreutoreto
tossicia,토시차,tosica
siligo,실리고,silrigo
corato,코라토,korato
monopoli,모노폴리,monopolri
pompei,폼페이,pompei
aquilonia,아퀼로니아,akwilronia
andretta,안드레타,andeureta
atripalda,아트리팔다,ateuripalda
gallia,갈리아,galria
cairano,카이라노,kairano
calabritto,칼라브리토,kalrabeurito
calitri,칼리트리,kalriteuri
bisaccia,비사차,bisaca
baiano,바이아노,baiano
legnano,레냐노,renyano
bonito,보니토,bonito
avella,아벨라,abelra
candida,칸디다,kandida
arese,아레세,arese
casalbore,카살보레,kasalbore
castelfranci,카스텔프란치,kaseutelpeuranci
domicella,도미첼라,domicelra
flumeri,플루메리,peulrumeri
solferino,솔페리노,solperino
caposele,카포셀레,kaposelre
carife,카리페,karipe
cervinara,체르비나라,cereubinara
cesinali,체시날리,cesinalri
chianche,키안케,kianke
fontanarosa,폰타나로사,pontanarosa
contrada,콘트라다,konteurada
colorina,콜로리나,kolrorina
frigento,프리젠토,peurijento
forino,포리노,porino
gesualdo,제수알도,jesualdo
greci,그레치,geureci
sei,식스,sigseu
nazioni,네이션스,neisyeonseu
grottaminarda,그로타미나르다,geurotaminareuda
grottolella,그로톨렐라,geurotolrelra
manocalzati,마노칼차티,manokalcati
isole,트레미티,teuremiti
tremiti,제도,jedo
lacedonia,라체도니아,racedonia
lapio,라피오,rapio
lioni,리오니,rioni
lauro,라우로,rauro
luogosano,루오고사노,ruogosano
montemarano,몬테마라노,montemarano
montemiletto,몬테밀레토,montemilreto
monteverde,몬테베르데,montebereude
moschiano,모스키아노,moseukiano
nusco,누스코,nuseuko
mercogliano,메르콜리아노,mereukolriano
montefalcione,몬테팔초네,montepalcone
montaguto,몬타구토,montaguto
montefusco,몬테푸스코,montepuseuko
montefredane,몬테프레다네,montepeuredane
sirone,시로네,sirone
pietrastornina,피에트라스토르니나,pieteuraseutoreunina
parolise,파롤리세,parolrise
paternopoli,파테르노폴리,patereunopolri
quadrelle,콰드렐레,kwadeurelre
quindici,퀸디치,kwindici
ginosa,지노사,jinosa
rotondi,로톤디,rotondi
roccabascerana,로카바셰라나,rokabasyerana
serino,세리노,serino
senerchia,세네르키아,senereukia
mottola,모톨라,motolra
segrate,쎄그라떼,ssegeuradde
rogeno,로제노,rojeno
scampitella,스캄피텔라,seukampitelra
bucine,부치네,bucine
sirignano,시리냐노,sirinyano
solofra,솔로프라,solropeura
sperone,스페로네,seuperone
torrioni,토리오니,torioni
teora,테오라,teora
sturno,스투르노,seutureuno
summonte,숨몬테,summonte
taurano,타우라노,taurano
lucignano,루치냐노,rucinyano
campolattaro,캄폴라타로,kampolrataro
laterina,라테리나,raterina
tufo,투포,tupo
trevico,트레비코,teurebiko
vallata,발라타,balrata
vallesaccarda,발레사카르다,balresakareuda
villamaina,빌라마이나,bilramaina
venticano,벤티카노,bentikano
chioggia,키오자,kioja
baselice,바셀리체,baselrice
arpaise,아르파이세,areupaise
casarano,카사라노,kasarano
bonea,보네아,bonea
circello,치르첼로,cireucelro
buonalbergo,부오날베르고,buonalbereugo
bucciano,부차노,bucano
airola,아이롤라,airolra
sansepolcro,산세폴크로,sansepolkeuro
montemignaio,몬테미냐이오,monteminyaio
monterchi,몬테르키,montereuki
apice,아피체,apice
montevarchi,몬테바르키,montebareuki
zungoli,춘골리,cungolri
arpaia,아르파이아,areupaia
apollosa,아폴로사,apolrosa
dugenta,두젠타,dujenta
castelvenere,카스텔베네레,kaseutelbenere
durazzano,두라차노,duracano
faicchio,파이키오,paikio
casalduni,카살두니,kasalduni
castelpoto,카스텔포토,kaseutelpoto
castelpagano,카스텔파가노,kaseutelpagano
guagnano,구아냐노,guanyano
gallipoli,갈리폴리,galripolri
foglianise,폴리아니세,polrianise
forchia,포르키아,poreukia
cautano,카우타노,kautano
ceppaloni,체팔로니,cepalroni
limatola,리마톨라,rimatolra
melizzano,멜리차노,melricano
pannarano,판나라노,pannarano
acerno,아체르노,acereuno
agropoli,아그로폴리,ageuropolri
moiano,모이아노,moiano
molinara,몰리나라,molrinara
montesarchio,몬테사르키오,montesareukio
pietraroja,피에트라로야,pieteuraroya
pietrelcina,피에트렐치나,pieteurelcina
albanella,알바넬라,albanelra
paduli,파둘리,padulri
puglianello,풀리아넬로,pulrianelro
reino,레이노,reino
amalfi,아말피,amalpi
neos,네오스,neoseu
air,에어,eeo
angri,안그리,angeuri
aquara,아콰라,akwara
ascea,아셰아,asyea
otranto,오트란토,oteuranto
morcone,모르코네,moreukone
pontelandolfo,폰텔란돌포,pontelrandolpo
gorgonzola,고르곤촐라,goreugoncolra
specchia,스페키아,seupekia
sassinoro,사시노로,sasinoro
casalbuono,카살부오노,kasalbuono
bellizzi,벨리치,belrici
battipaglia,바티팔리아,batipalria
auletta,아울레타,aulreta
atrani,아트라니,ateurani
bellosguardo,벨로스구아르도,belroseuguareudo
bracigliano,브라칠리아노,beuracilriano
buonabitacolo,부오나비타콜로,buonabitakolro
buccino,부치노,bucino
caggiano,카자노,kajano
camerota,카메로타,kamerota
calvanico,칼바니코,kalbaniko
campagna,캄파냐,kampanya
cannalonga,칸날론가,kannalronga
campora,캄포라,kampora
torrecuso,토레쿠소,torekuso
colliano,콜리아노,kolriano
solopaca,솔로파카,solropaka
castelcivita,카스텔치비타,kaseutelcibita
castellabate,카스텔라바테,kaseutelrabate
cicerale,치체랄레,ciceralre
ceraso,체라소,ceraso
controne,콘트로네,konteurone
corbara,코르바라,koreubara
cetara,체타라,cetara
eboli,에볼리,ebolri
felitto,펠리토,pelrito
filattiera,필라티에라,pilratiera
comano,코마노,komano
unicredit,우니크레디트,unikeurediteu
fivizzano,피비차노,pibicano
montignoso,몬티뇨소,montinyoso
mulazzo,물라초,mulraco
fosdinovo,포스디노보,poseudinobo
furore,푸로레,purore
fisciano,피시아노,pisiano
futani,푸타니,putani
centola,첸톨라,centolra
bagnone,바뇨네,banyone
aulla,아울라,aulra
maiori,마이오리,maiori
lustra,루스트라,ruseuteura
laviano,라비아노,rabiano
canossa,카노사,kanosa
laurino,라우리노,raurino
giungano,준가노,jungano
gioi,조이,joi
castellarano,카스텔라라노,kaseutelrarano
ispani,이스파니,iseupani
minori,미노리,minori
podenzana,포덴차나,podencana
pontremoli,폰트레몰리,ponteuremolri
zeri,체리,ceri
tresana,트레사나,teuresana
novellara,노벨라라,nobelrara
morigerati,모리제라티,morijerati
montecorice,몬테코리체,montekorice
alife,알리페,alripe
ailano,아일라노,ailrano
ottati,오타티,otati
pagani,파가니,pagani
padula,파둘라,padulra
omignano,오미냐노,ominyano
orria,오리아,oria
bellona,벨로나,belrona
perdifumo,페르디푸모,pereudipumo
perito,페리토,perito
caiazzo,카이아초,kaiaco
caianello,카이아넬로,kaianelro
palomonte,팔로몬테,palromonte
pellezzano,펠레차노,pelrecano
cannaregio,카나레조,kanarejo
dorsoduro,도르소두로,doreusoduro
murano,무라노,murano
castello,카스텔로,kaseutelro
burano,부라노,burano
alvignano,알비냐노,albinyano
arienzo,아리엔초,arienco
praiano,프라이아노,peuraiano
pertosa,페르토사,pereutosa
petina,페티나,petina
camigliano,카밀리아노,kamilriano
pisciotta,피시오타,pisiota
piaggine,피아지네,piajine
pollica,폴리카,polrika
polla,폴라,polra
capodrise,카포드리세,kapodeurise
positano,포시타노,positano
postiglione,포스틸리오네,poseutilrione
carinola,카리놀라,karinolra
ravello,라벨로,rabelro
ricigliano,리칠리아노,ricilriano
casagiove,카사조베,kasajobe
casapesenna,카사페센나,kasapesenna
casaluce,카살루체,kasalruce
roccadaspide,로카다스피데,rokadaseupide
roccagloriosa,로카글로리오사,rokageulroriosa
capua,카푸아,kapua
carinaro,카리나로,karinaro
rutino,루티노,rutino
roscigno,로시뇨,rosinyo
rofrano,로프라노,ropeurano
cellole,첼롤레,celrolre
sacco,사코,sako
salento,살렌토,salrento
salvitelle,살비텔레,salbitelre
prevalle,프레발레,peurebalre
casapulla,카사풀라,kasapulra
roccapiemonte,로카피에몬테,rokapiemonte
cervino,체르비노,cereubino
ciorlano,초를라노,coreulrano
cesa,체사,cesa
curti,쿠르티,kureuti
galluccio,갈루초,galruco
grazzanise,그라차니세,geuracanise
dragoni,드라고니,deuragoni
formicola,포르미콜라,poreumikolra
fontegreca,폰테그레카,pontegeureka
francolise,프란콜리세,peurankolrise
frignano,프리냐노,peurinyano
santomenna,산토멘나,santomenna
sanza,산차,sanca
montescudo,몬테스쿠도,monteseukudo
sapri,사프리,sapeuri
sarno,사르노,sareuno
lusciano,루시아노,rusiano
rudiano,루디아노,rudiano
sant'arsenio,산타르세니오,santareusenio
salò,살로,salro
sassano,사사노,sasano
mondragone,몬드라고네,mondeuragone
marcianise,마르차니세,mareucanise
serramezzana,세라메차나,seramecana
serre,세레,sere
pietramelara,피에트라멜라라,pieteuramelrara
letino,레티노,retino
liberi,리베리,riberi
torraca,토라카,toraka
torchiara,토르키아라,toreukiara
roccamonfina,로카몬피나,rokamonpina
siano,시아노,siano
coriano,코리아노,koriano
parete,파레테,parete
pastorano,파스토라노,paseutorano
istrana,이스트라나,iseuteurana
tortorella,토르토렐라,toreutorelra
pratella,프라텔라,peuratelra
tramonti,트라몬티,teuramonti
trentinara,트렌티나라,teurentinara
stio,스티오,seutio
teggiano,테자노,tejano
pietravairano,피에트라바이라노,pieteurabairano
pontelatone,폰텔라토네,pontelratone
valva,발바,balba
vibonati,비보나티,bibonati
raviscanina,라비스카니나,rabiseukanina
presenzano,프레센차노,peuresencano
recale,레칼레,rekalre
riardo,리아르도,riareudo
roccaromana,로카로마나,rokaromana
ruviano,루비아노,rubiano
banca,반카,banka
dei,데이,dei
paschi,파스키,paseuki
calenzano,칼렌차노,kalrencano
castelfiorentino,카스텔피오렌티노,kaseutelpiorentino
sonico,소니코,soniko
sant'arpino,산타르피노,santareupino
certaldo,체르탈도,cereutaldo
firenzuola,피렌추올라,pirencuolra
fucecchio,푸체키오,pucekio
sparanise,스파라니세,seuparanise
teano,테아노,teano
succivo,수치보,sucibo
verucchio,베루키오,berukio
dicomano,디코마노,dikomano
fiesole,피에솔레,piesolre
mirano,미라노,mirano
maradona,마라도나,maradona
impruneta,임프루네타,impeuruneta
teverola,테베롤라,teberolra
montaione,몬타이오네,montaione
viggiano,비지아노,bijiano
vitulazio,비툴라치오,bitulracio
montespertoli,몬테스페르톨리,monteseupereutolri
scarperia,스카르페리아,seukareuperia
amaseno,아마세노,amaseno
anagni,아나니,anani
aquino,아퀴노,akwino
scandicci,스칸디치,seukandici
pelago,펠라고,pelrago
reggello,레젤로,rejelro
pontassieve,폰타시에베,pontasiebe
rufina,루피나,rupina
euganeo,에우가네오,euganeo
acquafondata,아콰폰다타,akwapondata
acuto,아쿠토,akuto
alvito,알비토,albito
atina,아티나,atina
ausonia,아우소니아,ausonia
londa,론다,ronda
marradi,마라디,maradi
ceccano,체카노,cekano
castrocielo,카스트로치엘로,kaseuteurocielro
casalattico,카살라티코,kasalratiko
broccostella,브로코스텔라,beurokoseutelra
monfalcone,몬팔코네,monpalkone
vinci,빈치,binci
cassino,카시노,kasino
castelliri,카스텔리리,kaseutelriri
arpino,아르피노,areupino
casalvieri,카살비에리,kasalbieri
grado,그라도,geurado
medea,메데아,medea
milanomalpensa,공항,gonghang
juventus,유벤투스,yubentuseu
stadium,스타디움,seutadium
noale,노알레,noalre
signa,시냐,sinya
vicchio,비키오,bikio
vaglia,발리아,balria
arnara,아르나라,areunara
arce,아르체,areuce
collepardo,콜레파르도,kolrepareudo
asiago,아시아고,asiago
