françois,弗朗索瓦
bootzheim,博蔡姆
benfeld,本费尔德
dachstein,达克什泰因
bernardvillé,贝纳尔维莱
dangolsheim,当戈尔赛姆
florac,弗洛拉克
ponceylèsathée,蓬塞莱萨泰
labergementlèsauxonne,拉贝热芒莱索克索讷
magnymontarlot,马尼蒙塔尔洛
flageylèsauxonne,弗拉热莱索克索讷
bitche,比奇
poissy,普瓦西
spicheren,斯皮什伦
scychazelles,锡沙泽勒
dianecapelle,迪亚讷卡佩勒
lambach,兰巴赫
bourscheid,布尔沙伊德
sillegny,锡莱尼
bouzonville,布宗维尔
carling,卡兰
sainthubert,圣于贝尔
plesnois,普莱努瓦
pange,庞日
féy,费伊
lugdunum,里昂高卢罗马博物馆
derval,代尔瓦勒
adamswiller,阿达姆斯维莱尔
altenheim,阿尔特奈姆
duttlenheim,迪特勒奈姆
wœrth,沃尔特
vionville,维永维尔
barr,巴尔
rhônealpes,罗讷阿尔卑斯
bischoffsheim,比绍夫赛姆
bilwisheim,比尔维赛姆
illange,伊朗日
pierrevillers,皮埃尔维莱
sillyensaulnois,西利昂索努瓦
billey,比耶
champdôtre,尚多特尔
auxonne,欧克索讷
flammerans,弗拉默朗
athée,阿泰
piblange,皮布朗日
réning,雷南
soirans,苏瓦朗
pont,蓬
momerstroff,莫梅尔斯特罗夫
riche,里什
neunkirchenlèsbouzonville,讷恩基申莱布宗维尔
villeurbanne,维勒班
frémestroff,弗雷梅斯特罗夫
argancy,阿尔冈西
tressange,特雷桑日
coume,库姆
holving,奥尔万
palatin,普法尔茨方言
achenheim,阿赫奈姆
bosselshausen,博瑟尔绍森
epping,埃潘
l'hôpital,洛皮塔勒
ernestviller,埃内斯特维莱尔
rosheim,罗赛姆
betschdorf,贝奇多夫
petiterosselle,小罗塞勒
tillenay,蒂勒奈
ottonville,奥通维尔
varsberg,瓦尔斯贝格
morsbach,莫尔斯巴克
guinglange,甘格朗日
elvange,埃尔旺日
vaudreching,沃德勒尚
lipsheim,利普赛姆
créhange,克雷昂日
théding,泰丹
guerting,盖尔坦
duppigheim,迪皮盖姆
drusenheim,德吕瑟奈姆
laning,拉南
colligny,科利尼
bossendorf,博森多夫
durstel,迪尔斯泰勒
lorentzen,洛伦岑
algrange,阿尔格朗日
montignylèsmetz,蒙蒂尼莱梅斯
rémelfang,雷梅尔方
roupeldange,鲁佩尔当日
filstroff,菲尔斯特罗夫
nouilly,努伊
morhange,莫朗日
vicsurseille,塞耶河畔维克
neufvillage,讷维拉日
zimming,齐曼
saintfrançoislacroix,圣弗朗索瓦拉克鲁瓦
lesse,莱斯
volmerangelèsboulay,沃尔默朗日莱布莱
gerbécourt,热贝库尔
velving,韦尔万
farschviller,法尔什维莱尔
noussevillersaintnabor,努斯维莱尔圣纳博尔
villersrotin,维莱罗坦
villerslespots,维莱莱波
chenôve,舍诺沃
longvic,隆维
perrignylèsdijon,佩里尼莱第戎
elne,埃尔讷
cahors,卡奥尔
moulinslèsmetz,穆兰莱梅斯
grosbliederstroff,格罗斯布利代斯特罗夫
vigy,维日
bœsenbiesen,伯森比森
ouges,乌日
lemberg,伦贝格
rhinau,里诺
tréclun,特雷克兰
mutzig,米齐格
hambach,安巴赫
diemeringen,迪默林根
durrenbach,迪伦巴克
dieffenbachlèswœrth,迪芬巴克莱沃尔特
drulingen,德吕林根
balbronn,巴尔布龙
baerendorf,贝伦多夫
alteckendorf,阿尔泰肯多夫
altorf,阿尔托夫
bust,比斯特
cosswiller,科斯维莱尔
dorlisheim,多尔利赛姆
duntzenheim,敦策奈姆
crœttwiller,克勒特维莱尔
bœrsch,伯尔什
berstett,贝尔什泰特
bellefosse,贝勒福斯
durningen,迪尔宁根
dettwiller,代特维莱尔
butten,比滕
altwiller,阿尔特维莱尔
racrange,拉克朗日
saintjeanrohrbach,圣让罗尔巴克
ritzing,里灿
tromborn,特龙博恩
wasselonne,瓦斯洛讷
lelling,莱兰
lengelsheim,伦格尔赛姆
lachambre,拉尚布尔
gundershoffen,贡德索芬
cocheren,科什伦
uberach,于伯拉赫
frœschwiller,弗勒什维莱尔
grandfontaine,格朗方丹
hœnheim,厄奈姆
saales,萨勒
bischwiller,比什维莱尔
niedervisse,尼代尔维斯
volmerangelesmines,沃尔默朗日莱米讷
schweighousesurmoder,莫代尔河畔什韦古斯
oberdorff,奥伯多夫
marseille,马赛
ruffeylèsechirey,吕费莱塞希雷
saintapollinaire,圣阿波利奈尔
clénay,克莱奈
brognon,布罗尼翁
orgeux,奥尔热
mittelbergheim,米特尔贝盖姆
soufflenheim,苏夫勒奈姆
entzheim,恩赛姆
breidenbach,布赖登巴赫
freymingmerlebach,弗雷曼梅尔勒巴克
bretigny,布勒蒂尼
ottrott,奥特罗特
crémery,克雷姆里
courcellesaubois,库尔塞勒欧布瓦
curlu,屈尔吕
croixrault,克鲁瓦罗
curchy,屈尔希
saintjulien,圣于连
varoisetchaignot,瓦鲁瓦和谢尼奥
goetzenbruck,格岑布吕克
bertrange,贝尔特朗日
brulange,布吕朗日
altrippe,阿尔特里普
bettelainville,贝特兰维尔
failly,法伊
bérigvintrange,贝里格万特朗日
barst,巴尔斯特
glatigny,格拉蒂尼
diesen,迪森
diffembachlèshellimer,迪芬巴克莱埃利梅尔
dargnies,达尔尼
daours,杜尔
breistrofflagrande,大布雷斯特罗夫
haspelschiedt,阿斯珀尔希特
coulonvillers,库隆维莱尔
creuse,克勒兹
crécyenponthieu,克雷西昂蓬蒂约
dancourtpopincourt,当库尔波潘库尔
cressyomencourt,克雷西奥芒库尔
courtemanche,库尔特芒什
davenescourt,达旺内斯库尔
courcellessousmoyencourt,库尔塞勒苏穆瓦延库尔
courcellessousthoix,库尔塞勒苏图瓦
damery,达姆里
coullemelle,库勒梅勒
courcelette,库尔瑟莱特
crouysaintpierre,克鲁伊圣皮埃尔
flocourt,弗洛库尔
arleux,阿尔勒
cramont,克拉蒙
croixmoligneaux,克鲁瓦莫利尼欧
brech,布雷克
bréhan,布雷昂
marsannaylacôte,马尔萨奈拉科特
neuillylèsdijon,讷伊莱第戎
guesslinghémering,盖斯兰埃默兰
guenviller,盖恩维莱
gréning,格雷南
grosréderching,大雷代尔尚
beaujolais,薄酒莱葡萄酒
quetigny,克蒂尼
crimolois,克里莫卢瓦
couternon,库泰尔农
russ,吕斯
wittersheim,维特赛姆
gries,格里斯
soultzlesbains,苏尔茨莱班
fegersheim,费格赛姆
ebersheim,埃伯赛姆
furdenheim,菲尔德奈姆
saintavold,圣阿沃尔德
ebersmunster,埃伯斯明斯特
chevignysaintsauveur,舍维尼圣索沃尔
bresseysurtille,蒂耶河畔布雷塞
monswiller,蒙斯维莱尔
senneceylèsdijon,塞讷塞莱第戎
remillysurtille,蒂耶河畔勒米伊
martot,马尔托
corcelleslesmonts,科尔塞勒莱蒙
betting,贝坦
hellimer,埃利梅尔
coincy,宽西
arzal,阿尔扎勒
saintmichelescalus,圣米歇尔埃斯卡吕斯
rott,罗特
ingolsheim,英戈尔赛姆
billiers,比利耶
béganne,贝加讷
bieuzy,比约济
buléon,比莱翁
augan,欧冈
berric,贝里克
bohal,博阿勒
billio,比利奥
auray,欧赖
allaire,阿莱尔
brandivy,布朗迪维
beignon,贝尼翁
bubry,比布里
brandérion,布朗代里永
belz,贝尔兹
ambon,昂邦
berné,贝尔内
bignan,比尼昂
arzon,阿尔宗
litetmixe,利特和米克斯
velarssurouche,乌什河畔沃拉尔
veyras,韦拉
prenois,普勒努瓦
flavignerot,弗拉维涅罗
griesheimprèsmolsheim,莫尔塞姆附近格里赛姆
bangor,邦戈尔
fleureysurouche,乌什河畔弗勒雷
lantenay,朗特奈
pasques,帕克
steige,斯泰日
huttenheim,于特奈姆
chartres,沙特尔
villy,维利
lyas,利亚
cléry,克莱里
coux,库克斯
merrysec,梅里塞克
rouvray,鲁夫赖
lille,里尔
drambon,德朗邦
étevaux,埃特沃
dommartin,多马坦
lamarchesursaône,索恩河畔拉马什
heuilleysursaône,索恩河畔厄耶
conty,孔蒂
fontenailles,丰特纳耶
laduz,拉迪兹
gigny,日尼
rennes,雷恩
versailles,凡尔赛
arcsurtille,蒂耶河畔阿尔克
saintvincentdedurfort,圣樊尚德迪尔福
samoreau,萨莫罗
saintpriest,圣普列斯特
colombier,科隆比耶
clans,克朗
binges,班日
proyart,普鲁瓦亚尔
puchevillers,皮舍维莱尔
dunièresureyrieux,埃里约河畔迪尼耶尔
flaviac,弗拉维亚克
pranles,普朗勒
pourchères,普谢尔
villon,维隆
cireylèspontailler,锡雷莱蓬塔耶
rosoy,罗苏瓦
pourrain,普兰
blaesheim,布莱赛姆
asswiller,阿斯维莱尔
birkenwald,比肯瓦尔德
artolsheim,阿托尔赛姆
burbach,比尔巴克
aschbach,阿什巴克
blancherupt,布朗什吕
eaucourtsursomme,索姆河畔欧库尔
dominois,多米努瓦
allenwiller,阿伦维莱尔
daubensand,道本桑德
colroylaroche,科尔鲁瓦拉罗什
bitschhoffen,比乔芬
bissert,比塞尔
bischholtz,比绍尔茨
bassemberg,巴桑贝格
beinheim,拜奈姆
climbach,克林巴克
crastatt,克拉什塔特
dahlenheim,达勒奈姆
domesmont,多梅蒙
dury,迪里
domartenponthieu,多马昂蓬蒂约
doullens,杜朗
dompierresurauthie,欧蒂河畔栋皮埃尔
devise,德维斯
mouffy,穆菲
démuin,代米安
dreuillèsamiens,德勒伊莱萨米安
montmançon,蒙芒松
marandeuil,马朗德伊
maxillysursaône,索恩河畔马克西利
perrignysurl'ognon,奥尼翁河畔佩里尼
pontaillersursaône,索恩河畔蓬塔耶
saintlégertriey,圣莱热特里耶
driencourt,德里安库尔
saintsauveur,圣索沃尔
dernancourt,代尔南库尔
domvast,栋瓦斯特
drucat,德吕卡
dauendorf,道恩多夫
drachenbronnbirlenbach,德拉肯布龙比伦巴克
domfessel,多姆费瑟勒
diebolsheim,迪博尔赛姆
moings,穆万
diedendorf,迪登多夫
biblisheim,比布利赛姆
salignacsurcharente,夏朗德河畔萨利尼亚克
voissay,瓦赛
saintgermaindemarencennes,圣日耳曼德马朗塞讷
loirelesmarais,卢瓦尔莱马赖
beaugas,博加
dolmayrac,多尔迈拉克
batzendorf,巴岑多夫
berstheim,贝尔斯泰姆
vanzac,旺扎克
saintgermaindevibrac,圣日耳曼德维布拉克
siecq,谢克
puyravault,皮拉沃
taugon,托贡
saintmartial,圣马夏尔
sainthilairedubois,圣伊莱尔迪布瓦
saintgeorgesdelonguepierre,圣乔治德隆格皮埃尔
saintouend'aunis,圣旺多尼斯
villexavier,维勒萨维耶
saintpierredel'isle,圣皮埃尔德利勒
dehlingen,代林根
breuschwickersheim,布勒伊什维克赛姆
saintpreuil,圣普勒伊
lignièressonneville,利涅尔索讷维尔
gourdon,古尔东
dingsheim,丁赛姆
alsace,阿尔萨斯
domlégerlongvillers,栋莱热隆维莱尔
dromesnil,德罗梅尼勒
douilly,杜伊
orignolles,奥里尼奥勒
montroy,蒙鲁瓦
saintpierred'amilly,圣皮埃尔达米伊
dossenheimkochersberg,多瑟奈姆科克斯贝格
dambach,丹巴克
papeete,帕皮提
moragne,莫拉涅
landrais,朗德赖
puydulac,皮迪拉克
vibrac,维布拉克
limousin,利穆赞
baldenheim,巴尔德奈姆
donnenheim,多讷奈姆
aquitaine,阿基坦
avolsheim,阿沃尔赛姆
auenheim,奥厄奈姆
dimbsthal,迪姆斯塔勒
bietlenheim,比特勒奈姆
bourgheim,布尔盖姆
kertzfeld,凯茨费尔德
gerstheim,盖尔斯泰姆
eywiller,艾维莱尔
hangenbieten,昂根比滕
kirrberg,基尔贝格
hattmatt,阿特马特
handschuheim,安楚艾姆
dossenheimsurzinsel,钦瑟勒河畔多瑟奈姆
bolsenheim,博尔瑟奈姆
barembach,巴朗巴克
buswiller,比斯维莱尔
bernardswiller,贝纳茨维莱尔
bruch,布吕什
caubeyres,科贝尔
clermontdessous,克莱蒙代苏
dinsheimsurbruche,布吕什河畔丁赛姆
bettwiller,贝特维莱尔
breitenau,布雷特诺
boofzheim,博夫宰姆
bernolsheim,贝诺尔赛姆
dieffenbachauval,迪芬巴克欧瓦勒
talmay,塔尔迈
soissonssurnacey,纳塞河畔苏瓦松
alpes,阿尔卑斯山
espiens,埃斯皮安
bourgougnague,布尔古尼亚格
courbiac,库尔比亚克
kindwiller,金德维莱尔
ettendorf,埃滕多夫
cambes,康布
caden,卡当
colmar,科尔马
guidel,吉代勒
vielverge,维耶尔韦日
cournon,库尔农
saintcierschampagne,圣西耶香槟
beaupuy,博皮
loulay,卢莱
tellecey,泰勒塞
saintpierredupalais,圣皮埃尔迪帕莱
doudrac,杜德拉克
bron,布龙
grenoble,格勒诺布尔
geudertheim,格伊德泰姆
kolbsheim,科尔布赛姆
breitenbach,布赖滕巴克
biracsurtrec,特雷克河畔比拉克
louzignac,卢济尼亚克
bouglon,布格隆
saintsaturnindubois,圣萨蒂南迪布瓦
dondas,栋达
lélex,莱莱克斯
mortiers,莫尔捷
castelnauddegratecambe,卡斯泰尔诺德格拉特康布
castelnausurgupie,居皮河畔卡斯泰尔诺
beauziac,博济亚克
calignac,卡利尼亚克
cavarc,卡瓦尔克
carentoir,卡朗图瓦尔
croixanvec,克鲁瓦桑韦克
heidolsheim,艾多尔赛姆
forstheim,福斯泰姆
kriegsheim,克里格赛姆
krautergersheim,克劳泰尔格赛姆
puyrolland,皮罗朗
caubonsaintsauveur,科邦圣索沃尔
saintmartindecoux,圣马丁德库
salignacdemirambeau,萨利尼亚克德米朗博
neulles,讷勒
clermontsoubiran,克莱蒙苏比朗
gougenheim,古格奈姆
hegeney,埃格内
guilliers,吉利耶
colpo,科尔波
damgan,达姆冈
arras,阿拉斯
virson,维尔松
rouffignac,鲁菲尼亚克
muron,米龙
bordeaux,波尔多
cublize,屈布利兹
memmelshoffen,梅默尔索芬
saintpierrebois,圣皮埃尔布瓦
eckartswiller,埃卡茨维莱尔
schwindratzheim,什温德拉蔡姆
wilwisheim,维尔维赛姆
saintjeandeliversay,圣让德利韦尔赛
meistratzheim,迈斯特拉蔡姆
reichshoffen,赖什索芬
thors,托尔
sousmoulins,苏穆兰
villedoux,维勒杜
sallessurmer,滨海萨勒
saintrogatien,圣罗加西安
coulx,库尔
gottenhouse,戈特努斯
gertwiller,盖特维莱尔
keffenach,凯弗纳克
kesseldorf,凯瑟尔多夫
gottesheim,戈特赛姆
kirchheim,基尔沙伊姆
landes,朗德
morsbronnlesbains,莫尔斯布龙莱班
odratzheim,奥德拉蔡姆
trimbach,特林巴克
mittelschaeffolsheim,中谢福尔赛姆
pfalzweyer,普法尔茨韦耶
sessenheim,塞瑟奈姆
oberbronn,奥伯布龙
forstfeld,福斯特费尔德
riedseltz,里德塞尔茨
gingsheim,京赛姆
reinhardsmunster,雷纳尔德斯曼斯泰
ringendorf,林根多夫
epfig,埃普菲格
heiligenstein,艾利根什泰因
keskastel,凯斯卡斯泰勒
mothern,莫泰恩
pfaffenhoffen,普法弗诺芬
kienheim,基奈姆
fouday,富代
niederhausbergen,下奥斯贝根
obenheim,奥伯奈姆
noyalmuzillac,努瓦亚勒米济亚克
guénin,盖南
moustoirac,穆斯图瓦尔阿克
schaffhouseprèsseltz,塞尔茨附近沙富斯
ronno,罗诺
eckwersheim,埃克沃赛姆
niedersoultzbach,下苏茨巴克
ottwiller,奥特维莱尔
ohnenheim,奥讷奈姆
elsenheim,埃尔瑟奈姆
erckartswiller,埃尔卡茨维莱尔
niederlauterbach,下劳特巴克
friesenheim,弗里瑟奈姆
furchhausen,菲尔绍森
niedersteinbach,下什泰因巴克
offendorf,奥芬多夫
mommenheim,莫默奈姆
wintzenheimkochersberg,温策奈姆科克斯贝格
solbach,索尔巴克
caudan,科当
nachamps,纳尚
pommiersmoulons,波米耶穆隆
singrist,辛格里斯特
schwobsheim,什沃布赛姆
gestel,热斯泰勒
guern,盖恩
camembert,卡芒贝尔奶酪
hindisheim,因迪赛姆
rittershoffen,里特索芬
innenheim,伊讷奈姆
herrlisheim,埃尔利赛姆
wisches,维什
hinsingen,因辛根
friedolsheim,弗里多尔赛姆
saintloup,圣卢
saintchristophe,圣克里斯托夫
saintouenlathène,圣旺拉泰讷
elven,埃尔旺
wiwersheim,维沃赛姆
herbitzheim,埃比蔡姆
hurtigheim,于尔蒂盖姆
wingen,温根
sarrewerden,萨尔韦登
reichstett,赖什泰特
wintzenbach,温岑巴赫
saulxures,索叙尔
eckbolsheim,埃克博尔赛姆
windstein,温德什泰因
wingersheim,温格赛姆
schaffhousesurzorn,佐恩河畔沙富斯
ringeldorf,林格尔多夫
ottersthal,奥特斯塔勒
neuvillerlaroche,讷维莱尔拉罗什
ostwald,奥斯特瓦尔德
sparsbach,什帕斯巴克
salenthal,萨伦塔勒
engwiller,恩维莱尔
merkwillerpechelbronn,梅克维莱尔佩舍尔布龙
offwiller,奥夫维莱尔
malestroit,马莱特鲁瓦
melrand,梅尔朗
meslan,梅朗
cottenchy,科唐希
doudelainville,杜德兰维尔
muzillac,米济亚克
lignol,利尼奥勒
guiscriff,吉斯克里夫
malguénac,马尔盖纳克
marzan,马尔藏
helléan,埃莱昂
domqueur,栋克尔
groix,格鲁瓦
domartsurlaluce,吕斯河畔多马尔
lanouée,拉努埃
lanvénégen,朗韦内让
larmorbaden,拉莫尔巴当
étel,埃泰勒
crédin,克雷丹
gourhel,古雷勒
nostang,诺斯唐
lizio,利济奥
lantillac,朗蒂亚克
valsonne,瓦尔索讷
rexingen,雷克辛根
leutenheim,勒伊特奈姆
mietesheim,米特赛姆
richtolsheim,里什托尔赛姆
oermingen,厄尔明根
orain,奥兰
pouillysurvingeanne,万雅讷河畔普伊
saintmauricesurvingeanne,万雅讷河畔圣莫里斯
chaumeetcourchamp,绍姆和库尔尚
amplepuis,昂普勒皮
niederschaeffolsheim,下谢福尔赛姆
niedernai,尼代奈
salmbach,萨尔姆巴克
bourberain,布尔伯兰
lampertsloch,兰佩茨洛克
saintseinesurvingeanne,万雅讷河畔圣塞纳
landersheim,兰德赛姆
liceysurvingeanne,万雅讷河畔利塞
dampierreetflée,当皮埃尔和弗莱
fontainefrançaise,方丹弗朗赛斯
matzenheim,马策奈姆
dompierrebecquincourt,栋皮埃尔贝坎库尔
mamoudzou,马穆楚
lozanne,洛扎讷
sainttropez,圣特罗佩
guer,盖尔
erdeven,埃尔德旺
naizin,奈赞
doingt,杜万
omex,奥梅
chevilly,舍维伊
dinard,迪纳尔
biarritz,比亚里茨
chamelet,沙姆莱
monsols,蒙索勒
dième,迪耶姆
ternand,泰尔南
saintclémentsurvalsonne,圣克莱芒叙瓦尔索讷
grandris,格朗里
givors,日沃尔
ichtratzheim,伊什特拉蔡姆
bourges,布尔日
albi,阿尔比
entrevernes,昂特勒韦尔讷
chauxdescrotenay,绍代克罗特奈
eberbachseltz,埃伯巴克塞尔茨
bonencontre,博南孔特尔
saintpardoult,圣帕尔杜
osthoffen,奥斯托芬
nordhouse,诺尔杜斯
saintecolombe,圣科隆布
saintsauveurd'aunis,圣索沃尔多尼斯
saintvivien,圣维维安
ternant,泰尔南
caumontsurgaronne,加龙河畔科蒙
saintmartindejuillers,圣马丹德瑞耶
geiswiller,盖斯维莱尔
wimmenau,维默诺
bournel,布尔内勒
saintfroult,圣弗鲁
saintcyrdudoret,圣西尔迪多雷
schwenheim,什韦奈姆
saintjeansaverne,圣让萨韦尔讷
mazerolles,马兹罗勒
neuvicq,讷维克
saintbarthélemy,圣巴泰勒米
marignac,马里尼亚克
locmiquélic,洛克米凯利克
guémenésurscorff,斯科夫河畔盖姆内
neulliac,讷利亚克
rivolet,里沃莱
oingt,万村
chambostallières,尚博阿利耶尔
traenheim,特雷奈姆
herbsheim,埃尔布赛姆
ittenheim,伊特奈姆
lobsann,洛布桑
jetterswiller,耶泰斯维莱尔
retschwiller,雷奇维莱尔
hilsenheim,伊尔瑟奈姆
siewiller,锡维莱尔
reipertswiller,赖佩尔茨维莱尔
petersbach,彼得斯巴克
morschwiller,莫什维莱尔
lampertheim,兰佩泰姆
mollkirch,莫尔基什
wittisheim,维蒂赛姆
siltzheim,锡尔蔡姆
laubach,劳巴克
rohrwiller,罗尔维莱尔
villierslesec,维利耶勒塞克
tracysurloire,卢瓦尔河畔特拉西
urzy,于尔济
vielmanay,维耶尔马奈
verneuil,韦尔讷伊
vignol,维尼奥勒
vandenesse,旺德内斯
sainthervé,圣埃尔韦
tronsanges,特龙桑日
varennesvauzelles,瓦雷讷沃泽勒
varenneslèsnarcy,瓦雷讷莱纳尔西
béhuard,贝于阿尔
bouzillé,布济耶
chantelouplesbois,尚特卢莱布瓦
lingolsheim,林戈尔赛姆
niederbronnlesbains,尼德布龙莱班
sermersheim,塞尔默赛姆
roppenheim,罗珀奈姆
ingenheim,英格奈姆
schalkendorf,沙尔肯多夫
littenheim,利特奈姆
langensoultzbach,朗根苏茨巴克
wintershouse,温特苏斯
otterswiller,奥特斯维莱尔
saintblaiselaroche,圣布莱斯拉罗什
neugartheimittlenheim,讷伊加泰姆伊特勒奈姆
saintnabor,圣纳博尔
pontnoyelles,蓬努瓦耶勒
alpine,阿尔卑汽车
vienne,维埃纳
scharrachbergheimirmstett,沙拉克贝尔盖姆伊姆什泰特
lixhausen,利克绍森
romanswiller,罗曼斯维莱尔
neuwillerlèssaverne,讷维莱尔莱萨韦尔讷
ohlungen,奥隆根
kaltenhouse,卡尔特努斯
locqueltas,洛凯尔塔斯
noyalo,努瓦亚洛
ménéac,梅内阿克
bourgenbresse,布雷斯地区布尔格
villapourçon,维拉普松
tresnay,特雷奈
vitrylaché,维特里拉谢
trucyl'orgueilleux,特吕西洛格约
villelangy,维尔朗吉
campénéac,康佩内阿克
larmorplage,拉莫尔普拉日
monteneuf,蒙特讷夫
malansac,马朗萨克
mauron,莫龙
saintvictor,圣维克托
colombierlevieux,旧科隆比耶
vaudevant,沃德旺
languidic,朗吉迪克
moustoirremungol,穆斯图瓦尔勒曼戈勒
carnac,卡尔纳克
grandchamp,格朗尚
camors,卡莫尔
gueltas,盖尔塔斯
missiriac,米西里亚克
limerzel,利梅泽勒
lanvaudan,朗沃当
hœdic,埃迪克
inguiniel,安吉涅勒
seltz,塞尔茨
ain,安省
eichhoffen,艾绍芬
kintzheim,金蔡姆
bergbieten,贝格比滕
orschwiller,奥尔什维莱尔
itterswiller,伊特斯维莱尔
abbeville,阿布维尔
locmalo,洛克马洛
férel,费雷勒
andlau,昂德洛
scherwiller,谢尔维莱尔
dieffenthal,迪芬塔勒
blienschwiller,布林什维莱尔
schopperten,绍珀滕
mertzwiller,梅茨维莱尔
nothalten,诺塔尔滕
châtenois,沙特努瓦
muhlbachsurbruche,布吕什河畔米尔巴克
triembachauval,特林巴克欧瓦勒
stotzheim,什托蔡姆
gourin,古兰
locoalmendon,洛科阿勒芒东
devesset,德韦塞
crach,克拉克
lafarre,拉法尔
bozas,博扎
troisvèvres,特鲁瓦韦夫尔
villierssuryonne,约讷河畔维利耶
tourylurcy,图里吕尔西
glénac,格莱纳克
camoël,卡莫埃勒
guégon,盖贡
nivillac,尼维亚克
langonnet,朗戈内
îleauxmoines,伊勒欧穆瓦讷
issoire,伊苏瓦尔
labatied'andaure,拉巴蒂当多尔
arlebosc,阿尔勒博斯克
l'hôpitalsaintblaise,洛皮塔勒圣布莱斯
vauclaix,沃克莱
ablaincourtpressoir,阿布兰库尔普雷苏瓦尔
olwisheim,奥尔维赛姆
osthouse,奥斯图斯
gambsheim,加姆赛姆
varzy,瓦尔济
